feature,variance,abs_correlation,dynamic_r2,neighborhood_preservation,pca_score,mutual_info,variance_rank,correlation_rank,dynamic_rank,neighborhood_rank,pca_rank,mi_rank,avg_rank,composite_rank
Int_Med_pGSK3b_nuc,0.010136929,0.1277334054077459,0.0434157325803215,0.007750576011570629,0.039790943,0.1155791416492281,50,71,69,53,93,27,60.5,29
Int_Med_Cdt1_nuc,0.0077581573,0.308689920171459,0.12635412907098464,0.006874466848720447,0.031849783,0.27702770217798783,74,22,24,109,123,12,60.666666666666664,30
Int_Med_p16_nuc,0.013392003,0.3199764194521947,0.10281763461693427,0.00518440619176771,0.05715116,0.11082102588229747,30,20,34,211,41,31,61.166666666666664,31
Int_Med_AKT_ring,0.013659527,0.10277242000676974,0.014326860860552015,0.0097924844247226,0.075013265,0.05810155436066833,24,96,140,5,11,97,62.166666666666664,32
Int_Med_AKT_cyto,0.013659527,0.10277242000676974,0.014326860860552015,0.0097924844247226,0.07501327,0.05810155436066833,25,97,141,4,10,98,62.5,33
Int_MeanEdge_CDK2_cell,0.012188418,0.18475899714103242,0.04013664359913394,0.006901362570583113,0.061028395,0.06545348278869556,37,48,77,108,34,72,62.666666666666664,34
Int_MeanEdge_S6_cell,0.011213967,0.12910489601288205,0.0373539178093355,0.007637602149606813,0.06017922,0.05823185487475778,44,70,80,57,36,96,63.833333333333336,35
Int_Med_pAKT_ring,0.012575388,0.2441954556418456,0.0977074420370233,0.0054038204667493485,0.055570487,0.10255573721634219,35,32,37,199,45,37,64.16666666666667,36
Int_Med_pAKT_cyto,0.012575388,0.2441954556418456,0.0977074420370233,0.0054038204667493485,0.05557049,0.10255573721634219,36,31,38,200,44,38,64.5,37
Int_MeanEdge_pAKT_cell,0.009433483,0.24090326259749056,0.08662934536746636,0.00633229880246463,0.047778074,0.09157418479365705,59,33,47,150,63,44,66.0,38
Int_Med_p21_nuc,0.011806693,0.043548958904158455,0.11157428282000559,0.006763928018505573,0.05260322,0.28590614134218034,39,163,30,116,50,9,67.83333333333333,39
Int_MeanEdge_ERK_cell,0.007992668,0.12018872502371242,0.040227498272527584,0.00835170966354023,0.047160283,0.06136348981443214,72,76,76,33,65,86,68.0,40
Int_Med_cFos_nuc,0.00964524,0.3093562754368618,0.09595695049140984,0.005639799924335838,0.043394227,0.09085101157255902,55,21,39,184,76,46,70.16666666666667,41
Int_Med_pGSK3b_cyto,0.01116385,0.10983459436836032,0.017833203781308038,0.007380479384328911,0.06561469,0.058435645822608163,45,85,125,63,26,94,73.0,42
Int_Med_pAKT_nuc,0.007315478,0.15218045066169528,0.09215004885909017,0.0066901510713041476,0.03949392,0.09140102516033263,80,55,41,123,95,45,73.16666666666667,43
Int_Med_pGSK3b_ring,0.01116385,0.10983459436836032,0.017833203781308038,0.007380479384328911,0.0656147,0.058435645822608163,46,86,124,64,25,95,73.33333333333333,44
Int_Med_pERK_ring,0.016871948,0.09163256791390717,0.026987777335322427,0.006301258119133208,0.06791435,0.08101346598172884,14,114,95,151,20,54,74.66666666666667,45
Int_Med_pERK_cyto,0.016871948,0.09163256791390717,0.026987777335322427,0.006301258119133208,0.06791437,0.08101346598172884,13,113,96,152,19,55,74.66666666666667,45
Int_Med_pp65_nuc,0.008369559,0.17588874519856068,0.11629858284775929,0.005394397159279517,0.046273157,0.10434808300359319,68,49,28,202,68,35,75.0,47
Int_Med_pCHK1_nuc,0.006997042,0.34224399229229907,0.1272247939811273,0.004991476370411795,0.040213212,0.12728230934399512,85,15,23,217,89,23,75.33333333333333,48
Int_Med_ERK_cell,0.010498822,0.10284958779464431,0.026901517565991684,0.0076734259784091135,0.04958597,0.05785989148015651,48,95,97,55,58,100,75.5,49
Int_Med_E2F1_nuc,0.0055323867,0.2568554136506277,0.27181239653359357,0.005822711281960679,0.031729966,0.3306648077271921,108,29,12,179,124,6,76.33333333333333,50
Int_Med_GSK3b_nuc,0.0063704606,0.27295024922687744,0.10473331216646953,0.005287116428084576,0.04220657,0.12555815211984708,93,26,32,208,81,24,77.33333333333333,51
Int_Med_p53_nuc,0.009108955,0.29925387842696305,0.0938696309290421,0.00453886003372951,0.04035572,0.1100134050210658,62,23,40,227,86,32,78.33333333333333,52
Int_Med_AKT_cell,0.009883867,0.08786243890769688,0.012431452760811146,0.010927308014339108,0.06235186,0.050248374619449754,53,117,147,1,33,130,80.16666666666667,53
Int_Med_p38_cyto,0.017262222,0.036537412328585234,0.010486468018597095,0.008208998936904365,0.078499086,0.057842577614415414,11,173,154,38,7,101,80.66666666666667,54
Int_Med_p38_ring,0.017262222,0.036537412328585234,0.010486468018597095,0.008208998936904365,0.0784991,0.057842577614415414,12,174,153,39,6,102,81.0,55
Int_MeanEdge_pGSK3b_cell,0.007405834,0.18687716334130886,0.05764222293025467,0.006182587775743752,0.048157908,0.061739132380279234,76,47,57,160,62,85,81.16666666666667,56
Int_Med_ERK_ring,0.010058904,0.0949147424493745,0.021637115250155436,0.0077540761721687545,0.050191835,0.054848871538415854,52,106,111,52,54,112,81.16666666666667,56
Int_Med_ERK_cyto,0.010058904,0.0949147424493745,0.021637115250155436,0.0077540761721687545,0.050191823,0.054848871538415854,51,107,112,51,55,113,81.5,58
Int_Med_CDK2_cell,0.008838555,0.12457714200045159,0.018614221146572518,0.006909134700938386,0.05498042,0.06359224669698647,65,73,121,105,46,80,81.66666666666667,59
Int_MeanEdge_p38_cell,0.007337304,0.166484693917727,0.0411433070664744,0.006718932679113212,0.04881336,0.05537805126054403,79,51,74,122,60,109,82.5,60
Int_Med_pp21_nuc,0.0018224826,0.32938782040713205,0.12025383217641128,0.008112966659047084,0.016422385,0.15297578191193528,192,19,26,46,199,19,83.5,61
Int_Med_pERK_cell,0.016605178,0.06949680371565123,0.02418329416952414,0.006093308995409999,0.06782738,0.07332371479191784,17,131,106,166,21,66,84.5,62
Int_Med_YAP_nuc,0.016110195,0.08164344450655732,0.06095604141860922,0.004307443440812618,0.05671773,0.09667855117859785,18,120,56,234,42,40,85.0,63
Int_Med_pGSK3b_cell,0.009048377,0.08607582729787627,0.015470132510092438,0.008232848447319032,0.05877867,0.05270710588482229,64,118,136,35,38,120,85.16666666666667,64
Int_Med_p38_nuc,0.004142753,0.24821854875855112,0.1096765414144526,0.005805665396221737,0.037195466,0.10289639339913279,136,30,31,180,101,36,85.66666666666667,65
Int_Med_cMyc_nuc,0.007061354,0.14734155069261454,0.2040102213294419,0.004083744040749964,0.03869297,0.14401629852877645,83,57,15,240,99,20,85.66666666666667,65
Int_Med_CDK2_ring,0.008563544,0.1377926684141941,0.02122694422490734,0.006643233380807021,0.053627573,0.056753766060975035,67,61,113,126,48,105,86.66666666666667,67
Int_Med_CDK2_cyto,0.008563544,0.1377926684141941,0.02122694422490734,0.006643233380807021,0.053627573,0.056753766060975035,66,62,114,127,49,104,87.0,68
Int_Med_Bcl2_nuc,0.0041758595,0.12225452501382733,0.05396681660509883,0.007289152656039773,0.02749815,0.09051421786934245,134,75,60,76,149,47,90.16666666666667,69
Int_Med_CDK4_cyto,0.009219067,0.09777203996263674,0.014435600958619177,0.006926394232514694,0.051843226,0.059015470823422886,60,103,137,102,51,91,90.66666666666667,70
Int_Med_CDK4_ring,0.009219067,0.09777203996263674,0.014435600958619177,0.006926394232514694,0.05184321,0.059015470823422886,61,104,138,103,52,90,91.33333333333333,71
Int_Med_p38_cell,0.011759653,0.012591365626971078,0.010391906437376863,0.008935626742308847,0.06286888,0.06391902473098901,40,224,155,23,32,77,91.83333333333333,72
Int_Med_cycD1_cell,0.003825398,0.1639293383772541,0.13819843587973268,0.005507586723919511,0.032499418,0.11423771955912326,139,52,22,190,122,28,92.16666666666667,73
Int_Med_PCNA_cyto,0.0030177366,0.18916126571357994,0.08828691034022262,0.006982785288268337,0.02483117,0.0823534938175099,152,42,46,99,163,52,92.33333333333333,74
Int_Med_PCNA_ring,0.0030177366,0.18916126571357994,0.08828691034022262,0.006982785288268337,0.024831172,0.0823534938175099,153,43,45,98,162,53,92.33333333333333,74
Int_Med_pS6_cyto,0.0042417953,0.18843948687316703,0.07463683758878947,0.006402717001259751,0.0343077,0.06290506286023988,129,45,51,142,111,83,93.5,76
Int_Med_pS6_ring,0.0042417953,0.18843948687316703,0.07463683758878947,0.006402717001259751,0.034307703,0.06290506286023988,130,44,52,143,110,82,93.5,76
Int_Med_CDK4_cell,0.0063810367,0.10276708296211234,0.015923540598380415,0.007343128750810247,0.042307284,0.05958837190689481,90,98,134,71,80,89,93.66666666666667,78
Int_Med_YAP_ring,0.017683873,0.005897219578110479,0.00946316096003963,0.007261130715405814,0.0792109,0.0649074424622193,8,236,161,83,3,75,94.33333333333333,79
Int_Med_YAP_cyto,0.017683873,0.005897219578110479,0.00946316096003963,0.007261130715405814,0.07921089,0.0649074424622193,9,235,160,84,4,74,94.33333333333333,79
Int_Med_cycD1_cyto,0.0032522397,0.18949494070109277,0.1554244721904724,0.005517128299620744,0.029124558,0.11355233897035148,149,41,20,189,139,29,94.5,81
Int_Med_cycD1_ring,0.0032522397,0.18949494070109277,0.1554244721904724,0.005517128299620744,0.029124554,0.11355233897035148,148,40,21,188,140,30,94.5,81
Int_Med_pH2AX_cell,0.009096426,0.05228912908691765,0.00710110609897685,0.009065658996918538,0.04951364,0.05488302597985516,63,150,174,20,59,111,96.16666666666667,83
Int_Med_STAT3_nuc,0.005865666,0.13623860863607326,0.028961111821953933,0.006722602809390929,0.030880893,0.06544529965371076,101,64,90,121,131,73,96.66666666666667,84
Int_Med_pp38_nuc,0.004701226,0.1875826174372728,0.045540304824601696,0.0058712165172527305,0.03566486,0.07617273304880778,123,46,68,174,107,63,96.83333333333333,85
Int_Med_cJun_nuc,0.01047288,0.14411443397783813,0.03122132372416997,0.004270841330745608,0.039426725,0.07926354243434387,49,59,85,235,96,59,97.16666666666667,86
Int_Med_RB_nuc,0.011587773,0.04508374271703084,0.01690477814368785,0.005942890117566139,0.051770613,0.09296325342171441,41,161,131,172,53,43,100.16666666666667,87
Int_Med_pp53_nuc,0.002665842,0.33156523289671086,0.11402765585044683,0.005579605209656111,0.02351946,0.10127895360583108,169,16,29,185,171,39,101.5,88
Int_Med_cycA_cell,0.00065534405,0.2668754300339293,0.08883794363156405,0.009285460355693706,0.012835013,0.07346992786037357,236,27,44,19,220,65,101.83333333333333,89
Int_Med_pS6_cell,0.0028945727,0.20522231467233806,0.08163525769273106,0.0065502898113414644,0.028845362,0.060576398037604465,164,37,50,133,142,88,102.33333333333333,90
Int_Med_Fra1_cyto,0.0049609193,0.045456570594807816,0.050792264868133485,0.006797969430607498,0.035367075,0.0783097000829423,116,160,63,114,108,62,103.83333333333333,92
Int_MeanEdge_bCat_cell,0.007303191,0.10878649611384768,0.03646019839503789,0.005922950325975383,0.043909956,0.05114945796717381,81,88,81,173,75,125,103.83333333333333,92
Int_Med_Fra1_ring,0.0049609193,0.045456570594807816,0.050792264868133485,0.006797969430607498,0.035367075,0.0783097000829423,115,159,64,115,109,61,103.83333333333333,92
Int_MeanEdge_pp38_cell,0.0065612365,0.11796314571381686,0.028246301054738465,0.005495877405989793,0.041259866,0.05847467427813573,89,77,94,191,82,93,104.33333333333333,94
Int_Med_CDK6_nuc,0.004171435,0.27652316152518147,0.08574319955505993,0.004222450548580721,0.026638374,0.08248595032445388,135,25,48,237,154,51,108.33333333333333,95
Int_Med_Fra1_nuc,0.021419603,0.06587334965318095,0.00597461914163977,0.004243166564597385,0.06435924,0.08045917305759134,5,138,187,236,30,58,109.0,96
Int_MeanEdge_Cdh1_cell,0.004887204,0.13011367002111396,0.05667970808063105,0.004845464700984585,0.032991476,0.06751401792777008,118,69,58,223,120,70,109.66666666666667,97
Int_Med_p14ARF_nuc,0.009769213,0.0930143469912357,0.013717669588131143,0.005467402993993122,0.04287432,0.06369660697161009,54,112,142,193,79,79,109.83333333333333,98
Int_MeanEdge_PCNA_cell,0.005313182,0.1168212558829387,0.016475046727574827,0.0062308663938440275,0.03361984,0.06612998366647165,112,79,133,154,116,71,110.83333333333333,99
Int_Med_bCat_nuc,0.00442289,0.1587320642567756,0.040774917063098326,0.0050988028828576025,0.032502294,0.06440718462422107,128,53,75,215,121,76,111.33333333333333,100
Int_Med_YAP_cell,0.011011273,0.018185620417901973,0.007282086780913244,0.007148437114316866,0.060465872,0.05473188975553925,47,218,172,85,35,114,111.83333333333333,101
Int_Med_GSK3b_cell,0.009597353,0.027516353336450403,0.009498143103860546,0.006961161277442849,0.0487335,0.05805197891768162,56,199,159,101,61,99,112.5,102
Int_MeanEdge_Fra1_cell,0.0031830303,0.14451312856459658,0.03391548079562723,0.006651099594950293,0.029306127,0.05202026839508704,151,58,83,124,137,122,112.5,102
Int_MeanEdge_pS6_cell,0.0057822876,0.07531410006333665,0.05148113561085632,0.005577407709614555,0.03966643,0.05690837604746505,106,127,61,186,94,103,112.83333333333333,104
Int_Med_Cdt1_ring,0.0054659117,0.033605256146405214,0.013258680711487947,0.009378405218977232,0.03986208,0.047819287760396165,109,177,144,15,92,143,113.33333333333333,105
Int_Med_pp27_cell,0.008034875,0.07542340399439446,0.017687750380479983,0.005849458977778861,0.050018188,0.051965617679460833,71,126,126,178,57,123,113.5,106
Int_Med_Cdt1_cyto,0.0054659117,0.033605256146405214,0.013258680711487947,0.009378405218977232,0.03986208,0.047819287760396165,110,176,145,16,91,144,113.66666666666667,107
Int_MeanEdge_pH2AX_cell,0.0049003456,0.1039400115566107,0.028600096716494328,0.006367488328718704,0.03708574,0.05030499159991714,117,94,93,148,102,129,113.83333333333333,108
Int_Med_bCat_cell,0.0070284004,0.03767048617271871,0.009405580885805676,0.007654347821324921,0.045235828,0.047390129165871715,84,171,163,56,69,148,115.16666666666667,109
Int_Med_pp27_cyto,0.013629197,0.03217908707610549,0.011834169512572101,0.005444039295634725,0.06492953,0.054143885274622945,26,186,149,194,27,116,116.33333333333333,110
Int_Med_ERK_nuc,0.005764394,0.017075275461566983,0.1006390182851179,0.005765219488712976,0.0361654,0.08398897260174522,107,222,35,181,105,49,116.5,111
Int_Med_cMyc_cyto,0.0040392163,0.10448078222823201,0.041829136137928824,0.0065275212692443305,0.0316037,0.04899957057516218,138,92,73,134,126,136,116.5,111
Int_Med_pH2AX_cyto,0.0073747844,0.03335731217913454,0.004683602044998847,0.008353153944385228,0.044144604,0.0487277854389308,77,179,197,32,74,141,116.66666666666667,113
Int_Med_pH2AX_ring,0.0073747844,0.03335731217913454,0.004683602044998847,0.008353153944385228,0.044144604,0.0487277854389308,78,178,198,31,73,142,116.66666666666667,113
Int_Med_cMyc_ring,0.0040392163,0.10448078222823201,0.041829136137928824,0.0065275212692443305,0.031603698,0.04899957057516218,137,93,72,135,127,137,116.83333333333333,115
Int_MeanEdge_pRB_cell,0.005965947,0.1395725169304924,0.02261020193232821,0.006097273651734953,0.033044375,0.043561866656223386,97,60,108,165,119,153,117.0,116
Int_Med_pp27_ring,0.013629197,0.03217908707610549,0.011834169512572101,0.005444039295634725,0.064929515,0.054143885274622945,27,187,150,195,28,117,117.33333333333333,117
Int_MeanEdge_Cdt1_cell,0.004623093,0.10995966525698242,0.03122297499067883,0.005413838930480425,0.03165338,0.05876051379634543,124,84,84,198,125,92,117.83333333333333,118
Int_Med_PCNA_cell,0.0013938992,0.12238071392381869,0.03986825874578914,0.007306668794844661,0.016632209,0.06348191326793874,210,74,78,74,197,81,119.0,119
Int_MeanEdge_DNA_cell,0.0033320284,0.13647728475058235,0.030105011553427596,0.006585230411845595,0.030286131,0.04333729661517809,145,63,89,131,134,154,119.33333333333333,120
Int_MeanEdge_Bcl2_cell,0.0036452273,0.10744540332707994,0.020876739348189566,0.0070322025656972004,0.03088725,0.044326739842693495,141,90,115,93,130,152,120.16666666666667,121
Int_Med_cycE_nuc,0.0015232954,0.26465155206896346,0.10308049790680152,0.004337796410136476,0.015184517,0.10933394928518952,202,28,33,233,203,33,122.0,122
Int_Med_cFos_cell,0.003304616,0.13100263224148842,0.030149925001918043,0.00570314438907511,0.029125301,0.054387649460225986,146,68,88,183,138,115,123.0,123
Int_Med_bCat_ring,0.0063732318,0.02274574150637783,0.00797602174085943,0.007379467618684778,0.043172266,0.050027927842797235,92,209,165,65,78,131,123.33333333333333,124
Int_Med_bCat_cyto,0.0063732318,0.02274574150637783,0.00797602174085943,0.007379467618684778,0.04317227,0.050027927842797235,91,208,166,66,77,132,123.33333333333333,124
Int_Med_Bcl2_cell,0.0058607417,0.04984926495044041,0.0024858985079273532,0.009887454230732128,0.040575713,0.035642010220026124,103,154,227,3,84,177,124.66666666666667,126
Int_Med_Bcl2_cyto,0.005826879,0.048374099158942994,0.0026327753373960316,0.009304312842576422,0.03884577,0.04304248218559338,104,157,226,18,97,155,126.16666666666667,127
Int_Med_Bcl2_ring,0.005826879,0.048374099158942994,0.0026327753373960316,0.009304312842576422,0.03884576,0.04304248218559338,105,158,225,17,98,156,126.5,128
Int_Med_p16_cell,0.0058932225,0.03880994940092941,0.003240918891454725,0.008558526346705552,0.044181217,0.0347600631621345,99,167,217,26,72,179,126.66666666666667,129
Int_MeanEdge_cJun_cell,0.0029906982,0.11695127841573626,0.02446289609583907,0.00674443588792871,0.028034301,0.04104843196181487,155,78,102,120,143,164,127.0,130
Int_MeanEdge_cycD1_cell,0.006218958,0.028835208678477137,0.05586684534883135,0.00455289580222403,0.034270696,0.06388658006508825,95,197,59,226,112,78,127.83333333333333,131
Int_Med_S6_nuc,0.007297246,0.038037798098074775,0.006806850743583892,0.0061566053898358675,0.046722386,0.05525084714062373,82,168,181,161,66,110,128.0,132
Int_Med_pERK_nuc,0.004616043,0.03331812926451736,0.04972468712287825,0.0050994972318290635,0.03112849,0.07400194101402284,125,180,65,214,129,64,129.5,134
Int_Med_p16_ring,0.0051652617,0.0490357056188278,0.004050988737806738,0.00887867081890413,0.040230837,0.03156980471368442,113,156,206,25,87,190,129.5,134
Int_Med_p16_cyto,0.0051652617,0.0490357056188278,0.004050988737806738,0.00887867081890413,0.040230837,0.03156980471368442,114,155,207,24,88,189,129.5,134
Int_Med_Cdh1_cell,0.0029070103,0.008880954980273048,0.08461200225365428,0.006605620268116722,0.02428492,0.0825547256151281,160,229,49,128,165,50,130.16666666666666,136
Int_Med_cFos_cyto,0.0026805112,0.1329505910222878,0.031076669277979474,0.005849508574133976,0.02510815,0.05101691134548988,167,66,86,176,161,128,130.66666666666666,137
Int_Med_cFos_ring,0.0026805112,0.1329505910222878,0.031076669277979474,0.005849508574133976,0.025108151,0.05101691134548988,168,67,87,177,160,127,131.0,138
Int_Med_pp65_cell,0.0025820748,0.0781992323282794,0.02085171835823596,0.008504396884744664,0.022815343,0.035952362417686706,170,123,116,27,178,176,131.66666666666666,139
Int_Med_p21_ring,0.004562818,0.005693322046439023,0.02863381755968497,0.007142187973573719,0.0342053,0.04959078245850995,127,237,92,88,113,134,131.83333333333334,141
Int_MeanEdge_pp53_cell,0.011557185,0.056635077306611215,0.007226729742139004,0.004667131468446312,0.03791267,0.05671931046474062,42,145,173,225,100,106,131.83333333333334,141
Int_Med_p21_cyto,0.004562818,0.005693322046439023,0.02863381755968497,0.007142187973573719,0.0342053,0.04959078245850995,126,238,91,87,114,135,131.83333333333334,141
Int_MeanEdge_cMyc_cell,0.002871842,0.10924277060886402,0.042002241544575325,0.006004687939046997,0.026844077,0.04761475795831795,165,87,71,169,153,146,131.83333333333334,141
Int_MeanEdge_p14ARF_cell,0.005914233,0.07958764136716272,0.014345008781680879,0.004997443193441273,0.03387203,0.053630876839316305,98,122,139,216,115,118,134.66666666666666,144
Int_Med_p14ARF_ring,0.006826223,0.06368687315999565,0.006971381142690691,0.005314720996314813,0.044693664,0.04895276268657528,87,140,175,206,70,138,136.0,145
Int_MeanEdge_CDK4_cell,0.0068605,0.02761529920676671,0.015516698003876339,0.004964709599072395,0.03995317,0.06135016733723718,86,198,135,221,90,87,136.16666666666666,146
Int_Med_p27_cyto,0.0012719365,0.04345668466759506,0.04732793101824495,0.007365550118421657,0.015497136,0.0557277824378988,212,164,66,67,201,108,136.33333333333334,147
Int_Med_p14ARF_cyto,0.006826223,0.06368687315999565,0.006971381142690691,0.005314720996314813,0.044693656,0.04895276268657528,88,139,176,207,71,139,136.66666666666666,148
Int_Med_p27_ring,0.0012719365,0.04345668466759506,0.04732793101824495,0.007365550118421657,0.015497135,0.0557277824378988,213,165,67,68,202,107,137.0,149
Int_Med_Cdt1_cell,0.0029060226,0.025524252927051825,0.012413693944319792,0.009480219138021724,0.029367857,0.04113042567929914,161,204,148,14,136,163,137.66666666666666,150
Int_Med_Cdh1_cyto,0.0022131135,0.018895120274607213,0.09170076038204755,0.006197262955708715,0.02117791,0.08089102801212629,180,212,42,158,181,57,138.33333333333334,151
Int_Med_pRSK_nuc,0.00836018,0.08803480192734067,0.0077936931610042,0.005397174555165367,0.02774104,0.0498402083768083,69,116,167,201,146,133,138.66666666666666,152
Int_Med_Cdh1_ring,0.0022131135,0.018895120274607213,0.09170076038204755,0.006197262955708715,0.021177905,0.08089102801212629,181,213,43,159,182,56,139.0,153
Int_Med_p14ARF_cell,0.008321489,0.04398875403714781,0.0054585314047500555,0.005274190854923534,0.050022252,0.047400084183888476,70,162,190,210,56,147,139.16666666666666,154
Int_Med_pSTAT3_nuc,0.0016745758,0.12566144333269533,0.019278512549146143,0.006112056417639447,0.010598837,0.07834356437240955,195,72,119,164,228,60,139.66666666666666,155
Int_Med_pp65_cyto,0.0017437667,0.09475813135351019,0.02575058637430705,0.008130638752678308,0.01753077,0.02808657851462125,194,108,99,44,193,202,140.0,156
Int_Med_pp65_ring,0.0017437667,0.09475813135351019,0.02575058637430705,0.008130638752678308,0.017530767,0.02808657851462125,193,109,100,45,194,201,140.33333333333334,157
Int_MeanEdge_RB_cell,0.005328276,0.11369133400715226,0.013318901993731536,0.005140092993013232,0.027811714,0.04218748551348366,111,81,143,212,145,158,141.66666666666666,158
Int_MeanEdge_p27_cell,0.00118899,0.13601298948046203,0.04328206378397703,0.006252993467631933,0.017157419,0.04206056590276677,214,65,70,153,196,159,142.83333333333334,159
Int_Med_pS6_nuc,0.0022821287,0.11290050212376379,0.03740881990697187,0.004951055341001751,0.022927908,0.051700723888407345,177,82,79,222,177,124,143.5,160
Int_MeanEdge_GSK3b_cell,0.0032325017,0.10814492220165273,0.02421007454956925,0.005281828693609603,0.027497243,0.03883307059095061,150,89,105,209,150,168,145.16666666666666,161
Int_MeanEdge_pp65_cell,0.006331088,0.05373814777372386,0.017666038340402035,0.00445208167271385,0.029556544,0.048845766872756255,94,147,127,229,135,140,145.33333333333334,162
Int_Med_pCHK1_cell,0.0037384254,0.026781392483892417,0.005429875192901834,0.007799762392255989,0.02689688,0.041919813282168095,140,201,191,49,152,161,149.0,163
Int_MeanEdge_pp21_cell,0.0029782937,0.09408069255982837,0.01802234450842577,0.0054408346080741425,0.019792251,0.05106895869908494,156,110,123,196,184,126,149.16666666666666,164
