entity,variable,missing_count,negative_count,zero_count,outlier_count_iqr,outlier_rate_iqr,lower_iqr_bound,upper_iqr_bound,mean,std,min,max
BN005,Cooling Energy [Ton],0,0,0,0,0.0,1.3598333935900868,53.59243214973039,27.523961249269192,7.625593574707606,9.356239768223563,45.897827033894266
BN005,PV Power Generation [kW],0,0,4015,0,0.0,-14.147335082950258,23.5788918049171,4.847196159603415,4.6340956444338905,0.0,12.7701014658839
BN005,Greenhouse Gas Emission [Ton],0,0,0,0,0.0,9.477473855696648,65.21693933375346,37.55978871158155,7.855161393697705,18.964425415396125,54.86294936567612
BN006,Electricity [kW],0,0,0,0,0.0,23.099288580057298,100.91236245759347,61.955990150055825,11.458256301655988,34.69045951812957,90.30289435522236
BN006,Heat [mmBTU],0,0,0,0,0.0,2.7072362748550134,29.292939024385454,15.993817923875277,3.8528426253107013,5.4560126445747335,25.050082200442663
BN006,Cooling Energy [Ton],0,0,0,0,0.0,2.923477559042688,55.09248225136441,28.999888619574957,7.635229512920154,10.85066760169136,46.92787914919211
BN006,PV Power Generation [kW],0,0,4015,0,0.0,-14.647607817222612,24.41267969537102,4.899069073514461,4.750214808654465,0.0,13.39137492378552
BN006,Greenhouse Gas Emission [Ton],0,0,0,9,0.0010273972602739725,29.06790885156809,49.15347344404441,39.12658363934826,3.516428333532203,28.650616851139148,50.44511602555245
BN007,Electricity [kW],0,0,0,0,0.0,24.529016399816452,103.36465707466066,64.03640337168734,11.542111442538172,35.5306766957758,90.48395285696392
BN007,Heat [mmBTU],0,0,0,0,0.0,4.019076796126816,29.984721141089445,16.99392121786504,3.816910474050975,8.080390793035072,26.366498694682264
BN007,Cooling Energy [Ton],0,0,0,0,0.0,4.214244288114095,56.762621797254305,30.501313459706516,7.647341529822229,12.806107706239384,49.15232036569629
BN007,PV Power Generation [kW],0,0,4015,0,0.0,-11.202690092840788,18.671150154734647,4.142707415986755,4.129449798717435,0.0,13.200464370709728
BN007,Greenhouse Gas Emission [Ton],0,0,0,0,0.0,24.978772380370888,57.47690034441791,41.14528703515111,5.2554826309064016,25.931282138753804,55.11571637231566
BN008,Electricity [kW],0,0,0,0,0.0,26.371918724025452,105.34125970903364,65.93124626220471,11.442289818703411,39.895182847992665,92.671884293349
BN008,Heat [mmBTU],0,0,0,0,0.0,5.024997585006929,31.057544803806735,18.020995862406433,3.830074475541406,9.120397244350666,26.744797125892894
BN008,Cooling Energy [Ton],0,0,0,0,0.0,5.700853513066033,58.26352090396476,31.983656202933677,7.626682578387527,12.711347433340716,49.38967034647015
BN008,PV Power Generation [kW],0,0,4015,0,0.0,-13.635179733277008,22.72529955546168,4.7794253297381255,4.72136570846005,0.0,13.762329546819087
BN008,Greenhouse Gas Emission [Ton],0,0,0,0,0.0,20.98944740858811,64.26978656363995,42.37894046554195,6.574680199665045,25.64063831019801,58.76909112711531
BN009,Electricity [kW],0,0,0,0,0.0,28.34184171328949,107.6714102405551,68.0078879205728,11.468685596347632,40.60928061463419,96.30704842288549
BN009,Heat [mmBTU],0,0,0,0,0.0,5.841963521102615,32.12333473417388,19.001314534318237,3.8291186227799656,9.75054477572328,28.65097760578828
BN009,Cooling Energy [Ton],0,0,0,0,0.0,7.260481271740314,59.77443183109666,33.52606851082261,7.6418785661248565,15.034236269313212,52.15068408757151
BN009,PV Power Generation [kW],0,0,4015,0,0.0,-17.02201785840795,28.37002976401325,5.824812722853679,5.536009347830368,0.0,14.832720810868128
BN009,Greenhouse Gas Emission [Ton],0,0,0,4,0.00045662100456621003,32.387532400300714,54.638144399281614,43.49714566131956,3.7977884056433293,31.93004792018025,54.91059230868804
BN010,Electricity [kW],0,0,0,0,0.0,30.817664361202258,109.29558264361488,70.04137110300552,11.457741646327497,39.08803994953183,95.96763786465472
BN010,Heat [mmBTU],0,0,0,0,0.0,6.878853489364751,33.08823342175622,20.00630332838855,3.824546068472699,11.000584383441854,29.15920886965828
BN010,Cooling Energy [Ton],0,0,0,0,0.0,8.888998261683692,61.032747363256846,34.95340655373632,7.6279770929555255,15.57090108019332,53.187280094149685
BN010,PV Power Generation [kW],0,0,4015,0,0.0,-12.428257354379967,20.713762257299948,4.466696027791937,4.223259791380603,0.0,12.130554818641498
BN010,Greenhouse Gas Emission [Ton],0,0,0,3,0.00034246575342465754,31.958238622447894,59.74835564237732,45.77990984687062,4.84130027919764,30.06080303621944,58.66392943112483
CN01,Electricity [kW],0,0,0,0,0.0,373.83822207938385,846.2333074871768,609.9616063697451,60.76888948133276,494.85523176199706,719.9462950473616
CN01,Heat [mmBTU],0,0,0,0,0.0,119.21839233695371,190.82574239543513,155.03035152491825,11.682380953582376,125.92659532092156,187.13196227878103
CN01,Cooling Energy [Ton],0,0,0,0,0.0,232.79217754855446,332.0446235752256,282.46631337817485,15.46906918932295,236.4260274332009,330.8059650061211
CN01,PV Power Generation [kW],0,0,4015,0,0.0,-114.78005337063094,191.30008895105158,41.33232945702369,38.102212503847724,0.0,86.72296869916829
CN01,Greenhouse Gas Emission [Ton],0,0,0,0,0.0,279.4496773739546,493.15575825084227,387.31700658947125,36.590329753621305,312.24025628744056,460.9347694841688
Total,Electricity [kW],0,0,0,0,0.0,373.83822207938385,846.2333074871768,609.9616063697451,60.76888948133276,494.85523176199706,719.9462950473616
Total,Heat [mmBTU],0,0,0,0,0.0,119.21839233695371,190.82574239543513,155.03035152491825,11.682380953582376,125.92659532092156,187.13196227878103
Total,Cooling Energy [Ton],0,0,0,0,0.0,232.79217754855446,332.0446235752256,282.46631337817485,15.46906918932295,236.4260274332009,330.8059650061211
Total,PV Power Generation [kW],0,0,4015,0,0.0,-114.78005337063094,191.30008895105158,41.33232945702369,38.102212503847724,0.0,86.72296869916829
Total,Greenhouse Gas Emission [Ton],0,0,0,0,0.0,279.4496773739546,493.15575825084227,387.31700658947125,36.590329753621305,312.24025628744056,460.9347694841688
Total_weather,Temperature [°F],0,0,0,0,0.0,35.91521719386142,113.95854023061818,74.9995986962949,11.59272672049781,48.00040592578927,103.47210558119411
Total_weather,Dew Point [°F],0,0,0,0,0.0,26.400914364847967,103.25215784075202,64.9589632095087,11.880280493249483,33.15102723608064,96.052920342757
Total_weather,Humidity [%],0,0,0,3,0.00034246575342465754,34.95038942097276,94.63714850545014,64.8813625203065,10.001453440333009,33.33806491728346,100.0
Total_weather,Wind Speed [mph],0,0,0,34,0.0038812785388127853,4.334639169009895,11.655352624054137,8.008635550501829,1.3096200776935125,3.2913172883243837,12.549672384932885
Total_weather,Wind Gust [mph],0,0,0,35,0.003995433789954338,5.2363240927708015,18.642326548656918,11.998618487903293,2.419181958009142,4.889179636132738,20.94785045572698
Total_weather,Pressure [in],0,0,0,27,0.0030821917808219177,29.735173381170327,30.104618940564222,29.920070746095462,0.06561208657907976,29.6883168225418,30.14106892259067
Total_weather,Precipitation [in],0,0,8374,386,0.04406392694063927,0.0,0.0,0.0009252630881376252,0.006007185365850667,0.0,0.1104960400871662
