dataset,cell_id,cycle_idx,duration_s,capacity_ah,v_start,v_end,v_mean,v_std,temp_rise_c,temp_mean_c,current_mean_a,dv_dt_mid
NASA,B0005,57,3511.594,1.8251136435078368,4.187438187636325,3.2797654511586916,3.5566107947817986,0.23067449635182954,11.154444278894513,31.894456524691385,-1.873239184822504,-0.00014057231494354696
NASA,B0005,61,3431.9370000000054,1.8255815042203762,4.18774138117799,3.2050689156049863,3.5586742170266272,0.23845858592777874,12.478880357113944,31.78039681801023,-1.9139593751505897,-0.00014370204521030715
NASA,B0005,65,3431.125,1.8140311275083907,4.188261122540052,3.276866922356563,3.564103182686905,0.22371289710668404,11.936722980530565,31.688747146342205,-1.9030532722310995,-0.00014378409990647146
NASA,B0005,69,3412.406,1.8147691941158939,4.187338767288234,3.2311300277309924,3.559588063594272,0.23399060506233524,12.513330365019321,31.596747992569153,-1.9134590742247914,-0.000143350017097885
NASA,B0005,73,3410.688,1.813969388710352,4.187560306288175,3.2220257725268313,3.556833231052199,0.23947202414141244,12.652111865165654,31.565586498787077,-1.913620909902553,-0.00014361383212293258
NASA,B0005,77,3410.718,1.802765665167823,4.18805176248713,3.2900827937307877,3.5624410850948944,0.22469381728284948,12.07648917576065,31.59124667045208,-1.9025819745719061,-0.00014366465876359134
NASA,B0005,81,3392.719,1.804077040117352,4.187667484260542,3.2511761852414898,3.5591407106855666,0.2337381121665522,12.60464972627921,31.603485399391182,-1.9130621638638965,-0.00014552884376722272
NASA,B0005,85,3470.672,1.8518025516704486,4.2010701773378685,3.249283482317545,3.5573161327793144,0.2244802327371113,12.501003749267824,31.91556385491565,-1.920618117118412,-0.00013953590385037336
NASA,B0005,89,3414.109,1.8307038456739428,4.1996223345495824,3.260087599199005,3.561870782772737,0.22326557144507364,12.53577574223991,32.081128118597164,-1.9298830859597569,-0.00014176135022327165
NASA,B0005,93,3395.219,1.8199041089501267,4.199853323702163,3.281146601420838,3.5617586337260088,0.22104596048351946,12.489705127459729,31.849792632896243,-1.9293005284805407,-0.0001421612797492409
NASA,B0005,97,3386.0,1.8093079637028517,4.199103467081427,3.3093715201547558,3.5597307651083123,0.21897224844365457,12.503932708723621,31.465690433362017,-1.923330987770314,-0.00014256799207287542
NASA,B0005,101,3368.187,1.80460990458052,4.199998536865001,3.295594467656429,3.5575937553540915,0.22364252387843475,12.658349641149687,31.40934895665031,-1.9284469980320087,-0.0001437204821156587
NASA,B0005,105,3368.266,1.7993770651972192,4.19967522099872,3.317198245350349,3.5597237883937995,0.22067304968852833,12.502383789134019,31.902247475518077,-1.9231439161693824,-0.00014373300975398102
NASA,B0005,109,3358.719,1.7884432335370462,4.1991847248803165,3.3478185065039905,3.559061771422033,0.2174117074890921,12.228170128777311,31.649024294808623,-1.9170149640438081,-0.00014436345101048718
NASA,B0005,113,3339.5,1.7829230484252723,4.200012480335,3.3378219239048574,3.557015527748059,0.2202112122344345,12.586940227476969,31.48874626238971,-1.922048805055383,-0.00014456483794796676
NASA,B0005,117,3331.265,1.7730337158018288,4.1992373656547874,3.3643724793797882,3.5562481933590964,0.21711532049783672,12.576804777871182,31.329995610092634,-1.9162302821549877,-0.00014530448960259508
NASA,B0005,121,3321.188,1.773037755078937,4.1993957811187075,3.336014493650917,3.5532756526091784,0.2242097776623701,12.970023192656555,31.569551201845574,-1.9220800182578983,-0.00014567897898080468
NASA,B0005,125,3321.844,1.7678721106662054,4.1995786980260705,3.3556596279465505,3.556266431640255,0.22065598640894563,12.753067941382966,32.111426258867944,-1.9162417890311958,-0.00014626478073169705
NASA,B0005,129,3311.828,1.7623150704093087,4.199546957512695,3.3614901977112828,3.5563095420140822,0.22086472080479183,12.59147399681249,32.271676011112376,-1.9158809823517762,-0.00014661301745399542
NASA,B0005,133,3327.391,1.7676172924938447,4.194091469340824,3.3469681219757663,3.558950851054106,0.2248771520046519,12.718211748296774,31.842291659678658,-1.9114406265753041,-0.00014949747122407786
NASA,B0005,135,3312.078,1.762668359743147,4.200715235801255,3.37121004922177,3.5534418211598053,0.22263448201480376,12.55141084196254,31.759815453754253,-1.9158166997544155,-0.0001457249624232831
NASA,B0005,139,3293.172,1.7517304870664143,4.1990980807180325,3.379951819113273,3.5510121537420285,0.22130511019697496,12.830001526892367,31.41911167391793,-1.9151304155635374,-0.00014693594372547952
NASA,B0005,143,3275.328,1.7418496047960008,4.199398534411534,3.391867015789506,3.551317608213948,0.21900720749034402,12.83496372857168,31.331626572312267,-1.9148485784393638,-0.0001482814053466991
NASA,B0005,147,3265.016,1.7360913511847138,4.199122915612965,3.389321801243052,3.549003180550162,0.22112880899864104,12.852472235526896,31.35934131425137,-1.9144128654409127,-0.00014887927056174253
NASA,B0005,149,3328.937,1.7936240148573608,4.190409478081396,3.2399604434797045,3.5597648340955175,0.22690811654164278,12.749704614467603,34.31088483888259,-1.9388813849818083,-0.00014374807625225174
NASA,B0005,153,3329.266,1.7831890223273275,4.199933846791869,3.3111276397349085,3.5623454342368555,0.22196151611679193,12.547530110326562,33.43585640373788,-1.927509725704535,-0.0001452944456147984
NASA,B0005,157,3301.579,1.7673642076278957,4.199365021329158,3.3328621262920852,3.558336657621618,0.22116302424041023,12.826959745750877,32.66698125020078,-1.9267185977839403,-0.0001457867375458447
NASA,B0005,161,3283.563,1.7570177850353066,4.19902365945384,3.333761215364808,3.554013138622869,0.22441709628144815,13.051003344079419,32.28423408691397,-1.9261308349663746,-0.00014585471884114316
NASA,B0005,165,3275.125,1.7468706179837907,4.199432142144215,3.3615057492929536,3.552376095886298,0.22204569380260106,12.963891778706838,32.00739178780946,-1.9202346781375206,-0.00014704361225119047
NASA,B0005,169,3265.656,1.7417172507457144,4.199640922827531,3.352855281098351,3.549618661283733,0.22622259329090488,13.094164503011385,32.06387071886056,-1.9201011498853633,-0.00014770592244433512
NASA,B0005,173,3266.093,1.7364225056478186,4.199305653118061,3.3651520816763276,3.54938103086703,0.22644463175198204,13.111545608445923,32.43754560319043,-1.9144278105456467,-0.0001480031578779528
NASA,B0005,177,3257.594,1.7263217239235826,4.198949734540481,3.3857728598519237,3.5472118680418956,0.2256048866862126,12.756168823552734,32.16809876635083,-1.908340706503589,-0.0001485256994009236
NASA,B0005,181,3248.593,1.7158065389330133,4.19834220599025,3.4084431860543454,3.5467052098640246,0.22260946236691775,12.660680080080827,32.05752645824972,-1.902207182631691,-0.00014958633881708902
NASA,B0005,185,3238.766,1.710533351135192,4.198995776266302,3.4098320971762575,3.544629653883431,0.22441087883425337,12.89455261649352,31.975920928072714,-1.9020484449938713,-0.00015020869247425208
NASA,B0005,189,3240.14,1.706014499648521,4.19916986492694,3.417268005174641,3.5436291614253204,0.2251626394650501,12.871062291922367,32.21689335291319,-1.8964907679062355,-0.0001504289343576676
NASA,B0005,193,3230.109,1.7003110272642588,4.199246833083063,3.421833588845415,3.5444946147995258,0.2250288003365719,12.622883477354616,32.55632993697177,-1.895971437908019,-0.00015171430610986175
NASA,B0005,197,3229.7810000000027,1.6945798601797895,4.1992551886401595,3.4271424058700943,3.5409201846556857,0.22759267954042178,12.490197840816617,32.40048085325998,-1.8899648799839277,-0.0001518695613324828
NASA,B0005,201,3212.469,1.6849029086609286,4.199610827671791,3.438178718052601,3.541195668799061,0.2253901682415922,12.51948728587357,32.29371860868794,-1.8893703824420507,-0.00015300016137200723
NASA,B0005,205,3213.219,1.6744741591159717,4.1994453812630566,3.465640472585762,3.540671044783382,0.22200337643732754,12.291436160144354,32.136071448067796,-1.8776883243431417,-0.0001539479097626259
NASA,B0005,209,3203.578,1.6745692479879102,4.198991968341307,3.4449859354526846,3.5376048790268775,0.22747021165023182,12.753208033976911,32.38268549723498,-1.8831065986697755,-0.0001536176456356567
NASA,B0005,213,3195.125,1.663716375981405,4.197785116892181,3.467467091298206,3.538422485261741,0.22445639503179138,11.882478545859133,32.30899951427637,-1.876359921441716,-0.000156307992574526
NASA,B0005,215,3195.3129999999946,1.659013868748246,4.201331130571617,3.4717300013545747,3.53928626988912,0.2237217691429451,12.24847025835924,32.56636929496716,-1.8709550260104437,-0.00015588246402885772
NASA,B0005,219,3186.297,1.6538540573335014,4.199339974904826,3.466070335739485,3.533690170241391,0.2284155018484487,12.483194040623555,32.46542951751835,-1.8705599868289542,-0.00015646990521250455
NASA,B0005,223,3176.438,1.642653782130131,4.198916244859707,3.485289154748911,3.534367734544495,0.22401128563800174,12.30473514528623,32.347056454418095,-1.8640049795794804,-0.0001571104507488764
NASA,B0005,227,3167.593,1.6378578430223698,4.198537488587242,3.4800221711184434,3.5312941932103548,0.22709204592021853,12.429022976120354,32.371538940646154,-1.8636932149873204,-0.0001584044807642749
NASA,B0005,231,3167.719,1.6327350407099108,4.198943932259475,3.4875727291181726,3.5309134771684274,0.22674511548841458,12.297728202398062,32.45549347979197,-1.857820396301907,-0.00015899902082955995
NASA,B0005,235,3159.077999999994,1.6277528915533617,4.199579806494986,3.4845831403089607,3.5287226893409893,0.22927035359609077,12.339753476036268,32.50017194695606,-1.8572160981955346,-0.00016014908146904313
NASA,B0005,239,3148.829,1.622125485521159,4.198782234828033,3.4840044121584226,3.52625493581969,0.23073247098074154,12.422889237550958,32.50100298369444,-1.8568340008006827,-0.00016075839250678767
NASA,B0005,243,3149.094,1.6113256603765849,4.19910517813207,3.508463137681321,3.528684324337005,0.2247705585097621,12.009115330586262,32.4728927422438,-1.8448886500218815,-0.00016151048421867643
NASA,B0005,247,3140.547,1.6065631397488385,4.198510853141954,3.5037872856177814,3.525556939424901,0.22779895158764976,12.127889945551548,32.50480154634882,-1.8444180038305806,-0.00016317825692237467
NASA,B0005,251,3131.625,1.6015142233917594,4.198732430468704,3.500128756881619,3.5226805646793737,0.23050584047552053,12.215357306132749,32.51218336210202,-1.8438790389835118,-0.00016388147881542736
NASA,B0005,255,3121.907,1.590369231400328,4.198799630396931,3.517670766414221,3.524673458789008,0.22554614793423197,11.938387905858963,32.45692821941515,-1.83711254029409,-0.00016504578108166436
NASA,B0005,259,3122.125,1.5857889968242211,4.198753541225669,3.5174486086806094,3.5213155754526824,0.22838261270267754,11.926784248727,32.447059186431154,-1.8315957075983758,-0.00016602608909881621
NASA,B0005,263,3121.672,1.5849430707374117,4.200309982421394,3.516013267212138,3.51803386486462,0.23117872316851204,11.75924342286294,32.32889654966259,-1.8311195242792309,-0.0001675461147070528
NASA,B0005,265,3120.86,1.5955263892495937,4.201124089732316,3.496983701999225,3.5236841955396794,0.22917796003491905,11.874011353073286,32.84488475360107,-1.8432799764914718,-0.00016526700702507345
NASA,B0005,269,3103.828,1.5747301747801037,4.198150316653697,3.5202208637731656,3.519146638240668,0.22719970590454205,11.699693400900685,32.31731555011648,-1.829798505957538,-0.00016828046875054362
NASA,B0005,273,3095.094,1.5649019950937946,4.198524048997099,3.5292256839082072,3.516233648608237,0.2273324183483178,11.860987848995642,32.06376130177751,-1.8236746835609148,-0.00016961328337609206
NASA,B0005,277,3095.781,1.5597659473370362,4.198840869468569,3.5307259447794728,3.514773138461639,0.22847210016062755,11.843844742997788,32.21997626855924,-1.8176720770210877,-0.00017018665084259264
NASA,B0005,281,3094.328,1.5594815668184234,4.198119631667182,3.521290948363061,3.5132992979150073,0.2314217062849809,11.955134954986772,32.7120225448885,-1.8179238657973993,-0.00017043967233069693
NASA,B0005,285,3086.531,1.55468935359061,4.198320288264955,3.5235359008769405,3.514484830704665,0.23060759962593796,11.714585592285786,32.945022147355694,-1.817160673909645,-0.0001716089551376759
NASA,B0005,289,3085.625,1.5488741079890418,4.1980467610750285,3.5255241756932247,3.5109677353595243,0.2329526759800367,11.633994426855011,32.857549597381336,-1.8110297241968543,-0.0001728445140231912
NASA,B0005,293,3067.203,1.538236598942558,4.199047008209673,3.5348337871327056,3.5109358749578012,0.2307329830817022,11.5793551765193,32.629663328789654,-1.8094435644526072,-0.00017479744330434378
NASA,B0005,297,3058.157,1.527914258251028,4.197669918520713,3.5459029204528467,3.509393098217416,0.2288570136594319,11.52066557235937,32.379859014262976,-1.8026537331443495,-0.0001768386083419991
NASA,B0005,301,3058.812,1.5285252629756445,4.197600624105256,3.536266004226858,3.5066782411556563,0.2324429087783303,11.790095105746907,32.68215852457039,-1.8031542757366414,-0.0001765017987424093
NASA,B0005,305,3058.578,1.522647325284378,4.197985718630326,3.5468067055591166,3.5109885623008092,0.2279824823099926,11.460746771581842,32.99387423636739,-1.7965666438696486,-0.00017704869939598862
NASA,B0005,309,3049.328,1.5174859938489869,4.198164128530042,3.5480287197333853,3.510305462695178,0.2281087434098021,11.445586060889202,33.04539707211165,-1.7959771394311956,-0.0001777136609484946
NASA,B0005,312,3177.219,1.605818899130659,4.222920057935785,3.5250502230997873,3.5222215314850214,0.23455024881444192,11.895801527254054,32.856295641052824,-1.822916991757235,-0.0001718267061855786
NASA,B0005,315,3082.937,1.5638491446744425,4.200423045909808,3.494044837570843,3.5163492154331264,0.2342514069587575,12.0369176507912,33.33950238056361,-1.8294275689587538,-0.0001686920504926826
NASA,B0005,319,3074.266,1.5480915247767786,4.198372063670128,3.5100418364837593,3.5134397623234963,0.23338016528628605,11.76691674481313,33.35156485472646,-1.816317296828028,-0.00017063848748548696
NASA,B0005,323,3066.0,1.5323755631868592,4.198353213898968,3.5359247595765018,3.515137522009075,0.22724285807568523,11.408198198952142,33.147486361012966,-1.8033689952639713,-0.00017282012359901903
NASA,B0005,327,3056.437,1.5269528268489705,4.197873789078739,3.5293508069521953,3.50830390643132,0.2331667808997218,11.612828937893074,33.007275861749356,-1.802670753119494,-0.0001753171531109447
NASA,B0005,331,3048.219,1.5169573017136326,4.197955644238241,3.5418570338179896,3.509190808443004,0.22983512055913674,11.480417535096151,32.91990812745461,-1.7958941337499832,-0.00017662504512436382
NASA,B0005,335,3039.218,1.5118975960142693,4.197918434710392,3.540101144510816,3.5068097579555353,0.23170359937392337,11.542582751622,32.99903328622305,-1.795344963527795,-0.00017791889308879186
NASA,B0005,339,3039.047,1.5065638960681105,4.197739340034368,3.5453082349601677,3.50609090727422,0.23141529776276365,11.41617382871808,33.03772281691292,-1.7893518988259454,-0.0001790897647395971
NASA,B0005,343,3030.375,1.5015453526671363,4.19785490446139,3.543070358154518,3.5037157727265953,0.23345025331554517,11.458482167535724,33.07740307192613,-1.7883879159763685,-0.00018063817563785195
NASA,B0005,347,3021.0,1.4908444050400238,4.197306756122815,3.5580353781991203,3.5067479961367156,0.22782166398290293,11.239171698079119,33.05467981523988,-1.7815447770741009,-0.00018147485695829845
NASA,B0005,351,3021.75,1.485868384561201,4.197528212001444,3.5619975525663654,3.5058813026542324,0.22798452244418208,11.143625269042314,33.11570360624461,-1.7753115642966961,-0.00018279387649695279
NASA,B0005,355,3012.265,1.480413677976106,4.19743662221161,3.5617346249744624,3.504168333530808,0.22887754440273086,11.17684608483966,33.12942148982364,-1.7742377662318358,-0.00018402676199989274
NASA,B0005,359,3002.641,1.4752095869031632,4.197717228550219,3.5627431724748324,3.5030568931470634,0.22926505227297364,11.18565406162832,33.130681310493344,-1.773860289771637,-0.00018555804532514265
NASA,B0005,363,3012.0,1.4859035988304024,4.192454851360723,3.544836812063795,3.4982324882487936,0.23319573629206394,11.37018430666668,33.20069210329718,-1.7809702419814517,-0.00018288609449185824
NASA,B0005,366,3020.11,1.4960918298136696,4.202845001527377,3.5358343175174807,3.5065859365661325,0.2327793636251861,11.264098669278873,33.78697527817091,-1.7879098523188452,-0.00018111995434709263
NASA,B0005,370,3002.172000000006,1.4808005946928984,4.197952808231904,3.544628258601667,3.501457140697961,0.2335250205477887,11.293032683658254,33.673365085761986,-1.780229415660985,-0.00018443714025380978
NASA,B0005,374,2992.703,1.4697543268466824,4.198017952345714,3.556359815036754,3.501658387162809,0.23109365437747822,11.129376091042285,33.535818118317145,-1.7731015168894209,-0.00018641301658236473
NASA,B0005,378,2964.468,1.4539012274845928,4.192162800008929,3.5574151609154883,3.4966186408455298,0.23123114842947284,11.20078885270853,33.32269982188509,-1.7705879947441516,-0.00018842950587108232
NASA,B0005,382,2983.375,1.4541462067235693,4.196993378341778,3.570394142327151,3.4991645719433246,0.22947771879895953,11.00816312122631,33.346230327490304,-1.7600629827474803,-0.00019002310192080079
NASA,B0005,386,2975.297,1.455023751906683,4.197603515102162,3.5576975634324772,3.496080777360074,0.23426793601664392,11.186377257162594,33.64948900485925,-1.765575132998529,-0.00019053164604170553
NASA,B0005,390,2974.9850000000006,1.449042163761236,4.196406678544622,3.5621145720736376,3.4959014526387993,0.23343364754226326,11.025141359574032,33.79269513542102,-1.7588271887545277,-0.00019169055719527432
NASA,B0005,394,2966.25,1.4386709371480566,4.197098662004674,3.576830514745812,3.49758697990267,0.229142139192038,10.777403710046954,33.52446663707275,-1.7516428147438297,-0.00019362333517539715
NASA,B0005,398,2956.359,1.433445432156979,4.196909312093871,3.5772132537111867,3.4956989619989507,0.2296125408087406,10.934429905057055,33.39042251934235,-1.7513097768253418,-0.00019540192657335593
NASA,B0005,402,2956.344,1.4333958900838095,4.197105220217278,3.569684885614067,3.492875380810072,0.2334116463244922,10.994808867974086,33.67370212742761,-1.7511840784846122,-0.00019551241968923078
NASA,B0005,406,2956.406,1.42806487344776,4.196244829545076,3.5763051299071056,3.49551076423368,0.23026320374609258,10.753287669383504,33.91080564765892,-1.7446206812145286,-0.00019588727566285908
NASA,B0005,410,2947.266,1.4229203181741186,4.1968026018066595,3.5780032001762248,3.4942333590450834,0.23051595773401903,10.767248806422373,33.7850680599871,-1.7436362428649814,-0.00019761425860422236
NASA,B0005,414,2937.984,1.417429032731308,4.196227405416926,3.5782529159417336,3.491197414255986,0.23192515902293845,10.833044524479483,33.61126807392732,-1.7425325036061032,-0.0001994686450011758
NASA,B0005,418,2929.125,1.412409228794446,4.196558172556389,3.57952648091485,3.4889094081576237,0.23255290311170276,10.937607631521455,33.45598581472246,-1.7419837011363046,-0.00020151890756368008
NASA,B0005,422,2928.454,1.412578792940193,4.196870541112335,3.5733090987103386,3.487376295811431,0.23502132753203192,10.991167772082644,33.723267448788484,-1.7421680980861822,-0.00020147674117547448
NASA,B0005,426,2929.375,1.4075983731469897,4.196795527524874,3.5808535254697578,3.491994243745711,0.23071791602007982,10.69487138187161,34.050076369857344,-1.735841378420618,-0.00020123814840112495
NASA,B0005,430,2946.031,1.4333920485221476,4.189287343772767,3.5558917253318874,3.491585878898649,0.2314340526179757,10.744503315809471,33.889346908026745,-1.7567879869499758,-0.0001920548969495786
NASA,B0005,432,2955.438,1.4382550176792908,4.201144545237731,3.551885409283692,3.495576227046425,0.23397367076765024,10.904549472896665,34.067648550088656,-1.7573176114092575,-0.0001925095856065439
NASA,B0005,436,2937.625,1.4173547174485526,4.196925753814179,3.5736151200402326,3.4938988589692483,0.22954405726334065,10.636173837504106,33.75168100943646,-1.7427628393326555,-0.00019709875989526928
NASA,B0005,440,2929.078,1.406981663677643,4.196901090271507,3.582249809980573,3.49159162968384,0.22932881459420568,10.614734399728317,33.46482299584788,-1.7352637407600366,-0.00020088969638405835
NASA,B0005,444,2918.375,1.4012037783587625,4.196688955833435,3.5821071034262646,3.4885729299834787,0.23087953878001954,10.737919984436434,33.40210697922146,-1.7344350518111926,-0.0002031618456795705
NASA,B0005,448,2919.812,1.3967008232726328,4.196339302740304,3.5845442528815368,3.4869021151089825,0.23172009682163183,10.655463171800616,33.410688917712235,-1.7280392046289716,-0.00020508085073924439
NASA,B0005,452,2900.422,1.391284788852726,4.196181412764837,3.582997063524048,3.4855485210036417,0.2320368945792356,10.80443748965834,33.38984948261314,-1.7326888725308258,-0.0002061373110681526
NASA,B0005,456,2901.375,1.3862287677978349,4.195770804194879,3.585576080990165,3.4838912547260388,0.23259470683920805,10.71005935899889,33.3700433438796,-1.7260735249920125,-0.00020821513160292085
NASA,B0005,460,2901.187,1.3804366761974138,4.195456241846729,3.5910908384825198,3.483198941484065,0.2320093486771037,10.58103071942448,33.27215987470977,-1.7195393742714093,-0.0002103786018646711
NASA,B0005,464,2891.64,1.3752364150256224,4.19654355365607,3.594060583971402,3.4836274447098883,0.23099757689946665,10.614124899358814,33.222444215660225,-1.7185829844462923,-0.00021170877524896134
NASA,B0005,468,2882.906,1.3705128024895008,4.194357133255019,3.5911079597852744,3.480172442538601,0.2328888860424913,10.671924573362148,33.26207748383125,-1.717672415155695,-0.00021282655059793608
NASA,B0005,472,2883.265,1.3705085566270399,4.195863681881766,3.5888120102866528,3.478452148610975,0.2349115652478485,10.703790540212747,33.312029905516525,-1.7177080769362936,-0.00021398511665439025
NASA,B0005,476,2882.969,1.3647355108681518,4.1955845546644195,3.5942147923006207,3.4785782556105507,0.23371613114596132,10.593460421227189,33.25287943255863,-1.7109669363015376,-0.00021573773430080413
NASA,B0005,480,2891.656,1.375392016895762,4.186574613062876,3.5833415219285625,3.4825195584604582,0.22996700565473227,10.481256896550107,33.745054045019884,-1.7184206130755166,-0.00020817577073844695
NASA,B0005,482,2901.25,1.3861115151535393,4.200346502821317,3.5804307189370586,3.4886823636752826,0.2305166507714859,10.533489902422438,33.88841975386692,-1.7260471943596487,-0.00020638770739833803
NASA,B0005,484,2891.703,1.3698500035838939,4.1981749992980655,3.592441816132449,3.4858502383832755,0.229689874761782,10.43973294199958,33.7353756996425,-1.712021613408506,-0.00021138043179541545
NASA,B0005,488,2883.016,1.3647827949260758,4.195715092938243,3.589331565362288,3.478794177297151,0.23415766646771544,10.579795502171141,33.59131052719714,-1.711022510206629,-0.00021451191484573215
NASA,B0005,492,2873.453,1.3543220466259964,4.195755769877104,3.6022883230364853,3.4812826020756744,0.2296261723890385,10.485116441620853,33.32366688599416,-1.703421414006958,-0.00021699941916658745
NASA,B0005,496,2874.031,1.3546417018378962,4.195911764444989,3.59702121364665,3.480352041587074,0.23135076723711012,10.557505283558427,33.691961507697364,-1.703574708739156,-0.00021671331861399974
NASA,B0005,500,2874.234,1.3547039213192407,4.195824004004723,3.592312208409236,3.4781127815565127,0.23421513644395944,10.44683772194685,33.887639684793655,-1.7034912994217157,-0.00021742260184061908
NASA,B0005,504,2864.984,1.349314997503458,4.196258226051591,3.5955001194302834,3.4765867130506125,0.23433904836584496,10.463950749852927,33.67308060941856,-1.7023383270190764,-0.000220220818473275
NASA,B0005,508,2855.093,1.3441891937970554,4.196612664794988,3.5968234611620575,3.4733769291841643,0.23574646332423185,10.576350235720742,33.411988203265814,-1.7014238498912502,-0.00022269344322513058
NASA,B0005,512,2855.625,1.3389913790695755,4.195850781215982,3.6018356753071044,3.4726366397371127,0.23483898171754727,10.574924643402767,33.29926524979532,-1.6950436046971957,-0.0002247350139018006
NASA,B0005,516,2855.594,1.3389145230206971,4.1960023929619235,3.5993448137966926,3.473439372740961,0.23479831383576488,10.588304495107739,33.59980731390034,-1.695057731610264,-0.00022374306232089773
NASA,B0005,520,2847.437,1.3340066759761655,4.196207586734141,3.6035790390364575,3.4754777099091454,0.23268564565922872,10.39078767798918,33.61961195858585,-1.6937809113323188,-0.0002250970437569329
NASA,B0005,524,2847.36,1.3286444309174914,4.195534582569042,3.605860961214576,3.4722884821666766,0.23410417256729069,10.342419003089223,33.3945201718652,-1.6869434054016965,-0.00022853362951821943
