N,d,r,fidelity,fidelity_std,n_samples,n_matched
40,12,13,0.7877892269844917,0.30463262929862706,20,20
40,12,14,0.7429405372643665,0.3560256231339228,20,20
40,12,15,0.43425313963151835,0.27812436616156627,20,20
40,12,16,0.8793922553412539,0.4086183763996304,20,20
40,12,17,0.6587565000525015,0.39050714051022944,20,20
40,12,18,0.11500408259150996,0.20971198704692123,20,20
40,12,19,0.6368370909509822,0.31951664740548863,20,20
40,12,1,0.24805110243666761,0.19643237631934332,20,20
40,12,20,0.7851104084599207,0.3456753449715179,20,20
40,12,21,0.7113805183049329,0.40271652510069733,20,20
40,12,22,0.24679398763102545,0.25257563617753165,20,20
40,12,23,0.26111479764667145,0.198802025812671,20,20
40,12,24,0.4528280006720473,0.26759962993424263,20,20
40,12,25,0.2948857533127356,0.18797785363321076,20,20
40,12,26,0.80176176565224,0.30240068425107036,20,20
40,12,27,0.5570383332017894,0.4423403600079064,20,20
40,12,28,0.3758175323989583,0.25631879939748137,20,20
40,12,29,0.7755516210976698,0.316820306850685,20,20
40,12,2,0.252895127590832,0.2263423145600899,20,20
40,12,30,0.046535233402188014,0.2561623901901201,20,20
40,12,31,0.022415156636522715,0.18834219556299278,20,20
40,12,32,0.4229350379738892,0.3240573890993238,20,20
40,12,33,0.6285467795575923,0.38939226254503867,20,20
40,12,34,0.4870356663686235,0.26409642743738515,20,20
40,12,35,0.9028740946716123,0.3656991548044005,20,20
40,12,36,0.5393822251029399,0.2971998435838634,20,20
40,12,37,0.5784930266697674,0.3307366717910819,20,20
40,12,38,0.6802780588998736,0.285494177188935,20,20
40,12,39,1.047710856439985,0.2767947277918934,20,20
40,12,3,0.4001500737116628,0.39880428786667904,20,20
40,12,40,0.01634000832751248,0.19402455175746636,20,20
40,12,41,0.32823116527258356,0.27697179688117196,20,20
40,12,42,0.038207405776982784,0.16137094400865437,20,20
40,12,43,0.6564859013040134,0.2803993507037858,20,20
40,12,44,0.48100908787510166,0.2802032944462543,20,20
40,12,45,0.9644362436133178,0.37561799941443,20,20
40,12,46,0.5737442125966032,0.33603362028288686,20,20
40,12,47,0.49509398891798484,0.34321381359726305,20,20
40,12,48,0.3604785851814716,0.18824698483516264,20,20
40,12,49,0.06345639357854904,0.22278576861013513,20,20
40,12,4,0.4146879548822473,0.257702108422284,20,20
40,12,50,-0.003796406273292141,0.18493216151053307,20,20
40,12,5,0.2896388989457177,0.2797358881646888,20,20
40,12,6,0.5545452050502597,0.21903469678771006,20,20
40,12,7,-0.03625259137706871,0.18160859526863252,20,20
40,12,8,0.40803409550005165,0.23185973829156403,20,20
40,12,9,0.7340561911611232,0.3156922307917348,20,20
40,14,10,0.06828759093618064,0.20742278346626547,20,20
40,14,11,0.5503135089176026,0.259461018151884,20,20
40,14,12,0.31277265991287884,0.2986358891088583,20,20
40,14,13,0.42253557435501343,0.23893235314974134,20,20
40,14,14,0.20120743930669027,0.2300609573513435,20,20
40,14,15,0.1233366088892418,0.25706638020785394,20,20
40,14,16,0.33866545172096374,0.1716981932546326,20,20
40,14,17,0.4615457310560689,0.35871027765687313,20,20
40,14,18,0.035405216073977286,0.25513671283789924,20,20
40,14,19,0.710624947944168,0.39229846202685414,20,20
40,14,1,0.3127243771668322,0.2648700428074297,20,20
40,14,20,0.07454147381645138,0.20140194237784462,20,20
40,14,21,0.751571974518151,0.2804944698296679,20,20
40,14,22,-0.05809522136058454,0.19825926045071293,20,20
40,14,23,0.5422621913102568,0.2965556012221461,20,20
40,14,24,0.058438847968821594,0.18038061362567392,20,20
40,14,25,0.4236466511945707,0.35792626487527723,20,20
40,14,26,0.6224960153350989,0.2188473533522185,20,20
40,14,27,0.5137671994414073,0.3070422667421437,20,20
40,14,28,0.034777301553769346,0.21510130797126834,20,20
40,14,29,0.2596916796672346,0.23235661985418424,20,20
40,14,2,0.2472686319644961,0.26965207301659505,20,20
40,14,30,0.4597171413115746,0.3338768363155008,20,20
40,14,31,0.4187263588627341,0.23502670125923567,20,20
40,14,32,0.19413876525847362,0.23984291927002863,20,20
40,14,33,0.5030614540090472,0.4443574211638645,20,20
40,14,34,0.592803944592269,0.3391907159756305,20,20
40,14,35,0.14383315961004883,0.25307999915243845,20,20
40,14,36,0.2700164972391381,0.1835232846762039,20,20
40,14,37,0.36700179178202896,0.3289728660283438,20,20
40,14,38,0.6967419535607484,0.24406597590580856,20,20
40,14,39,0.6198288868846045,0.28756144996431543,20,20
40,14,3,0.1643438279565972,0.28177920039968385,20,20
40,14,40,0.992215439461652,0.4567616493996952,20,20
40,14,41,0.6821850728188512,0.4215787093246075,20,20
40,14,42,0.9508573789935997,0.3501417336839116,20,20
40,14,43,0.5868177250756681,0.3464614975648826,20,20
40,14,44,0.4052324866931083,0.26371871618378107,20,20
40,14,45,0.4142530824337878,0.3168812658365921,20,20
40,14,46,0.6629078397473065,0.33487931197227544,20,20
40,14,47,0.28898357789789975,0.2165025782730238,20,20
40,14,48,0.5353702362974249,0.34211316692696625,20,20
40,14,49,0.15029822485810773,0.16280068477662182,20,20
40,14,4,-0.1278154325552332,0.1597354656765701,20,20
40,14,50,0.38680064528215063,0.22717942786749618,20,20
40,14,5,0.16687244471344398,0.2656269891501463,20,20
40,14,6,0.2865598113636403,0.22594629527654486,20,20
40,14,7,0.6343391754657115,0.23423418103963844,20,20
40,14,8,0.9375778967904798,0.31996046145790374,20,20
40,14,9,0.4676759906004533,0.23644674134585342,20,20
40,16,10,0.605492150884976,0.3132134470138211,20,20
40,16,11,0.2506225052301081,0.33137777329876694,20,20
40,16,12,0.2724510651847958,0.3718762360232685,20,20
40,16,13,0.5566963543540864,0.3240628597080308,20,20
40,16,14,0.49884545904896194,0.4226610684849083,20,20
40,16,15,0.1095976179399103,0.1713068919344086,20,20
40,16,16,1.0497691758681236,0.3582377851670638,20,20
40,16,17,0.43313303412165793,0.21405936803375736,20,20
40,16,18,0.8827014975274463,0.5151790859617041,20,20
40,16,19,0.37859917367379836,0.2859030412651833,20,20
40,16,1,0.09505100715000259,0.25476152613781183,20,20
40,16,20,0.13095287255154897,0.19518231929343838,20,20
40,16,21,0.39958651020097813,0.31239328973045954,20,20
40,16,22,0.29864278738360395,0.255735262866975,20,20
40,16,23,-0.20298389684150742,0.13178843003234128,20,20
40,16,24,0.3055346280492246,0.24257512907309367,20,20
40,16,25,0.16596717692864393,0.25819240272021027,20,20
40,16,26,-0.05489943030004607,0.22137609426025093,20,20
40,16,27,0.24369812470362917,0.4196168227076177,20,20
40,16,28,0.012777547196026529,0.1551737595220647,20,20
40,16,29,-0.05268383057355064,0.14005297428190017,20,20
40,16,2,0.12350094634759268,0.18203779653489321,20,20
40,16,30,0.691510344243963,0.31594236363037037,20,20
40,16,31,0.6067765323493592,0.34078729287662507,20,20
40,16,32,0.4559297913228153,0.30527369802768495,20,20
40,16,33,0.3723377265007497,0.2515199124238572,20,20
40,16,34,0.4991351605966192,0.32955474127725387,20,20
40,16,35,0.31281476139995523,0.20344266777883133,20,20
40,16,36,1.2515988877289423,0.4424388912508029,20,20
40,16,37,0.6879884851231826,0.3536267892152342,20,20
40,16,38,0.20324232345863225,0.30524818870817466,20,20
40,16,39,0.6698797386974555,0.4213114773447136,20,20
40,16,3,0.33419886331091475,0.27437227046095936,20,20
40,16,40,0.665913852475835,0.3810490344276885,20,20
40,16,41,0.5765631265269993,0.19968975064290886,20,20
40,16,42,0.25389046098049195,0.23052937852986644,20,20
40,16,43,0.21082745885575238,0.32070848394067264,20,20
40,16,44,0.3162337894387639,0.23234665983306332,20,20
40,16,45,0.3038880163474482,0.4194434868733445,20,20
40,16,46,0.24094286569655643,0.2817576215290409,20,20
40,16,47,0.4159118504740771,0.23078095556955217,20,20
40,16,48,0.6879691797783987,0.3266151610747155,20,20
40,16,49,0.42352887854272403,0.27841668450389884,20,20
40,16,4,0.07587308580741325,0.20708254129118311,20,20
40,16,50,0.28964550257089483,0.2444511067414975,20,20
40,16,5,0.5558273528301014,0.29327439780880044,20,20
40,16,6,0.27247763830330984,0.3043935536910584,20,20
40,16,7,0.300433123219352,0.24093128495240743,20,20
40,16,8,0.07635802650973855,0.23218295073302628,20,20
40,16,9,0.14794403763755803,0.26504350351333006,20,20
40,18,10,0.5816726880606891,0.4000675633642882,20,20
40,18,11,0.7969210097934181,0.3238125068695188,20,20
40,18,12,0.12874507644716982,0.27024355466263383,20,20
40,18,13,0.0012197894480607818,0.2854339371794333,20,20
40,18,14,-0.012284015525214742,0.20130121350724528,20,20
40,18,15,0.4616579939905052,0.21319852380136364,20,20
40,18,16,0.09299343175588759,0.2275483474779268,20,20
40,18,17,0.016870903555427308,0.2068460051767769,20,20
40,18,18,0.5308268432821912,0.4301795521534365,20,20
40,18,19,0.09215691756921385,0.2010038196905747,20,20
40,18,1,0.3067743050053313,0.1981856504712741,20,20
40,18,20,-0.06384985309788416,0.13497296195019282,20,20
40,18,21,0.37600734639637245,0.26524420178929803,20,20
40,18,22,0.7491203139961229,0.3358530650151628,20,20
40,18,23,0.36945081537132696,0.2878650832758013,20,20
40,18,24,0.17324161514235215,0.1597070971576469,20,20
40,18,25,0.3278884105172586,0.2911545723249647,20,20
40,18,26,0.6523148933499552,0.23720576204732205,20,20
40,18,27,0.5621746351207373,0.27619792469584603,20,20
40,18,28,0.5280397159365036,0.27862392346618803,20,20
40,18,29,-0.07160128716914094,0.21331626140245474,20,20
40,18,2,-0.10351164156767967,0.16039064300962033,20,20
40,18,30,0.23026249136884824,0.29192962624271435,20,20
40,18,31,0.216850217102998,0.3504069244802765,20,20
40,18,32,0.701225905483275,0.32849054787244747,20,20
40,18,33,-0.2630059146045477,0.1511011584296772,20,20
40,18,34,0.11518069076285808,0.20815920992954867,20,20
40,18,35,0.2586167020148378,0.2790002855927187,20,20
40,18,36,0.1377286943048619,0.26722534718054797,20,20
40,18,37,0.08231209658202632,0.18625890185152869,20,20
40,18,38,-0.26032747889459684,0.13942816389284776,20,20
40,18,39,0.8103805469133225,0.30873582441113356,20,20
40,18,3,0.290603122734445,0.2238897772063501,20,20
40,18,40,0.08564487500126572,0.3556222061927023,20,20
40,18,41,0.4660250710124365,0.2836520941678551,20,20
40,18,42,0.6894579271031507,0.43359695611244164,20,20
40,18,43,0.49701927703593407,0.2264530896962782,20,20
40,18,44,0.39385528564304284,0.23772303343653875,20,20
40,18,45,-0.3759339525970561,0.1489914257955856,20,20
40,18,46,0.5291928091343732,0.33998067412594185,20,20
40,18,47,0.3373007385401745,0.20199475469670397,20,20
40,18,48,0.01802189288723799,0.26642121172068267,20,20
40,18,49,0.39902089113106687,0.25906634025231834,20,20
40,18,4,0.48958240222942706,0.24639106620708534,20,20
40,18,50,-0.1722804991167054,0.14024772484059317,20,20
40,18,5,0.12191817838298946,0.29595063369294505,20,20
40,18,6,0.3357023469960365,0.2591628156792466,20,20
40,18,7,0.0007581228935404916,0.16114281293952476,20,20
40,18,8,0.5576426819968279,0.2941672302647904,20,20
40,18,9,0.1167591444214966,0.23745529514793345,20,20
40,20,10,0.25971546652545974,0.29865310846322946,20,20
40,20,11,0.5196244480446595,0.29160793906111465,20,20
40,20,12,0.03442853267566237,0.21381825103182414,20,20
40,20,13,0.20515015857965957,0.2736326716974537,20,20
40,20,14,0.4039125968968027,0.287027216355866,20,20
40,20,15,0.5940874974152659,0.4712527653517191,20,20
40,20,16,-0.29174492488891646,0.15808888220750528,20,20
40,20,17,0.1174314432693131,0.20831963715909643,20,20
40,20,18,0.8646494635288278,0.465773267912544,20,20
40,20,19,0.33287014708068163,0.2841835981049086,20,20
40,20,1,0.1889743421556962,0.2578091175140369,20,20
40,20,20,0.14790954694142133,0.17852470088457134,20,20
40,20,21,0.12051401313902232,0.2967661271538457,20,20
40,20,22,0.3156693921630076,0.26691904867407795,20,20
40,20,23,0.5703009033220283,0.2956038320659573,20,20
40,20,24,-0.11988195976341631,0.17804192726335538,20,20
40,20,25,0.9178601357397302,0.3504045531369928,20,20
40,20,26,0.19440767526830194,0.21393983177732148,20,20
40,20,27,0.15572882410875355,0.18591438264806018,20,20
40,20,28,0.26796873623297346,0.24104328229957644,20,20
40,20,29,0.25028606510167983,0.25505860530086166,20,20
40,20,2,0.11168167125341633,0.2691814358103047,20,20
40,20,30,0.4358841270651821,0.2709968787943153,20,20
40,20,31,-0.02249427357187861,0.24417962953390562,20,20
40,20,32,0.2185900813707613,0.21087638464876232,20,20
40,20,33,0.2086264066956931,0.23318540073783742,20,20
40,20,34,0.17590280080301524,0.17917937943945053,20,20
40,20,35,0.23985431863577933,0.22334288795715662,20,20
40,20,36,0.09398456671304922,0.17885664072416607,20,20
40,20,37,0.6140618921100134,0.3110594000984431,20,20
40,20,38,1.4843596299321695,0.43482896980658975,20,20
40,20,39,0.7065135325778944,0.4056595238753409,20,20
40,20,3,-0.025710178042693266,0.2152749681590566,20,20
40,20,40,0.044251238117866354,0.19434678554977086,20,20
40,20,41,0.23083775318391586,0.2380567972614124,20,20
40,20,42,0.5811564420908637,0.31795773746853023,20,20
40,20,43,0.09703321206586257,0.16838663236767065,20,20
40,20,44,0.2219530185458154,0.17670410586291402,20,20
40,20,45,-0.21477823575383015,0.17481206160688112,20,20
40,20,46,0.5177743072068393,0.23556913020000403,20,20
40,20,47,0.5208503955116162,0.24472693036814863,20,20
40,20,48,-0.18653559440681877,0.25258983100075155,20,20
40,20,49,1.069961369448038,0.5421507108874318,20,20
40,20,4,0.008579551239204397,0.2304466555037299,20,20
40,20,50,0.24036318824255543,0.2583181674986175,20,20
40,20,5,0.3943756575408228,0.35502469581139495,20,20
40,20,6,0.8051156915236564,0.3321726292687629,20,20
40,20,7,0.3710930818491174,0.25141320995229843,20,20
40,20,8,0.1011972901409961,0.22452528806237906,20,20
40,20,9,0.005641288121169152,0.2267442802814193,20,20
40,8,10,0.6844823082662501,0.3587801587249227,20,20
40,8,11,0.6621295591524596,0.3358507684280225,20,20
40,8,12,1.0421052830588935,0.45245321562017554,20,20
40,8,13,0.9498245353999777,0.29644988881300144,20,20
40,8,14,0.539539506645929,0.23754837963512412,20,20
40,8,15,0.7173477088826765,0.45732323570222655,20,20
40,8,16,0.5763318803613717,0.278513822649969,20,20
40,8,17,0.6712891051820633,0.2705482297102901,20,20
40,8,18,0.2438359574439537,0.23297600635347976,20,20
40,8,19,0.7253042772327909,0.3246277588638075,20,20
40,8,1,0.5046485164832848,0.3054897049701196,20,20
40,8,20,1.1126529269720007,0.4246629932418636,20,20
40,8,21,0.08188620906846866,0.2772230131470771,20,20
40,8,22,-0.01457274214093296,0.15783120130169248,20,20
40,8,23,0.32462219032536543,0.2437810082917551,20,20
40,8,24,0.5798821919531036,0.3825331873314394,20,20
40,8,25,0.44076889868954083,0.23349134558788745,20,20
40,8,26,1.1247508462483657,0.6234620030327468,20,20
40,8,27,0.3670036701044528,0.29281953986072834,20,20
40,8,28,1.0648218878017022,0.30181975945115114,20,20
40,8,29,1.0007858286437155,0.45520095952400197,20,20
40,8,2,0.671013536866448,0.33108311040980437,20,20
40,8,30,0.3413383876374445,0.28777478025219255,20,20
40,8,31,1.419854803644915,0.4334042664547527,20,20
40,8,32,-0.20238658504805385,0.13756783828722832,20,20
40,8,33,0.6483409514830032,0.3248848289390877,20,20
40,8,34,0.17283646762235572,0.2011550412572159,20,20
40,8,35,0.29715402173823535,0.19618885870655162,20,20
40,8,36,0.9592109454431885,0.40920505426844755,20,20
40,8,37,0.5749248083932605,0.310386108906521,20,20
40,8,38,0.3544461621738406,0.252704977473631,20,20
40,8,39,0.7582121767995667,0.22940407042785402,20,20
40,8,3,0.29638105148397154,0.2407402075178682,20,20
40,8,40,0.47400448123849626,0.24835712222042242,20,20
40,8,41,0.7972184296544651,0.3311107575880281,20,20
40,8,42,0.7412806230300746,0.3488264488960358,20,20
40,8,43,0.8403531121606345,0.27350404921487087,20,20
40,8,44,0.43676926384396486,0.296476481078538,20,20
40,8,45,0.9810095698993238,0.5216904443315927,20,20
40,8,46,0.8754578935640343,0.2850867360078076,20,20
40,8,47,0.3270304087516158,0.25763040846810253,20,20
40,8,48,0.6793575559461644,0.2714104519102463,20,20
40,8,49,1.1920426723100856,0.33355770452397304,20,20
40,8,4,0.4319765643998732,0.22996035353620056,20,20
40,8,50,1.3338733888005354,0.34983502626176644,20,20
40,8,5,0.876432985904745,0.45952714935760447,20,20
40,8,6,0.7930746004209734,0.41306144118341104,20,20
40,8,7,0.3672279750022016,0.3365641788776272,20,20
40,8,8,0.2403720733406598,0.19163539109871733,20,20
40,8,9,0.5077858215737094,0.29008865173609283,20,20
