N,d,r,fidelity,fidelity_std,n_samples,n_matched,experiment_type
40,12,10,0.5980742731824604,0.2921579673065124,20,20,N_scan_depth12
40,12,34,0.9588324128718366,0.3119508973049314,20,20,N_scan_depth12
40,12,46,0.3548782836172646,0.27605316928571194,20,20,N_scan_depth12
40,12,29,0.5089393428028741,0.2539059966688665,20,20,N_scan_depth12
40,12,45,0.567821047734347,0.2946296986377871,20,20,N_scan_depth12
40,12,18,0.6332510223673573,0.42164679845511494,20,20,N_scan_depth12
40,12,20,0.14769834327072484,0.24372831306412843,20,20,N_scan_depth12
40,12,28,0.239634782068616,0.18043814736640712,20,20,N_scan_depth12
40,12,17,0.20647471836040965,0.22649417838084734,20,20,N_scan_depth12
40,12,47,0.4785271417602308,0.2757130367191855,20,20,N_scan_depth12
40,12,38,0.3143030011454482,0.25667153105825224,20,20,N_scan_depth12
40,12,49,0.3193582161509094,0.29000373242396554,20,20,N_scan_depth12
24,12,40,0.6986762220638851,0.2592929589223176,20,20,N_scan_depth12
24,12,27,0.628177481704022,0.27260463951562147,20,20,N_scan_depth12
24,12,5,0.6834928745244517,0.31364700096555365,20,20,N_scan_depth12
24,12,11,0.5248413829763978,0.2701632250694242,20,20,N_scan_depth12
24,12,31,0.06295044787099435,0.16513951648982994,20,20,N_scan_depth12
24,12,1,0.569673944985053,0.27781641507896687,20,20,N_scan_depth12
24,12,30,0.27705882807818183,0.15895368714391078,20,20,N_scan_depth12
24,12,19,0.8469662680645793,0.3132303840397162,20,20,N_scan_depth12
24,12,14,0.8240489916060028,0.340432770069702,20,20,N_scan_depth12
24,12,49,0.6365555431686771,0.2758611829431489,20,20,N_scan_depth12
24,12,48,1.0142925879988556,0.36502906346175407,20,20,N_scan_depth12
24,12,10,0.8897614469141888,0.2236718289932978,20,20,N_scan_depth12
24,12,39,0.48262153769409744,0.2958993848245436,20,20,N_scan_depth12
24,12,13,0.8660534456048743,0.2706078322076805,20,20,N_scan_depth12
24,12,9,0.9254690811844153,0.2473867964836254,20,20,N_scan_depth12
24,12,29,0.2556462172320664,0.2631758695233574,20,20,N_scan_depth12
24,12,38,0.3897921313434203,0.21599436297599015,20,20,N_scan_depth12
24,12,15,0.5855866924065203,0.3013665344387163,20,20,N_scan_depth12
24,12,47,0.6014698768304811,0.26790150095126014,20,20,N_scan_depth12
24,12,7,1.0589218391097526,0.4706583150444274,20,20,N_scan_depth12
24,12,26,0.7238991466489648,0.32350309860821536,20,20,N_scan_depth12
24,12,18,0.5015081911787194,0.229905282899885,20,20,N_scan_depth12
24,12,43,0.6815220449180734,0.240568013146714,20,20,N_scan_depth12
24,12,6,1.0856413273530547,0.31989330666304766,20,20,N_scan_depth12
24,12,16,0.8514233492935226,0.3145341348964699,20,20,N_scan_depth12
24,12,42,1.084783351785525,0.31954030922967525,20,20,N_scan_depth12
24,12,50,0.7347581893136752,0.28000347862663366,20,20,N_scan_depth12
24,12,23,0.6019129412216238,0.24173230342428523,20,20,N_scan_depth12
24,12,3,0.5985151876205397,0.368671884916264,20,20,N_scan_depth12
24,12,33,0.6490579063464197,0.3416671019514563,20,20,N_scan_depth12
24,12,8,0.4468125134161922,0.2188958989546984,20,20,N_scan_depth12
24,12,24,0.8314112075406943,0.31295396281233373,20,20,N_scan_depth12
24,12,22,0.26280521056979156,0.2405288466110979,20,20,N_scan_depth12
24,12,20,0.6827811460631907,0.2697341041543978,20,20,N_scan_depth12
24,12,28,0.8399713861739433,0.3969960479200848,20,20,N_scan_depth12
24,12,17,0.4665196064022463,0.19985308635970547,20,20,N_scan_depth12
24,12,44,1.759660436951818,0.545967761099497,20,20,N_scan_depth12
24,12,36,0.6035523613441289,0.29208737992903816,20,20,N_scan_depth12
24,12,21,0.32100911074351357,0.3199156936387116,20,20,N_scan_depth12
24,12,35,0.6708383259217452,0.338946240309016,20,20,N_scan_depth12
24,12,2,0.781983055103666,0.2898179661900181,20,20,N_scan_depth12
24,12,41,0.4424427417262504,0.292662872701884,20,20,N_scan_depth12
24,12,4,0.574307269069358,0.3200279666948895,20,20,N_scan_depth12
24,12,25,0.8511460666468937,0.25886172560748816,20,20,N_scan_depth12
24,12,37,0.7442859989227819,0.4395435814740254,20,20,N_scan_depth12
24,12,45,0.14139526600069718,0.23334709289994235,20,20,N_scan_depth12
24,12,32,0.42364182720354737,0.28419603461891696,20,20,N_scan_depth12
24,12,34,0.5657445904558438,0.26193746019150665,20,20,N_scan_depth12
24,12,46,0.3388960307620583,0.24876130008470992,20,20,N_scan_depth12
24,12,12,1.079931801218108,0.4208356835870786,20,20,N_scan_depth12
32,12,47,0.5328893338646652,0.230211961814461,20,20,N_scan_depth12
32,12,16,0.6769380131939784,0.28602756229866777,20,20,N_scan_depth12
32,12,7,0.2250305144071043,0.1945331787152573,20,20,N_scan_depth12
32,12,30,0.3016390267254776,0.20461230365780633,20,20,N_scan_depth12
32,12,29,0.4078817075697909,0.2200181982056521,20,20,N_scan_depth12
32,12,9,0.8255226322051956,0.31154353540119994,20,20,N_scan_depth12
32,12,19,0.35346792238438285,0.28565924812515975,20,20,N_scan_depth12
32,12,33,0.3355003419268072,0.24256914490583112,20,20,N_scan_depth12
32,12,45,0.7856984247362462,0.31320948750978833,20,20,N_scan_depth12
32,12,10,0.3027985904297408,0.2666462223876445,20,20,N_scan_depth12
32,12,42,0.32164157513297487,0.273702161616778,20,20,N_scan_depth12
32,12,4,0.06834137589214406,0.25983165219534565,20,20,N_scan_depth12
32,12,23,0.39088469367904777,0.22009328949693618,20,20,N_scan_depth12
32,12,28,0.44336789905319884,0.30189008153941255,20,20,N_scan_depth12
32,12,8,0.5124011735021257,0.2502213191854625,20,20,N_scan_depth12
32,12,44,0.26935169441687234,0.22255366083272543,20,20,N_scan_depth12
32,12,48,0.44563993592399775,0.22178155563234198,20,20,N_scan_depth12
32,12,13,0.6998599083400276,0.2892789985064527,20,20,N_scan_depth12
32,12,11,0.7940100835349004,0.34336002828911316,20,20,N_scan_depth12
32,12,26,1.1131002614095502,0.35455936401256777,20,20,N_scan_depth12
32,12,41,0.13659301484062913,0.2529625252779885,20,20,N_scan_depth12
32,12,24,0.3068629500483815,0.17989075884686787,20,20,N_scan_depth12
32,12,27,0.8730921573629484,0.26961287739218043,20,20,N_scan_depth12
32,12,37,0.45665096926485726,0.26712769728650404,20,20,N_scan_depth12
32,12,5,0.6177310046422921,0.30553962669576024,20,20,N_scan_depth12
32,12,36,0.026455053689460994,0.2080697183393873,20,20,N_scan_depth12
32,12,46,1.3588350064777543,0.3239013513425331,20,20,N_scan_depth12
32,12,38,0.7928568388737243,0.35402491499834304,20,20,N_scan_depth12
32,12,39,0.5796046371713963,0.24267166610843147,20,20,N_scan_depth12
32,12,50,0.10444036576899496,0.23547657679889722,20,20,N_scan_depth12
32,12,2,0.28403872530226715,0.22402854733077437,20,20,N_scan_depth12
32,12,20,0.26058029007483485,0.2533984294989617,20,20,N_scan_depth12
32,12,40,0.727730576268734,0.29673726249801785,20,20,N_scan_depth12
32,12,17,0.5695029892978596,0.18574700973059166,20,20,N_scan_depth12
32,12,49,0.7924648174359905,0.36323708057640797,20,20,N_scan_depth12
32,12,22,0.9920742580412061,0.544109076426382,20,20,N_scan_depth12
32,12,31,0.7917210346145431,0.32983372719766846,20,20,N_scan_depth12
32,12,43,0.10487699493767866,0.22613780971268888,20,20,N_scan_depth12
32,12,25,0.9962635553041159,0.31752303513743074,20,20,N_scan_depth12
32,12,3,0.7651763254339456,0.33756343060650407,20,20,N_scan_depth12
32,12,14,1.216917502661679,0.3848328770799612,20,20,N_scan_depth12
32,12,15,0.6262477926113068,0.3263494990880213,20,20,N_scan_depth12
32,12,6,1.1137108295423706,0.30912588297077415,20,20,N_scan_depth12
32,12,32,0.570320513272534,0.2973466157862966,20,20,N_scan_depth12
32,12,1,0.25722457523838127,0.20013985990449268,20,20,N_scan_depth12
32,12,35,0.7450352812898438,0.2669296026543789,20,20,N_scan_depth12
32,12,34,0.8936958408262492,0.28355876091250065,20,20,N_scan_depth12
32,12,12,0.5998509534356355,0.47535199309697945,20,20,N_scan_depth12
32,12,18,0.5499085168407318,0.2739310532885458,20,20,N_scan_depth12
32,12,21,0.30703952728176875,0.20061348536573712,20,20,N_scan_depth12
16,12,16,0.9265928986144729,0.42225349924078676,20,20,N_scan_depth12
16,12,48,1.2198520720339707,0.39174360510337736,20,20,N_scan_depth12
16,12,20,0.4847928774195178,0.22069540293330303,20,20,N_scan_depth12
16,12,30,0.4872670594310713,0.23701723146806203,20,20,N_scan_depth12
16,12,17,1.0417931279095187,0.23094619912046865,20,20,N_scan_depth12
16,12,9,0.6479074599790251,0.20773756976798027,20,20,N_scan_depth12
16,12,40,0.8847567917316657,0.2538954027786705,20,20,N_scan_depth12
16,12,6,0.49938721623292226,0.2268719598620142,20,20,N_scan_depth12
16,12,13,1.0451512372779668,0.3219319026833332,20,20,N_scan_depth12
16,12,12,1.0660320041136457,0.4069526950765171,20,20,N_scan_depth12
16,12,11,1.0433972670403926,0.277348324069333,20,20,N_scan_depth12
16,12,5,0.37245132017168214,0.2546228996246869,20,20,N_scan_depth12
16,12,42,1.0562339297624268,0.33918706389474107,20,20,N_scan_depth12
16,12,15,0.9384941741265589,0.45820068556802357,20,20,N_scan_depth12
16,12,23,0.2157620061319132,0.17359585192481705,20,20,N_scan_depth12
16,12,35,0.5823218614290295,0.276748978759004,20,20,N_scan_depth12
16,12,22,0.7664475926871557,0.314386299085843,20,20,N_scan_depth12
16,12,31,0.8552284428059072,0.35018008272830026,20,20,N_scan_depth12
16,12,19,0.4586293115804243,0.21467939250022877,20,20,N_scan_depth12
16,12,50,0.7486668929092346,0.2829420131162722,20,20,N_scan_depth12
16,12,26,0.6232375263942287,0.29583571805259906,20,20,N_scan_depth12
16,12,24,1.050960134747457,0.3865143707160102,20,20,N_scan_depth12
16,12,45,1.230946895263274,0.33125684953849033,20,20,N_scan_depth12
16,12,14,0.6188062875293252,0.30423157920338717,20,20,N_scan_depth12
16,12,29,0.5155336592121738,0.22811960581868512,20,20,N_scan_depth12
16,12,39,0.7834900716874731,0.20505338913300541,20,20,N_scan_depth12
16,12,44,0.7065068704240491,0.3959337968932231,20,20,N_scan_depth12
16,12,1,0.5206561034093482,0.21273705723283556,20,20,N_scan_depth12
16,12,8,1.4410118468811168,0.48324903060842117,20,20,N_scan_depth12
16,12,49,0.13816437384427482,0.18830328424971565,20,20,N_scan_depth12
16,12,25,0.8280919706192926,0.36659781442799244,20,20,N_scan_depth12
16,12,38,1.3117118937280257,0.459386112690255,20,20,N_scan_depth12
16,12,36,0.674792019235938,0.17640782259838503,20,20,N_scan_depth12
16,12,47,1.022852838982545,0.35282930557087266,20,20,N_scan_depth12
16,12,32,0.05198542430441,0.1340195301035679,20,20,N_scan_depth12
16,12,2,0.8461989089291471,0.27353510973906064,20,20,N_scan_depth12
16,12,4,0.6786324373716841,0.32718177339668497,20,20,N_scan_depth12
16,12,28,0.6904379388212281,0.2477046701476218,20,20,N_scan_depth12
16,12,21,0.8486299092448715,0.33426432375400955,20,20,N_scan_depth12
16,12,27,1.4100711431424293,0.3082701560959616,20,20,N_scan_depth12
16,12,41,1.148731063914295,0.3555999072398516,20,20,N_scan_depth12
16,12,3,1.112512311311733,0.30186951568585574,20,20,N_scan_depth12
16,12,10,0.9421282398371591,0.2757388663360114,20,20,N_scan_depth12
16,12,34,1.07389560780656,0.31276324773411746,20,20,N_scan_depth12
16,12,18,0.5037813055156724,0.31924450416066585,20,20,N_scan_depth12
16,12,43,0.7847954606070253,0.27357310681288544,20,20,N_scan_depth12
16,12,33,0.38372609462477336,0.18609479827975592,20,20,N_scan_depth12
16,12,46,0.5803889321647644,0.192145611408209,20,20,N_scan_depth12
16,12,37,0.8439545721488095,0.2381764408710013,20,20,N_scan_depth12
16,12,7,1.2731766617494942,0.281784134341018,20,20,N_scan_depth12
40,10,50,0.19821685125182076,0.20475884178017328,20,20,N40_verification
40,10,46,-0.06965957616338048,0.21082091199255146,20,20,N40_verification
40,10,29,0.16280199532347028,0.33784030486579747,20,20,N40_verification
40,10,18,0.3517870760686572,0.25849060687563064,20,20,N40_verification
40,10,24,0.4150490354568681,0.29287524802033793,20,20,N40_verification
40,10,23,0.2301810755061504,0.19817864856275832,20,20,N40_verification
40,10,39,1.6770076080299674,0.3931054994723544,20,20,N40_verification
40,10,48,0.5959446608049066,0.1945059820610669,20,20,N40_verification
40,10,13,0.6289718156862585,0.39464182031844564,20,20,N40_verification
40,10,37,0.31712915044088863,0.2948086428250627,20,20,N40_verification
40,10,31,0.16859110529124477,0.20004794125128536,20,20,N40_verification
40,10,17,0.8288138196412926,0.27961512461941496,20,20,N40_verification
40,10,3,0.33173714496218687,0.2003962562102343,20,20,N40_verification
40,10,20,0.6672231025650501,0.285811942372512,20,20,N40_verification
40,10,10,0.4555652525773197,0.21816411011445225,20,20,N40_verification
40,10,47,0.2925701217154557,0.1999411803616215,20,20,N40_verification
40,10,25,0.3543898468865323,0.25793554717265293,20,20,N40_verification
40,10,21,0.5153329109540146,0.3427197323083731,20,20,N40_verification
40,10,7,0.5851165058289001,0.25772480657771124,20,20,N40_verification
40,10,34,0.6801904175650875,0.3105153694198729,20,20,N40_verification
40,10,11,0.07224683958642109,0.23272471868533154,20,20,N40_verification
40,10,5,0.4225458950901779,0.22239927062677387,20,20,N40_verification
40,10,43,0.8505733149332833,0.35889754342038876,20,20,N40_verification
40,10,22,0.580458455337787,0.28396035760031235,20,20,N40_verification
40,10,35,0.4941440516148359,0.3202455287485631,20,20,N40_verification
40,10,2,0.26511945168122475,0.29053374316762093,20,20,N40_verification
40,10,38,0.34782162664166494,0.29216641927295367,20,20,N40_verification
40,10,14,0.22101591086483974,0.28400534633679536,20,20,N40_verification
40,10,42,0.14526872707803906,0.22127977580103614,20,20,N40_verification
40,10,32,0.36374434655654464,0.24840322851400037,20,20,N40_verification
40,10,49,0.743286941079111,0.26478022955139385,20,20,N40_verification
40,10,9,0.603475141475522,0.2999134218840554,20,20,N40_verification
40,10,28,0.31066599147923113,0.21085850601721967,20,20,N40_verification
40,10,26,0.6765312934316587,0.36665526380899754,20,20,N40_verification
40,10,8,0.5934493484435472,0.38188613967438567,20,20,N40_verification
40,10,45,0.20310200742127638,0.2439375176380664,20,20,N40_verification
40,10,44,0.5862492342861656,0.30301244001149147,20,20,N40_verification
40,10,15,0.422789149329303,0.21293847142106892,20,20,N40_verification
40,10,33,0.737846431819684,0.18737142926596098,20,20,N40_verification
40,10,6,0.3639791414043385,0.23085985270623616,20,20,N40_verification
40,10,4,0.12282571263967546,0.24108966674054258,20,20,N40_verification
40,10,40,1.3803938803427713,0.46006441855350216,20,20,N40_verification
40,10,27,0.12116544067536528,0.2555483874367284,20,20,N40_verification
40,10,12,0.43429692007246246,0.25800762536002764,20,20,N40_verification
40,10,30,0.4844959667704729,0.3031753356957974,20,20,N40_verification
40,10,36,0.7964404471925302,0.28309110786783215,20,20,N40_verification
40,10,16,0.22107555282413838,0.2131501675931984,20,20,N40_verification
40,10,41,0.011105033471309866,0.2696155919087988,20,20,N40_verification
40,10,1,-0.07578474682702263,0.24956091672457012,20,20,N40_verification
40,10,19,0.624199791161526,0.3694847694742219,20,20,N40_verification
40,8,9,0.5077858215737092,0.29008865173609283,20,20,N40_verification
40,8,2,0.671013536866448,0.33108311040980437,20,20,N40_verification
40,8,3,0.29638105148397176,0.2407402075178682,20,20,N40_verification
40,8,28,1.0648218878017022,0.3018197594511512,20,20,N40_verification
40,8,43,0.8403531121606342,0.27350404921487087,20,20,N40_verification
40,8,8,0.2403720733406598,0.1916353910987173,20,20,N40_verification
40,8,14,0.5395395066459292,0.2375483796351241,20,20,N40_verification
40,8,36,0.9592109454431885,0.40920505426844755,20,20,N40_verification
40,8,40,0.47400448123849626,0.2483571222204224,20,20,N40_verification
40,8,1,0.504648516483285,0.30548970497011957,20,20,N40_verification
40,8,48,0.6793575559461644,0.27141045191024626,20,20,N40_verification
40,8,17,0.6712891051820633,0.27054822971029,20,20,N40_verification
40,8,27,0.36700367010445234,0.29281953986072834,20,20,N40_verification
40,8,29,1.000785828643715,0.455200959524002,20,20,N40_verification
40,8,19,0.7253042772327913,0.3246277588638075,20,20,N40_verification
40,8,22,-0.014572742140933181,0.15783120130169248,20,20,N40_verification
40,8,11,0.6621295591524592,0.33585076842802236,20,20,N40_verification
40,8,33,0.6483409514830032,0.3248848289390877,20,20,N40_verification
40,8,41,0.7972184296544653,0.33111075758802816,20,20,N40_verification
40,8,26,1.1247508462483657,0.6234620030327467,20,20,N40_verification
40,8,15,0.7173477088826767,0.4573232357022265,20,20,N40_verification
40,8,32,-0.20238658504805362,0.1375678382872283,20,20,N40_verification
40,8,23,0.3246221903253652,0.24378100829175509,20,20,N40_verification
40,8,50,1.3338733888005363,0.34983502626176644,20,20,N40_verification
40,8,16,0.5763318803613713,0.27851382264996893,20,20,N40_verification
40,8,6,0.793074600420973,0.413061441183411,20,20,N40_verification
40,8,37,0.5749248083932605,0.310386108906521,20,20,N40_verification
40,8,10,0.6844823082662501,0.3587801587249227,20,20,N40_verification
40,8,45,0.9810095698993238,0.5216904443315928,20,20,N40_verification
40,8,4,0.4319765643998732,0.22996035353620062,20,20,N40_verification
40,8,39,0.7582121767995667,0.22940407042785402,20,20,N40_verification
40,8,34,0.17283646762235572,0.20115504125721592,20,20,N40_verification
40,8,18,0.2438359574439537,0.2329760063534798,20,20,N40_verification
40,8,25,0.4407688986895413,0.23349134558788748,20,20,N40_verification
40,8,7,0.3672279750022014,0.33656417887762713,20,20,N40_verification
40,8,12,1.042105283058894,0.45245321562017554,20,20,N40_verification
40,8,44,0.43676926384396464,0.2964764810785381,20,20,N40_verification
40,8,47,0.3270304087516156,0.25763040846810253,20,20,N40_verification
40,8,30,0.3413383876374445,0.2877747802521925,20,20,N40_verification
40,8,38,0.3544461621738404,0.252704977473631,20,20,N40_verification
40,8,24,0.5798821919531034,0.38253318733143926,20,20,N40_verification
40,8,20,1.1126529269720007,0.42466299324186346,20,20,N40_verification
40,8,35,0.2971540217382356,0.19618885870655162,20,20,N40_verification
40,8,21,0.08188620906846822,0.27722301314707704,20,20,N40_verification
40,8,5,0.876432985904745,0.4595271493576044,20,20,N40_verification
40,8,13,0.9498245353999777,0.2964498888130015,20,20,N40_verification
40,8,46,0.8754578935640349,0.2850867360078076,20,20,N40_verification
40,8,49,1.1920426723100852,0.33355770452397304,20,20,N40_verification
40,8,42,0.7412806230300748,0.34882644889603587,20,20,N40_verification
40,8,31,1.4198548036449155,0.43340426645475283,20,20,N40_verification
40,12,16,0.8793922553412543,0.40861837639963056,20,20,N40_verification
40,12,13,0.7877892269844913,0.30463262929862706,20,20,N40_verification
40,12,11,0.5225619438540396,0.2864305160138132,20,20,N40_verification
40,12,4,0.4146879548822471,0.257702108422284,20,20,N40_verification
40,12,41,0.3282311652725838,0.2769717968811719,20,20,N40_verification
40,12,36,0.5393822251029401,0.2971998435838634,20,20,N40_verification
40,12,3,0.4001500737116628,0.39880428786667904,20,20,N40_verification
40,12,43,0.6564859013040134,0.28039935070378585,20,20,N40_verification
40,12,5,0.2896388989457177,0.2797358881646887,20,20,N40_verification
40,12,27,0.5570383332017892,0.4423403600079065,20,20,N40_verification
40,12,23,0.26111479764667145,0.198802025812671,20,20,N40_verification
40,12,22,0.24679398763102545,0.25257563617753165,20,20,N40_verification
40,12,25,0.29488575331273537,0.18797785363321076,20,20,N40_verification
40,12,9,0.7340561911611228,0.31569223079173475,20,20,N40_verification
40,12,21,0.7113805183049327,0.40271652510069716,20,20,N40_verification
40,12,1,0.24805110243666784,0.19643237631934332,20,20,N40_verification
40,12,14,0.7429405372643665,0.3560256231339228,20,20,N40_verification
40,12,2,0.2528951275908322,0.2263423145600899,20,20,N40_verification
40,12,19,0.6368370909509822,0.3195166474054886,20,20,N40_verification
40,12,33,0.6285467795575923,0.3893922625450386,20,20,N40_verification
40,12,35,0.9028740946716123,0.3656991548044005,20,20,N40_verification
40,12,48,0.3604785851814718,0.18824698483516264,20,20,N40_verification
40,12,31,0.022415156636522715,0.18834219556299278,20,20,N40_verification
40,12,7,-0.0362525913770686,0.18160859526863254,20,20,N40_verification
40,12,12,-0.09829521054014623,0.1900698952994291,20,20,N40_verification
40,12,42,0.038207405776983006,0.1613709440086544,20,20,N40_verification
40,12,8,0.4080340955000521,0.23185973829156403,20,20,N40_verification
40,12,15,0.43425313963151857,0.2781243661615662,20,20,N40_verification
40,12,24,0.4528280006720471,0.2675996299342426,20,20,N40_verification
40,12,32,0.4229350379738892,0.3240573890993238,20,20,N40_verification
40,12,26,0.8017617656522404,0.30240068425107036,20,20,N40_verification
40,12,37,0.5784930266697679,0.3307366717910819,20,20,N40_verification
40,12,50,-0.003796406273292474,0.18493216151053307,20,20,N40_verification
40,12,6,0.55454520505026,0.21903469678771006,20,20,N40_verification
40,12,39,1.047710856439985,0.2767947277918934,20,20,N40_verification
40,12,30,0.046535233402188014,0.2561623901901201,20,20,N40_verification
40,12,40,0.01634000832751248,0.19402455175746636,20,20,N40_verification
40,12,44,0.4810090878751021,0.28020329444625436,20,20,N40_verification
40,12,10,0.30741609289758154,0.21964777806117045,20,20,N40_verification
40,12,34,0.4870356663686237,0.2640964274373852,20,20,N40_verification
40,12,46,0.573744212596603,0.33603362028288686,20,20,N40_verification
40,12,29,0.7755516210976698,0.316820306850685,20,20,N40_verification
40,12,45,0.9644362436133171,0.37561799941443,20,20,N40_verification
40,12,18,0.11500408259150996,0.2097119870469213,20,20,N40_verification
40,12,20,0.7851104084599203,0.34567534497151786,20,20,N40_verification
40,12,28,0.3758175323989583,0.25631879939748137,20,20,N40_verification
40,12,17,0.6587565000525015,0.39050714051022944,20,20,N40_verification
40,12,47,0.49509398891798506,0.3432138135972631,20,20,N40_verification
40,12,38,0.680278058899874,0.2854941771889351,20,20,N40_verification
40,12,49,0.06345639357854926,0.2227857686101352,20,20,N40_verification
40,18,24,0.17324161514235215,0.1597070971576469,20,20,N40_verification
40,18,35,0.2586167020148378,0.2790002855927188,20,20,N40_verification
40,18,26,0.652314893349955,0.23720576204732202,20,20,N40_verification
40,18,46,0.5291928091343734,0.33998067412594196,20,20,N40_verification
40,18,12,0.1287450764471696,0.27024355466263383,20,20,N40_verification
40,18,2,-0.10351164156767967,0.16039064300962033,20,20,N40_verification
40,18,11,0.7969210097934183,0.3238125068695188,20,20,N40_verification
40,18,37,0.08231209658202632,0.18625890185152866,20,20,N40_verification
40,18,42,0.6894579271031511,0.4335969561124419,20,20,N40_verification
40,18,18,0.5308268432821912,0.4301795521534365,20,20,N40_verification
40,18,40,0.08564487500126572,0.3556222061927023,20,20,N40_verification
40,18,39,0.8103805469133221,0.3087358244111335,20,20,N40_verification
40,18,41,0.4660250710124363,0.2836520941678551,20,20,N40_verification
40,18,30,0.23026249136884802,0.2919296262427143,20,20,N40_verification
40,18,15,0.4616579939905052,0.2131985238013637,20,20,N40_verification
40,18,25,0.3278884105172588,0.29115457232496467,20,20,N40_verification
40,18,44,0.39385528564304306,0.23772303343653875,20,20,N40_verification
40,18,43,0.4970192770359343,0.22645308969627814,20,20,N40_verification
40,18,32,0.701225905483275,0.3284905478724474,20,20,N40_verification
40,18,36,0.1377286943048619,0.267225347180548,20,20,N40_verification
40,18,50,-0.1722804991167054,0.14024772484059317,20,20,N40_verification
40,18,16,0.09299343175588759,0.22754834747792677,20,20,N40_verification
40,18,20,-0.06384985309788438,0.1349729619501928,20,20,N40_verification
40,18,5,0.12191817838298946,0.29595063369294505,20,20,N40_verification
40,18,48,0.018021892887237767,0.26642121172068267,20,20,N40_verification
40,18,33,-0.2630059146045478,0.1511011584296772,20,20,N40_verification
40,18,21,0.3760073463963729,0.2652442017892981,20,20,N40_verification
40,18,4,0.4895824022294275,0.2463910662070854,20,20,N40_verification
40,18,47,0.3373007385401747,0.20199475469670394,20,20,N40_verification
40,18,45,-0.375933952597056,0.1489914257955856,20,20,N40_verification
40,18,9,0.1167591444214966,0.23745529514793348,20,20,N40_verification
40,18,10,0.5816726880606891,0.4000675633642882,20,20,N40_verification
40,18,19,0.09215691756921385,0.20100381969057474,20,20,N40_verification
40,18,23,0.36945081537132696,0.2878650832758013,20,20,N40_verification
40,18,6,0.3357023469960365,0.25916281567924665,20,20,N40_verification
40,18,17,0.016870903555427086,0.2068460051767769,20,20,N40_verification
40,18,31,0.216850217102998,0.3504069244802764,20,20,N40_verification
40,18,28,0.5280397159365033,0.27862392346618803,20,20,N40_verification
40,18,27,0.5621746351207373,0.27619792469584603,20,20,N40_verification
40,18,34,0.11518069076285808,0.20815920992954867,20,20,N40_verification
40,18,7,0.0007581228935404916,0.1611428129395248,20,20,N40_verification
40,18,1,0.3067743050053313,0.1981856504712741,20,20,N40_verification
40,18,14,-0.012284015525214742,0.20130121350724528,20,20,N40_verification
