N,d,r,fidelity,fidelity_std,n_samples,n_matched
32,12,14,1.216917502661679,0.38483287707996133,20,20
32,12,15,0.6262477926113068,0.32634949908802124,20,20
32,12,16,0.6769380131939786,0.28602756229866777,20,20
32,12,17,0.56950298929786,0.18574700973059166,20,20
32,12,18,0.5499085168407316,0.2739310532885458,20,20
32,12,19,0.3534679223843824,0.28565924812515975,20,20
32,12,1,0.2572245752383808,0.20013985990449265,20,20
32,12,20,0.26058029007483463,0.25339842949896163,20,20
32,12,21,0.30703952728176875,0.20061348536573714,20,20
32,12,22,0.9920742580412056,0.5441090764263818,20,20
32,12,23,0.39088469367904755,0.22009328949693618,20,20
32,12,24,0.3068629500483815,0.17989075884686787,20,20
32,12,25,0.9962635553041159,0.3175230351374308,20,20
32,12,26,1.113100261409551,0.35455936401256777,20,20
32,12,27,0.8730921573629487,0.26961287739218043,20,20
32,12,28,0.44336789905319884,0.3018900815394126,20,20
32,12,29,0.40788170756979136,0.2200181982056521,20,20
32,12,2,0.28403872530226715,0.22402854733077437,20,20
32,12,30,0.3016390267254776,0.20461230365780633,20,20
32,12,31,0.7917210346145425,0.3298337271976684,20,20
32,12,32,0.5703205132725344,0.2973466157862965,20,20
32,12,33,0.335500341926807,0.2425691449058311,20,20
32,12,34,0.8936958408262492,0.2835587609125006,20,20
32,12,35,0.7450352812898438,0.26692960265437893,20,20
32,12,36,0.026455053689460772,0.2080697183393873,20,20
32,12,37,0.45665096926485704,0.26712769728650404,20,20
32,12,38,0.7928568388737243,0.35402491499834315,20,20
32,12,39,0.5796046371713961,0.24267166610843147,20,20
32,12,3,0.7651763254339454,0.33756343060650407,20,20
32,12,40,0.727730576268734,0.2967372624980178,20,20
32,12,41,0.13659301484062913,0.25296252527798846,20,20
32,12,42,0.32164157513297487,0.27370216161677796,20,20
32,12,43,0.10487699493767844,0.2261378097126889,20,20
32,12,44,0.26935169441687234,0.2225536608327254,20,20
32,12,45,0.7856984247362462,0.31320948750978833,20,20
32,12,46,1.3588350064777543,0.32390135134253306,20,20
32,12,47,0.5328893338646652,0.230211961814461,20,20
32,12,48,0.44563993592399775,0.22178155563234192,20,20
32,12,49,0.7924648174359903,0.363237080576408,20,20
32,12,4,0.06834137589214428,0.2598316521953457,20,20
32,12,50,0.10444036576899518,0.23547657679889722,20,20
32,12,5,0.6177310046422921,0.30553962669576024,20,20
32,12,6,1.1137108295423706,0.3091258829707741,20,20
32,12,7,0.2250305144071043,0.1945331787152573,20,20
32,12,8,0.5124011735021254,0.2502213191854625,20,20
32,12,9,0.8255226322051956,0.31154353540119994,20,20
40,12,10,0.5980742731824604,0.2921579673065124,20,20
40,12,11,0.14285167540233923,0.25975093176345204,20,20
40,12,12,0.5582587100885343,0.32971782923355314,20,20
40,12,13,0.5141860045838733,0.21897291825832832,20,20
40,12,14,0.752159005219297,0.37043880297535736,20,20
40,12,15,0.1470671331842781,0.1906666184480607,20,20
40,12,16,0.015040215552281966,0.17771073542966725,20,20
40,12,17,0.20647471836040943,0.22649417838084732,20,20
40,12,18,0.6332510223673569,0.421646798455115,20,20
40,12,19,0.07641402984991652,0.22735700770918232,20,20
40,12,1,0.58770725031399,0.2981223576400526,20,20
40,12,20,0.14769834327072462,0.24372831306412845,20,20
40,12,21,0.7111083089153301,0.2975882831330354,20,20
40,12,22,0.3557721932142379,0.25569113664248005,20,20
40,12,23,0.3224200911366706,0.3009390741071315,20,20
40,12,24,0.14567035036413056,0.2528244986290326,20,20
40,12,25,1.1831695387811427,0.42007777671093627,20,20
40,12,26,0.4977852411728738,0.24544926825084445,20,20
40,12,27,0.3348268379155581,0.1987667284565968,20,20
40,12,28,0.239634782068616,0.18043814736640712,20,20
40,12,29,0.5089393428028743,0.2539059966688665,20,20
40,12,2,0.5004967647129179,0.25569367170021434,20,20
40,12,30,0.5035283966182089,0.302497157003283,20,20
40,12,31,0.5004923978844165,0.2540540508158499,20,20
40,12,32,0.519781271024564,0.19628937263634957,20,20
40,12,33,0.9024790496332433,0.323871823055148,20,20
40,12,34,0.9588324128718366,0.3119508973049314,20,20
40,12,35,0.5316614968598716,0.2585108268389199,20,20
40,12,36,0.11795587002249897,0.2039555321563199,20,20
40,12,37,-0.01208980851582453,0.16616184466308886,20,20
40,12,38,0.31430300114544796,0.25667153105825224,20,20
40,12,39,0.7401723908089863,0.45711319219048,20,20
40,12,3,0.4047819147571834,0.3121852413483792,20,20
40,12,40,0.5827813973671947,0.2616417409655351,20,20
40,12,41,-0.04913727293468373,0.16360689952027394,20,20
40,12,42,0.2338977456628919,0.16885939811405792,20,20
40,12,43,0.4182614960543587,0.20352285454161131,20,20
40,12,44,0.3767355482052859,0.3777807130280594,20,20
40,12,45,0.567821047734347,0.29462969863778704,20,20
40,12,46,0.3548782836172646,0.27605316928571183,20,20
40,12,47,0.4785271417602306,0.27571303671918546,20,20
40,12,48,0.37230325808351195,0.340000290508572,20,20
40,12,49,0.31935821615090965,0.29000373242396554,20,20
40,12,4,0.7197801187429924,0.35193011873064717,20,20
40,12,50,0.347764538934872,0.28182228213516436,20,20
40,12,5,0.050614653143947974,0.20051477620187622,20,20
40,12,6,-0.07895782179008193,0.2067528522501075,20,20
40,12,7,0.4685925368816377,0.24413159067227136,20,20
40,12,8,1.021069191374826,0.34936515927276474,20,20
40,12,9,0.45529541784728744,0.200527965455773,20,20
