N,d,r,fidelity,fidelity_std,n_samples,n_matched,experiment
40,10,13,0.6289718156862585,0.3946418203184456,20,20,depth_scan
40,10,14,0.2210159108648397,0.2840053463367953,20,20,depth_scan
40,10,15,0.422789149329303,0.2129384714210689,20,20,depth_scan
40,10,16,0.2210755528241383,0.2131501675931984,20,20,depth_scan
40,10,17,0.8288138196412926,0.2796151246194149,20,20,depth_scan
40,10,18,0.3517870760686572,0.2584906068756306,20,20,depth_scan
40,10,19,0.624199791161526,0.3694847694742219,20,20,depth_scan
40,10,1,-0.0757847468270226,0.2495609167245701,20,20,depth_scan
40,10,20,0.6672231025650501,0.285811942372512,20,20,depth_scan
40,10,21,0.5153329109540146,0.3427197323083731,20,20,depth_scan
40,10,22,0.580458455337787,0.2839603576003123,20,20,depth_scan
40,10,23,0.2301810755061504,0.1981786485627583,20,20,depth_scan
40,10,24,0.4150490354568681,0.2928752480203379,20,20,depth_scan
40,10,25,0.3543898468865323,0.2579355471726529,20,20,depth_scan
40,10,26,0.6765312934316587,0.3666552638089975,20,20,depth_scan
40,10,27,0.1211654406753652,0.2555483874367284,20,20,depth_scan
40,10,28,0.3106659914792311,0.2108585060172196,20,20,depth_scan
40,10,29,0.1628019953234702,0.3378403048657974,20,20,depth_scan
40,10,2,0.2651194516812247,0.2905337431676209,20,20,depth_scan
40,10,30,0.4844959667704729,0.3031753356957974,20,20,depth_scan
40,10,31,0.1685911052912447,0.2000479412512853,20,20,depth_scan
40,10,32,0.3637443465565446,0.2484032285140003,20,20,depth_scan
40,10,33,0.737846431819684,0.1873714292659609,20,20,depth_scan
40,10,34,0.6801904175650875,0.3105153694198729,20,20,depth_scan
40,10,35,0.4941440516148359,0.3202455287485631,20,20,depth_scan
40,10,36,0.7964404471925302,0.2830911078678321,20,20,depth_scan
40,10,37,0.3171291504408886,0.2948086428250627,20,20,depth_scan
40,10,38,0.3478216266416649,0.2921664192729536,20,20,depth_scan
40,10,39,1.6770076080299674,0.3931054994723544,20,20,depth_scan
40,10,3,0.3317371449621868,0.2003962562102343,20,20,depth_scan
40,10,40,1.380393880342771,0.4600644185535021,20,20,depth_scan
40,10,41,0.0111050334713098,0.2696155919087988,20,20,depth_scan
40,10,42,0.145268727078039,0.2212797758010361,20,20,depth_scan
40,10,43,0.8505733149332833,0.3588975434203887,20,20,depth_scan
40,10,44,0.5862492342861656,0.3030124400114914,20,20,depth_scan
40,10,45,0.2031020074212763,0.2439375176380664,20,20,depth_scan
40,10,46,-0.0696595761633804,0.2108209119925514,20,20,depth_scan
40,10,47,0.2925701217154557,0.1999411803616215,20,20,depth_scan
40,10,48,0.5959446608049066,0.1945059820610669,20,20,depth_scan
40,10,49,0.743286941079111,0.2647802295513938,20,20,depth_scan
40,10,4,0.1228257126396754,0.2410896667405425,20,20,depth_scan
40,10,50,0.1982168512518207,0.2047588417801732,20,20,depth_scan
40,10,5,0.4225458950901779,0.2223992706267738,20,20,depth_scan
40,10,6,0.3639791414043385,0.2308598527062361,20,20,depth_scan
40,10,7,0.5851165058289001,0.2577248065777112,20,20,depth_scan
40,10,8,0.5934493484435472,0.3818861396743856,20,20,depth_scan
40,10,9,0.603475141475522,0.2999134218840554,20,20,depth_scan
40,12,10,0.3074160928975815,0.2196477780611704,20,20,depth_scan
40,12,11,0.5225619438540396,0.2864305160138132,20,20,depth_scan
40,12,12,-0.0982952105401462,0.1900698952994291,20,20,depth_scan
40,12,13,0.7877892269844913,0.304632629298627,20,20,depth_scan
40,12,14,0.7429405372643665,0.3560256231339228,20,20,depth_scan
40,12,15,0.4342531396315185,0.2781243661615662,20,20,depth_scan
40,12,16,0.8793922553412543,0.4086183763996305,20,20,depth_scan
40,12,17,0.6587565000525015,0.3905071405102294,20,20,depth_scan
40,12,18,0.1150040825915099,0.2097119870469213,20,20,depth_scan
40,12,19,0.6368370909509822,0.3195166474054886,20,20,depth_scan
40,12,1,0.2480511024366678,0.1964323763193433,20,20,depth_scan
40,12,20,0.7851104084599203,0.3456753449715178,20,20,depth_scan
40,12,21,0.7113805183049327,0.4027165251006971,20,20,depth_scan
40,12,22,0.2467939876310254,0.2525756361775316,20,20,depth_scan
40,12,23,0.2611147976466714,0.198802025812671,20,20,depth_scan
40,12,24,0.4528280006720471,0.2675996299342426,20,20,depth_scan
40,12,25,0.2948857533127353,0.1879778536332107,20,20,depth_scan
40,12,26,0.8017617656522404,0.3024006842510703,20,20,depth_scan
40,12,27,0.5570383332017892,0.4423403600079065,20,20,depth_scan
40,12,28,0.3758175323989583,0.2563187993974813,20,20,depth_scan
40,12,29,0.7755516210976698,0.316820306850685,20,20,depth_scan
40,12,2,0.2528951275908322,0.2263423145600899,20,20,depth_scan
40,12,30,0.046535233402188,0.2561623901901201,20,20,depth_scan
40,12,31,0.0224151566365227,0.1883421955629927,20,20,depth_scan
40,12,32,0.4229350379738892,0.3240573890993238,20,20,depth_scan
40,12,33,0.6285467795575923,0.3893922625450386,20,20,depth_scan
40,12,34,0.4870356663686237,0.2640964274373852,20,20,depth_scan
40,12,35,0.9028740946716124,0.3656991548044005,20,20,depth_scan
40,12,36,0.5393822251029401,0.2971998435838634,20,20,depth_scan
40,12,37,0.5784930266697679,0.3307366717910819,20,20,depth_scan
40,12,38,0.680278058899874,0.2854941771889351,20,20,depth_scan
40,12,39,1.047710856439985,0.2767947277918934,20,20,depth_scan
40,12,3,0.4001500737116628,0.398804287866679,20,20,depth_scan
40,12,40,0.0163400083275124,0.1940245517574663,20,20,depth_scan
40,12,41,0.3282311652725838,0.2769717968811719,20,20,depth_scan
40,12,42,0.038207405776983,0.1613709440086544,20,20,depth_scan
40,12,43,0.6564859013040134,0.2803993507037858,20,20,depth_scan
40,12,44,0.4810090878751021,0.2802032944462543,20,20,depth_scan
40,12,45,0.9644362436133171,0.37561799941443,20,20,depth_scan
40,12,46,0.573744212596603,0.3360336202828868,20,20,depth_scan
40,12,47,0.495093988917985,0.3432138135972631,20,20,depth_scan
40,12,48,0.3604785851814718,0.1882469848351626,20,20,depth_scan
40,12,49,0.0634563935785492,0.2227857686101352,20,20,depth_scan
40,12,4,0.4146879548822471,0.257702108422284,20,20,depth_scan
40,12,50,-0.0037964062732924,0.184932161510533,20,20,depth_scan
40,12,5,0.2896388989457177,0.2797358881646887,20,20,depth_scan
40,12,6,0.55454520505026,0.21903469678771,20,20,depth_scan
40,12,7,-0.0362525913770686,0.1816085952686325,20,20,depth_scan
40,12,8,0.4080340955000521,0.231859738291564,20,20,depth_scan
40,12,9,0.7340561911611228,0.3156922307917347,20,20,depth_scan
40,14,10,0.0682875909361802,0.2074227834662654,20,20,depth_scan
40,14,11,0.5503135089176028,0.2594610181518841,20,20,depth_scan
40,14,12,0.3127726599128788,0.2986358891088584,20,20,depth_scan
40,14,13,0.4225355743550136,0.2389323531497413,20,20,depth_scan
40,14,14,0.2012074393066902,0.2300609573513434,20,20,depth_scan
40,14,15,0.123336608889242,0.257066380207854,20,20,depth_scan
40,14,16,0.3386654517209637,0.1716981932546326,20,20,depth_scan
40,14,17,0.4615457310560691,0.3587102776568731,20,20,depth_scan
40,14,18,0.0354052160739775,0.2551367128378992,20,20,depth_scan
40,14,19,0.7106249479441675,0.3922984620268541,20,20,depth_scan
40,14,1,0.312724377166832,0.2648700428074297,20,20,depth_scan
40,14,20,0.0745414738164511,0.2014019423778446,20,20,depth_scan
40,14,21,0.751571974518151,0.2804944698296679,20,20,depth_scan
40,14,22,-0.0580952213605849,0.1982592604507128,20,20,depth_scan
40,14,23,0.5422621913102568,0.2965556012221461,20,20,depth_scan
40,14,24,0.0584388479688215,0.1803806136256739,20,20,depth_scan
40,14,25,0.4236466511945704,0.3579262648752773,20,20,depth_scan
40,14,26,0.6224960153350989,0.2188473533522185,20,20,depth_scan
40,14,27,0.5137671994414075,0.3070422667421437,20,20,depth_scan
40,14,28,0.0347773015537691,0.2151013079712684,20,20,depth_scan
40,14,29,0.2596916796672346,0.2323566198541842,20,20,depth_scan
40,14,2,0.2472686319644959,0.269652073016595,20,20,depth_scan
40,14,30,0.4597171413115746,0.3338768363155007,20,20,depth_scan
40,14,31,0.4187263588627339,0.2350267012592357,20,20,depth_scan
40,14,32,0.1941387652584738,0.2398429192700286,20,20,depth_scan
40,14,33,0.5030614540090474,0.4443574211638644,20,20,depth_scan
40,14,34,0.5928039445922693,0.3391907159756305,20,20,depth_scan
40,14,35,0.143833159610049,0.2530799991524384,20,20,depth_scan
40,14,36,0.2700164972391383,0.1835232846762038,20,20,depth_scan
40,14,37,0.3670017917820289,0.3289728660283438,20,20,depth_scan
40,14,38,0.6967419535607484,0.2440659759058085,20,20,depth_scan
40,14,39,0.6198288868846049,0.2875614499643154,20,20,depth_scan
40,14,3,0.1643438279565974,0.2817792003996838,20,20,depth_scan
40,14,40,0.992215439461652,0.4567616493996951,20,20,depth_scan
40,14,41,0.6821850728188512,0.4215787093246074,20,20,depth_scan
40,14,42,0.9508573789936,0.3501417336839117,20,20,depth_scan
40,14,43,0.5868177250756683,0.3464614975648826,20,20,depth_scan
40,14,44,0.4052324866931081,0.263718716183781,20,20,depth_scan
40,14,45,0.414253082433788,0.3168812658365921,20,20,depth_scan
40,14,46,0.6629078397473069,0.3348793119722754,20,20,depth_scan
40,14,47,0.2889835778979002,0.2165025782730238,20,20,depth_scan
40,14,48,0.5353702362974249,0.3421131669269663,20,20,depth_scan
40,14,49,0.1502982248581075,0.1628006847766218,20,20,depth_scan
40,14,4,-0.1278154325552334,0.15973546567657,20,20,depth_scan
40,14,50,0.3868006452821508,0.2271794278674961,20,20,depth_scan
40,14,5,0.1668724447134439,0.2656269891501463,20,20,depth_scan
40,14,6,0.2865598113636405,0.2259462952765448,20,20,depth_scan
40,14,7,0.6343391754657113,0.2342341810396384,20,20,depth_scan
40,14,8,0.9375778967904792,0.3199604614579038,20,20,depth_scan
40,14,9,0.467675990600453,0.2364467413458534,20,20,depth_scan
40,16,10,0.6054921508849767,0.3132134470138212,20,20,depth_scan
40,16,11,0.2506225052301083,0.331377773298767,20,20,depth_scan
40,16,12,0.2724510651847955,0.3718762360232685,20,20,depth_scan
40,16,13,0.5566963543540864,0.3240628597080308,20,20,depth_scan
40,16,14,0.4988454590489619,0.4226610684849083,20,20,depth_scan
40,16,15,0.1095976179399103,0.1713068919344086,20,20,depth_scan
40,16,16,1.0497691758681236,0.3582377851670637,20,20,depth_scan
40,16,17,0.4331330341216577,0.2140593680337573,20,20,depth_scan
40,16,18,0.8827014975274465,0.5151790859617043,20,20,depth_scan
40,16,19,0.3785991736737986,0.2859030412651832,20,20,depth_scan
40,16,1,0.0950510071500025,0.2547615261378119,20,20,depth_scan
40,16,20,0.1309528725515487,0.1951823192934383,20,20,depth_scan
40,16,21,0.3995865102009779,0.3123932897304595,20,20,depth_scan
40,16,22,0.2986427873836039,0.255735262866975,20,20,depth_scan
40,16,23,-0.2029838968415073,0.1317884300323412,20,20,depth_scan
40,16,24,0.3055346280492246,0.2425751290730936,20,20,depth_scan
40,16,25,0.1659671769286437,0.2581924027202102,20,20,depth_scan
40,16,26,-0.0548994303000457,0.2213760942602509,20,20,depth_scan
40,16,27,0.2436981247036294,0.4196168227076177,20,20,depth_scan
40,16,28,0.0127775471960265,0.1551737595220647,20,20,depth_scan
40,16,29,-0.0526838305735504,0.1400529742819002,20,20,depth_scan
40,16,2,0.1235009463475929,0.1820377965348932,20,20,depth_scan
40,16,30,0.6915103442439627,0.3159423636303703,20,20,depth_scan
40,16,31,0.6067765323493592,0.340787292876625,20,20,depth_scan
40,16,32,0.4559297913228151,0.3052736980276848,20,20,depth_scan
40,16,33,0.3723377265007499,0.2515199124238572,20,20,depth_scan
40,16,34,0.499135160596619,0.3295547412772538,20,20,depth_scan
40,16,35,0.3128147613999557,0.2034426677788313,20,20,depth_scan
40,16,36,1.2515988877289428,0.4424388912508029,20,20,depth_scan
40,16,37,0.6879884851231826,0.3536267892152341,20,20,depth_scan
40,16,38,0.2032423234586324,0.3052481887081746,20,20,depth_scan
40,16,39,0.6698797386974555,0.4213114773447136,20,20,depth_scan
40,16,3,0.3341988633109145,0.2743722704609593,20,20,depth_scan
40,16,40,0.6659138524758355,0.3810490344276885,20,20,depth_scan
40,16,41,0.5765631265269993,0.1996897506429088,20,20,depth_scan
40,16,42,0.2538904609804924,0.2305293785298664,20,20,depth_scan
40,16,43,0.2108274588557523,0.3207084839406726,20,20,depth_scan
40,16,44,0.3162337894387634,0.2323466598330633,20,20,depth_scan
40,16,45,0.3038880163474486,0.4194434868733446,20,20,depth_scan
40,16,46,0.2409428656965564,0.2817576215290409,20,20,depth_scan
40,16,47,0.4159118504740773,0.2307809555695521,20,20,depth_scan
40,16,48,0.6879691797783987,0.3266151610747155,20,20,depth_scan
40,16,49,0.4235288785427242,0.2784166845038988,20,20,depth_scan
40,16,4,0.0758730858074132,0.2070825412911831,20,20,depth_scan
40,16,50,0.2896455025708948,0.2444511067414975,20,20,depth_scan
40,16,5,0.555827352830101,0.2932743978088004,20,20,depth_scan
40,16,6,0.2724776383033096,0.3043935536910584,20,20,depth_scan
40,16,7,0.300433123219352,0.2409312849524074,20,20,depth_scan
40,16,8,0.0763580265097383,0.2321829507330262,20,20,depth_scan
40,16,9,0.1479440376375582,0.26504350351333,20,20,depth_scan
40,18,10,0.5816726880606891,0.4000675633642882,20,20,depth_scan
40,18,11,0.7969210097934183,0.3238125068695188,20,20,depth_scan
40,18,12,0.1287450764471696,0.2702435546626338,20,20,depth_scan
40,18,13,0.0012197894480605,0.2854339371794333,20,20,depth_scan
40,18,14,-0.0122840155252147,0.2013012135072452,20,20,depth_scan
40,18,15,0.4616579939905052,0.2131985238013637,20,20,depth_scan
40,18,16,0.0929934317558875,0.2275483474779267,20,20,depth_scan
40,18,17,0.016870903555427,0.2068460051767769,20,20,depth_scan
40,18,18,0.5308268432821912,0.4301795521534365,20,20,depth_scan
40,18,19,0.0921569175692138,0.2010038196905747,20,20,depth_scan
40,18,1,0.3067743050053313,0.1981856504712741,20,20,depth_scan
40,18,20,-0.0638498530978843,0.1349729619501928,20,20,depth_scan
40,18,21,0.3760073463963729,0.2652442017892981,20,20,depth_scan
40,18,22,0.7491203139961224,0.3358530650151628,20,20,depth_scan
40,18,23,0.3694508153713269,0.2878650832758013,20,20,depth_scan
40,18,24,0.1732416151423521,0.1597070971576469,20,20,depth_scan
40,18,25,0.3278884105172588,0.2911545723249646,20,20,depth_scan
40,18,26,0.652314893349955,0.237205762047322,20,20,depth_scan
40,18,27,0.5621746351207373,0.276197924695846,20,20,depth_scan
40,18,28,0.5280397159365033,0.278623923466188,20,20,depth_scan
40,18,29,-0.0716012871691408,0.2133162614024547,20,20,depth_scan
40,18,2,-0.1035116415676796,0.1603906430096203,20,20,depth_scan
40,18,30,0.230262491368848,0.2919296262427143,20,20,depth_scan
40,18,31,0.216850217102998,0.3504069244802764,20,20,depth_scan
40,18,32,0.701225905483275,0.3284905478724474,20,20,depth_scan
40,18,33,-0.2630059146045478,0.1511011584296772,20,20,depth_scan
40,18,34,0.115180690762858,0.2081592099295486,20,20,depth_scan
40,18,35,0.2586167020148378,0.2790002855927188,20,20,depth_scan
40,18,36,0.1377286943048619,0.267225347180548,20,20,depth_scan
40,18,37,0.0823120965820263,0.1862589018515286,20,20,depth_scan
40,18,38,-0.2603274788945967,0.1394281638928477,20,20,depth_scan
40,18,39,0.8103805469133221,0.3087358244111335,20,20,depth_scan
40,18,3,0.2906031227344448,0.2238897772063501,20,20,depth_scan
40,18,40,0.0856448750012657,0.3556222061927023,20,20,depth_scan
40,18,41,0.4660250710124363,0.2836520941678551,20,20,depth_scan
40,18,42,0.6894579271031511,0.4335969561124419,20,20,depth_scan
40,18,43,0.4970192770359343,0.2264530896962781,20,20,depth_scan
40,18,44,0.393855285643043,0.2377230334365387,20,20,depth_scan
40,18,45,-0.375933952597056,0.1489914257955856,20,20,depth_scan
40,18,46,0.5291928091343734,0.3399806741259419,20,20,depth_scan
40,18,47,0.3373007385401747,0.2019947546967039,20,20,depth_scan
40,18,48,0.0180218928872377,0.2664212117206826,20,20,depth_scan
40,18,49,0.3990208911310668,0.2590663402523183,20,20,depth_scan
40,18,4,0.4895824022294275,0.2463910662070854,20,20,depth_scan
40,18,50,-0.1722804991167054,0.1402477248405931,20,20,depth_scan
40,18,5,0.1219181783829894,0.295950633692945,20,20,depth_scan
40,18,6,0.3357023469960365,0.2591628156792466,20,20,depth_scan
40,18,7,0.0007581228935404,0.1611428129395248,20,20,depth_scan
40,18,8,0.5576426819968279,0.2941672302647905,20,20,depth_scan
40,18,9,0.1167591444214966,0.2374552951479334,20,20,depth_scan
40,20,10,0.2597154665254595,0.2986531084632293,20,20,depth_scan
40,20,11,0.5196244480446595,0.2916079390611145,20,20,depth_scan
40,20,12,0.0344285326756625,0.2138182510318241,20,20,depth_scan
40,20,13,0.2051501585796595,0.2736326716974537,20,20,depth_scan
40,20,14,0.4039125968968027,0.287027216355866,20,20,depth_scan
40,20,15,0.5940874974152659,0.4712527653517191,20,20,depth_scan
40,20,16,-0.2917449248889165,0.1580888822075052,20,20,depth_scan
40,20,17,0.1174314432693126,0.2083196371590964,20,20,depth_scan
40,20,18,0.8646494635288282,0.4657732679125441,20,20,depth_scan
40,20,19,0.3328701470806818,0.2841835981049086,20,20,depth_scan
40,20,1,0.1889743421556966,0.257809117514037,20,20,depth_scan
40,20,20,0.1479095469414213,0.1785247008845713,20,20,depth_scan
40,20,21,0.1205140131390225,0.2967661271538457,20,20,depth_scan
40,20,22,0.3156693921630071,0.2669190486740779,20,20,depth_scan
40,20,23,0.5703009033220283,0.2956038320659572,20,20,depth_scan
40,20,24,-0.119881959763416,0.1780419272633554,20,20,depth_scan
40,20,25,0.9178601357397304,0.3504045531369927,20,20,depth_scan
40,20,26,0.1944076752683017,0.2139398317773214,20,20,depth_scan
40,20,27,0.1557288241087535,0.1859143826480602,20,20,depth_scan
40,20,28,0.2679687362329737,0.2410432822995764,20,20,depth_scan
40,20,29,0.25028606510168,0.2550586053008616,20,20,depth_scan
40,20,2,0.1116816712534163,0.2691814358103047,20,20,depth_scan
40,20,30,0.4358841270651818,0.2709968787943153,20,20,depth_scan
40,20,31,-0.0224942735718786,0.2441796295339056,20,20,depth_scan
40,20,32,0.218590081370761,0.2108763846487623,20,20,depth_scan
40,20,33,0.2086264066956931,0.2331854007378374,20,20,depth_scan
40,20,34,0.1759028008030152,0.1791793794394505,20,20,depth_scan
40,20,35,0.2398543186357791,0.2233428879571566,20,20,depth_scan
40,20,36,0.0939845667130492,0.178856640724166,20,20,depth_scan
40,20,37,0.6140618921100134,0.3110594000984431,20,20,depth_scan
40,20,38,1.48435962993217,0.4348289698065897,20,20,depth_scan
40,20,39,0.7065135325778944,0.405659523875341,20,20,depth_scan
40,20,3,-0.0257101780426936,0.2152749681590565,20,20,depth_scan
40,20,40,0.0442512381178659,0.1943467855497709,20,20,depth_scan
40,20,41,0.2308377531839158,0.2380567972614123,20,20,depth_scan
40,20,42,0.5811564420908637,0.3179577374685302,20,20,depth_scan
40,20,43,0.0970332120658628,0.1683866323676706,20,20,depth_scan
40,20,44,0.221953018545816,0.176704105862914,20,20,depth_scan
40,20,45,-0.21477823575383,0.1748120616068811,20,20,depth_scan
40,20,46,0.5177743072068393,0.235569130200004,20,20,depth_scan
40,20,47,0.5208503955116159,0.2447269303681485,20,20,depth_scan
40,20,48,-0.1865355944068187,0.2525898310007514,20,20,depth_scan
40,20,49,1.0699613694480377,0.5421507108874317,20,20,depth_scan
40,20,4,0.0085795512392043,0.2304466555037299,20,20,depth_scan
40,20,50,0.2403631882425552,0.2583181674986175,20,20,depth_scan
40,20,5,0.3943756575408226,0.3550246958113949,20,20,depth_scan
40,20,6,0.8051156915236564,0.3321726292687628,20,20,depth_scan
40,20,7,0.3710930818491171,0.2514132099522984,20,20,depth_scan
40,20,8,0.1011972901409963,0.224525288062379,20,20,depth_scan
40,20,9,0.0056412881211689,0.2267442802814193,20,20,depth_scan
16,12,10,0.9421282398371592,0.2757388663360114,20,20,n_scan
16,12,11,1.0433972670403926,0.277348324069333,20,20,n_scan
16,12,12,1.0660320041136455,0.4069526950765171,20,20,n_scan
16,12,13,1.0451512372779668,0.3219319026833332,20,20,n_scan
16,12,14,0.6188062875293252,0.3042315792033871,20,20,n_scan
16,12,15,0.9384941741265588,0.4582006855680235,20,20,n_scan
16,12,16,0.9265928986144728,0.4222534992407867,20,20,n_scan
16,12,17,1.0417931279095187,0.2309461991204686,20,20,n_scan
16,12,18,0.5037813055156724,0.3192445041606658,20,20,n_scan
16,12,19,0.4586293115804243,0.2146793925002287,20,20,n_scan
16,12,1,0.5206561034093482,0.2127370572328355,20,20,n_scan
16,12,20,0.4847928774195178,0.220695402933303,20,20,n_scan
16,12,21,0.8486299092448715,0.3342643237540095,20,20,n_scan
16,12,22,0.7664475926871557,0.314386299085843,20,20,n_scan
16,12,23,0.2157620061319132,0.173595851924817,20,20,n_scan
16,12,24,1.050960134747457,0.3865143707160102,20,20,n_scan
16,12,25,0.8280919706192926,0.3665978144279924,20,20,n_scan
16,12,26,0.6232375263942287,0.295835718052599,20,20,n_scan
16,12,27,1.410071143142429,0.3082701560959616,20,20,n_scan
16,12,28,0.6904379388212281,0.2477046701476218,20,20,n_scan
16,12,29,0.5155336592121738,0.2281196058186851,20,20,n_scan
16,12,2,0.8461989089291471,0.2735351097390606,20,20,n_scan
16,12,30,0.4872670594310713,0.237017231468062,20,20,n_scan
16,12,31,0.8552284428059072,0.3501800827283002,20,20,n_scan
16,12,32,0.05198542430441,0.1340195301035679,20,20,n_scan
16,12,33,0.3837260946247733,0.1860947982797559,20,20,n_scan
16,12,34,1.07389560780656,0.3127632477341174,20,20,n_scan
16,12,35,0.5823218614290295,0.276748978759004,20,20,n_scan
16,12,36,0.674792019235938,0.176407822598385,20,20,n_scan
16,12,37,0.8439545721488095,0.2381764408710013,20,20,n_scan
16,12,38,1.3117118937280257,0.459386112690255,20,20,n_scan
16,12,39,0.7834900716874731,0.2050533891330054,20,20,n_scan
16,12,3,1.112512311311733,0.3018695156858557,20,20,n_scan
16,12,40,0.8847567917316657,0.2538954027786705,20,20,n_scan
16,12,41,1.148731063914295,0.3555999072398516,20,20,n_scan
16,12,42,1.0562339297624268,0.339187063894741,20,20,n_scan
16,12,43,0.7847954606070253,0.2735731068128854,20,20,n_scan
16,12,44,0.7065068704240491,0.3959337968932231,20,20,n_scan
16,12,45,1.230946895263274,0.3312568495384903,20,20,n_scan
16,12,46,0.5803889321647644,0.192145611408209,20,20,n_scan
16,12,47,1.022852838982545,0.3528293055708726,20,20,n_scan
16,12,48,1.2198520720339707,0.3917436051033773,20,20,n_scan
16,12,49,0.1381643738442748,0.1883032842497156,20,20,n_scan
16,12,4,0.6786324373716841,0.3271817733966849,20,20,n_scan
16,12,50,0.7486668929092346,0.2829420131162722,20,20,n_scan
16,12,5,0.3724513201716821,0.2546228996246869,20,20,n_scan
16,12,6,0.4993872162329222,0.2268719598620142,20,20,n_scan
16,12,7,1.2731766617494942,0.281784134341018,20,20,n_scan
16,12,8,1.4410118468811168,0.4832490306084211,20,20,n_scan
16,12,9,0.6479074599790251,0.2077375697679802,20,20,n_scan
24,12,10,0.8897614469141888,0.2236718289932978,20,20,n_scan
24,12,11,0.5248413829763978,0.2701632250694242,20,20,n_scan
24,12,12,1.079931801218108,0.4208356835870786,20,20,n_scan
24,12,13,0.8660534456048743,0.2706078322076805,20,20,n_scan
24,12,14,0.8240489916060028,0.340432770069702,20,20,n_scan
24,12,15,0.5855866924065203,0.3013665344387163,20,20,n_scan
24,12,16,0.8514233492935226,0.3145341348964699,20,20,n_scan
24,12,17,0.4665196064022463,0.1998530863597054,20,20,n_scan
24,12,18,0.5015081911787194,0.229905282899885,20,20,n_scan
24,12,19,0.8469662680645793,0.3132303840397162,20,20,n_scan
24,12,1,0.569673944985053,0.2778164150789668,20,20,n_scan
24,12,20,0.6827811460631907,0.2697341041543978,20,20,n_scan
24,12,21,0.3210091107435135,0.3199156936387116,20,20,n_scan
24,12,22,0.2628052105697915,0.2405288466110979,20,20,n_scan
