uid,lat,lon,ref_cls,gmw_v4_qa
770194,-2.8623000000000003,-40.0117,1,0
1741652,22.0541,89.4163,1,0
873528,-4.9835,137.3367,1,0
234997,10.4653,-62.9679,1,0
1386694,4.6989,5.6335,1,0
30355,11.848500000000001,98.7033,1,0
2166443,21.813499999999998,89.5621,1,0
1167647,6.942900000000001,-58.35249999999999,1,0
1174186,0.9177,102.7075,1,0
861910,-4.9101,137.21550000000002,1,0
1137858,-2.8539000000000003,134.5009,1,0
364383,12.370700000000001,98.5501,1,0
1312297,-6.779699999999999,-34.9693,1,0
2197374,-17.3933,37.7745,1,0
2587559,-12.188129732848054,131.1157487564539,1,1
2555684,2.300155928697993,100.86214171835772,1,1
2214399,13.932500000000001,-16.5541,1,0
2413841,22.22238938725604,-105.59269460737757,1,0
1543660,9.534099999999999,-13.552900000000001,1,0
1449944,19.0039,72.91810000000001,1,0
2236169,7.9099,-12.5283,1,0
1057238,-2.1695,104.48490000000001,1,0
2062351,5.8513,5.2379,1,0
2333875,-2.320556320122716,104.85655499176734,1,0
536192,5.7089,118.13610000000001,1,0
419577,25.6353,-112.0833,1,0
2221773,13.5957,-16.0899,1,0
1808643,22.9253,-79.8617,1,0
1307157,10.3809,-65.9921,1,0
1881505,-2.6191,-79.9397,1,0
1548870,9.2687,-13.2847,1,0
1795326,-19.2515,35.55650000000001,1,0
543494,5.3829,118.8305,1,0
539139,5.5419,118.5061,1,0
307086,-1.6373,129.9193,1,0
1088712,4.2647,-51.5535,1,0
377138,1.7327,110.31309999999999,1,0
389587,-22.6209,150.7543,1,0
2117348,-8.325099999999999,116.7313,1,0
547401,-1.6303,116.47970000000001,1,0
1245965,25.195899999999998,-80.3719,1,0
1406300,20.8935,-75.6661,1,0
1810803,22.6513,-79.0481,1,0
1778103,11.0343,-15.2489,1,0
2143913,21.927899999999998,89.3445,1,0
140962,6.2489,117.6087,1,0
250902,10.003100000000002,-62.2001,1,0
501044,19.685299999999998,93.83109999999999,1,0
1195483,-1.4309,-45.39769999999999,1,0
467268,12.7501,-16.6029,1,0
919,-23.5195,150.6971,1,0
2097548,5.346100000000001,5.4365,1,0
646532,10.2013,-14.1375,1,0
1424775,-14.2071,48.020900000000005,1,0
89468,-8.889899999999999,39.40350000000001,1,0
1535872,9.7995,-13.7131,1,0
1407966,-15.818100000000001,45.7127,1,0
2351028,-1.593446384145724,-44.744332265080466,1,0
1818677,-6.3485,134.6427,1,0
440909,21.6969,88.3223,1,0
2607930,9.360302112687672,99.25931312117063,1,1
889778,3.9494999999999996,117.5599,1,0
232306,10.563300000000002,-62.7461,1,0
166037,5.2339,115.6173,1,0
766657,-2.4763,136.3099,1,0
253563,19.4039,-87.5259,1,0
2666794,20.4407,92.8593,1,1
531141,16.8995,-88.08709999999999,1,0
2114761,13.1955,98.5451,1,0
371127,12.1797,98.6801,1,0
1005220,-0.7847,-47.09409999999999,1,0
1431130,-2.9623000000000004,-41.204699999999995,1,0
148803,8.9429,-83.62089999999999,1,0
809881,9.973700000000001,98.6077,1,0
2382725,-8.136111454925778,146.1045551709525,1,0
723711,-5.082699999999999,137.5823,1,0
1676643,22.4431,89.4597,1,0
2596938,4.884505593754403,-6.214455441985063,1,1
549081,-1.8155000000000001,116.3853,1,0
926534,8.0027,-81.6039,1,0
1067531,9.301300000000001,-82.1759,1,0
628638,7.750900000000001,-81.19149999999999,1,0
2616682,22.899475038263986,-74.88333564818159,1,1
2328948,2.258998430079896,111.34588921394818,1,0
55313,-2.0057,132.15890000000002,1,0
2632494,20.93886696827178,-73.44021688514904,1,1
576783,1.6697000000000002,-50.0603,1,0
2094574,5.4422999999999995,5.7061,1,0
594667,20.9485,-90.27989999999998,1,0
740893,-5.3465,137.8275,1,0
1269450,-2.1189,137.2707,1,0
1694501,22.2423,89.2227,1,0
843794,-4.3315,105.79650000000001,1,0
1885954,8.6217,-12.9763,1,0
320086,-8.069099999999999,137.8447,1,0
2398767,25.26210952527851,-108.4074441790516,1,0
974113,4.3965000000000005,6.372699999999999,1,0
1513166,-13.4689,-39.082699999999996,1,0
281594,-3.3391,-80.1215,1,0
1550129,9.281500000000001,-13.139899999999999,1,0
1744642,22.030099999999997,89.66250000000001,1,0
1236304,25.5607,-80.3233,1,0
908381,19.9705,-90.4243,1,0
712627,4.1657,117.6105,1,0
2158235,21.890700000000002,89.6937,1,0
781735,-21.4009,43.481500000000004,1,0
2467283,4.8349,115.0981,1,1
115560,18.3823,-93.3081,1,0
2554748,21.51613869471151,87.11084766624711,1,1
636464,10.813899999999999,-14.6277,1,0
1997955,-2.4887,-43.8149,1,0
1717209,22.1685,89.4379,1,0
1707538,22.1989,89.5929,1,0
1659255,-7.7611,144.1249,1,1
2087931,5.5361,5.4853,1,0
1544070,9.5077,-13.527899999999999,1,0
1086798,4.4551,-51.5403,1,0
1451989,-9.2883,142.2695,1,0
2386784,0.827890078885922,117.92544442774337,1,0
1622273,-4.8597,136.8459,1,0
2590292,11.059471994120756,-74.84175501598381,1,1
293041,-2.1961000000000004,41.0043,1,0
1209233,-1.2905,131.53650000000002,1,0
408472,9.8119,-62.2391,1,0
1642302,-7.4875,144.68970000000002,1,1
1054143,-2.0873000000000004,104.64670000000001,1,0
697629,-2.5143000000000004,116.3045,1,0
1280936,-0.19090000000000001,103.49390000000001,1,0
2453977,8.45338401958001,-78.8938319139625,1,1
642975,10.563300000000002,-14.510499999999999,1,0
1384560,4.7719000000000005,5.7373,1,0
1724131,22.1093,89.0325,1,0
71765,-2.7911,-44.3123,1,0
2515176,-2.567993046012338,111.82102160588852,1,1
589631,-12.2843,136.6725,1,0
276522,18.6243,-95.7299,1,0
1939613,2.1216999999999997,111.40750000000001,1,0
1067951,8.9859,-13.2629,1,0
814715,9.1861,98.38810000000001,1,0
2445295,12.4641585325402,-61.485547392591556,1,1
1929461,0.07009999999999991,9.8423,1,0
1426818,-2.9081,135.95610000000002,1,0
1249235,1.9903,117.8189,1,0
1786903,12.7083,101.75450000000001,1,0
1346336,1.4591,127.5325,1,0
1840199,2.4979,-78.2171,1,0
613657,20.2985,-90.40990000000001,1,0
912624,-11.052299999999999,-37.232299999999995,1,0
7228,-0.5765,109.4221,1,0
1192409,-1.3607,-45.4905,1,0
2058287,5.9003000000000005,5.0973,1,0
1996895,-2.4127000000000005,-43.710499999999996,1,0
265278,22.015700000000002,88.81530000000001,1,0
520832,22.6877,-82.1695,1,0
1473046,18.5403,-92.2179,1,0
514195,10.4893,106.82469999999999,1,0
85477,0.11969999999999995,104.5159,1,0
996045,-0.6467,-47.7711,1,0
962458,4.4620999999999995,6.3165,1,0
1034971,-0.9983,-46.2465,1,0
582875,15.7913,94.9077,1,0
2336510,11.502112935230986,-16.196779379128305,1,0
2557292,0.718331824306759,104.61367154478806,1,1
1202689,-1.5999,-45.2787,1,0
1171765,18.020300000000002,94.48870000000001,1,0
2286518,-1.9774999999999998,137.2615,1,0
1986750,-2.6627,133.5319,1,0
59311,-2.0637000000000003,-44.5289,1,0
2492807,8.540885197820778,124.5453914974314,1,1
310736,22.2125,-105.5595,1,0
1058855,-2.2147,104.8743,1,0
2031210,-4.7465,122.46170000000001,1,0
1550422,9.229099999999999,-13.2893,1,0
299272,13.454699999999999,-15.9411,1,0
2510093,-17.20683009822158,-178.94800252194125,1,1
392756,-3.2751000000000006,132.7869,1,0
1119867,8.813099999999999,-78.7931,1,0
1570196,4.7221,8.7119,1,0
2074551,5.7639000000000005,5.4191,1,0
1729182,22.1245,89.4483,1,0
930270,4.7061,6.7477,1,0
2589190,9.472459239001383,-75.60394455424031,1,1
2121194,9.7991,-61.612899999999996,1,0
495612,-21.8829,166.0369,1,0
620488,20.0571,-90.3595,1,0
2099281,5.338100000000001,5.6480999999999995,1,0
90034,-8.9345,39.4801,1,0
1440837,-14.8399,47.90610000000001,1,0
433073,21.8461,88.71170000000001,1,0
2340287,15.27677764978135,-92.97455340138909,1,0
2446243,10.98412310586796,-64.15876151758992,1,1
2472685,-34.96069006438562,173.3097052902405,1,1
931507,4.7435,6.9955,1,0
2136965,21.9697,89.6713,1,0
1618877,-4.7844999999999995,136.7957,1,0
2013015,4.9293000000000005,100.52130000000001,1,0
69553,-2.7635000000000005,-44.10909999999999,1,0
2628509,25.507389054643827,-76.67904712924896,1,1
53878,-15.6207,-38.963699999999996,1,0
437421,21.759700000000002,88.5997,1,0
187372,16.825699999999998,82.2783,1,0
2189124,-0.7251,9.1253,1,0
360552,12.5289,98.3381,1,0
2600706,-16.816827011568027,178.5342101885208,1,1
1378367,4.8415,5.5061,1,0
1038673,7.8303,99.0807,1,0
331273,-8.0275,138.0109,1,0
595104,20.921499999999998,-90.26889999999999,1,0
574835,1.7261,-50.103699999999996,1,0
918028,-26.1303,-48.7879,1,0
328522,-8.3729,137.6609,1,0
2090636,5.4875,5.4083,1,0
2116438,-24.4261,-47.1335,1,0
1600564,-7.557300000000001,-34.91949999999999,1,0
2260706,8.589500000000001,104.79690000000001,1,0
1646248,-7.5365,144.7647,1,1
342237,-8.3097,138.0043,1,0
2467261,4.843100000000001,115.0843,1,1
1014315,-7.4536999999999995,131.3245,1,0
568229,1.8303,-50.4777,1,0
792821,-15.5509,46.9719,1,0
2077338,5.7427,5.3115,1,0
2057720,5.9737,5.201499999999999,1,0
623978,21.5959,91.8739,1,0
1592070,4.369700000000001,8.8977,1,0
2037356,10.5905,107.0179,1,0
1066028,-16.9583,123.21790000000001,1,0
1251748,1.8407,117.85849999999999,1,0
1008825,-10.9055,142.50750000000002,1,0
369287,12.234900000000001,98.6239,1,0
1601118,-7.6311,-34.866299999999995,1,0
1541322,9.602500000000001,-13.5283,1,0
2416495,4.385891532350404,6.470432092815283,1,0
2300740,1.3083,-78.8405,1,0
2268295,22.2027,-78.6791,1,0
2158741,21.8585,89.7149,1,0
835129,-1.1549,-46.2829,1,0
561210,-12.638499999999999,130.5785,1,0
1107585,-3.8433,144.1697,1,0
1999960,-2.5213,-43.8331,1,0
1141584,-2.7931,-42.0651,1,0
868115,-4.935899999999999,137.2757,1,0
573146,1.7411,-50.317499999999995,1,0
2529891,-9.023563158457955,159.11016916995118,1,1
2158825,21.8531,89.6725,1,0
1721347,22.175900000000002,89.73830000000001,1,0
1067036,-2.0065000000000004,146.5779,1,0
2672391,5.184076686754496,97.33407615442873,1,1
1000435,-0.7209,-47.9847,1,0
1469154,-9.7417,120.5925,1,0
1797375,-7.5066999999999995,139.16230000000002,1,0
1488797,-5.5585,149.48930000000001,1,0
1690823,22.2925,89.5323,1,0
91494,-2.6649000000000003,150.8485,1,0
697408,-2.5007,116.4215,1,0
1948716,-2.1501,133.7247,1,0
2174261,21.7323,89.0049,1,0
2643122,24.152222660814143,-76.48172694731291,1,1
2204903,-17.2137,38.2595,1,0
1542192,9.5501,-13.5753,1,0
58593,-2.0165,-44.5835,1,0
2624182,25.993457327062753,-77.30762406158021,1,1
1349849,1.6255,-49.92569999999999,1,0
1556698,8.3145,-82.37729999999999,1,0
373005,12.0401,98.7069,1,0
2365388,7.169445233054512,99.67344307757662,1,0
121107,-16.2441,44.8085,1,0
1989383,-2.7053000000000003,133.3453,1,0
805327,-8.405299999999999,143.6353,1,0
83492,12.0309,120.1547,1,0
1149288,11.3953,124.90830000000001,1,0
2309519,-4.969662907412206,11.973672784892345,1,0
673791,-12.9363,48.9381,1,0
2470784,-38.68381722177878,145.8088214083911,1,1
927839,4.787100000000001,6.7055,1,0
1373052,8.322700000000001,-80.3955,1,0
2004201,-2.5861000000000005,-43.613899999999994,1,0
1975810,-2.4951,133.8411,1,0
489489,-17.4657,177.6171,1,0
590478,-12.693299999999999,136.5999,1,0
2504491,6.717240619881598,116.6502520310176,1,1
1402866,4.4265,5.8313,1,0
1464568,1.0616999999999999,9.8717,1,0
365950,12.3359,98.61470000000001,1,0
205936,11.4323,-16.0073,1,0
1979381,-2.5261,133.7363,1,0
1705319,22.2237,89.4531,1,0
638474,10.7485,-14.639100000000001,1,0
1369176,15.8801,95.25130000000001,1,0
1506411,-2.6941,105.73610000000001,1,0
2360968,-0.541664841366285,103.3776673727857,1,0
369721,12.192499999999999,98.10270000000001,1,0
1215157,-1.4743000000000002,131.8333,1,0
2397530,9.871223479539477,125.9952222953981,1,0
1231886,-15.4307,47.2147,1,0
2601953,16.240180451804733,-61.55073306405535,1,1
988450,4.333699999999999,6.2829,1,0
2459353,26.698605866181445,-109.53673093081463,1,1
885373,-13.4111,48.78490000000001,1,0
195832,-1.9027,104.54090000000001,1,0
2403426,-21.29544483756887,43.61277740445488,1,0
2276657,-1.5357,137.6879,1,0
2533029,-10.35289239981028,161.4186220744161,1,1
438354,21.790300000000002,88.8101,1,0
2012760,4.9087000000000005,100.49870000000001,1,0
418298,-20.3519,164.37789999999998,1,0
957622,4.5055000000000005,6.7523,1,0
515051,10.5031,106.9353,1,0
2297473,1.5125,-78.8641,1,0
672330,-4.4279,135.35909999999998,1,0
2251554,7.5449,-12.5599,1,0
988922,4.3197,6.3523,1,0
907724,22.1169,91.0239,1,0
978090,4.3859,6.6877,1,0
1671205,-18.2521,146.2823,1,0
6926,-0.5967,109.39930000000001,1,0
1662110,-7.7913,144.2373,1,1
604763,20.6003,-90.4167,1,0
1522195,7.4773,122.9835,1,0
2462093,24.33883126836354,-111.45605294181792,1,1
1706548,22.2273,89.5265,1,0
2129470,21.9579,89.09649999999999,1,0
2405599,-8.058112859298904,137.86855539332845,1,0
1698277,22.2347,89.6125,1,0
1675198,-18.5613,146.3259,1,0
1138418,-2.6843000000000004,-42.716699999999996,1,0
2282157,-1.7501,137.2863,1,0
1642080,-7.4643,144.7125,1,1
2492467,8.899562593386937,125.021752980065,1,1
417399,-20.097900000000003,164.16570000000002,1,0
2032216,-10.0193,148.2527,1,0
99881,9.8415,-84.9301,1,0
1235277,-15.0163,129.5707,1,0
2338061,5.974334805114163,-10.106111086630792,1,0
1777549,11.1283,-15.0693,1,0
469627,12.6595,-16.7229,1,0
571500,1.7709,-50.132299999999994,1,0
1542758,9.545100000000001,-13.4957,1,0
746576,-5.1731,138.1363,1,0
2210690,-22.677500000000002,-43.0579,1,0
1515412,-13.8473,-39.043099999999995,1,0
1301507,13.889100000000001,124.3141,1,0
2324605,-5.185444024041677,137.76833263805122,1,0
1948371,-2.1235,133.7673,1,0
2582190,-0.52930665462712,-48.48401772779939,1,1
136102,6.5619,117.38910000000001,1,0
1299368,19.0019,94.0343,1,0
2518552,17.944962333872702,-76.82116464828239,1,1
2595082,22.86388201833899,70.38923736189618,1,1
2652738,10.533576844753329,104.27876532163974,1,1
402297,9.9849,-62.08089999999999,1,0
1547610,9.292100000000001,-13.3023,1,0
756070,-5.9247,138.26250000000002,1,0
1003909,-0.7721,-47.701499999999996,1,0
2878,-0.2817,109.0919,1,0
1561685,4.826300000000001,8.2515,1,0
1833014,2.6035,-78.3775,1,0
671658,-4.4091,135.33769999999998,1,0
2622534,25.301010087761828,-78.13752572880894,1,1
1697590,22.238300000000002,89.53190000000001,1,0
624216,21.498900000000003,91.8973,1,0
776377,5.9241,-55.92509999999999,1,0
1249482,1.9983,117.8351,1,0
2375397,4.363890327752702,6.35766588627469,1,0
2615432,24.115946719671545,-77.88304833169889,1,1
666465,3.6915,9.6433,1,0
1214246,-1.4651,131.5589,1,0
2141729,21.9457,89.1779,1,0
1421257,12.2697,92.91650000000001,1,0
907082,22.313299999999998,91.0159,1,0
2222490,13.4549,-16.6177,1,0
653133,-2.8235,106.0603,1,0
1630745,10.561900000000001,-61.4529,1,0
490471,-17.8103,177.36749999999998,1,0
1892990,-8.785300000000001,146.5967,1,0
1781197,-1.8089,105.7951,1,0
425518,21.923099999999998,88.5689,1,0
7823,-0.5673,109.47170000000001,1,0
1853444,10.148299999999999,-85.24609999999998,1,0
334728,-8.1601,138.8003,1,0
179999,-19.7269,34.7409,1,0
941307,4.6317,6.9585,1,0
1848914,-0.5353,117.5723,1,0
2493252,8.137541796310794,123.93070421325079,1,1
339746,-8.3009,138.3239,1,0
2000989,-2.5605,-43.7215,1,0
234877,10.4717,-62.991299999999995,1,0
1638037,-7.406899999999999,144.6031,1,1
1796987,-6.2520999999999995,38.85230000000001,1,0
376514,-21.5427,149.3895,1,0
720659,-5.0363,137.7067,1,0
1304208,15.1915,-92.8629,1,0
1736403,22.066499999999998,89.0181,1,0
536470,5.7217,118.3399,1,0
2402397,-22.72966564129815,-43.010335015730135,1,0
1390205,4.672700000000001,5.7650999999999994,1,0
2502792,29.20685970547566,-91.05932611639483,1,1
1665971,-12.3103,141.9309,1,0
1135507,-2.0905000000000005,134.3307,1,0
1884446,4.6973,97.9645,1,0
285685,8.824499999999999,105.2827,1,0
77826,-2.8697,-44.2707,1,0
693749,4.5649,118.38130000000001,1,0
89790,-8.9429,39.371900000000004,1,0
2112439,0.3983,128.46370000000002,1,0
11208,-0.7163,109.4089,1,0
2388548,5.861889653849418,5.340553854185793,1,0
770940,12.5561,124.3169,1,0
1326118,21.491300000000003,-88.5501,1,0
1120797,8.7179,-78.6703,1,0
1317809,5.6431000000000004,100.47650000000002,1,0
1961772,-2.2139,133.8781,1,0
7360,-0.5853,109.4341,1,0
2438130,18.44811892576751,-77.93742723759877,1,1
1652805,-7.6339,144.4429,1,1
930807,4.7277,6.8235,1,0
441331,21.7219,88.54990000000001,1,0
1727040,22.0849,89.24230000000001,1,0
1800561,10.9877,-71.8047,1,0
1616347,-4.7604999999999995,136.8471,1,0
42366,17.4979,-88.0763,1,0
411959,12.5667,102.06949999999999,1,0
1955654,-2.2021,133.63649999999998,1,0
1965980,-2.3193,133.94830000000002,1,0
1985658,-2.6611000000000002,133.42690000000002,1,0
183422,-7.9338999999999995,137.87609999999998,1,0
2241792,7.7335,-12.603900000000001,1,0
1612083,-4.653899999999999,136.2527,1,0
1084649,18.410500000000003,-91.5015,1,0
2141151,21.936899999999998,89.10950000000001,1,0
914082,-11.458699999999999,-37.41629999999999,1,0
248192,10.0427,-62.473699999999994,1,0
172005,-7.214099999999999,138.6739,1,0
860543,-4.9037,137.1487,1,0
2636869,23.49703850780461,-75.81682330012379,1,1
2125631,9.664900000000001,-61.848499999999994,1,0
825624,-1.0285,-46.2883,1,0
858392,-4.867900000000001,137.21630000000002,1,0
1430322,-2.8381000000000003,-41.9323,1,0
1767168,11.4365,-15.7143,1,0
1488721,-5.5351,149.50990000000002,1,0
349226,-8.3715,138.2841,1,0
425095,21.938499999999998,88.5139,1,0
1959081,-2.2067,133.53390000000002,1,0
1341002,18.681099999999997,-103.7141,1,0
2472513,-35.003366481724385,173.24489030457846,1,1
2194665,18.7905,-87.85889999999999,1,0
583493,8.003100000000002,99.0583,1,0
2158063,21.8553,89.6285,1,0
1466432,-2.1965000000000003,147.1793,1,1
2032044,-10.0019,148.24110000000002,1,0
2112307,0.5435000000000001,128.67170000000002,1,0
1144649,20.5653,-77.0093,1,0
