channel_index,channel,family,pressure_or_surface,state,weighted_mean,weighted_std,min,max,nh_weighted_mean,tropics_weighted_mean,sh_weighted_mean
13,T50,T,50,input_t6,0.02806351982909577,10.037745104327136,-42.93105697631836,45.203887939453125,0.08413310735963414,0.020731229481057028,-0.04161907853399303
13,T50,T,50,forecast_t12,-0.011544177518628301,9.917583178690704,-39.68898010253906,39.729095458984375,-0.003967173463480275,0.027237370353652444,-0.010739225356487697
14,T100,T,100,input_t0,0.09962524813174074,9.987539656388988,-45.67756271362305,40.53575897216797,0.044541791703544956,0.13152701420078988,0.1502075718352008
14,T100,T,100,input_t6,0.05267404526564002,9.954021912402546,-40.79498291015625,41.79866409301758,0.09429480288445313,0.15680414444045526,0.0001843124488999256
14,T100,T,100,forecast_t12,-0.044307753380760276,10.037249986975059,-48.45698547363281,46.314247131347656,-0.005990387730883828,-0.051660164352650896,-0.07237846980029188
15,T150,T,150,input_t0,0.0033928938730924656,9.971370535829864,-41.76594543457031,41.714839935302734,0.022296432422117554,-0.013149141949862126,-0.013208059852123553
15,T150,T,150,input_t6,0.056189250112437035,9.996623698127511,-38.70720672607422,44.255531311035156,-0.012331254266023097,0.10047062575745067,0.1328521083976972
15,T150,T,150,forecast_t12,0.0018101775667309248,9.977853963895537,-39.03070831298828,40.123817443847656,-0.10334270118807172,-0.0024166632250505605,0.10215545552279319
16,T200,T,200,input_t0,0.039528452798887864,9.978128296524469,-45.91869354248047,46.09273910522461,0.007497286654181289,0.011987619476508355,0.0802140237720242
16,T200,T,200,input_t6,0.0020495137233548398,10.041554710407521,-39.87063980102539,43.561100006103516,-0.002589135064766295,0.014472415026260248,-0.002691025016918666
16,T200,T,200,forecast_t12,-0.007457206343100674,10.039491614981287,-51.013587951660156,41.97475814819336,-0.025621980698523325,0.016962196751409434,0.005970899937413225
17,T250,T,250,input_t0,0.002021442408831309,9.963578435564624,-44.18046951293945,43.99143600463867,0.05066453594197183,0.08588241375277805,-0.04141950215295046
17,T250,T,250,input_t6,-0.0415538766685372,9.97100168794595,-41.57342529296875,43.63878631591797,-0.042793267912837274,0.03218407833323682,-0.03953077913645393
17,T250,T,250,forecast_t12,0.015774646186759163,9.951178080384674,-41.010948181152344,43.1651611328125,0.06177460009089905,0.04421104215294194,-0.028091331732002574
18,T300,T,300,input_t0,0.0415494237659935,9.993101227434702,-39.91304016113281,37.188446044921875,0.0074771752288464235,0.1255818480980497,0.07781811388934515
18,T300,T,300,input_t6,-0.03316692817282058,9.963401795324275,-42.79507064819336,39.88674545288086,0.0036779579169140676,-0.022153084264516565,-0.07255961483434244
18,T300,T,300,forecast_t12,-0.02439946652976811,10.029688685534284,-39.699031829833984,41.924827575683594,0.07875058507306586,0.03396009657208528,-0.1378071938313473
19,T400,T,400,input_t0,0.042546878138379325,9.998659791133013,-50.8574333190918,45.47909164428711,0.112797116370735,-0.015010569291863517,-0.024908362027033823
19,T400,T,400,input_t6,0.01791354739171918,10.016658070630262,-40.11199951171875,41.41754913330078,0.00806451181037987,0.034354991262853726,0.025285847269802552
19,T400,T,400,forecast_t12,-0.02772872665216894,10.013720545204102,-46.911773681640625,48.782127380371094,-0.06810406837940931,-0.12575319847090444,-0.0002560354765633567
20,T500,T,500,input_t0,0.029367900673658565,9.999940635950777,-41.63383102416992,40.39861297607422,0.09031766898659181,0.07247621139053174,-0.024524763569282498
20,T500,T,500,input_t6,-0.0072413629889601415,10.057255233531336,-36.687171936035156,48.49785614013672,0.02129430035141123,0.021034749108435283,-0.04949971320778593
20,T500,T,500,forecast_t12,0.052555326090395635,9.977745608113036,-42.40814208984375,41.27956008911133,0.04371925520244378,0.07643983569184526,0.05848521894154509
21,T600,T,600,input_t0,-0.05987860307294442,9.984957086618884,-39.522727966308594,39.177711486816406,-0.021353963507438952,-0.12140811111148238,-0.08535208168906774
21,T600,T,600,input_t6,0.01078126600531064,9.994378821173926,-40.69429397583008,43.209739685058594,0.007809211898494535,0.126810240440806,0.01884427854028606
21,T600,T,600,forecast_t12,-0.010044294780986658,9.974263925793645,-42.39202117919922,41.45456314086914,0.043190281074129415,-0.05988266041857175,-0.05950028750798414
22,T700,T,700,input_t0,-0.007762852741286545,10.011685161761974,-46.613731384277344,38.52610778808594,-0.007929960870248765,0.02110404520455828,-0.020789292567962876
22,T700,T,700,input_t6,-0.006723744622823393,9.94550321915549,-40.39320373535156,44.11241149902344,-0.030839121588933333,-0.053327374183061785,0.005563313090436687
22,T700,T,700,forecast_t12,-0.013574941221940773,9.974182083589241,-39.59063720703125,43.907779693603516,-0.025223114348645524,-0.00884107777913929,-0.004877321204074186
23,T850,T,850,input_t0,0.005524626299154393,10.024380233462955,-43.24994659423828,42.709774017333984,-0.003909555554031142,-0.009913131166925158,0.011149612773541229
23,T850,T,850,input_t6,-0.011082752123707101,10.016528574849348,-41.340328216552734,41.66397476196289,-0.018120565773446427,-0.05815287205213715,-0.010888182506328508
23,T850,T,850,forecast_t12,-0.023554232924737132,10.012426267153453,-40.92870330810547,42.58272171020508,0.004839233205922531,-0.0650537446298754,-0.0443744353864098
24,T925,T,925,input_t0,0.05553140909592583,10.003105425351727,-45.51311111450195,39.96089172363281,0.02254537768305565,0.074195228189936,0.07940772914944087
24,T925,T,925,input_t6,0.003950413841919102,10.027688502417728,-42.026954650878906,46.713680267333984,0.05496030407849286,0.036418237242124674,-0.04364039357060083
24,T925,T,925,forecast_t12,0.02176093857756268,10.031801754726635,-41.66321563720703,50.569923400878906,0.06510756268468884,0.07319356297221447,-0.033037644745021535
25,T1000,T,1000,input_t0,0.015837080226990166,10.011737702308903,-44.76667404174805,45.60295867919922,-0.017707952636421245,0.06717182980625441,0.05001630077669063
25,T1000,T,1000,input_t6,-0.03107504082006642,9.98255062284841,-40.757083892822266,45.73931121826172,-0.00887800374693287,-0.024963104142000606,-0.054698251790359385
25,T1000,T,1000,forecast_t12,-0.03737865040699153,10.03656825248659,-46.70769119262695,41.308780670166016,-0.05163513418161252,-0.11182686280671837,-0.022067090511777146
26,U50,U,50,input_t0,0.021365362949686797,10.033730832786246,-45.144630432128906,41.7662239074707,0.03524455700384989,0.05974637761775039,0.015124105205396294
26,U50,U,50,input_t6,0.013846624903436328,10.008418868324503,-47.75574493408203,43.91315460205078,0.04563626361619684,8.750297547150384e-05,-0.02811144684235269
26,U50,U,50,forecast_t12,0.0693164556691631,10.034347082891486,-44.35719299316406,39.82282638549805,0.07317745145480085,0.17092138708216453,0.07335252204653052
27,U100,U,100,input_t0,-0.002232850925856361,9.995534188287804,-42.089900970458984,40.433048248291016,-0.014652969047570215,0.13018806776708505,-0.00026747729758342726
27,U100,U,100,input_t6,-0.001353575948989419,9.99450110643449,-45.32929992675781,42.69020462036133,-0.029756165508873434,0.03498226051478201,0.034103680087777144
27,U100,U,100,forecast_t12,0.011732102312755722,10.043772091370109,-44.36780548095703,39.66791915893555,0.03426668153789494,-0.009770405695131984,-0.012948700930151925
28,U150,U,150,input_t0,-0.006436693654532151,9.997152511408817,-45.46543884277344,47.04155731201172,-0.004486454171754783,-0.07987374444992103,-0.011067482951114696
28,U150,U,150,input_t6,-0.022035484400403742,9.971249690497391,-43.51054763793945,39.55947494506836,-0.03342984364382579,-0.07229639277312656,-0.007260672843671382
28,U150,U,150,forecast_t12,0.020899164034564936,9.976147647278054,-45.13751983642578,39.055511474609375,-0.0023660684884774918,0.17455592614410892,0.04344765242211451
29,U200,U,200,input_t0,-0.019421276098348126,9.956629272201067,-46.253509521484375,42.80485153198242,-0.03670682799194155,-0.09520307945159155,0.018879541392668665
29,U200,U,200,input_t6,-0.04273304865244491,10.013776785715432,-49.35993194580078,41.16984558105469,0.013652453841222684,-0.0070332483055922474,-0.09633436809270095
29,U200,U,200,forecast_t12,0.00875886118260234,10.0027889252764,-39.73874282836914,48.29655456542969,0.06432830956694104,-0.028472528587782615,-0.013811286553218127
30,U250,U,250,input_t0,-0.04500108267101021,9.928858927171023,-41.1396484375,44.209476470947266,-0.03642426110979982,-0.07917314110003351,-0.05997539215831894
30,U250,U,250,input_t6,0.028881488003168178,10.014167023993801,-40.99951171875,43.666236877441406,0.035232693958989945,0.019611857311130975,0.02259925909903182
30,U250,U,250,forecast_t12,0.059054826598800875,10.000314095118613,-44.192928314208984,45.29058837890625,0.062150688396677777,0.10305105176840773,0.06353722446011312
31,U300,U,300,input_t0,0.0381180987269644,10.00358241844029,-40.37618637084961,43.14926528930664,0.06597753313696908,0.016564379415514256,0.023855567643681127
31,U300,U,300,input_t6,-0.024183870566553908,9.97716377236642,-42.10720443725586,47.776405334472656,-0.13249782648935723,0.060297690244909094,0.10528313514514859
31,U300,U,300,forecast_t12,-0.08650543717349557,10.004602141706528,-40.56766128540039,42.00474166870117,0.012561594029590527,-0.08905846988905654,-0.18430378724057586
32,U400,U,400,input_t0,-0.04862080303644567,10.05553578715782,-47.225730895996094,40.7950553894043,-0.07650922365793326,-0.10340372541708669,-0.02641576337024224
32,U400,U,400,input_t6,-0.03211608974869601,9.968323807894851,-45.852542877197266,39.627567291259766,-0.0016293144658075587,-0.09728233263722717,-0.0442217551980754
32,U400,U,400,forecast_t12,-0.05782427702904596,9.983681353976836,-41.55025863647461,40.71229934692383,-0.038205307853471,-0.09217294034256901,-0.09316958057662708
33,U500,U,500,input_t0,0.09757175033580831,10.034158291375757,-39.49327087402344,46.76359176635742,0.2004326115982792,0.04525689548864331,-0.0014142849042628174
33,U500,U,500,input_t6,-0.02584132071033678,9.973707064863886,-41.47979736328125,41.685176849365234,-0.1089912213519368,-0.05111074619313796,0.05622617195175266
33,U500,U,500,forecast_t12,0.01942780695397437,9.973780400832243,-45.44838333129883,39.77363967895508,0.1160480239599831,0.07236281354406732,-0.07069677061991632
34,U600,U,600,input_t0,-0.025374158444087632,9.998536678433245,-50.43589782714844,44.0540657043457,0.035582091467000504,-0.032207873331529004,-0.09343431317206788
34,U600,U,600,input_t6,-0.025936647553984827,10.019165627306359,-41.798065185546875,40.42090606689453,0.004527609906757833,-0.03782446326774381,-0.058825112438837396
34,U600,U,600,forecast_t12,0.01786894746953141,10.01530738136686,-42.68315887451172,40.31098937988281,-0.009697627728004088,0.06605287441267428,0.03547958245657023
35,U700,U,700,input_t0,-0.0064294347422527345,10.01510038962155,-45.45758056640625,42.15781784057617,0.039623737663376686,0.11387656940662637,-0.049767114409114833
35,U700,U,700,input_t6,0.0029919455124312933,9.976260064022402,-42.03981018066406,43.92184829711914,-0.012308775165174726,-0.0724031328734417,0.016162393345886296
35,U700,U,700,forecast_t12,-0.015102461807059734,10.026975623773588,-40.92603302001953,44.44496154785156,-0.09435789110698246,-0.025722394439684392,0.05990334803576343
36,U850,U,850,input_t0,-0.04694900870758135,9.98289478152286,-44.266239166259766,41.51457977294922,-0.0829300316941052,-0.07228716193671363,-0.035969995907813045
36,U850,U,850,input_t6,0.03901700219211784,10.011485610106043,-44.47943878173828,42.49198532104492,-0.04573266793618127,0.0673591245335453,0.13582575038792555
36,U850,U,850,forecast_t12,-0.027325834168746514,9.992191674457223,-40.058860778808594,43.2513427734375,0.05861484488587969,-0.04621343505074965,-0.11293423004543694
37,U925,U,925,input_t0,0.017168130771711542,9.980169077074908,-37.76534652709961,42.80230712890625,0.07177617619285713,1.902744802742321e-05,-0.0420338079117151
37,U925,U,925,input_t6,-0.07293492228832613,9.959499561435814,-46.255653381347656,40.99163818359375,-0.06407444751514972,-0.07111792949218738,-0.0839825377766655
37,U925,U,925,forecast_t12,-0.06188639814937646,9.997000878714791,-48.37348175048828,40.11769104003906,-0.13322682163525396,-0.1236439829078591,-0.004286346458177667
38,U1000,U,1000,input_t0,0.0047141632055643845,9.999902640826031,-43.378299713134766,44.564605712890625,0.0060743916466740105,0.05822105557867433,0.0038365902017091034
38,U1000,U,1000,input_t6,0.050312332597025076,9.987252822024073,-47.794288635253906,41.11935043334961,0.08054049992115521,0.024223955405390376,0.0324660749652638
38,U1000,U,1000,forecast_t12,-0.007840314258352861,10.02831653237556,-47.155006408691406,42.43471145629883,-0.006705459274008284,0.04756526585899553,-0.02774682053365785
39,V50,V,50,input_t0,0.06512998781298408,9.950085129819938,-41.70714569091797,42.82460021972656,0.03858806317787818,0.022170327313584356,0.08626260786396452
39,V50,V,50,input_t6,0.03624372550909028,10.027880098120598,-42.992637634277344,38.92133712768555,-0.03457529458272317,0.04063200485901703,0.10152658334608432
39,V50,V,50,forecast_t12,-0.02015060375163301,9.987101008283801,-44.259979248046875,42.62538146972656,-0.05069558264424314,-0.054988612340172126,0.01672716594776036
40,V100,V,100,input_t0,0.048096816650377766,10.013499882180628,-43.13671112060547,41.82273483276367,0.050705541717733706,-0.10992823557230218,0.0489653185229638
40,V100,V,100,input_t6,-0.08471786677848275,10.0121936164256,-44.37101364135742,43.15425491333008,-0.14441508055428803,-0.1202221287202997,-0.027587367563988913
40,V100,V,100,forecast_t12,0.024229903471273836,9.961910531384063,-43.23257064819336,40.6013298034668,0.10385757340108227,-0.09865181055776005,-0.053487366510666844
41,V150,V,150,input_t0,-0.010659034526573116,9.99887635578397,-42.1532096862793,40.29045104980469,0.04771157714735882,0.010133878438054616,-0.056441085182028616
41,V150,V,150,input_t6,-0.09509213188877352,9.987678365469538,-44.14529800415039,46.97844696044922,-0.11331404049511128,-0.1282739726133243,-0.0767230831730642
41,V150,V,150,forecast_t12,0.008957089999891307,10.004783548919418,-41.61125946044922,43.16530227661133,-0.00802025965050916,-0.06547857592752217,0.020809450805959754
42,V200,V,200,input_t0,0.010246023049898897,9.988501833357024,-41.12731170654297,48.58172607421875,-0.04325041122027009,-0.04983538852214842,0.07253090416888588
42,V200,V,200,input_t6,-0.006957320540532052,9.997458953382388,-42.669403076171875,46.898799896240234,0.06851165311149335,0.01948613847751099,-0.08794791958961273
42,V200,V,200,forecast_t12,-0.00414397272331596,10.03242669474446,-40.79032897949219,43.5658073425293,0.024311290217039393,0.008639413142983724,-0.03841129853097774
43,V250,V,250,input_t0,0.02311603108612823,10.044147200954209,-43.622596740722656,46.089317321777344,-0.002879010089719554,0.13111455042228204,0.06867168282112271
43,V250,V,250,input_t6,-0.04922058878862485,9.994318820852913,-38.24154281616211,40.181007385253906,-0.004810774091804018,-0.029398942541482072,-0.08830291479827644
43,V250,V,250,forecast_t12,0.06424820214870602,9.997519956594925,-45.07467269897461,42.32117462158203,0.07288329785528316,0.02689967512543293,0.051740012469022045
44,V300,V,300,input_t0,0.02479251415268581,10.011977788334578,-40.85378646850586,41.6126594543457,0.05690395271913798,-0.00489610304955745,-0.0019815270590385976
44,V300,V,300,input_t6,0.032345074427119064,10.002514826204308,-46.24935531616211,42.59312057495117,-0.023223515824623172,0.007238475981270232,0.08069325018446784
44,V300,V,300,forecast_t12,0.006118385024548819,10.003746263235307,-39.01996612548828,41.49858474731445,0.03436529003152116,0.023520687432438264,-0.019477570238040472
45,V400,V,400,input_t0,0.0009010845773348856,10.018619254622037,-43.72201919555664,53.11841583251953,-0.01535294393100266,0.09709096886869245,0.009080984526552116
45,V400,V,400,input_t6,-0.021781033459247222,9.965730493605333,-40.14310836791992,42.724021911621094,-0.06003622057914998,-0.0962624324749837,0.027457425297328104
45,V400,V,400,forecast_t12,0.02508626695257066,10.01844559720463,-41.93736267089844,43.648468017578125,0.06897896599766622,-0.029227635781379765,-0.02781743836445569
46,V500,V,500,input_t0,-0.02588598663869165,10.032246944404909,-42.017547607421875,42.9771728515625,0.003182265648967471,-0.041097364393832235,-0.059558925231956085
46,V500,V,500,input_t6,-0.03205980592037405,10.032649456306077,-45.0494384765625,42.61552429199219,-0.03930582223384285,0.059785864889601005,0.0024112182272113844
46,V500,V,500,forecast_t12,-0.034606362362051765,10.037749735029982,-39.479164123535156,43.83344650268555,0.022716756718162822,-0.10440945551167037,-0.08503167049359041
47,V600,V,600,input_t0,0.15288749903982649,10.008874957352642,-41.1014518737793,43.79705047607422,0.17593078590061423,0.1248701864454859,0.12843523739750975
47,V600,V,600,input_t6,0.046917125613015746,9.988912945224431,-42.419837951660156,41.16193389892578,0.04436707824876511,0.01964538079100519,0.05692893800133866
47,V600,V,600,forecast_t12,0.009341160030569185,10.016091501400307,-47.31109619140625,41.753326416015625,0.006560833380216135,0.12511016482696763,0.007747253559995991
48,V700,V,700,input_t0,0.044502091426783276,9.986867082521712,-45.889686584472656,42.45074462890625,0.003544821681161199,-0.06257062692936222,0.0752904864349185
48,V700,V,700,input_t6,-0.025316987037627244,10.037041569531356,-43.33633804321289,46.033905029296875,-0.03557243320242628,-0.05573367297196338,-0.020239800323235507
48,V700,V,700,forecast_t12,-0.07551260125886218,9.965959867714465,-42.237213134765625,38.23698043823242,-0.07024091536714673,-0.19923555737758813,-0.0689799945300797
49,V850,V,850,input_t0,-0.024851195253235106,10.070518761975702,-42.55462646484375,46.75747299194336,0.011634186213230603,-0.04393166621793699,-0.05897203095544449
49,V850,V,850,input_t6,0.0201058199681883,9.964134765869824,-43.689056396484375,40.188995361328125,0.04083475056794572,-0.043608291757538525,0.0017504621152475142
49,V850,V,850,forecast_t12,0.007499803186164332,9.958010246358342,-46.78756332397461,47.9265251159668,0.05869078936556213,0.017076707549840205,-0.05283270294385686
50,V925,V,925,input_t0,0.01517320117825479,9.978681441044177,-42.468048095703125,39.19942855834961,0.004275291666088509,-0.07645995831105647,0.029753343970978837
50,V925,V,925,input_t6,-0.026398893520193898,10.011156588171902,-41.026607513427734,41.45476531982422,-0.05579810481648013,0.006868543029648967,-0.0012601244638408835
50,V925,V,925,forecast_t12,-0.025277617563814695,9.94688222809423,-43.23786926269531,45.84979248046875,0.005934521912049643,0.0005589428905591089,-0.0507098214453063
51,V1000,V,1000,input_t0,0.028053635475539754,10.012388252683975,-40.7747688293457,42.628421783447266,0.09862131663951564,0.1452082804985122,-0.047214505908194024
51,V1000,V,1000,input_t6,-0.007041329245128851,9.970739508503556,-40.4039306640625,42.36164855957031,-0.0077858006056566054,-0.004907708604298934,-0.014920480444298993
51,V1000,V,1000,forecast_t12,0.023178612061936874,10.00900251336967,-41.98532485961914,42.1234130859375,0.07485277387584684,0.017840646164352665,-0.030107588845923707
52,R50,R,50,input_t0,0.0014164798664177691,9.947585919859305,-44.26090621948242,42.1922721862793,0.07244005933717383,-0.07898663380608517,-0.08388126486526312
52,R50,R,50,input_t6,-0.11590970006527973,10.015860152217837,-37.639488220214844,44.93152618408203,-0.10691253997552509,-0.05907374486185238,-0.1012920840815725
52,R50,R,50,forecast_t12,0.040712888528617396,10.00398740542673,-38.304813385009766,41.06036376953125,0.04464526253077045,0.09684938793428073,0.03301905228433585
53,R100,R,100,input_t0,0.012576795616393438,9.978370568495913,-38.44544982910156,41.74640655517578,0.01034263360257665,-0.05529673229773948,0.015155372789367266
53,R100,R,100,input_t6,0.03146084629631513,10.029416788952593,-44.31568908691406,42.69504165649414,0.018103985730643556,0.16116290836560668,0.04426165210494841
53,R100,R,100,forecast_t12,0.013811766839631008,10.001227632292716,-47.28791046142578,46.086578369140625,-0.028393062137821397,0.027987410351026434,0.04190996431961225
54,R150,R,150,input_t0,0.047470456745674225,10.0063940755825,-45.216888427734375,38.937374114990234,0.09262721726508588,0.1322818225726821,0.013488052614187965
54,R150,R,150,input_t6,-0.08503737211953298,10.022423418917926,-43.584442138671875,40.80937194824219,-0.1460045169461171,-0.060187518223506785,-0.019169910161022777
54,R150,R,150,forecast_t12,-0.10225604730827637,9.985088377627047,-45.952945709228516,42.60181427001953,-0.11810494812062504,-0.09554151789751796,-0.07838182031019765
55,R200,R,200,input_t0,-0.012301465799925675,9.939808496180223,-43.23324203491211,43.624366760253906,0.004573217641079323,-0.08108343158098319,-0.03193194310456229
55,R200,R,200,input_t6,-0.022989892498170624,9.956959178027533,-41.061649322509766,41.398475646972656,-0.053110080657151296,0.010506582024307773,-0.005913450741725118
55,R200,R,200,forecast_t12,0.018775053679349844,9.968971043891084,-45.64470291137695,42.95361328125,0.019455736626975688,0.09488497309786384,0.01823878093220428
56,R250,R,250,input_t0,0.05602291111357273,9.962287597613123,-43.49467849731445,41.47540283203125,0.05873703474390608,0.10921114406238236,0.05235936024115695
56,R250,R,250,input_t6,0.031190732819197705,9.978922263976314,-50.3740348815918,42.0673828125,-0.009055019507827751,-0.08717800629429963,0.07323457505928005
56,R250,R,250,forecast_t12,0.020720237769735413,10.023315463496449,-41.01272964477539,45.41055679321289,0.057315786851870616,0.023760056830447494,-0.017270965362384143
57,R300,R,300,input_t0,-0.06261247579332749,10.029281462013566,-40.24497985839844,47.69859313964844,0.025400705494572483,-0.1998517951094058,-0.1318643459948457
57,R300,R,300,input_t6,0.03548022422670613,9.980316546705142,-41.00109100341797,39.969627380371094,-0.06763125706873505,0.01255904987303986,0.13301883357067257
57,R300,R,300,forecast_t12,-0.012639412133547391,10.060317725029732,-43.027915954589844,44.34959030151367,-0.030983154649003055,0.042606677489364225,0.014826995321243819
58,R400,R,400,input_t0,-0.08149373339054361,9.993142815048124,-43.210784912109375,44.596534729003906,-0.07952965322271748,0.00033358506493946457,-0.07527716611888544
58,R400,R,400,input_t6,-0.0023062304355271025,9.995569954407795,-47.70665740966797,39.725364685058594,-0.035057475429416694,-0.03470137662590049,0.026389832793973767
