family,group,file,height,width,free_cells,obstacles,obstacle_density,agent_count_generated
empty,empty_maps_453_25_25,data/empty/empty_maps_453_25_25/eval_map_empty_5.npy,25,25,625,0,0.0,24
empty,empty_maps_453_25_25,data/empty/empty_maps_453_25_25/eval_map_empty_50.npy,25,25,625,0,0.0,24
empty,empty_maps_453_25_25,data/empty/empty_maps_453_25_25/eval_map_empty_6.npy,25,25,625,0,0.0,24
empty,empty_maps_453_25_25,data/empty/empty_maps_453_25_25/eval_map_empty_7.npy,25,25,625,0,0.0,24
empty,empty_maps_453_25_25,data/empty/empty_maps_453_25_25/eval_map_empty_8.npy,25,25,625,0,0.0,24
empty,empty_maps_453_25_25,data/empty/empty_maps_453_25_25/eval_map_empty_9.npy,25,25,625,0,0.0,24
empty,empty_maps_469_25_25,data/empty/empty_maps_469_25_25/eval_map_empty_1.npy,25,25,625,0,0.0,24
empty,empty_maps_469_25_25,data/empty/empty_maps_469_25_25/eval_map_empty_10.npy,25,25,625,0,0.0,24
empty,empty_maps_469_25_25,data/empty/empty_maps_469_25_25/eval_map_empty_11.npy,25,25,625,0,0.0,24
empty,empty_maps_469_25_25,data/empty/empty_maps_469_25_25/eval_map_empty_12.npy,25,25,625,0,0.0,24
empty,empty_maps_469_25_25,data/empty/empty_maps_469_25_25/eval_map_empty_13.npy,25,25,625,0,0.0,24
empty,empty_maps_469_25_25,data/empty/empty_maps_469_25_25/eval_map_empty_14.npy,25,25,625,0,0.0,24
empty,empty_maps_469_25_25,data/empty/empty_maps_469_25_25/eval_map_empty_15.npy,25,25,625,0,0.0,24
empty,empty_maps_469_25_25,data/empty/empty_maps_469_25_25/eval_map_empty_16.npy,25,25,625,0,0.0,24
empty,empty_maps_469_25_25,data/empty/empty_maps_469_25_25/eval_map_empty_17.npy,25,25,625,0,0.0,24
empty,empty_maps_469_25_25,data/empty/empty_maps_469_25_25/eval_map_empty_18.npy,25,25,625,0,0.0,24
empty,empty_maps_469_25_25,data/empty/empty_maps_469_25_25/eval_map_empty_19.npy,25,25,625,0,0.0,24
empty,empty_maps_469_25_25,data/empty/empty_maps_469_25_25/eval_map_empty_2.npy,25,25,625,0,0.0,24
empty,empty_maps_469_25_25,data/empty/empty_maps_469_25_25/eval_map_empty_20.npy,25,25,625,0,0.0,24
empty,empty_maps_469_25_25,data/empty/empty_maps_469_25_25/eval_map_empty_21.npy,25,25,625,0,0.0,24
empty,empty_maps_469_25_25,data/empty/empty_maps_469_25_25/eval_map_empty_22.npy,25,25,625,0,0.0,24
empty,empty_maps_469_25_25,data/empty/empty_maps_469_25_25/eval_map_empty_23.npy,25,25,625,0,0.0,24
empty,empty_maps_469_25_25,data/empty/empty_maps_469_25_25/eval_map_empty_24.npy,25,25,625,0,0.0,24
empty,empty_maps_469_25_25,data/empty/empty_maps_469_25_25/eval_map_empty_25.npy,25,25,625,0,0.0,24
empty,empty_maps_469_25_25,data/empty/empty_maps_469_25_25/eval_map_empty_26.npy,25,25,625,0,0.0,24
empty,empty_maps_469_25_25,data/empty/empty_maps_469_25_25/eval_map_empty_27.npy,25,25,625,0,0.0,24
empty,empty_maps_469_25_25,data/empty/empty_maps_469_25_25/eval_map_empty_28.npy,25,25,625,0,0.0,24
empty,empty_maps_469_25_25,data/empty/empty_maps_469_25_25/eval_map_empty_29.npy,25,25,625,0,0.0,24
empty,empty_maps_469_25_25,data/empty/empty_maps_469_25_25/eval_map_empty_3.npy,25,25,625,0,0.0,24
empty,empty_maps_469_25_25,data/empty/empty_maps_469_25_25/eval_map_empty_30.npy,25,25,625,0,0.0,24
empty,empty_maps_469_25_25,data/empty/empty_maps_469_25_25/eval_map_empty_31.npy,25,25,625,0,0.0,24
empty,empty_maps_469_25_25,data/empty/empty_maps_469_25_25/eval_map_empty_32.npy,25,25,625,0,0.0,24
empty,empty_maps_469_25_25,data/empty/empty_maps_469_25_25/eval_map_empty_33.npy,25,25,625,0,0.0,24
empty,empty_maps_469_25_25,data/empty/empty_maps_469_25_25/eval_map_empty_34.npy,25,25,625,0,0.0,24
empty,empty_maps_469_25_25,data/empty/empty_maps_469_25_25/eval_map_empty_35.npy,25,25,625,0,0.0,24
empty,empty_maps_469_25_25,data/empty/empty_maps_469_25_25/eval_map_empty_36.npy,25,25,625,0,0.0,24
empty,empty_maps_469_25_25,data/empty/empty_maps_469_25_25/eval_map_empty_37.npy,25,25,625,0,0.0,24
empty,empty_maps_469_25_25,data/empty/empty_maps_469_25_25/eval_map_empty_38.npy,25,25,625,0,0.0,24
empty,empty_maps_469_25_25,data/empty/empty_maps_469_25_25/eval_map_empty_39.npy,25,25,625,0,0.0,24
empty,empty_maps_469_25_25,data/empty/empty_maps_469_25_25/eval_map_empty_4.npy,25,25,625,0,0.0,24
empty,empty_maps_469_25_25,data/empty/empty_maps_469_25_25/eval_map_empty_40.npy,25,25,625,0,0.0,24
empty,empty_maps_469_25_25,data/empty/empty_maps_469_25_25/eval_map_empty_41.npy,25,25,625,0,0.0,24
empty,empty_maps_469_25_25,data/empty/empty_maps_469_25_25/eval_map_empty_42.npy,25,25,625,0,0.0,24
empty,empty_maps_469_25_25,data/empty/empty_maps_469_25_25/eval_map_empty_43.npy,25,25,625,0,0.0,24
empty,empty_maps_469_25_25,data/empty/empty_maps_469_25_25/eval_map_empty_44.npy,25,25,625,0,0.0,24
empty,empty_maps_469_25_25,data/empty/empty_maps_469_25_25/eval_map_empty_45.npy,25,25,625,0,0.0,24
empty,empty_maps_469_25_25,data/empty/empty_maps_469_25_25/eval_map_empty_46.npy,25,25,625,0,0.0,24
empty,empty_maps_469_25_25,data/empty/empty_maps_469_25_25/eval_map_empty_47.npy,25,25,625,0,0.0,24
empty,empty_maps_469_25_25,data/empty/empty_maps_469_25_25/eval_map_empty_48.npy,25,25,625,0,0.0,24
empty,empty_maps_469_25_25,data/empty/empty_maps_469_25_25/eval_map_empty_49.npy,25,25,625,0,0.0,24
empty,empty_maps_469_25_25,data/empty/empty_maps_469_25_25/eval_map_empty_5.npy,25,25,625,0,0.0,24
empty,empty_maps_469_25_25,data/empty/empty_maps_469_25_25/eval_map_empty_50.npy,25,25,625,0,0.0,24
empty,empty_maps_469_25_25,data/empty/empty_maps_469_25_25/eval_map_empty_6.npy,25,25,625,0,0.0,24
empty,empty_maps_469_25_25,data/empty/empty_maps_469_25_25/eval_map_empty_7.npy,25,25,625,0,0.0,24
empty,empty_maps_469_25_25,data/empty/empty_maps_469_25_25/eval_map_empty_8.npy,25,25,625,0,0.0,24
empty,empty_maps_469_25_25,data/empty/empty_maps_469_25_25/eval_map_empty_9.npy,25,25,625,0,0.0,24
empty,empty_maps_484_25_25,data/empty/empty_maps_484_25_25/eval_map_empty_1.npy,25,25,625,0,0.0,24
empty,empty_maps_484_25_25,data/empty/empty_maps_484_25_25/eval_map_empty_10.npy,25,25,625,0,0.0,24
empty,empty_maps_484_25_25,data/empty/empty_maps_484_25_25/eval_map_empty_11.npy,25,25,625,0,0.0,24
empty,empty_maps_484_25_25,data/empty/empty_maps_484_25_25/eval_map_empty_12.npy,25,25,625,0,0.0,24
empty,empty_maps_484_25_25,data/empty/empty_maps_484_25_25/eval_map_empty_13.npy,25,25,625,0,0.0,24
empty,empty_maps_484_25_25,data/empty/empty_maps_484_25_25/eval_map_empty_14.npy,25,25,625,0,0.0,24
empty,empty_maps_484_25_25,data/empty/empty_maps_484_25_25/eval_map_empty_15.npy,25,25,625,0,0.0,24
empty,empty_maps_484_25_25,data/empty/empty_maps_484_25_25/eval_map_empty_16.npy,25,25,625,0,0.0,24
empty,empty_maps_484_25_25,data/empty/empty_maps_484_25_25/eval_map_empty_17.npy,25,25,625,0,0.0,24
empty,empty_maps_484_25_25,data/empty/empty_maps_484_25_25/eval_map_empty_18.npy,25,25,625,0,0.0,24
empty,empty_maps_484_25_25,data/empty/empty_maps_484_25_25/eval_map_empty_19.npy,25,25,625,0,0.0,24
empty,empty_maps_484_25_25,data/empty/empty_maps_484_25_25/eval_map_empty_2.npy,25,25,625,0,0.0,24
empty,empty_maps_484_25_25,data/empty/empty_maps_484_25_25/eval_map_empty_20.npy,25,25,625,0,0.0,24
empty,empty_maps_484_25_25,data/empty/empty_maps_484_25_25/eval_map_empty_21.npy,25,25,625,0,0.0,24
empty,empty_maps_484_25_25,data/empty/empty_maps_484_25_25/eval_map_empty_22.npy,25,25,625,0,0.0,24
empty,empty_maps_484_25_25,data/empty/empty_maps_484_25_25/eval_map_empty_23.npy,25,25,625,0,0.0,24
empty,empty_maps_484_25_25,data/empty/empty_maps_484_25_25/eval_map_empty_24.npy,25,25,625,0,0.0,24
empty,empty_maps_484_25_25,data/empty/empty_maps_484_25_25/eval_map_empty_25.npy,25,25,625,0,0.0,24
empty,empty_maps_484_25_25,data/empty/empty_maps_484_25_25/eval_map_empty_26.npy,25,25,625,0,0.0,24
empty,empty_maps_484_25_25,data/empty/empty_maps_484_25_25/eval_map_empty_27.npy,25,25,625,0,0.0,24
empty,empty_maps_484_25_25,data/empty/empty_maps_484_25_25/eval_map_empty_28.npy,25,25,625,0,0.0,24
empty,empty_maps_484_25_25,data/empty/empty_maps_484_25_25/eval_map_empty_29.npy,25,25,625,0,0.0,24
empty,empty_maps_484_25_25,data/empty/empty_maps_484_25_25/eval_map_empty_3.npy,25,25,625,0,0.0,24
empty,empty_maps_484_25_25,data/empty/empty_maps_484_25_25/eval_map_empty_30.npy,25,25,625,0,0.0,24
empty,empty_maps_484_25_25,data/empty/empty_maps_484_25_25/eval_map_empty_31.npy,25,25,625,0,0.0,24
empty,empty_maps_484_25_25,data/empty/empty_maps_484_25_25/eval_map_empty_32.npy,25,25,625,0,0.0,24
empty,empty_maps_484_25_25,data/empty/empty_maps_484_25_25/eval_map_empty_33.npy,25,25,625,0,0.0,24
empty,empty_maps_484_25_25,data/empty/empty_maps_484_25_25/eval_map_empty_34.npy,25,25,625,0,0.0,24
empty,empty_maps_484_25_25,data/empty/empty_maps_484_25_25/eval_map_empty_35.npy,25,25,625,0,0.0,24
empty,empty_maps_484_25_25,data/empty/empty_maps_484_25_25/eval_map_empty_36.npy,25,25,625,0,0.0,24
empty,empty_maps_484_25_25,data/empty/empty_maps_484_25_25/eval_map_empty_37.npy,25,25,625,0,0.0,24
empty,empty_maps_484_25_25,data/empty/empty_maps_484_25_25/eval_map_empty_38.npy,25,25,625,0,0.0,24
empty,empty_maps_484_25_25,data/empty/empty_maps_484_25_25/eval_map_empty_39.npy,25,25,625,0,0.0,24
empty,empty_maps_484_25_25,data/empty/empty_maps_484_25_25/eval_map_empty_4.npy,25,25,625,0,0.0,24
empty,empty_maps_484_25_25,data/empty/empty_maps_484_25_25/eval_map_empty_40.npy,25,25,625,0,0.0,24
empty,empty_maps_484_25_25,data/empty/empty_maps_484_25_25/eval_map_empty_41.npy,25,25,625,0,0.0,24
empty,empty_maps_484_25_25,data/empty/empty_maps_484_25_25/eval_map_empty_42.npy,25,25,625,0,0.0,24
empty,empty_maps_484_25_25,data/empty/empty_maps_484_25_25/eval_map_empty_43.npy,25,25,625,0,0.0,24
empty,empty_maps_484_25_25,data/empty/empty_maps_484_25_25/eval_map_empty_44.npy,25,25,625,0,0.0,24
empty,empty_maps_484_25_25,data/empty/empty_maps_484_25_25/eval_map_empty_45.npy,25,25,625,0,0.0,24
empty,empty_maps_484_25_25,data/empty/empty_maps_484_25_25/eval_map_empty_46.npy,25,25,625,0,0.0,24
empty,empty_maps_484_25_25,data/empty/empty_maps_484_25_25/eval_map_empty_47.npy,25,25,625,0,0.0,24
empty,empty_maps_484_25_25,data/empty/empty_maps_484_25_25/eval_map_empty_48.npy,25,25,625,0,0.0,24
empty,empty_maps_484_25_25,data/empty/empty_maps_484_25_25/eval_map_empty_49.npy,25,25,625,0,0.0,24
empty,empty_maps_484_25_25,data/empty/empty_maps_484_25_25/eval_map_empty_5.npy,25,25,625,0,0.0,24
empty,empty_maps_484_25_25,data/empty/empty_maps_484_25_25/eval_map_empty_50.npy,25,25,625,0,0.0,24
empty,empty_maps_484_25_25,data/empty/empty_maps_484_25_25/eval_map_empty_6.npy,25,25,625,0,0.0,24
empty,empty_maps_484_25_25,data/empty/empty_maps_484_25_25/eval_map_empty_7.npy,25,25,625,0,0.0,24
empty,empty_maps_484_25_25,data/empty/empty_maps_484_25_25/eval_map_empty_8.npy,25,25,625,0,0.0,24
empty,empty_maps_484_25_25,data/empty/empty_maps_484_25_25/eval_map_empty_9.npy,25,25,625,0,0.0,24
empty,empty_maps_500_25_25,data/empty/empty_maps_500_25_25/eval_map_empty_1.npy,25,25,625,0,0.0,24
empty,empty_maps_500_25_25,data/empty/empty_maps_500_25_25/eval_map_empty_10.npy,25,25,625,0,0.0,24
empty,empty_maps_500_25_25,data/empty/empty_maps_500_25_25/eval_map_empty_11.npy,25,25,625,0,0.0,24
empty,empty_maps_500_25_25,data/empty/empty_maps_500_25_25/eval_map_empty_12.npy,25,25,625,0,0.0,24
empty,empty_maps_500_25_25,data/empty/empty_maps_500_25_25/eval_map_empty_13.npy,25,25,625,0,0.0,24
empty,empty_maps_500_25_25,data/empty/empty_maps_500_25_25/eval_map_empty_14.npy,25,25,625,0,0.0,24
empty,empty_maps_500_25_25,data/empty/empty_maps_500_25_25/eval_map_empty_15.npy,25,25,625,0,0.0,24
empty,empty_maps_500_25_25,data/empty/empty_maps_500_25_25/eval_map_empty_16.npy,25,25,625,0,0.0,24
empty,empty_maps_500_25_25,data/empty/empty_maps_500_25_25/eval_map_empty_17.npy,25,25,625,0,0.0,24
empty,empty_maps_500_25_25,data/empty/empty_maps_500_25_25/eval_map_empty_18.npy,25,25,625,0,0.0,24
empty,empty_maps_500_25_25,data/empty/empty_maps_500_25_25/eval_map_empty_19.npy,25,25,625,0,0.0,24
empty,empty_maps_500_25_25,data/empty/empty_maps_500_25_25/eval_map_empty_2.npy,25,25,625,0,0.0,24
empty,empty_maps_500_25_25,data/empty/empty_maps_500_25_25/eval_map_empty_20.npy,25,25,625,0,0.0,24
empty,empty_maps_500_25_25,data/empty/empty_maps_500_25_25/eval_map_empty_21.npy,25,25,625,0,0.0,24
empty,empty_maps_500_25_25,data/empty/empty_maps_500_25_25/eval_map_empty_22.npy,25,25,625,0,0.0,24
empty,empty_maps_500_25_25,data/empty/empty_maps_500_25_25/eval_map_empty_23.npy,25,25,625,0,0.0,24
empty,empty_maps_500_25_25,data/empty/empty_maps_500_25_25/eval_map_empty_24.npy,25,25,625,0,0.0,24
empty,empty_maps_500_25_25,data/empty/empty_maps_500_25_25/eval_map_empty_25.npy,25,25,625,0,0.0,24
empty,empty_maps_500_25_25,data/empty/empty_maps_500_25_25/eval_map_empty_26.npy,25,25,625,0,0.0,24
empty,empty_maps_500_25_25,data/empty/empty_maps_500_25_25/eval_map_empty_27.npy,25,25,625,0,0.0,24
empty,empty_maps_500_25_25,data/empty/empty_maps_500_25_25/eval_map_empty_28.npy,25,25,625,0,0.0,24
empty,empty_maps_500_25_25,data/empty/empty_maps_500_25_25/eval_map_empty_29.npy,25,25,625,0,0.0,24
empty,empty_maps_500_25_25,data/empty/empty_maps_500_25_25/eval_map_empty_3.npy,25,25,625,0,0.0,24
empty,empty_maps_500_25_25,data/empty/empty_maps_500_25_25/eval_map_empty_30.npy,25,25,625,0,0.0,24
empty,empty_maps_500_25_25,data/empty/empty_maps_500_25_25/eval_map_empty_31.npy,25,25,625,0,0.0,24
empty,empty_maps_500_25_25,data/empty/empty_maps_500_25_25/eval_map_empty_32.npy,25,25,625,0,0.0,24
empty,empty_maps_500_25_25,data/empty/empty_maps_500_25_25/eval_map_empty_33.npy,25,25,625,0,0.0,24
empty,empty_maps_500_25_25,data/empty/empty_maps_500_25_25/eval_map_empty_34.npy,25,25,625,0,0.0,24
empty,empty_maps_500_25_25,data/empty/empty_maps_500_25_25/eval_map_empty_35.npy,25,25,625,0,0.0,24
empty,empty_maps_500_25_25,data/empty/empty_maps_500_25_25/eval_map_empty_36.npy,25,25,625,0,0.0,24
empty,empty_maps_500_25_25,data/empty/empty_maps_500_25_25/eval_map_empty_37.npy,25,25,625,0,0.0,24
empty,empty_maps_500_25_25,data/empty/empty_maps_500_25_25/eval_map_empty_38.npy,25,25,625,0,0.0,24
empty,empty_maps_500_25_25,data/empty/empty_maps_500_25_25/eval_map_empty_39.npy,25,25,625,0,0.0,24
empty,empty_maps_500_25_25,data/empty/empty_maps_500_25_25/eval_map_empty_4.npy,25,25,625,0,0.0,24
empty,empty_maps_500_25_25,data/empty/empty_maps_500_25_25/eval_map_empty_40.npy,25,25,625,0,0.0,24
empty,empty_maps_500_25_25,data/empty/empty_maps_500_25_25/eval_map_empty_41.npy,25,25,625,0,0.0,24
empty,empty_maps_500_25_25,data/empty/empty_maps_500_25_25/eval_map_empty_42.npy,25,25,625,0,0.0,24
empty,empty_maps_500_25_25,data/empty/empty_maps_500_25_25/eval_map_empty_43.npy,25,25,625,0,0.0,24
empty,empty_maps_500_25_25,data/empty/empty_maps_500_25_25/eval_map_empty_44.npy,25,25,625,0,0.0,24
empty,empty_maps_500_25_25,data/empty/empty_maps_500_25_25/eval_map_empty_45.npy,25,25,625,0,0.0,24
empty,empty_maps_500_25_25,data/empty/empty_maps_500_25_25/eval_map_empty_46.npy,25,25,625,0,0.0,24
empty,empty_maps_500_25_25,data/empty/empty_maps_500_25_25/eval_map_empty_47.npy,25,25,625,0,0.0,24
empty,empty_maps_500_25_25,data/empty/empty_maps_500_25_25/eval_map_empty_48.npy,25,25,625,0,0.0,24
empty,empty_maps_500_25_25,data/empty/empty_maps_500_25_25/eval_map_empty_49.npy,25,25,625,0,0.0,24
empty,empty_maps_500_25_25,data/empty/empty_maps_500_25_25/eval_map_empty_5.npy,25,25,625,0,0.0,24
empty,empty_maps_500_25_25,data/empty/empty_maps_500_25_25/eval_map_empty_50.npy,25,25,625,0,0.0,24
empty,empty_maps_500_25_25,data/empty/empty_maps_500_25_25/eval_map_empty_6.npy,25,25,625,0,0.0,24
empty,empty_maps_500_25_25,data/empty/empty_maps_500_25_25/eval_map_empty_7.npy,25,25,625,0,0.0,24
empty,empty_maps_500_25_25,data/empty/empty_maps_500_25_25/eval_map_empty_8.npy,25,25,625,0,0.0,24
empty,empty_maps_500_25_25,data/empty/empty_maps_500_25_25/eval_map_empty_9.npy,25,25,625,0,0.0,24
maps_60_10_10_0.175,maps_60_10_10_0.175,data/maps_60_10_10_0.175/eval_map_1.npy,10,10,84,16,0.16,8
maps_60_10_10_0.175,maps_60_10_10_0.175,data/maps_60_10_10_0.175/eval_map_10.npy,10,10,82,18,0.18,8
maps_60_10_10_0.175,maps_60_10_10_0.175,data/maps_60_10_10_0.175/eval_map_100.npy,10,10,85,15,0.15,8
maps_60_10_10_0.175,maps_60_10_10_0.175,data/maps_60_10_10_0.175/eval_map_11.npy,10,10,79,21,0.21,8
maps_60_10_10_0.175,maps_60_10_10_0.175,data/maps_60_10_10_0.175/eval_map_12.npy,10,10,77,23,0.23,8
maps_60_10_10_0.175,maps_60_10_10_0.175,data/maps_60_10_10_0.175/eval_map_13.npy,10,10,85,15,0.15,8
maps_60_10_10_0.175,maps_60_10_10_0.175,data/maps_60_10_10_0.175/eval_map_14.npy,10,10,74,26,0.26,8
maps_60_10_10_0.175,maps_60_10_10_0.175,data/maps_60_10_10_0.175/eval_map_15.npy,10,10,79,21,0.21,8
maps_60_10_10_0.175,maps_60_10_10_0.175,data/maps_60_10_10_0.175/eval_map_16.npy,10,10,76,24,0.24,8
maps_60_10_10_0.175,maps_60_10_10_0.175,data/maps_60_10_10_0.175/eval_map_17.npy,10,10,84,16,0.16,8
maps_60_10_10_0.175,maps_60_10_10_0.175,data/maps_60_10_10_0.175/eval_map_18.npy,10,10,72,28,0.28,8
maps_60_10_10_0.175,maps_60_10_10_0.175,data/maps_60_10_10_0.175/eval_map_19.npy,10,10,76,24,0.24,8
maps_60_10_10_0.175,maps_60_10_10_0.175,data/maps_60_10_10_0.175/eval_map_2.npy,10,10,83,17,0.17,8
maps_60_10_10_0.175,maps_60_10_10_0.175,data/maps_60_10_10_0.175/eval_map_20.npy,10,10,85,15,0.15,8
maps_60_10_10_0.175,maps_60_10_10_0.175,data/maps_60_10_10_0.175/eval_map_21.npy,10,10,84,16,0.16,8
maps_60_10_10_0.175,maps_60_10_10_0.175,data/maps_60_10_10_0.175/eval_map_22.npy,10,10,85,15,0.15,8
maps_60_10_10_0.175,maps_60_10_10_0.175,data/maps_60_10_10_0.175/eval_map_23.npy,10,10,82,18,0.18,8
maps_60_10_10_0.175,maps_60_10_10_0.175,data/maps_60_10_10_0.175/eval_map_24.npy,10,10,79,21,0.21,8
maps_60_10_10_0.175,maps_60_10_10_0.175,data/maps_60_10_10_0.175/eval_map_25.npy,10,10,77,23,0.23,8
maps_60_10_10_0.175,maps_60_10_10_0.175,data/maps_60_10_10_0.175/eval_map_26.npy,10,10,78,22,0.22,8
maps_60_10_10_0.175,maps_60_10_10_0.175,data/maps_60_10_10_0.175/eval_map_27.npy,10,10,87,13,0.13,8
maps_60_10_10_0.175,maps_60_10_10_0.175,data/maps_60_10_10_0.175/eval_map_28.npy,10,10,81,19,0.19,8
maps_60_10_10_0.175,maps_60_10_10_0.175,data/maps_60_10_10_0.175/eval_map_29.npy,10,10,87,13,0.13,8
maps_60_10_10_0.175,maps_60_10_10_0.175,data/maps_60_10_10_0.175/eval_map_3.npy,10,10,83,17,0.17,8
maps_60_10_10_0.175,maps_60_10_10_0.175,data/maps_60_10_10_0.175/eval_map_30.npy,10,10,78,22,0.22,8
maps_60_10_10_0.175,maps_60_10_10_0.175,data/maps_60_10_10_0.175/eval_map_31.npy,10,10,78,22,0.22,8
maps_60_10_10_0.175,maps_60_10_10_0.175,data/maps_60_10_10_0.175/eval_map_32.npy,10,10,85,15,0.15,8
maps_60_10_10_0.175,maps_60_10_10_0.175,data/maps_60_10_10_0.175/eval_map_33.npy,10,10,85,15,0.15,8
maps_60_10_10_0.175,maps_60_10_10_0.175,data/maps_60_10_10_0.175/eval_map_34.npy,10,10,87,13,0.13,8
maps_60_10_10_0.175,maps_60_10_10_0.175,data/maps_60_10_10_0.175/eval_map_35.npy,10,10,85,15,0.15,8
maps_60_10_10_0.175,maps_60_10_10_0.175,data/maps_60_10_10_0.175/eval_map_36.npy,10,10,82,18,0.18,8
maps_60_10_10_0.175,maps_60_10_10_0.175,data/maps_60_10_10_0.175/eval_map_37.npy,10,10,75,25,0.25,8
