precision,recall,threshold,dataset,label
0.8516483516483516,0.8806818181818182,0.57,raw_pose_sample,Attack
0.85,0.8693181818181818,0.575,raw_pose_sample,Attack
0.848314606741573,0.8579545454545454,0.585,raw_pose_sample,Attack
0.8465909090909091,0.8465909090909091,0.59,raw_pose_sample,Attack
0.8457142857142858,0.8409090909090909,0.595,raw_pose_sample,Attack
0.8430232558139535,0.8238636363636364,0.6,raw_pose_sample,Attack
0.8470588235294118,0.8181818181818182,0.605,raw_pose_sample,Attack
0.8520710059171598,0.8181818181818182,0.61,raw_pose_sample,Attack
0.8502994011976048,0.8068181818181818,0.615,raw_pose_sample,Attack
0.8475609756097561,0.7897727272727273,0.62,raw_pose_sample,Attack
0.8466257668711656,0.7840909090909091,0.625,raw_pose_sample,Attack
0.845679012345679,0.7784090909090909,0.635,raw_pose_sample,Attack
0.84375,0.7670454545454546,0.64,raw_pose_sample,Attack
0.8407643312101911,0.75,0.645,raw_pose_sample,Attack
0.8451612903225807,0.7443181818181818,0.66,raw_pose_sample,Attack
0.8441558441558441,0.7386363636363636,0.665,raw_pose_sample,Attack
0.8410596026490066,0.7215909090909091,0.67,raw_pose_sample,Attack
0.84,0.7159090909090909,0.675,raw_pose_sample,Attack
0.8378378378378378,0.7045454545454546,0.68,raw_pose_sample,Attack
0.8402777777777778,0.6875,0.685,raw_pose_sample,Attack
0.8391608391608392,0.6818181818181818,0.695,raw_pose_sample,Attack
0.8357142857142857,0.6647727272727273,0.7,raw_pose_sample,Attack
0.8333333333333334,0.6534090909090909,0.705,raw_pose_sample,Attack
0.8283582089552238,0.6306818181818182,0.71,raw_pose_sample,Attack
0.8257575757575758,0.6193181818181818,0.715,raw_pose_sample,Attack
0.823076923076923,0.6079545454545454,0.72,raw_pose_sample,Attack
0.8203125,0.5965909090909091,0.725,raw_pose_sample,Attack
0.8145161290322581,0.5738636363636364,0.73,raw_pose_sample,Attack
0.819672131147541,0.5681818181818182,0.735,raw_pose_sample,Attack
0.8135593220338984,0.5454545454545454,0.74,raw_pose_sample,Attack
0.8173913043478261,0.5340909090909091,0.745,raw_pose_sample,Attack
0.8141592920353983,0.5227272727272727,0.75,raw_pose_sample,Attack
0.8148148148148148,0.5,0.765,raw_pose_sample,Attack
0.8095238095238095,0.48295454545454547,0.77,raw_pose_sample,Attack
0.8076923076923077,0.4772727272727273,0.775,raw_pose_sample,Attack
0.803921568627451,0.4659090909090909,0.78,raw_pose_sample,Attack
0.8,0.45454545454545453,0.785,raw_pose_sample,Attack
0.7916666666666666,0.4318181818181818,0.79,raw_pose_sample,Attack
0.7872340425531915,0.42045454545454547,0.795,raw_pose_sample,Attack
0.7849462365591398,0.4147727272727273,0.8,raw_pose_sample,Attack
0.7802197802197802,0.4034090909090909,0.805,raw_pose_sample,Attack
0.7727272727272727,0.38636363636363635,0.81,raw_pose_sample,Attack
0.7738095238095238,0.3693181818181818,0.815,raw_pose_sample,Attack
0.7682926829268293,0.35795454545454547,0.82,raw_pose_sample,Attack
0.7654320987654321,0.3522727272727273,0.825,raw_pose_sample,Attack
0.75,0.32386363636363635,0.83,raw_pose_sample,Attack
0.7605633802816901,0.3068181818181818,0.835,raw_pose_sample,Attack
0.75,0.2897727272727273,0.84,raw_pose_sample,Attack
0.7611940298507462,0.2897727272727273,0.845,raw_pose_sample,Attack
0.75,0.2727272727272727,0.85,raw_pose_sample,Attack
0.7419354838709677,0.26136363636363635,0.855,raw_pose_sample,Attack
0.7377049180327869,0.2556818181818182,0.86,raw_pose_sample,Attack
0.7457627118644068,0.25,0.865,raw_pose_sample,Attack
0.7407407407407407,0.22727272727272727,0.87,raw_pose_sample,Attack
0.7254901960784313,0.21022727272727273,0.875,raw_pose_sample,Attack
0.7291666666666666,0.19886363636363635,0.885,raw_pose_sample,Attack
0.717391304347826,0.1875,0.89,raw_pose_sample,Attack
0.7209302325581395,0.17613636363636365,0.895,raw_pose_sample,Attack
0.7105263157894737,0.1534090909090909,0.9,raw_pose_sample,Attack
0.7027027027027027,0.14772727272727273,0.905,raw_pose_sample,Attack
0.7058823529411765,0.13636363636363635,0.91,raw_pose_sample,Attack
0.6875,0.125,0.915,raw_pose_sample,Attack
0.6551724137931034,0.10795454545454546,0.92,raw_pose_sample,Attack
0.6296296296296297,0.09659090909090909,0.925,raw_pose_sample,Attack
0.6086956521739131,0.07954545454545454,0.93,raw_pose_sample,Attack
0.5555555555555556,0.056818181818181816,0.935,raw_pose_sample,Attack
0.5294117647058824,0.05113636363636364,0.94,raw_pose_sample,Attack
0.5,0.03409090909090909,0.945,raw_pose_sample,Attack
0.4,0.022727272727272728,0.95,raw_pose_sample,Attack
0.375,0.017045454545454544,0.97,raw_pose_sample,Attack
0.2,0.005681818181818182,0.975,raw_pose_sample,Attack
0.25,0.005681818181818182,0.98,raw_pose_sample,Attack
0.5,0.005681818181818182,0.985,raw_pose_sample,Attack
1.0,0.005681818181818182,0.99,raw_pose_sample,Attack
1.0,0.0,,raw_pose_sample,Attack
0.13409961685823754,1.0,0.0,raw_pose_sample,Sniffing
0.3465346534653465,1.0,0.005,raw_pose_sample,Sniffing
0.43478260869565216,1.0,0.01,raw_pose_sample,Sniffing
0.5109489051094891,1.0,0.015,raw_pose_sample,Sniffing
0.5555555555555556,1.0,0.02,raw_pose_sample,Sniffing
0.5932203389830508,1.0,0.025,raw_pose_sample,Sniffing
0.6140350877192983,1.0,0.03,raw_pose_sample,Sniffing
0.6306306306306306,1.0,0.035,raw_pose_sample,Sniffing
0.6542056074766355,1.0,0.05,raw_pose_sample,Sniffing
0.660377358490566,1.0,0.055,raw_pose_sample,Sniffing
0.6730769230769231,1.0,0.07,raw_pose_sample,Sniffing
0.6796116504854369,1.0,0.075,raw_pose_sample,Sniffing
0.6862745098039216,1.0,0.08,raw_pose_sample,Sniffing
0.7,1.0,0.085,raw_pose_sample,Sniffing
0.7070707070707071,1.0,0.115,raw_pose_sample,Sniffing
0.7216494845360825,1.0,0.12,raw_pose_sample,Sniffing
0.7368421052631579,1.0,0.125,raw_pose_sample,Sniffing
0.7446808510638298,1.0,0.135,raw_pose_sample,Sniffing
0.7526881720430108,1.0,0.14,raw_pose_sample,Sniffing
0.7692307692307693,1.0,0.16,raw_pose_sample,Sniffing
0.7777777777777778,1.0,0.17,raw_pose_sample,Sniffing
0.7865168539325843,1.0,0.235,raw_pose_sample,Sniffing
0.7954545454545454,1.0,0.24,raw_pose_sample,Sniffing
0.7931034482758621,0.9857142857142858,0.27,raw_pose_sample,Sniffing
0.7906976744186046,0.9714285714285714,0.3,raw_pose_sample,Sniffing
0.8,0.9714285714285714,0.355,raw_pose_sample,Sniffing
0.7976190476190477,0.9571428571428572,0.36,raw_pose_sample,Sniffing
0.8072289156626506,0.9571428571428572,0.43,raw_pose_sample,Sniffing
0.8048780487804879,0.9428571428571428,0.465,raw_pose_sample,Sniffing
0.8024691358024691,0.9285714285714286,0.47,raw_pose_sample,Sniffing
0.8125,0.9285714285714286,0.485,raw_pose_sample,Sniffing
0.810126582278481,0.9142857142857143,0.49,raw_pose_sample,Sniffing
0.8076923076923077,0.9,0.52,raw_pose_sample,Sniffing
0.8181818181818182,0.9,0.54,raw_pose_sample,Sniffing
0.8157894736842105,0.8857142857142857,0.545,raw_pose_sample,Sniffing
0.8266666666666667,0.8857142857142857,0.575,raw_pose_sample,Sniffing
0.8243243243243243,0.8714285714285714,0.58,raw_pose_sample,Sniffing
0.821917808219178,0.8571428571428571,0.59,raw_pose_sample,Sniffing
0.8333333333333334,0.8571428571428571,0.6,raw_pose_sample,Sniffing
0.8450704225352113,0.8571428571428571,0.605,raw_pose_sample,Sniffing
0.855072463768116,0.8428571428571429,0.61,raw_pose_sample,Sniffing
0.8529411764705882,0.8285714285714286,0.615,raw_pose_sample,Sniffing
0.8507462686567164,0.8142857142857143,0.62,raw_pose_sample,Sniffing
0.8461538461538461,0.7857142857142857,0.63,raw_pose_sample,Sniffing
0.84375,0.7714285714285715,0.645,raw_pose_sample,Sniffing
0.8387096774193549,0.7428571428571429,0.65,raw_pose_sample,Sniffing
0.8524590163934426,0.7428571428571429,0.66,raw_pose_sample,Sniffing
0.8448275862068966,0.7,0.665,raw_pose_sample,Sniffing
0.8421052631578947,0.6857142857142857,0.67,raw_pose_sample,Sniffing
0.8518518518518519,0.6571428571428571,0.68,raw_pose_sample,Sniffing
0.8679245283018868,0.6571428571428571,0.695,raw_pose_sample,Sniffing
0.8653846153846154,0.6428571428571429,0.7,raw_pose_sample,Sniffing
0.86,0.6142857142857143,0.71,raw_pose_sample,Sniffing
0.8775510204081632,0.6142857142857143,0.715,raw_pose_sample,Sniffing
0.875,0.6,0.72,raw_pose_sample,Sniffing
0.8723404255319149,0.5857142857142857,0.73,raw_pose_sample,Sniffing
0.8666666666666667,0.5571428571428572,0.735,raw_pose_sample,Sniffing
0.8636363636363636,0.5428571428571428,0.74,raw_pose_sample,Sniffing
0.8604651162790697,0.5285714285714286,0.745,raw_pose_sample,Sniffing
0.8571428571428571,0.5142857142857142,0.77,raw_pose_sample,Sniffing
0.8780487804878049,0.5142857142857142,0.775,raw_pose_sample,Sniffing
0.868421052631579,0.4714285714285714,0.78,raw_pose_sample,Sniffing
0.8648648648648649,0.45714285714285713,0.785,raw_pose_sample,Sniffing
0.9090909090909091,0.42857142857142855,0.805,raw_pose_sample,Sniffing
0.9,0.38571428571428573,0.81,raw_pose_sample,Sniffing
0.896551724137931,0.37142857142857144,0.815,raw_pose_sample,Sniffing
0.875,0.3,0.835,raw_pose_sample,Sniffing
0.8695652173913043,0.2857142857142857,0.84,raw_pose_sample,Sniffing
0.8636363636363636,0.2714285714285714,0.845,raw_pose_sample,Sniffing
0.8571428571428571,0.2571428571428571,0.85,raw_pose_sample,Sniffing
0.85,0.24285714285714285,0.86,raw_pose_sample,Sniffing
0.8421052631578947,0.22857142857142856,0.885,raw_pose_sample,Sniffing
0.8235294117647058,0.2,0.89,raw_pose_sample,Sniffing
0.8,0.17142857142857143,0.905,raw_pose_sample,Sniffing
0.7857142857142857,0.15714285714285714,0.91,raw_pose_sample,Sniffing
0.75,0.12857142857142856,0.915,raw_pose_sample,Sniffing
0.625,0.07142857142857142,0.92,raw_pose_sample,Sniffing
0.7142857142857143,0.07142857142857142,0.93,raw_pose_sample,Sniffing
0.6666666666666666,0.05714285714285714,0.935,raw_pose_sample,Sniffing
1.0,0.04285714285714286,0.945,raw_pose_sample,Sniffing
1.0,0.02857142857142857,0.96,raw_pose_sample,Sniffing
1.0,0.014285714285714285,0.975,raw_pose_sample,Sniffing
1.0,0.0,,raw_pose_sample,Sniffing
0.16666666666666666,1.0,0.0,engineered_reference_subset,Attack
0.625,1.0,0.005,engineered_reference_subset,Attack
0.6521739130434783,1.0,0.04,engineered_reference_subset,Attack
0.7142857142857143,1.0,0.12,engineered_reference_subset,Attack
0.75,1.0,0.17,engineered_reference_subset,Attack
0.7894736842105263,1.0,0.18,engineered_reference_subset,Attack
0.8333333333333334,1.0,0.195,engineered_reference_subset,Attack
0.8823529411764706,1.0,0.475,engineered_reference_subset,Attack
0.9375,1.0,0.55,engineered_reference_subset,Attack
0.9333333333333333,0.9333333333333333,0.555,engineered_reference_subset,Attack
1.0,0.9333333333333333,0.61,engineered_reference_subset,Attack
1.0,0.8666666666666667,0.885,engineered_reference_subset,Attack
1.0,0.7333333333333333,0.89,engineered_reference_subset,Attack
1.0,0.6666666666666666,0.92,engineered_reference_subset,Attack
1.0,0.6,0.975,engineered_reference_subset,Attack
1.0,0.4666666666666667,0.98,engineered_reference_subset,Attack
1.0,0.2,0.99,engineered_reference_subset,Attack
1.0,0.13333333333333333,0.995,engineered_reference_subset,Attack
1.0,0.0,,engineered_reference_subset,Attack
0.03333333333333333,1.0,0.0,engineered_reference_subset,Sniffing
0.125,1.0,0.005,engineered_reference_subset,Sniffing
0.21428571428571427,1.0,0.01,engineered_reference_subset,Sniffing
0.3,1.0,0.015,engineered_reference_subset,Sniffing
0.3333333333333333,1.0,0.025,engineered_reference_subset,Sniffing
0.375,1.0,0.07,engineered_reference_subset,Sniffing
0.42857142857142855,1.0,0.075,engineered_reference_subset,Sniffing
0.5,1.0,0.085,engineered_reference_subset,Sniffing
0.6,1.0,0.27,engineered_reference_subset,Sniffing
0.75,1.0,0.34,engineered_reference_subset,Sniffing
1.0,1.0,0.465,engineered_reference_subset,Sniffing
1.0,0.6666666666666666,0.875,engineered_reference_subset,Sniffing
1.0,0.3333333333333333,0.895,engineered_reference_subset,Sniffing
1.0,0.0,,engineered_reference_subset,Sniffing
