feature,dynamic_score,pseudotime_abs_spearman,smoothness_score,variance_score
Int_MeanEdge_YAP_cell,0.7921674118612925,0.44322848987056274,0.7499736056150128,1.0000000000000009
Int_Med_p27_ring,0.7882809883740387,0.4397050989129368,0.7511452722089672,0.9999999999999899
Int_Med_p27_cyto,0.7882809883740387,0.4397050989129368,0.7511452722089672,0.9999999999999899
Int_Med_p27_cell,0.7860720406272058,0.4577263728350774,0.6797979428206407,0.9999999999999967
Int_Med_cJun_cell,0.7771714258132247,0.44761764829312983,0.6898161390866224,1.0000000000000189
Int_MeanEdge_S6_cell,0.7754767574963584,0.4368557230042944,0.7235055503351004,0.9999999999999987
Int_Med_Fra1_cell,0.7653216185313328,0.4225102924038074,0.7450484266273127,0.9999999999999826
Int_Med_cMyc_cell,0.762267392560263,0.4115473879978977,0.7754377644793669,0.9999999999999997
Int_Med_cJun_ring,0.7622219608462365,0.4409584542456753,0.6695302809677934,1.0000000000000029
Int_Med_cJun_cyto,0.7622219608462365,0.4409584542456753,0.6695302809677934,1.0000000000000029
Int_Med_DNA_ring,0.7558236979686997,0.4396679908055784,0.6552390986718628,1.000000000000013
Int_Med_DNA_cyto,0.7558236979686997,0.4396679908055784,0.6552390986718628,1.000000000000013
Int_Med_pp65_cell,0.7528346830335749,0.41086664163694125,0.749975026521228,1.000000000000006
Int_Med_p53_cell,0.7525905520798111,0.43787710547743075,0.6521130536964006,1.0000000000000024
Int_Med_pS6_cell,0.7500328342716098,0.42488434198924596,0.6912716590526804,0.9999999999999983
Int_Med_pS6_cyto,0.7450635734452099,0.42755188276349954,0.6669743835359365,1.0000000000000053
Int_Med_pS6_ring,0.7450635734452099,0.42755188276349954,0.6669743835359365,1.0000000000000053
Int_Med_pH2AX_ring,0.7443365351203146,0.39745005819815526,0.7730803857130772,1.0000000000000158
Int_Med_pH2AX_cyto,0.7443365351203146,0.39745005819815526,0.7730803857130772,1.0000000000000158
Int_Med_CDK4_ring,0.7272668059927417,0.4237667348147548,0.6279273575461432,1.0000000000000073
Int_Med_CDK4_cyto,0.7272668059927417,0.4237667348147548,0.6279273575461432,1.0000000000000073
Int_Med_pp21_cell,0.725659283308811,0.41914470644844676,0.6397932924500017,1.0000000000000056
Int_MeanEdge_pS6_cell,0.7228502988003925,0.4071015286729076,0.6747933503869072,0.9999999999999999
Int_Med_pp53_ring,0.7215787667259588,0.4014803515039767,0.6912467740279247,1.0000000000000044
Int_Med_pp53_cyto,0.7215787667259588,0.4014803515039767,0.6912467740279247,1.0000000000000044
Int_Med_CDK6_cell,0.7184515312819133,0.4113590576506165,0.6464659536798683,0.9999999999999997
Int_Med_Skp2_ring,0.715853962406946,0.3960271005291094,0.6939192455293559,0.9999999999999928
Int_Med_Skp2_cyto,0.715853962406946,0.3960271005291094,0.6939192455293559,0.9999999999999928
Int_Med_GSK3b_cell,0.7140422404301994,0.3757715441756551,0.7614049028633298,1.0000000000000013
Int_Med_pp38_cell,0.71279796816895,0.3813938936644367,0.737503113924384,1.0000000000000069
Int_Med_Fra1_cyto,0.71198953566767,0.3960720031658619,0.6823230982637382,0.999999999999967
Int_Med_Fra1_ring,0.71198953566767,0.3960720031658619,0.6823230982637382,0.999999999999967
Int_Med_p53_ring,0.7061042973447365,0.3981005102971679,0.6576136884251708,1.0000000000000064
Int_Med_p53_cyto,0.7061042973447365,0.3981005102971679,0.6576136884251708,1.0000000000000064
Int_Med_p16_cell,0.70053981753338,0.37415892804307826,0.7272514181672952,1.0000000000000029
Int_MeanEdge_p38_cell,0.6946035855445793,0.379209491375852,0.6915226905376318,0.9999999999999992
Int_Med_cMyc_cyto,0.6765433390864505,0.368289905289543,0.6773541159672233,1.0000000000000115
Int_Med_cMyc_ring,0.6765433390864505,0.368289905289543,0.6773541159672233,1.0000000000000115
Int_Med_p21_cell,0.6734773359458549,0.36256801446408915,0.6888599858336214,1.0000000000000027
Int_MeanEdge_cycA_cell,0.6727079350468198,0.4167739872886327,0.4916386721943501,1.0000000000000022
Int_Med_RB_cell,0.6715601316414197,0.34983737125899234,0.7289711598425435,0.9999999999999878
Int_Med_pp65_cyto,0.6677920464314508,0.34923835034107675,0.7199758695738664,0.9999999999999939
Int_Med_pp65_ring,0.6677920464314508,0.34923835034107675,0.7199758695738664,0.9999999999999939
Int_MeanEdge_cJun_cell,0.6631135731270106,0.3687923913593442,0.6358089313618017,0.9999999999999989
Int_Med_pp27_cell,0.6623024424059858,0.3539852312763292,0.6866608475500198,0.9999999999999792
Int_Med_pRB_cell,0.6605800913973929,0.34986273756275016,0.6963904996821714,1.0000000000000093
Int_MeanEdge_CDK4_cell,0.6602215626501899,0.384097605340725,0.5722084051536647,1.0
Int_Med_CDK6_ring,0.656669489869859,0.36339763960393695,0.6361427048086994,0.9999999999999944
Int_Med_CDK6_cyto,0.656669489869859,0.36339763960393695,0.6361427048086994,0.9999999999999944
Int_Med_p16_cyto,0.6565973173904938,0.3411187211727509,0.716052366099606,1.0000000000000182
Int_Med_p16_ring,0.6565973173904938,0.3411187211727509,0.716052366099606,1.0000000000000182
Int_Med_AKT_cell,0.6543224779400617,0.330368237632055,0.747983928923906,1.0000000000000009
Int_MeanEdge_p27_cell,0.6541461712925963,0.3558896938847809,0.655677666144687,0.9999999999999962
Int_MeanEdge_cycB1_cell,0.6506077825723937,0.33944621385601986,0.7043445621496779,0.9999999999999962
Int_MeanEdge_pCHK1_cell,0.6493167904143058,0.37366555182653777,0.5774592022399272,0.9999999999999967
Int_Med_bCat_cell,0.6462359266057598,0.31508368578092316,0.7790250875313459,0.999999999999989
Int_Med_cycB1_cell,0.6455351478439273,0.30536265893271425,0.8119119171097419,0.9999999999999986
Int_MeanEdge_pH2AX_cell,0.6357998806565566,0.3401663642913793,0.6579387352750086,1.0000000000000016
Int_Med_GSK3b_ring,0.6338293873493744,0.31914357084065387,0.7277138634273195,1.0000000000000053
Int_Med_GSK3b_cyto,0.6338293873493744,0.31914357084065387,0.7277138634273195,1.0000000000000053
Int_Med_p21_ring,0.6276851630072957,0.3251230854078538,0.6880288443807309,0.9999999999999899
Int_Med_p21_cyto,0.6276851630072957,0.3251230854078538,0.6880288443807309,0.9999999999999899
Int_Med_CDK2_cell,0.6243747271774384,0.31655616934349107,0.7090432103512679,0.9999999999999938
Int_Med_pp38_ring,0.6230666534421596,0.317449441931027,0.7019601423594218,1.0000000000000033
Int_Med_pp38_cyto,0.6230666534421596,0.317449441931027,0.7019601423594218,1.0000000000000033
Int_MeanEdge_AKT_cell,0.6222290550312397,0.30058961284346697,0.7601158974832761,1.0000000000000002
Int_Med_Cdt1_cell,0.6209923593454809,0.292278150151751,0.7863476604216137,0.9999999999999877
Int_Med_pp21_cyto,0.6154977618156323,0.3433943895504909,0.5862565296649704,0.9999999999999877
Int_Med_pp21_ring,0.6154977618156323,0.3433943895504909,0.5862565296649704,0.9999999999999877
Int_Med_cycB1_cyto,0.6125422463076267,0.2798494605408882,0.8060423216502886,1.0000000000000022
Int_Med_cycB1_ring,0.6125422463076267,0.2798494605408882,0.8060423216502886,1.0000000000000022
Int_Med_RB_ring,0.6093167821335952,0.32099997587975726,0.6485058752133094,0.9999999999999836
Int_Med_RB_cyto,0.6093167821335952,0.32099997587975726,0.6485058752133094,0.9999999999999836
Int_Med_Cdh1_cell,0.6080065118517017,0.3161789111607925,0.6619671745003145,1.0000000000000009
Int_Med_pAKT_nuc,0.6055885235188982,0.30608374377180286,0.6911184075397051,1.0000000000000004
Int_Med_AKT_ring,0.6014115409046497,0.29019047389212754,0.7359169747721607,1.000000000000008
Int_Med_AKT_cyto,0.6014115409046497,0.29019047389212754,0.7359169747721607,1.000000000000008
Int_MeanEdge_Fra1_cell,0.5959603860148751,0.2898680388699189,0.7209468538086838,1.0000000000000044
Int_Med_BP1_cell,0.591792196520248,0.2660128117026394,0.7944055775379505,0.9999999999999921
Int_Med_pp27_cyto,0.5914183881876869,0.30393541324428747,0.6569158192481221,0.9999999999999843
Int_Med_pp27_ring,0.5914183881876869,0.30393541324428747,0.6569158192481221,0.9999999999999843
Int_MeanEdge_Skp2_cell,0.5884584033614514,0.30751895490841336,0.6352696215108063,0.9999999999999992
Int_MeanEdge_p53_cell,0.5839603187650373,0.3353248462526927,0.5219597447218439,1.0000000000000024
Int_MeanEdge_CDK2_cell,0.5794445677614839,0.28070542874661847,0.705029436930857,1.0000000000000009
Int_Med_CDK2_cyto,0.5790605419617584,0.28150641817876365,0.7010124685364902,0.9999999999999946
Int_Med_CDK2_ring,0.5790605419617584,0.28150641817876365,0.7010124685364902,0.9999999999999946
Int_MeanEdge_pp38_cell,0.5769098914384219,0.3052112643579509,0.6093974136660364,0.9999999999999999
Int_MeanEdge_bCat_cell,0.5746893237994546,0.2834280396754576,0.6811673748540749,1.0
Int_Med_PCNA_cell,0.5745253094511369,0.27268096712438067,0.7193325047961469,0.9999999999999885
Int_MeanEdge_pERK_cell,0.5728587443404819,0.28876947458419094,0.6565410024573952,1.0000000000000016
Int_Med_pAKT_cyto,0.5725744351126703,0.2774346073403785,0.6964641121256079,1.0000000000000036
Int_Med_pAKT_ring,0.5725744351126703,0.2774346073403785,0.6964641121256079,1.0000000000000036
Int_Med_bCat_ring,0.5670561751511911,0.25589681310202195,0.7575936950623303,0.9999999999999963
Int_Med_bCat_cyto,0.5670561751511911,0.25589681310202195,0.7575936950623303,0.9999999999999963
Int_Med_Bcl2_cell,0.566956726364303,0.26676312039960903,0.7182201776614817,0.9999999999999973
Int_MeanEdge_cMyc_cell,0.5649758174208958,0.2824809952891293,0.6558314779588039,1.0000000000000016
Int_Med_pRB_ring,0.5636751387768373,0.2988974382237938,0.5929432397840161,0.9999999999999972
Int_Med_pRB_cyto,0.5636751387768373,0.2988974382237938,0.5929432397840161,0.9999999999999972
Int_Med_pAKT_cell,0.5583064248131002,0.265180034888974,0.6983176936183023,0.9999999999999992
Int_MeanEdge_DNA_cell,0.5582999778097053,0.2508515768405047,0.7498290426207306,0.9999999999999966
Int_Med_E2F1_cell,0.5462455554115919,0.20601443640048953,0.8754114731810186,1.0000000000000084
Int_Med_Cdt1_cyto,0.5427440316110438,0.23559383165621928,0.7586721990404057,1.000000000000001
Int_Med_Cdt1_ring,0.5427440316110438,0.23559383165621928,0.7586721990404057,1.000000000000001
Int_MeanEdge_GSK3b_cell,0.5387079811057875,0.2591690544985299,0.6619445058042956,1.0000000000000018
Int_Med_cycE_cell,0.5324104800955086,0.25280726820483823,0.6661898226120632,0.999999999999989
Int_MeanEdge_pp53_cell,0.529163208477899,0.2965487604619593,0.49927073933434135,1.0000000000000007
Int_Med_Bcl2_ring,0.528273423420189,0.24035591371976894,0.6987281303023174,0.9999999999999989
Int_Med_Bcl2_cyto,0.528273423420189,0.24035591371976894,0.6987281303023174,0.9999999999999989
Int_Med_BP1_ring,0.5199566387945338,0.23390512527569082,0.6973185644524963,0.9999999999999893
Int_Med_BP1_cyto,0.5199566387945338,0.23390512527569082,0.6973185644524963,0.9999999999999893
Int_Med_Cdh1_cyto,0.5194183882546126,0.252538931177692,0.6287118600272897,1.000000000000009
Int_Med_Cdh1_ring,0.5194183882546126,0.252538931177692,0.6287118600272897,1.000000000000009
Int_Med_cycD1_cell,0.5113436851939438,0.23643108483311345,0.6627489481000054,0.9999999999999986
Int_MeanEdge_pp21_cell,0.5064892213267886,0.27019706727537807,0.5269498733277281,1.000000000000001
Int_MeanEdge_Cdh1_cell,0.5047486453118979,0.2509581679278944,0.5909897743313255,0.999999999999997
Int_Med_PCNA_cyto,0.500712792782394,0.2277588666138007,0.6624811255035588,0.9999999999999926
Int_Med_PCNA_ring,0.500712792782394,0.2277588666138007,0.6624811255035588,0.9999999999999926
Int_Med_E2F1_cyto,0.499089117328519,0.16380285154224755,0.8876861881487005,0.999999999999987
Int_Med_E2F1_ring,0.499089117328519,0.16380285154224755,0.8876861881487005,0.999999999999987
Int_Med_STAT3_cell,0.49684043344814943,0.22801419732524703,0.6501047290053595,1.0000000000000002
Int_MeanEdge_Bcl2_cell,0.49668891135203436,0.23988488204571126,0.606965017038534,1.0000000000000033
Int_MeanEdge_pp27_cell,0.4930691175224148,0.24700226238091352,0.5706574862387465,0.9999999999999977
Int_Med_cFos_cell,0.4891081329570997,0.2209113355028453,0.6527697214225967,1.0000000000000004
Int_MeanEdge_pGSK3b_cell,0.48157232567789976,0.21211954326457658,0.6620901455569912,0.9999999999999999
Int_MeanEdge_CDK6_cell,0.47871999188799286,0.2549094805090962,0.4997618082800574,1.0000000000000029
Int_MeanEdge_PCNA_cell,0.47620043026118486,0.22123849279507812,0.6133998449961323,1.0000000000000036
Int_Med_pSTAT3_cell,0.4755362877211735,0.22367729613135012,0.6026638405630264,0.9999999999999957
Int_Med_cycE_cyto,0.4681725775323793,0.19817866359061231,0.672577458167256,1.0000000000000078
Int_Med_cycE_ring,0.4681725775323793,0.19817866359061231,0.672577458167256,1.0000000000000078
Int_Med_pERK_cell,0.46168921728275514,0.20043495102238812,0.645279051025014,1.0000000000000067
Int_Med_cycD1_cyto,0.46139940767120646,0.19681614095386765,0.6574360948435807,1.000000000000004
Int_Med_cycD1_ring,0.46139940767120646,0.19681614095386765,0.6574360948435807,1.000000000000004
Int_Med_STAT3_ring,0.460306890784813,0.20354527278270473,0.6300029451393356,1.0000000000000004
Int_Med_STAT3_cyto,0.460306890784813,0.20354527278270473,0.6300029451393356,1.0000000000000004
Int_Med_pRSK_cell,0.45975715358804686,0.188125398072094,0.6838318607541645,1.0000000000000027
Int_MeanEdge_Cdt1_cell,0.4565609979514842,0.19998725545850393,0.6317149646669851,1.0000000000000002
Int_MeanEdge_cycE_cell,0.4480611822550784,0.19265287431381714,0.6329415438903643,0.9999999999999969
Int_MeanEdge_p16_cell,0.4468243556296183,0.22551745724054162,0.5110886566279346,1.0000000000000016
Int_Med_pGSK3b_cell,0.4457519216311582,0.17624219781792402,0.6851273997281422,0.9999999999999957
Int_Med_RSK1_cell,0.44306896627157943,0.18823684302200458,0.6340514856138029,0.9999999999999967
Int_Med_pERK_ring,0.43544454201785565,0.1777542680247792,0.6491903752598641,0.9999999999999982
Int_Med_pERK_cyto,0.43544454201785565,0.1777542680247792,0.6491903752598641,0.9999999999999982
Int_Med_cFos_cyto,0.43430031421264287,0.17468728467244618,0.6568346623676137,0.999999999999998
Int_Med_cFos_ring,0.43430031421264287,0.17468728467244618,0.6568346623676137,0.999999999999998
Int_Med_pRSK_cyto,0.4314103991760426,0.16863854239542128,0.6700370473242293,1.0000000000000084
Int_Med_pRSK_ring,0.4314103991760426,0.16863854239542128,0.6700370473242293,1.0000000000000084
Int_MeanEdge_E2F1_cell,0.4157318467121951,0.1346369979147573,0.7459270401654374,1.0000000000000036
Int_MeanEdge_pRB_cell,0.4152951457635464,0.17048508491161973,0.6157119057599799,1.000000000000002
Int_MeanEdge_pp65_cell,0.41327316306733575,0.19090317379632063,0.5362979658091641,0.9999999999999992
Int_MeanEdge_BP1_cell,0.4097679537540227,0.18849733822627085,0.5345784858037145,1.0000000000000002
Int_Med_pSTAT3_ring,0.40803496884697343,0.17159297916027288,0.5902449797521588,1.000000000000015
Int_Med_pSTAT3_cyto,0.40803496884697343,0.17159297916027288,0.5902449797521588,1.000000000000015
Int_Med_p14ARF_cell,0.40445815365478655,0.14505644531788983,0.6750965215914833,1.0000000000000042
Int_Med_CDK2_nuc,0.4002699152661881,0.14326921379120824,0.6691312614622611,1.0000000000000007
Int_Med_pGSK3b_cyto,0.3943409511385504,0.13223891467075138,0.691256757737027,1.0000000000000036
Int_Med_pGSK3b_ring,0.3943409511385504,0.13223891467075138,0.691256757737027,1.0000000000000036
Int_MeanEdge_pRSK_cell,0.38572387186063206,0.1532859704996343,0.5900662332821337,0.9999999999999987
Int_Intg_DNA_nuc,0.38297393791977885,0.1173421332051805,0.7111966151829843,0.9999999999999997
Int_MeanEdge_cycD1_cell,0.3764527987150368,0.14758481819815983,0.5831370032929116,1.0000000000000016
Int_MeanEdge_RSK1_cell,0.37638823423469026,0.15669361704077048,0.5501873562473159,0.9999999999999966
Int_Med_RSK1_cyto,0.37288339379899715,0.13204383086010846,0.6284664268749823,1.000000000000001
Int_Med_RSK1_ring,0.37288339379899715,0.13204383086010846,0.6284664268749823,1.000000000000001
Int_MeanEdge_STAT3_cell,0.3726998487078439,0.164058901045158,0.5127853126498287,1.0000000000000016
Int_Med_pERK_nuc,0.3706793014342793,0.13662970147025977,0.6054521351680637,0.9999999999999993
Int_MeanEdge_cFos_cell,0.3692257165341638,0.12389165678713374,0.6469617560972735,0.9999999999999989
Int_Med_p14ARF_cyto,0.3680583531115507,0.11774605881778095,0.6656094208042072,1.0000000000000036
Int_Med_p14ARF_ring,0.3680583531115507,0.11774605881778095,0.6656094208042072,1.0000000000000036
Int_MeanEdge_pAKT_cell,0.362458032858363,0.11504999886423693,0.6587343580230568,1.0000000000000047
Int_MeanEdge_RB_cell,0.3598158480701833,0.14353852314797833,0.5484610032350136,1.0000000000000016
Int_Med_p38_nuc,0.3580092579424457,0.1083605326462206,0.6696284282210218,1.0
Int_Med_cycA_nuc,0.3565366743073989,0.07435859370358512,0.787554647421825,1.0000000000000036
Int_Med_CDK4_nuc,0.3524081948408335,0.09181206302455917,0.7125695470354652,1.0000000000000058
Int_MeanEdge_p21_cell,0.3418275199194025,0.1406154896246821,0.5057466761809042,1.0000000000000004
Int_Med_YAP_nuc,0.34141357681648044,0.12895800636271848,0.5464464514960947,1.0000000000000036
Int_Med_pp21_nuc,0.3404819537604047,0.09547189701031218,0.6641182344873019,1.0000000000000036
Int_Med_pGSK3b_nuc,0.3348027702492613,0.11224865892910939,0.5869783618937614,1.0000000000000016
AreaShape_Area_nuc,0.3300551997916149,0.1014529450512642,0.611755892503012,1.0000000000000002
Int_Med_Bcl2_nuc,0.32686494456047305,0.08704340661391607,0.6541380945547839,0.9999999999999942
Int_Med_cycD1_nuc,0.322894444667504,0.06951678483380476,0.7054217711411127,0.9999999999999982
Int_MeanEdge_pSTAT3_cell,0.31815574577474226,0.135420571681105,0.4543858292774657,0.9999999999999976
Int_Med_Skp2_nuc,0.3171786566950291,0.0654633193395004,0.7030867761903868,1.0000000000000007
Int_Med_cycB1_nuc,0.3142946313119901,0.07236957828360137,0.669715620820684,1.0000000000000027
Int_Med_pH2AX_nuc,0.311234004065283,0.07320547830581813,0.6576531606027687,1.0000000000000024
Int_Med_p14ARF_nuc,0.3103287627701576,0.07558434636205763,0.6464193054492001,1.0000000000000002
Int_Med_p21_nuc,0.30937503141838424,0.07777359254799078,0.6357239207068622,1.0000000000000016
Int_Med_p53_nuc,0.30783246690171684,0.10382859821170938,0.5374561231194431,1.0000000000000018
Int_Med_pp65_nuc,0.29438483242600033,0.05602936300598865,0.6695688897048955,1.0000000000000002
Int_Std_PCNA_nuc,0.28779991821132594,0.07084263551429658,0.5968104345240243,1.0
Int_Med_BP1_nuc,0.2859479884344819,0.06240895353493822,0.6216612937951664,1.0000000000000078
Int_Med_CDK6_nuc,0.2795881661201388,0.07076095639911563,0.5728059864063142,1.000000000000003
Int_Med_GSK3b_nuc,0.27710615560791524,0.04247251980085282,0.6671974940239958,1.0000000000000002
Int_Med_p16_nuc,0.27618251522088516,0.05493101902776078,0.619659121588636,1.0000000000000016
Int_Med_pCHK1_nuc,0.2756505699727903,0.04517300917523459,0.6531785262992847,0.9999999999999969
Int_Med_cMyc_nuc,0.2743293184746862,0.06568499622488691,0.5755003252328067,0.9999999999999997
Int_Med_RB_nuc,0.2683208139452773,0.059809423036361616,0.578852167480062,0.9999999999999986
Int_Med_Fra1_nuc,0.2678912062413451,0.07811137915928494,0.5117603865333482,1.0000000000000042
Int_Med_cFos_nuc,0.2661922349513993,0.028738260883871755,0.6842971711988823,0.9999999999999989
Int_Med_pRSK_nuc,0.2661552162292955,0.07456269075921398,0.5193860657187133,1.0000000000000053
Int_Med_pp27_nuc,0.2654026328908351,0.07324718960957687,0.5218902341023836,1.0000000000000024
Int_Med_Cdt1_nuc,0.26539466305718495,0.06307128520439892,0.5584629610440517,1.0000000000000002
Int_Med_E2F1_nuc,0.26430623503535045,0.03972293534274845,0.6392116392441322,1.0000000000000016
Int_Med_ERK_nuc,0.2627748658611557,0.04085504279268392,0.6306089119829297,1.0000000000000042
Int_Med_pRB_nuc,0.26168856575102467,0.051457923058264084,0.5892627278184076,0.9999999999999986
Int_MeanEdge_p14ARF_cell,0.25931211498850476,0.04739552384149762,0.5968408068949359,0.9999999999999987
Int_Med_pp38_nuc,0.25765546322110067,0.02436734829149756,0.6747566721555485,0.999999999999998
Int_Med_pp53_nuc,0.25628644643923787,0.02257557914581666,0.6771496779183681,0.9999999999999996
Int_Med_cycE_nuc,0.2547867783753619,0.06240952024480662,0.5294546697788689,1.0000000000000044
Int_Med_cJun_nuc,0.25417390187543154,0.061053834468824945,0.5325167430187194,1.0000000000000018
Int_Med_S6_nuc,0.2529644049761903,0.0175625388292094,0.6853486540302,0.9999999999999979
Int_Med_pS6_nuc,0.25126497537613407,0.04038365619758308,0.5982469561851887,1.0000000000000044
Int_Med_Cdh1_nuc,0.2304025124827547,0.011424910574679833,0.6406622301729893,0.9999999999999996
Int_Med_AKT_nuc,0.2296178559218098,0.020353341595852493,0.6062305330935353,1.0000000000000009
Int_Med_p27_nuc,0.22801992082277905,0.014982013735531282,0.6208195948509447,1.0000000000000013
Int_Med_RSK1_nuc,0.22360670698606788,0.03569466121198951,0.5332707705957919,1.000000000000005
Int_Med_bCat_nuc,0.22090896768323132,0.0004576466729664584,0.6520135984311662,0.9999999999999873
Int_Med_STAT3_nuc,0.20632677315285167,0.007318466280615675,0.5841915157630058,0.999999999999997
Int_Med_pSTAT3_nuc,0.19541620564884277,0.013551090958387382,0.5294928293312843,0.999999999999989
