file,region,method,dataset_name,author,n_obs,start_min,end_max,unit,mean_period_years,region_label,method_label
data/glambie/input/11_central_europe/central_europe_demdiff_ETH_Hugonnet_et_al.csv,central_europe,demdiff,ETH_Hugonnet_et_al,Hugonnet et al.,4,2000.0,2020.0,m,5.0,Central Europe,DEM differencing
data/glambie/input/11_central_europe/central_europe_demdiff_FAU-GLACIER_Braun_et_al.csv,central_europe,demdiff,FAU-GLACIER_Braun_et_al,Braun et al.,1,2000.1666666666667,2012.0833333333333,m,11.916666666666515,Central Europe,DEM differencing
data/glambie/input/11_central_europe/central_europe_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,central_europe,glaciological,UZH_GlaciolSineWave_Zemp_et_al,Zemp et al.,301,1999.6666666666667,2024.75,mwe,0.08333333333333308,Central Europe,Glaciological
data/glambie/input/11_central_europe/central_europe_glaciological_WGMS-beta_WGMS.csv,central_europe,glaciological,WGMS-beta_WGMS,WGMS,25,1999.75,2024.75,mwe,1.0,Central Europe,Glaciological
data/glambie/input/11_central_europe/central_europe_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,central_europe,gravimetry,Jacob_2012_dmdt_Jacob_et_al,Jacob et al.,1,2003.0,2010.9166666666667,Gt,7.9166666666667425,Central Europe,Gravimetry
data/glambie/input/11_central_europe/central_europe_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,central_europe,gravimetry,Sasgen_AWIarc_RL01_2_Sasgen_et_al,Sasgen et al.,248,2002.25,2022.9166666666667,Gt,0.08333333333333363,Central Europe,Gravimetry
data/glambie/input/11_central_europe/central_europe_gravimetry_Wouters_Wouters_et_al.csv,central_europe,gravimetry,Wouters_Wouters_et_al,Wouters et al.,236,2002.1666666666667,2021.8333333333333,Gt,0.08333333333333269,Central Europe,Gravimetry
data/glambie/input/12_caucasus_middle_east/caucasus_middle_east_combined_DUS-combined_Dussaillant_et_al.csv,caucasus_middle_east,combined,DUS-combined_Dussaillant_et_al,Dussaillant et al.,25,1999.75,2024.75,mwe,1.0,Caucasus & Middle East,Hybrid / combined
data/glambie/input/12_caucasus_middle_east/caucasus_middle_east_combined_Huss_Huss_et_al.csv,caucasus_middle_east,combined,Huss_Huss_et_al,Huss et al.,31,1990.75,2021.75,mwe,1.0,Caucasus & Middle East,Hybrid / combined
data/glambie/input/12_caucasus_middle_east/caucasus_middle_east_demdiff_ETH_Hugonnet_et_al.csv,caucasus_middle_east,demdiff,ETH_Hugonnet_et_al,Hugonnet et al.,4,2000.0,2020.0,m,5.0,Caucasus & Middle East,DEM differencing
data/glambie/input/12_caucasus_middle_east/caucasus_middle_east_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,caucasus_middle_east,glaciological,UZH_GlaciolSineWave_Zemp_et_al,Zemp et al.,301,1999.6666666666667,2024.75,mwe,0.08333333333333308,Caucasus & Middle East,Glaciological
data/glambie/input/12_caucasus_middle_east/caucasus_middle_east_glaciological_WGMS-beta_WGMS.csv,caucasus_middle_east,glaciological,WGMS-beta_WGMS,WGMS,25,1999.75,2024.75,mwe,1.0,Caucasus & Middle East,Glaciological
data/glambie/input/12_caucasus_middle_east/caucasus_middle_east_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,caucasus_middle_east,gravimetry,Jacob_2012_dmdt_Jacob_et_al,Jacob et al.,1,2003.0,2010.9166666666667,Gt,7.9166666666667425,Caucasus & Middle East,Gravimetry
data/glambie/input/12_caucasus_middle_east/caucasus_middle_east_gravimetry_Wouters_Wouters_et_al.csv,caucasus_middle_east,gravimetry,Wouters_Wouters_et_al,Wouters et al.,236,2002.1666666666667,2021.8333333333333,Gt,0.08333333333333269,Caucasus & Middle East,Gravimetry
data/glambie/input/13_central_asia/central_asia_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,central_asia,altimetry,Jakob_Gourmelen_Jakob_et_al,Jakob et al.,100,2011.0,2019.3333333333333,m,0.08333333333333258,Central Asia,Altimetry
data/glambie/input/13_central_asia/central_asia_altimetry_Ke_Ke_et_al.csv,central_asia,altimetry,Ke_Ke_et_al,Ke et al.,1,2000.0833333333333,2021.1666666666667,m,21.083333333333485,Central Asia,Altimetry
data/glambie/input/13_central_asia/central_asia_altimetry_Treichler_ICESat_Treichler_et_al.csv,central_asia,altimetry,Treichler_ICESat_Treichler_et_al,Treichler et al.,1,2003.8333333333333,2008.8333333333333,m,5.0,Central Asia,Altimetry
data/glambie/input/13_central_asia/central_asia_altimetry_Treichler_snowfall_Treichler_et_al.csv,central_asia,altimetry,Treichler_snowfall_Treichler_et_al,Treichler et al.,1,2003.8333333333333,2008.8333333333333,m,5.0,Central Asia,Altimetry
data/glambie/input/13_central_asia/central_asia_combined_DUS-combined_Dussaillant_et_al.csv,central_asia,combined,DUS-combined_Dussaillant_et_al,Dussaillant et al.,25,1999.75,2024.75,mwe,1.0,Central Asia,Hybrid / combined
data/glambie/input/13_central_asia/central_asia_combined_Huss_Huss_et_al.csv,central_asia,combined,Huss_Huss_et_al,Huss et al.,31,1990.75,2021.75,mwe,1.0,Central Asia,Hybrid / combined
data/glambie/input/13_central_asia/central_asia_combined_Miles2021_Miles_et_al.csv,central_asia,combined,Miles2021_Miles_et_al,Miles et al.,1,2000.0,2017.0,mwe,17.0,Central Asia,Hybrid / combined
data/glambie/input/13_central_asia/central_asia_demdiff_Brun_et_al_2017_Brun_et_al.csv,central_asia,demdiff,Brun_et_al_2017_Brun_et_al,Brun et al.,1,2000.6666666666667,2016.6666666666667,m,16.0,Central Asia,DEM differencing
data/glambie/input/13_central_asia/central_asia_demdiff_ETH_Hugonnet_et_al.csv,central_asia,demdiff,ETH_Hugonnet_et_al,Hugonnet et al.,4,2000.0,2020.0,m,5.0,Central Asia,DEM differencing
data/glambie/input/13_central_asia/central_asia_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,central_asia,glaciological,UZH_GlaciolSineWave_Zemp_et_al,Zemp et al.,301,1999.6666666666667,2024.75,mwe,0.08333333333333308,Central Asia,Glaciological
data/glambie/input/13_central_asia/central_asia_glaciological_WGMS-beta_WGMS.csv,central_asia,glaciological,WGMS-beta_WGMS,WGMS,25,1999.75,2024.75,mwe,1.0,Central Asia,Glaciological
data/glambie/input/13_central_asia/central_asia_gravimetry_Harig_Group_Harig_et_al.csv,central_asia,gravimetry,Harig_Group_Harig_et_al,Harig et al.,251,2002.25,2023.1666666666667,Gt,0.08333333333333363,Central Asia,Gravimetry
data/glambie/input/13_central_asia/central_asia_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,central_asia,gravimetry,Jacob_2012_dmdt_Jacob_et_al,Jacob et al.,1,2003.0,2010.9166666666667,Gt,7.9166666666667425,Central Asia,Gravimetry
data/glambie/input/13_central_asia/central_asia_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,central_asia,gravimetry,Sasgen_AWIarc_RL01_2_Sasgen_et_al,Sasgen et al.,248,2002.25,2022.9166666666667,Gt,0.08333333333333363,Central Asia,Gravimetry
data/glambie/input/13_central_asia/central_asia_gravimetry_Wouters_Wouters_et_al.csv,central_asia,gravimetry,Wouters_Wouters_et_al,Wouters et al.,236,2002.1666666666667,2021.8333333333333,Gt,0.08333333333333269,Central Asia,Gravimetry
data/glambie/input/14_south_asia_west/south_asia_west_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,south_asia_west,altimetry,Jakob_Gourmelen_Jakob_et_al,Jakob et al.,100,2011.0,2019.3333333333333,m,0.08333333333333258,South Asia West,Altimetry
data/glambie/input/14_south_asia_west/south_asia_west_altimetry_Ke_Ke_et_al.csv,south_asia_west,altimetry,Ke_Ke_et_al,Ke et al.,1,2000.0833333333333,2021.1666666666667,m,21.083333333333485,South Asia West,Altimetry
data/glambie/input/14_south_asia_west/south_asia_west_altimetry_Treichler_ICESat_Treichler_et_al.csv,south_asia_west,altimetry,Treichler_ICESat_Treichler_et_al,Treichler et al.,1,2003.8333333333333,2008.8333333333333,m,5.0,South Asia West,Altimetry
data/glambie/input/14_south_asia_west/south_asia_west_altimetry_Treichler_snowfall_Treichler_et_al.csv,south_asia_west,altimetry,Treichler_snowfall_Treichler_et_al,Treichler et al.,1,2003.8333333333333,2008.8333333333333,m,5.0,South Asia West,Altimetry
data/glambie/input/14_south_asia_west/south_asia_west_combined_DUS-combined_Dussaillant_et_al.csv,south_asia_west,combined,DUS-combined_Dussaillant_et_al,Dussaillant et al.,25,1999.75,2024.75,mwe,1.0,South Asia West,Hybrid / combined
data/glambie/input/14_south_asia_west/south_asia_west_combined_Huss_Huss_et_al.csv,south_asia_west,combined,Huss_Huss_et_al,Huss et al.,31,1990.75,2021.75,mwe,1.0,South Asia West,Hybrid / combined
data/glambie/input/14_south_asia_west/south_asia_west_combined_Miles2021_Miles_et_al.csv,south_asia_west,combined,Miles2021_Miles_et_al,Miles et al.,1,2000.0,2017.0,mwe,17.0,South Asia West,Hybrid / combined
data/glambie/input/14_south_asia_west/south_asia_west_demdiff_Brun_et_al_2017_Brun_et_al.csv,south_asia_west,demdiff,Brun_et_al_2017_Brun_et_al,Brun et al.,1,2000.6666666666667,2016.6666666666667,m,16.0,South Asia West,DEM differencing
data/glambie/input/14_south_asia_west/south_asia_west_demdiff_ETH_Hugonnet_et_al.csv,south_asia_west,demdiff,ETH_Hugonnet_et_al,Hugonnet et al.,4,2000.0,2020.0,m,5.0,South Asia West,DEM differencing
data/glambie/input/14_south_asia_west/south_asia_west_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,south_asia_west,glaciological,UZH_GlaciolSineWave_Zemp_et_al,Zemp et al.,301,1999.6666666666667,2024.75,mwe,0.08333333333333308,South Asia West,Glaciological
data/glambie/input/14_south_asia_west/south_asia_west_glaciological_WGMS-beta_WGMS.csv,south_asia_west,glaciological,WGMS-beta_WGMS,WGMS,25,1999.75,2024.75,mwe,1.0,South Asia West,Glaciological
data/glambie/input/14_south_asia_west/south_asia_west_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,south_asia_west,gravimetry,Jacob_2012_dmdt_Jacob_et_al,Jacob et al.,1,2003.0,2010.9166666666667,Gt,7.9166666666667425,South Asia West,Gravimetry
data/glambie/input/14_south_asia_west/south_asia_west_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,south_asia_west,gravimetry,Sasgen_AWIarc_RL01_2_Sasgen_et_al,Sasgen et al.,248,2002.25,2022.9166666666667,Gt,0.08333333333333363,South Asia West,Gravimetry
data/glambie/input/14_south_asia_west/south_asia_west_gravimetry_Wouters_Wouters_et_al.csv,south_asia_west,gravimetry,Wouters_Wouters_et_al,Wouters et al.,236,2002.1666666666667,2021.8333333333333,Gt,0.08333333333333269,South Asia West,Gravimetry
data/glambie/input/15_south_asia_east/south_asia_east_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,south_asia_east,altimetry,Jakob_Gourmelen_Jakob_et_al,Jakob et al.,100,2011.0,2019.3333333333333,m,0.08333333333333258,South Asia East,Altimetry
data/glambie/input/15_south_asia_east/south_asia_east_altimetry_Ke_Ke_et_al.csv,south_asia_east,altimetry,Ke_Ke_et_al,Ke et al.,1,2000.0833333333333,2021.1666666666667,m,21.083333333333485,South Asia East,Altimetry
data/glambie/input/15_south_asia_east/south_asia_east_altimetry_Treichler_ICESat_Treichler_et_al.csv,south_asia_east,altimetry,Treichler_ICESat_Treichler_et_al,Treichler et al.,1,2003.8333333333333,2008.8333333333333,m,5.0,South Asia East,Altimetry
data/glambie/input/15_south_asia_east/south_asia_east_altimetry_Treichler_snowfall_Treichler_et_al.csv,south_asia_east,altimetry,Treichler_snowfall_Treichler_et_al,Treichler et al.,1,2003.8333333333333,2008.8333333333333,m,5.0,South Asia East,Altimetry
data/glambie/input/15_south_asia_east/south_asia_east_combined_DUS-combined_Dussaillant_et_al.csv,south_asia_east,combined,DUS-combined_Dussaillant_et_al,Dussaillant et al.,25,1999.75,2024.75,mwe,1.0,South Asia East,Hybrid / combined
data/glambie/input/15_south_asia_east/south_asia_east_combined_Huss_Huss_et_al.csv,south_asia_east,combined,Huss_Huss_et_al,Huss et al.,31,1990.75,2021.75,mwe,1.0,South Asia East,Hybrid / combined
data/glambie/input/15_south_asia_east/south_asia_east_combined_Miles2021_Miles_et_al.csv,south_asia_east,combined,Miles2021_Miles_et_al,Miles et al.,1,2000.0,2017.0,mwe,17.0,South Asia East,Hybrid / combined
data/glambie/input/15_south_asia_east/south_asia_east_demdiff_Brun_et_al_2017_Brun_et_al.csv,south_asia_east,demdiff,Brun_et_al_2017_Brun_et_al,Brun et al.,1,2000.6666666666667,2016.6666666666667,m,16.0,South Asia East,DEM differencing
data/glambie/input/15_south_asia_east/south_asia_east_demdiff_ETH_Hugonnet_et_al.csv,south_asia_east,demdiff,ETH_Hugonnet_et_al,Hugonnet et al.,4,2000.0,2020.0,m,5.0,South Asia East,DEM differencing
data/glambie/input/15_south_asia_east/south_asia_east_demdiff_MountCryo_King_et_al.csv,south_asia_east,demdiff,MountCryo_King_et_al,King et al.,1,2000.1666666666667,2015.5,m,15.333333333333258,South Asia East,DEM differencing
data/glambie/input/15_south_asia_east/south_asia_east_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,south_asia_east,glaciological,UZH_GlaciolSineWave_Zemp_et_al,Zemp et al.,301,1999.6666666666667,2024.75,mwe,0.08333333333333308,South Asia East,Glaciological
data/glambie/input/15_south_asia_east/south_asia_east_glaciological_WGMS-beta_WGMS.csv,south_asia_east,glaciological,WGMS-beta_WGMS,WGMS,25,1999.75,2024.75,mwe,1.0,South Asia East,Glaciological
data/glambie/input/15_south_asia_east/south_asia_east_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,south_asia_east,gravimetry,Jacob_2012_dmdt_Jacob_et_al,Jacob et al.,1,2003.0,2010.9166666666667,Gt,7.9166666666667425,South Asia East,Gravimetry
data/glambie/input/15_south_asia_east/south_asia_east_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,south_asia_east,gravimetry,Sasgen_AWIarc_RL01_2_Sasgen_et_al,Sasgen et al.,248,2002.25,2022.9166666666667,Gt,0.08333333333333363,South Asia East,Gravimetry
data/glambie/input/15_south_asia_east/south_asia_east_gravimetry_Wouters_Wouters_et_al.csv,south_asia_east,gravimetry,Wouters_Wouters_et_al,Wouters et al.,236,2002.1666666666667,2021.8333333333333,Gt,0.08333333333333269,South Asia East,Gravimetry
data/glambie/input/16_low_latitudes/low_latitudes_combined_DUS-combined_Dussaillant_et_al.csv,low_latitudes,combined,DUS-combined_Dussaillant_et_al,Dussaillant et al.,24,2000.0,2024.0,mwe,1.0,Low Latitudes,Hybrid / combined
data/glambie/input/16_low_latitudes/low_latitudes_combined_Huss_Huss_et_al.csv,low_latitudes,combined,Huss_Huss_et_al,Huss et al.,31,1990.25,2021.25,mwe,1.0,Low Latitudes,Hybrid / combined
data/glambie/input/16_low_latitudes/low_latitudes_demdiff_Dussaillant2019_Dussaillant_et_al.csv,low_latitudes,demdiff,Dussaillant2019_Dussaillant_et_al,Dussaillant et al.,1,2000.25,2018.25,m,18.0,Low Latitudes,DEM differencing
data/glambie/input/16_low_latitudes/low_latitudes_demdiff_ETH_Hugonnet_et_al.csv,low_latitudes,demdiff,ETH_Hugonnet_et_al,Hugonnet et al.,4,2000.0,2020.0,m,5.0,Low Latitudes,DEM differencing
data/glambie/input/16_low_latitudes/low_latitudes_demdiff_FAU-GLACIER_Braun_et_al.csv,low_latitudes,demdiff,FAU-GLACIER_Braun_et_al,Braun et al.,1,2000.1666666666667,2012.9166666666667,m,12.75,Low Latitudes,DEM differencing
data/glambie/input/16_low_latitudes/low_latitudes_demdiff_Seehaus_Seehaus_et_al.csv,low_latitudes,demdiff,Seehaus_Seehaus_et_al,Seehaus et al.,1,2000.1666666666667,2016.75,m,16.583333333333258,Low Latitudes,DEM differencing
data/glambie/input/16_low_latitudes/low_latitudes_glaciological_WGMS-beta_WGMS.csv,low_latitudes,glaciological,WGMS-beta_WGMS,WGMS,25,2000.0,2025.0,mwe,1.0,Low Latitudes,Glaciological
data/glambie/input/16_low_latitudes/low_latitudes_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,low_latitudes,gravimetry,Jacob_2012_dmdt_Jacob_et_al,Jacob et al.,1,2003.0,2010.9166666666667,Gt,7.9166666666667425,Low Latitudes,Gravimetry
data/glambie/input/16_low_latitudes/low_latitudes_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,low_latitudes,gravimetry,Sasgen_AWIarc_RL01_2_Sasgen_et_al,Sasgen et al.,248,2002.25,2022.9166666666667,Gt,0.08333333333333363,Low Latitudes,Gravimetry
data/glambie/input/16_low_latitudes/low_latitudes_gravimetry_Wouters_Wouters_et_al.csv,low_latitudes,gravimetry,Wouters_Wouters_et_al,Wouters et al.,236,2002.1666666666667,2021.8333333333333,Gt,0.08333333333333269,Low Latitudes,Gravimetry
data/glambie/input/17_southern_andes/southern_andes_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,southern_andes,altimetry,Jakob_Gourmelen_Jakob_et_al,Jakob et al.,120,2010.6666666666667,2020.6666666666667,m,0.08333333333333333,Southern Andes,Altimetry
data/glambie/input/17_southern_andes/southern_andes_combined_DUS-combined_Dussaillant_et_al.csv,southern_andes,combined,DUS-combined_Dussaillant_et_al,Dussaillant et al.,25,1999.25,2024.25,mwe,1.0,Southern Andes,Hybrid / combined
data/glambie/input/17_southern_andes/southern_andes_combined_Huss_Huss_et_al.csv,southern_andes,combined,Huss_Huss_et_al,Huss et al.,31,1990.25,2021.25,mwe,1.0,Southern Andes,Hybrid / combined
data/glambie/input/17_southern_andes/southern_andes_demdiff_DLR-IMF_Krieger_et_al.csv,southern_andes,demdiff,DLR-IMF_Krieger_et_al,Krieger et al.,2,2000.1666666666667,2016.1666666666667,m,8.0,Southern Andes,DEM differencing
data/glambie/input/17_southern_andes/southern_andes_demdiff_Dussaillant2019_Dussaillant_et_al.csv,southern_andes,demdiff,Dussaillant2019_Dussaillant_et_al,Dussaillant et al.,1,2000.25,2018.25,m,18.0,Southern Andes,DEM differencing
data/glambie/input/17_southern_andes/southern_andes_demdiff_ETH_Hugonnet_et_al.csv,southern_andes,demdiff,ETH_Hugonnet_et_al,Hugonnet et al.,4,2000.0,2020.0,m,5.0,Southern Andes,DEM differencing
data/glambie/input/17_southern_andes/southern_andes_demdiff_FAU-GLACIER_Braun_et_al.csv,southern_andes,demdiff,FAU-GLACIER_Braun_et_al,Braun et al.,1,2000.1666666666667,2012.75,m,12.583333333333258,Southern Andes,DEM differencing
data/glambie/input/17_southern_andes/southern_andes_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,southern_andes,glaciological,UZH_GlaciolSineWave_Zemp_et_al,Zemp et al.,301,1999.1666666666667,2024.25,mwe,0.08333333333333308,Southern Andes,Glaciological
data/glambie/input/17_southern_andes/southern_andes_glaciological_WGMS-beta_WGMS.csv,southern_andes,glaciological,WGMS-beta_WGMS,WGMS,25,1999.25,2024.25,mwe,1.0,Southern Andes,Glaciological
data/glambie/input/17_southern_andes/southern_andes_gravimetry_Harig_Group_Harig_et_al.csv,southern_andes,gravimetry,Harig_Group_Harig_et_al,Harig et al.,251,2002.25,2023.1666666666667,Gt,0.08333333333333363,Southern Andes,Gravimetry
data/glambie/input/17_southern_andes/southern_andes_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,southern_andes,gravimetry,Jacob_2012_dmdt_Jacob_et_al,Jacob et al.,1,2003.0,2010.9166666666667,Gt,7.9166666666667425,Southern Andes,Gravimetry
data/glambie/input/17_southern_andes/southern_andes_gravimetry_Richter_Richter_et_al.csv,southern_andes,gravimetry,Richter_Richter_et_al,Richter et al.,184,2002.1666666666667,2017.5,Gt,0.08333333333333293,Southern Andes,Gravimetry
data/glambie/input/17_southern_andes/southern_andes_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,southern_andes,gravimetry,Sasgen_AWIarc_RL01_2_Sasgen_et_al,Sasgen et al.,248,2002.25,2022.9166666666667,Gt,0.08333333333333363,Southern Andes,Gravimetry
data/glambie/input/17_southern_andes/southern_andes_gravimetry_Velicogna_Sutterley_et_al.csv,southern_andes,gravimetry,Velicogna_Sutterley_et_al,Sutterley et al.,251,2002.25,2023.1666666666667,Gt,0.08333333333333363,Southern Andes,Gravimetry
data/glambie/input/17_southern_andes/southern_andes_gravimetry_Wouters_Wouters_et_al.csv,southern_andes,gravimetry,Wouters_Wouters_et_al,Wouters et al.,236,2002.1666666666667,2021.8333333333333,Gt,0.08333333333333269,Southern Andes,Gravimetry
data/glambie/input/18_new_zealand/new_zealand_combined_DUS-combined_Dussaillant_et_al.csv,new_zealand,combined,DUS-combined_Dussaillant_et_al,Dussaillant et al.,25,1999.25,2024.25,mwe,1.0,New Zealand,Hybrid / combined
data/glambie/input/18_new_zealand/new_zealand_combined_Huss_Huss_et_al.csv,new_zealand,combined,Huss_Huss_et_al,Huss et al.,31,1990.25,2021.25,mwe,1.0,New Zealand,Hybrid / combined
data/glambie/input/18_new_zealand/new_zealand_demdiff_ETH_Hugonnet_et_al.csv,new_zealand,demdiff,ETH_Hugonnet_et_al,Hugonnet et al.,4,2000.0,2020.0,m,5.0,New Zealand,DEM differencing
data/glambie/input/18_new_zealand/new_zealand_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,new_zealand,glaciological,UZH_GlaciolSineWave_Zemp_et_al,Zemp et al.,301,1999.1666666666667,2024.25,mwe,0.08333333333333308,New Zealand,Glaciological
data/glambie/input/18_new_zealand/new_zealand_glaciological_WGMS-beta_WGMS.csv,new_zealand,glaciological,WGMS-beta_WGMS,WGMS,24,2000.25,2024.25,mwe,1.0,New Zealand,Glaciological
data/glambie/input/18_new_zealand/new_zealand_gravimetry_Harig_Group_Harig_et_al.csv,new_zealand,gravimetry,Harig_Group_Harig_et_al,Harig et al.,251,2002.25,2023.1666666666667,Gt,0.08333333333333363,New Zealand,Gravimetry
data/glambie/input/18_new_zealand/new_zealand_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,new_zealand,gravimetry,Jacob_2012_dmdt_Jacob_et_al,Jacob et al.,1,2003.0,2010.9166666666667,Gt,7.9166666666667425,New Zealand,Gravimetry
data/glambie/input/18_new_zealand/new_zealand_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,new_zealand,gravimetry,Sasgen_AWIarc_RL01_2_Sasgen_et_al,Sasgen et al.,248,2002.25,2022.9166666666667,Gt,0.08333333333333363,New Zealand,Gravimetry
data/glambie/input/18_new_zealand/new_zealand_gravimetry_Wouters_Wouters_et_al.csv,new_zealand,gravimetry,Wouters_Wouters_et_al,Wouters et al.,236,2002.1666666666667,2021.8333333333333,Gt,0.08333333333333269,New Zealand,Gravimetry
data/glambie/input/19_antarctic_and_subantarctic/antarctic_and_subantarctic_altimetry_Gardner2013_icesat_Gardner_et_al.csv,antarctic_and_subantarctic,altimetry,Gardner2013_icesat_Gardner_et_al,Gardner et al.,1,2003.75,2009.75,m,6.0,Antarctic & Subantarctic,Altimetry
data/glambie/input/19_antarctic_and_subantarctic/antarctic_and_subantarctic_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,antarctic_and_subantarctic,altimetry,Jakob_Gourmelen_Jakob_et_al,Jakob et al.,120,2010.6666666666667,2020.6666666666667,m,0.08333333333333333,Antarctic & Subantarctic,Altimetry
data/glambie/input/19_antarctic_and_subantarctic/antarctic_and_subantarctic_altimetry_Khan_Khan_et_al.csv,antarctic_and_subantarctic,altimetry,Khan_Khan_et_al,Khan et al.,3,2003.0833333333333,2023.3333333333333,m,6.75,Antarctic & Subantarctic,Altimetry
data/glambie/input/19_antarctic_and_subantarctic/antarctic_and_subantarctic_combined_DUS-combined_Dussaillant_et_al.csv,antarctic_and_subantarctic,combined,DUS-combined_Dussaillant_et_al,Dussaillant et al.,25,1999.25,2024.25,mwe,1.0,Antarctic & Subantarctic,Hybrid / combined
data/glambie/input/19_antarctic_and_subantarctic/antarctic_and_subantarctic_combined_Huss_Huss_et_al.csv,antarctic_and_subantarctic,combined,Huss_Huss_et_al,Huss et al.,31,1990.25,2021.25,mwe,1.0,Antarctic & Subantarctic,Hybrid / combined
data/glambie/input/19_antarctic_and_subantarctic/antarctic_and_subantarctic_demdiff_ETH_Hugonnet_et_al.csv,antarctic_and_subantarctic,demdiff,ETH_Hugonnet_et_al,Hugonnet et al.,4,2000.0,2020.0,m,5.0,Antarctic & Subantarctic,DEM differencing
data/glambie/input/19_antarctic_and_subantarctic/antarctic_and_subantarctic_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,antarctic_and_subantarctic,glaciological,UZH_GlaciolSineWave_Zemp_et_al,Zemp et al.,301,1999.1666666666667,2024.25,mwe,0.08333333333333308,Antarctic & Subantarctic,Glaciological
data/glambie/input/19_antarctic_and_subantarctic/antarctic_and_subantarctic_glaciological_WGMS-beta_WGMS.csv,antarctic_and_subantarctic,glaciological,WGMS-beta_WGMS,WGMS,25,1999.25,2024.25,mwe,1.0,Antarctic & Subantarctic,Glaciological
