repetition,cell_id,p_response_empirical,mean_element_response,max_element_response,selected_elements_present,p_response_reported,num_presented_peptides,abs_error
0,62,1.7999838891391562e-05,1.7999984690542092e-06,1.7999984690542092e-06,10,1.7999838891502584e-05,0,1.1102230246251565e-16
0,63,0.8606880735944127,0.10865235451527915,0.8065081631656418,10,0.8606880735944127,12,0.0
0,64,0.9562624151861487,0.18113809244772758,0.8133760684288108,10,0.9562624151861489,15,1.1102230246251565e-16
0,65,0.958345157832562,0.1792789653539665,0.7667200972000062,10,0.958345157832562,15,0.0
0,66,0.9679668927014511,0.22154929146673333,0.7106599748610309,10,0.9679668927014512,22,1.1102230246251565e-16
0,67,0.9470929214408943,0.14160146266480286,0.8992000474800029,10,0.9470929214408944,10,1.1102230246251565e-16
0,68,0.9644626241626655,0.24544583920405957,0.574847331088802,10,0.9644626241626656,20,1.1102230246251565e-16
0,69,0.9606361664508314,0.1852859045940081,0.7713856527990588,10,0.9606361664508314,16,0.0
0,70,0.9297074729776382,0.17428395607168098,0.6457061692737965,10,0.9297074729776382,14,0.0
0,71,0.9688977045928138,0.1928869281323339,0.8548480232128156,10,0.9688977045928138,17,0.0
0,72,0.9640101945735136,0.16801679229877778,0.9032540525590425,10,0.9640101945735136,18,0.0
0,73,0.9741851315855194,0.26501741184209515,0.5800962122847882,10,0.9741851315855194,28,0.0
0,74,0.9746946722067666,0.19390490118224962,0.897940033048017,10,0.9746946722067666,16,0.0
0,75,0.9848202574688698,0.25043414216558074,0.7874236017714943,10,0.98482025746887,22,2.220446049250313e-16
0,76,0.9780583567543958,0.18133098689934002,0.9032320270336096,10,0.9780583567543958,14,0.0
0,77,0.9909623797283751,0.18055563444332962,0.9606339838162202,10,0.9909623797283752,15,1.1102230246251565e-16
0,78,0.949602795469847,0.18619094463538655,0.7354002213399364,10,0.949602795469847,14,0.0
0,79,0.968122544277165,0.23971222553204335,0.6598002953799078,10,0.968122544277165,22,0.0
0,80,0.9702477020061423,0.22053832016823524,0.7916750910471555,10,0.9702477020061424,23,1.1102230246251565e-16
0,81,0.9352183559906921,0.20690984467656373,0.6220865112745818,10,0.935218355990692,18,1.1102230246251565e-16
0,82,0.9580214675125385,0.2271103560312931,0.6267521835135927,10,0.9580214675125384,21,1.1102230246251565e-16
0,83,0.9692816896067922,0.21951325305640976,0.7984001201599876,10,0.9692816896067922,16,0.0
0,84,0.9641378628098958,0.23792850809702867,0.7200641259712017,10,0.9641378628098958,22,0.0
0,85,0.9551621251276237,0.19705226230472736,0.7958801227959865,10,0.9551621251276236,17,1.1102230246251565e-16
0,86,0.9651260962143772,0.2118382645718982,0.6938202012039667,10,0.9651260962143772,17,0.0
0,87,0.9595114776677168,0.19610808772042404,0.7900480857304064,10,0.9595114776677168,17,0.0
0,88,0.9724763830748383,0.2290156280413497,0.7459841122912025,10,0.9724763830748384,18,1.1102230246251565e-16
0,89,0.9737574428426347,0.20866356028070815,0.7795504487263791,10,0.9737574428426348,16,1.1102230246251565e-16
0,90,0.9770429919316743,0.23892458980337955,0.7408002080799478,10,0.9770429919316744,20,1.1102230246251565e-16
0,91,0.9784778051152961,0.2290457040649656,0.7767947853144347,10,0.978477805115296,20,1.1102230246251565e-16
0,92,0.9791773247450711,0.20534795275227732,0.8582824181083775,10,0.9791773247450712,18,1.1102230246251565e-16
0,93,0.9585023766653697,0.24379287021408763,0.5276082453813826,10,0.9585023766653696,23,1.1102230246251565e-16
0,94,0.9712972032344217,0.1610272526400444,0.9305583389920228,10,0.9712972032344216,16,1.1102230246251565e-16
0,95,0.974807130083192,0.18619466521669045,0.8842639291829932,10,0.974807130083192,19,0.0
0,96,0.9782333516247573,0.19423486495476044,0.902457829214626,10,0.9782333516247572,21,1.1102230246251565e-16
0,97,0.919004513514669,0.13208200600737013,0.845685276632038,10,0.919004513514669,13,0.0
0,98,0.8828725056998217,0.16389088924550188,0.5800962122847882,10,0.8828725056998216,17,1.1102230246251565e-16
0,99,0.9702409232846481,0.2411801545534419,0.6427902432429541,10,0.970240923284648,19,1.1102230246251565e-16
1,0,0.9611529960353076,0.2185536043250922,0.6259078415435684,10,0.9611529960353076,24,0.0
1,1,0.926285199984765,0.1661363840454178,0.695184216292864,10,0.926285199984765,14,0.0
1,2,0.9488987668816735,0.1272303854384732,0.9251815353886074,10,0.9488987668816736,11,1.1102230246251565e-16
1,3,0.9744217241432923,0.2364811520277049,0.7783157410175332,10,0.9744217241432924,24,1.1102230246251565e-16
1,4,0.9836917341127145,0.2323220666288491,0.892704846012757,10,0.9836917341127144,14,1.1102230246251565e-16
1,5,0.9414658623646521,0.16127065609788124,0.8079660448643952,10,0.941465862364652,12,1.1102230246251565e-16
1,6,0.9361662611867533,0.1923723313077497,0.5894736295997214,10,0.9361662611867532,21,1.1102230246251565e-16
1,7,0.9049866952824064,0.15780509588386904,0.7090394221511379,10,0.9049866952824064,15,0.0
1,8,0.9648914461980855,0.23912785824613794,0.6994743816678044,10,0.9648914461980856,20,1.1102230246251565e-16
1,9,0.9436929189146086,0.1705894389443535,0.7279329110521251,10,0.9436929189146086,19,0.0
1,10,0.9531885985066508,0.21233107656631883,0.6311730566217133,10,0.9531885985066508,20,0.0
1,11,0.8237229764155991,0.14367381479631075,0.385288472781696,10,0.8237229764155991,16,0.0
1,12,0.9880351230822702,0.22858365439779343,0.8299580553791208,10,0.9880351230822702,23,0.0
1,13,0.951730658421507,0.19315696977052493,0.738135476735458,10,0.951730658421507,21,0.0
1,14,0.9515562904374937,0.18356699601362467,0.7705856369574441,10,0.9515562904374936,25,1.1102230246251565e-16
1,15,0.9435812791863458,0.20957368847933805,0.5653553793518188,10,0.9435812791863458,22,0.0
1,16,0.909137181348411,0.16946109744733978,0.6088198366355466,10,0.909137181348411,17,0.0
1,17,0.947023638947257,0.1178187843689618,0.9294873655655712,10,0.947023638947257,13,0.0
1,18,0.9328690129935611,0.19739862179338985,0.5935789736847799,10,0.9328690129935612,18,1.1102230246251565e-16
1,19,0.9746775119100853,0.2332948883194617,0.7536841596966746,10,0.9746775119100852,23,1.1102230246251565e-16
1,20,0.9294891789319574,0.16726307915044747,0.7967894589009482,10,0.9294891789319574,16,0.0
1,21,0.9020683106553475,0.16410201534966234,0.6584935625980979,10,0.9020683106553476,16,1.1102230246251565e-16
1,22,0.9548393586560847,0.17040125726265784,0.7870241158018115,10,0.9548393586560848,14,1.1102230246251565e-16
1,23,0.9999999765375406,0.14905546182545004,0.999999958434201,10,0.9999999765375406,14,0.0
1,24,0.946600338982029,0.1802035211756594,0.7724042082750794,10,0.946600338982029,19,0.0
1,25,0.965814642749899,0.21427542168757374,0.7605810054198411,10,0.965814642749899,23,0.0
1,26,0.9776114014362736,0.2121107149231812,0.798842059537547,10,0.9776114014362736,16,0.0
1,27,0.8790616645659101,0.1501164662717059,0.5843420512397837,10,0.8790616645659101,14,0.0
1,28,1.7999838891391562e-05,1.7999984690542092e-06,1.7999984690542092e-06,10,1.7999838891502584e-05,0,1.1102230246251565e-16
1,29,0.8887015933210841,0.08887159902584235,0.888699790272202,10,0.8887015933210841,9,0.0
1,30,0.9421068008586155,0.21410925655619412,0.5935789736847799,10,0.9421068008586156,23,1.1102230246251565e-16
1,31,0.981885861784822,0.26008697389345026,0.7516316229020443,10,0.981885861784822,22,0.0
1,32,0.9414857497424552,0.2019866375176202,0.6613158000204331,10,0.9414857497424552,20,0.0
1,33,0.8735373710923637,0.11318448213452452,0.8148432210298975,10,0.8735373710923637,12,0.0
1,34,0.9719796987607485,0.24282289254609374,0.7595794987226807,10,0.9719796987607484,21,1.1102230246251565e-16
1,35,0.9595457014949068,0.21381855522756724,0.73921320848673,10,0.9595457014949068,20,0.0
1,36,0.9714460164528332,0.22073437124954806,0.7510671047567693,10,0.9714460164528332,18,0.0
1,37,0.9489330075450605,0.1974472608149282,0.6908327970453139,10,0.9489330075450604,21,1.1102230246251565e-16
1,38,0.8896897713208649,0.17015050568944504,0.5529369649365045,10,0.8896897713208649,15,0.0
1,39,0.9567462735181304,0.20412809908041013,0.7501678605226718,10,0.9567462735181304,19,0.0
1,40,0.9677206152409051,0.22977416304743392,0.7044210015707464,10,0.9677206152409052,21,1.1102230246251565e-16
1,41,0.9488117337182912,0.18701410269424903,0.6977032381970989,10,0.9488117337182912,21,0.0
1,42,0.9760702487968127,0.25663272290626427,0.7155052681674535,10,0.9760702487968128,23,1.1102230246251565e-16
1,43,0.8961567807236756,0.16395279325357015,0.5843420512397838,10,0.8961567807236757,17,1.1102230246251565e-16
1,44,0.9735597665269534,0.20298807154527015,0.8110645082860122,10,0.9735597665269534,22,0.0
1,45,0.9519403044964299,0.21024546760739282,0.6088198366355466,10,0.95194030449643,19,1.1102230246251565e-16
1,46,0.9812754363131082,0.21360471957639543,0.8167897916612605,10,0.9812754363131082,20,0.0
1,47,0.9187715398381691,0.17402095744456308,0.634221071845671,10,0.9187715398381692,16,1.1102230246251565e-16
1,48,0.9783731343801104,0.20809675182504198,0.821174761386137,10,0.9783731343801104,19,0.0
1,49,0.9396740875292383,0.16193105434522534,0.8221907779354009,10,0.9396740875292384,15,1.1102230246251565e-16
1,50,0.9718639024662026,0.24875510085051844,0.6977032381970989,10,0.9718639024662026,23,0.0
1,51,0.9348701519609817,0.2075415593615996,0.5032633004451195,10,0.9348701519609818,23,1.1102230246251565e-16
1,52,0.9769795514476021,0.2423717565022947,0.7251847042861569,10,0.976979551447602,24,1.1102230246251565e-16
1,53,0.9496517574375434,0.18931139255440957,0.7073768494294013,10,0.9496517574375434,18,0.0
1,54,0.9084009698215155,0.1641116443271522,0.6378789327467215,10,0.9084009698215156,16,1.1102230246251565e-16
1,55,0.9499208005940625,0.1249769138237578,0.9259372761916128,10,0.9499208005940626,11,1.1102230246251565e-16
1,56,0.979108950691601,0.25391870467757444,0.7541153553035473,10,0.979108950691601,22,0.0
1,57,0.8483234715893684,0.15033631492241567,0.5529369649365046,10,0.8483234715893684,14,0.0
1,58,0.9244776407715698,0.2011772224473581,0.5082307647017047,10,0.9244776407715698,18,0.0
1,59,0.9301943028683112,0.17324375621675075,0.7459868375969061,10,0.9301943028683112,15,0.0
1,60,0.9391744497368524,0.19637497686660574,0.6088198366355466,10,0.9391744497368524,19,0.0
1,61,0.9677206152409051,0.22966553793689162,0.6423495621138179,10,0.9677206152409052,21,1.1102230246251565e-16
1,62,0.9214765746915787,0.1688435987566025,0.7234078975547579,10,0.9214765746915786,17,1.1102230246251565e-16
1,63,0.9368046110735305,0.20931126315995097,0.5976432635251612,10,0.9368046110735306,20,1.1102230246251565e-16
1,64,0.9819817305841588,0.2669102401958486,0.7541153485417221,10,0.9819817305841588,19,0.0
1,65,0.9873080489113716,0.2278615322706672,0.8374315626501272,10,0.9873080489113716,16,0.0
1,66,0.9424293263221671,0.14720256644442903,0.8461034229129696,10,0.9424293263221672,16,1.1102230246251565e-16
1,67,0.9825956651732061,0.22188689996379402,0.8196846075131056,10,0.9825956651732062,18,1.1102230246251565e-16
1,68,0.9513395584513199,0.1847790532632806,0.727932911052125,10,0.95133955845132,19,1.1102230246251565e-16
1,69,0.9702683692134104,0.16850194237227445,0.8891578501877133,10,0.9702683692134104,12,0.0
1,70,0.9474347084559832,0.18648611702225665,0.6767104730081358,10,0.9474347084559832,19,0.0
1,71,0.9395308256313474,0.18084094247132587,0.7233797789426326,10,0.9395308256313474,14,0.0
1,72,0.9780259311650964,0.21373599083552347,0.7862547625362261,10,0.9780259311650964,25,0.0
1,73,0.9049866952824064,0.17336502402292872,0.569701910661709,10,0.9049866952824064,15,0.0
1,74,0.8984644275899394,0.15836129332300367,0.6674736318473531,10,0.8984644275899393,16,1.1102230246251565e-16
1,75,0.9255405913188023,0.14397373898836177,0.7832421000913945,10,0.9255405913188022,15,1.1102230246251565e-16
1,76,0.9559602547857398,0.22944858233939533,0.5843420512397837,10,0.9559602547857398,26,0.0
1,77,0.9195838403443184,0.13730722173553822,0.8201208524311252,10,0.9195838403443184,15,0.0
1,78,0.9365402602631427,0.1548401145387907,0.8320573335144656,10,0.9365402602631429,16,1.1102230246251565e-16
1,79,0.949443687468526,0.21981467956566725,0.5843420512397837,10,0.949443687468526,20,0.0
1,80,0.9766020256018785,0.23913062474112118,0.7073768494294013,10,0.9766020256018784,22,1.1102230246251565e-16
1,81,0.8464275154534846,0.15084485301996023,0.4535897452357964,10,0.8464275154534846,14,0.0
1,82,0.8701959794742047,0.15403976182331294,0.5427763523807376,10,0.8701959794742047,17,0.0
1,83,0.9655218967053104,0.22734951934935982,0.7609454825489574,10,0.9655218967053104,21,0.0
1,84,0.9710383929290534,0.22048829504769882,0.7480860233638087,10,0.9710383929290534,21,0.0
1,85,0.9382089650817632,0.2016906589178598,0.5843420512397837,10,0.9382089650817632,19,0.0
1,86,0.969241793186014,0.20270730353136218,0.7862547625362261,10,0.969241793186014,19,0.0
1,87,0.9029270164781824,0.16520614854966292,0.6423495621138179,10,0.9029270164781824,14,0.0
1,88,0.9876967152443642,0.2038699879776043,0.8975818783895212,10,0.9876967152443642,19,0.0
1,89,0.9593857643346287,0.19222353016538865,0.7814358620312458,10,0.9593857643346286,16,1.1102230246251565e-16
1,90,0.9428920407580097,0.19940079672792965,0.698791323263361,10,0.9428920407580096,18,1.1102230246251565e-16
1,91,0.9624533608227712,0.23287457112478832,0.7370400860254406,10,0.9624533608227712,19,0.0
1,92,0.9026964876841088,0.17529673102280002,0.5082307647017047,10,0.9026964876841088,13,0.0
1,93,0.9496346439213121,0.09496500279821159,0.9496338279958944,10,0.9496346439213124,10,2.220446049250313e-16
1,94,0.9737782708015159,0.2589374414252301,0.6680557469024462,10,0.973778270801516,24,1.1102230246251565e-16
1,95,0.9655394301762549,0.22790107149865144,0.6721538230994293,10,0.9655394301762548,17,1.1102230246251565e-16
1,96,0.9496256595424004,0.18954514504395314,0.7695592615826423,10,0.9496256595424004,16,0.0
1,97,0.7444939468310185,0.10547302529063118,0.5020836507818868,10,0.7444939468310185,11,0.0
1,98,0.9461676708504746,0.21784834673701942,0.5082307647017047,10,0.9461676708504746,17,0.0
1,99,0.904643469585592,0.18024789573873803,0.6259078415435684,10,0.904643469585592,19,0.0
2,0,0.9499273886251157,0.18300239496038384,0.808351561748966,10,0.9499273886251156,20,1.1102230246251565e-16
2,1,0.944040301002697,0.1839204365322503,0.6849597127337743,10,0.944040301002697,14,0.0
2,2,0.9028894889398489,0.1762472541832572,0.6001411082714925,10,0.902889488939849,20,1.1102230246251565e-16
2,3,0.9687908273338003,0.23321800579158897,0.6751147064230609,10,0.9687908273338004,23,1.1102230246251565e-16
2,4,0.8703470080731617,0.1631556040039565,0.4801835603107333,10,0.8703470080731616,19,1.1102230246251565e-16
2,5,0.9180106435730306,0.10569638315586075,0.9031019392641442,10,0.9180106435730306,11,0.0
2,6,0.9249941309500658,0.16780317684801133,0.7243397422427978,10,0.9249941309500658,19,0.0
2,7,0.8997635752194014,0.14178684974132388,0.6718330376528231,10,0.8997635752194013,13,1.1102230246251565e-16
2,8,0.810309268266267,0.13260334645322583,0.5008582726653605,10,0.8103092682662669,15,1.1102230246251565e-16
2,9,0.9151161616804592,0.1747369589103102,0.6751147064230609,10,0.9151161616804592,17,0.0
2,10,0.9306487329478615,0.18148913917121318,0.7137103727118148,10,0.9306487329478615,19,0.0
2,11,0.9266435945461627,0.16257830482205793,0.8042648199372967,10,0.9266435945461629,17,1.1102230246251565e-16
2,12,0.884276666463323,0.16667969121625797,0.5746956290846281,10,0.884276666463323,19,0.0
2,13,0.8597292960904017,0.15924494645021892,0.4801835603107333,10,0.8597292960904017,19,0.0
2,14,0.9096125056682463,0.18250650794750561,0.5746956290846281,10,0.9096125056682464,21,1.1102230246251565e-16
2,15,0.905684625451732,0.16189026178490978,0.6334626789723647,10,0.905684625451732,17,0.0
2,16,0.9325384541489022,0.1229174166843308,0.8993361809071221,10,0.9325384541489022,13,0.0
2,17,0.836737333815276,0.14132609886796543,0.488059667576734,10,0.836737333815276,17,0.0
2,18,0.9561911424391405,0.1951021867094204,0.7072729755243368,10,0.9561911424391404,28,1.1102230246251565e-16
2,19,0.8660656774343719,0.13608065000856095,0.6101376561546896,10,0.8660656774343718,15,1.1102230246251565e-16
2,20,0.9399249494395366,0.21824724517312294,0.5008582726653605,10,0.9399249494395366,26,0.0
2,21,0.8331672116169435,0.08331807088899675,0.8331645089037459,10,0.8331672116169433,10,2.220446049250313e-16
2,22,0.9108291169845056,0.1643144453993373,0.6649117627232007,10,0.9108291169845056,16,0.0
2,23,0.9476924188617244,0.18421462209786607,0.7231745457502909,10,0.9476924188617244,21,0.0
2,24,0.8773900412875449,0.16093083752856976,0.5668196242067042,10,0.8773900412875449,16,0.0
2,25,0.8765326044824515,0.1616773836197047,0.4973676713107159,10,0.8765326044824516,17,1.1102230246251565e-16
2,26,0.9331218353233347,0.13859289600468827,0.8584749653614494,10,0.9331218353233348,16,1.1102230246251565e-16
2,27,0.8378711345105742,0.134225915973263,0.5637903042285414,10,0.8378711345105742,16,0.0
2,28,0.9473984772962055,0.19515163862093493,0.763719766632418,10,0.9473984772962056,19,1.1102230246251565e-16
2,29,0.9019120298421774,0.16575288432378868,0.6672388304190133,10,0.9019120298421774,16,0.0
2,30,0.9494216048046662,0.18321862902929245,0.7231745457502909,10,0.949421604804666,20,2.220446049250313e-16
2,31,0.8457022275229609,0.15425185161645832,0.4801835603107333,10,0.8457022275229609,20,0.0
2,32,0.9187436587909773,0.18444319379357926,0.5764857938026147,10,0.9187436587909772,18,1.1102230246251565e-16
2,33,0.8661650766486317,0.08661791084914258,0.8661629085052043,10,0.8661650766486317,7,0.0
2,34,0.9148541916489217,0.18600396772645797,0.5008582726653605,10,0.9148541916489216,16,1.1102230246251565e-16
2,35,0.9719210291655697,0.17481797841493552,0.9120702041674186,10,0.9719210291655695,23,1.1102230246251565e-16
2,36,0.9047319451509384,0.1815317673960855,0.5668196242067042,10,0.9047319451509384,17,0.0
2,37,0.9151161616804592,0.17438615495384902,0.6101376561546896,10,0.9151161616804592,17,0.0
2,38,0.9181483591683103,0.15863675669206118,0.7560608076515989,10,0.9181483591683102,19,1.1102230246251565e-16
2,39,0.9099284012310017,0.13763212407401734,0.7728611143221152,10,0.9099284012310016,16,1.1102230246251565e-16
2,40,0.9286883371629063,0.2081651225800209,0.5235015922587188,10,0.9286883371629064,23,1.1102230246251565e-16
2,41,0.896074872535765,0.12232203478683565,0.8282262087400303,10,0.896074872535765,13,0.0
2,42,0.8024521785857957,0.13196934108293085,0.4368656409896309,10,0.8024521785857955,17,1.1102230246251565e-16
2,43,0.9116696304690795,0.09812461822073909,0.9043072360668786,10,0.9116696304690792,9,2.220446049250313e-16
2,44,0.9181483591683102,0.15998671480485063,0.6924161663876448,10,0.9181483591683102,19,0.0
2,45,0.9568549214869069,0.23071310905584075,0.5668196242067042,10,0.9568549214869068,27,1.1102230246251565e-16
2,46,0.8839195190258793,0.15762639830487624,0.5911500367842601,10,0.8839195190258793,18,0.0
2,47,0.8872979366774036,0.13736706575236407,0.745544324443297,10,0.8872979366774036,15,0.0
2,48,0.9208542137242439,0.1638698572963016,0.6980085983381112,10,0.920854213724244,18,1.1102230246251565e-16
2,49,0.9105884694783454,0.1816451847237909,0.6334626789723647,10,0.9105884694783454,18,0.0
2,50,0.9362652130691247,0.19518127644602137,0.6128451103868916,10,0.9362652130691248,22,1.1102230246251565e-16
2,51,0.966131991822932,0.15968034440609472,0.880712641943035,10,0.966131991822932,18,0.0
2,52,0.8441123200622005,0.137305093378343,0.5462347879694668,10,0.8441123200622005,13,0.0
2,53,0.8550973531367703,0.12208165112006095,0.6933625165151764,10,0.8550973531367702,15,1.1102230246251565e-16
2,54,0.9255150198248318,0.16713147557467706,0.72009876019555,10,0.925515019824832,18,2.220446049250313e-16
2,55,0.9320226384705849,0.1891928116878489,0.6558947667271988,10,0.9320226384705848,20,1.1102230246251565e-16
2,56,0.8920994337139513,0.1511638255968663,0.6876840460341821,10,0.8920994337139513,20,0.0
2,57,0.9398096498348154,0.175197091609694,0.7504291092958397,10,0.9398096498348152,16,2.220446049250313e-16
2,58,0.90190857494433,0.17483729785428662,0.4958164383598359,10,0.90190857494433,20,0.0
2,59,0.9428411723139113,0.10150158925689527,0.9380769464284404,10,0.9428411723139114,13,1.1102230246251565e-16
2,60,0.9362652130691247,0.18357471255207627,0.7357325966782798,10,0.9362652130691248,22,1.1102230246251565e-16
2,61,0.14794397620040312,0.014794637276654869,0.1479301727803272,10,0.1479439762004031,2,2.7755575615628914e-17
2,62,0.9072948596339627,0.18138180789150954,0.6308994076623524,10,0.9072948596339628,22,1.1102230246251565e-16
2,63,0.8920994337139513,0.16547514347617068,0.5668196242067043,10,0.8920994337139513,20,0.0
2,64,0.862814006962077,0.14581068557203675,0.5637903042285414,10,0.8628140069620769,17,1.1102230246251565e-16
2,65,0.9154734494557055,0.15891636594759823,0.6967737200506605,10,0.9154734494557056,15,1.1102230246251565e-16
2,66,0.9069900497434388,0.1388555667898221,0.715698551553074,10,0.9069900497434388,15,0.0
2,67,0.7279051588729601,0.10453316645980215,0.436865640989631,10,0.7279051588729601,13,0.0
2,68,0.862814006962077,0.15423098234674032,0.4880596675767341,10,0.862814006962077,17,0.0
2,69,0.8362392376866595,0.1261509345922052,0.6219516634715756,10,0.8362392376866596,13,1.1102230246251565e-16
