feature,importance_mean,importance_std
M1_mean_euclidean_distance_hull_mean_6,0.003237760553511974,0.0006484678526500222
M2_smallest_euclidean_distance_hull_mean_5,0.0031802855141005635,0.00022698181726895175
Total_movement_centroids_median_6,0.0031474426344368367,0.0007264618469769433
Movement_mouse_2_nose_sum_5,0.0030899675950254077,0.0015185220319745764
M1_largest_euclidean_distance_hull_mean_5,0.003089967595025389,0.0012280692529586775
Movement_mouse_2_tail_base_sum_5,0.0030078603958661834,0.0008539236433474988
Sum_probabilities_deviation_percentile_rank,0.0029969127693116326,0.0008800676397715128
Movement_mouse_2_nose_sum_6,0.0029202793834297025,0.0012673503225147365
Mouse_1_angle,0.0029093317568750963,0.0005909563899995545
M1_largest_euclidean_distance_hull_median_6,0.0028901734104046137,0.00033190000872647645
Total_movement_centroids,0.0028080662112453894,0.0009550117960056738
Movement_mouse_2_nose_mean_8,0.002788907864774944,0.0020771913363061677
M2_largest_euclidean_distance_hull_sum_2,0.002777960238220356,0.0009362701197288554
Total_movement_all_bodyparts_both_mice_median_15,0.0027259590120861468,0.002458869581595089
Movement_mouse_1_tail_base_mean_15,0.002723222105447528,0.0012008690548745925
Total_movement_tail_ends_mean_6,0.002632904186372409,0.0011775888685781216
M1_mean_euclidean_distance_hull_sum_6,0.002630167279733716,0.0005448987977303726
Mouse_2_poly_area_mean_5,0.002624693466456477,0.0014247643042848692
Movement_mouse_2_tail_base_sum_15,0.0025891136801541683,0.0005913745330210547
Movement_mouse_2_centroid_percentile_rank,0.0025781660535995807,0.0010477813752248029
Sum_euclidean_distance_hull_M1_M2_deviation_15,0.0025371124540199594,0.0010469446004006092
M2_largest_euclidean_distance_hull_mean_8,0.0025289017341040463,0.0008540990662597875
Total_movement_centroids_mean_8,0.002455005254860735,0.000389122294110354
M2_mean_euclidean_distance_hull_sum_2,0.0023947933088106685,0.0030269717245880287
Mouse_1_poly_area_median_15,0.002378371868978805,0.0018444517228434656
Mouse_2_width_sum_5,0.002359213522508304,0.00015540232053094197
Mouse_1_poly_area,0.0023400551760378585,0.0005598161727344191
Mouse_2_poly_area,0.0023373182693991836,0.0004908304604891501
Tail_base_1_y,0.0022880539499036865,0.0019492040794619311
Mouse_2_Nose_to_centroid,0.00227710632334908,0.0006983886465768695
Mouse_1_width_deviation_6,0.002247000350324065,0.0005929304682348906
M2_Nose_to_M1_tail_base,0.002241526537046771,0.005121822250385984
Total_movement_centroids_sum_2,0.0022251050972149447,0.00195794253294651
M2_mean_euclidean_distance_hull_sum_8,0.002151208617971597,0.0008208530098596525
Total_movement_all_bodyparts_M1,0.00214573480469434,0.0018475924053764116
Mouse_2_poly_perim,0.0021238395515852195,0.0003957267934752228
Movement_mouse_2_nose,0.00209099667192153,0.0009270076920842467
Sum_euclidean_distance_hull_M1_M2_sum_5,0.002082785952005617,0.0009714206643124374
M1_mean_euclidean_distance_hull_mean_8,0.0020745752320897037,0.00015525764805221498
Movement_mouse_2_tail_base_deviation_8,0.0020143632860395813,0.0003038582726780222
M1_largest_euclidean_distance_hull_median_2,0.0019459406200736014,0.0009567749613084925
Total_movement_all_bodyparts_both_mice_deviation_15,0.0019404668067962705,0.0009390741072870599
M1_mean_euclidean_distance_hull_median_6,0.0018857286740234975,0.001644473263368067
Movement_mouse_1_nose_sum_6,0.0018638334209143403,0.0009210656635825065
Total_angle_both_mice_deviation,0.0018200429146961183,0.0012402506162337474
Movement_mouse_2_tail_base_median_8,0.0017899369416710664,0.0006873832425103423
Movement_mouse_1_centroid_median_2,0.001789936941671048,0.0010252775197788155
Mouse_2_poly_area_mean_6,0.0017899369416710293,0.0007882576208571169
M2_smallest_euclidean_distance_hull_mean_6,0.001784463128393754,0.0005964070617865503
M1_smallest_euclidean_distance_hull,0.0017570940620073583,0.00035770856724241535
Mouse_2_poly_area_median_8,0.0017461464354528073,0.0010785843144468681
M2_largest_euclidean_distance_hull_median_15,0.0017379357155368758,0.002477128825017287
M2_largest_euclidean_distance_hull_deviation,0.001716040462427774,0.00028450667794089685
Movement_mouse_1_nose_sum_2,0.0016749868628481528,0.00026706936362470694
M1_sum_euclidean_distance_hull,0.001617511823436668,2.3223422923862527e-05
M1_smallest_euclidean_distance_hull_sum_8,0.0015928796636889102,0.0007049115445789666
Mouse_1_Centroid_to_lat_left,0.0015709844105797899,0.0009320603769343544
Mouse_1_Centroid_to_lat_right,0.0015682475039411707,0.002732389752345211
Mouse_2_poly_area_sum_5,0.0015490891574706511,0.0020058631724478096
M1_largest_euclidean_distance_hull_median_5,0.001546352250831995,0.0001877525933410202
Mouse_2_width_median_15,0.0015189831844456176,0.00012737647002780567
M1_largest_euclidean_distance_hull_median_8,0.0014943510246978413,0.0019576096617655667
Total_angle_both_mice_sum_6,0.0014888772114206028,0.0031434465939466894
M2_smallest_euclidean_distance_hull_sum_2,0.0014697188649500832,0.0004817577668087341
Movement_mouse_2_nose_mean_6,0.0014669819583114456,0.0027205650470259507
Movement_mouse_2_nose_deviation_2,0.0014177176388158925,0.0012911007153811143
Movement_mouse_2_nose_sum_8,0.0014149807321772918,0.003168574392435764
Total_movement_tail_ends_mean_8,0.0014122438255386356,0.00029928796793353435
Movement_mouse_1_tail_base_median_15,0.0014012961989840478,0.001958921687865738
Movement_mouse_1_tail_end_mean_5,0.001379400945874909,0.00045285674701579033
Sum_euclidean_distance_hull_M1_M2_deviation,0.0013328735330180308,0.00026311339905311595
Total_angle_both_mice_sum_2,0.0013164520931862045,0.0008450883445763687
Movement_mouse_2_centroid_median_5,0.0012863461201611526,0.0009883909289067293
M2_largest_euclidean_distance_hull_mean_2,0.0012808723068838772,0.0007814719196723327
Total_movement_all_bodyparts_both_mice_sum_5,0.001272661586967964,0.0005618196727061196
M1_mean_euclidean_distance_hull_mean_2,0.001256240147136119,0.0001369000591215799
Movement_mouse_1_centroid_median_5,0.0012425556139429121,0.00039373424654831244
Total_angle_both_mice,0.0012124496409178047,0.0006366117793859851
M1_largest_euclidean_distance_hull_sum_5,0.0011878174811701208,0.0001433679371793434
Movement_mouse_1_centroid_deviation_8,0.0011631853214223258,0.0006668511076535465
M2_smallest_euclidean_distance_hull_median_5,0.0011276055351199983,0.0001041464003680594
Total_angle_both_mice_median_15,0.0011029733753722404,0.004280703972757237
Movement_mouse_1_tail_base_sum_2,0.001034550709406205,0.0015646538833623532
Total_movement_tail_ends_sum_2,0.0010263399894902918,4.6446845847777395e-05
M1_largest_euclidean_distance_hull_mean_8,0.0010263399894902732,0.0007502220051055352
Movement_mouse_1_nose_median_6,0.0010208661762129978,0.0008373950401116349
Total_movement_centroids_percentile_rank,0.0010099185496584469,0.0011787078751739407
Total_movement_all_bodyparts_both_mice_median_6,0.0009852863899106519,0.0014978807738678494
Mouse_2_width_median_6,0.0009825494832720143,0.00048549051794214993
M1_Nose_to_M2_lat_left,0.0009414958836924114,0.0012677226285271437
Sum_euclidean_distance_hull_M1_M2_mean_5,0.0009332851637764983,0.001290526213210629
M1_largest_euclidean_distance_hull_deviation_15,0.0009278113504992044,0.0007445090374757772
Mouse_1_width_deviation,0.0009141268173059972,0.00031167106422940756
Movement_mouse_1_centroid_deviation_15,0.0009113899106673595,0.001102460510598752
Mouse_2_width_deviation_8,0.0009059160973901026,0.0013975332454762676
Movement_mouse_2_tail_base_median_15,0.0009031791907514833,0.0010270950979448196
Movement_mouse_2_tail_end_median_5,0.0009031791907514649,0.0007269153960486949
Mouse_2_poly_area_mean_15,0.0009031791907514464,0.0005538433379545483
Movement_mouse_1_centroid_mean_5,0.0009004422841128271,0.001522571444386037
M2_largest_euclidean_distance_hull_mean_15,0.0008484410579786364,0.001136056945418654
Mouse_2_poly_area_sum_6,0.0008457041513399802,0.0006392068745455746
Movement_mouse_1_lateral_left,0.0008429672447013611,7.741140974620843e-06
Movement_mouse_1_tail_end_sum_8,0.0008292827115081725,0.0002671534932105729
M1_smallest_euclidean_distance_hull_median_2,0.00082380889823086,0.0002566278719944861
M2_smallest_euclidean_distance_hull_mean_2,0.0008183350849535661,0.0011052562958786417
Total_movement_centroids_mean_15,0.0007718076720966879,0.0013399499118774154
Mouse_2_poly_area_deviation,0.0007690707654580501,0.0003804989314456205
Total_movement_tail_ends_median_8,0.0007471755123489854,0.0
Movement_mouse_2_tail_end_sum_8,0.0007307540725171036,0.0015639356052396542
Movement_mouse_1_tail_base_mean_8,0.0007225433526011719,0.0011046597321259012
Total_movement_all_bodyparts_both_mice_deviation_8,0.0007225433526011534,0.0013712803606403248
Movement_mouse_2_nose_median_2,0.0007061219127693086,0.0013482258788673725
Movement_mouse_1_tail_base_median_6,0.0006897004729375008,0.001328124660963947
Total_movement_all_bodyparts_both_mice_sum_2,0.0006842266596602253,0.00046137784687211135
Mouse_1_width_median_5,0.0006705421264669812,0.0003588584560142853
Movement_mouse_2_tail_end_sum_15,0.000667805219828325,0.00023847237816157537
Centroid_distance_median_8,0.0006650683131897058,0.0021793649185309003
Total_angle_both_mice_sum_5,0.0006541206866351549,0.004474625572529314
Total_movement_tail_ends_deviation,0.0006513837799965357,0.00010063483267017563
Movement_mouse_2_tail_end,0.000643173060080604,0.0007121849696659288
Movement_mouse_2_centroid_deviation_2,0.000629488526887397,0.000687622942486485
Movement_mouse_2_nose_median_15,0.000624014713610103,0.0016716160025086768
Total_movement_tail_ends_sum_5,0.0006103301804169144,0.0007921063634977609
Mouse_2_poly_area_mean_8,0.0006075932737782582,0.0005361962638666501
M2_smallest_euclidean_distance_hull_deviation_5,0.0005993825538623451,0.0003925720273213948
Total_movement_all_bodyparts_both_mice_sum_6,0.0005911718339464319,0.0012776224936259465
Movement_mouse_1_lateral_right,0.0005856980206691564,0.0005302681567621296
Movement_mouse_2_tail_base_mean_8,0.0005692765808372932,0.0006118440337545323
Lat_right_2_p,0.0005638027675600177,0.0006251780150036635
Movement_mouse_1_nose_mean_8,0.000530959887896291,0.0029947136890746944
Movement_mouse_2_right_ear,0.0005282229812576903,0.0006842485545629885
Movement_mouse_2_tail_base_median_6,0.0005200122613417771,8.723822829363812e-05
Mouse_2_width_median_8,0.0005145384480644647,0.0006488142996246563
Mouse_2_poly_area_deviation_8,0.0005118015414258456,0.0009464870557536225
Movement_mouse_1_tail_end_median_2,0.0005090646347872078,0.0007059627723573903
Movement_Lat_left_1,0.0004871693816780505,0.00014570011882779352
Movement_mouse_1_tail_end_sum_5,0.00047348484848486194,0.00039230480268878486
Movement_mouse_2_centroid_median_2,0.0004680110352075865,0.000392572027321418
M2_smallest_euclidean_distance_hull,0.00046253722193031105,0.000145700118827806
Movement_mouse_2_nose_deviation_5,0.00045706340865301714,0.0005598696924451305
Movement_mouse_1_tail_base_median_5,0.0004543265020143424,5.582216142925041e-05
Movement_mouse_2_centroid_mean_15,0.000448852688737104,0.00039075513000469994
M1_mean_euclidean_distance_hull_median_8,0.00043790506218251607,0.00021850733114612075
Mouse_1_width_deviation_2,0.00041874671571201505,0.0004993035928635938
Movement_mouse_1_right_ear,0.00040232527588018874,0.0008247040441395494
Mouse_2_width_deviation_2,0.0003941145559642756,0.00029029278654859567
M1_largest_euclidean_distance_hull_mean_6,0.00038864074268701865,0.0002559263821939339
Center_2_p,0.0003831669294097247,0.00023847237816157537
M1_smallest_euclidean_distance_hull_deviation_6,0.00037769311613244927,0.0007514491059279954
Mouse_2_poly_area_median_6,0.00035853476966196673,0.00021840446382094883
Movement_Center_1,0.0003530609563846913,0.0004304693907043326
Total_movement_tail_ends_deviation_6,0.0003530609563846728,0.0004528567470158165
Movement_mouse_1_tail_end_deviation_5,0.0003393764231914842,0.00023997537021353397
Movement_mouse_1_centroid_deviation_6,0.0003393764231914657,0.0002576765260102555
Tail_base_2_p,0.00033663951655284646,0.00040173836779837613
Movement_mouse_1_nose_sum_15,0.0003256918899982586,0.00045093392051792424
Total_movement_centroids_deviation,0.0003202180767209832,0.00045285674701584265
Mouse_2_width_sum_6,0.0003147442634437077,0.0007412218277281536
Movement_Tail_end_1,0.0003120073568050885,0.0
Movement_mouse_1_tail_end_median_5,0.00030927045016639526,0.00035222191434564087
Tail_end_relative_to_tail_base_centroid_nose_M2,0.00030653354352779455,0.0006694744414081037
Total_movement_tail_ends_mean_2,0.00029558591697322517,0.00016679419540626897
M2_largest_euclidean_distance_hull_deviation_5,0.0002901121036959127,7.74114097464701e-06
Total_movement_all_bodyparts_both_mice,0.0002846382904186558,0.0009325665494496449
Movement_mouse_1_centroid_median_6,0.00027642757050272415,0.0007593719972463025
Sum_probabilities_percentile_rank,0.00027369066386410495,0.00043932253835256
M2_largest_euclidean_distance_hull_deviation_15,0.0002682168505868295,0.0007538476344270181
Movement_mouse_1_nose_median_15,0.0002517954107549662,7.998138463502493e-05
Mouse_2_width_sum_2,0.00025179541075494766,8.081988450381839e-05
Mouse_1_Ear_distance,0.00024905850411634695,0.0005013397419001524
Total_movement_tail_ends_median_2,0.00024632159747767224,9.313528818077301e-05
Total_angle_both_mice_sum_15,0.0002408477842004153,0.001768850712702812
Total_movement_all_bodyparts_both_mice_percentile_rank,0.0002408477842003968,7.624139668278566e-05
Mouse_2_width_mean_5,0.00023263706428452066,0.0006701454369407819
Movement_mouse_1_tail_end_deviation_8,0.00022990015764584593,0.0005230428372514887
Mouse_1_poly_area_deviation_2,0.00021895253109129506,0.00014336793717932927
M2_smallest_euclidean_distance_hull_sum_5,0.00021621562445263884,0.0018993264445058822
Mouse_1_poly_area_deviation_8,0.00021074181117534488,0.0005012500861976143
Movement_mouse_2_tail_end_median_6,0.00020800490453670717,0.00018204029983705738
Total_movement_tail_ends_deviation_8,0.000199794184620794,0.0002769284313286206
Total_movement_centroids_sum_6,0.0001970572779821563,0.0006136654933347196
Movement_mouse_2_tail_base_mean_5,0.00019158346470488086,1.5482281949267856e-05
Movement_mouse_1_tail_end_mean_8,0.00018610965142766092,0.0002473533790439281
Mouse_1_nose_to_tail,0.0001833727447889492,0.00033212562224496807
Movement_mouse_2_tail_base_mean_15,0.0001833727447889307,0.001309368859400517
M1_smallest_euclidean_distance_hull_mean_2,0.00017516202487305454,0.002251737439449887
Movement_Tail_end_2,0.00017516202487303603,0.0005021011690080796
Movement_mouse_2_tail_base_deviation_5,0.00017516202487301755,0.0002477165111881548
Tail_end_2_p,0.00016421439831844817,0.000198421012440798
M1_smallest_euclidean_distance_hull_sum_6,0.0001587405850411542,7.384577839394855e-05
Movement_mouse_2_centroid_mean_6,0.000156003678402535,0.00071261607122613
Movement_mouse_2_tail_base,0.00014779295848662186,0.00020901080631498516
Movement_mouse_2_tail_end_sum_2,0.00014505605184796563,0.0007561692164133335
Mouse_1_width_deviation_15,0.00013684533193208948,0.0010249998549071693
Movement_mouse_2_centroid_sum_8,0.00013137151865475852,2.6816098953215775e-05
Total_movement_centroids_sum_5,0.00012863461201613932,0.0006790066249592581
Mouse_1_poly_area_median_2,0.00012589770537750158,0.003954865132661826
Movement_mouse_2_tail_base_deviation_15,0.00012042389210018915,0.00011714471973544919
M2_Nose_to_M1_lat_left,0.00011768698546156993,0.0006599407810171819
Movement_mouse_2_tail_end_sum_5,0.0001149500788229137,0.0002090108063150244
Movement_mouse_1_tail_base_deviation,0.00010400245226836284,9.417504452447166e-05
Movement_mouse_2_nose_sum_2,0.00010126554562972512,0.0012318877282975265
Movement_mouse_1_tail_base_median_8,9.85286389910874e-05,0.0006213079483838647
Movement_mouse_2_centroid_deviation_15,9.579173235244968e-05,0.0006197628242240471
Mouse_2_nose_to_tail,9.031791907517424e-05,0.0011377699791114656
Movement_mouse_2_nose_deviation,8.210719915924258e-05,0.0
Movement_mouse_1_nose_mean_5,7.937029252060486e-05,0.0012862180032575687
Ear_right_1_y,7.663338588198565e-05,0.002061357701101604
Movement_mouse_1_nose_median_5,7.663338588196715e-05,0.001732005691085804
Center_1_p,7.663338588194864e-05,7.741140974647011e-06
M1_mean_euclidean_distance_hull_deviation_2,5.2001226134172164e-05,0.0006441913150255962
Total_angle_both_mice_sum_8,4.652741285691523e-05,0.005288758901217973
Total_movement_all_bodyparts_both_mice_deviation,4.379050621825901e-05,7.741140974620843e-06
Movement_mouse_2_lateral_right,4.379050621824051e-05,3.0964563898509535e-05
Movement_mouse_1_tail_end_mean_2,3.8316692940983575e-05,0.00048013798956882744
Movement_mouse_2_tail_end_sum_6,3.284287966368963e-05,0.00012930254653855728
Mouse_1_width_mean_2,3.0105973025070416e-05,0.0008887912049222969
M2_mean_euclidean_distance_hull_deviation_5,2.7369066386414193e-05,3.870570487315655e-05
M2_mean_euclidean_distance_hull_mean_2,2.463215974779498e-05,0.0008563588000875048
Mouse_1_poly_perim,1.9158346470519543e-05,0.0004165856014722327
Movement_mouse_1_tail_base_sum_5,1.6421439831881823e-05,0.0
M1_largest_euclidean_distance_hull_deviation_6,1.6421439831881823e-05,0.0
Mouse_1_polygon_size_change,1.6421439831881823e-05,0.0
Movement_mouse_1_nose_deviation_8,1.6421439831844815e-05,2.3223422923888697e-05
Lat_left_1_p,1.0947626554569378e-05,1.5482281949267853e-05
M2_mean_euclidean_distance_hull_median_2,1.0947626554569378e-05,1.5482281949267853e-05
Movement_mouse_2_nose_mean_2,8.210719915968667e-06,0.0016695982953062259
Total_movement_tail_ends_sum_8,8.210719915950163e-06,0.0007958329666914975
Movement_mouse_1_tail_base_deviation_2,2.7369066386562224e-06,0.0013044683916736844
Movement_mouse_1_tail_end,0.0,0.0
Movement_mouse_1_centroid_percentile_rank,0.0,0.0
Movement_Tail_base_2,0.0,0.0
Mouse_2_poly_area_deviation_5,0.0,0.0
Sum_probabilities_deviation,0.0,0.0
Mouse_2_polygon_size_change,0.0,0.0
Movement_mouse_2_left_ear,0.0,0.0
Movement_mouse_1_tail_end_sum_2,0.0,0.0
Movement_mouse_2_tail_end_mean_5,0.0,0.0
Movement_mouse_1_tail_end_mean_15,0.0,0.0
M2_largest_euclidean_distance_hull_sum_5,0.0,0.00047157465281660356
Movement_mouse_1_tail_end_deviation_6,0.0,0.0
Movement_mouse_1_centroid_median_8,0.0,0.0
Movement_Lat_right_2,0.0,0.0
M1_mean_euclidean_distance_hull_median_5,0.0,0.0
Movement_mouse_2_centroid_deviation,0.0,0.0
M1_mean_euclidean_distance_hull_median_2,0.0,0.0
M1_largest_euclidean_distance_hull_deviation_8,0.0,0.0
Movement_mouse_1_centroid_deviation_2,0.0,0.0
M2_mean_euclidean_distance_hull_deviation_6,0.0,0.0
M2_smallest_euclidean_distance_hull_deviation_6,0.0,0.0
M2_smallest_euclidean_distance_hull_deviation,0.0,0.0
Total_movement_all_bodyparts_both_mice_mean_5,0.0,0.0
M2_smallest_euclidean_distance_hull_median_2,0.0,0.0
Movement_mouse_1_nose_median_8,0.0,0.0
Movement_mouse_2_tail_end_median_2,0.0,0.0
Movement_mouse_2_tail_end_deviation_6,0.0,0.0
Movement_mouse_1_tail_base_mean_5,0.0,0.0
Movement_mouse_1_tail_base_deviation_6,0.0,0.0
Movement_mouse_1_tail_end_deviation_2,0.0,0.0
Total_angle_both_mice_deviation_8,0.0,0.0
Total_angle_both_mice_deviation_2,0.0,0.0
Movement_mouse_2_centroid_deviation_8,-2.736906638619215e-06,0.0007000598452613948
Movement_Ear_left_1,-5.473813277256934e-06,0.0003096456389852001
Total_movement_tail_ends_median_5,-5.473813277275437e-06,2.0481133882783426e-05
Movement_mouse_1_tail_base_deviation_8,-5.473813277293941e-06,0.0007300413091363233
M2_Nose_to_M1_lat_right,-8.21071991587615e-06,0.00016256396046722087
M2_largest_euclidean_distance_hull_deviation_2,-1.0947626554550874e-05,0.00010085788761544086
Tail_end_1_p,-1.0947626554550874e-05,2.0481133882783423e-05
M2_smallest_euclidean_distance_hull_median_6,-1.64214398317708e-05,0.0
Movement_mouse_2_centroid_mean_5,-1.6421439831826312e-05,0.0
Movement_mouse_2_tail_base_deviation_2,-1.6421439831826312e-05,6.144340164826125e-05
Total_movement_all_bodyparts_both_mice_deviation_6,-1.6421439831826312e-05,0.0
Total_movement_all_bodyparts_both_mice_median_2,-1.6421439831844815e-05,2.3223422923888697e-05
Total_movement_tail_ends_deviation_5,-2.1895253109120254e-05,3.0964563898509535e-05
Total_movement_centroids_mean_5,-2.1895253109120254e-05,9.512473286140513e-05
M1_mean_euclidean_distance_hull_sum_5,-2.1895253109120254e-05,3.0964563898509535e-05
Movement_mouse_1_centroid_deviation_5,-2.1895253109138757e-05,1.5482281949267856e-05
Movement_mouse_2_tail_base_median_5,-2.736906638639569e-05,3.870570487313039e-05
Movement_mouse_2_tail_base_sum_2,-2.736906638639569e-05,3.870570487313039e-05
Movement_mouse_1_centroid,-2.736906638639569e-05,5.418798682239823e-05
Movement_mouse_2_tail_base_mean_6,-2.736906638639569e-05,3.870570487313038e-05
Movement_mouse_1_nose_deviation_15,-3.010597302503341e-05,0.00020514023582767475
Movement_mouse_2_tail_end_mean_15,-3.284287966367113e-05,3.5474364481549935e-05
Movement_mouse_1_nose_deviation_2,-3.284287966368963e-05,8.128198023358427e-05
Movement_mouse_1_centroid_sum_5,-3.284287966368963e-05,4.6446845847777395e-05
M2_mean_euclidean_distance_hull_deviation_2,-3.2842879663708135e-05,0.0
Movement_mouse_1_centroid_sum_2,-3.2842879663708135e-05,0.0
Total_angle_both_mice_median_5,-3.2842879663708135e-05,0.0
Mouse_1_width_deviation_8,-3.557978630232735e-05,0.0009223659616303234
Mouse_2_Centroid_to_lat_left,-3.831669294096507e-05,7.741140974633928e-06
Total_movement_tail_ends_deviation_2,-3.8316692940983575e-05,7.741140974620843e-06
Ear_right_1_p,-4.3790506218222e-05,0.00010063483267020179
Total_angle_both_mice_mean_6,-4.379050621824051e-05,0.0004760487008469203
Mouse_1_width_deviation_5,-4.379050621825901e-05,0.00015482281949257386
Movement_mouse_2_tail_base_deviation,-4.926431949551594e-05,3.5474364481549935e-05
Movement_mouse_2_nose_mean_15,-4.926431949551594e-05,0.001427264666812492
Total_angle_both_mice_deviation_6,-6.021194605006682e-05,0.0012447179383892962
Total_movement_centroids_deviation_5,-6.021194605008532e-05,8.515255072090777e-05
Movement_mouse_2_centroid_sum_2,-6.021194605008532e-05,0.0021893576689631677
Total_movement_centroids_deviation_2,-6.294885268870454e-05,9.768878250116189e-05
Movement_mouse_1_nose_mean_6,-7.389647924325542e-05,0.000938060526756151
M1_largest_euclidean_distance_hull_mean_2,-8.758101243649952e-05,0.001335470221915292
Mouse_2_width_mean_6,-0.00011768698546155143,0.00032927159480976314
Total_movement_centroids_median_2,-0.00012042389210017064,0.0005807919668374958
Mouse_1_Nose_to_lat_left,-0.00012042389210017064,0.00011403412734278413
Tail_end_1_y,-0.00012042389210018915,0.004533320484477083
Mouse_2_poly_area_median_5,-0.00012316079873882688,0.0006386793164420839
Movement_mouse_1_tail_base_sum_8,-0.00012589770537746459,0.00032611709791844224
M1_largest_euclidean_distance_hull_sum_2,-0.0001286346120161023,0.00044420593386735707
M2_largest_euclidean_distance_hull,-0.00013684533193201545,0.0011435095957015573
Movement_mouse_1_tail_end_median_15,-0.00015874058504113572,0.00022288571850918052
Movement_mouse_2_tail_end_deviation_15,-0.00017516202487299903,0.0003450673829145625
Movement_mouse_1_tail_base_mean_2,-0.00018063583815027448,2.6816098953215775e-05
M2_smallest_euclidean_distance_hull_median_8,-0.00018063583815029297,0.0003823057910806316
Mouse_1_width_sum_6,-0.0001861096514275499,0.00021550424423089976
Total_movement_centroids_mean_2,-0.00019705727798208228,0.0
M1_mean_euclidean_distance_hull,-0.0001970572779821378,5.8444332698555796e-05
Nose_1_p,-0.0001970572779821378,0.00022153733518184978
Movement_Tail_base_1,-0.0001997941846207755,0.0002825516455739748
Movement_mouse_1_tail_end_deviation,-0.00021895253109127655,0.00015482281949260004
Total_movement_all_bodyparts_both_mice_median_8,-0.00023263706428442812,0.00017201191498590238
M1_smallest_euclidean_distance_hull_deviation_15,-0.00024358469083901602,0.00024378449533240255
Mouse_2_width,-0.00027369066386404944,0.00021550424423092565
Total_movement_tail_ends,-0.0002736906638640864,0.00043433251061651755
M1_mean_euclidean_distance_hull_sum_15,-0.00027916447714132486,0.0022153834954458294
M1_smallest_euclidean_distance_hull_deviation_2,-0.0002873751970572565,0.0003135162094724843
Mouse_2_Nose_to_lat_left,-0.0002873751970572565,0.0005771304846774389
Mouse_2_width_deviation_6,-0.00030653354352777606,0.000526397586274793
Movement_mouse_1_nose_deviation,-0.00030927045016639526,0.0011983213717819674
M2_largest_euclidean_distance_hull_deviation_8,-0.000331165703275534,0.0009365580945511966
Total_angle_both_mice_deviation_15,-0.00033390260991415327,0.00044319299715712897
Total_movement_tail_ends_sum_6,-0.00033390260991417176,0.00024072334720721643
M2_smallest_euclidean_distance_hull_deviation_2,-0.00034485023646872265,0.001432262756793427
Movement_mouse_2_tail_end_deviation_2,-0.00034485023646874113,0.0
Movement_mouse_2_nose_median_5,-0.000355797863023255,0.0020644078756981107
Movement_Nose_1,-0.000355797863023255,0.0021644900167610615
