sample_id,constant_feature,composition_descriptor,x_sq,x_cu,sin_x,cos_x,graph_nodes,graph_edges,avg_degree,target_property
59,5,1.7,2.8899999999999997,4.912999999999999,0.9916648104524686,-0.12884449429552464,5,10,4.0,-0.3456
60,5,2.2,4.840000000000001,10.648000000000003,0.8084964038195901,-0.5885011172553458,5,10,4.0,0.5678
61,5,2.7,7.290000000000001,19.683000000000003,0.4273798802338298,-0.9040721420170612,5,10,4.0,-0.1234
62,5,3.2,10.240000000000002,32.76800000000001,-0.058374143427580086,-0.9982947757947531,5,10,4.0,0.789
63,5,-0.6,0.36,-0.21599999999999997,-0.5646424733950354,0.8253356149096783,5,10,4.0,-0.4567
64,5,-0.1,0.010000000000000002,-0.0010000000000000002,-0.09983341664682815,0.9950041652780258,5,10,4.0,0.2345
65,5,0.4,0.16000000000000003,0.06400000000000002,0.3894183423086505,0.9210609940028851,5,10,4.0,-0.6789
66,5,0.9,0.81,0.7290000000000001,0.7833269096274834,0.6216099682706644,5,10,4.0,0.9012
67,5,1.4,1.9599999999999997,2.7439999999999993,0.9854497299884601,0.16996714290024104,5,10,4.0,-0.3456
68,5,1.9,3.61,6.858999999999999,0.9463000876874145,-0.32328956686350335,5,10,4.0,0.5678
69,5,2.4,5.76,13.823999999999998,0.675463180551151,-0.7373937155412454,5,10,4.0,-0.1234
70,5,2.9,8.41,24.389,0.23924932921398243,-0.9709581651495905,5,10,4.0,0.789
71,5,3.4,11.559999999999999,39.303999999999995,-0.2555411020268312,-0.9667981925794611,5,10,4.0,-0.4567
72,5,-0.4,0.16000000000000003,-0.06400000000000002,-0.3894183423086505,0.9210609940028851,5,10,4.0,0.2345
73,5,0.1,0.010000000000000002,0.0010000000000000002,0.09983341664682815,0.9950041652780258,5,10,4.0,-0.6789
74,5,0.6,0.36,0.21599999999999997,0.5646424733950354,0.8253356149096783,5,10,4.0,0.9012
75,5,1.1,1.2100000000000002,1.3310000000000004,0.8912073600614354,0.4535961214255773,5,10,4.0,-0.3456
76,5,1.6,2.5600000000000005,4.096000000000001,0.9995736030415051,-0.029199522301288815,5,10,4.0,0.5678
77,5,2.1,4.41,9.261000000000001,0.8632093666488737,-0.5048461045998576,5,10,4.0,-0.1234
78,5,2.6,6.760000000000001,17.576,0.5155013718214642,-0.8568887533689473,5,10,4.0,0.789
79,5,3.1,9.610000000000001,29.791000000000004,0.04158066243329049,-0.9991351502732795,5,10,4.0,-0.4567
80,5,3.6,12.96,46.656000000000006,-0.44252044329485246,-0.896758416334147,5,10,4.0,0.2345
81,5,-0.2,0.04000000000000001,-0.008000000000000002,-0.19866933079506122,0.9800665778412416,5,10,4.0,-0.6789
82,5,0.3,0.09,0.026999999999999996,0.29552020666133955,0.955336489125606,5,10,4.0,0.9012
83,5,0.8,0.6400000000000001,0.5120000000000001,0.7173560908995228,0.6967067093471654,5,10,4.0,-0.3456
84,5,1.3,1.6900000000000002,2.197,0.963558185417193,0.26749882862458735,5,10,4.0,0.5678
85,5,1.8,3.24,5.832000000000001,0.9738476308781951,-0.2272020946930871,5,10,4.0,-0.1234
86,5,2.3,5.289999999999999,12.166999999999998,0.7457052121767203,-0.6662760212798241,5,10,4.0,0.789
87,5,2.8,7.839999999999999,21.951999999999995,0.3349881501559051,-0.9422223406686581,5,10,4.0,-0.4567
88,5,3.3,10.889999999999999,35.937,-0.1577456941432482,-0.9874797699088649,5,10,4.0,0.2345
89,5,3.8,14.44,54.87199999999999,-0.6118578909427189,-0.7909677119144168,5,10,4.0,-0.6789
90,5,0.0,0.0,0.0,0.0,1.0,5,10,4.0,0.9012
91,5,0.5,0.25,0.125,0.479425538604203,0.8775825618903728,5,10,4.0,-0.3456
92,5,1.0,1.0,1.0,0.8414709848078965,0.5403023058681398,5,10,4.0,0.5678
93,5,1.5,2.25,3.375,0.9974949866040544,0.0707372016677029,5,10,4.0,-0.1234
94,5,2.0,4.0,8.0,0.9092974268256817,-0.4161468365471424,5,10,4.0,0.789
95,5,2.5,6.25,15.625,0.5984721441039565,-0.8011436155469337,5,10,4.0,-0.4567
96,5,3.0,9.0,27.0,0.1411200080598672,-0.9899924966004454,5,10,4.0,0.2345
