feature,dynamic_score,age_spearman,batch_effect,variance,score
Int_MeanEdge_pGSK3b_cell,0.10121852422920206,-0.18913191256818476,0.0023948686976394615,0.0074058374059977825,0.019097916073403796
Int_Med_pS6_nuc,0.11833844841080829,0.1538910972520072,0.00016896447188966546,0.002282134156534948,0.01820815714138386
Int_MeanEdge_Cdh1_cell,0.10824807547765332,-0.1571476446738223,0.010479169693554242,0.004887209115128854,0.016834518327523987
Int_Med_pp65_nuc,0.19202270931866616,0.08693845415683658,0.0003315562061265697,0.00836956974008391,0.016688624294215953
Int_Med_PCNA_cell,0.06446208237715084,-0.25491389892986577,0.00032106000362883944,0.0013938991662957418,0.016427006697067943
Int_MeanEdge_AKT_cell,0.08168634228132754,-0.18263115063609164,0.0032188592124889957,0.009520735833896858,0.014870604300444706
Int_Med_pS6_cell,0.1044918119178214,0.13543170062563092,0.0004834980192210359,0.002894563733263299,0.014144664872035948
Int_MeanEdge_Fra1_cell,0.05781468677815224,-0.23031404301665187,0.0011036992537332845,0.0031830299308159954,0.013300854114857028
Int_Med_YAP_nuc,0.10133809336125482,0.13119370681931283,0.0015806914885137602,0.01611019291909674,0.013273938109076542
Int_Med_Cdh1_cyto,0.13912277504902087,-0.0944384466312921,0.014544794943843226,0.002213111608911474,0.012950181038966793
Int_Med_Cdh1_ring,0.13912277504902087,-0.0944384466312921,0.014544794943843226,0.002213111608911474,0.012950181038966793
Int_Med_pSTAT3_nuc,0.061641103579680036,0.20884752910319032,0.0008370935149497135,0.0016745780590110646,0.0128628247865972
Int_MeanEdge_CDK2_cell,0.06467730316746222,-0.1908493565087633,0.0002503033360411237,0.012188426438229738,0.01234053281370057
Int_Med_pp27_nuc,0.06669543788539926,0.18297683057954195,0.0015082072449813634,0.0004638746604166183,0.012185341817573225
Int_Med_AKT_nuc,0.06995125555714667,0.16672144984083065,0.001818372946973988,0.021186960786098472,0.011641206689359888
Int_Med_ERK_nuc,0.2732684115592911,-0.042191771674500625,8.636316839777635e-05,0.005764391105888668,0.011528682772791366
Int_MeanEdge_p27_cell,0.06315821123587731,-0.17931421544369522,0.00041795450301430046,0.0011889901050346678,0.011320433670359915
Int_MeanEdge_DNA_cell,0.053833244497611496,-0.19907465870862515,0.001149418298011205,0.0033320317978641455,0.01070453079197606
Int_MeanEdge_p38_cell,0.06521903417542638,-0.15884155318255996,0.0024706005674197166,0.007337312592605957,0.010333961594113074
Int_Med_pS6_cyto,0.09471236718837257,0.10846889436826473,0.0006176053557237038,0.004241805765597878,0.010267004794775395
Int_Med_pS6_ring,0.09471236718837257,0.10846889436826473,0.0006176053557237038,0.004241805765597878,0.010267004794775395
Int_MeanEdge_pRB_cell,0.048813860021011714,-0.2102144011146283,0.0008590929591745278,0.005965942421432194,0.010252568441049114
Int_Med_Fra1_cyto,0.06978316548678457,-0.14575576650308933,0.001553247026573558,0.004960952592692766,0.010155524735938823
Int_Med_Fra1_ring,0.06978316548678457,-0.14575576650308933,0.001553247026573558,0.004960952592692766,0.010155524735938823
Int_Med_cJun_nuc,0.061374853306333826,0.1653456250167014,0.002592565365432249,0.010472893209749572,0.01012182199510455
Int_MeanEdge_cMyc_cell,0.07874513572994976,-0.11962012879982781,0.001701048916610388,0.002871842295729079,0.009403507452212589
Int_MeanEdge_PCNA_cell,0.03602824561876142,-0.25977044219430495,0.00012393934831027564,0.005313184879825165,0.009357913482172157
Int_Med_Cdh1_cell,0.1310608321850107,-0.07070545787489889,0.0114037964062077,0.0029070061417566418,0.009162231921645564
Int_MeanEdge_S6_cell,0.06329649026097854,-0.14149742010444838,0.0013991993901047329,0.011213970677275089,0.008943775947743489
Int_MeanEdge_Cdt1_cell,0.052092996506257955,-0.16461699705960914,0.00023743210153630867,0.004623094385885034,0.00857335706251232
Int_MeanEdge_cJun_cell,0.039251056361863754,-0.21672360168731614,0.0008660255527504046,0.0029906972435578766,0.008499269720017704
Int_MeanEdge_cycD1_cell,0.11557045862829157,-0.0728479788376462,0.0014213139699681412,0.006218960576198938,0.008407125159973708
Int_Med_pERK_cyto,0.06682004543338547,-0.12473731716753018,0.0003304068486587858,0.016871915382986834,0.00833220018436767
Int_Med_pERK_ring,0.06682004543338547,-0.12473731716753018,0.0003304068486587858,0.016871915382986834,0.00833220018436767
Int_MeanEdge_pS6_cell,0.0905622613667363,-0.09196464653274017,7.092679581064242e-07,0.00578229390882251,0.008328520448644842
Int_MeanEdge_bCat_cell,0.06354365871778991,-0.12662570985310673,0.0048707789583921236,0.007303182053577462,0.008007259301682676
Int_MeanEdge_pH2AX_cell,0.05239024365772839,-0.14883763862002602,0.00023487763632163477,0.004900344708213335,0.007795809091531454
Int_Med_STAT3_nuc,0.06885589185858712,0.11089699144424732,0.00021937969108480165,0.005865664200855825,0.007634236453892831
Int_MeanEdge_GSK3b_cell,0.052642917161255305,-0.14003489423084062,0.0005450536446300003,0.003232506235246117,0.0073678294743712725
Int_MeanEdge_pCHK1_cell,0.04136700523483548,-0.1702349070120387,0.0011555905924078322,0.0011836958970957241,0.007033979888532362
Int_MeanEdge_pp38_cell,0.04651502281649165,-0.15027399494425017,0.001262977845892195,0.006561232027884144,0.006981181226330134
Int_MeanEdge_ERK_cell,0.07274319475941994,-0.09640514762218497,0.006489412495415961,0.007992669692157334,0.006967602780742784
Int_Med_pERK_cell,0.06253008899994746,-0.10596157112035923,0.0005505223111876576,0.016605180558313726,0.00662214083645203
Int_Med_CDK2_ring,0.04414148048872665,-0.1475608326528131,0.00039964962738354027,0.008563542813813253,0.006510951516097089
Int_Med_CDK2_cyto,0.04414148048872665,-0.1475608326528131,0.00039964962738354027,0.008563542813813253,0.006510951516097089
Int_MeanEdge_YAP_cell,0.05215711403741514,-0.12364819655305123,0.0005401806127423287,0.017278592532054052,0.006445651272284429
Int_Med_p14ARF_nuc,0.06330122398137226,0.1009676982165501,0.0031081633225160327,0.009769215693471438,0.006371574984017455
Int_MeanEdge_pp21_cell,0.04931381235600845,-0.12393793844722409,0.002226801736394176,0.0029782924057457044,0.006098272596370331
Int_Med_pERK_nuc,0.10024924549644965,-0.05677977697738273,0.0008035293607765259,0.004616052964467772,0.005687559680245056
Int_Med_S6_nuc,0.07803224354144078,0.07103784385741135,0.0004305124523910711,0.00729724826429535,0.005540856924637392
Int_Med_CDK2_cell,0.04043985513458011,-0.13665014731929784,0.00022072270530247023,0.008838539153663802,0.005524892692449852
Int_Med_Bcl2_nuc,0.08834260183658692,0.06187786949951481,0.0011012798884207098,0.004175863647887979,0.0054604385165716645
Int_MeanEdge_p53_cell,0.03770960344733842,-0.1401330627363786,0.0028122744902303056,0.0024722509161526824,0.0052695428247885034
Int_MeanEdge_p21_cell,0.04493387080947352,-0.10938292525994235,0.0005984951267731467,0.0032591768956175817,0.004912058389384076
Int_Med_cFos_cell,0.04225127855050142,0.11223505652981729,0.00025633025522422335,0.0033046221590211167,0.004740859410869813
Int_MeanEdge_RB_cell,0.029214133714810086,-0.15739859654985608,0.0002154765351983022,0.005328280167070641,0.004597273041664563
Int_Med_cFos_ring,0.04260780256081139,0.10522462487500346,0.00027617731870325856,0.002680523320879169,0.004482152172440587
Int_Med_cFos_cyto,0.04260780256081139,0.10522462487500346,0.00027617731870325856,0.002680523320879169,0.004482152172440587
Int_MeanEdge_Skp2_cell,0.08581667043481471,-0.052183797555815564,0.008983202751009138,0.0024790925301949296,0.004438368988378122
Int_Med_pGSK3b_ring,0.03756157494784806,-0.1159699814494251,0.0009576089549708784,0.01116387342574974,0.0043518477815068886
Int_Med_pGSK3b_cyto,0.03756157494784806,-0.1159699814494251,0.0009576089549708784,0.01116387342574974,0.0043518477815068886
Int_Med_CDK4_cell,0.04454648595160269,0.09828133808582998,0.010830428791827473,0.006381060951825085,0.004331179712880183
Int_MeanEdge_pp65_cell,0.04135639163504341,-0.0974407377625937,0.0004897801870882869,0.006331085236003035,0.004027824563449144
Int_MeanEdge_Bcl2_cell,0.037014333257606793,-0.10733214947020463,0.0017949966374629274,0.0036452268618045176,0.003965709514501733
Int_MeanEdge_p14ARF_cell,0.03029448951210228,-0.12968895943101802,0.0016438041100598829,0.005914236637745046,0.003922413142473482
Int_Med_S6_cell,0.039576301971730427,0.09848727986970829,0.0009797633546900651,0.013303728801074484,0.003893947181744131
Int_Med_cJun_cyto,0.036094995242520016,-0.1071843575033122,6.437194500073764e-05,0.002163595565057864,0.00386856984678921
Int_Med_cJun_ring,0.036094995242520016,-0.1071843575033122,6.437194500073764e-05,0.002163595565057864,0.00386856984678921
Int_Med_CDK4_ring,0.044990177207349456,0.08634106449394835,0.013834650821360777,0.00921906141683318,0.0038314924319334392
Int_Med_CDK4_cyto,0.044990177207349456,0.08634106449394835,0.013834650821360777,0.00921906141683318,0.0038314924319334392
Int_Med_cycD1_ring,0.222803496526282,0.01653630703430416,0.0011284712317671216,0.003252236226862807,0.0036801940337806774
Int_Med_cycD1_cyto,0.222803496526282,0.01653630703430416,0.0011284712317671216,0.003252236226862807,0.0036801940337806774
Int_Med_ERK_cell,0.043350086401115734,0.08446699430615631,0.004937904922043518,0.010498844528960813,0.0036436594572462405
Int_Med_Skp2_ring,0.034628191193940325,0.10010103323701743,0.017061554017710704,0.0008974138780171063,0.0034081690571719845
Int_Med_Skp2_cyto,0.034628191193940325,0.10010103323701743,0.017061554017710704,0.0008974138780171063,0.0034081690571719845
Int_Med_pGSK3b_cell,0.038006252055681956,-0.0889384021762424,0.0008587912358610691,0.00904837631441431,0.0033773149220840525
Int_Med_cycD1_cell,0.2064363570637096,0.015994824819345235,0.001088500739732362,0.003825402124545179,0.0032983231403996365
Int_MeanEdge_pp27_cell,0.03400784698060025,-0.09699049977798928,0.004625804383735821,0.0016143379350872682,0.003283250400924304
Int_Med_RB_nuc,0.040558440879519646,0.0758886216652919,0.0022144788711445746,0.01158778242524438,0.003071123237719364
Int_Med_RSK1_nuc,0.0344703134615879,0.08812780653742924,0.0005725565854182421,0.0015062399910491348,0.0030360548028562956
Int_MeanEdge_RSK1_cell,0.02881725075595847,-0.10157582083547603,1.8164571355025677e-05,0.006122500832104113,0.002927082730555102
Int_Med_p14ARF_cyto,0.02646411160062223,-0.10633435157098928,0.0018158778814907326,0.006826223620596097,0.0028089434486756517
Int_Med_p14ARF_ring,0.02646411160062223,-0.10633435157098928,0.0018158778814907326,0.006826223620596097,0.0028089434486756517
Int_Med_S6_cyto,0.036987916902571076,0.07586815438434266,0.001044030065631529,0.014904038109897867,0.002803278283109601
Int_Med_S6_ring,0.036987916902571076,0.07586815438434266,0.001044030065631529,0.014904038109897867,0.002803278283109601
Int_Med_Fra1_cell,0.024541235927237476,-0.11327101455998687,0.0006386325696720008,0.0008619104254596108,0.0027780365474152705
Int_Med_ERK_cyto,0.0353886515351802,0.07848939123929342,0.005549317039087372,0.010058868592350417,0.0027623048106230367
Int_Med_ERK_ring,0.0353886515351802,0.07848939123929342,0.005549317039087372,0.010058868592350417,0.0027623048106230367
Int_Med_pRSK_nuc,0.022847537446362396,0.118745420387973,0.0011854136416219714,0.008360174348337085,0.002709828171617171
Int_Med_AKT_ring,0.028838886364959047,-0.0935730414438983,0.003513515000753534,0.013659475871408734,0.0026890941364373757
Int_Med_AKT_cyto,0.028838886364959047,-0.0935730414438983,0.003513515000753534,0.013659475871408734,0.0026890941364373757
Int_MeanEdge_STAT3_cell,0.029394608538918256,-0.0901483593492867,0.0018197714866890072,0.0030170027762318136,0.0026450623244993745
Int_Med_p21_ring,0.0487742017634913,-0.04899299173364124,4.512053566209494e-05,0.004562823991385429,0.0023894862489141707
Int_Med_p21_cyto,0.0487742017634913,-0.04899299173364124,4.512053566209494e-05,0.004562823991385429,0.0023894862489141707
Int_MeanEdge_CDK6_cell,0.022306845736417103,-0.10719738920254983,0.0008302837191662296,0.0018715028452005046,0.002389251867361486
Int_Med_Skp2_cell,0.021006374452022553,0.11302957756603871,0.009465889320420303,0.0011707398389104058,0.0023520771287324637
Int_Med_Fra1_nuc,0.03718009901811129,-0.0616491710298524,0.0022565125026940626,0.02141957719747388,0.0022869617255475093
Int_MeanEdge_pp53_cell,0.01929401842971499,-0.11851613260173162,0.00056518233955804,0.011557199379479107,0.002285360801072071
Int_Med_p14ARF_cell,0.027790505176314696,-0.07950769083552546,0.0018437059843068794,0.00832149016391377,0.0022054926137911077
Int_Med_pRB_cyto,0.0272683097971214,-0.07797778424554547,0.0008190320381186341,0.0005521018724251087,0.0021245822771480227
Int_Med_pRB_ring,0.0272683097971214,-0.07797778424554547,0.0008190320381186341,0.0005521018724251087,0.0021245822771480227
Int_MeanEdge_BP1_cell,0.023674542536543504,-0.08976532499241018,0.0007507381169354263,0.0015397753452007002,0.00212355876832853
Int_Med_AKT_cell,0.029382010809368562,-0.07227270445232711,0.00315810119899495,0.009883864820922062,0.0021168322130903426
Int_MeanEdge_pSTAT3_cell,0.02408548632964371,-0.0851007512885164,0.00030748294569990633,0.0027915983544958135,0.002049062929896362
Int_Med_pp27_cell,0.03245118861399217,0.061198213968419166,0.006884516370426816,0.008034855123498396,0.0019723759299502424
Int_Med_STAT3_cyto,0.02629821615897067,-0.07173629666069929,0.0012555458609842425,0.002901599356168719,0.0018841709729606286
Int_Med_STAT3_ring,0.02629821615897067,-0.07173629666069929,0.0012555458609842425,0.002901599356168719,0.0018841709729606286
Int_Med_cMyc_nuc,0.314407571719578,-0.005860143167957815,0.0011260953298558325,0.007061356041020069,0.0018404009164895707
Int_Med_BP1_cyto,0.027474771145588942,-0.06471022969012238,0.00029719102919909923,0.001481432217622006,0.0017773705329366556
Int_Med_BP1_ring,0.027474771145588942,-0.06471022969012238,0.00029719102919909923,0.001481432217622006,0.0017773705329366556
Int_Med_cJun_cell,0.024247441684815546,-0.07105082382683355,0.00032747055838754395,0.0004944606781875109,0.001722236725577049
Int_Med_p27_ring,0.06690136869723946,-0.025685647733713974,0.000563778830505071,0.001271928890774292,0.0017174367347868073
Int_Med_p27_cyto,0.06690136869723946,-0.025685647733713974,0.000563778830505071,0.001271928890774292,0.0017174367347868073
Int_Med_p21_cell,0.044508890712043024,-0.037143232133353896,0.00016017116559785078,0.0024339890789194193,0.0016529393065001085
Int_Med_pp65_cyto,0.035496185652904085,0.04625381596583965,0.0011554808763060385,0.0017437552640942105,0.00163993912038679
Int_Med_pp65_ring,0.035496185652904085,0.04625381596583965,0.0011554808763060385,0.0017437552640942105,0.00163993912038679
Int_Med_pp65_cell,0.031246086792577364,0.051860092169872266,0.0006168028046855504,0.002582068977607416,0.0016194260744661789
Int_Med_cMyc_cyto,0.04788579643347514,0.03383750528771295,0.004924117679958852,0.004039200814120634,0.0016123962610877392
Int_Med_cMyc_ring,0.04788579643347514,0.03383750528771295,0.004924117679958852,0.004039200814120634,0.0016123962610877392
Int_MeanEdge_cycE_cell,0.02328097642913973,-0.06677828053949578,0.0001867893433760265,0.001101345042639466,0.0015543732348625803
Int_Med_RB_cyto,0.01946175684538356,-0.07580263457210897,0.0012894166644711166,0.0011878408367891988,0.001473352676787757
Int_Med_RB_ring,0.01946175684538356,-0.07580263457210897,0.0012894166644711166,0.0011878408367891988,0.001473352676787757
Int_Med_STAT3_cell,0.02546008331034407,-0.056873499520277905,0.00101114843131106,0.002181344535454528,0.001446541367902108
Int_Med_pH2AX_cell,0.021907166604940555,0.0657626283914205,0.001077297442307729,0.009096446877667462,0.0014391224935681544
Int_Med_p16_cyto,0.02334219843539087,-0.05991985797997554,0.0018532098389048865,0.005165292989653125,0.001396073997121723
Int_Med_p16_ring,0.02334219843539087,-0.05991985797997554,0.0018532098389048865,0.005165292989653125,0.001396073997121723
Int_Med_pSTAT3_ring,0.023223712632475694,-0.0590357736561028,0.00028477251516995404,0.0009507215636664706,0.00137063952196115
Int_Med_pSTAT3_cyto,0.023223712632475694,-0.0590357736561028,0.00028477251516995404,0.0009507215636664706,0.00137063952196115
Int_Med_DNA_ring,0.02436449437766533,-0.04945690942483249,0.002731912059579993,0.0023605620128290404,0.001201709626597021
Int_Med_DNA_cyto,0.02436449437766533,-0.04945690942483249,0.002731912059579993,0.0023605620128290404,0.001201709626597021
Int_MeanEdge_cycA_cell,0.03449997659822949,0.03378840063731623,0.0010947418422210997,0.0025323399512236443,0.0011644242872896177
Int_Med_cMyc_cell,0.02572952517093746,0.0445129865216665,0.0020610067583280585,0.0014068607231973583,0.0011429423951420507
Int_Med_CDK6_ring,0.02353998879289966,-0.0484252437261092,0.0005478906154666351,0.0029507740417266852,0.0011393054798254992
Int_Med_CDK6_cyto,0.02353998879289966,-0.0484252437261092,0.0005478906154666351,0.0029507740417266852,0.0011393054798254992
Int_Med_BP1_cell,0.024747968685269097,-0.04571271175415493,0.00024492783326624353,0.0021089642780145247,0.001131019740796064
Int_Med_pCHK1_cell,0.021744110809624132,0.050714029650198375,0.0007765897677236696,0.0037384135657756497,0.0011018757748644148
Int_MeanEdge_CDK4_cell,0.04330479492040887,-0.025407566050300624,0.010444284506049709,0.006860493896609958,0.001088896690402749
Int_Med_p16_cell,0.023042662204880073,-0.04706970134742349,0.0017601222276104292,0.005893241306909463,0.0010827055341566419
Int_MeanEdge_p16_cell,0.018768403478501998,-0.055480953598460246,0.00013646719560700394,0.005890826320399131,0.001041146840118463
Int_Med_p38_ring,0.02803942030238678,-0.036855516536157346,0.0022467902901095443,0.01726219215231446,0.0010310906741040824
Int_Med_p38_cyto,0.02803942030238678,-0.036855516536157346,0.0022467902901095443,0.01726219215231446,0.0010310906741040824
Int_Med_Cdt1_cyto,0.0319186187020056,-0.03169742840929819,0.0015360467233162358,0.005465876867183813,0.0010101864376629982
Int_Med_Cdt1_ring,0.0319186187020056,-0.03169742840929819,0.0015360467233162358,0.005465876867183813,0.0010101864376629982
Int_Med_RB_cell,0.014633163874811972,-0.06324483684459589,0.00024134501935843926,0.001623903858839123,0.0009252487576034027
Int_Med_p27_cell,0.036423715047423456,-0.024158415798324062,6.758441764834672e-05,0.0005342400908967013,0.0008798797868723325
Int_MeanEdge_cFos_cell,0.03142091042505602,-0.02744291432543554,0.0001959888601438984,0.0058656676097316824,0.0008621123883976788
Int_Med_pRB_cell,0.01477170740954459,-0.05814899491813319,0.0006452803165861922,0.0011773182509143935,0.0008584060265771695
Int_Med_pp21_cell,0.02423073263978805,0.0350453150133394,0.004083357255481782,0.004225147950949167,0.0008457202803226138
Int_Med_pp38_cell,0.018309903680588734,0.04607951551245458,0.001471901403180144,0.0022628585043328836,0.0008424714557633604
Int_Med_pSTAT3_cell,0.023999132380003774,-0.02975553623307318,0.00037019715396195875,0.0009922773814683439,0.0007138427905260931
Int_Med_YAP_cell,0.027742979325193717,0.025633598053227194,0.00012547699599312718,0.011011295921803346,0.0007110631587518864
Int_Med_E2F1_cell,0.014732395273755429,0.04396401281832011,0.007070826607696205,0.0014343480811108142,0.0006431476292900813
Int_Med_Cdt1_cell,0.030096515984441085,-0.021134028369449515,0.0009163780935198865,0.0029060316830885335,0.0006354782842581668
Int_Med_bCat_cell,0.019395764512257028,0.03179761300010028,0.005470156463533171,0.0070283842921067445,0.0006133837089417342
Int_Med_pH2AX_ring,0.01972466317270702,0.02813812094666046,0.0015194628084653297,0.007374803731477791,0.0005541729128552271
Int_Med_pH2AX_cyto,0.01972466317270702,0.02813812094666046,0.0015194628084653297,0.007374803731477791,0.0005541729128552271
Int_Med_GSK3b_cyto,0.02524233287830863,-0.02171518649091654,0.00038724176821778477,0.0047890570070535775,0.0005479297846196107
Int_Med_GSK3b_ring,0.02524233287830863,-0.02171518649091654,0.00038724176821778477,0.0047890570070535775,0.0005479297846196107
Int_Med_YAP_ring,0.030520880721955246,0.017320961051890734,0.00025711756342457843,0.017683866814542728,0.0005285150957407396
Int_Med_YAP_cyto,0.030520880721955246,0.017320961051890734,0.00025711756342457843,0.017683866814542728,0.0005285150957407396
Int_Med_CDK6_cell,0.02125141339604084,-0.024208970597518368,0.0005827298724671979,0.0034764044443606453,0.0005141752168019479
Int_Med_pp27_ring,0.02330533046010888,0.02034600823852023,0.007077102409335067,0.013629264643224217,0.00047083827485343933
Int_Med_pp27_cyto,0.02330533046010888,0.02034600823852023,0.007077102409335067,0.013629264643224217,0.00047083827485343933
Int_Med_p53_ring,0.02012587738433467,-0.023092906349823264,0.004845912486633541,0.0015378710796502748,0.0004625236525014463
Int_Med_p53_cyto,0.02012587738433467,-0.023092906349823264,0.004845912486633541,0.0015378710796502748,0.0004625236525014463
Int_Med_p38_cell,0.02743683735866134,-0.015064807256720804,0.0020955199685467342,0.01175965011988884,0.00041246633510067296
Int_Med_E2F1_ring,0.014402089257059325,0.028438183784505227,0.00696864412544208,0.0014078639542770286,0.0004067348706064374
Int_Med_E2F1_cyto,0.014402089257059325,0.028438183784505227,0.00696864412544208,0.0014078639542770286,0.0004067348706064374
Int_Med_DNA_cell,0.013897896628937298,-0.028943728751336665,0.0006857294200722833,0.001389018906397713,0.0004019812998384592
Int_Med_Bcl2_cyto,0.017115030951999913,-0.023220854545899543,0.0031653210526734767,0.005826873313430338,0.00039617163387179214
Int_Med_Bcl2_ring,0.017115030951999913,-0.023220854545899543,0.0031653210526734767,0.005826873313430338,0.00039617163387179214
Int_Med_pCHK1_ring,0.02038624611239582,0.01866619100179283,0.0008221400124951002,0.00343021520245408,0.000380220968871438
Int_Med_pCHK1_cyto,0.02038624611239582,0.01866619100179283,0.0008221400124951002,0.00343021520245408,0.000380220968871438
Int_Med_pp21_ring,0.022701211724121168,-0.01572091851764839,0.0053154071094719795,0.00483457906785158,0.00035499694647366626
Int_Med_pp21_cyto,0.022701211724121168,-0.01572091851764839,0.0053154071094719795,0.00483457906785158,0.00035499694647366626
Int_Med_RSK1_cyto,0.01673454723231238,-0.02011618487608783,0.0014695430578074954,0.0008467326448465688,0.0003361412718703002
Int_Med_RSK1_ring,0.01673454723231238,-0.02011618487608783,0.0014695430578074954,0.0008467326448465688,0.0003361412718703002
Int_Med_Bcl2_cell,0.017819032202871714,-0.0168932715547858,0.0027135076678453545,0.005860785710204238,0.0003002071354825112
Int_Med_pp53_cyto,0.014643931320683883,-0.019313854239664852,0.0008680510913133245,0.002124456334492578,0.00028258545640952575
Int_Med_pp53_ring,0.014643931320683883,-0.019313854239664852,0.0008680510913133245,0.002124456334492578,0.00028258545640952575
