ISO3,Country,mangrove_area_ha,mean_composite,mean_slr_mm_yr,mean_tc_norm,very_high_area_ha,high_or_very_high_area_ha,scenario,share_high_or_very_high
GTM,Guatemala,29554.0,0.415415861975452,8.920000000000002,0.2717245810938323,9795.039999999997,15536.96,SSP245,0.5257142857142857
CHN,China,24925.999999999996,0.3676762686421866,8.423938223938224,0.1966218423038466,3721.2561132561127,15334.141570141564,SSP245,0.615186615186615
DOM,Dominican Republic,19270.0,0.36444331974394734,8.536666666666665,0.15492830615474076,0.0,15308.944444444442,SSP245,0.7944444444444443
GUY,Guyana,38703.0,0.27152238018355124,8.298785425101215,0.04342431502312884,0.0,13318.846153846154,SSP245,0.3441295546558705
TTO,Trinidad and Tobago,11169.0,0.43754338878465937,8.361061946902655,0.3560049191624013,2174.495575221239,10971.318584070797,SSP245,0.9823008849557523
JAM,Jamaica,9767.0,0.5739399997236291,8.248905109489051,0.6638471527320807,6273.693430656933,9767.0,SSP245,1.0
FSM,"Micronesia, Federated States of",8711.0,0.7985119370585113,9.118452380952382,0.8412575050696396,7362.869047619047,8711.0,SSP245,1.0
PRI,Puerto Rico,8200.0,0.3468768459952121,8.745901639344263,0.05440942969554195,537.7049180327868,7460.6557377049185,SSP245,0.9098360655737705
PLW,Palau,5687.0,0.7329006651104968,8.695890410958905,0.8420855767965307,5609.09589041096,5687.000000000001,SSP245,1.0000000000000002
CYM,Cayman Islands,4432.0,0.6784579407496861,8.853488372093024,0.6839507652205129,4432.000000000001,4432.000000000001,SSP245,1.0000000000000002
ARE,United Arab Emirates,7392.999999999999,0.2800029978005794,6.4734966592427625,0.5600059956011588,0.0,4363.351893095769,SSP245,0.5902004454342986
KEN,Kenya,56260.0,0.20226538507037786,7.953979238754326,0.01266225803015151,0.0,4282.768166089965,SSP245,0.07612456747404844
TCA,Turks and Caicos Islands,15037.000000000002,0.3223911830356167,8.600446428571429,0.05089285714284787,0.0,3893.5089285714284,SSP245,0.2589285714285714
GLP,Guadeloupe,3415.0,0.35614538378191396,7.052238805970149,0.6022161406981907,0.0,3287.5746268656717,SSP245,0.9626865671641791
GHA,Ghana,18391.0,0.25039657360398265,8.30253807106599,0.0,0.0,2987.3705583756346,SSP245,0.16243654822335027
MTQ,Martinique,1944.0,0.4298988044115728,7.400000000000001,0.6410476088232139,347.87368421052633,1944.0000000000005,SSP245,1.0000000000000002
TLS,Timor-Leste,1344.0,0.4154850017156355,8.418181818181818,0.29403818524962066,0.0,1319.5636363636368,SSP245,0.9818181818181821
LKA,Sri Lanka,18119.0,0.1991960831720867,7.878916827852998,0.02998065764022665,0.0,1086.4390715667314,SSP245,0.05996131528046423
TON,Tonga,1039.0,0.5686940741609909,8.840000000000002,0.46863814832219075,658.0333333333333,1039.0,SSP245,1.0
JPN,Japan,1016.0,0.5662390816587652,9.537662337662338,0.2526080334476713,699.3246753246752,1009.4025974025975,SSP245,0.9935064935064936
NCL,New Caledonia,33481.0,0.14474908241014514,7.570294117647059,0.017531253055669407,0.0,689.314705882353,SSP245,0.02058823529411765
MYT,Mayotte,675.0,0.7090785072423758,8.700000000000001,0.7931570144849466,675.0,675.0,SSP245,1.0
ERI,Eritrea,7175.0,0.1663514810046076,7.083289124668435,0.21292511055036664,0.0,628.0503978779841,SSP245,0.08753315649867374
SUR,Suriname,85438.0,0.2358108186816139,8.207382550335572,0.0005645903835090313,0.0,382.2729306487696,SSP245,0.0044742729306487695
MUS,Mauritius,396.0,0.41335684797183314,8.450000000000001,0.2798386959438371,98.99999999999999,374.78571428571416,SSP245,0.9464285714285712
CRI,Costa Rica,37034.0,0.2009525961760641,7.977083333333334,0.0028166506855863502,0.0,330.66071428571433,SSP245,0.00892857142857143
HKG,Hong Kong,546.0,0.3998629953939841,8.486206896551725,0.24153633561572868,188.2758620689655,282.41379310344826,SSP245,0.5172413793103448
VIR,"Virgin Islands, U.S.",274.0,0.3915953233115841,8.545454545454545,0.20648610116880298,0.0,261.5454545454546,SSP245,0.9545454545454548
WSM,Samoa,231.0,1.0,10.472222222222221,1.0,231.00000000000003,231.00000000000003,SSP245,1.0000000000000002
ANT,ANT,228.0,0.5022775976784466,8.595238095238095,0.4122932905951736,21.714285714285715,228.0,SSP245,1.0
SYC,Seychelles,227.0,0.5488878155087606,8.850413223140496,0.42577149878632614,198.85950413223134,226.99999999999991,SSP245,0.9999999999999997
GRD,Grenada,209.0,0.5142225144046342,8.378787878787879,0.5038238166882201,6.333333333333333,209.0,SSP245,1.0
TWN,"Taiwan, Province of China",167.0,0.3418388081579999,8.8561797752809,0.009871436540929375,1.8764044943820224,161.37078651685397,SSP245,0.9662921348314609
PYF,French Polynesia,126.0,0.6224444520748897,8.188,0.7798889041499248,89.04000000000003,115.92000000000003,SSP245,0.9200000000000003
KIR,Kiribati,146.0,0.30859374999990363,8.675,0.0,0.0,114.71428571428574,SSP245,0.7857142857142859
SDN,Sudan,684.0,0.2331090842209113,7.003296703296702,0.37143794866163254,112.74725274725276,112.74725274725276,SSP245,0.16483516483516486
VGB,"Virgin Islands, British",109.0,0.3599679753570414,8.6,0.1261859507142685,0.0,109.0,SSP245,1.0
VCT,Saint Vincent and the Grenadines,106.0,0.4843749999998813,8.200000000000001,0.49999999999990896,0.0,106.0,SSP245,1.0
COM,Comoros,97.0,0.6845823322286666,8.825000000000001,0.7051021644575406,96.99999999999999,96.99999999999999,SSP245,0.9999999999999999
LCA,Saint Lucia,162.0,0.41208161190467085,7.800000000000001,0.4804132238094491,90.0,90.0,SSP245,0.5555555555555556
VUT,Vanuatu,1532.0,0.27865298167682456,7.4944444444444445,0.3090420744648377,0.0,85.11111111111111,SSP245,0.05555555555555556
NZL,New Zealand,29676.0,0.2517688679244497,8.311320754716983,0.0,0.0,69.99056603773585,SSP245,0.0023584905660377358
GUM,Guam,52.0,1.0,10.23076923076923,1.0,52.0,52.0,SSP245,1.0
MDV,Maldives,89.0,0.38414172798808416,8.433333333333334,0.22661678930967086,25.958333333333332,44.50000000000001,SSP245,0.5000000000000001
ABW,Aruba,43.0,0.5863804413331977,8.646666666666668,0.5644275493332521,37.266666666666666,43.0,SSP245,1.0
KNA,Saint Kitts and Nevis,35.0,0.3352644630356393,7.6,0.3892789260713663,0.0,35.0,SSP245,1.0
ZAF,South Africa,2654.0,0.24446202531637934,8.264556962025317,0.0,0.0,33.59493670886076,SSP245,0.012658227848101266
ASM,American Samoa,32.0,1.0,10.600000000000001,1.0,31.999999999999996,31.999999999999996,SSP245,0.9999999999999999
WLF,Wallis and Futuna,29.0,0.9843749999998487,9.8,1.0,29.0,29.0,SSP245,1.0
MHL,Marshall Islands,26.0,0.6514666851704736,9.233333333333334,0.5177771203411273,13.000000000000002,26.0,SSP245,1.0
BRB,Barbados,11.0,0.6316828521427265,8.32,0.7571157042856109,11.0,11.0,SSP245,1.0
MAF,Saint Martin (French part),10.0,0.32931095071420496,8.0,0.252371901428537,0.0,10.0,SSP245,1.0
TUV,Tuvalu,9.0,0.9112110614635331,9.640000000000002,0.9036721229273535,8.999999999999998,8.999999999999998,SSP245,0.9999999999999998
AIA,Anguilla,5.0,0.3338745182022993,8.0,0.2614990364047256,0.0,4.999999999999999,SSP245,0.9999999999999998
STP,Sao Tome and Principe,48.0,0.29687499999990713,8.6,0.0,0.0,0.0,SSP245,0.0
MAC,Macao,122.0,0.2874999999999232,7.9,0.19999999999996357,0.0,0.0,SSP245,0.0
BRN,Brunei Darussalam,18707.0,0.26702949438193907,8.408988764044944,0.0,0.0,0.0,SSP245,0.0
GUF,French Guiana,83100.0,0.25268342391296456,8.317173913043478,0.0,0.0,0.0,SSP245,0.0
CIV,Côte d'Ivoire,6453.0,0.22631626074491498,8.148424068767909,0.0,0.0,0.0,SSP245,0.0
LBR,Liberia,19726.0,0.22392667173245281,8.133130699088147,0.0,0.0,0.0,SSP245,0.0
AGO,Angola,51756.0,0.2233621987951109,8.129518072289157,0.0,0.0,0.0,SSP245,0.0
COG,Congo,2500.0,0.22089460784306822,8.113725490196078,0.0,0.0,0.0,SSP245,0.0
SLE,Sierra Leone,172741.0,0.22088728419647816,8.113678618857902,0.0,0.0,0.0,SSP245,0.0
BEN,Benin,2970.0,0.2187499999999315,8.1,0.0,0.0,0.0,SSP245,0.0
GAB,Gabon,194197.0,0.21456889658841913,8.073240938166313,0.0,0.0,0.0,SSP245,0.0
COD,"Congo, The Democratic Republic of the",36328.0,0.21373820754710302,8.067924528301887,0.0,0.0,0.0,SSP245,0.0
TGO,Togo,1455.0,0.21044921874993416,8.046875,0.0,0.0,0.0,SSP245,0.0
DMA,Dominica,1.0,0.20460743839282092,7.0,0.3154648767856712,0.0,0.0,SSP245,0.0
NGA,Nigeria,887472.0,0.2034948224851435,8.002366863905326,0.0,0.0,0.0,SSP245,0.0
ATG,Antigua and Barbuda,869.0,0.20253906249994974,7.35625,0.19999999999996357,0.0,0.0,SSP245,0.0
GNQ,Equatorial Guinea,33795.0,0.19968463302746048,7.977981651376147,0.0,0.0,0.0,SSP245,0.0
SEN,Senegal,232995.0,0.18914041994744743,7.910498687664043,0.0,0.0,0.0,SSP245,0.0
GIN,Guinea,253417.00000000003,0.18451453790233072,7.880893042575286,0.0,0.0,0.0,SSP245,0.0
SLV,El Salvador,51920.0,0.1807183247979249,7.7994949494949495,0.017844477878785445,0.0,0.0,SSP245,0.0
SOM,Somalia,5886.000000000001,0.18010979729724097,7.852702702702703,0.0,0.0,0.0,SSP245,0.0
CMR,Cameroon,211303.0,0.17882449127901393,7.844476744186047,0.0,0.0,0.0,SSP245,0.0
GNB,Guinea-Bissau,297832.0,0.17531272178844773,7.8220014194464165,0.0,0.0,0.0,SSP245,0.0
MRT,Mauritania,1563.0,0.1733630952380411,7.809523809523809,0.0,0.0,0.0,SSP245,0.0
BMU,Bermuda,21.0,0.17187499999994635,7.800000000000001,0.0,0.0,0.0,SSP245,0.0
GMB,Gambia,74425.0,0.17000786163516704,7.78805031446541,0.0,0.0,0.0,SSP245,0.0
SGP,Singapore,15222.0,0.10202205882349755,7.258823529411765,0.0,0.0,0.0,SSP245,0.0
YEM,Yemen,1566.0,0.09401953425322244,7.118181818181819,0.05735725032466749,0.0,0.0,SSP245,0.0
DJI,Djibouti,779.0,0.0922256097560688,7.290243902439025,0.0,0.0,0.0,SSP245,0.0
EGY,Egypt,266.0,0.08217451615091359,6.865753424657535,0.11019663504157008,0.0,0.0,SSP245,0.0
OMN,Oman,387.0,0.06619961353109229,6.820000000000001,0.07937503351381404,0.0,0.0,SSP245,0.0
SAU,Saudi Arabia,6127.0,0.06261379188254523,6.712330198537096,0.09587152315903898,0.0,0.0,SSP245,0.0
IRN,"Iran, Islamic Republic of",10286.0,0.017777050012274042,6.525625000000001,0.031940818774549205,0.0,0.0,SSP245,0.0
QAT,Qatar,460.0,0.015961020551655984,6.600000000000001,0.03192204110331197,0.0,0.0,SSP245,0.0
PER,Peru,11845.0,0.014178240740736306,6.703703703703703,0.0,0.0,0.0,SSP245,0.0
ECU,Ecuador,162785.0,0.012885322398186023,6.709049773755656,0.0,0.0,0.0,SSP245,0.0
PAK,Pakistan,82083.0,0.005335365853656887,6.419512195121951,0.0,0.0,0.0,SSP245,0.0
BHR,Bahrain,58.0,0.0,6.554545454545456,0.0,0.0,0.0,SSP245,0.0
MEX,Mexico,1004711.0,0.6248494264276565,12.700130918612263,0.39846744365032744,570425.0538948288,924035.9731616845,SSP370,0.9197032511455379
AUS,Australia,988391.9999999999,0.48693803986677453,11.168478644546418,0.5598558344676359,508325.8538651605,789178.5047652663,SSP370,0.7984468761030709
IDN,Indonesia,2913232.0000000005,0.2626023379391206,11.020203258260558,0.16243859750416062,251584.4600377918,654030.3289923908,SSP370,0.22450334507941375
CUB,Cuba,342417.0,0.5118022378839978,11.487823691460056,0.5141225598346219,139608.03305785125,298647.9950413223,SSP370,0.8721763085399449
PHL,Philippines,274939.0,0.5935796224170147,12.778100686498856,0.44653032330172304,173645.68421052632,239769.45743707096,SSP370,0.8720823798627003
MOZ,Mozambique,304897.0,0.48037809367294004,11.711878926327815,0.3762791143370965,176739.26613363787,239076.85950885213,SSP370,0.7841233580810967
MDG,Madagascar,275833.0,0.4660092902600161,11.829853181076674,0.30969578938199044,97643.98205546493,237810.34339314845,SSP370,0.8621533442088091
USA,United States,231525.0,0.5927501591493218,13.231573333333333,0.4155390279762497,144718.56,228561.48,SSP370,0.9872000000000001
BRA,Brazil,1138408.0,0.25092100424242014,11.32702592642867,0.04136656656220304,17616.1954662685,195168.9024026062,SSP370,0.17144020632550563
BGD,Bangladesh,531711.0,0.2926401666547952,11.512537917087968,0.18826803675728085,125266.59555106168,179745.91607684531,SSP370,0.338051904280418
PNG,Papua New Guinea,461059.0,0.28118714102996634,10.253400354819634,0.40805635603796825,64210.168243642824,155822.12803075108,SSP370,0.33796570076877597
VNM,Viet Nam,186363.0,0.37434604082681133,11.14496487119438,0.2945295070522732,35570.45550351288,130934.19203747076,SSP370,0.7025761124121781
BHS,Bahamas,145902.0,0.3952231656201628,11.090114324142569,0.4065384847428465,28454.324142568927,116074.01882985877,SSP370,0.7955615332885003
TZA,"Tanzania, United Republic of",120155.0,0.45230816531877044,11.917666126418153,0.25375628985770154,14605.551053484605,112560.11345218802,SSP370,0.9367909238249595
COL,Colombia,289936.0,0.2900167623012562,11.74180274330503,0.014853692740690748,4545.045068582625,107566.06662312211,SSP370,0.37099934683213576
NIC,Nicaragua,86057.0,0.651565005763915,11.819777777777778,0.6838468574061658,53164.10222222224,83570.90888888891,SSP370,0.9711111111111114
MYS,Malaysia,579537.0,0.22139298509673186,11.15003335557038,0.037806306331664756,5799.236157438292,74616.83855903934,SSP370,0.1287525016677785
BLZ,Belize,68012.0,0.985197160636572,14.348241206030151,0.9703943212731441,68012.0,68012.0,SSP370,1.0
PAN,Panama,152860.0,0.3236268743230225,11.799560246262093,0.034492378884277024,5108.777484608618,63321.952506596324,SSP370,0.41424802110817954
HND,Honduras,85226.0,0.6575067830637209,12.768734491315136,0.5312946835533504,57945.22084367246,57945.22084367246,SSP370,0.6799007444168735
FJI,Fiji,48811.00000000001,0.7125074529224237,11.735645161290323,0.8328713054288049,44402.264516129035,48811.0,SSP370,0.9999999999999999
SLV,El Salvador,51920.0,0.3529268006857791,12.032828282828282,0.017844477878785445,0.0,45888.88888888889,SSP370,0.8838383838383839
THA,Thailand,264930.0,0.2435906503295477,11.61348101265823,0.06515190090421576,10563.664556962023,42757.689873417716,SSP370,0.1613924050632911
SLB,Solomon Islands,51928.0,0.477609695950719,10.444189016602811,0.7780266262771388,29047.846743295013,41184.27586206896,SSP370,0.7931034482758619
VEN,"Venezuela, Bolivarian Republic of",300542.0,0.2696596793728815,11.368848996832103,0.06549710170330227,158.68109820485745,38876.869060190074,SSP370,0.1293558606124604
MMR,Myanmar,546707.0,0.14991526030093064,10.708336089976845,0.03907694319006009,11574.346013893482,38159.17201455508,SSP370,0.06979821369500497
CRI,Costa Rica,37034.0,0.3647915818710939,12.15297619047619,0.0028166506855863502,0.0,37034.0,SSP370,1.0
NCL,New Caledonia,33481.0,0.4497049054650761,12.636470588235296,0.017531253055669407,689.314705882353,33481.0,SSP370,1.0
NZL,New Zealand,29676.0,0.3423615337795609,12.022641509433964,0.0,0.0,29675.99999999999,SSP370,0.9999999999999997
GTM,Guatemala,29554.0,0.531714825109054,12.88457142857143,0.2717245810938323,15536.96,29554.0,SSP370,1.0
AGO,Angola,51756.0,0.31160124368431463,11.831927710843374,0.0,0.0,23539.62650602409,SSP370,0.4548192771084336
GAB,Gabon,194197.0,0.27288671848123813,11.591897654584223,0.0,0.0,19254.07356076758,SSP370,0.0991471215351812
CHN,China,24925.999999999996,0.3383781773481344,11.38841698841699,0.1966218423038466,3047.5804375804382,14532.146718146712,SSP370,0.5830115830115828
ECU,Ecuador,162785.0,0.2238359363595834,11.287782805429867,0.0,0.0,14179.236425339368,SSP370,0.08710407239819005
IND,India,492571.0,0.09764504538489842,9.961977077363898,0.03466526407606905,0.0,13408.093123209168,SSP370,0.027220630372492834
COD,"Congo, The Democratic Republic of the",36328.0,0.3012781497260137,11.767924528301888,0.0,0.0,12337.811320754714,SSP370,0.3396226415094339
TTO,Trinidad and Tobago,11169.0,0.42978664456541876,11.461061946902657,0.3560049191624013,2174.495575221239,10971.318584070797,SSP370,0.9823008849557523
KEN,Kenya,56260.0,0.29375160004969686,11.682006920415226,0.01266225803015151,0.0,10901.59169550173,SSP370,0.19377162629757783
JAM,Jamaica,9767.0,0.5771555047860226,11.420437956204381,0.6638471527320807,7628.2408759124055,9767.0,SSP370,1.0
FSM,"Micronesia, Federated States of",8711.0,0.8024451887866169,12.267261904761906,0.8412575050696396,7362.869047619047,8711.0,SSP370,1.0
DOM,Dominican Republic,19270.0,0.3201164828263962,11.404444444444445,0.15492830615474076,0.0,5995.111111111111,SSP370,0.3111111111111111
PLW,Palau,5687.0,0.7767652806650531,12.105479452054794,0.8420855767965307,5687.000000000001,5687.000000000001,SSP370,1.0000000000000002
KHM,Cambodia,69351.0,0.24867292577849556,11.192658227848103,0.08035932644483464,0.0,5267.164556962023,SSP370,0.07594936708860757
CYM,Cayman Islands,4432.0,0.7009401237954371,12.125581395348838,0.6839507652205129,4432.000000000001,4432.000000000001,SSP370,1.0000000000000002
ARE,United Arab Emirates,7392.999999999999,0.2800029978005794,9.470601336302895,0.5600059956011588,0.0,4363.351893095769,SSP370,0.5902004454342986
GLP,Guadeloupe,3415.0,0.30869112282863076,9.85671641791045,0.6022161406981907,0.0,3287.5746268656717,SSP370,0.9626865671641791
VUT,Vanuatu,1532.0,0.44663573257282657,11.711111111111112,0.3090420744648377,170.22222222222223,1532.0,SSP370,1.0
MTQ,Martinique,1944.0,0.38826573989545615,10.32,0.6410476088232139,0.0,1514.2736842105264,SSP370,0.7789473684210527
PER,Peru,11845.0,0.221027479091924,11.251851851851852,0.0,0.0,1096.7592592592591,SSP370,0.09259259259259259
LKA,Sri Lanka,18119.0,0.18532788419536267,10.956092843326886,0.02998065764022665,0.0,1086.4390715667314,SSP370,0.05996131528046423
ZAF,South Africa,2654.0,0.2958350347079487,11.734177215189874,0.0,0.0,1075.0379746835442,SSP370,0.4050632911392405
TON,Tonga,1039.0,0.6106631601824795,12.233333333333333,0.46863814832219075,692.6666666666666,1039.0,SSP370,1.0
JPN,Japan,1016.0,0.5518381599997803,12.564285714285715,0.2526080334476713,824.6753246753245,1016.0000000000001,SSP370,1.0000000000000002
PRI,Puerto Rico,8200.0,0.3023236995118811,11.605737704918033,0.05440942969554195,537.7049180327868,873.7704918032786,SSP370,0.10655737704918031
TLS,Timor-Leste,1344.0,0.36080208382708756,11.225454545454546,0.29403818524962066,0.0,855.2727272727275,SSP370,0.6363636363636365
MYT,Mayotte,675.0,0.7998043136939562,12.4,0.7931570144849466,675.0,675.0,SSP370,1.0
HTI,Haiti,18837.0,0.2813848033223107,11.602870813397129,0.013456441032821141,360.51674641148327,360.51674641148327,SSP370,0.019138755980861243
HKG,Hong Kong,546.0,0.3627036516787542,11.4,0.24153633561572868,188.2758620689655,263.5862068965517,SSP370,0.4827586206896551
YEM,Yemen,1566.0,0.10819588209891987,10.393006993006994,0.05735725032466749,0.0,262.8251748251748,SSP370,0.16783216783216784
VIR,"Virgin Islands, U.S.",274.0,0.35250991275440907,11.445454545454545,0.20648610116880298,0.0,261.5454545454546,SSP370,0.9545454545454548
WSM,Samoa,231.0,0.9641577060930404,12.777777777777779,1.0,231.00000000000003,231.00000000000003,SSP370,1.0000000000000002
ANT,ANT,228.0,0.5279592413036275,11.895238095238096,0.4122932905951736,206.28571428571422,228.0,SSP370,1.0
SYC,Seychelles,227.0,0.6930243790917552,12.87685950413223,0.42577149878632614,226.99999999999991,226.99999999999991,SSP370,0.9999999999999997
GRD,Grenada,209.0,0.5209734919217361,11.56818181818182,0.5038238166882201,186.83333333333331,209.0,SSP370,1.0
MRT,Mauritania,1563.0,0.10675883256524979,10.561904761904762,0.0,0.0,148.85714285714286,SSP370,0.09523809523809525
MUS,Mauritius,396.0,0.36457372585203046,11.292857142857143,0.2798386959438371,98.99999999999999,127.28571428571428,SSP370,0.3214285714285714
SDN,Sudan,684.0,0.22896604983594246,10.16813186813187,0.37143794866163254,112.74725274725276,112.74725274725276,SSP370,0.16483516483516486
PYF,French Polynesia,126.0,0.5936003660533915,11.162666666666667,0.7798889041499248,89.04000000000003,109.2,SSP370,0.8666666666666667
VCT,Saint Vincent and the Grenadines,106.0,0.475806451612785,11.3,0.49999999999990896,0.0,106.0,SSP370,1.0
COM,Comoros,97.0,0.7665295768522927,12.466666666666667,0.7051021644575406,96.99999999999999,96.99999999999999,SSP370,0.9999999999999999
LCA,Saint Lucia,162.0,0.3853679022272585,10.8,0.4804132238094491,0.0,90.0,SSP370,0.5555555555555556
VGB,"Virgin Islands, British",109.0,0.3181332979376971,11.48125,0.1261859507142685,0.0,88.5625,SSP370,0.8125
MDV,Maldives,89.0,0.4345449537945168,11.891666666666667,0.22661678930967086,33.375,70.45833333333333,SSP370,0.7916666666666666
GUM,Guam,52.0,0.8151364764266974,11.853846153846153,1.0,52.0,52.0,SSP370,1.0
STP,Sao Tome and Principe,48.0,0.3419354838708575,12.02,0.0,0.0,48.0,SSP370,1.0
ABW,Aruba,43.0,0.6123213015482399,11.946666666666665,0.5644275493332521,43.0,43.0,SSP370,1.0
ASM,American Samoa,32.0,0.9677419354837203,12.800000000000002,1.0,31.999999999999996,31.999999999999996,SSP370,0.9999999999999999
WLF,Wallis and Futuna,29.0,0.8548387096773051,12.100000000000001,1.0,29.0,29.0,SSP370,1.0
MHL,Marshall Islands,26.0,0.6903401730736504,12.575000000000001,0.5177771203411273,13.000000000000002,26.0,SSP370,1.0
KIR,Kiribati,146.0,0.2813940092164992,11.644642857142857,0.0,0.0,13.035714285714286,SSP370,0.08928571428571429
BRB,Barbados,11.0,0.5882352714975767,11.200000000000001,0.7571157042856109,11.0,11.0,SSP370,1.0
TUV,Tuvalu,9.0,0.6195779969474937,10.940000000000001,0.9036721229273535,8.999999999999998,8.999999999999998,SSP370,0.9999999999999998
TWN,"Taiwan, Province of China",167.0,0.29779545005724967,11.715730337078652,0.009871436540929375,1.8764044943820224,5.629213483146067,SSP370,0.033707865168539325
AIA,Anguilla,5.0,0.2759108085248967,10.8,0.2614990364047256,0.0,0.3333333333333333,SSP370,0.06666666666666667
COG,Congo,2500.0,0.2991777356102768,11.754901960784315,0.0,0.0,0.0,SSP370,0.0
KNA,Saint Kitts and Nevis,35.0,0.2752846243259797,10.4,0.3892789260713663,0.0,0.0,SSP370,0.0
BRN,Brunei Darussalam,18707.0,0.27491844871321347,11.604494382022473,0.0,0.0,0.0,SSP370,0.0
MAF,Saint Martin (French part),10.0,0.2713472410368024,10.8,0.252371901428537,0.0,0.0,SSP370,0.0
MAC,Macao,122.0,0.26129032258057494,10.9,0.19999999999996357,0.0,0.0,SSP370,0.0
SOM,Somalia,5886.000000000001,0.2484742807322652,11.44054054054054,0.0,0.0,0.0,SSP370,0.0
GNQ,Equatorial Guinea,33795.0,0.24282332050894803,11.405504587155963,0.0,0.0,0.0,SSP370,0.0
GUY,Guyana,38703.0,0.24262112969381008,11.269635627530366,0.04342431502312884,0.0,0.0,SSP370,0.0
NGA,Nigeria,887472.0,0.2184122742434694,11.254156100309947,0.0,0.0,0.0,SSP370,0.0
CMR,Cameroon,211303.0,0.21702300575136796,11.245542635658916,0.0,0.0,0.0,SSP370,0.0
GHA,Ghana,18391.0,0.2139348288848172,11.226395939086293,0.0,0.0,0.0,SSP370,0.0
GUF,French Guiana,83100.0,0.2137447405328905,11.225217391304348,0.0,0.0,0.0,SSP370,0.0
