snapshot,MW
2025-01-08 17:00:00,13819.464214540356
2025-01-08 18:00:00,18279.97153962844
2025-01-08 19:00:00,21212.979315300123
2025-01-08 20:00:00,13349.119548651626
2025-01-08 21:00:00,17024.80598666857
2025-01-08 22:00:00,18652.031975064234
2025-01-08 23:00:00,16308.553206572236
2025-01-09 00:00:00,17262.002588581265
2025-01-09 01:00:00,17993.804250268717
2025-01-09 02:00:00,16667.667830923165
2025-01-09 03:00:00,17727.308181483597
2025-01-09 04:00:00,17169.79682690898
2025-01-09 05:00:00,17087.039623484998
2025-01-09 06:00:00,18073.294422841922
2025-01-09 07:00:00,21773.218665199394
2025-01-09 08:00:00,23166.969298362732
2025-01-09 09:00:00,15568.04476883603
2025-01-09 10:00:00,21705.583025853615
2025-01-09 11:00:00,20191.25816533855
2025-01-09 12:00:00,18058.78445692269
2025-01-09 13:00:00,19755.74114358149
2025-01-09 14:00:00,19870.249342893447
2025-01-09 15:00:00,20775.105560721844
2025-01-09 16:00:00,18309.950230691204
2025-01-09 17:00:00,18289.32341956987
2025-01-09 18:00:00,16306.819641383861
2025-01-09 19:00:00,15260.903704189614
2025-01-09 20:00:00,21127.454014894192
2025-01-09 21:00:00,15025.977405770267
2025-01-09 22:00:00,16475.41339622075
2025-01-09 23:00:00,18306.668377808575
2025-01-10 00:00:00,15756.991560512477
2025-01-10 01:00:00,16288.271749178151
2025-01-10 02:00:00,13975.61884496998
2025-01-10 03:00:00,11763.483104301406
2025-01-10 04:00:00,14436.78772783547
2025-01-10 05:00:00,14755.072456962997
2025-01-10 06:00:00,10827.237131290916
2025-01-10 07:00:00,14213.259227635406
2025-01-10 08:00:00,13615.082795363187
2025-01-10 09:00:00,12614.07158566823
2025-01-10 10:00:00,15401.744878331328
2025-01-10 11:00:00,16785.182378517697
2025-01-10 12:00:00,17941.25324754653
2025-01-10 13:00:00,15380.145513487478
2025-01-10 14:00:00,13278.456473700006
2025-01-10 15:00:00,14406.817595480848
2025-01-10 16:00:00,12652.087620164388
2025-01-10 17:00:00,14356.253852808259
2025-01-10 18:00:00,15829.78696758839
2025-01-10 19:00:00,19948.240758726908
2025-01-10 20:00:00,20017.70751547776
2025-01-10 21:00:00,21997.375514206084
2025-01-10 22:00:00,17575.08975338155
2025-01-10 23:00:00,17750.391050844057
2025-01-11 00:00:00,15737.838520367066
2025-01-11 01:00:00,21549.38034894842
2025-01-11 02:00:00,18121.10907649879
2025-01-11 03:00:00,19151.467199454426
2025-01-11 04:00:00,19476.94177751609
2025-01-11 05:00:00,20558.782713082204
2025-01-11 06:00:00,17721.652138472156
2025-01-11 07:00:00,21062.01051326158
2025-01-11 08:00:00,17925.130410437858
2025-01-11 09:00:00,19998.041237152138
2025-01-11 10:00:00,15598.613992057299
2025-01-11 11:00:00,12969.294243015327
2025-01-11 12:00:00,17461.904750491514
2025-01-11 13:00:00,18517.81952138772
2025-01-11 14:00:00,17667.815668441835
2025-01-11 15:00:00,14580.984568455848
2025-01-11 16:00:00,18343.652909756813
2025-01-11 17:00:00,15093.036251842885
2025-01-11 18:00:00,15125.227181687056
2025-01-11 19:00:00,16564.728766956217
2025-01-11 20:00:00,13762.663291467732
2025-01-11 21:00:00,11935.491858174519
2025-01-11 22:00:00,11997.131148111686
2025-01-11 23:00:00,14481.481616966732
2025-01-12 00:00:00,15699.619114881763
2025-01-12 01:00:00,19197.484630686522
2025-01-12 02:00:00,13061.286066441719
2025-01-12 03:00:00,15979.529520977718
2025-01-12 04:00:00,19125.42725388535
2025-01-12 05:00:00,18458.366792489065
2025-01-12 06:00:00,17244.10332834105
2025-01-12 07:00:00,19454.495113292218
2025-01-12 08:00:00,19203.75210054471
2025-01-12 09:00:00,18981.540611683333
2025-01-12 10:00:00,18596.55169776196
2025-01-12 11:00:00,19454.014183146464
2025-01-12 12:00:00,16388.684554737192
2025-01-12 13:00:00,18370.07526099032
2025-01-12 14:00:00,19195.720509921135
2025-01-12 15:00:00,18192.11962099951
2025-01-12 16:00:00,18478.908949707282
2025-01-12 17:00:00,22029.830321898804
2025-01-12 18:00:00,23699.965610348117
2025-01-12 19:00:00,18012.57142067768
2025-01-12 20:00:00,21345.89888826546
2025-01-12 21:00:00,18821.677180341852
2025-01-12 22:00:00,16764.21069744309
2025-01-12 23:00:00,23159.84239407465
