snapshot,MW
2025-01-09 09:00:00,11818.044768836027
2025-01-09 10:00:00,17955.583025853615
2025-01-09 11:00:00,16441.25816533855
2025-01-09 12:00:00,14308.78445692269
2025-01-09 13:00:00,16005.741143581492
2025-01-09 14:00:00,16120.249342893447
2025-01-09 15:00:00,17025.105560721844
2025-01-09 16:00:00,14559.950230691204
2025-01-09 17:00:00,14539.323419569871
2025-01-09 18:00:00,12556.819641383861
2025-01-09 19:00:00,11510.903704189612
2025-01-09 20:00:00,17377.45401489419
2025-01-09 21:00:00,11275.977405770267
2025-01-09 22:00:00,12725.41339622075
2025-01-09 23:00:00,14556.668377808579
2025-01-10 00:00:00,12006.991560512477
2025-01-10 01:00:00,12538.271749178153
2025-01-10 02:00:00,10225.61884496998
2025-01-10 03:00:00,8013.483104301406
2025-01-10 04:00:00,10686.78772783547
2025-01-10 05:00:00,11005.072456962997
2025-01-10 06:00:00,7077.2371312909145
2025-01-10 07:00:00,10463.259227635406
2025-01-10 08:00:00,9865.082795363189
2025-01-10 09:00:00,8864.07158566823
2025-01-10 10:00:00,11651.744878331328
2025-01-10 11:00:00,13035.182378517698
2025-01-10 12:00:00,14191.25324754653
2025-01-10 13:00:00,11630.145513487481
2025-01-10 14:00:00,9528.456473700006
2025-01-10 15:00:00,10656.81759548085
2025-01-10 16:00:00,8902.087620164388
2025-01-10 17:00:00,10606.253852808259
2025-01-10 18:00:00,12079.786967588389
2025-01-10 19:00:00,16198.240758726908
2025-01-10 20:00:00,16267.70751547776
2025-01-10 21:00:00,18247.375514206084
2025-01-10 22:00:00,13825.089753381555
2025-01-10 23:00:00,14000.391050844059
2025-01-11 00:00:00,11987.838520367066
2025-01-11 01:00:00,17799.38034894842
2025-01-11 02:00:00,14371.10907649879
2025-01-11 03:00:00,15401.467199454426
2025-01-11 04:00:00,15726.941777516091
2025-01-11 05:00:00,16808.782713082204
2025-01-11 06:00:00,13971.652138472156
2025-01-11 07:00:00,17312.01051326158
2025-01-11 08:00:00,14175.13041043786
2025-01-11 09:00:00,16248.041237152142
2025-01-11 10:00:00,11848.613992057299
2025-01-11 11:00:00,9219.294243015323
2025-01-11 12:00:00,13711.90475049151
2025-01-11 13:00:00,14767.819521387719
2025-01-11 14:00:00,13917.815668441835
2025-01-11 15:00:00,10830.984568455846
2025-01-11 16:00:00,14593.652909756813
2025-01-11 17:00:00,11343.036251842883
2025-01-11 18:00:00,11375.227181687054
2025-01-11 19:00:00,12814.728766956216
2025-01-11 20:00:00,10012.66329146773
2025-01-11 21:00:00,8185.491858174519
2025-01-11 22:00:00,8247.131148111686
2025-01-11 23:00:00,10731.481616966732
2025-01-12 00:00:00,11949.619114881763
2025-01-12 01:00:00,15447.484630686522
2025-01-12 02:00:00,9311.28606644172
2025-01-12 03:00:00,12229.529520977716
2025-01-12 04:00:00,15375.427253885351
2025-01-12 05:00:00,14708.366792489065
2025-01-12 06:00:00,13494.103328341047
2025-01-12 07:00:00,15704.495113292218
2025-01-12 08:00:00,15453.752100544709
2025-01-12 09:00:00,15231.540611683333
2025-01-12 10:00:00,14846.55169776196
2025-01-12 11:00:00,15704.014183146464
2025-01-12 12:00:00,12638.684554737192
2025-01-12 13:00:00,14620.075260990321
2025-01-12 14:00:00,15445.720509921131
2025-01-12 15:00:00,14442.119620999509
2025-01-12 16:00:00,14728.908949707282
2025-01-12 17:00:00,18279.8303218988
2025-01-12 18:00:00,19949.965610348114
2025-01-12 19:00:00,14262.57142067768
2025-01-12 20:00:00,17595.89888826546
2025-01-12 21:00:00,15071.677180341854
2025-01-12 22:00:00,13014.21069744309
2025-01-12 23:00:00,19409.842394074647
