snapshot,MW
2025-01-08 09:00:00,22527.470905709662
2025-01-08 10:00:00,21981.838483191037
2025-01-08 11:00:00,15852.980382269947
2025-01-08 12:00:00,25470.078467963445
2025-01-08 13:00:00,24183.037706004194
2025-01-08 14:00:00,25232.315544772668
2025-01-08 15:00:00,14788.054957035716
2025-01-08 16:00:00,19800.263963689842
2025-01-08 17:00:00,19355.18144246737
2025-01-08 18:00:00,26030.03196070935
2025-01-08 19:00:00,30558.529436660636
2025-01-08 20:00:00,18942.753789681192
2025-01-08 21:00:00,24555.67905971595
2025-01-08 22:00:00,26946.080840572875
2025-01-08 23:00:00,23276.476612619117
2025-01-09 00:00:00,24574.317720222854
2025-01-09 01:00:00,25671.869279672108
2025-01-09 02:00:00,23825.04173493642
2025-01-09 03:00:00,25602.034630957227
2025-01-09 04:00:00,24867.445095407867
2025-01-09 05:00:00,24694.17436998079
2025-01-09 06:00:00,26024.095218857474
2025-01-09 07:00:00,31451.607142581004
2025-01-09 08:00:00,33554.19127582576
2025-01-09 09:00:00,22307.432298675136
2025-01-09 10:00:00,31704.319876622525
2025-01-09 11:00:00,29532.200643836364
2025-01-09 12:00:00,26281.062454520194
2025-01-09 13:00:00,28677.31714722781
2025-01-09 14:00:00,28731.818234706352
2025-01-09 15:00:00,30107.999587322225
2025-01-09 16:00:00,26565.67150282032
2025-01-09 17:00:00,26722.754613844976
2025-01-09 18:00:00,23840.536258443637
2025-01-09 19:00:00,22210.620292319447
2025-01-09 20:00:00,30856.37691865099
2025-01-09 21:00:00,21586.84504992688
2025-01-09 22:00:00,23781.5491299898
2025-01-09 23:00:00,26682.24029931076
2025-01-10 00:00:00,23037.906905755117
2025-01-10 01:00:00,23913.548935686973
2025-01-10 02:00:00,20370.334950779947
2025-01-10 03:00:00,16888.944656317693
2025-01-10 04:00:00,20777.48982821606
2025-01-10 05:00:00,21273.15197830731
2025-01-10 06:00:00,15529.743140767172
2025-01-10 07:00:00,20777.520009488657
2025-01-10 08:00:00,19943.03649520274
2025-01-10 09:00:00,18351.528943941412
2025-01-10 10:00:00,22358.65683606011
2025-01-10 11:00:00,24306.54305068056
2025-01-10 12:00:00,26054.99239078063
2025-01-10 13:00:00,22354.842173387864
2025-01-10 14:00:00,19358.616605752177
2025-01-10 15:00:00,21097.55492898418
2025-01-10 16:00:00,18359.89124620227
2025-01-10 17:00:00,20731.266243420556
2025-01-10 18:00:00,22809.476889369034
2025-01-10 19:00:00,28998.84547957405
2025-01-10 20:00:00,29239.172052774276
2025-01-10 21:00:00,32354.354789311194
2025-01-10 22:00:00,25753.272453438676
2025-01-10 23:00:00,25897.983475713187
2025-01-11 00:00:00,22687.146981499835
2025-01-11 01:00:00,31271.159355613483
2025-01-11 02:00:00,26141.49340729833
2025-01-11 03:00:00,27821.587107027543
2025-01-11 04:00:00,28448.914238770332
2025-01-11 05:00:00,30094.429929504826
2025-01-11 06:00:00,25712.70303017855
2025-01-11 07:00:00,30529.269997105064
2025-01-11 08:00:00,25694.681714307502
2025-01-11 09:00:00,28823.006467047497
2025-01-11 10:00:00,22361.942558180603
2025-01-11 11:00:00,18555.665039399624
2025-01-11 12:00:00,25313.09820581313
2025-01-11 13:00:00,26768.722572024577
2025-01-11 14:00:00,25303.42992504949
2025-01-11 15:00:00,20553.4491313473
2025-01-11 16:00:00,26227.836252072815
2025-01-11 17:00:00,21498.43557992493
2025-01-11 18:00:00,21687.79633998449
2025-01-11 19:00:00,23866.113144863208
2025-01-11 20:00:00,19537.344590353932
2025-01-11 21:00:00,16614.642773710977
2025-01-11 22:00:00,16601.21178501653
2025-01-11 23:00:00,20373.37413891524
2025-01-12 00:00:00,22358.919909664597
2025-01-12 01:00:00,27753.226432154042
2025-01-12 02:00:00,18571.441947439915
2025-01-12 03:00:00,22828.472027872092
2025-01-12 04:00:00,27376.190023535783
2025-01-12 05:00:00,26285.543720736634
2025-01-12 06:00:00,24526.426303626795
2025-01-12 07:00:00,28013.003518051828
2025-01-12 08:00:00,27791.280508269563
2025-01-12 09:00:00,27484.147382422423
2025-01-12 10:00:00,26791.68222928001
2025-01-12 11:00:00,27917.24833208043
2025-01-12 12:00:00,23244.200855059895
2025-01-12 13:00:00,26293.762000955063
2025-01-12 14:00:00,27713.882932928107
2025-01-12 15:00:00,26367.414442379304
2025-01-12 16:00:00,26824.9259141901
2025-01-12 17:00:00,32038.99912275966
2025-01-12 18:00:00,34391.122902821124
2025-01-12 19:00:00,25796.58880396319
2025-01-12 20:00:00,30885.3452277159
2025-01-12 21:00:00,27286.997185582477
2025-01-12 22:00:00,24359.7173608834
2025-01-12 23:00:00,33977.03787970925
