snapshot,Bus1_onshore_wind,Bus2_onshore_wind,Bus3_onshore_wind,Bus4_onshore_wind,Bus5_onshore_wind,Bus6_onshore_wind,Bus7_onshore_wind,Bus8_onshore_wind,Bus9_onshore_wind,Bus10_onshore_wind,Bus11_onshore_wind,Bus12_onshore_wind,Bus13_onshore_wind,Bus14_onshore_wind,Bus15_onshore_wind,Bus16_onshore_wind,Bus17_onshore_wind,Bus18_onshore_wind,Bus19_onshore_wind,Bus20_onshore_wind,Bus1_gas,Bus2_gas,Bus3_gas,Bus4_gas,Bus5_gas,Bus6_gas,Bus7_gas,Bus8_gas,Bus9_gas,Bus10_gas,Bus11_gas,Bus12_gas,Bus13_gas,Bus14_gas,Bus15_gas,Bus16_gas,Bus17_gas,Bus18_gas,Bus19_gas,Bus20_gas,Bus2_nuclear,Bus8_nuclear,Bus14_nuclear
10,1880.527283677967,2007.5986520298147,3339.097251720703,1109.6654815641227,-0.0,116.79569345543369,132.6750642045211,132.65740950228144,99.70487817085655,205.73911020909625,194.5239061858708,35.732575638601205,149.74901488227385,129.61792875707783,131.66367964535314,116.66635698649674,224.90348329946795,93.69354678826484,130.80658555719785,211.03224350443676,-0.0,-0.0,-0.0,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
11,1773.9610190546382,1913.8792627946607,3354.231977553878,1735.634108804763,268.5209969646787,198.907605018554,195.0593002921209,92.73967027003485,188.5085820446023,261.5406223625065,224.7594654739613,44.285251544454155,126.40655775198306,192.90503242243065,134.82465580427154,164.6167519562331,170.93175512145794,95.84200336218535,167.70690228671901,221.79474732262443,-0.0,-0.0,-0.0,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
12,1293.4884773412657,1713.2242871776918,2199.280110973245,1273.286792684141,1942.0382664726378,82.91887295194016,295.96142686529953,144.36726054653016,53.00711730618345,160.49257693543962,28.64934748068365,68.81436478571995,171.355066703073,121.2389915815736,63.588034549137845,240.3873518086613,144.67843697964844,73.05200650366484,114.80314152727634,169.24972909055063,-0.0,-0.0,361.5748413843444,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
13,1046.4045835533516,4635.440091232292,2774.1730080057746,500.0,-0.0,117.9967797817356,266.2895963625342,93.05668858371685,137.9648625309087,220.15718453834447,186.49631647561984,57.15619275490965,197.63584686888865,191.62402731203622,73.2903008812394,165.72820179360758,223.55046626989684,86.8407174718588,233.06063394748855,266.64647221058254,-0.0,-0.0,-0.0,478.37666334679466,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
14,1054.991182472982,3776.777914006198,2779.4721113614605,1067.0327321698137,789.5374204569594,129.21110386987712,207.5331251571028,132.55387156467575,102.13415344616999,242.78727344220374,108.63152101987596,25.0,189.38132734408555,206.8406285044052,25.0,195.6575087195761,214.13824720613482,153.92304223860557,231.8322257086676,233.49630046166754,-0.0,-0.0,-0.0,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
15,1394.9861115543517,1606.3439030342483,3217.879102924246,1322.4332880462866,1255.3097452960517,206.0690776766454,206.99538142672085,33.0376597651086,121.57025795181055,258.662115439271,38.732290548947645,129.81487943497226,290.28343817913213,130.22950261618965,106.99766729374214,208.82466286950572,131.95448554978876,124.89677975956545,218.90936992272688,288.36775530913405,-0.0,-0.0,-0.0,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
16,1637.0433051885045,1865.923012262754,3303.5979399606554,1485.996041556072,600.0475732820673,133.40163275403648,206.18583283528525,118.22974814231844,194.36749172943547,233.81628861616986,145.19885235636497,46.6381371307897,238.08407869631984,25.0,115.17042052988445,255.20570201134186,205.94536570233305,121.3705308204853,192.34426296858308,137.53836352872855,-0.0,-0.0,-0.0,191.4594782443869,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
17,1781.886098165303,2470.463204829386,1399.0167126176918,1946.1196505757994,-0.0,163.3549934729479,322.2806102222165,135.30767937769195,153.8639463217242,205.93486301838635,178.3827887393805,121.2176385469983,239.23541639872275,138.9261849353504,90.1745811398049,105.88101381420866,118.3533457768103,59.05394586735275,235.79732420947045,151.99069026501974,-0.0,-0.0,714.3687545759647,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
18,1627.4770825274582,2080.0475851230303,965.897875455831,1832.9682874001994,1171.7279275710657,191.0497256289903,232.1683706436225,25.0,166.4017125384927,180.5194605732691,93.7996065131903,222.86051735123274,256.1092715231581,140.25942184464273,157.5005119137294,191.78947178012857,151.34666417726206,42.8280432889934,178.16003506939703,171.4276818088345,-0.0,-0.0,714.3687545759647,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
19,1269.467846917433,1544.0215006964352,2845.5613466250898,1315.1553469367211,2332.4109453828796,180.9954728075115,227.7762603002301,100.2011695840779,204.3646862306548,222.19352223059678,140.4030466458285,83.785498744538,167.14903635140683,128.7947950373272,93.67900246864895,234.95721894896047,168.7174848136811,141.9319059631419,261.54705291502,180.9213705406972,-0.0,-0.0,-0.0,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
20,994.1571772723228,1355.6681340667856,2699.3986723494518,1026.5866151870187,3451.4045293885683,159.86368944385495,249.71878708554274,139.07768388657135,143.72738049012528,158.7320842807577,166.7545116147031,25.0,273.46315296760935,161.46307605444255,148.60877200258122,284.9837886137306,115.53564895579214,146.10818390852805,304.9533115728513,126.58673860527355,-0.0,-0.0,-0.0,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
21,1066.0248001585792,2143.699514607806,1948.8965190369881,2102.9279811171637,1581.2879590274474,201.68263548433686,200.9847872147223,25.0,130.9795219688122,59.31497087279495,146.7112171152089,137.77427606457303,213.51970870022015,38.3528703744854,80.0604995890415,199.276518070502,130.21043011926426,185.1565263503399,278.08131333634265,82.78080595400975,-0.0,-0.0,164.8672477503651,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
22,1409.3971270667425,3585.6935208639925,2772.4545497375134,1301.498933894844,-0.0,254.50352425053723,166.0512716171854,158.6673538206683,131.14594841117741,219.00195948994823,159.3492221881338,218.33931908706998,245.11073916983176,119.46124026411985,140.95987870599868,127.2658501552916,72.87037341150845,91.41092720158139,188.45687282304092,160.0908300337936,-0.0,-0.0,-0.0,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
23,1643.3076743034353,1803.7260156131674,3024.506878313611,1562.1328944533814,820.3020637443874,157.191083514576,158.4882808710944,97.19832266339185,94.76024270196109,233.0957629423966,112.4851870812105,272.12509403499064,150.880392522414,140.0799094977097,144.6912843796564,247.6937515610856,81.24687800974675,120.86128168908836,241.70003489856595,142.4369621272274,-0.0,-0.0,-0.0,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
24,1830.9918399804762,1249.207401041324,3087.927510285091,1882.580434993817,71.49435694893305,221.53740226979994,153.6142814025665,43.87268134568955,304.6062626319809,59.620699120981456,78.86521030786969,123.09938179677205,118.44043025835875,25.0,175.86884004017335,179.04673738497385,74.48776395122984,61.4925162586416,155.99979127583848,51.912306003848755,-0.0,-0.0,-0.0,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,651.688664039704,1200.0,1200.0
25,1854.9874068959994,1748.5492460554726,2961.503063666164,1577.3902894655496,976.8580729216546,184.78805816214924,144.0591670452131,80.8129732919079,154.18241490812045,116.5213729786839,25.0,218.9993125701667,227.63518024121245,91.23918994648665,156.99141626707524,144.0634106245906,42.63670406855065,135.11887132941064,244.7068024819156,158.0256826447312,-0.0,-0.0,-0.0,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
26,1690.704633532131,1503.3814269100073,2686.7365245297888,1332.6356282765487,2186.1445804464056,282.8738336451542,171.1199174072276,117.49694306914164,204.48556507561423,186.8217249668225,67.2680493214951,179.48793175408306,195.34293608519135,49.9630783864764,179.1827231983941,163.85087421765297,67.89500799986095,215.73944632044058,232.5538957796335,142.6416480016971,-0.0,-0.0,-0.0,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
27,2404.879872416899,1272.8265157905785,2457.2427335392204,1133.0548463470525,1677.5218409176912,148.6365633581724,126.49890123964536,100.72588838730121,206.4311997185446,247.46232627174464,42.0705510932358,204.85258665728807,120.60207334725804,72.70298025275875,236.5389877398027,176.3444579609546,25.0,153.39496105624164,109.1124400177624,86.21373686417066,-0.0,-0.0,-0.0,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
28,1142.9148327184585,1226.8895855715768,2548.5428967669495,1221.880803276596,2942.5664799921833,196.83337383017547,150.2867621661812,132.4082481380599,238.7772405511274,134.47313372522223,198.9284663446175,348.40396045774526,111.04866632127056,97.4252256359837,181.8560666972455,145.03195698787448,50.7166469437567,218.94849832440724,135.9044386432822,80.43976395077325,-0.0,-0.0,-0.0,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,121.8347376481945,1200.0,1200.0
29,1717.4549768325708,1560.9459756947454,2785.231174618019,1533.085488334526,1614.431958745275,241.93314044104145,100.19370726017235,68.98824103894745,265.6693584656396,86.25370306900194,89.08323905961569,145.5788357221384,199.5282818370943,60.52375656761425,130.60925108460276,54.1181121964515,62.836074047456,186.769410203506,170.23253247974614,102.78617866049474,-0.0,-0.0,-0.0,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
30,2009.129344372072,1846.7460375039964,3178.8145031585227,1840.2181262137851,-0.0,297.9899384486983,99.7707684893009,133.8321543746979,267.68895818175804,103.3476214954881,112.71225850140755,236.3560199163288,72.66311392823675,57.4155605178326,304.2835518894112,198.05150196926118,67.72482062519269,220.82093117368464,158.96492217002046,32.3151355209869,-0.0,-0.0,-0.0,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
31,2250.091300155288,1879.1307414263808,3361.1026622063646,1370.4823683862646,-0.0,211.49145385068343,25.0,65.5775037798866,193.60630188516936,171.92276001396027,143.78296777920156,248.33000557863966,203.54841055768088,100.5535858705223,290.23312072661355,205.6714223970068,73.4832598232883,154.32231909768834,102.6097681537135,78.90527544674104,-0.0,-0.0,-0.0,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
32,2053.5137216345,1845.7427391625258,3151.3597864332287,1756.043166480405,290.9701564721854,180.6198163418968,128.7094546456819,141.91157675793764,210.8541495326128,62.6256703298181,128.80939390549113,278.8167463547767,66.31098313003184,53.28506523215845,159.29467788264634,163.41573254089195,88.95102961903974,221.66121366640616,171.3124864056625,25.0,-0.0,-0.0,-0.0,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
33,1854.3207399963414,1553.7847555742535,2826.443925804769,3066.5057957647946,-0.0,294.71872857705625,95.95474197268635,113.544277453114,228.22471601784605,47.95427916661875,222.3307188079488,227.3238913663157,134.0627818659762,63.11493371455795,259.4698263895573,63.30045455064939,123.80269364142029,72.01412282351966,153.17503767733095,130.07429181948115,-0.0,-0.0,-0.0,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
34,1959.314115794526,1418.7734978815229,2657.2302304119517,1280.576725976141,1514.6058330778314,119.3960143087549,125.88146588533114,133.03237189490804,195.09768693831555,58.17023281269215,117.67540393553405,234.0873186268057,77.5952866608677,161.87050339920134,199.21721040221595,100.12927526333675,152.48198700346535,214.7783494421728,119.83817521183116,25.0,-0.0,-0.0,-0.0,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
35,2472.4863837262587,1392.9526653800149,2852.3079550488346,1446.869762904638,606.9752054393102,72.04738233117395,25.0,242.23493468134706,280.03546330275066,30.564777951352198,169.7948994641364,193.8097213676312,117.33395970046006,81.4573412986879,235.2406934368229,100.79653845733274,86.12575325332999,143.47609067122966,81.1745906098334,176.00216716001069,-0.0,-0.0,-0.0,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
36,1981.734118563685,1527.221864884816,3174.2836002861586,1684.5408098056657,484.844869034446,193.45625465717384,180.1429056006294,244.92927694708123,215.2300660635672,81.91094089695714,133.97013172579557,220.12280136343844,54.537507492031246,183.4588672063878,232.84877930867358,123.08600652745464,69.0213699532808,284.4806172516079,161.5136570011785,93.37197531342144,-0.0,-0.0,-0.0,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,299.9469132054371,1200.0,1200.0
37,1725.471598439502,2010.8308157196693,3925.697231757802,277.3404667049326,-0.0,135.33564558584928,71.14306174684084,229.84170181241325,217.5186930839185,156.2354526784233,115.64482293424605,181.5001337584939,69.71520619471946,184.51576775171722,200.94809367764614,119.87223884640336,88.11721869865686,260.555452008652,182.88787416686674,109.2484402733436,-0.0,-0.0,-0.0,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
38,2068.568321391872,2385.841459387373,3305.9099174775156,-0.0,-0.0,98.1235693586182,137.55493057879687,152.67378144182555,203.31665216032553,92.07502601296926,160.8943878374561,220.63162487852907,77.64337944531944,86.0814292083928,166.59441704043286,44.4919558689081,127.11842082761434,240.90230142487408,68.1063138600334,99.08089103199009,-0.0,-0.0,-0.0,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
39,1977.566706805949,1944.1116256604307,3762.0217657907206,628.1874146857326,-0.0,173.3683052657569,35.7076635829712,198.078526909536,217.78804163679055,65.89756068998575,198.53012835443127,161.0716540249179,25.0,148.9733556993063,163.10883129005634,81.60114471748005,145.1082038430807,287.97526114035367,55.1476404977927,127.1429926119837,-0.0,-0.0,-0.0,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
