hex_id,lat,lon,theo_pv,theo_wind,grid_dist_km,road_dist_km,ocean_dist_km,waterbody_dist_km,country,pv_cf,wind_cf,pv_lcoe_eur_kwh,wind_lcoe_eur_kwh,renewable_lcoe_eur_kwh,effective_cf,electrolyzer_cost_eur_kg,water_cost_eur_kg,infra_access_eur_kg,grid_connection_eur_kg,production_lcoh_eur_kg,renewable_mix_pv_weight,renewable_mix_wind_weight,scenario,africa_wacc,europe_wacc,ammonia_synthesis_eur_kg,road_to_port_eur_kg,ocean_shipping_eur_kg,reconversion_eur_kg,policy_credit_eur_kg,delivered_cost_eur_kg,europe_lcoh_eur_kg,competitive_vs_europe,cost_gap_vs_europe_eur_kg
hex_016,-22.344982555809985,16.42469730642244,0.7642425736070565,0.4099573479985184,239.8470072441541,99.74497943275716,273.7284282691712,12.333549958945614,Namibia,0.33012357849463864,0.3060563583467632,0.016911285215837103,0.04843719394628511,0.02506975563572838,0.32389531382051634,1.0455893642617125,0.02650900454913786,0.01196939753193086,0.08394645253545394,2.4215020006646544,0.7412137905477171,0.2587862094522829,baseline_2030,0.08,0.045,0.650420943580761,0.24635558544225408,0.5875,1.3310000000000002,0.0,5.23677852968767,2.7047184496750325,False,2.5320600800126374
hex_017,-28.23419292674989,15.036593455023418,0.8190485354067768,0.5191843663198555,123.16434205101056,97.18192517565193,394.8072979684844,168.7834224864133,Namibia,0.3747802881092256,0.38441487149033116,0.014896231657649434,0.038563833730633316,0.021491024999176187,0.3774648898755628,0.8971999895846912,0.029794451872214682,0.011661831021078232,0.0431075197178537,2.0563150421546474,0.7213577733312246,0.27864222666877536,baseline_2030,0.08,0.045,0.6403682892226858,0.355326568171636,0.5875,1.3310000000000002,0.0,4.970509899548969,2.7047184496750325,False,2.265791449873937
hex_018,-19.06842593608901,20.554937055649656,0.7072747353663466,0.4074966917634128,196.7701306763201,38.73952824590312,96.43125291441224,192.0226579459201,Namibia,0.28370533992813424,0.3042911049607092,0.019678212591309745,0.04871818776842024,0.02803325470136201,0.2896280355456695,1.1692980433572022,0.030282475816864326,0.004648743389508374,0.06886954573671203,2.6747615433683873,0.7122916924309987,0.28770830756900123,baseline_2030,0.08,0.045,0.6587454124561258,0.08678812762297101,0.5875,1.3310000000000002,0.0,5.338795083447485,2.7047184496750325,False,2.634076633772452
hex_019,-21.420027210535224,12.956534770530338,0.7658539691076715,0.4991450386149156,25.268849980997448,114.39502801329964,146.5424160760417,36.23973410647223,Namibia,0.33143656742106564,0.3700388320498308,0.016844291008188815,0.04006204188251135,0.02371675198777571,0.34286284892528635,0.9877462557593685,0.02701103441623592,0.013727403361595957,0.008844097493349107,2.223166390419335,0.7039997105323655,0.29600028946763446,baseline_2030,0.08,0.045,0.6466203563336619,0.1318881744684375,0.5875,1.3310000000000002,0.0,4.9201749212214345,2.7047184496750325,False,2.215456471546402
hex_020,-19.902947118975515,13.798714834651516,0.8125590393967337,0.6760462206186093,124.23129105534927,35.61922273867412,352.0581288261181,46.40018113385423,Namibia,0.36949255061956077,0.49694620174813275,0.015109408790608701,0.029831219426945957,0.020059002596141275,0.4123435162855233,0.8213091315601981,0.027224403803810943,0.0042743067286408944,0.043480951869372245,1.8992389237690859,0.6637917761748894,0.3362082238251107,baseline_2030,0.08,0.045,0.6363457382925608,0.31685231594350627,0.5875,1.3310000000000002,0.0,4.770936978005153,2.7047184496750325,False,2.0662185283301207
hex_021,-24.74568838244158,11.103071776514078,0.7190653460279761,0.2909019365211477,125.22321361685762,62.29179837857403,437.6036274668256,128.63872419830963,Namibia,0.2933125041709435,0.22064704141734512,0.01903367198127339,0.06718653960873161,0.029663730415100814,0.27727113107624135,1.2214091454469513,0.028951413208164505,0.007475015805428884,0.043828124765900166,2.7848502199814855,0.7792435018394241,0.22075649816057574,baseline_2030,0.08,0.045,0.6633254187360181,0.393843264720143,0.5875,1.3310000000000002,0.0,5.760518903437648,2.7047184496750325,False,3.055800453762615
hex_022,-17.35162370726116,22.016941285029937,0.7956775237557412,0.6151635465318787,234.7674814688708,31.45984577754473,230.32612192903065,290.0384140822386,Angola,0.3557372415787521,0.45326950077286954,0.015693645027490648,0.03270573282000805,0.021209866079618757,0.3873623723675107,0.8742756638831093,0.03234080669572702,0.0037751814933053673,0.08216861851410479,2.0530535745671843,0.6757469677205428,0.32425303227945734,baseline_2030,0.08,0.045,0.6395785138176491,0.2072935097361276,0.5875,1.3310000000000002,0.0,4.818425598120961,2.7047184496750325,False,2.1137071484459287
hex_023,-18.282546544133627,20.30791199228845,0.6838074058933349,0.5856603403498417,145.07337283213846,112.38918483582664,73.31490112255034,180.83255320414,Namibia,0.264583812209384,0.4321041572074952,0.021100361151261758,0.03430772636750453,0.026129954995751485,0.32837846634623585,1.0313145652731792,0.030047483617286944,0.013486702180299197,0.05077568049124846,2.432122181349588,0.6191826483071586,0.3808173516928414,baseline_2030,0.08,0.045,0.6533990435830659,0.0659834110102953,0.5875,1.3310000000000002,0.0,5.070004635942949,2.7047184496750325,False,2.3652861862679164
hex_024,-19.659398035114855,20.87231530076869,0.7136946153434929,0.4608775066454809,121.00490325895368,20.58833029226016,16.13196659160868,280.2418503720623,Namibia,0.28893635324284606,0.3425860373761059,0.019321950767833503,0.04327237414950718,0.02671509546682306,0.3054972244863905,1.1085583374261672,0.03213507885781331,0.002470599635071219,0.04235171614063379,2.5212705054008384,0.6913146552287412,0.30868534477125875,baseline_2030,0.08,0.045,0.655042703166306,0.014518769932447812,0.5875,1.3310000000000002,0.0,5.1093319784995925,2.7047184496750325,False,2.40461352882456
hex_025,-26.66433550577639,21.93020643430755,0.711826210600167,0.3330913218417318,70.40903745751393,6.344363707687149,111.04865319949631,242.2864701058264,South Africa,0.28741394937791387,0.2509133395821119,0.019424297270467242,0.05908219631696605,0.029236566103279817,0.27838286592444933,1.216531391543513,0.03133801587222236,0.0007613236449224579,0.024643163110129877,2.735102199334779,0.7525771896966171,0.24742281030338273,baseline_2030,0.08,0.045,0.6621255141841129,0.09994378787954668,0.5875,1.3310000000000002,0.0,5.415671501398439,2.7047184496750325,False,2.7109530517234064
hex_026,-23.39934795527559,17.42482085753676,0.630416035441096,0.5608194261570805,86.23440434892528,52.77655014036152,68.00177582606926,142.877572458811,Namibia,0.22107973258163383,0.41428350137355774,0.025252491158745928,0.03578349400491501,0.029609495564467264,0.3010141589724311,1.1250683237659875,0.029250429021635035,0.006333186016843383,0.030182041522123847,2.671308758549953,0.5862688037059729,0.41373119629402705,baseline_2030,0.08,0.045,0.6631730730405885,0.061201598243462337,0.5875,1.3310000000000002,0.0,5.314183429834004,2.7047184496750325,False,2.6094649801589713
hex_027,-28.47435481055325,18.962376743340517,0.7986972480785581,0.4705760936404297,132.56473860552677,119.0926921226446,308.1698163896573,236.50521752939528,Namibia,0.35819775769363993,0.349543719350743,0.015585842938666584,0.04241103577907669,0.02279473506620389,0.3558721069796762,0.9516382110955453,0.031216609568117303,0.014291123054717353,0.04639765851193437,2.183280355540509,0.731264107944169,0.2687358920558311,baseline_2030,0.08,0.045,0.6440304108009667,0.27735283475069156,0.5875,1.3310000000000002,0.0,5.023163601092167,2.7047184496750325,False,2.318445151417135
hex_028,-27.148526095189425,12.957157973787204,0.7030597659797276,0.5849014317032056,112.53330777473644,107.10959468433477,63.60630203655369,10.261851273211382,Namibia,0.28027092042792623,0.43155972274360405,0.019919347978989796,0.034351007303207864,0.025216332723212234,0.3357998419354501,1.0085219019550389,0.02646549887673744,0.012853151362120173,0.03938665772115776,2.348043846075666,0.6329607964530141,0.3670392035469861,baseline_2030,0.08,0.045,0.6508326786195031,0.057245671832898325,0.5875,1.3310000000000002,0.0,4.974622196528068,2.7047184496750325,False,2.269903746853035
hex_029,-20.803412561090543,12.603421029503629,0.7512494118727687,0.5532778218285165,10.294959570680955,90.08435431537696,232.78516991307853,37.19747904589181,Namibia,0.319536557822256,0.408873220007414,0.017471597085617647,0.03625698740423033,0.023580277853205683,0.3485872797330098,0.9715256836805102,0.02703114705996373,0.010810122517845236,0.003603235849738334,2.191984081768342,0.6748174691086658,0.32518253089133414,baseline_2030,0.08,0.045,0.6462370004896547,0.20950665292177068,0.5875,1.3310000000000002,0.0,4.966227735179768,2.7047184496750325,False,2.261509285504735
