Nucleophilic-HEA,Hydrophobic-BA,Acidic-CBEA,Cationic-ATAC,Aromatic-PEA,Amide-AAm,pred_kpa,unc_kpa,nearest_train_l2,score,estimated_gt_1mpa,matches_published_ranked_candidate
0.0,0.55,0.05,0.0,0.4,0.0,161.22793499548254,92.90355057463687,0.09398274571353682,131.36929539493076,False,False
0.0,0.5,0.0,0.2,0.3,0.0,162.98015841712188,75.71233259650387,0.14349833992034564,130.61789110737965,False,False
0.0,0.4,0.05,0.1,0.45,0.0,158.4638443929449,80.69336013754732,0.10587598146296141,129.62005458988006,False,False
0.0,0.75,0.0,0.1,0.15,0.0,160.46437447218446,58.809965122979655,0.159791668767319,129.52738119551023,False,False
0.0,0.75,0.0,0.15,0.1,0.0,152.10934310986093,48.71665143206387,0.10725763834500823,129.49509622204718,False,False
0.05,0.6,0.0,0.1,0.25,0.0,156.5001136405303,68.44491776248361,0.11108578236150862,129.48083620465252,False,False
0.0,0.6,0.0,0.25,0.15,0.0,153.31646849308393,60.5936484798291,0.10160278020778923,129.0054051721834,False,False
0.05,0.5,0.05,0.05,0.35,0.0,156.38323307270016,84.1203932929917,0.0938319397463262,128.29932164454266,False,False
0.05,0.45,0.05,0.05,0.4,0.0,155.94319463020676,84.79689301747592,0.09647373415796488,127.40696792775579,False,False
0.0,0.45,0.0,0.2,0.35,0.0,164.55634517356842,79.19798494963123,0.17769530450034415,127.39331164360088,False,False
0.0,0.65,0.05,0.1,0.2,0.0,154.6682553864672,61.07061800405499,0.12751950129086737,127.15179163075211,False,False
0.0,0.5,0.05,0.15,0.3,0.0,158.79095212899702,74.5278437450646,0.14330338356304184,126.68897735241907,False,False
0.0,0.55,0.1,0.05,0.3,0.0,158.32013602779693,79.60323766077197,0.13328094026048534,126.4057756643843,False,False
0.0,0.45,0.05,0.15,0.35,0.0,159.29927088233208,78.3205506340788,0.14763698731324454,125.91872227792697,False,False
0.0,0.75,0.0,0.05,0.2,0.0,165.17682325648812,69.11986014324293,0.21698657861731566,125.31446179376165,False,False
0.0,0.6,0.05,0.0,0.35,0.0,156.63624673014232,89.40530330157893,0.1131023103743517,125.18290882490435,False,False
0.0,0.55,0.05,0.2,0.2,0.0,149.93070893490545,64.52261977565888,0.10244600986945905,124.7326637954386,False,False
