N,d,r,kind,count_file,amplitude_file,n_count_keys,n_prob_keys,n_matched_keys,total_shots,matched_shots,match_fraction_shots,xeb_fidelity,xeb_se,xeb_ci95,mean_dim_p_matched_unweighted,std_dim_p_matched_unweighted,subset_prob_mass,min_dim_p,max_dim_p
16,12,21,XEB,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r21_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r21_XEB_amplitudes.json,20,20,20,20,20,1.0,0.848629909244871,0.3429479600459971,0.6721780016901543,1.848629909244871,1.5337099028154626,0.0005641570767959201,0.10902725537305585,5.182735258830704
16,12,22,XEB,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r22_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r22_XEB_amplitudes.json,20,20,20,20,20,1.0,0.766447592687156,0.32255353705424356,0.6322049326263174,1.7664475926871561,1.4425032704725718,0.0005390770241354846,0.21041733332179416,5.1140633091640515
16,12,23,XEB,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r23_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r23_XEB_amplitudes.json,20,20,20,20,20,1.0,0.21576200613191315,0.1781055860866422,0.3490869487298187,1.2157620061319134,0.7965123953243456,0.00037102112003537397,0.11259804297319803,2.7019244709842742
16,12,24,XEB,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r24_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r24_XEB_amplitudes.json,20,20,20,20,20,1.0,1.050960134747457,0.39655537712444244,0.7772485391639071,2.050960134747457,1.7734495601866367,0.0006259033614341605,0.2851051307740489,6.035919113837686
16,12,25,XEB,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r25_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r25_XEB_amplitudes.json,20,20,20,20,20,1.0,0.8280919706192925,0.3761214215248509,0.7371979861887077,1.8280919706192926,1.6820661326468385,0.0005578893953305946,0.10763022062745671,7.050587560364953
16,12,26,XEB,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r26_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r26_XEB_amplitudes.json,20,20,20,20,20,1.0,0.6232375263942289,0.3035210424955338,0.5949012432912463,1.6232375263942287,1.357387367243232,0.0004953727802716763,0.07111235574515874,4.861385128314305
16,12,27,XEB,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r27_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r27_XEB_amplitudes.json,20,20,20,20,20,1.0,1.41007114314243,0.3162785067483679,0.619905873226801,2.4100711431424293,1.4144404818229532,0.0007354953439765715,0.34221614311754295,5.474573156626146
16,12,28,XEB,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r28_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r28_XEB_amplitudes.json,20,20,20,20,20,1.0,0.6904379388212281,0.2541396292818537,0.49811367339243323,1.690437938821228,1.1365469737016418,0.000515880718634408,0.031195087297229473,3.8406586458483614
16,12,29,XEB,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r29_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r29_XEB_amplitudes.json,20,20,20,20,20,1.0,0.5155336592121736,0.23404577725616948,0.4587297234220922,1.5155336592121738,1.0466845355831385,0.0004625041684607464,0.17288438600056005,3.9466474098368787
16,12,30,XEB,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r30_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r30_XEB_amplitudes.json,20,20,20,20,20,1.0,0.4872670594310714,0.24317454855738785,0.47662211517248015,1.4872670594310715,1.0875096419442853,0.00045387788678926744,0.28195095889885446,4.63673686867644
16,12,31,XEB,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r31_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r31_XEB_amplitudes.json,20,20,20,20,20,1.0,0.8552284428059072,0.35927718421062443,0.7041832810528239,1.8552284428059072,1.6067364133193407,0.0005661707894305136,0.033692418275506515,4.785749645563554
16,12,32,XEB,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r32_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r32_XEB_amplitudes.json,20,20,20,20,20,1.0,0.0519854243044099,0.13750113664288527,0.2695022278200551,1.05198542430441,0.6149237770339574,0.0003210404737257111,0.19409150962480085,2.8175909931835634
16,12,33,XEB,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r33_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r33_XEB_amplitudes.json,20,20,20,20,20,1.0,0.38372609462477325,0.19092923447068316,0.37422129956253897,1.3837260946247734,0.8538614943368872,0.0004222796919631266,0.23863713234166162,3.3073625787122456
16,12,34,XEB,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r34_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r34_XEB_amplitudes.json,20,20,20,20,20,1.0,1.0738956078065602,0.3208883215030507,0.6289411101459793,2.07389560780656,1.4350562001332574,0.0006329027123433105,0.062380052378182414,5.017942350821803
16,12,35,XEB,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r35_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r35_XEB_amplitudes.json,20,20,20,20,20,1.0,0.5823218614290294,0.2839384611684123,0.5565193838900881,1.5823218614290295,1.2698114011985084,0.00048288631025055834,0.16002686073527267,4.344111741918536
16,12,36,XEB,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r36_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r36_XEB_amplitudes.json,20,20,20,20,20,1.0,0.6747920192359382,0.18099060712442128,0.3547415899638657,1.674792019235938,0.8094146016383275,0.0005111059629015924,0.22728091023597358,3.1517563089803553
16,12,37,XEB,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r37_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r37_XEB_amplitudes.json,20,20,20,20,20,1.0,0.8439545721488091,0.244363872310337,0.4789531897282605,1.843954572148809,1.0928284594619841,0.0005627302771450223,0.14268497688167453,4.333906284675006
16,12,38,XEB,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r38_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r38_XEB_amplitudes.json,20,20,20,20,20,1.0,1.3117118937280257,0.47132020686875264,0.9237876054627552,2.3117118937280257,2.1078080434555884,0.0007054784831933672,0.01714968459865715,6.9842999384270525
16,12,39,XEB,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r39_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r39_XEB_amplitudes.json,20,20,20,20,20,1.0,0.783490071687473,0.21038033827215671,0.41234546301342717,1.783490071687473,0.9408494750118861,0.0005442779759788431,0.11471596233490049,3.4149417873487034
16,12,40,XEB,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r40_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r40_XEB_amplitudes.json,20,20,20,20,20,1.0,0.8847567917316654,0.26049118694485685,0.5105627264119194,1.8847567917316659,1.1649520030966114,0.0005751821263829547,0.026948385410543937,4.883600406557098
16,12,41,XEB,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r41_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r41_XEB_amplitudes.json,20,20,20,20,20,1.0,1.1487310639142942,0.3648378068315765,0.7150821013898899,2.1487310639142945,1.6316042736746847,0.0006557406811261885,0.03777489127720493,6.380825054786273
16,12,42,XEB,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r42_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r42_XEB_amplitudes.json,20,20,20,20,20,1.0,1.056233929762427,0.3479985848633283,0.6820772263321234,2.056233929762427,1.556296983656263,0.0006275127959480063,0.24191278657735102,7.273626173364334
16,12,43,XEB,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r43_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r43_XEB_amplitudes.json,20,20,20,20,20,1.0,0.7847954606070251,0.28068008530270006,0.5501329671932921,1.7847954606070253,1.2552395013345539,0.0005446763490622026,0.1302022486800655,3.809774232731063
16,12,44,XEB,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r44_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r44_XEB_amplitudes.json,20,20,20,20,20,1.0,0.7065068704240496,0.4062195044713271,0.7961902287638011,1.7065068704240491,1.8166688515683342,0.0005207845673901517,0.15686936280220437,7.671021524794489
16,12,45,XEB,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r45_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r45_XEB_amplitudes.json,20,20,20,20,20,1.0,1.2309468952632738,0.33986235660642017,0.6661302189485835,2.230946895263274,1.5199106647304605,0.0006808309616892316,0.25924813915752,6.315180803868398
16,12,46,XEB,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r46_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r46_XEB_amplitudes.json,20,20,20,20,20,1.0,0.5803889321647644,0.19713723775298864,0.38638898599585775,1.5803889321647644,0.881624529024441,0.0004822964270522352,0.2557405729469593,3.43720830212235
16,12,47,XEB,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r47_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r47_XEB_amplitudes.json,20,20,20,20,20,1.0,1.022852838982545,0.3619952294969533,0.7095106498140284,2.022852838982545,1.618891881371649,0.0006173256954902786,0.13853273533564503,5.941632098546343
16,12,48,XEB,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r48_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r48_XEB_amplitudes.json,20,20,20,20,20,1.0,1.2198520720339712,0.4019204584038604,0.7877640984715664,2.2198520720339707,1.7974429330778174,0.0006774450903423983,0.540439727403333,7.035351109899035
16,12,49,XEB,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r49_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r49_XEB_amplitudes.json,20,20,20,20,20,1.0,0.13816437384427466,0.1931950932667456,0.3786623828028214,1.1381643738442748,0.8639947229277103,0.0003473402019788436,0.10824320314990367,3.0188609913661306
16,12,50,XEB,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r50_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r50_XEB_amplitudes.json,20,20,20,20,20,1.0,0.7486668929092346,0.29029238035268906,0.5689730654912706,1.7486668929092346,1.298226991637674,0.0005336507851895858,0.010920305058302177,4.681428499126697
24,12,1,XEB,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r1_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r1_XEB_amplitudes.json,20,20,20,20,20,1.0,0.5696739449850529,0.2850336277249236,0.5586659103408502,1.5696739449850525,1.2747091349325954,1.871197158080402e-06,0.007031088942344493,4.946162434515438
24,12,2,XEB,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r2_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r2_XEB_amplitudes.json,20,20,20,20,20,1.0,0.7819830551036661,0.2973469593563057,0.5828000403383591,1.781983055103666,1.3297760280471331,2.124289339904387e-06,0.042905114318500005,5.27420885504184
24,12,3,XEB,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r3_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r3_XEB_amplitudes.json,20,20,20,20,20,1.0,0.5985151876205393,0.37824937294651617,0.7413687709751717,1.5985151876205395,1.69158262071016,1.905578598523783e-06,0.023008569419884807,7.186201520615998
24,12,4,XEB,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r4_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r4_XEB_amplitudes.json,20,20,20,20,20,1.0,0.5743072690693583,0.3283417658907854,0.6435498611459394,1.5743072690693583,1.4683890167682359,1.876720510803888e-06,0.2228661906926394,6.183626713502424
24,12,5,XEB,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r5_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r5_XEB_amplitudes.json,20,20,20,20,20,1.0,0.683492874524452,0.32179503318708946,0.6307182650466954,1.6834928745244517,1.439111138056266,2.0068798953586242e-06,0.10342784635784646,6.384049465985741
24,12,6,XEB,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r6_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r6_XEB_amplitudes.json,20,20,20,20,20,1.0,1.0856413273530545,0.3282036076132245,0.6432790709219199,2.0856413273530547,1.4677711541676752,2.4862782089150602e-06,0.4887311667993625,6.043680992516349
24,12,7,XEB,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r7_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r7_XEB_amplitudes.json,20,20,20,20,20,1.0,1.0589218391097528,0.4828852424644569,0.9464550752303356,2.0589218391097526,2.1595284549639877,2.4544260968086153e-06,0.19999324125649276,8.371465714451894
24,12,8,XEB,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r8_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r8_XEB_amplitudes.json,20,20,20,20,20,1.0,0.4468125134161924,0.22458245368773988,0.44018160922797017,1.4468125134161922,1.0043632659989694,1.7247349183752445e-06,0.1924283822981382,3.7001492559533298
24,12,9,XEB,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r9_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r9_XEB_amplitudes.json,20,20,20,20,20,1.0,0.9254690811844153,0.2538134977838954,0.49747445565643494,1.9254690811844153,1.1350884693035648,2.295338012199897e-06,0.10232212853515317,3.3800566530372813
24,12,10,XEB,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r10_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r10_XEB_amplitudes.json,20,20,20,20,20,1.0,0.8897614469141887,0.22948245451841606,0.4497856108560955,1.8897614469141888,1.0262767358933642,2.2527711950709687e-06,0.08288613500021504,4.1968754800639765
24,12,11,XEB,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r11_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r11_XEB_amplitudes.json,20,20,20,20,20,1.0,0.5248413829763976,0.2771816204507384,0.5432759760834472,1.5248413829763976,1.239593890882794,1.817752579422471e-06,0.21661735145557465,5.695007257053174
24,12,12,XEB,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r12_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r12_XEB_amplitudes.json,20,20,20,20,20,1.0,1.079931801218108,0.43176830114530024,0.8462658702447885,2.079931801218108,1.9309265437809835,2.479471923372874e-06,0.05775392118910526,8.003708733789892
24,12,13,XEB,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r13_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r13_XEB_amplitudes.json,20,20,20,20,20,1.0,0.8660534456048742,0.27763777774977183,0.5441700443895527,1.8660534456048743,1.241633888340937,2.224509055143445e-06,0.19280199299610992,5.471874415122473
24,12,14,XEB,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r14_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r14_XEB_amplitudes.json,20,20,20,20,20,1.0,0.8240489916060026,0.34927665243189704,0.6845822387665181,1.8240489916060028,1.562012675582578,2.1744358439517055e-06,0.09477101469594099,6.4514458024371155
24,12,15,XEB,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r15_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r15_XEB_amplitudes.json,20,20,20,20,20,1.0,0.5855866924065202,0.30919554037704794,0.606023259139014,1.5855866924065203,1.3827644932457206,1.890166631229544e-06,0.17447634455301322,4.88061534817092
24,12,16,XEB,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r16_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r16_XEB_amplitudes.json,20,20,20,20,20,1.0,0.8514233492935228,0.32270521339560976,0.6325022182553951,1.8514233492935226,1.4431815876923182,2.2070686212700875e-06,0.41014075869715183,5.522904884788402
24,12,17,XEB,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r17_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r17_XEB_amplitudes.json,20,20,20,20,20,1.0,0.46651960640224627,0.2050449402024626,0.4018880827968267,1.4665196064022463,0.9169888494701718,1.7482276039150314e-06,0.4365148389848669,3.5097188243870487
24,12,18,XEB,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r18_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r18_XEB_amplitudes.json,20,20,20,20,20,1.0,0.5015081911787191,0.23587784328529507,0.4623205728391783,1.5015081911787194,1.0548777839439243,1.7899372472509377e-06,0.10772996458842285,4.505225210239524
24,12,19,XEB,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r19_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r19_XEB_amplitudes.json,20,20,20,20,20,1.0,0.8469662680645793,0.32136759324006803,0.6298804827505333,1.8469662680645793,1.437199568500588,2.201755366402363e-06,0.012009363245111381,4.683155064074761
24,12,20,XEB,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r20_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r20_XEB_amplitudes.json,20,20,20,20,20,1.0,0.6827811460631908,0.2767413516814944,0.542413049295729,1.6827811460631907,1.2376249490899942,2.006031448916424e-06,0.07348152718429517,4.134526119678687
24,12,21,XEB,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r21_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r21_XEB_amplitudes.json,20,20,20,20,20,1.0,0.3210091107435137,0.32822657616562434,0.6433240892846237,1.3210091107435136,1.4678738726566964,1.5747655758184357e-06,0.08599909480871189,6.148127815052172
24,12,22,XEB,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r22_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r22_XEB_amplitudes.json,20,20,20,20,20,1.0,0.26280521056979145,0.24677738967499707,0.48368368376299425,1.2628052105697916,1.1036220372464964,1.5053811199304956e-06,0.0632015893410943,3.3953139969659505
24,12,23,XEB,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r23_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r23_XEB_amplitudes.json,20,20,20,20,20,1.0,0.6019129412216235,0.24801211031299658,0.4861037362134733,1.6019129412216233,1.109143875806074,1.9096290364523213e-06,0.2466192572312509,4.07767065622307
24,12,24,XEB,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r24_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r24_XEB_amplitudes.json,20,20,20,20,20,1.0,0.8314112075406941,0.32108399104471674,0.6293246224476448,1.8314112075406939,1.4359312609258403,2.183212289262645e-06,0.02208004483173497,5.169361761557644
