num_agents,grid_size,pp_success,pp_time,pp_soc,ppr_success,ppr_time,ppr_soc,lns_success,lns_time,lns_soc,lns_iters,hybrid_success,hybrid_time,hybrid_soc,hybrid_iters,hybrid_status,dataset,map_file
8,"(25, 25)",False,3.0,-1,True,0.00798487663269043,135,True,0.003485441207885742,135,1,True,0.05575680732727051,135,3,init_pp->lns_success,random_medium,eval_map_12.npy
16,"(25, 25)",False,3.0,-1,False,3.0,-1,False,3.0,-1,80,False,3.0,-1,80,fail_lns,random_medium,eval_map_12.npy
24,"(25, 25)",False,3.0,-1,False,3.0,-1,False,3.0,-1,0,False,3.0,-1,0,fail_init,random_medium,eval_map_12.npy
4,"(25, 25)",False,3.0,-1,False,3.0,-1,True,0.004586696624755859,101,2,True,0.02850341796875,101,1,init_pp->lns_success,random_medium,eval_map_13.npy
8,"(25, 25)",True,0.005179166793823242,171,True,0.015477180480957031,171,True,0.0051081180572509766,171,0,True,0.05515789985656738,171,0,init_pp->lns_success,random_medium,eval_map_13.npy
16,"(25, 25)",False,3.0,-1,False,3.0,-1,False,3.0,-1,80,False,3.0,-1,80,fail_lns,random_medium,eval_map_13.npy
24,"(25, 25)",False,3.0,-1,False,3.0,-1,False,3.0,-1,80,False,3.0,-1,80,fail_lns,random_medium,eval_map_13.npy
4,"(25, 25)",False,3.0,-1,True,0.001943826675415039,50,True,0.0009338855743408203,50,1,True,0.025917530059814453,50,1,init_pp->lns_success,random_medium,eval_map_14.npy
8,"(25, 25)",False,3.0,-1,False,3.0,-1,False,3.0,-1,80,False,3.0,-1,80,fail_lns,random_medium,eval_map_14.npy
16,"(25, 25)",True,0.006600618362426758,326,False,3.0,-1,True,0.007587432861328125,326,0,True,0.10915756225585938,326,0,init_pp->lns_success,random_medium,eval_map_14.npy
24,"(25, 25)",False,3.0,-1,False,3.0,-1,False,3.0,-1,0,False,3.0,-1,0,fail_init,random_medium,eval_map_14.npy
4,"(25, 25)",True,0.0024652481079101562,84,True,0.007599592208862305,84,True,0.0023691654205322266,84,0,True,0.02704477310180664,84,0,init_pp->lns_success,random_medium,eval_map_15.npy
8,"(25, 25)",False,3.0,-1,False,3.0,-1,False,3.0,-1,80,False,3.0,-1,80,fail_lns,random_medium,eval_map_15.npy
16,"(25, 25)",True,0.005911588668823242,278,True,0.02091526985168457,278,True,0.007099628448486328,278,0,True,0.10795283317565918,278,0,init_pp->lns_success,random_medium,eval_map_15.npy
24,"(25, 25)",False,3.0,-1,False,3.0,-1,False,3.0,-1,80,False,3.0,-1,80,fail_lns,random_medium,eval_map_15.npy
4,"(25, 25)",False,3.0,-1,False,3.0,-1,False,3.0,-1,80,False,3.0,-1,80,fail_lns,random_medium,eval_map_16.npy
8,"(25, 25)",False,3.0,-1,False,3.0,-1,False,3.0,-1,80,False,3.0,-1,80,fail_lns,random_medium,eval_map_16.npy
16,"(25, 25)",False,3.0,-1,False,3.0,-1,False,3.0,-1,30,False,3.0,-1,30,fail_lns,random_medium,eval_map_16.npy
24,"(25, 25)",False,3.0,-1,False,3.0,-1,False,3.0,-1,80,False,3.0,-1,80,fail_lns,random_medium,eval_map_16.npy
4,"(25, 25)",True,0.0011630058288574219,77,True,0.0033407211303710938,77,True,0.0011115074157714844,77,0,True,0.025829076766967773,77,0,init_pp->lns_success,random_medium,eval_map_17.npy
8,"(25, 25)",False,3.0,-1,False,3.0,-1,False,3.0,-1,0,False,3.0,-1,0,fail_init,random_medium,eval_map_17.npy
16,"(25, 25)",False,3.0,-1,False,3.0,-1,False,3.0,-1,80,False,3.0,-1,80,fail_lns,random_medium,eval_map_17.npy
24,"(25, 25)",False,3.0,-1,False,3.0,-1,False,3.0,-1,80,False,3.0,-1,80,fail_lns,random_medium,eval_map_17.npy
4,"(25, 25)",True,0.0019321441650390625,58,True,0.005751132965087891,58,True,0.001903533935546875,58,0,True,0.026788949966430664,58,0,init_pp->lns_success,random_medium,eval_map_18.npy
8,"(25, 25)",False,3.0,-1,True,0.007123470306396484,104,True,0.0032236576080322266,104,1,True,0.0558781623840332,104,4,init_pp->lns_success,random_medium,eval_map_18.npy
16,"(25, 25)",False,3.0,-1,False,3.0,-1,False,3.0,-1,80,False,3.0,-1,80,fail_lns,random_medium,eval_map_18.npy
24,"(25, 25)",False,3.0,-1,False,3.0,-1,False,3.0,-1,80,False,3.0,-1,80,fail_lns,random_medium,eval_map_18.npy
4,"(25, 25)",True,0.0037767887115478516,99,True,0.011364936828613281,99,True,0.0037453174591064453,99,0,True,0.029253482818603516,99,0,init_pp->lns_success,random_medium,eval_map_19.npy
8,"(25, 25)",True,0.0032787322998046875,146,True,0.009698152542114258,146,True,0.003247499465942383,146,0,True,0.05226445198059082,146,0,init_pp->lns_success,random_medium,eval_map_19.npy
16,"(25, 25)",False,3.0,-1,False,3.0,-1,False,3.0,-1,80,False,3.0,-1,80,fail_lns,random_medium,eval_map_19.npy
24,"(25, 25)",False,3.0,-1,False,3.0,-1,False,3.0,-1,80,False,3.0,-1,80,fail_lns,random_medium,eval_map_19.npy
4,"(25, 25)",True,0.0015482902526855469,70,True,0.004556894302368164,70,True,0.0015556812286376953,70,0,True,0.026424407958984375,70,0,init_pp->lns_success,room,eval_map_room_1.npy
8,"(25, 25)",False,3.0,-1,False,3.0,-1,False,3.0,-1,0,False,3.0,-1,0,fail_init,room,eval_map_room_1.npy
