mu_eV,posterior_density,combined_loglike,exclusion_prob_M33_X_7,exclusion_prob_IRAS_09149_6206
1.3459603241553643e-19,4.357089825518028e-130,-320.914825225865,0.0,0.021735186690748448
1.3844206724368999e-19,3.0209986732286567e-147,-360.4249887068336,0.0,0.024375736009924775
1.4239800117981683e-19,6.066900374231273e-165,-401.1742600160504,0.0,0.027073294021051623
1.4646697455271729e-19,9.0869668790445e-183,-442.21679834200665,0.0,0.02981112053059669
1.5065221742499534e-19,1.9208201327419318e-200,-482.9148338514338,0.0,0.03258164350675096
1.5495705215716714e-19,4.001150142696933e-218,-523.6275359171688,0.0,0.035430201899124186
1.5938489604505042e-19,3.051476639368014e-236,-565.3450238290108,0.0,0.0384113167353963
1.6393926403249756e-19,5.175998956869362e-255,-608.5657338577457,0.0,0.04149255180691696
1.686237715016647e-19,4.911240028971204e-275,-654.6699416116471,0.0,0.04475750889136039
1.7344213714299068e-19,4.1571685303791165e-297,-705.4935059183664,0.0,0.04834011396544414
1.7839818590720617e-19,0.0,-762.2741500718328,0.0,0.05229783389962888
1.8349585204167334e-19,0.0,-825.755762851232,0.0,0.056674552604752806
1.8873918221350918e-19,0.0,-895.2864060262627,0.0,0.061412192450703125
1.9413233872193672e-19,0.0,-969.0376558633188,0.0,0.06637867156194298
1.9967960280242731e-19,0.0,-1044.5679947173223,0.0,0.07141729211551676
2.0538537802527374e-19,0.0,-1120.571208964427,0.0,0.07650924732616736
2.1125419379125223e-19,0.0,-1196.0264294932222,0.0,0.081632820621348
2.172907089271982e-19,0.0,-1269.3315966828982,0.0,0.08665753812776911
2.2349971538429688e-19,0.0,-1339.761537673679,0.0,0.09153440452937729
2.298861420420799e-19,0.0,-1407.7052520753255,0.0,0.09629675603807948
2.3645505862109027e-19,0.0,-1474.2261037015232,0.0,0.10100511784975204
2.4321167970737844e-19,0.0,-1539.8649500258784,0.0,0.10565440601914165
2.5016136889197824e-19,0.0,-1605.3882359572908,0.0,0.11030493483011321
2.573096430286665e-19,0.0,-1671.605001827261,0.0,0.11503889352742486
2.646621766134067e-19,0.0,-1737.3706703446821,0.0,0.11970229093309734
2.722248062889029e-19,0.0,-1801.0179780974795,0.0,0.12413061946639493
2.8000353547790403e-19,0.0,-1861.598328409027,0.0,0.12830780786108642
2.8800453914886755e-19,0.0,-1918.080665146079,0.0,0.13219212243139478
2.962341687178369e-19,0.0,-1969.5601768034642,0.0,0.13571368201741835
3.046989570903511e-19,0.0,-2014.7682733565628,0.0,0.13877257597038667
3.1340562384746083e-19,0.0,-2052.814478397464,0.0,0.1413656439995187
3.2236108057990897e-19,0.0,-2082.4402778348335,0.0,0.1434402561713448
3.31572436374733e-19,0.0,-2101.9594677358205,0.0,0.14485100616732893
3.4104700345867145e-19,0.0,-2111.6412969388266,0.0,0.14565883685798436
3.5079230300278833e-19,0.0,-2113.5402425086204,0.0,0.14606837967397368
3.608160710930042e-19,0.0,-2108.892060103237,0.0,0.1460989923392879
3.7112626487120537e-19,0.0,-2097.725962025308,0.0,0.14561164165573282
3.817310688518347e-19,0.0,-2081.0172587339857,0.0,0.14463003180625658
3.9263890141898944e-19,0.0,-2060.069066828965,0.0,0.1432741876160969
4.038584215091717e-19,0.0,-2034.984663518389,0.0,0.14157301672681974
4.1539853548498385e-19,0.0,-2005.4450256957216,0.0,0.13954004973405926
4.272684042052325e-19,0.0,-1972.5429436608185,0.0,0.1373291488871665
4.394774502970936e-19,0.0,-1937.1628640278416,0.0,0.13500517753262703
4.520353656360241e-19,0.0,-1899.1465127916729,0.0,0.13249031915655907
4.64952119039463e-19,0.0,-1859.3894329940617,0.0,0.12986667317419498
4.782379641803422e-19,0.0,-1818.9648427645743,0.0,0.1272297784188434
4.919034477267204e-19,0.0,-1778.9667694897107,0.0,0.12463487685278553
5.059594177140452e-19,0.0,-1740.2068123994895,0.0,0.12208995468428903
5.204170321565889e-19,0.0,-1702.329423005608,0.0,0.11949734449178263
5.352877679050188e-19,0.0,-1664.5980801249298,0.0,0.11679779832975602
5.505834297570024e-19,0.0,-1626.9652483271218,0.0,0.11405815473165931
5.663161598282138e-19,0.0,-1590.1111007135103,0.0,0.11140194733040883
5.824984471910428e-19,0.0,-1554.395129481648,0.0,0.10887249142707446
5.991431377887936e-19,0.0,-1520.393342218068,0.0,0.10651604705427371
6.16263444633135e-19,0.0,-1488.913674651851,0.0,0.10437335167031925
6.338729582929346e-19,0.0,-1458.869726292591,0.0,0.10226651238570661
6.519856576828606e-19,0.0,-1428.5611126303256,0.0,0.10003665970593131
6.706159211601865e-19,0.0,-1396.9005228022977,0.0,0.09768215847457697
6.897785379387672e-19,0.0,-1362.8768374241706,0.0,0.0951955676785768
7.094887198290792e-19,0.0,-1326.19571596341,0.0,0.09258842653738844
7.297621133138172e-19,0.0,-1287.0507589633307,0.0,0.08986823345165314
7.5061481196845505e-19,0.0,-1245.3107858510168,0.0,0.08698665260800212
7.720633692368082e-19,0.0,-1199.8562869301747,0.0,0.08382414519655179
7.941248115715942e-19,0.0,-1149.5183439494729,0.0,0.08031362907780334
8.168166519504773e-19,0.0,-1094.5718995279894,0.0,0.07655725999487321
8.401569037783958e-19,0.0,-1036.2351329435362,0.0,0.07268577443336335
8.641640951870441e-19,0.0,-976.5452849932485,0.0,0.068813275184903
8.888572837430653e-19,0.0,-918.2108856657721,0.0,0.06506154278519512
9.142560715764142e-19,0.0,-863.218324356114,0.0,0.06148506682960313
9.403806209411239e-19,0.0,-812.1386917274078,0.0,0.05807043268497095
9.672516702205949e-19,0.0,-764.568702632662,0.0,0.05479359261869553
9.948905503903465e-19,2.005981081076771e-303,-720.0377174187901,0.0,0.051658796891641726
1.023319201951107e-18,2.557134587942652e-285,-678.3484316732128,0.0,0.048672437309206715
1.05256019234576e-18,2.4660668321812743e-268,-639.2407479165075,0.0,0.045812287760044146
1.0826367338740564e-18,2.1734746675705447e-252,-602.5256838181832,0.0,0.04308172823595463
1.1135727021191067e-18,1.6399754069822307e-237,-568.2685532935382,0.0,0.04052486756896576
1.1453926549005437e-18,1.4393917738936702e-223,-536.1628225924825,0.0,0.03813263503674724
1.1781218517691206e-18,3.7110360833295536e-210,-505.2821259233049,0.0,0.03583401060547776
1.2117862740585086e-18,9.237843413062587e-197,-474.43652235819985,0.0,0.03355635831547769
1.2464126455099165e-18,3.986993798539532e-183,-443.04060200486305,0.0,0.0312938107253613
1.282028453486195e-18,2.9164426435750664e-169,-411.11708361508977,0.0,0.02906309376794126
1.3186619707920335e-18,2.6532271516275254e-155,-378.97548022185094,0.0,0.02686664887788792
1.3563422781176516e-18,1.578230609237967e-141,-347.25876126014316,0.0,0.02472770549554163
1.395099287123925e-18,2.807360138484358e-128,-316.7492148138814,0.0,0.02268654192246357
1.434963764186994e-18,7.62769470418534e-116,-288.1186526233511,0.0,0.02077385095532147
1.4759673548215455e-18,1.7894132588259438e-104,-261.9375293935583,0.0,0.019012115839231913
1.5181426088017989e-18,3.129093737400697e-94,-238.35282281951027,0.0,0.017385780130881014
1.5615230060005029e-18,6.443243520038104e-85,-216.90726833891844,0.0,0.015843459336370096
1.6061429829660792e-18,3.179962998344217e-76,-196.89016500649436,0.0,0.014351281914447706
1.6520379602593854e-18,5.996930848802202e-68,-177.8351060103708,0.0,0.012922200956515568
1.6992443705714915e-18,5.745136911412343e-60,-159.45731933715308,0.0,0.011566153989906961
1.7477996876449055e-18,2.9587159620193747e-52,-141.70023695801692,0.0,0.010283122889756552
1.7977424560213548e-18,6.597142652861154e-45,-124.78026006075666,0.0,0.009079880496453894
1.849112321639387e-18,4.6609905457054286e-38,-109.00957304469895,0.0,0.00796572929887777
1.9019500633065184e-18,6.777385422324672e-32,-94.81969907908791,0.0,0.006969359861851432
1.9562976250704505e-18,1.5249940930245694e-26,-82.49578938115029,0.0,0.006108906069396837
2.012198149515527e-18,6.031565154064152e-22,-71.91043300753589,0.0,0.005359674005871483
2.0696960120103744e-18,5.3814379220469675e-18,-62.81414356360438,0.0,0.00469353652009019
2.1288368559343984e-18,1.2353480751293262e-14,-55.075406029267235,0.0,0.004109176825820961
2.189667628910701e-18,8.720595002072977e-12,-48.51590114608329,0.0,0.003606462549899144
2.2522366200743393e-18,2.5052628344759575e-09,-42.85543968390168,0.0,0.0031708669540381714
2.3165934984056865e-18,3.657052436876815e-07,-37.872005673055725,0.0,0.0027883634743591044
2.382789352158886e-18,3.167576002117022e-05,-33.410526337621164,0.0,0.0024471863186697252
2.4508767294172566e-18,0.0019203967655662061,-29.305790965489418,0.0,0.0021339057801408393
2.5209096798072488e-18,0.09290358310035153,-25.42676056440331,0.0,0.0018408139312813712
2.5929437974046776e-18,3.715533347827675,-21.738045266028298,0.0,0.0015696787064190371
2.667036264866661e-18,119.36193769452885,-18.26840712957085,0.0,0.001324696465596685
2.743245898824925e-18,2910.7562817465073,-15.074399282896106,0.0,0.0011073985738955677
2.8216331965760007e-18,50164.484335471934,-12.227504927992227,0.0,0.0009177603213501964
2.9022603841055617e-18,586127.5454143182,-9.769274800763926,0.0,0.0007536821080223156
2.9851914654852816e-18,4675662.669997486,-7.692686041677733,0.0,0.0006114097709459803
3.070492273680832e-18,25793107.181443088,-5.984949649243102,0.0,0.0004899552920706027
3.1582305228120875e-18,100230346.47260348,-4.627585940159936,0.0,0.0003899230290557854
3.2484758619062522e-18,295386110.3885649,-3.546773592647473,0.0,0.00030688178083109163
3.3412999301873723e-18,710539094.817227,-2.669032971569522,0.0,0.0002362138396967632
3.4367764139453028e-18,1441953220.5606685,-1.9613030653127819,0.0,0.00017690922646204331
3.534981105030095e-18,2535055733.1426654,-1.3970860407219636,0.0,0.0001280004857077931
3.635991961017564e-18,3893947206.5528836,-0.967878313765167,0.0,8.993451164927447e-05
3.73988916709406e-18,5324288655.524032,-0.6550225461290254,0.0,6.180226033804004e-05
3.846755199709875e-18,6757063120.276016,-0.416713316993087,0.0,3.9954354670358326e-05
3.956674892051064e-18,8138020169.0518465,-0.2307547350281883,0.0,2.2441232236990195e-05
4.069735501382611e-18,9237666883.181509,-0.10401231103459307,0.0,1.0224167014520177e-05
4.1860267783153706e-18,9868461761.33435,-0.03795767159998674,0.0,3.7635785086390468e-06
4.305641038052836e-18,10147008254.035181,-0.010122754241572106,0.0,1.009368934152709e-06
4.428673233673203e-18,10235483903.904928,-0.001441165662105902,0.0,1.4402681265318303e-07
4.5552210315059675e-18,10249662822.408373,-5.6853315491387e-05,0.0,5.685170519043982e-09
4.685384888662036e-18,10250244604.818174,-9.379967176585308e-08,0.0,9.379966735939976e-12
4.819268132779217e-18,10250245566.286655,-1.1168843627729698e-13,0.0,1.1169339351895458e-17
4.956977044046797e-18,10250245566.2878,0.0,0.0,6.90312070458674e-31
5.0986209395733584e-18,10250245566.2878,0.0,0.0,1.0666459686530571e-61
5.244312260166019e-18,10250245566.2878,0.0,0.0,6.799864467058777e-137
5.3941666595886954e-18,10250245566.2878,0.0,0.0,0.0
5.5483030963715685e-18,10250245566.2878,0.0,0.0,0.0
5.7068439282432796e-18,10250245566.2878,0.0,0.0,0.0
5.86991500926216e-18,10250245566.2878,0.0,0.0,0.0
6.037645789722503e-18,10250245566.2878,0.0,0.0,0.0
6.2101694189156035e-18,10250245566.2878,0.0,0.0,0.0
6.387622850827661e-18,10250245566.2878,0.0,0.0,0.0
6.5701469528572066e-18,10250245566.2878,0.0,0.0,0.0
6.757886617639918e-18,10250245566.2878,0.0,0.0,0.0
6.95099087806794e-18,10250245566.2878,0.0,0.0,0.0
7.149613025596719e-18,10250245566.2878,0.0,0.0,0.0
7.353910731931509e-18,10250245566.2878,0.0,0.0,0.0
7.564046174191898e-18,10250245566.2878,0.0,0.0,0.0
7.780186163652283e-18,10250245566.2878,0.0,0.0,0.0
8.002502278161035e-18,10250245566.2878,0.0,0.0,0.0
8.231170998344149e-18,10250245566.2878,0.0,0.0,0.0
8.466373847699873e-18,10250245566.2878,0.0,0.0,0.0
8.708297536697585e-18,10250245566.2878,0.0,0.0,0.0
8.95713411099312e-18,10250245566.2878,0.0,0.0,0.0
9.213081103880446e-18,10250245566.2878,0.0,0.0,0.0
9.476341693098431e-18,10250245566.2878,0.0,0.0,0.0
9.74712486211941e-18,10250245566.2878,0.0,0.0,0.0
1.0025645566045786e-17,10250245566.2878,0.0,0.0,0.0
1.031212490224703e-17,10250245566.2878,0.0,0.0,0.0
1.0606790285873402e-17,10250245566.2878,0.0,0.0,0.0
1.0909875630383668e-17,10250245566.2878,0.0,0.0,0.0
1.1221621533232611e-17,10250245566.2878,0.0,0.0,0.0
1.1542275466863634e-17,10250245566.2878,0.0,0.0,0.0
1.1872091975158982e-17,10250245566.2878,0.0,0.0,0.0
1.2211332875503825e-17,10250245566.2878,0.0,0.0,0.0
1.2560267466624279e-17,10250245566.2878,0.0,0.0,0.0
1.2919172742363929e-17,10250245566.2878,0.0,0.0,0.0
1.3288333611568818e-17,10250245566.2878,0.0,0.0,0.0
1.3668043124256637e-17,10250245566.2878,0.0,0.0,0.0
1.4058602704246993e-17,10250245566.2878,0.0,0.0,0.0
1.4460322388440673e-17,10250245566.2878,0.0,0.0,0.0
1.487352107293512e-17,10250245566.2878,0.0,0.0,0.0
1.5298526766172633e-17,10250245566.2878,0.0,0.0,0.0
1.573567684932271e-17,10250245566.2878,0.0,0.0,0.0
1.6185318344104698e-17,10250245566.2878,0.0,0.0,0.0
1.664780818826294e-17,10250245566.2878,0.0,0.0,0.0
1.7123513518913306e-17,10250245566.2878,0.0,0.0,0.0
1.7612811963987658e-17,10250245566.2878,0.0,0.0,0.0
1.8116091942004132e-17,10250245566.2878,0.0,0.0,0.0
1.8633752970405418e-17,10250245566.2878,0.0,0.0,0.0
1.916620598270622e-17,10250245566.2878,0.0,0.0,0.0
1.9713873654703245e-17,10250245566.2878,0.0,0.0,0.0
2.0277190740007117e-17,10250245566.2878,0.0,0.0,0.0
2.085660441516204e-17,10250245566.2878,0.0,0.0,0.0
2.145257463462651e-17,10250245566.2878,0.0,0.0,0.0
2.2065574495897225e-17,10250245566.2878,0.0,0.0,0.0
2.269609061506807e-17,10250245566.2878,0.0,0.0,0.0
2.334462351311789e-17,10250245566.2878,0.0,0.0,0.0
2.401168801323902e-17,10250245566.2878,0.0,0.0,0.0
2.469781364951754e-17,10250245566.2878,0.0,0.0,0.0
2.5403545087291527e-17,10250245566.2878,0.0,0.0,0.0
2.6129442555521695e-17,10250245566.2878,0.0,0.0,0.0
2.6876082291516945e-17,10250245566.2878,0.0,0.0,0.0
2.7644056998366947e-17,10250245566.2878,0.0,0.0,0.0
2.84339763154454e-17,10250245566.2878,0.0,0.0,0.0
2.9246467302360054e-17,10250245566.2878,0.0,0.0,0.0
3.008217493672799e-17,10250245566.2878,0.0,0.0,0.0
3.094176262617815e-17,10250245566.2878,0.0,0.0,0.0
3.182591273498183e-17,10250245566.2878,0.0,0.0,0.0
3.2735327125731636e-17,10250245566.2878,0.0,0.0,0.0
3.367072771649967e-17,10250245566.2878,0.0,0.0,0.0
3.4632857053916505e-17,10250245566.2878,0.0,0.0,0.0
3.5622478902624516e-17,10250245566.2878,0.0,0.0,0.0
3.66403788515743e-17,10250245566.2878,0.0,0.0,0.0
3.7687364937648775e-17,10250245566.2878,0.0,0.0,0.0
3.8764268287102604e-17,10250245566.2878,0.0,0.0,0.0
3.987194377533514e-17,10250245566.2878,0.0,0.0,0.0
4.101127070551304e-17,10250245566.2878,0.0,0.0,0.0
4.21831535065846e-17,10250245566.2878,0.0,0.0,0.0
4.3388522451240774e-17,10250245566.2878,0.0,0.0,0.0
