cell_type,family,model_id,umap1,umap2,cluster,valid
Am,amacrine,041,0.9244405463469982,0.08378990108971696,2,True
Am,amacrine,042,0.8939987104427338,0.572438906877428,2,True
Am,amacrine,043,0.7266404544358149,0.45858259300199417,0,True
Am,amacrine,044,0.03764213364919261,0.06274637736692162,1,True
Am,amacrine,045,0.7040151583729244,0.5999790103700183,0,True
Am,amacrine,046,0.12653403374742594,0.059160809628636485,1,True
Am,amacrine,047,1.0,0.34395357560462847,2,True
Am,amacrine,048,0.9225240090091906,0.5023592038737278,2,True
Am,amacrine,049,0.852551509110613,0.13171628984664685,2,True
C2,centrifugal/columnar,000,0.28975834913388065,0.025239225555049094,1,True
C2,centrifugal/columnar,001,0.10014052663851203,0.7751357688660804,1,True
C2,centrifugal/columnar,002,0.3781329233818087,0.45752100796110023,1,True
C2,centrifugal/columnar,003,0.8319428561734794,0.8383418544018714,0,True
C2,centrifugal/columnar,004,0.21901892919339422,0.09834550033292136,1,True
C2,centrifugal/columnar,005,0.36718012464417055,1.0,0,True
C2,centrifugal/columnar,006,0.9367590616265568,0.8169899179669287,0,True
C2,centrifugal/columnar,007,0.3369031913263224,0.8562821063295196,1,True
C2,centrifugal/columnar,008,0.14765374015882177,0.9094717282079129,1,True
C2,centrifugal/columnar,009,0.31625801282399824,0.7350681033435836,1,True
C2,centrifugal/columnar,010,0.6225758085537689,0.7573865284130418,0,True
C2,centrifugal/columnar,011,0.8634233533176365,0.5592788435909539,0,True
C2,centrifugal/columnar,012,0.8779295896584458,0.6646413464350932,0,True
C2,centrifugal/columnar,013,0.44092521900740234,0.9798550991405389,0,True
C2,centrifugal/columnar,014,0.40261174637116637,0.3176027737606975,1,True
C2,centrifugal/columnar,015,0.4487133229025798,0.14940585169669915,1,True
C2,centrifugal/columnar,016,,,-99999,False
C2,centrifugal/columnar,017,0.9171141494752798,0.7403488179641784,0,True
C2,centrifugal/columnar,018,0.5783650689083653,0.9276188369230953,0,True
C2,centrifugal/columnar,019,0.4938433642341146,0.569958471321172,1,True
C2,centrifugal/columnar,020,0.6406619073634828,0.9031048551132882,0,True
C2,centrifugal/columnar,021,0.06433008506849369,0.3891809938791443,1,True
C2,centrifugal/columnar,022,0.3184481230950717,0.5686887524423003,1,True
C2,centrifugal/columnar,023,0.39333246809115907,0.2103303064887198,1,True
C2,centrifugal/columnar,024,0.10412383047314067,0.8659366177674022,1,True
C2,centrifugal/columnar,025,0.4395220640741735,0.44761602739820605,1,True
C2,centrifugal/columnar,026,0.1013096366446844,0.27793630295498867,1,True
C2,centrifugal/columnar,027,0.7993070595496856,0.9837446707402451,0,True
C2,centrifugal/columnar,028,0.3934360107920747,0.0,1,True
C2,centrifugal/columnar,029,0.01814289958420523,0.6494147552534852,1,True
C2,centrifugal/columnar,030,0.13365642715806336,0.35440182415769617,1,True
C2,centrifugal/columnar,031,0.5641623877595673,0.7653510995006048,0,True
C2,centrifugal/columnar,032,0.9743259774336722,0.6003665699964247,0,True
C2,centrifugal/columnar,033,0.0,0.5943149809020594,1,True
C2,centrifugal/columnar,034,0.18112723040003553,0.8831271977590502,1,True
C2,centrifugal/columnar,035,0.36940921974802354,0.9160417231234538,0,True
C2,centrifugal/columnar,036,0.2618960287015365,0.7379225232861022,1,True
C2,centrifugal/columnar,037,0.7770316408224955,0.8431672049105681,0,True
C2,centrifugal/columnar,038,0.04198896665798163,0.5762529464265065,1,True
C2,centrifugal/columnar,039,0.7837611370478358,0.9199209198158881,0,True
C2,centrifugal/columnar,040,0.9056676153519698,0.5423240946733302,0,True
C2,centrifugal/columnar,041,0.9712778383604376,0.7081143583397145,0,True
C2,centrifugal/columnar,042,0.2853146400425814,0.12423817527489073,1,True
C2,centrifugal/columnar,043,0.426326586256779,0.0791519596068265,1,True
C2,centrifugal/columnar,044,0.14905824533381817,0.1922067016543752,1,True
C2,centrifugal/columnar,045,0.2803860763503904,0.5790089179307485,1,True
C2,centrifugal/columnar,046,1.0,0.725182438971683,0,True
C2,centrifugal/columnar,047,0.5893062093504732,0.8208955235142369,0,True
C2,centrifugal/columnar,048,0.0673801090429878,0.4929837331640249,1,True
C2,centrifugal/columnar,049,0.8312161904898612,0.6424648878240503,0,True
C3,centrifugal/columnar,000,0.12091339508036786,0.21500002239459712,2,True
C3,centrifugal/columnar,001,0.8693973044761107,0.1589796156654686,0,True
C3,centrifugal/columnar,002,0.045374386269704525,0.3289359075896988,2,True
C3,centrifugal/columnar,003,0.005926439153861374,0.3129520527042171,2,True
C3,centrifugal/columnar,004,0.8636587935076057,0.9404951893316464,1,True
C3,centrifugal/columnar,005,0.688878998176696,0.20953773999285843,0,True
C3,centrifugal/columnar,006,0.8642821979162771,0.3736184108917436,0,True
C3,centrifugal/columnar,007,0.8525452814965726,0.7930941363840232,1,True
C3,centrifugal/columnar,008,0.1105538538625998,0.4005667779086103,2,True
C3,centrifugal/columnar,009,0.7265474456571599,0.0,0,True
C3,centrifugal/columnar,010,0.9371319762466058,0.8689233666153084,1,True
C3,centrifugal/columnar,011,0.9428603259818329,0.4073698178902251,0,True
C3,centrifugal/columnar,012,0.25912445059686684,0.3233880029208732,2,True
C3,centrifugal/columnar,013,0.16085345181646976,0.15337604266155308,2,True
C3,centrifugal/columnar,014,0.7649672689922828,0.015647058678168957,0,True
C3,centrifugal/columnar,015,0.7388999725646701,0.23608133933899797,0,True
C3,centrifugal/columnar,016,0.8427383256261533,0.9853265904488433,1,True
C3,centrifugal/columnar,017,0.15741108820726235,0.3415162346929067,2,True
C3,centrifugal/columnar,018,0.9395740228908913,0.6330487664747012,1,True
C3,centrifugal/columnar,019,0.09050544924360177,0.2733183634460868,2,True
C3,centrifugal/columnar,020,0.9934378828331136,0.5671110166591091,1,True
C3,centrifugal/columnar,021,0.0,0.39293526756755753,2,True
C3,centrifugal/columnar,022,0.790152869016932,0.9636122948500458,1,True
C3,centrifugal/columnar,023,0.8850532883845048,0.10096702650408292,0,True
C3,centrifugal/columnar,024,0.9592182726508003,0.5296224981373873,1,True
C3,centrifugal/columnar,025,0.20493495772726644,0.33166950640454584,2,True
C3,centrifugal/columnar,026,0.027328400169907452,0.26073640230951617,2,True
C3,centrifugal/columnar,027,0.9883555908653354,0.6472194497539374,1,True
C3,centrifugal/columnar,028,0.8897295316432641,0.588693378736191,1,True
C3,centrifugal/columnar,029,0.8583950925686531,0.26437850514056394,0,True
C3,centrifugal/columnar,030,0.9254912819714192,0.7913710188584129,1,True
C3,centrifugal/columnar,031,0.8893521092043402,0.8475895258770341,1,True
C3,centrifugal/columnar,032,0.6117403963689507,0.20314691349940137,0,True
C3,centrifugal/columnar,033,0.7948332277572698,0.1335095391717026,0,True
C3,centrifugal/columnar,034,0.8702756502215059,0.7266171370252807,1,True
C3,centrifugal/columnar,035,0.8798085259448518,1.0,1,True
C3,centrifugal/columnar,036,0.033095428147934536,0.4149170627678857,2,True
C3,centrifugal/columnar,037,0.7977588799072246,0.20538198541540278,0,True
C3,centrifugal/columnar,038,0.7915833266471932,0.922817382408287,1,True
C3,centrifugal/columnar,039,0.8566224490342221,0.4422369144507856,0,True
C3,centrifugal/columnar,040,0.18103737596603187,0.12554723746427676,2,True
C3,centrifugal/columnar,041,0.06210145157405694,0.21119551471742032,2,True
C3,centrifugal/columnar,042,0.8143441796182632,0.2675149317906905,0,True
C3,centrifugal/columnar,043,0.8290030333284446,0.6945681889226747,1,True
C3,centrifugal/columnar,044,0.9631382506442641,0.7932798169388409,1,True
C3,centrifugal/columnar,045,0.8045399916823568,0.0483435905736353,0,True
C3,centrifugal/columnar,046,0.18010654872546267,0.21576069813071524,2,True
C3,centrifugal/columnar,047,1.0,0.5080023278025371,1,True
C3,centrifugal/columnar,048,0.9473588751288957,0.1470471565348361,0,True
C3,centrifugal/columnar,049,0.937856956567866,0.09441976062183463,0,True
CT1(Lo1),centrifugal tangential,000,0.7427682013768971,0.10784130656707724,2,True
CT1(Lo1),centrifugal tangential,001,0.7101362858292466,0.11927912878460589,2,True
CT1(Lo1),centrifugal tangential,002,0.8410154698879482,0.9536030360051588,0,True
CT1(Lo1),centrifugal tangential,003,0.8485936703137362,0.6191240403477949,0,True
CT1(Lo1),centrifugal tangential,004,0.048850508143110274,0.5749279160786347,1,True
CT1(Lo1),centrifugal tangential,005,0.029544432167478825,0.6688304443761741,1,True
CT1(Lo1),centrifugal tangential,006,0.8636674066899855,1.0,0,True
CT1(Lo1),centrifugal tangential,007,0.8312011318534116,0.9978379223829776,0,True
CT1(Lo1),centrifugal tangential,008,0.9334608289575361,0.7620004128224576,0,True
CT1(Lo1),centrifugal tangential,009,0.11076581645762171,0.5632820725447465,1,True
CT1(Lo1),centrifugal tangential,010,0.9873474190529651,0.793414481747807,0,True
CT1(Lo1),centrifugal tangential,011,0.8532796932737883,0.5415179985791228,0,True
CT1(Lo1),centrifugal tangential,012,0.0825657911618606,0.5194539882969634,1,True
CT1(Lo1),centrifugal tangential,013,0.9471620280792543,0.896995636562629,0,True
CT1(Lo1),centrifugal tangential,014,0.7988432537178751,0.9265789258935686,0,True
CT1(Lo1),centrifugal tangential,015,0.9025400464657329,0.8822710755465097,0,True
CT1(Lo1),centrifugal tangential,016,0.6634752471576683,0.0,2,True
CT1(Lo1),centrifugal tangential,017,0.6425755238426458,0.13101552724468213,2,True
CT1(Lo1),centrifugal tangential,018,0.9173472756431703,0.7132866027911919,0,True
CT1(Lo1),centrifugal tangential,019,0.7675515962301547,0.813204198308388,0,True
CT1(Lo1),centrifugal tangential,020,0.9643018967072489,0.934142857371441,0,True
CT1(Lo1),centrifugal tangential,021,0.0,0.6584672006157135,1,True
CT1(Lo1),centrifugal tangential,022,0.9595731146060575,0.6868495446152272,0,True
CT1(Lo1),centrifugal tangential,023,0.7189214787247733,0.16209671806146256,2,True
CT1(Lo1),centrifugal tangential,024,0.903931744995514,0.8011436622152246,0,True
CT1(Lo1),centrifugal tangential,025,0.05544618360396293,0.530675538749308,1,True
CT1(Lo1),centrifugal tangential,026,0.0702292873209482,0.63258611268453,1,True
CT1(Lo1),centrifugal tangential,027,0.8062170831953794,0.7460185434087615,0,True
CT1(Lo1),centrifugal tangential,028,0.7570695393135412,0.7214548071415086,0,True
CT1(Lo1),centrifugal tangential,029,0.7256372778748952,0.055452696626696496,2,True
CT1(Lo1),centrifugal tangential,030,0.9448666080269293,0.959695647443221,0,True
CT1(Lo1),centrifugal tangential,031,0.1096645587345366,0.5281353605636147,1,True
CT1(Lo1),centrifugal tangential,032,0.8315845012478332,0.562098888179517,0,True
CT1(Lo1),centrifugal tangential,033,0.8250273881531904,0.7888250320817454,0,True
CT1(Lo1),centrifugal tangential,034,0.8330616700967509,0.7044500020801132,0,True
CT1(Lo1),centrifugal tangential,035,0.05242949382145996,0.6646899191316008,1,True
CT1(Lo1),centrifugal tangential,036,0.7551859068173037,0.1703204654333196,2,True
CT1(Lo1),centrifugal tangential,037,0.6586807315702946,0.10716844996367803,2,True
CT1(Lo1),centrifugal tangential,038,0.8266680633533634,0.8836094683550786,0,True
CT1(Lo1),centrifugal tangential,039,0.6415670628086458,0.04057592733044679,2,True
CT1(Lo1),centrifugal tangential,040,0.8760327363792713,0.5885433967607838,0,True
CT1(Lo1),centrifugal tangential,041,0.7730570694721652,0.9075018481005367,0,True
CT1(Lo1),centrifugal tangential,042,0.682725278201812,0.016461215490122694,2,True
CT1(Lo1),centrifugal tangential,043,0.9259657246753532,0.6307917350703879,0,True
CT1(Lo1),centrifugal tangential,044,0.012282976974382357,0.6954306314263496,1,True
CT1(Lo1),centrifugal tangential,045,0.7696451154360118,0.6783409617483191,0,True
CT1(Lo1),centrifugal tangential,046,0.0010951903856155079,0.603465248509519,1,True
CT1(Lo1),centrifugal tangential,047,0.9556439260460151,0.7513010307760742,0,True
CT1(Lo1),centrifugal tangential,048,0.9047593010484792,0.6543362158901445,0,True
CT1(Lo1),centrifugal tangential,049,1.0,0.744243006819571,0,True
CT1(M10),centrifugal tangential,000,0.05410377601046973,0.10876558414416286,0,True
CT1(M10),centrifugal tangential,001,0.9360030418066172,0.2777836004781967,1,True
CT1(M10),centrifugal tangential,002,0.7285002531542568,0.9352531708742573,2,True
CT1(M10),centrifugal tangential,003,0.9123439965146083,0.4112285022059653,1,True
CT1(M10),centrifugal tangential,004,0.9082137113544204,0.6990834245781001,1,True
CT1(M10),centrifugal tangential,005,0.14076849410512232,0.42126122176749176,2,True
CT1(M10),centrifugal tangential,006,0.4527813373517716,0.6098478458440939,2,True
CT1(M10),centrifugal tangential,007,0.8527575660913435,0.8152619485681467,1,True
CT1(M10),centrifugal tangential,008,0.5789316731433848,0.814528453867035,2,True
CT1(M10),centrifugal tangential,009,0.7915149318630796,0.8745549584026577,2,True
CT1(M10),centrifugal tangential,010,0.931686881806346,1.0,1,True
CT1(M10),centrifugal tangential,011,0.0,0.06601486859922241,0,True
CT1(M10),centrifugal tangential,012,0.20215024309589574,0.5446025766074372,2,True
CT1(M10),centrifugal tangential,013,0.9654571581626425,0.8145004684356689,1,True
CT1(M10),centrifugal tangential,014,0.05549054429295375,0.21429461860093013,0,True
CT1(M10),centrifugal tangential,015,0.05525466018561631,0.0,0,True
CT1(M10),centrifugal tangential,016,0.8947191555836336,0.47613855088974705,1,True
CT1(M10),centrifugal tangential,017,0.10519120916192382,0.10029047193449561,0,True
CT1(M10),centrifugal tangential,018,0.6082663729493375,0.7190289179119853,2,True
CT1(M10),centrifugal tangential,019,0.75803644686699,0.7728597013092164,2,True
CT1(M10),centrifugal tangential,020,0.6799067320102257,0.8434891141746506,2,True
CT1(M10),centrifugal tangential,021,0.8743308788295232,0.7260967940780927,1,True
CT1(M10),centrifugal tangential,022,0.7621949152159271,0.9651523220469005,2,True
CT1(M10),centrifugal tangential,023,0.8901952240302158,0.3686539948278345,1,True
CT1(M10),centrifugal tangential,024,0.4773880413997622,0.7947335981637123,2,True
CT1(M10),centrifugal tangential,025,0.08608523217861841,0.272987654761037,0,True
CT1(M10),centrifugal tangential,026,0.025560562917874063,0.1427984059446469,0,True
CT1(M10),centrifugal tangential,027,0.1487112795478484,0.5065156713485088,2,True
CT1(M10),centrifugal tangential,028,0.9112525866375238,0.9500583278147641,1,True
CT1(M10),centrifugal tangential,029,0.897186526655787,0.7770424292177867,1,True
CT1(M10),centrifugal tangential,030,0.9663825768277964,0.7140499872060944,1,True
CT1(M10),centrifugal tangential,031,0.18628210128769623,0.03662147420184099,0,True
CT1(M10),centrifugal tangential,032,0.33137021648644494,0.5769870183515977,2,True
CT1(M10),centrifugal tangential,033,0.037448253122612574,0.042921606263853565,0,True
CT1(M10),centrifugal tangential,034,0.8015317245229625,0.9952644158639707,2,True
CT1(M10),centrifugal tangential,035,1.0,0.8258921513310187,1,True
CT1(M10),centrifugal tangential,036,0.8975931344904593,0.2894384097698984,1,True
CT1(M10),centrifugal tangential,037,0.13940468205407558,0.03142393250604952,0,True
CT1(M10),centrifugal tangential,038,0.4327436608839096,0.7982466911312218,2,True
CT1(M10),centrifugal tangential,039,0.9692465256273479,0.16323817900381637,1,True
CT1(M10),centrifugal tangential,040,0.2526465003119222,0.5699725218045775,2,True
CT1(M10),centrifugal tangential,041,0.3782869085344629,0.5836553247476459,2,True
CT1(M10),centrifugal tangential,042,0.5554020303621237,0.7392848422345419,2,True
CT1(M10),centrifugal tangential,043,0.9309976297867628,0.19740104884473397,1,True
CT1(M10),centrifugal tangential,044,0.9713625604066742,0.921843830510525,1,True
CT1(M10),centrifugal tangential,045,0.10039674725033793,0.3972086360478744,2,True
CT1(M10),centrifugal tangential,046,0.28747345200127483,0.5900418190015018,2,True
CT1(M10),centrifugal tangential,047,0.6667411213772948,0.6722798306469682,2,True
CT1(M10),centrifugal tangential,048,0.504126448820742,0.7345353805492141,2,True
CT1(M10),centrifugal tangential,049,0.953378684016021,0.12022943677397538,1,True
L1,lamina,000,0.032974173872666934,0.7836186064361698,0,True
L1,lamina,001,0.6148218782067064,0.6243226730668346,1,True
L1,lamina,002,0.6673935826941322,0.9717594115267559,1,True
L1,lamina,003,0.5942875266769772,0.1567883590994894,2,True
L1,lamina,004,0.0425436273934105,0.7524302911497895,0,True
L1,lamina,005,0.7050405974641674,0.7731143910715293,1,True
L1,lamina,006,0.8968803150999592,0.30534184519522856,1,True
L1,lamina,007,0.8161512190920102,0.5141270885627497,1,True
L1,lamina,008,0.7031107874291753,0.8483344692148898,1,True
L1,lamina,009,0.7795086573626354,0.5440682800202715,1,True
L1,lamina,010,0.6958643547526429,0.09457765607802449,2,True
L1,lamina,011,0.7119737830981494,0.46316147724896506,1,True
L1,lamina,012,0.723986837216432,0.40732860629167333,1,True
L1,lamina,013,0.9949911844619588,0.34257303039598086,1,True
L1,lamina,014,0.6097552591445126,0.01889567606090503,2,True
L1,lamina,015,0.7653714572271777,0.6925358918232476,1,True
L1,lamina,016,0.5013832463427006,1.0,1,True
L1,lamina,017,0.6726355146387591,0.03325562471002458,2,True
L1,lamina,018,0.7986158258640133,0.0998447000475341,2,True
L1,lamina,019,0.8104017041226494,0.4110213295609039,1,True
L1,lamina,020,0.7417370913500263,0.0422549061959987,2,True
L1,lamina,021,0.03977463166856848,0.7214405648447118,0,True
L1,lamina,022,0.5377162488409676,0.9123607546845476,1,True
L1,lamina,023,0.6209307628920464,0.5727885142272441,1,True
L1,lamina,024,1.0,0.30647435454463307,1,True
L1,lamina,025,0.812350270266518,0.599494314964595,1,True
L1,lamina,026,0.006093332466947932,0.7414460182740795,0,True
L1,lamina,027,0.636209515881802,0.13303157665875331,2,True
L1,lamina,028,0.7650423576015022,0.13530907969785727,2,True
L1,lamina,029,0.6350903902608938,0.9662566063123371,1,True
L1,lamina,030,0.930117408235487,0.3102899114626309,1,True
L1,lamina,031,0.6296286247056467,0.09020192288039303,2,True
L1,lamina,032,0.9782778227601777,0.38818620073486537,1,True
L1,lamina,033,0.6367947598769186,0.9121373467598701,1,True
L1,lamina,034,0.5824360520980627,0.06027570514436431,2,True
L1,lamina,035,0.771170532377466,0.6130957136000249,1,True
L1,lamina,036,0.6626793248374835,0.4933149492843797,1,True
L1,lamina,037,0.6542188179105888,0.5713323010948861,1,True
L1,lamina,038,0.5599903963382735,0.9576393418959562,1,True
L1,lamina,039,0.5901259399288556,0.0,2,True
L1,lamina,040,0.8537658278447519,0.4579278808298407,1,True
L1,lamina,041,0.9528339929843476,0.3477175191343572,1,True
L1,lamina,042,0.710248221081526,0.8987277427796154,1,True
L1,lamina,043,0.8608653487930393,0.30984174797834174,1,True
L1,lamina,044,0.7043988181515481,0.9338249106274716,1,True
L1,lamina,045,0.5499479017370793,0.9959135965359195,1,True
L1,lamina,046,0.6226158090435883,0.853991878103725,1,True
L1,lamina,047,0.8110791600907649,0.14069100954552288,2,True
L1,lamina,048,0.7012702190937121,0.6595592836960955,1,True
L1,lamina,049,0.0,0.7753376143702206,0,True
L2,lamina,000,0.8460393302267554,0.2429098408591622,0,True
L2,lamina,001,0.023036007155423255,0.09134115824057665,1,True
L2,lamina,002,0.937651547270265,0.9238074441437263,0,True
L2,lamina,003,0.01764918212961264,0.5660195053713692,1,True
L2,lamina,004,0.03920719965702618,0.5367735059387722,1,True
L2,lamina,005,0.8380101526889906,0.34582316592311857,0,True
L2,lamina,006,0.7726588725687914,0.6428193114366523,0,True
L2,lamina,007,0.7682733756713538,0.7886899266464351,0,True
L2,lamina,008,0.7815851878215392,0.17583627399312227,0,True
L2,lamina,009,0.03997507874109807,0.1899513637864278,1,True
L2,lamina,010,0.7130456363956742,0.6086918743922558,0,True
L2,lamina,011,0.03200799324980902,0.27609154973501643,1,True
L2,lamina,012,0.9008221746104262,0.821510493557803,0,True
L2,lamina,013,0.7384879488553151,0.5863019834771377,0,True
L2,lamina,014,0.9806593119831825,0.9470067395463668,0,True
L2,lamina,015,0.9712937853209409,0.7544069756225469,0,True
L2,lamina,016,0.758572117577694,0.20500679364355562,0,True
L2,lamina,017,0.01387492347850483,0.3824776940376932,1,True
L2,lamina,018,0.9064653449958124,0.5873583916535201,0,True
L2,lamina,019,0.9479008554635795,0.6517646305415191,0,True
L2,lamina,020,0.9578803200263454,1.0,0,True
L2,lamina,021,0.8741663168449348,0.21897944603243438,0,True
L2,lamina,022,0.9840760998822524,0.8477598885153275,0,True
L2,lamina,023,0.022284386890974506,0.029895613421981937,1,True
L2,lamina,024,0.8679395745941755,0.15874864865098534,0,True
L2,lamina,025,0.8938401381297352,0.295501216630958,0,True
L2,lamina,026,0.034355027950656536,0.5925387224096618,1,True
L2,lamina,027,0.899166900924254,0.6987354720331738,0,True
L2,lamina,028,0.9353129971968861,0.4365175779119943,0,True
L2,lamina,029,0.038714319934069985,0.0,1,True
L2,lamina,030,0.005723307488846807,0.2922718892603371,1,True
L2,lamina,031,0.7005222450592218,0.6559363204450692,0,True
L2,lamina,032,0.8108604814855584,0.8298680460873468,0,True
L2,lamina,033,0.8686230539629005,0.4858350972557534,0,True
L2,lamina,034,0.9329448118218222,0.8106071618996711,0,True
L2,lamina,035,0.7351952638565892,0.2090858668129679,0,True
L2,lamina,036,0.9073806292585396,0.8948609399645948,0,True
L2,lamina,037,0.0,0.22551679180449824,1,True
L2,lamina,038,0.7367434038973548,0.6590612976729935,0,True
L2,lamina,039,0.020160875438178738,0.49584740776274905,1,True
L2,lamina,040,0.9795114920929869,0.6823901546080369,0,True
L2,lamina,041,0.79617273881481,0.7497392404334742,0,True
L2,lamina,042,0.7380080193532323,0.2678230244429132,0,True
L2,lamina,043,0.8893493344205565,0.40342051361390346,0,True
L2,lamina,044,0.7248254252376543,0.3707554770856412,0,True
L2,lamina,045,0.9165033900247859,0.9638200964634396,0,True
L2,lamina,046,1.0,0.7641109676616145,0,True
L2,lamina,047,0.919437731450945,0.3794276490007027,0,True
L2,lamina,048,0.04781195158833951,0.05586013357065284,1,True
L2,lamina,049,0.8483044821830841,0.13377110886515836,0,True
L3,lamina,000,0.1410839787423901,0.8964465177566345,3,True
L3,lamina,001,0.19458805821543368,0.7977802615777534,3,True
L3,lamina,002,0.9323838335932633,0.3903223734957226,0,True
L3,lamina,003,0.23056084406657013,0.9888215253124747,3,True
L3,lamina,004,0.7545412566055631,0.04419513461103419,2,True
L3,lamina,005,0.04601988738784846,0.6927405350435099,1,True
L3,lamina,006,0.0,0.7832578370194081,1,True
L3,lamina,007,0.6648454080610487,0.0008951037401885298,2,True
L3,lamina,008,0.776153732487803,0.10839336650674228,2,True
L3,lamina,009,0.20126688365308779,0.9532363675680412,3,True
L3,lamina,010,0.09120620605201907,0.4873478870234371,1,True
L3,lamina,011,0.9597381789247962,0.38869708622412125,0,True
L3,lamina,012,0.910067526676702,0.27441787822872743,0,True
L3,lamina,013,0.05733514635107256,0.4895197226386896,1,True
L3,lamina,014,0.019469240182757586,0.8031256054927665,1,True
L3,lamina,015,0.9331060590553103,0.44128258496256756,0,True
L3,lamina,016,0.06818761453532562,0.7863545008171837,3,True
L3,lamina,017,0.9569166690507528,0.3242048182267752,0,True
L3,lamina,018,0.6834891982996224,0.006031323286937451,2,True
L3,lamina,019,0.2316107711420242,0.8618082403826406,3,True
L3,lamina,020,0.05181307403484503,0.41994694347805817,1,True
L3,lamina,021,0.16436015329069598,0.8252094137408658,3,True
L3,lamina,022,0.22961688842872074,0.9376900296570329,3,True
L3,lamina,023,0.9765598830798085,0.2817023595020627,0,True
L3,lamina,024,0.9077941056358615,0.4125196579345324,0,True
L3,lamina,025,0.9818509262672795,0.4231898901151339,0,True
L3,lamina,026,0.0860357643834963,0.7329327263471381,3,True
L3,lamina,027,0.8880115497472212,0.2819028747582519,0,True
L3,lamina,028,1.0,0.4457742797028114,0,True
L3,lamina,029,0.7571449634327323,0.09583364210831244,2,True
L3,lamina,030,0.03476974144312184,0.4901536038552502,1,True
L3,lamina,031,0.07249504418711872,0.5293638242028406,1,True
L3,lamina,032,0.12890910584808918,0.8595255007775807,3,True
L3,lamina,033,0.7144495229433657,0.0,2,True
L3,lamina,034,0.9503364694883042,0.24142247499565717,0,True
L3,lamina,035,0.02103146427905911,0.7513592640454254,1,True
L3,lamina,036,0.9869492756156345,0.4710813106853704,0,True
L3,lamina,037,0.8854176505684632,0.3326477309218861,0,True
L3,lamina,038,0.013054997426204473,0.6874034399107039,1,True
L3,lamina,039,0.13213401121954282,0.7756223916829569,3,True
L3,lamina,040,0.20716506504241158,1.0,3,True
L3,lamina,041,0.22068649550705932,0.8139820672361785,3,True
L3,lamina,042,0.7032826809666793,0.033112518755446796,2,True
L3,lamina,043,0.7335952938589186,0.013453275948418164,2,True
L3,lamina,044,0.17460180031798758,0.9096598694483866,3,True
L3,lamina,045,0.9780104383493867,0.2285374946843029,0,True
L3,lamina,046,0.9349173404473647,0.24031263682833792,0,True
L3,lamina,047,0.08109118349788685,0.44536084275590393,1,True
L3,lamina,048,0.06904311820710979,0.6330573140022678,1,True
L3,lamina,049,0.015237382328058213,0.5960187518767642,1,True
L4,lamina,000,0.838811259007661,0.020936444321319636,1,True
L4,lamina,001,0.8990442152190333,0.7321871142023011,0,True
L4,lamina,002,0.3051936488121374,0.3634673953011253,1,True
L4,lamina,003,0.6554623971809315,0.02145748947266235,1,True
