sign_index,sign,syn_strength_model000
78,1.0,0.03702010586857796
79,1.0,0.017797967419028282
80,1.0,3.043193464691285e-05
81,1.0,0.0475032776594162
82,1.0,0.14651435613632202
83,1.0,0.1515868604183197
84,1.0,0.020800165832042694
85,1.0,0.15281030535697937
86,1.0,0.14742308855056763
87,1.0,0.1897464245557785
88,1.0,0.0
89,1.0,0.02198769524693489
90,1.0,0.04450787976384163
91,1.0,0.0
92,1.0,0.033717937767505646
93,1.0,0.05345669016242027
94,1.0,0.010857193730771542
95,1.0,0.006045492831617594
96,1.0,0.0002248188975499943
97,1.0,0.03066902980208397
98,1.0,0.012250488623976707
99,1.0,0.012387799099087715
100,1.0,0.0
101,1.0,0.0
102,1.0,0.0
103,1.0,5.828207213198766e-05
104,1.0,6.237993511604145e-05
105,1.0,0.0013959212228655815
106,1.0,0.11309485882520676
107,1.0,0.06484714150428772
108,1.0,0.0
109,1.0,0.13723212480545044
110,1.0,1.7918805497174617e-06
111,1.0,4.469571285881102e-05
112,1.0,0.36427417397499084
113,1.0,0.03363614156842232
114,1.0,0.0017901802202686667
115,1.0,4.575736340939329e-07
116,1.0,0.016612950712442398
117,1.0,0.15362529456615448
118,1.0,0.03297242894768715
119,1.0,0.002613917225971818
120,1.0,0.0029507470317184925
121,-1.0,0.014867636375129223
122,-1.0,0.011795812286436558
123,-1.0,0.009956768713891506
124,-1.0,0.007119275629520416
125,1.0,0.010642720386385918
126,-1.0,0.011738377623260021
127,-1.0,0.04021411016583443
128,-1.0,0.03601891174912453
129,-1.0,0.020583294332027435
130,-1.0,6.9646941547318875e-09
131,1.0,0.003842476522549987
132,1.0,0.0
133,1.0,0.0
134,-1.0,0.0061320471577346325
135,-1.0,0.04051203280687332
136,-1.0,0.0345563143491745
137,-1.0,0.03208943456411362
138,-1.0,0.0031966485548764467
139,-1.0,0.09627862274646759
140,-1.0,4.58910217275843e-05
141,-1.0,0.017712147906422615
142,-1.0,0.08111689239740372
143,-1.0,2.6908557629212737e-05
144,-1.0,0.055584147572517395
145,-1.0,0.0737520158290863
146,-1.0,2.4594730348326266e-05
147,1.0,0.0
148,1.0,0.0
149,-1.0,0.18455705046653748
150,-1.0,0.046095311641693115
151,-1.0,0.0299118272960186
152,-1.0,0.00972236879169941
153,-1.0,0.005022529512643814
154,-1.0,0.009341264143586159
155,-1.0,0.014703511260449886
156,-1.0,0.043101295828819275
157,-1.0,0.0007537737837992609
158,-1.0,0.04191755875945091
159,-1.0,0.009478835389018059
160,-1.0,0.016404934227466583
161,-1.0,0.014868291094899178
162,-1.0,0.034441642463207245
163,-1.0,3.2079296943265945e-05
164,-1.0,0.050314631313085556
165,-1.0,3.7145166515983874e-06
166,-1.0,0.028755581006407738
167,-1.0,0.06446027755737305
168,-1.0,0.03524148464202881
169,-1.0,0.03690521791577339
170,-1.0,0.03135041519999504
171,-1.0,0.036406151950359344
172,-1.0,3.415103128645569e-05
173,-1.0,0.019344955682754517
174,-1.0,0.12999628484249115
175,-1.0,0.21277105808258057
176,-1.0,0.021472366526722908
177,-1.0,0.01809871196746826
178,-1.0,0.01113248523324728
179,-1.0,2.2287873434834182e-05
180,1.0,0.0
181,1.0,0.0460638552904129
182,1.0,0.0026375174056738615
183,1.0,0.022057024762034416
184,1.0,0.1824454665184021
185,1.0,0.015342207625508308
186,1.0,0.09002188593149185
187,1.0,0.02584831602871418
188,1.0,0.15191766619682312
189,1.0,0.2009245604276657
190,1.0,0.12621170282363892
191,1.0,0.08794049918651581
192,1.0,0.055781155824661255
193,1.0,0.06093764305114746
194,1.0,0.02767879329621792
195,1.0,0.019128192216157913
196,1.0,0.029660526663064957
197,1.0,0.029460294172167778
198,1.0,0.024135300889611244
199,1.0,3.911055682692677e-05
200,1.0,0.010899096727371216
201,1.0,0.03120335191488266
202,1.0,0.05472944304347038
203,1.0,0.00034042084007523954
204,1.0,0.10403642058372498
205,1.0,0.018227290362119675
206,1.0,0.06305292993783951
207,1.0,0.07913091033697128
208,1.0,0.0401771105825901
209,-1.0,0.010260666720569134
210,-1.0,0.040342241525650024
211,-1.0,0.10313769429922104
212,-1.0,0.1297157257795334
213,-1.0,3.3814860216807574e-05
214,-1.0,0.001985491719096899
215,-1.0,0.05332563444972038
216,-1.0,0.0309173334389925
217,-1.0,0.013366779312491417
218,-1.0,0.07272784411907196
219,-1.0,0.019668295979499817
220,-1.0,0.03945761173963547
221,-1.0,0.010632338002324104
222,-1.0,0.09909144043922424
223,-1.0,0.0323345772922039
224,-1.0,0.031431134790182114
225,-1.0,0.05615868791937828
226,-1.0,0.05189543962478638
227,-1.0,3.313590059406124e-05
228,-1.0,0.035763468593358994
229,-1.0,0.06398066133260727
230,-1.0,0.042100291699171066
231,-1.0,0.027638575062155724
232,-1.0,2.8276157536311075e-05
233,-1.0,0.026474712416529655
234,-1.0,0.008332704193890095
235,-1.0,3.736311919055879e-05
236,-1.0,0.179927259683609
237,-1.0,0.017852360382676125
238,-1.0,0.06831667572259903
239,-1.0,0.04328148439526558
240,-1.0,0.009380485862493515
241,-1.0,0.002777133835479617
242,-1.0,0.03984151780605316
243,-1.0,0.031487222760915756
244,-1.0,0.09741440415382385
245,-1.0,0.1816454380750656
246,-1.0,2.978643806272885e-06
247,-1.0,0.14832709729671478
248,-1.0,0.04059288650751114
249,-1.0,0.03335560858249664
250,-1.0,0.025754954665899277
251,-1.0,0.08960599452257156
252,-1.0,0.07467606663703918
253,-1.0,0.07871981710195541
254,-1.0,0.018051715567708015
255,-1.0,0.012276608496904373
256,-1.0,0.01958210952579975
257,-1.0,0.013808759860694408
258,-1.0,4.375752541818656e-05
259,-1.0,0.013890672475099564
260,-1.0,0.04672865569591522
261,-1.0,0.001143108936958015
262,-1.0,0.011224810034036636
263,-1.0,0.05755022168159485
264,-1.0,0.0077594611793756485
265,-1.0,0.07062853127717972
266,-1.0,0.040347494184970856
267,-1.0,0.013621213845908642
268,-1.0,0.0007542434032075107
269,-1.0,0.01694515533745289
270,-1.0,4.508674464887008e-05
271,-1.0,0.2376149445772171
272,-1.0,0.13833901286125183
273,-1.0,0.10680846124887466
274,-1.0,0.07800332456827164
275,-1.0,0.0
276,-1.0,2.8430866223061457e-05
277,-1.0,0.09296409040689468
278,-1.0,0.0
279,-1.0,0.0950252115726471
280,-1.0,0.0953572615981102
281,-1.0,0.002014502650126815
282,-1.0,2.6526615329203196e-05
283,-1.0,0.0032263691537082195
284,-1.0,0.09769441187381744
285,-1.0,0.005460544489324093
286,-1.0,0.0454992912709713
287,-1.0,0.06794441491365433
288,-1.0,0.02586590312421322
289,-1.0,2.6922982215182856e-05
290,-1.0,0.037164535373449326
291,-1.0,0.08486124873161316
292,-1.0,0.028202751651406288
293,-1.0,0.09715202450752258
294,-1.0,0.016698431223630905
295,-1.0,1.6668271882736008e-06
296,-1.0,0.006860768888145685
297,1.0,5.32736667082645e-05
298,1.0,0.02119281142950058
299,1.0,0.23115642368793488
300,1.0,0.0
301,1.0,0.1375369429588318
302,1.0,0.0
303,1.0,7.033806468825787e-05
304,1.0,1.827771120588295e-05
305,1.0,0.014825986698269844
306,1.0,1.3260353171062889e-06
307,1.0,0.02352547086775303
308,1.0,0.05820867791771889
309,1.0,0.018412748351693153
310,1.0,0.0032602231949567795
311,1.0,5.2579835028154776e-05
312,1.0,0.09368468821048737
313,1.0,0.05977974832057953
314,1.0,0.07226066291332245
315,1.0,0.032265547662973404
316,1.0,4.905825699097477e-05
317,1.0,0.0006883588503114879
318,1.0,0.031238926574587822
319,1.0,0.10939879715442657
320,1.0,0.07440336048603058
321,1.0,0.07548505067825317
322,1.0,0.06393011659383774
323,1.0,7.751715020276606e-05
324,1.0,0.03869832679629326
325,1.0,0.0
326,1.0,0.026397518813610077
327,1.0,0.017263954505324364
328,1.0,0.03211475908756256
329,1.0,0.0016418377636000514
330,1.0,0.11929420381784439
331,1.0,0.05111861228942871
332,1.0,0.030774792656302452
333,1.0,4.100747901247814e-06
334,1.0,0.04425572231411934
335,1.0,0.060588426887989044
336,1.0,7.240760896820575e-05
337,1.0,0.033813174813985825
338,1.0,0.04564815014600754
339,1.0,3.056572313653305e-05
340,1.0,0.06498163193464279
341,1.0,0.0029747781809419394
342,1.0,0.03853177651762962
343,1.0,0.0
344,1.0,3.2277152058668435e-05
345,1.0,0.0559970922768116
346,1.0,0.07483590394258499
347,1.0,0.04679252207279205
348,1.0,0.0006349040777422488
349,1.0,2.7000526188203366e-06
350,1.0,0.2806849181652069
351,1.0,0.01257533673197031
352,1.0,0.00010763490718090907
353,1.0,0.026788951829075813
354,1.0,2.927256218754337e-06
355,1.0,0.1571713238954544
356,1.0,2.0355373635538854e-05
357,1.0,0.02714444138109684
358,1.0,0.17033825814723969
359,1.0,0.16049404442310333
360,1.0,0.011721182614564896
361,1.0,0.023716909810900688
362,1.0,0.00037667612195946276
363,1.0,0.09124898165464401
364,1.0,2.5131118945864728e-06
365,1.0,0.07387878745794296
366,1.0,0.0034631441812962294
367,1.0,0.02940214052796364
368,1.0,0.05157456547021866
369,1.0,0.1328262835741043
370,1.0,0.04493877664208412
371,1.0,4.953895995640778e-07
372,1.0,0.0
373,1.0,0.0
374,1.0,0.0
375,1.0,2.1867806481168373e-06
376,1.0,0.05459588021039963
377,1.0,0.0
378,1.0,0.1107812151312828
379,1.0,0.0
380,1.0,0.03151901438832283
381,1.0,0.0738205537199974
382,1.0,0.05199747532606125
383,1.0,0.03944658115506172
384,1.0,0.111197330057621
385,1.0,0.1149844080209732
386,1.0,0.0673694834113121
387,1.0,4.793838525074534e-05
388,1.0,0.09351664781570435
389,1.0,0.01795593835413456
390,1.0,0.023979829624295235
391,1.0,0.01737372577190399
392,1.0,0.008335008285939693
393,1.0,0.006228746380656958
394,1.0,5.1984079618705437e-05
395,1.0,3.7278314266586676e-05
396,1.0,0.006993042305111885
397,1.0,0.0061399927362799644
398,1.0,0.023100368678569794
399,1.0,0.0002851409080903977
400,1.0,0.06925927102565765
401,1.0,0.025051187723875046
402,1.0,6.650957220699638e-05
403,1.0,0.00010309636127203703
404,1.0,0.003907948266714811
405,1.0,0.0003158510953653604
406,1.0,0.07062327116727829
407,1.0,0.0
408,1.0,0.000587372574955225
409,1.0,5.776103506605068e-08
410,1.0,0.14100795984268188
411,1.0,0.016464414075016975
412,1.0,0.012504158541560173
413,1.0,0.00010128440771950409
414,1.0,0.005825626198202372
415,1.0,0.09385685622692108
416,1.0,9.39247984206304e-05
417,1.0,0.0
418,1.0,0.014373055659234524
419,1.0,0.0191886518150568
420,1.0,0.001760920393280685
421,1.0,0.014434978365898132
422,1.0,0.03410816192626953
423,1.0,0.14952661097049713
424,1.0,0.010513112880289555
425,1.0,0.0064598070457577705
426,1.0,0.10779431462287903
427,1.0,7.71143168094568e-05
428,1.0,0.027801426127552986
429,1.0,0.0
430,1.0,0.08706894516944885
431,1.0,0.09097010642290115
432,1.0,1.911726485559484e-06
433,1.0,0.009999999776482582
434,1.0,2.3849923309171572e-05
435,1.0,0.023725738748908043
436,1.0,0.05567852035164833
437,1.0,0.028373606503009796
438,1.0,3.599349656724371e-05
439,1.0,6.338173261610791e-05
440,1.0,2.163244062103331e-05
441,1.0,0.03624888136982918
442,1.0,0.0019564046524465084
443,1.0,0.06306930631399155
444,1.0,0.008712575770914555
445,1.0,0.0001996428909478709
446,1.0,0.01814158819615841
447,1.0,0.00708045344799757
448,1.0,0.001922466210089624
449,1.0,5.080065966467373e-05
450,1.0,0.012591758742928505
451,1.0,0.0
452,1.0,3.871538137900643e-05
453,1.0,0.0726771131157875
454,1.0,0.2546524703502655
455,1.0,0.3225347399711609
456,1.0,0.2451440393924713
457,1.0,1.5042144696053583e-05
458,1.0,0.058950625360012054
459,1.0,0.2000543773174286
460,1.0,0.14402376115322113
461,1.0,0.03287481144070625
462,1.0,0.07372856885194778
463,1.0,9.864474122878164e-05
464,1.0,0.05373607948422432
465,1.0,0.3195401132106781
466,1.0,0.0290896724909544
467,1.0,0.024191640317440033
468,1.0,3.2534098863834515e-06
469,1.0,0.02629701979458332
470,1.0,0.007165027316659689
471,1.0,0.03957166150212288
472,1.0,0.017593521624803543
473,1.0,3.532982736942358e-05
474,1.0,4.1683677409309894e-05
475,1.0,4.103124592802487e-05
476,1.0,0.015205921605229378
477,1.0,0.02007235400378704
478,1.0,0.019197123125195503
479,1.0,0.06604377925395966
480,1.0,0.10568100214004517
481,1.0,7.400428876280785e-05
482,1.0,0.0
483,1.0,0.03050854429602623
484,1.0,0.03577549383044243
485,-1.0,0.08352016657590866
486,-1.0,0.09310022741556168
487,-1.0,0.04527850076556206
488,-1.0,0.011788586154580116
489,-1.0,0.03191355988383293
490,1.0,0.05599456652998924
491,1.0,0.028421269729733467
492,1.0,0.025000397115945816
493,1.0,0.02566397935152054
494,1.0,0.02778046950697899
495,1.0,0.030567338690161705
496,1.0,0.02986285462975502
497,1.0,0.036288898438215256
498,1.0,1.1898025604750728e-06
499,1.0,0.04780155047774315
500,1.0,4.18829768022988e-06
501,1.0,9.310257155448198e-05
502,1.0,0.0205537136644125
503,1.0,3.6831900729339395e-07
504,1.0,7.912937576293189e-07
505,1.0,2.7724440769816283e-06
506,1.0,0.014926696196198463
507,1.0,0.056081295013427734
508,1.0,0.00012489574146457016
509,1.0,6.259169458644465e-05
510,1.0,0.08941537886857986
511,1.0,0.01674167811870575
512,1.0,1.7716962474878528e-06
513,1.0,0.04906507954001427
514,1.0,8.198810246540233e-05
515,1.0,0.06807853281497955
516,1.0,0.06319155544042587
517,1.0,0.007353581488132477
518,1.0,0.1930701732635498
519,1.0,0.11388818174600601
520,1.0,0.01505463756620884
521,1.0,0.12663806974887848
522,1.0,0.024525778368115425
523,1.0,0.01018467266112566
524,1.0,4.117231128475396e-06
525,1.0,5.019162563257851e-05
526,1.0,4.106143023818731e-06
527,1.0,7.215022606033017e-07
528,1.0,0.07573657482862473
529,1.0,0.047401271760463715
530,1.0,0.024355020374059677
531,1.0,0.02180883102118969
532,1.0,3.29753078176509e-07
533,1.0,0.005903881974518299
534,1.0,0.15153469145298004
535,1.0,0.0
536,1.0,3.307102076632873e-07
537,1.0,0.11254710704088211
538,1.0,0.0070391371846199036
539,1.0,0.10010463744401932
540,1.0,0.009924025274813175
541,1.0,5.681932088918984e-05
542,1.0,1.5328952258641948e-06
543,-1.0,0.022628655657172203
544,-1.0,0.04759739339351654
545,-1.0,0.057085342705249786
546,-1.0,0.12084441632032394
547,-1.0,0.052161749452352524
548,-1.0,0.019761409610509872
549,-1.0,0.06070876121520996
550,-1.0,0.00013973968452773988
551,-1.0,0.039859142154455185
552,-1.0,0.014552392065525055
553,1.0,0.0790310800075531
554,1.0,0.0004469959530979395
555,1.0,0.027483109384775162
556,1.0,0.008779245428740978
557,1.0,0.00932831410318613
558,1.0,0.005075663793832064
559,1.0,0.017334921285510063
560,1.0,0.02259250544011593
561,1.0,0.0006783160497434437
562,1.0,5.1447746955091134e-05
563,1.0,0.03278496861457825
564,1.0,2.9715761229454074e-06
565,1.0,4.491400613915175e-05
566,1.0,0.01085058506578207
567,1.0,0.04586343839764595
568,1.0,5.499829967448022e-06
569,1.0,0.15013094246387482
570,1.0,0.08277972042560577
571,-1.0,0.054270606487989426
572,-1.0,0.20249536633491516
573,-1.0,8.542670002498198e-06
574,-1.0,0.18236017227172852
575,-1.0,0.02575143240392208
576,-1.0,0.004946407862007618
577,-1.0,3.657894194475375e-05
578,-1.0,0.1080978587269783
579,-1.0,6.276759086176753e-05
580,-1.0,0.024312986060976982
581,-1.0,0.0032117452938109636
582,-1.0,0.006111325696110725
583,-1.0,0.01466804277151823
584,-1.0,0.004140165634453297
585,-1.0,0.032062601298093796
586,-1.0,0.03139171376824379
587,-1.0,0.0467219315469265
588,-1.0,0.0467190258204937
589,-1.0,0.016072042286396027
590,-1.0,0.14783692359924316
591,-1.0,0.02897566929459572
592,-1.0,0.04386639967560768
593,-1.0,0.0029945739079266787
594,-1.0,0.013736732304096222
595,-1.0,0.022974412888288498
596,-1.0,0.009619823656976223
597,1.0,0.07404151558876038
598,1.0,0.03945410996675491
599,1.0,7.187957089627162e-05
600,1.0,0.006082100793719292
601,1.0,0.08201835304498672
602,1.0,6.85801642248407e-05
603,1.0,0.08253030478954315
