strategy,dataset,NO,predicted_strength_kPa,rf_pred_from_initial,Nucleophilic-HEA,Hydrophobic-BA,Acidic-CBEA,Cationic-ATAC,Aromatic-PEA,Amide-AAm
RFR-GP,EI,2,138.20240622788393,173.5502715649968,0.0,0.5052813906643826,0.0,0.07068748451055998,0.15105430447562626,0.27297682034942733
RFR-GP,EI,3,125.35031847133757,179.99381380504286,0.0,0.1394755208280519,0.45021998254641005,0.10996599804341498,0.30033849858212264,0.0
RFR-GP,EI,4,272.3849964614296,228.1443463879749,0.0,0.5862277169858116,0.0,0.08070109448767526,0.33307118852651296,0.0
RFR-GP,EI,5,104.45859872611464,81.79547196768003,0.22026767528275587,0.31950915131503504,0.0,0.13017463865850953,0.3300485347437033,0.0
RFR-GP,EI,6,110.85633404104742,147.9531733300381,0.0,0.6694037395676202,0.1801772670242751,0.08059419584412708,0.06982479756398181,0.0
RFR-GP,EI,7,205.1238499646143,168.59058623848424,0.09019319805734387,0.6394575527072175,0.0,0.07022192728620198,0.20012732194923546,0.0
RFR-GP,EI,8,258.1740976645435,152.23521139681787,0.12007216990540996,0.499946645104958,0.0,0.06998318899510875,0.30999799599452477,0.0
RFR-GP,EI,9,197.76362349610758,204.01643466875353,0.0,0.48425920995183225,0.0,0.09102000698981905,0.4247207830583444,0.0
RFR-GP,EI,10,321.18895966029726,219.35724086028173,0.0,0.6800526006189997,0.0,0.09985284603006436,0.2200945533509406,0.0
GP-GP,EI,1,95.96602972399151,191.747996320386,0.0,0.2695054826505967,0.0499425117731952,0.12008353248247922,0.3505987978332005,0.20986967526052855
GP-GP,EI,2,72.13021939136588,174.39714645188107,0.0,0.43921356343284346,0.0,0.05996213303292419,0.13983642447619687,0.3609878790580323
GP-GP,EI,3,216.1641896673744,219.35724086028173,0.0,0.6866802313494658,0.0,0.10116700465156638,0.21215276399897148,0.0
GP-GP,EI,4,169.6815286624204,222.9411154638309,0.0,0.6696058409186365,0.0,0.10017596063123838,0.17015598826332723,0.06006221018679824
GP-GP,EI,5,248.54918612880397,222.92222736129096,0.0,0.6921834555062866,0.0,0.10968910475579655,0.16839063220806516,0.029736807529850716
GP-GP,EI,6,164.41613588110403,192.85178351097673,0.0,0.6805383235345969,0.0,0.10992958475014866,0.14978719904546114,0.05974489266979317
GP-GP,EI,7,109.32767162066526,180.1127097710726,0.03981297918803201,0.15005038298283863,0.3800101218052041,0.11010533715715531,0.32002117886676795,0.0
GP-GP,EI,8,134.80537862703468,222.9411154638309,0.0,0.6802319727129349,0.0,0.0999317619993385,0.16994452648896496,0.04989173879876124
GP-GP,EI,9,193.97027600849256,223.088664414055,0.0,0.6698724083478642,0.0,0.09992410157279753,0.16034664571542787,0.06985684436391423
GP-GP,EI,10,199.34890304317057,188.0928314520529,0.0,0.729439933008693,0.0,0.11007404150995177,0.1400028008912618,0.020483224590092084
GP-RFR,EI,1,110.2901627742392,129.55218275499226,0.0692378865429358,0.3269641513459878,0.029726709642903068,0.3369543479492612,0.22736798017860224,0.009748924340310007
GP-RFR,EI,2,48.69072894550602,113.27245217313161,0.06043102568664179,0.28979046121354424,0.02962688890561993,0.05000242158040647,0.10002218431185886,0.47012701830192644
GP-RFR,EI,3,74.11181882519462,142.69198687920556,0.04972352737245708,0.2400799631010814,0.029760912926648043,0.08012129801856045,0.28995971170185686,0.31035458687939654
GP-RFR,EI,4,130.72894550601558,137.3074895247083,0.10061024173575601,0.4097312981358741,0.0496967656056116,0.04997852531172399,0.21021552666374288,0.17976764254729177
GP-RFR,EI,5,254.04104741684358,159.56335520132393,0.07887924971028838,0.5152114137076993,0.03967127739027571,0.03952070717234672,0.3066737384252711,0.020043613594118773
GP-RFR,EI,6,136.2208067940552,133.93238937754862,0.059479369946234685,0.15959700831454746,0.11013292957208375,0.1702466547149691,0.37014010177039636,0.13040393568176872
GP-RFR,EI,7,74.73460721868365,151.92540266684645,0.020486070904598756,0.3202515436670955,0.03969950138638956,0.040535607064567845,0.0600045549268573,0.5190227220504914
GP-RFR,EI,8,102.64685067232838,96.74385202069575,0.19012443032465587,0.13013187366362483,0.08983645080346277,0.16996133637818892,0.3302152284339405,0.08973068039612707
GP-RFR,EI,9,42.40622788393489,93.79239563089533,0.11973067162975046,0.09030057988743488,0.10973673846413708,0.07998922755566634,0.15020440509944688,0.45003837736356406
GP-RFR,EI,10,63.467799009200284,129.71850103161498,0.119716575156047,0.1496158631863494,0.06968073195358354,0.11989999951338076,0.23020479110423533,0.3108820390864083
ENU-RFR,EI,1,118.55626326963906,207.35693695512302,0.0076698542810283024,0.5908194969948446,0.09188271945307903,0.09522713289899284,0.18602374527201085,0.02837705110004133
ENU-RFR,EI,2,111.76220806794055,142.24491962049635,0.13200113246503298,0.5865731464642919,0.00728738191315575,0.07534488114498074,0.09658101745493361,0.10221244055760915
ENU-RFR,EI,3,111.76220806794055,176.3644092800075,0.03287831731405658,0.5899099580820163,0.08876638694710208,0.08851667303787093,0.1493610329381764,0.05056763168077526
ENU-RFR,EI,4,102.30714791224345,135.86104673942614,0.04770007044429061,0.5916451262972285,0.03582745648021076,0.07729956754504155,0.14629059011329415,0.10123718911993332
ENU-RFR,EI,5,122.12314225053079,222.91089607246502,0.03580603356186929,0.5899208919997038,0.020893913662986967,0.11540058049161582,0.17234749165836813,0.06563108862545615
ENU-GP,EI,1,91.38004246284501,185.0833460771795,0.0031130972360894145,0.5209649133930009,0.20697117125103442,0.09989648142802053,0.16687887720925684,0.0021754594825963455
ENU-GP,EI,2,136.10757254069355,206.82670228611977,0.01528745814645494,0.5784187222625344,0.08897746101655464,0.0984151012073523,0.1808930094039388,0.03800824796316653
ENU-GP,EI,3,61.59943382873319,177.32439072307903,0.002746382260607573,0.4926767687012718,0.1597665411373265,0.10694259813533503,0.211762013940233,0.02610569582522884
ENU-GP,EI,4,114.93276716206653,175.67654857702036,0.0005236960839860138,0.4599714558299957,0.2037498977332164,0.10388369722589721,0.17864989944769813,0.05322135367920881
ENU-GP,EI,5,127.95470629865534,179.63979299958785,0.0019028579845820554,0.5729514090767938,0.03579944059130187,0.09798032458636836,0.14406670643449396,0.14729926132645627
CLMax,EI,1,123.42533616418967,81.28265021393118,0.2727129961052581,0.5251512121670532,0.050324860710620076,0.070913586061738,0.08089734495533045,0.0
CLMax,EI,2,132.88039631988676,120.64596527741608,0.1103522089490435,0.6299497149346583,0.04962589054630663,0.10004691836928029,0.08988259918717295,0.02014266801353781
CLMax,EI,3,128.29440905874026,111.89732663472932,0.09035686515760608,0.6898391619437658,0.059721829623666796,0.10015022979378264,0.05993191348118345,0.0
CLMax,EI,4,121.21726822363765,140.07120243992847,0.1198642120418433,0.4502153809025771,0.0699297442560839,0.08027117818202543,0.24001053482350546,0.03970894979396501
CLMax,EI,5,145.84571832979475,193.02186765031777,0.0,0.6970201882454375,0.010083299571405182,0.09070948756969056,0.10152379394381653,0.10066323066964568
CLMin,EI,1,198.21656050955414,199.48602340823612,0.0,0.3695976102710987,0.0,0.1399349291370532,0.4795553630002681,0.01091209759157822
CLMin,EI,2,120.87756546355273,183.86160450141102,0.0,0.19937068821830842,0.3707979399755839,0.09005216776364515,0.2803564407674301,0.05942276327502887
CLMin,EI,3,71.56404812455767,189.67990969468445,0.0,0.1801339715215124,0.0702086980601118,0.07013239349779174,0.2499423835321699,0.42958255338840984
CLMin,EI,4,171.0403397027601,198.89225443756695,0.0,0.3201491503123386,0.009693408996871882,0.15022111775922764,0.5199363229315608,0.0
CLMin,EI,5,123.42533616418967,179.9685730137511,0.0,0.2401486532429544,0.10994940264700406,0.060495335836426675,0.22988132841259373,0.3595252798610205
LP_df,EI,1,115.32908704883228,131.00145099769304,0.08012643627304614,0.5898369082531372,0.03976721977444278,0.13021460556611913,0.150088490271766,0.009966339861488887
LP_df,EI,2,107.2894550601557,124.00334044451515,0.09056945837772513,0.5554798455143414,0.04035248524031987,0.13133097685608386,0.15185796847644026,0.030409265535089748
LP_df,EI,3,139.7876857749469,126.30334928157987,0.14918261129691582,0.2305265980696533,0.08040810554340597,0.17988833818832858,0.35999434690169185,0.0
LP_df,EI,4,92.90870488322717,79.48039755217397,0.2601666954743901,0.24978520813496735,0.3099899812379255,0.1800581151527174,0.0,0.0
LP_df,EI,5,116.80113234253362,152.39107669898175,0.0504726611021973,0.4294863343830935,0.0,0.22978090922018446,0.2800003853226403,0.010259709971881196
LP_df,EI,6,120.36801132342534,122.68189962850958,0.08979049976874494,0.5440134459076447,0.03991615583699945,0.13852357302346827,0.1283401472353059,0.0594161782278392
LP_df,EI,7,87.64331210191082,127.25588889263335,0.12951825842145334,0.10864140108359957,0.20762502728673082,0.19788827089047695,0.31676702851550625,0.0395600138022286
LP_df,EI,8,139.95753715498938,120.35739437648134,0.07971471450684928,0.4901409634787216,0.0,0.1497001443367709,0.13042011805730983,0.15002405962034493
LP_df,EI,9,153.82873319179052,150.45642240829065,0.0707870459290299,0.5254581081837406,0.0504040735510668,0.14136330700685024,0.1813954868114702,0.030591978517842608
LP_df,EI,10,112.27176220806794,165.875588653699,0.059071364764711795,0.5443228784748599,0.009804760079407358,0.11942060997329142,0.17835439680695842,0.0890259899007709
old-SM-GP,EI,1,153.5456475583864,194.4715179655779,0.020046971580007317,0.25027701084467574,0.0295662478169173,0.1198353405487493,0.30976504389277365,0.2705093853168772
old-SM-GP,EI,2,269.10120311394195,219.9843279615373,0.0,0.6598139129682237,0.0,0.11010760323534784,0.23007848379642823,0.0
old-SM-GP,EI,3,247.0205237084218,188.0831593595783,0.0,0.7799311208741685,0.0,0.10026676420724634,0.11980211491858285,0.0
old-SM-GP,EI,4,105.19462137296532,191.7395111655314,0.0,0.0,0.09019987158269828,0.13068486508832255,0.6793115071894001,0.09980375613957554
old-SM-GP,EI,5,189.83722576079265,202.5431291197509,0.0,0.4309329430216968,0.0,0.17970950741575445,0.389357549562547,0.0
old-SM-GP,EI,6,252.965322009908,192.03190158814127,0.0,0.7496097843652806,0.0,0.09990444682738794,0.15048576880732684,0.0
old-SM-GP,EI,7,260.38216560509557,219.57823061153331,0.0,0.6199656655199758,0.0,0.14991526075534467,0.23011907372468274,0.0
old-SM-GP,EI,8,216.05095541401275,227.65536871313728,0.0,0.6236185243788649,0.0,0.09925911223269186,0.2771223633884463,0.0
old-SM-GP,EI,9,167.64331210191082,180.24631501548708,0.0,0.670098009545836,0.0,0.12023606117082955,0.06983834577647466,0.13982758350685942
old-SM-GP,EI,10,90.70063694267516,116.80896194104963,0.14996299355778708,0.22960385468129363,0.20996598236824385,0.11023387722483045,0.30023329216784966,0.0
RFR-GP-2rd-ei,EI,1,221.20311394196744,236.23852283719748,0.0,0.5501050144621554,0.0,0.06018156396831008,0.3098132536408657,0.07990016792866723
RFR-GP-2rd-ei,EI,2,130.89879688605802,51.7021732745512,0.3701803627954613,0.3896137273547119,0.0,0.030062217070744975,0.2101436927790818,0.0
RFR-GP-2rd-ei,EI,3,47.8414720452937,83.79119247610406,0.20181492051173947,0.1819184218616567,0.20208277751936538,0.20180251893718562,0.010060494404668956,0.20232086676538388
RFR-GP-2rd-ei,EI,4,78.47133757961784,197.8717279582011,0.0,0.0501938722332982,0.0,0.31981147125166814,0.3103333570670893,0.31966129944794835
RFR-GP-2rd-ei,EI,5,99.30644019815995,79.41433917580422,0.24995476525952784,0.029923659141684218,0.0,0.25013332887103407,0.22017000963190225,0.249818237095852
RFR-GP-2rd-ei,EI,6,89.7381457891012,173.76268000214685,0.0,0.02975272589343195,0.3501179384372687,0.35011143647983567,0.27001789918946384,0.0
RFR-GP-2rd-ei,EI,7,69.52583156404812,169.48687336411328,0.0,0.42013150127315646,0.0,0.06993398264353465,0.12991557197333822,0.3800189441099705
RFR-GP-2rd-ei,EI,8,97.0417551309271,169.62617281454268,0.0,0.17174129687129278,0.1112116642900712,0.32304861041807176,0.2322458105515182,0.16175261786904635
RFR-GP-2rd-ei,EI,9,107.79900920028308,141.08908345409407,0.0,0.2621089769835839,0.2627249266170682,0.10088139072587356,0.111220656174369,0.2630640494991074
RFR-GP-2rd-ei,EI,10,3.113941967445152,153.9759629592185,0.0,0.17171288689817044,0.0,0.32343811526525434,0.020201004379958185,0.4846479934566174
GP-GP-2rd-ei,EI,1,221.20311394196744,236.23852283719748,0.0,0.5501050144621554,0.0,0.06018156396831008,0.3098132536408657,0.07990016792866723
GP-GP-2rd-ei,EI,2,263.722576079264,233.13258125918233,0.009907477744653136,0.605806079851102,0.0,0.060777477665002556,0.3235089647392457,0.0
GP-GP-2rd-ei,EI,3,105.19462137296532,169.15393118323055,0.0,0.43561740465979504,0.0,0.07916516851010148,0.13866238875747197,0.346555038072632
GP-GP-2rd-ei,EI,4,239.26397735314933,220.15459296114412,0.0,0.6361065807886185,0.0,0.13159196232562578,0.2323014568857508,0.0
GP-GP-2rd-ei,EI,5,281.6135881104034,233.13258125918233,0.0,0.629477516904649,0.0,0.060727362401018864,0.30979512069433035,0.0
GP-GP-2rd-ei,EI,6,253.70134465675866,233.34386986049216,0.0,0.610219200084122,0.0,0.050019276625789845,0.3397615232900878,0.0
GP-GP-2rd-ei,EI,7,152.9794762915782,181.86293219549907,0.0,0.6500774895758523,0.0,0.009903284052116578,0.3400192263720315,0.0
GP-GP-2rd-ei,EI,8,241.13234253361642,233.34386986049216,0.0,0.6402880697187442,0.0,0.04991790454403562,0.30979402573722414,0.0
GP-GP-2rd-ei,EI,10,197.53715498938428,199.7250278904253,0.0,0.3895955545517673,0.0,0.12995037241871144,0.480454073029521,0.0
RFR-GP-3rd-ei,EI,1,101.3446567586695,235.7334559379622,0.0,0.539657245652324,0.0,0.06001198946971338,0.25011739945820494,0.15021336541975822
RFR-GP-3rd-ei,EI,2,229.69568294409058,228.08467665454717,0.0,0.6097371466101064,0.0,0.08000005423721657,0.31026279915267724,0.0
RFR-GP-3rd-ei,EI,3,160.2830856334041,201.1250326085192,0.0,0.3026869124989193,0.0,0.1618195430236925,0.2628894011568846,0.27260414332050337
RFR-GP-3rd-ei,EI,4,100.89171974522293,173.4619041378182,0.0,0.17199235049354533,0.29250104540001787,0.07076399516267774,0.20260652106431945,0.2621360878794392
RFR-GP-3rd-ei,EI,5,91.04033970276008,77.36423361781463,0.23972116144187364,0.33040906267370485,0.0,0.050020296541016175,0.1498795124718861,0.2299699668715189
RFR-GP-3rd-ei,EI,6,127.67162066525124,178.00692448927876,0.0,0.24995972002507869,0.18005513403863244,0.19010301623658046,0.3798821296997081,0.0
RFR-GP-3rd-ei,EI,7,,224.5344026680948,0.0,0.5098447681119049,0.0,0.050193331659722146,0.4399619002283726,0.0
RFR-GP-3rd-ei,EI,8,117.310686482661,207.7030169339628,0.0,0.4255505410460293,0.0,0.1385728403353752,0.38646157877441417,0.04941503984418106
RFR-GP-3rd-ei,EI,9,155.07430997876858,197.35850576219053,0.0,0.29695967595683287,0.0,0.20782084610479792,0.2973125132243898,0.1979069647139796
RFR-GP-3rd-ei,EI,10,74.50813871196037,189.32497052439484,0.0,0.2571294056185233,0.08910149880558355,0.1388090323697133,0.2574712241366586,0.25748883906952114
GP-GP-3rd-ei,EI,1,101.6277423920736,235.7334559379622,0.0,0.5444484379756863,0.0,0.0603759927335358,0.25242859298617726,0.14274697630459565
GP-GP-3rd-ei,EI,2,229.69568294409058,228.08467665454717,0.0,0.6097371466101064,0.0,0.08000005423721657,0.31026279915267724,0.0
GP-GP-3rd-ei,EI,3,75.1309271054494,195.82814789851363,0.0,0.3401435950239107,0.0,0.04989582013950206,0.1597702147754518,0.4501903700611349
GP-GP-3rd-ei,EI,4,245.0955414012739,227.8006042246573,0.0,0.6502067967256617,0.0,0.08003454420927895,0.2697586590650559,0.0
GP-GP-3rd-ei,EI,5,109.95046001415429,200.7088474495457,0.0,0.27740164771459935,0.0,0.14838874224588267,0.23782970219464653,0.33637990784487287
GP-GP-3rd-ei,EI,6,200.08492569002124,233.34386986049216,0.0,0.6299155888485775,0.0,0.05005227827225272,0.32003213287917,0.0
GP-GP-3rd-ei,EI,7,250.98372257607926,227.70273470616502,0.0,0.6800268403861934,0.0,0.07016794018291524,0.24980521943088732,0.0
GP-GP-3rd-ei,EI,8,81.0757254069356,179.663177124484,0.0,0.3200646818905708,0.20981787065397678,0.17003293257227375,0.3000845148831786,0.0
GP-GP-3rd-ei,EI,9,235.47062986553433,228.1204831269142,0.0,0.6398925234534203,0.0,0.07014122615059554,0.28996625039598395,0.0
GP-GP-3rd-ei,EI,10,225.3927813163482,228.2227799808034,0.0,0.59987425392149,0.0,0.07018454874162641,0.3299411973368838,0.0
RFR-GP,PRED,1,272.3849964614296,228.1443463879749,0.0,0.5862277169858116,0.0,0.08070109448767526,0.33307118852651296,0.0
RFR-GP,PRED,2,189.10120311394198,188.0831593595783,0.0,0.7996691118884616,0.0,0.10025176678241,0.10007912132912954,0.0
RFR-GP,PRED,3,321.18895966029726,219.35724086028173,0.0,0.6800526006189997,0.0,0.09985284603006436,0.2200945533509406,0.0
RFR-GP,PRED,4,278.3297947629158,219.3669129527564,0.0,0.6802357394406793,0.0,0.10983047191845287,0.20993378864086762,0.0
RFR-GP,PRED,5,165.03892427459306,227.91162168875326,0.0,0.5603442178578459,0.0,0.139825675254311,0.2998301068878433,0.0
RFR-GP,PRED,6,205.1238499646143,168.59058623848424,0.09019319805734387,0.6394575527072175,0.0,0.07022192728620198,0.20012732194923546,0.0
RFR-GP,PRED,7,303.86411889596604,232.8485088292925,0.0,0.65651189340022,0.0,0.06067586529899036,0.2828122413007896,0.0
RFR-GP,PRED,8,163.5102618542109,207.29601370993197,0.0,0.46987923926463593,0.0,0.0901977817902402,0.33003920200232817,0.10988377694279143
RFR-GP,PRED,9,197.76362349610758,204.01643466875353,0.0,0.48425920995183225,0.0,0.09102000698981905,0.4247207830583444,0.0
RFR-GP,PRED,10,258.1740976645435,152.23521139681787,0.12007216990540996,0.499946645104958,0.0,0.06998318899510875,0.30999799599452477,0.0
GP-GP,PRED,1,193.97027600849256,223.088664414055,0.0,0.6698724083478642,0.0,0.09992410157279753,0.16034664571542787,0.06985684436391423
GP-GP,PRED,2,169.6815286624204,222.9411154638309,0.0,0.6696058409186365,0.0,0.10017596063123838,0.17015598826332723,0.06006221018679824
GP-GP,PRED,3,134.80537862703468,222.9411154638309,0.0,0.6802319727129349,0.0,0.0999317619993385,0.16994452648896496,0.04989173879876124
GP-GP,PRED,4,216.61712668082095,219.35724086028173,0.0,0.6703221377604839,0.0,0.09988757091972418,0.2297902913197883,0.0
GP-GP,PRED,5,216.1641896673744,219.35724086028173,0.0,0.6866802313494658,0.0,0.10116700465156638,0.21215276399897148,0.0
GP-GP,PRED,6,164.41613588110403,192.85178351097673,0.0,0.6805383235345969,0.0,0.10992958475014866,0.14978719904546114,0.05974489266979317
GP-GP,PRED,7,248.54918612880397,222.92222736129096,0.0,0.6921834555062866,0.0,0.10968910475579655,0.16839063220806516,0.029736807529850716
GP-GP,PRED,8,228.619957537155,219.16214767792744,0.0,0.6868704766183894,0.0,0.1109566680907599,0.2021728552908541,0.0
GP-GP,PRED,9,206.53927813163483,227.35339759835654,0.0,0.633532357801899,0.0,0.11884343999261548,0.2476242022054837,0.0
GP-GP,PRED,10,199.34890304317057,188.0928314520529,0.0,0.729439933008693,0.0,0.11007404150995177,0.1400028008912618,0.020483224590092084
old-SM-GP,PRED,1,353.2908704883227,228.22735338648081,0.0,0.5881002724572348,0.0,0.09387710903197888,0.3180226185107864,0.0
old-SM-GP,PRED,2,216.05095541401275,227.65536871313728,0.0,0.6236185243788649,0.0,0.09925911223269186,0.2771223633884463,0.0
old-SM-GP,PRED,3,247.0205237084218,188.0831593595783,0.0,0.7799311208741685,0.0,0.10026676420724634,0.11980211491858285,0.0
old-SM-GP,PRED,4,308.9030431705591,234.63345567924995,0.0,0.5698486315050519,0.0,0.06012094390784448,0.3700304245871038,0.0
old-SM-GP,PRED,5,260.38216560509557,219.57823061153331,0.0,0.6199656655199758,0.0,0.14991526075534467,0.23011907372468274,0.0
old-SM-GP,PRED,6,252.965322009908,192.03190158814127,0.0,0.7496097843652806,0.0,0.09990444682738794,0.15048576880732684,0.0
old-SM-GP,PRED,7,269.10120311394195,219.9843279615373,0.0,0.6598139129682237,0.0,0.11010760323534784,0.23007848379642823,0.0
old-SM-GP,PRED,8,173.7579617834395,167.94477983760353,0.12004796406587426,0.6293367656982021,0.0,0.07029235349628758,0.18032291673964032,0.0
old-SM-GP,PRED,9,195.78202406227885,235.92615442555098,0.03907273745472384,0.5346089048230481,0.0,0.05942050861521831,0.27780921421484706,0.08908863489216619
old-SM-GP,PRED,10,120.14154281670206,180.55455370610377,0.0,0.6899042454375599,0.0,0.08013419921814893,0.03017761242531342,0.19978394291897283
SM-ETR,PRED,1,102.19391365888181,184.52406673141297,0.019871410746196794,0.589470441151411,0.05035837280150482,0.050220577493968466,0.09996258375221385,0.19011661405470479
SM-ETR,PRED,2,84.13305024769993,164.4016755939403,0.08954504738520104,0.5701671577137912,0.03062429370020851,0.0498653878422161,0.15991220400448017,0.09988590935409802
SM-ETR,PRED,3,95.96602972399151,114.49832563494276,0.0793836888694998,0.5835438893985819,0.07002319449924065,0.06932849173218752,0.07877168339682292,0.1189490521036631
SM-ETR,PRED,4,134.12597310686482,172.38593681907224,0.020238536735142823,0.6092446188459986,0.03076161661059641,0.07987539447533869,0.08036285436252012,0.17951697897039842
SM-ETR,PRED,5,171.15357395612173,187.75010705239302,0.01011255171544404,0.7193314128847218,0.020744961584032034,0.09996396975865462,0.09024891799467935,0.05959818606247083
SM-ETR,PRED,6,133.55980184005662,120.11667493864952,0.06887181360860153,0.7223007604181749,0.030024938159594575,0.06983061215783835,0.08917849073531789,0.019793384920473236
SM-ETR,PRED,7,146.46850672328378,176.53521865778086,0.010289737411595199,0.5995618726228988,0.029523298739557433,0.06032131289233435,0.050057051839546396,0.25024672649406826
SM-ETR,PRED,8,176.02264685067232,176.7657651703231,0.009847701872140355,0.6528973325652931,0.02961347967694518,0.060113542928981835,0.009590328420616284,0.23793761453602416
SM-ETR,PRED,9,115.04600141542817,121.22336823224992,0.17005614873220806,0.5899004163406562,0.010304479893391581,0.03973672982768094,0.04015561214212441,0.1498466130639411
SM-ETR,PRED,10,171.380042462845,113.94194617288035,0.11984733797646936,0.580155385346596,0.04047078757740332,0.16975265789731636,0.07980927902961407,0.009964552172604856
SM-GBM,PRED,1,141.54281670205236,159.8245645277633,0.1104747490792623,0.5888247985830962,0.03023633637415718,0.08008133529070774,0.18014439007144087,0.010238390601335702
SM-GBM,PRED,2,192.7246992215145,132.89277989002693,0.08982283256502514,0.579292111529773,0.03083776524513135,0.10005188662743054,0.12008474216573424,0.07991066186690277
SM-GBM,PRED,3,250.87048832271762,183.35974253595396,0.010972957447198872,0.585991646863022,0.07041509822760118,0.12097938198984741,0.1511248883310362,0.060516027141294546
SM-GBM,PRED,4,224.0339702760085,210.93879798104626,0.02976827747699041,0.6188375830090551,0.031476067055885286,0.09979645003273162,0.22012162242533798,0.0
SM-GBM,PRED,5,164.24628450106158,133.2355802659766,0.06946658277069218,0.6107117276269584,0.059802954835411905,0.0499025110321438,0.14014367622417273,0.06997254751062079
SM-GBM,PRED,6,173.3050247699929,185.54265411163504,0.05052879400465998,0.565148691763067,0.0205524784129122,0.0604511984177732,0.24261091989772018,0.06070791750386701
SM-GBM,PRED,7,144.60014154281671,155.3705244913665,0.13100512743817244,0.534961886171871,0.03018561369260337,0.10113012317166006,0.16218379029180882,0.04053345923388451
SM-GBM,PRED,8,183.43949044585986,176.85607064817958,0.05004781404957459,0.54968931973543,0.02013587322310775,0.08995521273401551,0.26988930938040046,0.020282470877471488
SM-GBM,PRED,9,249.2285916489738,122.73245557723962,0.0804710252131081,0.5441322771286901,0.04135511631794169,0.15150811610767745,0.13190329862969777,0.050630166602884503
SM-GBM,PRED,10,42.1797593772116,217.5965484272398,0.029717581777783213,0.5492055253073844,0.030660534146412084,0.07018177549934941,0.32023458326907134,0.0
RFR-GP-2rd-pred,PRED,1,219.39136588818118,218.96081560275246,0.0,0.6192433539426908,0.0,0.17043234953189607,0.21032429652541432,0.0
RFR-GP-2rd-pred,PRED,3,101.79759377211606,170.68548904949475,0.0,0.629819080934605,0.0,0.3000342064791126,0.07014671258628262,0.0
RFR-GP-2rd-pred,PRED,4,195.72540693559802,197.78532131093104,0.0,0.4598666661957702,0.0,0.19992014642060546,0.34021318738362477,0.0
RFR-GP-2rd-pred,PRED,5,131.01203113941966,193.21569010860347,0.0,0.21006775997132376,0.0,0.45002433508783557,0.33990790494084083,0.0
RFR-GP-2rd-pred,PRED,6,128.40764331210192,194.30820249359988,0.0,0.36979769383923783,0.0,0.2502907751507629,0.3799115310099966,0.0
RFR-GP-2rd-pred,PRED,7,153.82873319179052,196.99120215284867,0.0,0.4749385518910037,0.0,0.2827468472731347,0.24231460083585807,0.0
RFR-GP-2rd-pred,PRED,8,152.86624203821657,194.8582745755899,0.0,0.18978944460297642,0.0,0.360253550428691,0.4499570049683317,0.0
RFR-GP-2rd-pred,PRED,9,221.20311394196744,236.23852283719748,0.0,0.5501050144621554,0.0,0.06018156396831008,0.3098132536408657,0.07990016792866723
RFR-GP-2rd-pred,PRED,10,157.8485491861288,196.36604789739013,0.0,0.35127093436126383,0.0,0.3193809825462181,0.23922426542260788,0.09012381766990858
GP-GP-2rd-pred,PRED,1,152.9794762915782,181.86293219549907,0.0,0.6500774895758523,0.0,0.009903284052116578,0.3400192263720315,0.0
GP-GP-2rd-pred,PRED,2,177.43807501769285,227.6134741771735,0.0,0.6199326361010132,0.0,0.030074186330798912,0.34999317756818826,0.0
GP-GP-2rd-pred,PRED,3,196.4614295824487,232.3418929791522,0.0,0.6100651329642471,0.0,0.03997199321789556,0.34996287381786156,0.0
