feature,rho_age,rho_pseudotime,F_state,F_phase,dynamic_score,confound_score,trajectory_score,rank
Int_Med_pRB_ring,-0.07797778424554547,0.5801304373130722,2.478090295339916,8.331856325602962,0.6581082215586177,3.47991733560831,-0.5598628459042908,32
Int_Med_pRB_cyto,-0.07797778424554547,0.5801304373130722,2.478090295339916,8.331856325602962,0.6581082215586177,3.47991733560831,-0.5598628459042908,33
Int_MeanEdge_pp38_cell,-0.15027399494425017,0.24717889558804,0.1901545370408209,12.08696651142735,0.39745289053229016,2.7456999739025667,-0.5635421003336081,34
Int_Med_pp38_cyto,0.01195164677237723,0.20846332768279047,2.873298567541483,1.4740125471834151,0.2204149744551677,2.2599478326132463,-0.5705667669594685,35
Int_Med_pp38_ring,0.01195164677237723,0.20846332768279047,2.873298567541483,1.4740125471834151,0.2204149744551677,2.2599478326132463,-0.5705667669594685,36
Int_MeanEdge_cycA_cell,0.03378840063731623,0.2981954553169066,0.21288890035413985,10.213185888880018,0.33198385595422286,2.610095432283181,-0.5815495453448905,37
Int_MeanEdge_pp21_cell,-0.12393793844722409,0.26591835159648597,2.1189941169287763,4.188801767308905,0.38985629004371003,2.7840133485911407,-0.5845483819631891,38
Int_MeanEdge_Skp2_cell,-0.052183797555815564,0.1900381960686168,3.0981363926139838,1.6156578905936476,0.24222199362443236,2.372047981265644,-0.5879947998185431,39
Int_Med_pp27_cyto,0.02034600823852023,0.1680251939885979,0.1649096020145065,6.951990386940546,0.18837120222711812,2.2260657496374914,-0.5907518101460039,40
Int_Med_pp27_ring,0.02034600823852023,0.1680251939885979,0.1649096020145065,6.951990386940546,0.18837120222711812,2.2260657496374914,-0.5907518101460039,41
Int_Med_pS6_nuc,0.1538910972520072,-0.0971402076158815,0.026578476938735718,10.120129677450217,0.2510313048678887,2.4349883559378354,-0.6012146197103536,42
Int_Med_ERK_cell,0.08446699430615631,0.5962819535364474,0.0589666290337546,36.64078209558537,0.6807489478426038,3.685381647162281,-0.6091346286641947,43
Int_Med_p38_cell,-0.015064807256720804,0.6896779107602672,1.7554967387357845,14.89826313112663,0.704742718016988,3.7798075970166116,-0.618189940938826,44
Int_MeanEdge_S6_cell,-0.14149742010444838,0.38182304356601954,0.628681099894483,15.528362704148247,0.5233204636704679,3.2928484030846126,-0.6291764774091465,45
Int_MeanEdge_PCNA_cell,-0.25977044219430495,0.21797323215235195,2.0876926934744326,6.657583160696164,0.4777436743466569,3.1631205305465118,-0.6293485113446221,46
Int_Med_p16_cyto,-0.05991985797997554,0.615755174710339,8.115183201509327,3.672847647015201,0.6756750326903146,3.7517101671978974,-0.6374235258289495,47
Int_Med_p16_ring,-0.05991985797997554,0.615755174710339,8.115183201509327,3.672847647015201,0.6756750326903146,3.7517101671978974,-0.6374235258289495,48
Int_MeanEdge_RSK1_cell,-0.10157582083547603,0.18687105950598523,1.7405307872519142,4.215111456080007,0.28844688034146126,2.6597120800495104,-0.6424523476758673,49
Int_Med_pSTAT3_cyto,-0.0590357736561028,0.12144032571492623,1.4015136254577216,3.3935325146848885,0.18047609937102904,2.356232792394859,-0.6442053779671716,50
Int_Med_pSTAT3_ring,-0.0590357736561028,0.12144032571492623,1.4015136254577216,3.3935325146848885,0.18047609937102904,2.356232792394859,-0.6442053779671716,51
Int_Med_pERK_nuc,-0.05677977697738273,-0.2576495311976937,3.0613312784340976,2.847810050774686,0.3144293081750764,2.7490149894387397,-0.6477259381284824,52
Int_Med_RB_cyto,-0.07580263457210897,0.6511081311071728,9.058167230260729,4.167705591362045,0.7269107656792818,3.950813761445274,-0.655874050826564,53
Int_Med_RB_ring,-0.07580263457210897,0.6511081311071728,9.058167230260729,4.167705591362045,0.7269107656792818,3.950813761445274,-0.655874050826564,54
Int_MeanEdge_CDK4_cell,-0.025407566050300624,0.35647227913979873,6.370357892345323,1.6877442334759156,0.3818798451900994,2.986168532617455,-0.66327914122601,55
Int_Med_pp27_cell,0.061198213968419166,0.2264230391993887,0.014387756166405643,14.460232344721842,0.28762125316780784,2.7525563064150615,-0.6757734540774636,56
Int_Med_ERK_cyto,0.07848939123929342,0.5938532170157276,0.5485535936413882,29.54120170983457,0.672342608255021,3.856397977602537,-0.6773966839058669,57
Int_Med_ERK_ring,0.07848939123929342,0.5938532170157276,0.5485535936413882,29.54120170983457,0.672342608255021,3.856397977602537,-0.6773966839058669,58
Int_Med_RB_cell,-0.06324483684459589,0.6580001242929724,10.286098723108115,3.8402098235555786,0.7212449611375683,4.000529838667575,-0.6789404823960828,59
Int_Med_pp53_ring,-0.019313854239664852,0.2391320993787984,2.923562434396573,2.75518589890974,0.25844595361846323,2.6901378164166725,-0.6831022821273721,60
Int_Med_pp53_cyto,-0.019313854239664852,0.2391320993787984,2.923562434396573,2.75518589890974,0.25844595361846323,2.6901378164166725,-0.6831022821273721,61
Int_Med_pp53_cell,0.014484472811277701,0.31739964334845633,3.239693874158038,3.37675152590753,0.331884116159734,2.920797855616581,-0.6903951333060693,62
Int_Med_p16_cell,-0.04706970134742349,0.6436234858484678,8.177420550857958,4.74471743807905,0.6906931871958913,3.96502690552202,-0.6970662297368156,63
Int_MeanEdge_DNA_cell,-0.19907460787389275,0.08699259958918068,0.3059812483230296,11.792713586320454,0.28606720746307346,2.8158304304243615,-0.699473443185453,64
Int_Med_YAP_cell,0.025633598053227194,0.5681813920136565,2.7732720823625043,9.787220897659479,0.5938149900668837,3.7063047347059506,-0.703391667080199,65
Int_MeanEdge_Fra1_cell,-0.23031404301665187,0.09537194265549417,0.168073034597215,15.663611893744292,0.325685985672146,2.968582825657737,-0.7133180033080618,66
Int_Med_pH2AX_cell,0.0657626283914205,0.3688950305884753,3.4323625299135423,5.219736042324776,0.4346576589798958,3.316660213290717,-0.7261734156718549,67
Int_Med_BP1_nuc,0.2680758638404665,0.29162483824056856,0.005740024792749616,42.783514792251786,0.5597007020810351,3.784980985550424,-0.7650426428616132,68
Int_MeanEdge_cJun_cell,-0.21672360168731614,0.4142409871410264,5.228637965548531,7.990527056150097,0.6309645888283426,4.025329157485345,-0.7779006162915281,69
Int_Med_pp38_cell,0.04607951551245458,0.2824396912907516,4.336894445696196,3.5503991310579113,0.3285192068032062,3.189858869548738,-0.787931397538852,70
Int_Med_cJun_cell,-0.07105082382683355,0.5618542675831701,7.568813437388846,5.768866972696389,0.6329050914100037,4.060462980545955,-0.7882569517810804,71
Int_Med_p38_cyto,-0.036855516536157346,0.6716636354981967,4.281891951981125,12.69254581896893,0.7085191520343541,4.281135941726554,-0.7898784275699398,72
Int_Med_p38_ring,-0.036855516536157346,0.6716636354981967,4.281891951981125,12.69254581896893,0.7085191520343541,4.281135941726554,-0.7898784275699398,73
Int_MeanEdge_STAT3_cell,-0.0901483593492867,0.2997135050696495,4.809818441245556,4.189073520257742,0.3898618644189362,3.4061044897883477,-0.8022747070069853,74
Int_Med_YAP_ring,0.017320961051890734,0.548424349361726,5.117813843256767,7.574753591345401,0.5657453104136168,3.9600270744895454,-0.8202641656577241,75
Int_Med_YAP_cyto,0.017320961051890734,0.548424349361726,5.117813843256767,7.574753591345401,0.5657453104136168,3.9600270744895454,-0.8202641656577241,76
Int_Med_Fra1_cell,-0.11327101455998687,0.34838802573914757,2.132713443970779,11.777201328824932,0.4616590402991344,3.6895619806180004,-0.8296876529171656,77
Int_MeanEdge_RB_cell,-0.15739859654985608,0.21084714273274982,4.054139366902026,5.120347317251929,0.3682457392826059,3.431826430249017,-0.8328935113045499,78
Int_Med_CDK4_cyto,0.08634106449394835,0.34898275268184503,1.4955727435191324,14.325866419560718,0.4353238171757934,3.644060275954068,-0.8400972794081303,79
Int_Med_CDK4_ring,0.08634106449394835,0.34898275268184503,1.4955727435191324,14.325866419560718,0.4353238171757934,3.644060275954068,-0.8400972794081303,80
Int_Med_S6_nuc,0.07103784385741135,-0.2235013087323352,11.917623366511778,1.040317644426279,0.29453915258974656,3.27169803526018,-0.8505551597513163,81
Int_Med_STAT3_cell,-0.056873499520277905,0.46790103022202323,6.059551172835838,6.232560197330641,0.5247745297423011,3.932974557235587,-0.8517665652901544,82
Int_Med_pRSK_nuc,0.118745420387973,0.2956086888426789,2.471120151965417,9.82116055024033,0.41435410923065186,3.6259808796242714,-0.8547391986378431,83
Int_MeanEdge_Cdh1_cell,-0.1571476446738223,0.325712424582594,1.6038514247255158,16.611910730620327,0.4828600692564163,3.8255670853742405,-0.8560884106245679,84
Int_Med_BP1_cell,-0.04571271175415493,0.47101946490885355,6.082203196406145,6.276558397860778,0.5167321766630085,3.9422430481120454,-0.8630528901762072,85
Int_Med_STAT3_nuc,0.11089699144424732,0.20118119720837918,2.0455779159064895,8.503979096328315,0.3120781886526265,3.3654012380702585,-0.8658122446719638,86
Int_Med_AKT_nuc,0.16672144984083065,0.17208185866790113,0.16303151668522853,27.07027898496235,0.33880330850873175,3.485741301866537,-0.8812061471445561,87
Int_MeanEdge_p14ARF_cell,-0.12968895943101802,-0.1685008163000886,3.2799158674350433,5.828654354137403,0.2981897757311066,3.375060986538852,-0.8830815695574915,88
Int_Med_pp21_cell,0.0350453150133394,0.44291207642816804,1.734303472807601,17.422064572318252,0.47795739144150745,3.9194258394396786,-0.89384165236238,89
Int_MeanEdge_E2F1_cell,-0.011847915902740426,0.013081618564681603,6.26473526449082,0.9193214701509843,0.024929534467422028,2.6350035791242705,-0.8973217182260725,90
Int_Med_Cdh1_cell,-0.07070545787489889,0.38953659443623284,0.13805938981805332,42.65472358552502,0.46024205231113174,3.905636013680269,-0.9067305524769622,91
Int_Med_CDK4_cell,0.09828133808582998,0.39257213647604233,2.0050765147814396,17.5773910771262,0.49085347456187234,4.022248338023952,-0.9169334437465108,92
Int_Med_E2F1_cyto,0.028438183784505227,0.07804174398824924,10.282493279382065,0.7144178067797452,0.10647992777275447,2.9623258087704327,-0.9303341052968969,93
Int_Med_E2F1_ring,0.028438183784505227,0.07804174398824924,10.282493279382065,0.7144178067797452,0.10647992777275447,2.9623258087704327,-0.9303341052968969,94
Int_MeanEdge_GSK3b_cell,-0.14003489423084062,0.42133777469267686,8.587604022988897,6.410366612277698,0.5613726689235174,4.263350929915193,-0.9308001565468,95
Int_Med_BP1_ring,-0.06471022969012238,0.44028713397360913,6.101084608332371,7.856764958755866,0.5049973636637315,4.14142910324998,-0.9445028224737613,96
Int_Med_BP1_cyto,-0.06471022969012238,0.44028713397360913,6.101084608332371,7.856764958755866,0.5049973636637315,4.14142910324998,-0.9445028224737613,97
Int_Med_Cdh1_cyto,-0.0944384466312921,0.3240003540332068,0.15927115988626092,41.462209537327645,0.4184388006644989,3.896405990217463,-0.9453032959116131,98
Int_Med_Cdh1_ring,-0.0944384466312921,0.3240003540332068,0.15927115988626092,41.462209537327645,0.4184388006644989,3.896405990217463,-0.9453032959116131,99
Int_Med_E2F1_cell,0.04396401281832011,0.11088447837125932,12.230299637507482,0.8351779641252719,0.15484849118957944,3.189651086186577,-0.9615293889757225,100
Int_Med_GSK3b_cell,0.002208635052129933,0.5248621295508481,5.087339587603772,10.697959598436206,0.5270707646029781,4.2656255702485755,-0.9658981849840232,101
Int_Med_STAT3_cyto,-0.07173629666069929,0.444914750675276,7.005898038349624,7.666602886267547,0.5166510473359753,4.239655414884197,-0.9672283478734935,102
Int_Med_STAT3_ring,-0.07173629666069929,0.444914750675276,7.005898038349624,7.666602886267547,0.5166510473359753,4.239655414884197,-0.9672283478734935,103
Int_Med_Bcl2_nuc,0.06187786949951481,0.332652470910881,0.017904871567267982,47.73630821122983,0.3945303404103958,3.904170768154912,-0.9719294284438232,104
Int_MeanEdge_p53_cell,-0.1401330627363786,0.3711753401597773,6.564864960892854,8.536213499539416,0.5113084028961559,4.2786109954374805,-0.9862054455069622,105
Int_MeanEdge_cycD1_cell,-0.0728479788376462,0.1871375707098685,0.16206874769844173,31.071264920293984,0.2599855495475147,3.6181622753373084,-1.006371246820543,106
Int_Med_Bcl2_cell,-0.0168932715547858,0.6082961431206787,13.088430190924667,6.641570222213075,0.6251894146754645,4.678957015238857,-1.0124455406581352,107
Int_Med_p27_ring,-0.025685647733713974,0.3092753375231959,0.170349442131306,39.667026598101366,0.33496098525690987,3.8627199795043694,-1.0169910075696191,108
Int_Med_p27_cyto,-0.025685647733713974,0.3092753375231959,0.170349442131306,39.667026598101366,0.33496098525690987,3.8627199795043694,-1.0169910075696191,109
Int_Med_pRSK_cell,-0.001206207317802089,0.4668111797327171,10.774367158683333,4.945193175099188,0.46801738705051915,4.2485079172964015,-1.0189603840032213,110
Int_MeanEdge_BP1_cell,-0.08976532499241018,0.3103970874123315,7.109042222522584,6.612668136228712,0.4001624124047417,4.122793482473579,-1.0428153064610108,111
Int_Med_GSK3b_cyto,-0.02171518649091654,0.479664237146907,9.32947221356073,7.2445268055784515,0.5013794236378235,4.444550751919947,-1.054213339534158,112
Int_Med_GSK3b_ring,-0.02171518649091654,0.479664237146907,9.32947221356073,7.2445268055784515,0.5013794236378235,4.444550751919947,-1.054213339534158,113
Int_Med_p38_nuc,0.20726432061059424,0.06322945524575618,0.15693436662541835,37.47272743996775,0.2704937758563504,3.7957233314915833,-1.0580093901657037,114
Int_MeanEdge_pp27_cell,-0.09699049977798928,0.14729317807035008,5.823605226819364,5.208754706958278,0.24428367784833938,3.7463483033714313,-1.0669382283316615,115
Int_Med_p53_nuc,0.29796223528395205,0.1387349034715781,0.26256086541324675,58.984982046244504,0.4366971387555302,4.327236322896378,-1.0778355742582022,116
Int_Med_pp27_nuc,0.18297683057954195,-0.006988266501575672,1.4538540721270046,14.273674528225033,0.1899650970811176,3.623790606572631,-1.0783616152193032,117
Int_Med_pp21_ring,-0.01572091851764839,0.34543347377292666,5.404211149129399,8.894660599070257,0.36115439229057505,4.148951044255948,-1.0909784731990064,118
Int_Med_pp21_cyto,-0.01572091851764839,0.34543347377292666,5.404211149129399,8.894660599070257,0.36115439229057505,4.148951044255948,-1.0909784731990064,119
Int_Med_pRSK_cyto,-0.004077172202488541,0.44089924020606835,11.13353793155168,5.646595478953324,0.4449764124085569,4.3900781138433,-1.091550927436598,120
Int_Med_pRSK_ring,-0.004077172202488541,0.44089924020606835,11.13353793155168,5.646595478953324,0.4449764124085569,4.3900781138433,-1.091550927436598,121
Int_MeanEdge_bCat_cell,-0.12662570985310673,0.16377747883051333,3.6865231551608044,10.139123287448234,0.29040318868362003,3.955154507905116,-1.0939008890831705,122
Int_Med_GSK3b_nuc,0.31112700357368656,0.03275514824264071,0.2894919822726234,46.930475103532665,0.34388215181632725,4.123999854185756,-1.0995177971486874,123
Int_Med_p21_cyto,-0.04899299173364124,0.31075622484775745,1.9982811758681622,20.941696930480038,0.3597492165813987,4.186427979095589,-1.1055005761020573,124
Int_Med_p21_ring,-0.04899299173364124,0.31075622484775745,1.9982811758681622,20.941696930480038,0.3597492165813987,4.186427979095589,-1.1055005761020573,125
Int_MeanEdge_p27_cell,-0.17931421544369522,0.1611540711191736,1.992247656143081,20.897442059559463,0.3404682865628688,4.1823946585291845,-1.1233698439223456,126
Int_Med_CDK6_cell,-0.024208970597518368,0.4775004403630711,18.95435396866421,4.402431974638369,0.5017094109605895,4.680296581427244,-1.136394392538946,127
Int_Med_S6_cyto,0.07586815438434266,0.46696582000882597,4.858546928650608,20.098449637858682,0.5428339743931686,4.817101169350301,-1.1431514348794365,128
Int_Med_S6_ring,0.07586815438434266,0.46696582000882597,4.858546928650608,20.098449637858682,0.5428339743931686,4.817101169350301,-1.1431514348794365,129
Int_MeanEdge_pS6_cell,-0.09196464653274017,0.43154294695900647,5.740675823798644,16.432024945348775,0.5235075934917466,4.7664692191410145,-1.1447566332076085,130
Int_Med_Bcl2_cyto,-0.023220854545899543,0.5815941161954923,15.413517810034044,8.081658879192327,0.6048149707413918,5.004362123899156,-1.1467117726233127,131
Int_Med_Bcl2_ring,-0.023220854545899543,0.5815941161954923,15.413517810034044,8.081658879192327,0.6048149707413918,5.004362123899156,-1.1467117726233127,132
Int_Med_pGSK3b_cell,-0.0889384021762424,0.4465091148344506,10.70104456907193,9.549084199021092,0.535447517010693,4.815717167600643,-1.150053491649532,133
Int_Med_p27_cell,-0.024158415798324062,0.3434058613321616,2.540847760565699,20.670512838562743,0.3675642771304857,4.340318659960089,-1.1515472538555453,134
Int_MeanEdge_p21_cell,-0.10938292525994235,0.2315660622516692,6.500806605559219,9.56712607887382,0.34094898751161157,4.372758430933304,-1.1895164633150448,135
Int_Med_p21_cell,-0.037143232133353896,0.3426890621522028,3.645721093882224,19.650495640739347,0.3798322942855567,4.563685922187875,-1.2174577784801994,136
Int_MeanEdge_ERK_cell,-0.09640514762218497,0.5550022403262923,10.727748558638405,16.776512543731418,0.6514073879484773,5.33983577145762,-1.2175351320616898,137
Int_MeanEdge_pGSK3b_cell,-0.18913191256818476,0.4907386778854212,9.734061564759395,20.44105086345155,0.679870590453606,5.438729358384067,-1.2236846849808172,138
Int_MeanEdge_p38_cell,-0.15884155318255996,0.5703816321015155,12.884912499372412,19.76184077496277,0.7292231852840755,5.663919542610209,-1.2531486546294976,139
Int_MeanEdge_cMyc_cell,-0.11962012879982781,0.11770635942097207,3.3508112305879845,15.571509397088427,0.23732648822079988,4.27804723695354,-1.259990044712939,140
Int_Med_pS6_cell,0.13543170062563092,0.46080686413911126,1.3815477901890778,84.44382209044595,0.5962385647647421,5.315609716737372,-1.264224836093338,141
Int_Med_cMyc_cell,0.0445129865216665,0.2683927637193227,3.1601333124805695,21.066975203487633,0.3129057502409892,4.519629276237335,-1.268964496442078,142
Int_Med_pS6_ring,0.10846889436826473,0.4714979391501346,1.4199130301677865,81.06659379139829,0.5799668335183994,5.291262638656632,-1.2719750900114217,143
Int_Med_pS6_cyto,0.10846889436826473,0.4714979391501346,1.4199130301677865,81.06659379139829,0.5799668335183994,5.291262638656632,-1.2719750900114217,144
Int_Med_S6_cell,0.09848727986970829,0.47018599922929155,6.288332341134969,25.40977207585608,0.5686732790989999,5.260008856112137,-1.2723298205402478,145
Int_Med_Fra1_cyto,-0.14575576650308933,0.31329594104742736,2.6982112961646787,39.557517686803074,0.4590517075505167,5.010570425683905,-1.29464794143885,146
Int_Med_Fra1_ring,-0.14575576650308933,0.31329594104742736,2.6982112961646787,39.557517686803074,0.4590517075505167,5.010570425683905,-1.29464794143885,147
Int_Med_pGSK3b_nuc,0.17471514653448733,0.06267778588107131,2.808893529251973,20.791587164855482,0.23739293241555864,4.418862720134629,-1.3092090196315616,148
Int_MeanEdge_cycE_cell,-0.06677828053949578,-0.03201946189505356,11.941927552447757,3.4092907376321064,0.09879774243454933,4.044186084810926,-1.3166673872492747,149
Int_MeanEdge_Bcl2_cell,-0.10733214947020463,0.5456091358717182,21.85124576839395,11.354880491200165,0.6529412853419229,5.643056801742685,-1.3221285952680168,150
Int_MeanEdge_cFos_cell,-0.02744291432543554,-0.15162718558695903,11.063515561926469,5.134992407699296,0.1790700999123946,4.304194495406765,-1.327397973479973,151
Int_Med_CDK6_cyto,-0.0484252437261092,0.423795195639,22.66684335446499,6.684908686973727,0.47222043936510916,5.203333548965627,-1.3489463027728603,152
Int_Med_CDK6_ring,-0.0484252437261092,0.423795195639,22.66684335446499,6.684908686973727,0.47222043936510916,5.203333548965627,-1.3489463027728603,153
Int_MeanEdge_YAP_cell,-0.12364819655305123,0.5661442231262267,21.332735745879116,14.318548925688678,0.689792419679278,5.835118014899764,-1.352498885535639,154
Int_Med_pp65_cell,0.051860092169872266,0.23839572441227655,3.767911267297588,23.159067501710364,0.29025581658214883,4.746568095081461,-1.3710430166963623,155
Int_Med_pAKT_cell,-0.24059667631057924,-0.22008644119126541,6.335560802866871,25.726859568353028,0.46068311750184465,5.278402900508161,-1.3867578976760115,156
Int_Med_cycE_ring,-0.007390527993064244,-0.04617490910784943,18.11704264615411,3.0657783742482567,0.053565437100913674,4.353185428991134,-1.470049463045983,157
Int_Med_cycE_cyto,-0.007390527993064244,-0.04617490910784943,18.11704264615411,3.0657783742482567,0.053565437100913674,4.353185428991134,-1.470049463045983,158
Int_Med_pGSK3b_ring,-0.1159699814494251,0.39644989157617894,16.209269138937678,15.840887390889192,0.512419873025604,5.669257844936512,-1.471820372702175,159
Int_Med_pGSK3b_cyto,-0.1159699814494251,0.39644989157617894,16.209269138937678,15.840887390889192,0.512419873025604,5.669257844936512,-1.471820372702175,160
Int_Med_Cdt1_nuc,-0.5046733847071078,-0.1690267415647512,0.1649589684275116,408.2070658131266,0.6737001262718589,6.16690716747492,-1.4847173823443631,161
Int_Med_AKT_cell,-0.07227270445232711,0.5706330622386891,25.140919760018516,16.20314605394579,0.6429057666910163,6.108594170706252,-1.4951021930561716,162
Int_Med_cycE_cell,-0.002652896986770219,0.013887932187094443,16.35787314493277,3.6276261828723078,0.016540829173864662,4.3860902201713206,-1.5185907478860974,163
Int_Med_Skp2_cell,0.11302957756603871,0.286510492856154,18.09101405079741,11.608423195396549,0.3995400704221927,5.483582853979833,-1.5197139284707486,164
Int_Med_pERK_cell,-0.10596157112035923,0.1374343628667223,13.746931259093165,9.788283077192375,0.24339593398708154,5.069495655849335,-1.5309275455601856,165
Int_Med_pAKT_cyto,-0.24997320120585825,-0.22962658041344705,8.830501496367367,30.830919501844175,0.4795997816193053,5.74592807855856,-1.5314750458761908,166
Int_Med_pAKT_ring,-0.24997320120585825,-0.22962658041344705,8.830501496367367,30.830919501844175,0.4795997816193053,5.74592807855856,-1.5314750458761908,167
Int_Med_YAP_nuc,0.13119370681931283,-0.2988801555025452,16.602814580342226,15.222267284379436,0.43007386232185807,5.654443630768469,-1.548981408447106,168
Int_MeanEdge_AKT_cell,-0.18263115063609164,0.5620694979832613,25.874753981815093,25.81213269743758,0.744700648619353,6.5800418299052446,-1.5583139918474822,169
Int_Med_p14ARF_cyto,-0.10633435157098928,-0.17082549429888236,18.558837855238703,10.016277955797133,0.27715984586987163,5.372801241603479,-1.603320588691346,170
Int_Med_p14ARF_ring,-0.10633435157098928,-0.17082549429888236,18.558837855238703,10.016277955797133,0.27715984586987163,5.372801241603479,-1.603320588691346,171
Int_Med_cMyc_cyto,0.03383750528771295,0.23340760859049892,5.852944408778167,29.867176096167256,0.26724511387821187,5.354371757659943,-1.606785001302768,172
Int_Med_cMyc_ring,0.03383750528771295,0.23340760859049892,5.852944408778167,29.867176096167256,0.26724511387821187,5.354371757659943,-1.606785001302768,173
Int_Med_ERK_nuc,-0.042191771674500625,-0.04424697881199658,6.705242495544508,15.55717286918681,0.08643875048649721,4.84872035469099,-1.6106133736553492,174
Int_Med_pp65_ring,0.04625381596583965,0.15789101401405226,6.517912530087092,23.093983569468406,0.20414482997989192,5.199250675252459,-1.6155929063584686,175
