alignment_source,fpr,tpr,threshold
Nanopolish,0.014084507042253521,0.4482421875,0.635415846482742
Nanopolish,0.014084507042253521,0.4541015625,0.6339701952195027
Nanopolish,0.014587525150905433,0.4541015625,0.6336617157240594
Nanopolish,0.014587525150905433,0.4560546875,0.6333350111120626
Nanopolish,0.015090543259557344,0.4560546875,0.6322958038399971
Nanopolish,0.015090543259557344,0.4609375,0.62916499375502
Nanopolish,0.01609657947686117,0.4609375,0.6282959394938359
Nanopolish,0.01609657947686117,0.462890625,0.6275988886417934
Nanopolish,0.01659959758551308,0.462890625,0.6258049760748277
Nanopolish,0.01659959758551308,0.46484375,0.6245728575691745
Nanopolish,0.016851106639839034,0.46484375,0.6243950357361318
Nanopolish,0.016851106639839034,0.466796875,0.623994161535002
Nanopolish,0.01710261569416499,0.466796875,0.6239497368156706
Nanopolish,0.01710261569416499,0.4677734375,0.623932928577713
Nanopolish,0.017354124748490945,0.4677734375,0.6238561085495657
Nanopolish,0.017354124748490945,0.4736328125,0.6215857768152844
Nanopolish,0.017857142857142856,0.4736328125,0.6215513692933398
Nanopolish,0.017857142857142856,0.474609375,0.6211144497711912
Nanopolish,0.018108651911468814,0.474609375,0.62109482526254
Nanopolish,0.018108651911468814,0.4755859375,0.6209056184455449
Nanopolish,0.018360160965794767,0.4755859375,0.6206505819088918
Nanopolish,0.018360160965794767,0.4775390625,0.6203827446831401
Nanopolish,0.018611670020120725,0.4775390625,0.6203453634576706
Nanopolish,0.018611670020120725,0.478515625,0.6199514165195876
Nanopolish,0.01886317907444668,0.478515625,0.6193717566434679
Nanopolish,0.01886317907444668,0.48046875,0.6188318752164871
Nanopolish,0.019114688128772636,0.48046875,0.6187732249518803
Nanopolish,0.019114688128772636,0.4814453125,0.6182017495433364
Nanopolish,0.01936619718309859,0.4814453125,0.61815042192009
Nanopolish,0.01936619718309859,0.482421875,0.6179381134120829
Nanopolish,0.019617706237424547,0.482421875,0.6178471410448667
Nanopolish,0.019617706237424547,0.4951171875,0.6141057548192751
Nanopolish,0.0198692152917505,0.4951171875,0.6139224215728517
Nanopolish,0.0198692152917505,0.49609375,0.6136060406077742
Nanopolish,0.02012072434607646,0.49609375,0.6132705779620813
Nanopolish,0.02012072434607646,0.5,0.6122438844496405
Nanopolish,0.020372233400402416,0.5,0.6122114113243352
Nanopolish,0.020372233400402416,0.501953125,0.6121057908237152
Nanopolish,0.02062374245472837,0.501953125,0.6117670754364043
Nanopolish,0.02062374245472837,0.50390625,0.6107556367743282
Nanopolish,0.02112676056338028,0.50390625,0.6096984513602994
Nanopolish,0.02112676056338028,0.5068359375,0.6084377034115916
Nanopolish,0.021629778672032193,0.5068359375,0.6081339046717634
Nanopolish,0.021629778672032193,0.5126953125,0.6063257774226091
Nanopolish,0.02188128772635815,0.5126953125,0.6056719712528398
Nanopolish,0.02188128772635815,0.5146484375,0.605256093903829
Nanopolish,0.022132796780684104,0.5146484375,0.605246329873234
Nanopolish,0.022132796780684104,0.515625,0.6052377109461797
Nanopolish,0.023390342052313884,0.515625,0.6031782336056477
Nanopolish,0.023390342052313884,0.5166015625,0.6031426003392795
Nanopolish,0.023641851106639838,0.5166015625,0.6029626743019175
Nanopolish,0.023641851106639838,0.51953125,0.6016146893003844
Nanopolish,0.023893360160965795,0.51953125,0.6002356024539887
Nanopolish,0.023893360160965795,0.5224609375,0.5996259631080878
Nanopolish,0.02414486921529175,0.5224609375,0.5993320929868682
Nanopolish,0.02414486921529175,0.52734375,0.5975820656269801
Nanopolish,0.024396378269617706,0.52734375,0.597535175256513
Nanopolish,0.024396378269617706,0.53125,0.5951182481727995
Nanopolish,0.02464788732394366,0.53125,0.5948339200182908
Nanopolish,0.02464788732394366,0.5322265625,0.5945932252722502
Nanopolish,0.025150905432595575,0.5322265625,0.5938226796057284
Nanopolish,0.025150905432595575,0.533203125,0.5936038015956463
Nanopolish,0.025653923541247486,0.533203125,0.5928297068098449
Nanopolish,0.025653923541247486,0.5341796875,0.5927200786574818
Nanopolish,0.02590543259557344,0.5341796875,0.5927162390944897
Nanopolish,0.02590543259557344,0.53515625,0.5926368068687072
Nanopolish,0.02665995975855131,0.53515625,0.5916985284599379
Nanopolish,0.02665995975855131,0.5361328125,0.5916401318238649
Nanopolish,0.026911468812877263,0.5361328125,0.5915031208870261
Nanopolish,0.026911468812877263,0.5380859375,0.5913575519529544
Nanopolish,0.02716297786720322,0.5380859375,0.5907364838000595
Nanopolish,0.02716297786720322,0.541015625,0.5897847522792055
Nanopolish,0.027414486921529174,0.541015625,0.589067222751785
Nanopolish,0.027414486921529174,0.544921875,0.5871572408013026
Nanopolish,0.02766599597585513,0.544921875,0.5871086421950011
Nanopolish,0.02766599597585513,0.546875,0.5867323019702014
Nanopolish,0.028169014084507043,0.546875,0.5864228204247164
Nanopolish,0.028169014084507043,0.55078125,0.5848414167784016
Nanopolish,0.028420523138832997,0.55078125,0.5847382282928495
Nanopolish,0.028420523138832997,0.5546875,0.5834503417852195
Nanopolish,0.029175050301810865,0.5546875,0.5824641825966668
Nanopolish,0.029175050301810865,0.5556640625,0.5821718516516743
Nanopolish,0.029678068410462777,0.5556640625,0.5815861476465953
Nanopolish,0.029678068410462777,0.5576171875,0.5810077405598325
Nanopolish,0.030181086519114688,0.5576171875,0.5800810031144334
Nanopolish,0.030181086519114688,0.55859375,0.5799058106147293
Nanopolish,0.030432595573440645,0.55859375,0.5796292183525604
Nanopolish,0.030432595573440645,0.5615234375,0.5790195582448893
Nanopolish,0.030935613682092557,0.5615234375,0.5780582431255417
Nanopolish,0.030935613682092557,0.5634765625,0.576552417530798
Nanopolish,0.03169014084507042,0.5634765625,0.5760844865436578
Nanopolish,0.03169014084507042,0.564453125,0.5758662667389178
Nanopolish,0.03194164989939638,0.564453125,0.5757621978421995
Nanopolish,0.03194164989939638,0.5654296875,0.5753190793303672
Nanopolish,0.03219315895372234,0.5654296875,0.5749395724601105
Nanopolish,0.03219315895372234,0.56640625,0.5747120029061275
Nanopolish,0.03244466800804829,0.56640625,0.5745262608345187
Nanopolish,0.03244466800804829,0.5732421875,0.5720384231756321
Nanopolish,0.03370221327967807,0.5732421875,0.5704471486574261
Nanopolish,0.03370221327967807,0.5751953125,0.5702897953379694
Nanopolish,0.033953722334004025,0.5751953125,0.5696782693097436
Nanopolish,0.033953722334004025,0.5771484375,0.5694617529718421
Nanopolish,0.03420523138832998,0.5771484375,0.5694278991421391
Nanopolish,0.03420523138832998,0.578125,0.5693097806529395
Nanopolish,0.03445674044265593,0.578125,0.5687548462310352
Nanopolish,0.03445674044265593,0.5791015625,0.5686402258937053
Nanopolish,0.03495975855130785,0.5791015625,0.5685281569924925
Nanopolish,0.03495975855130785,0.5849609375,0.5669415724782244
Nanopolish,0.035211267605633804,0.5849609375,0.5667876045874156
Nanopolish,0.035211267605633804,0.587890625,0.5652185225542949
Nanopolish,0.03546277665995976,0.587890625,0.5651776676016821
Nanopolish,0.03546277665995976,0.5908203125,0.5638591345381043
Nanopolish,0.03571428571428571,0.5908203125,0.5633545113168968
Nanopolish,0.03571428571428571,0.591796875,0.5632165540166305
Nanopolish,0.03772635814889336,0.591796875,0.5607572181381058
Nanopolish,0.03772635814889336,0.595703125,0.5596283602663037
Nanopolish,0.037977867203219315,0.595703125,0.5586288398316243
Nanopolish,0.037977867203219315,0.5966796875,0.5578602059149347
Nanopolish,0.03848088531187123,0.5966796875,0.5577074752101563
Nanopolish,0.03848088531187123,0.5986328125,0.5571876908891221
Nanopolish,0.03873239436619718,0.5986328125,0.5571717323122154
Nanopolish,0.03873239436619718,0.599609375,0.5562338229387036
Nanopolish,0.039738430583501,0.599609375,0.5549542619170145
Nanopolish,0.039738430583501,0.6005859375,0.5548533415099243
Nanopolish,0.04099597585513078,0.6005859375,0.5538575573140405
Nanopolish,0.04099597585513078,0.6025390625,0.5538244115235762
Nanopolish,0.041750503018108655,0.6025390625,0.552804016910269
Nanopolish,0.041750503018108655,0.603515625,0.5521332167261258
Nanopolish,0.04275653923541248,0.603515625,0.5511788130382066
Nanopolish,0.04275653923541248,0.6044921875,0.5506237981508213
Nanopolish,0.04300804828973843,0.6044921875,0.5506117872396197
Nanopolish,0.04300804828973843,0.60546875,0.5503849412292786
Nanopolish,0.04351106639839034,0.60546875,0.550142246044967
Nanopolish,0.04351106639839034,0.6064453125,0.5498261730950303
Nanopolish,0.0437625754527163,0.6064453125,0.549824561434316
Nanopolish,0.0437625754527163,0.607421875,0.5497301525635411
Nanopolish,0.04426559356136821,0.607421875,0.5496868756034358
Nanopolish,0.04426559356136821,0.6083984375,0.5493990429328426
Nanopolish,0.044517102615694165,0.6083984375,0.5488180298459696
Nanopolish,0.044517102615694165,0.609375,0.548767249294828
Nanopolish,0.04476861167002012,0.609375,0.5487180130367952
Nanopolish,0.04476861167002012,0.6103515625,0.5478880136185136
Nanopolish,0.04552313883299799,0.6103515625,0.5470558007051152
Nanopolish,0.04552313883299799,0.615234375,0.5463061156522073
Nanopolish,0.045774647887323945,0.615234375,0.5461981855089089
Nanopolish,0.045774647887323945,0.6181640625,0.5451392683116925
Nanopolish,0.04627766599597585,0.6181640625,0.5444821228713507
Nanopolish,0.04627766599597585,0.619140625,0.5444047073015316
Nanopolish,0.04652917505030181,0.619140625,0.5438236090447139
Nanopolish,0.04652917505030181,0.62109375,0.5435062061272715
Nanopolish,0.04678068410462777,0.62109375,0.5430988884663182
Nanopolish,0.04678068410462777,0.6220703125,0.5429070680338428
Nanopolish,0.04753521126760563,0.6220703125,0.5421099090135795
Nanopolish,0.04753521126760563,0.623046875,0.5418912271324348
Nanopolish,0.04778672032193159,0.623046875,0.541846179081063
Nanopolish,0.04778672032193159,0.6259765625,0.54083022324355
Nanopolish,0.04803822937625755,0.6259765625,0.540744572470558
Nanopolish,0.04803822937625755,0.626953125,0.539967488619736
Nanopolish,0.0482897384305835,0.626953125,0.5393958500695322
Nanopolish,0.0482897384305835,0.62890625,0.5391213502115152
Nanopolish,0.04904426559356137,0.62890625,0.5384350507433406
Nanopolish,0.04904426559356137,0.6298828125,0.5381872099755743
Nanopolish,0.04929577464788732,0.6298828125,0.5380333355568778
Nanopolish,0.04929577464788732,0.6328125,0.5374785066171714
Nanopolish,0.05030181086519115,0.6328125,0.5367675679162438
Nanopolish,0.05030181086519115,0.6357421875,0.5358033029264722
Nanopolish,0.05080482897384306,0.6357421875,0.5353066328708102
Nanopolish,0.05080482897384306,0.63671875,0.5349700972721856
Nanopolish,0.05155935613682092,0.63671875,0.533187537236286
Nanopolish,0.05155935613682092,0.6376953125,0.5329376116809978
Nanopolish,0.05181086519114688,0.6376953125,0.5323929516374585
Nanopolish,0.05181086519114688,0.638671875,0.5319034016251398
Nanopolish,0.052565392354124746,0.638671875,0.5307508191731245
Nanopolish,0.052565392354124746,0.6396484375,0.530608448987984
Nanopolish,0.0528169014084507,0.6396484375,0.5305858496005265
Nanopolish,0.0528169014084507,0.640625,0.5303837291413596
Nanopolish,0.053822937625754526,0.640625,0.5298224647479869
Nanopolish,0.053822937625754526,0.6435546875,0.5292749625859883
Nanopolish,0.055080482897384306,0.6435546875,0.5279513812831103
Nanopolish,0.055080482897384306,0.64453125,0.5278422390859179
Nanopolish,0.05558350100603622,0.64453125,0.5275227274245611
Nanopolish,0.05558350100603622,0.646484375,0.5272907347512954
Nanopolish,0.05583501006036217,0.646484375,0.5272883905686776
Nanopolish,0.05583501006036217,0.6474609375,0.5272210174465978
Nanopolish,0.056338028169014086,0.6474609375,0.5269699758976589
Nanopolish,0.056338028169014086,0.6484375,0.5268102038234218
Nanopolish,0.057847082494969816,0.6484375,0.5242071804956636
Nanopolish,0.057847082494969816,0.650390625,0.523857200289951
Nanopolish,0.058098591549295774,0.650390625,0.5235529084501416
Nanopolish,0.058098591549295774,0.6513671875,0.5232634116211345
Nanopolish,0.05835010060362173,0.6513671875,0.5232211698978468
Nanopolish,0.05835010060362173,0.65234375,0.5226861607977353
Nanopolish,0.05860160965794769,0.65234375,0.5225179114661838
Nanopolish,0.05860160965794769,0.6533203125,0.5220730443016324
Nanopolish,0.05960764587525151,0.6533203125,0.5212355870725576
Nanopolish,0.05960764587525151,0.65625,0.5202959835170523
Nanopolish,0.06111670020120724,0.65625,0.518270414861004
Nanopolish,0.06111670020120724,0.658203125,0.517974229547816
Nanopolish,0.061619718309859156,0.658203125,0.5175757014892228
Nanopolish,0.061619718309859156,0.6611328125,0.5168352987421477
Nanopolish,0.061871227364185113,0.6611328125,0.5163026797805357
Nanopolish,0.061871227364185113,0.6630859375,0.5162469099352228
Nanopolish,0.06237424547283702,0.6630859375,0.5159003369260671
Nanopolish,0.06237424547283702,0.6640625,0.5155007516004733
Nanopolish,0.06388329979879276,0.6640625,0.5139528387897176
Nanopolish,0.06388329979879276,0.666015625,0.512837251740027
Nanopolish,0.06488933601609657,0.666015625,0.5124312758063314
Nanopolish,0.06488933601609657,0.6669921875,0.5121185854113449
Nanopolish,0.06564386317907445,0.6669921875,0.5108848331983109
Nanopolish,0.06564386317907445,0.66796875,0.5108079943824063
Nanopolish,0.0658953722334004,0.66796875,0.5104089720990752
Nanopolish,0.0658953722334004,0.6689453125,0.5099762369006915
Nanopolish,0.06690140845070422,0.6689453125,0.5088037488142865
Nanopolish,0.06690140845070422,0.669921875,0.5085362885818159
Nanopolish,0.06740442655935613,0.669921875,0.5078978773271954
Nanopolish,0.06740442655935613,0.6708984375,0.5077061852329104
Nanopolish,0.06790744466800805,0.6708984375,0.5074098610313122
Nanopolish,0.06790744466800805,0.671875,0.5074012252521082
Nanopolish,0.068158953722334,0.671875,0.5072939169607922
Nanopolish,0.068158953722334,0.6728515625,0.5066940299533939
Nanopolish,0.06891348088531186,0.6728515625,0.506269084393481
Nanopolish,0.06891348088531186,0.677734375,0.5061341392627376
Nanopolish,0.06966800804828974,0.677734375,0.5059253401385357
Nanopolish,0.06966800804828974,0.6787109375,0.5051989445694451
Nanopolish,0.07067404426559357,0.6787109375,0.5048313803059911
Nanopolish,0.07067404426559357,0.6796875,0.5046702453398749
Nanopolish,0.07193158953722334,0.6796875,0.5034811354031501
Nanopolish,0.07193158953722334,0.6806640625,0.5034323858609409
Nanopolish,0.07268611670020121,0.6806640625,0.5027370302402665
Nanopolish,0.07268611670020121,0.681640625,0.5026389802891973
Nanopolish,0.07318913480885311,0.681640625,0.5019692998558078
Nanopolish,0.07318913480885311,0.6826171875,0.5017614120481376
Nanopolish,0.07344064386317907,0.6826171875,0.5017296852220071
Nanopolish,0.07344064386317907,0.6865234375,0.5010020885615674
Nanopolish,0.07394366197183098,0.6865234375,0.5008507587988376
Nanopolish,0.07394366197183098,0.6875,0.5006016424920628
Nanopolish,0.0744466800804829,0.6875,0.4999628051298713
Nanopolish,0.0744466800804829,0.6884765625,0.4999155019844063
Nanopolish,0.0767102615694165,0.6884765625,0.4983169230536889
Nanopolish,0.0767102615694165,0.689453125,0.498216419444823
Nanopolish,0.07696177062374246,0.689453125,0.4981872655085981
Nanopolish,0.07696177062374246,0.6904296875,0.4978754251054642
Nanopolish,0.07771629778672032,0.6904296875,0.4974685827523389
Nanopolish,0.07771629778672032,0.693359375,0.4968214194669875
Nanopolish,0.07796780684104627,0.693359375,0.4967883302206365
Nanopolish,0.07796780684104627,0.697265625,0.4958508371205896
Nanopolish,0.07821931589537223,0.697265625,0.4957948824001419
Nanopolish,0.07821931589537223,0.6982421875,0.4956536623405237
Nanopolish,0.07922535211267606,0.6982421875,0.4950832798493899
Nanopolish,0.07922535211267606,0.69921875,0.4950531553715492
Nanopolish,0.079476861167002,0.69921875,0.4949885269410107
Nanopolish,0.079476861167002,0.7001953125,0.4949818279993416
Nanopolish,0.07972837022132796,0.7001953125,0.4948626845202145
Nanopolish,0.07972837022132796,0.701171875,0.4947241158703295
Nanopolish,0.08023138832997988,0.701171875,0.4944486093857848
Nanopolish,0.08023138832997988,0.703125,0.4932616878243693
Nanopolish,0.08048289738430583,0.703125,0.4932303233980634
Nanopolish,0.08048289738430583,0.7041015625,0.4930412919074742
Nanopolish,0.08199195171026157,0.7041015625,0.4918112747036978
Nanopolish,0.08199195171026157,0.705078125,0.491277589104245
Nanopolish,0.08249496981891348,0.705078125,0.4908997080012127
Nanopolish,0.08249496981891348,0.7080078125,0.4904547527991533
Nanopolish,0.08274647887323944,0.7080078125,0.4901398174626901
Nanopolish,0.08274647887323944,0.708984375,0.4900619078949613
Nanopolish,0.08375251509054325,0.708984375,0.4894568898093875
Nanopolish,0.08375251509054325,0.7099609375,0.488992730334512
Nanopolish,0.08475855130784708,0.7099609375,0.4885298303232184
Nanopolish,0.08475855130784708,0.7109375,0.4884734773324027
Nanopolish,0.08677062374245473,0.7109375,0.4870535707568482
Nanopolish,0.08677062374245473,0.712890625,0.4866688765933883
Nanopolish,0.08777665995975856,0.712890625,0.4856935042453523
Nanopolish,0.08777665995975856,0.7138671875,0.4855608018926249
Nanopolish,0.08878269617706237,0.7138671875,0.4848872050211064
Nanopolish,0.08878269617706237,0.71484375,0.4846480084440736
Nanopolish,0.08953722334004025,0.71484375,0.4839646336647085
Nanopolish,0.08953722334004025,0.7158203125,0.4838453094458044
Nanopolish,0.09004024144869216,0.7158203125,0.4834611818137123
Nanopolish,0.09004024144869216,0.716796875,0.4833920632803284
Nanopolish,0.09054325955734406,0.716796875,0.4826216541698722
Nanopolish,0.09054325955734406,0.7177734375,0.4825250408924533
Nanopolish,0.09154929577464789,0.7177734375,0.4818601905212161
Nanopolish,0.09154929577464789,0.71875,0.4815300889315383
Nanopolish,0.0920523138832998,0.71875,0.4807872462610421
Nanopolish,0.0920523138832998,0.7197265625,0.4806768751100519
Nanopolish,0.09230382293762575,0.7197265625,0.4806472831085209
Nanopolish,0.09230382293762575,0.720703125,0.4805711136856918
Nanopolish,0.09456740442655935,0.720703125,0.4774041768393651
Nanopolish,0.09456740442655935,0.7216796875,0.476718344846969
Nanopolish,0.09532193158953722,0.7216796875,0.4762619914278312
Nanopolish,0.09532193158953722,0.7236328125,0.4759921676865776
Nanopolish,0.09632796780684105,0.7236328125,0.4754758555696781
Nanopolish,0.09632796780684105,0.724609375,0.4754661747348641
Nanopolish,0.09708249496981891,0.724609375,0.4754310213579183
Nanopolish,0.09708249496981891,0.7255859375,0.4753061569518973
Nanopolish,0.09733400402414487,0.7255859375,0.4752591989752566
Nanopolish,0.09733400402414487,0.7265625,0.4750343137803238
Nanopolish,0.09783702213279678,0.7265625,0.4745368676348487
Nanopolish,0.09783702213279678,0.7275390625,0.4742941188226189
Nanopolish,0.09909456740442656,0.7275390625,0.4734217983502677
Nanopolish,0.09909456740442656,0.728515625,0.4731644462947925
Nanopolish,0.09959758551307847,0.728515625,0.4728383700468562
Nanopolish,0.09959758551307847,0.7294921875,0.4728021437740237
Nanopolish,0.09984909456740443,0.7294921875,0.472646456610476
Nanopolish,0.09984909456740443,0.73046875,0.4726324418871367
Nanopolish,0.10211267605633803,0.73046875,0.4720842476615813
Nanopolish,0.10211267605633803,0.732421875,0.4719464082035169
Nanopolish,0.10462776659959759,0.732421875,0.4706861947912573
Nanopolish,0.10462776659959759,0.734375,0.4705571470357504
Nanopolish,0.1056338028169014,0.734375,0.4696911876298456
Nanopolish,0.1056338028169014,0.736328125,0.4692590812701336
Nanopolish,0.10613682092555332,0.736328125,0.4687036041120062
Nanopolish,0.10613682092555332,0.7373046875,0.468698304982761
Nanopolish,0.10638832997987928,0.7373046875,0.468658610318663
Nanopolish,0.10638832997987928,0.73828125,0.4686249503760481
Nanopolish,0.1068913480885312,0.73828125,0.4683803326970018
Nanopolish,0.1068913480885312,0.7392578125,0.4682545908845044
Nanopolish,0.10764587525150905,0.7392578125,0.4677402334925933
Nanopolish,0.10764587525150905,0.740234375,0.4676730240947642
Nanopolish,0.10789738430583501,0.740234375,0.4667591939764904
Nanopolish,0.10789738430583501,0.7421875,0.4666331350800195
Nanopolish,0.1096579476861167,0.7421875,0.4658167215550978
Nanopolish,0.1096579476861167,0.7470703125,0.4639917966160578
Nanopolish,0.11041247484909457,0.7470703125,0.4635319308321163
Nanopolish,0.11041247484909457,0.7490234375,0.4630853052265609
Nanopolish,0.11091549295774648,0.7490234375,0.4627313555029664
Nanopolish,0.11091549295774648,0.7509765625,0.4626725020579741
Nanopolish,0.11141851106639838,0.7509765625,0.4624917070733667
Nanopolish,0.11141851106639838,0.751953125,0.4624732818764835
Nanopolish,0.1119215291750503,0.751953125,0.4620247356407304
Nanopolish,0.1119215291750503,0.7529296875,0.461890534613784
Nanopolish,0.11292756539235413,0.7529296875,0.4614851859626587
Nanopolish,0.11292756539235413,0.75390625,0.4612213209761094
Nanopolish,0.11393360160965794,0.75390625,0.4602262565249232
Nanopolish,0.11393360160965794,0.755859375,0.4596733702999913
Nanopolish,0.11493963782696177,0.755859375,0.4587980267915595
Nanopolish,0.11493963782696177,0.7578125,0.4584170611647973
Nanopolish,0.11569416498993963,0.7578125,0.4582117017588823
Nanopolish,0.11569416498993963,0.7587890625,0.4579709937622166
Nanopolish,0.11594567404426559,0.7587890625,0.4578990955778323
Nanopolish,0.11594567404426559,0.759765625,0.4577351123877007
Nanopolish,0.11619718309859155,0.759765625,0.4576672321277141
Nanopolish,0.11619718309859155,0.7626953125,0.4572703604206828
Nanopolish,0.11820925553319919,0.7626953125,0.4560220376591617
Nanopolish,0.11820925553319919,0.763671875,0.4559693452762147
Nanopolish,0.11896378269617706,0.763671875,0.45470008719324
Nanopolish,0.11896378269617706,0.7646484375,0.4545607503389832
