cell_id,sum_log_p_no_response,p_no_response,p_response,rep
82,-3.170596922621791,0.04197853248746154,0.9580214675125385,0
83,-3.482896372436331,0.030718310393207885,0.9692816896067921,0
84,-3.3280732144186356,0.035862137190104185,0.9641378628098958,0
85,-3.10470207547006,0.04483787487237629,0.9551621251276237,0
86,-3.356016472004938,0.0348739037856228,0.9651260962143772,0
87,-3.20673674423767,0.040488522332283214,0.9595114776677168,0
88,-3.592710845586391,0.027523616925161743,0.9724763830748383,0
89,-3.640372867010952,0.026242557157365363,0.9737574428426347,0
90,-3.77413202663493,0.02295700806832568,0.9770429919316743,0
91,-3.8386705561058294,0.021522194884703808,0.9784778051152961,0
92,-3.871712729576974,0.020822675254928858,0.9791773247450711,0
93,-3.182119122430474,0.04149762333463022,0.9585023766653697,0
94,-3.550760712686345,0.02870279676557836,0.9712972032344216,0
95,-3.6811942643089846,0.02519286991680802,0.974807130083192,0
96,-3.8273763717092857,0.02176664837524268,0.9782333516247573,0
97,-2.5133618482655704,0.08099548648533098,0.919004513514669,0
98,-2.1444922425975586,0.11712749430017834,0.8828725056998217,0
99,-3.5146210938482434,0.029759076715351964,0.9702409232846481,0
0,-3.2481243231681645,0.038847003964692386,0.9611529960353076,1
1,-2.6075516856293643,0.07371480001523498,0.926285199984765,1
2,-2.973946650589538,0.05110123311832649,0.9488987668816735,1
3,-3.6660118871082292,0.02557827585670771,0.9744217241432923,1
4,-4.116083190056648,0.016308265887285504,0.9836917341127145,1
5,-2.838145145620836,0.058534137635347885,0.9414658623646521,1
6,-2.7514734068839757,0.06383373881324675,0.9361662611867533,1
7,-2.353738347528754,0.0950133047175936,0.9049866952824064,1
8,-3.349310480139624,0.03510855380191449,0.9648914461980855,1
9,-2.876934977582141,0.056307081085391446,0.9436929189146086,1
10,-3.0616284840767123,0.046811401493349156,0.9531885985066508,1
11,-1.7356985237413163,0.17627702358440092,0.8237229764155991,1
12,-4.425779844533897,0.011964876917729829,0.9880351230822702,1
13,-3.0309586697903144,0.04826934157849306,0.951730658421507,1
14,-3.027352782665674,0.048443709562506265,0.9515562904374937,1
15,-2.8749542462343647,0.05641872081365413,0.9435812791863458,1
16,-2.3984043972127354,0.0908628186515889,0.909137181348411,1
17,-2.937909482798347,0.05297636105274294,0.947023638947257,1
18,-2.701109538228213,0.06713098700643898,0.9328690129935611,1
19,-3.676062420739509,0.025322488089914705,0.9746775119100853,1
20,-2.6519890906155035,0.07051082106804261,0.9294891789319574,1
21,-2.3234850908656743,0.09793168934465245,0.9020683106553475,1
22,-3.097529338209062,0.0451606413439153,0.9548393586560847,1
23,-17.56786416581301,2.346245939162756e-08,0.9999999765375406,1
24,-2.9299508810142076,0.053399661017970994,0.946600338982029,1
25,-3.375957877178052,0.03418535725010094,0.965814642749899,1
26,-3.7992034423926806,0.0223885985637264,0.9776114014362736,1
27,-2.112474487799757,0.12093833543408992,0.8790616645659101,1
28,-1.800000089052565e-05,0.9999820001611086,1.7999838891391562e-05,1
29,-2.1955403363564225,0.11129840667891591,0.8887015933210841,1
30,-2.849155360000024,0.05789319914138444,0.9421068008586155,1
31,-4.011062528762696,0.01811413821517803,0.981885861784822,1
32,-2.8384849602624995,0.05851425025754471,0.9414857497424552,1
33,-2.067808438115776,0.12646262890763624,0.8735373710923637,1
34,-3.5748259872655592,0.02802030123925151,0.9719796987607485,1
35,-3.207582374001383,0.04045429850509315,0.9595457014949068,1
36,-3.555958823815919,0.028553983547166803,0.9714460164528332,1
37,-2.974616930698189,0.05106699245493949,0.9489330075450605,1
38,-2.204458621944024,0.11031022867913513,0.8896897713208649,1
39,-3.1406718878854187,0.04325372648186968,0.9567462735181304,1
40,-3.433326495269617,0.03227938475909489,0.9677206152409051,1
41,-2.9722449473864665,0.0511882662817088,0.9488117337182912,1
42,-3.7326327739739336,0.023929751203187324,0.9760702487968127,1
43,-2.2648730242310666,0.10384321927632438,0.8961567807236757,1
44,-3.632868433740869,0.026440233473046575,0.9735597665269534,1
45,-3.035311384449813,0.048059695503570116,0.9519403044964299,1
46,-3.977919050950899,0.01872456368689182,0.9812754363131082,1
47,-2.5104895986195612,0.08122846016183088,0.9187715398381691,1
48,-3.833818958445382,0.021626865619889538,0.9783731343801104,1
49,-2.807993541671443,0.060325912470761696,0.9396740875292383,1
50,-3.5707019173039036,0.0281360975337974,0.9718639024662026,1
51,-2.7313723396214167,0.06512984803901825,0.9348701519609818,1
52,-3.7713723905438346,0.02302044855239795,0.9769795514476021,1
53,-2.9887915648466685,0.050348242562456555,0.9496517574375435,1
54,-2.3903345949292314,0.09159903017848448,0.9084009698215155,1
55,-2.994149538621243,0.050079199405937413,0.9499208005940626,1
56,-3.8684344744980836,0.020891049308399037,0.979108950691601,1
57,-1.8860051283254853,0.15167652841063167,0.8483234715893684,1
58,-2.5833265178496054,0.07552235922843015,0.9244776407715698,1
59,-2.662039651746772,0.06980569713168883,0.9301943028683112,1
60,-2.799745343692598,0.06082555026314763,0.9391744497368524,1
61,-3.433326495269617,0.03227938475909489,0.9677206152409051,1
62,-2.5443582871374057,0.07852342530842131,0.9214765746915787,1
63,-2.7615239405152554,0.06319538892646942,0.9368046110735306,1
64,-4.016369068270541,0.01801826941584115,0.9819817305841588,1
65,-4.366787258985249,0.012691951088628466,0.9873080489113716,1
66,-2.854741978472441,0.05757067367783288,0.9424293263221671,1
67,-4.051035975812214,0.017404334826793905,0.9825956651732061,1
68,-3.022888867506811,0.04866044154868008,0.9513395584513199,1
69,-3.5155437902444375,0.029731630786589643,0.9702683692134103,1
70,-2.9456992336172685,0.05256529154401681,0.9474347084559832,1
71,-2.805621558359721,0.06046917436865266,0.9395308256313474,1
72,-3.81789221014698,0.021974068834903642,0.9780259311650964,1
73,-2.3537383475287537,0.09501330471759364,0.9049866952824064,1
74,-2.287346074805348,0.10153557241006067,0.8984644275899394,1
75,-2.597501151998085,0.07445940868119773,0.9255405913188023,1
76,-3.1226627524699997,0.044039745214260274,0.9559602547857398,1
77,-2.520540132250841,0.08041615965568161,0.9195838403443184,1
78,-2.7573495940511092,0.06345973973685728,0.9365402602631427,1
79,-2.9846674643294686,0.05055631253147393,0.949443687468526,1
80,-3.7551058245482154,0.02339797439812157,0.9766020256018785,1
81,-1.873582611382483,0.15357248454651543,0.8464275154534846,1
82,-2.0417295004168534,0.12980402052579532,0.8701959794742047,1
83,-3.367430843554397,0.0344781032946896,0.9655218967053104,1
84,-3.5417842202229832,0.02896160707094661,0.9710383929290534,1
85,-2.783996991089537,0.061791034918236815,0.9382089650817632,1
86,-3.4815984320782394,0.03075820681398599,0.969241793186014,1
87,-2.3322921759539113,0.09707298352181759,0.9029270164781824,1
88,-4.397888998952426,0.012303284755635828,0.9876967152443642,1
89,-3.203636641679535,0.0406142356653713,0.9593857643346287,1
90,-2.8628117807559446,0.05710795924199033,0.9428920407580097,1
91,-3.2821714073813504,0.03754663917722881,0.9624533608227712,1
92,-2.3299201926421893,0.09730351231589117,0.9026964876841088,1
93,-2.9884517196494613,0.05036535607868767,0.9496346439213124,1
94,-3.641166853222225,0.02622172919848414,0.9737782708015159,1
95,-3.3679395122168314,0.03446056982374509,0.9655394301762549,1
96,-2.9882733514541093,0.050374340457599594,0.9496256595424004,1
97,-1.3645091781552923,0.25550605316898145,0.7444939468310185,1
98,-2.9218810787307037,0.05383232914952537,0.9461676708504746,1
99,-2.3501324604041125,0.09535653041440789,0.904643469585592,1
0,-2.9942810995188687,0.050072611374884335,0.9499273886251156,2
1,-2.883123508089547,0.05595969899730305,0.944040301002697,2
2,-2.331905659696374,0.09711051106015106,0.9028894889398489,2
3,-3.467043231663442,0.031209172666199707,0.9687908273338003,2
4,-2.0428936903116433,0.12965299192683835,0.8703470080731617,2
5,-2.501165839813696,0.08198935642696935,0.9180106435730306,2
6,-2.5901889145083876,0.07500586904993425,0.9249941309500658,2
7,-2.30022363562458,0.10023642478059862,0.8997635752194014,2
8,-1.662360260726917,0.18969073173373302,0.8103092682662669,2
9,-2.4664715651575824,0.08488383831954086,0.9151161616804592,2
10,-2.6685708619896626,0.06935126705213844,0.9306487329478615,2
11,-2.61242545095527,0.07335640545383727,0.9266435945461627,2
12,-2.1565529923700253,0.11572333353667695,0.884276666463323,2
13,-1.9641811240154956,0.14027070390959825,0.8597292960904017,2
14,-2.4036493581915797,0.0903874943317537,0.9096125056682463,2
15,-2.3611110639441986,0.09431537454826795,0.905684625451732,2
16,-2.6961975345341296,0.06746154585109776,0.9325384541489022,2
17,-1.8123949261800858,0.16326266618472401,0.8367373338152759,2
18,-3.1279192546280603,0.04380885756085952,0.9561911424391405,2
19,-2.0104057292915014,0.13393432256562812,0.8660656774343719,2
20,-2.812160655737598,0.06007505056046332,0.9399249494395366,2
21,-1.7907632353355312,0.16683278838305665,0.8331672116169433,2
22,-2.417200716277063,0.08917088301549443,0.9108291169845055,2
23,-2.9506139635734514,0.05230758113827564,0.9476924188617244,2
24,-2.0987470294767037,0.12260995871245506,0.8773900412875449,2
25,-2.091778161675762,0.12346739551754841,0.8765326044824516,2
26,-2.7048827526177375,0.06687816467666528,0.9331218353233347,2
27,-1.8193637939810279,0.1621288654894258,0.8378711345105743,2
28,-2.945010210916141,0.052601522703794416,0.9473984772962056,2
29,-2.3218905482909187,0.0980879701578225,0.9019120298421774,2
30,-2.9842307662916294,0.050578395195333865,0.9494216048046661,2
31,-1.8688709560293513,0.15429777247703913,0.8457022275229609,2
32,-2.5101464151681836,0.08125634120902267,0.9187436587909773,2
33,-2.0111481537509284,0.13383492335136826,0.8661650766486317,2
34,-2.463390099731285,0.08514580835107827,0.9148541916489217,2
35,-3.572734351691699,0.02807897083443034,0.9719210291655697,2
36,-2.351060730716959,0.0952680548490617,0.9047319451509384,2
37,-2.4664715651575824,0.08488383831954086,0.9151161616804592,2
38,-2.5028469285523696,0.08185164083168975,0.9181483591683103,2
39,-2.4071503830498235,0.0900715987689983,0.9099284012310017,2
40,-2.6406953907858943,0.0713116628370936,0.9286883371629064,2
41,-2.2640845673420475,0.10392512746423495,0.896074872535765,2
42,-1.621774590207797,0.1975478214142044,0.8024521785857957,2
43,-2.4266712947070657,0.0883303695309206,0.9116696304690795,2
44,-2.502846928552369,0.08185164083168978,0.9181483591683102,2
45,-3.143186923274001,0.043145078513093085,0.9568549214869069,2
46,-2.153471526943728,0.11608048097412074,0.8839195190258793,2
47,-2.1830075500064257,0.11270206332259636,0.8872979366774036,2
48,-2.5364637312705467,0.07914578627575607,0.9208542137242439,2
49,-2.4145056283671664,0.08941153052165458,0.9105884694783454,2
50,-2.7530247598002204,0.06373478693087524,0.9362652130691248,2
51,-3.3852844217627807,0.03386800817706807,0.966131991822932,2
52,-1.8586195314560918,0.15588767993779948,0.8441123200622005,2
53,-1.9316931629953538,0.14490264686322984,0.8550973531367702,2
54,-2.5971577823093304,0.07448498017516818,0.9255150198248319,2
55,-2.6885805479208296,0.06797736152941516,0.9320226384705849,2
56,-2.22654515848299,0.10790056628604876,0.8920994337139513,2
57,-2.8102432357755713,0.060190350165184654,0.9398096498348153,2
58,-2.3218553264691346,0.0980914250556701,0.9019085749443299,2
59,-2.8619214354714373,0.05715882768608859,0.9428411723139114,2
60,-2.75302475980022,0.06373478693087527,0.9362652130691247,2
61,-0.16010299868129846,0.8520560237995969,0.14794397620040312,2
62,-2.3783313563184,0.09270514036603728,0.9072948596339627,2
63,-2.22654515848299,0.10790056628604876,0.8920994337139513,2
64,-1.986417660462378,0.13718599303792303,0.862814006962077,2
65,-2.4706895863471,0.0845265505442945,0.9154734494557055,2
66,-2.3750487995460827,0.09300995025656124,0.9069900497434388,2
67,-1.301604592846981,0.27209484112703985,0.7279051588729601,2
68,-1.9864176604623782,0.137185993037923,0.862814006962077,2
69,-1.809348682575573,0.16376076231334039,0.8362392376866596,2
70,-2.0577749814411828,0.12773787307102286,0.8722621269289772,2
71,-2.546715155843806,0.07833857382549844,0.9216614261745015,2
72,-2.467608120920803,0.08478741790786112,0.9152125820921388,2
73,-1.6368411675077177,0.19459376155919872,0.8054062384408013,2
74,-1.5652985603585317,0.20902559709905164,0.7909744029009483,2
75,-2.1229361896518473,0.11967970978881326,0.8803202902111867,2
76,-2.3643936207165157,0.09400628655379548,0.9059937134462045,2
77,-2.509815796353311,0.08128321052576015,0.9187167894742398,2
78,-1.9572122562145535,0.1412516459592609,0.8587483540407391,2
79,-2.039611133539326,0.13007928451556955,0.8699207154844304,2
80,-2.5198661295805502,0.08047037863183887,0.9195296213681612,2
81,-1.4839261279742717,0.22674570585202283,0.7732542941479772,2
82,-2.109933918467164,0.12124597828875644,0.8787540217112435,2
83,-3.378551867129642,0.034096795690459855,0.9659032043095401,2
84,-2.5042120834182096,0.08173997690255133,0.9182600230974487,2
85,-3.0836646498202223,0.04579114029934847,0.9542088597006515,2
86,-2.2557505627308148,0.10479485909548328,0.8952051409045167,2
87,-2.4283876052675226,0.08817889720884156,0.9118211027911585,2
88,-1.9469608316412945,0.14270712416967196,0.857292875830328,2
89,-2.414836247182039,0.08938197427359265,0.9106180257264074,2
90,-2.0511924911566415,0.12858147985013102,0.871418520149869,2
91,-2.6954551100747026,0.06751164954961261,0.9324883504503874,2
92,-3.2431620351938304,0.03904025306760314,0.9609597469323968,2
93,-2.535464417041364,0.07922491731796431,0.9207750826820357,2
94,-2.1743223716450264,0.1136851638662465,0.8863148361337535,2
95,-2.939564316117029,0.05288876650255005,0.94711123349745,2
96,-1.791093854150404,0.16677763944142074,0.8332223605585792,2
97,-2.25186316035617,0.10520303173119652,0.8947969682688035,2
98,-2.5024957006355573,0.08188039446223001,0.91811960553777,2
99,-17.915827654621143,1.656742109490157e-08,0.9999999834325789,2
0,-3.522191818567305,0.029534629623251468,0.9704653703767485,3
1,-4.139849907620929,0.015925241582537355,0.9840747584174626,3
2,-3.1509007897120505,0.04281354349238129,0.9571864565076187,3
3,-3.8018040429022557,0.022330450405729483,0.9776695495942705,3
4,-2.62391990433867,0.07251804117109967,0.9274819588289003,3
5,-2.370233527666672,0.09345889849096725,0.9065411015090328,3
6,-2.4855943462866,0.0832760449925368,0.9167239550074632,3
7,-4.1588187543398005,0.01562600517326605,0.9843739948267339,3
8,-2.7068073571999944,0.06674957443685064,0.9332504255631493,3
9,-3.7932255750118715,0.022522835462226026,0.977477164537774,3
10,-2.676544555806791,0.06880048010431525,0.9311995198956847,3
11,-3.3248471809874323,0.035978016458291344,0.9640219835417086,3
12,-3.2622989573166437,0.03830024609663225,0.9616997539033677,3
13,-4.16402424889871,0.015544875431771887,0.9844551245682281,3
14,-3.7609820117153485,0.023260886692200368,0.9767391133077996,3
15,-2.7697721384941008,0.0626762846277727,0.9373237153722274,3
16,-3.675722575542302,0.02533109527834637,0.9746689047216537,3
17,-2.031678966785574,0.13111519817994807,0.8688848018200519,3
18,-3.084101534650994,0.04577113921417143,0.9542288607858286,3
19,-2.532114165889745,0.07949078580286492,0.920509214197135,3
20,-2.2648730242310666,0.10384321927632438,0.8961567807236757,3
21,-2.4679154807827204,0.08476136166332761,0.9152386383366724,3
22,-2.437652679389517,0.08736568623743851,0.9126343137625614,3
23,-3.8911875490369576,0.0204210805979917,0.9795789194020083,3
24,-2.1494619871641816,0.11654684460719708,0.8834531553928029,3
25,-3.0633805982266358,0.04672945438572246,0.9532705456142776,3
26,-2.6703380712281293,0.06922881708153208,0.9307711829184679,3
27,-2.9624744652197688,0.051690851576732644,0.9483091484232673,3
28,-2.2809014282987095,0.10219204638130026,0.8978079536186997,3
29,-2.621547921026948,0.07269025692025292,0.9273097430797471,3
30,-2.621547921026948,0.07269025692025292,0.9273097430797471,3
31,-1.7256479901100368,0.17805763479604284,0.8219423652039571,3
32,-3.4628424691279633,0.031340550740349256,0.9686594492596508,3
33,-3.2906984410050053,0.037227838864671466,0.9627721611353285,3
34,-3.4736398302941,0.031003975825222435,0.9689960241747776,3
35,-2.102423954168478,0.12215995894243185,0.8778400410575682,3
36,-1.8960556619567648,0.150159733428264,0.849840266571736,3
37,-3.0799774341337947,0.04596029377118239,0.9540397062288176,3
38,-2.599253266148008,0.07432906152254914,0.9256709384774509,3
39,-1.2591486747196867,0.2838956111623668,0.7161043888376333,3
40,-3.1463697068572003,0.0430079753660677,0.9569920246339323,3
41,-1.896055661956765,0.15015973342826394,0.8498402665717361,3
42,-3.6494055064709463,0.02600658493046299,0.973993415069537,3
43,-3.4078111812749627,0.03311360078074289,0.9668863992192571,3
44,-3.829466243785884,0.021721206365135387,0.9782787936348646,3
45,-2.7739464574582575,0.062415199130435965,0.9375848008695641,3
46,-2.664122038863789,0.06966048589276774,0.9303395141072323,3
47,-1.8735826113824834,0.15357248454651534,0.8464275154534846,3
48,-3.171113084973963,0.041956870340465406,0.9580431296595346,3
49,-3.416551263667117,0.032825446263049694,0.9671745537369503,3
50,-2.2077844576040837,0.10994396439194803,0.890056035608052,3
51,-3.748899339969553,0.023543645149422917,0.9764563548505771,3
52,-3.1669889875123176,0.0421302618589396,0.9578697381410604,3
53,-4.024617101249481,0.017870265345760774,0.9821297346542393,3
54,-3.6431989913367406,0.026168497128928984,0.973831502871071,3
55,-3.5096676183550723,0.029906853274177157,0.9700931467258228,3
56,-2.6561634370796496,0.07021709794897939,0.9297829020510207,3
57,-3.1851093234271013,0.041373722436591334,0.9586262775634087,3
58,-2.7775523445828982,0.06219054225460123,0.9378094577453988,3
59,-2.6620396517467726,0.0698056971316888,0.9301943028683112,3
60,-2.7863689744012596,0.06164464130483856,0.9383553586951614,3
61,-2.9616259819156707,0.05173472901327391,0.9482652709867261,3
62,-2.426982279651992,0.08830290438666125,0.9116970956133388,3
63,-2.8834310614110623,0.0559424910523214,0.9440575089476786,3
64,-2.9681722841915503,0.05139716394597876,0.9486028360540213,3
65,-2.9119417455987886,0.05437005449102878,0.9456299455089712,3
66,-2.753845390195698,0.06368250568219536,0.9363174943178046,3
67,-2.350132460404113,0.09535653041440785,0.9046434695855922,3
68,-2.392706578240954,0.09138201628594576,0.9086179837140542,3
69,-3.1349740689136376,0.04350088183980124,0.9564991181601987,3
70,-0.19063793960954237,0.8264317521930865,0.1735682478069135,3
71,-3.2276834412639426,0.039649242281360596,0.9603507577186394,3
72,-3.1081483036798576,0.04468361927578585,0.9553163807242141,3
73,-2.2772955411740683,0.10256120453691171,0.8974387954630882,3
74,-2.051780034048133,0.1285059549049126,0.8714940450950874,3
75,-2.48801654804528,0.08307457770561008,0.9169254222943899,3
76,-3.503121273301436,0.030103276079439783,0.9698967239205603,3
77,-2.4108269141557366,0.08974105573256821,0.9102589442674318,3
78,-1.364509178155292,0.2555060531689815,0.7444939468310185,3
79,-3.381655696149833,0.03399112913678861,0.9660088708632114,3
80,-2.9479695611597503,0.05244608648331452,0.9475539135166855,3
81,-2.3074471420679075,0.0995149751553913,0.9004850248446087,3
82,-3.4815984320782394,0.03075820681398599,0.969241793186014,3
83,-3.181163618605243,0.04153729342190631,0.9584627065780937,3
84,-3.811574525068954,0.022113333533732907,0.9778866664662671,3
85,-1.8590681625923409,0.1558177595562246,0.8441822404437754,3
86,-2.392706578240954,0.09138201628594576,0.9086179837140542,3
87,-2.1819855713697427,0.1128173012989672,0.8871826987010328,3
88,-3.880338781104081,0.020643830257298327,0.9793561697427017,3
89,-3.181265274374484,0.041533071131005087,0.9584669288689949,3
90,-2.6259006356864463,0.07237454457469111,0.9276254554253089,3
91,-19.216193321533247,4.513498238187628e-09,0.9999999954865018,3
92,-3.0128383338755316,0.04915197088144952,0.9508480291185505,3
93,-2.603538785611529,0.07401120446047361,0.9259887955395264,3
94,-2.6967568235687147,0.06742382589740857,0.9325761741025914,3
95,-2.1512141043696587,0.116342819665517,0.883657180334483,3
96,-2.968690497584109,0.05137053614731926,0.9486294638526808,3
97,-3.5019890955355044,0.03013737764017035,0.9698626223598297,3
98,-3.118198837311137,0.0442367743339762,0.9557632256660238,3
99,-3.487194598336334,0.03058655950624742,0.9694134404937526,3
0,-4.19908007903949,0.015009377912893628,0.9849906220871064,4
1,-3.5438470806773394,0.028901924896188678,0.9710980751038113,4
2,-4.321734887787672,0.013276829740570536,0.9867231702594295,4
3,-5.331151360508427,0.004838495950829667,0.9951615040491704,4
4,-1.9801032958552058,0.1380549760675235,0.8619450239324765,4
5,-3.4050274122187116,0.0332059098218521,0.9667940901781479,4
6,-4.989807663176415,0.006806973598011953,0.993193026401988,4
7,-4.742947805244888,0.00871292428861176,0.9912870757113882,4
8,-3.811326421049697,0.02211882062131789,0.9778811793786821,4
9,-3.6052885443050955,0.027179601162357202,0.9728203988376428,4
10,-5.558749494553301,0.0038535923240023903,0.9961464076759976,4
11,-4.193075215873941,0.015099778322865683,0.9849002216771343,4
12,-4.625164602921831,0.00980204145836173,0.9901979585416383,4
13,-3.754567698659658,0.023410568842279305,0.9765894311577207,4
14,-4.139413257660335,0.015932196857046485,0.9840678031429535,4
15,-5.076740215670128,0.0062402176608034815,0.9937597823391965,4
16,-6.148086406557039,0.002137568295490669,0.9978624317045093,4
17,-3.153713031556844,0.04269331059508111,0.9573066894049189,4
18,-2.660827283083268,0.06989037869368907,0.9301096213063109,4
19,-4.185523728967349,0.015214235719017323,0.9847857642809826,4
20,-4.380984625472045,0.012513031903525507,0.9874869680964745,4
21,-5.443158151506895,0.004325800143176099,0.9956741998568239,4
22,-2.870902698863472,0.05664776761730584,0.9433522323826942,4
23,-2.7737389789812466,0.06242815028439027,0.9375718497156097,4
24,-4.362973852669335,0.012740443056094165,0.9872595569439059,4
25,-4.237411111598717,0.01444493981453051,0.9855550601854695,4
26,-5.823131870749137,0.0029583255278983708,0.9970416744721017,4
27,-4.415089187141628,0.01209347549446686,0.9879065245055332,4
28,-2.8274008371948076,0.05916643719155982,0.9408335628084402,4
29,-5.395272704617923,0.004537982701206757,0.9954620172987932,4
30,-3.8060379309298793,0.022236105642620522,0.9777638943573794,4
31,-4.422223590353708,0.012007502810614908,0.9879924971893851,4
32,-5.127793364245566,0.0059296305827478855,0.9940703694172521,4
33,-4.227250948387141,0.014592450859827126,0.9854075491401729,4
34,-4.5637231392940745,0.010423179662078941,0.989576820337921,4
35,-3.7572475791413975,0.02334791530526482,0.9766520846947352,4
36,-3.4950567288888568,0.030347026834677947,0.9696529731653221,4
37,-4.260938526361986,0.0141090544748008,0.9858909455251992,4
38,-3.900521870330411,0.02023135054873912,0.9797686494512609,4
39,-3.4950567288888568,0.030347026834677947,0.9696529731653221,4
40,-1.8184012481687457,0.16228499707980235,0.8377150029201976,4
41,-4.547558179583584,0.010593039128328232,0.9894069608716718,4
