country_name,ISO3,mangrove_points,mean_slr_rate_mm_yr,p90_slr_rate_mm_yr,mean_tc_exposure,tc_cat45_share,compound_risk,share_slr_ge_4,share_slr_ge_7,share_high_compound,scenario,risk_rank
St. Vincent and the Grenadines,VCT,1,8.200000000000001,8.200000000000001,6.585915673049252,0.08571428571428572,0.2920859908428482,1.0,1.0,0.0,SSP2-4.5,32
Australia,AUS,4049,8.025166707829094,8.55,7.47364657849032,0.15394710218471025,0.28922598460086146,1.0,0.9488762657446284,0.0,SSP2-4.5,33
PuertoRico,PRI,87,8.7,8.8,5.3913712046256785,0.05237289747561207,0.28516257315970567,1.0,1.0,0.0,SSP2-4.5,34
TimorLeste,TLS,31,8.424193548387098,8.5,5.781958936002032,0.04577157802964255,0.27820749420808055,1.0,1.0,0.0,SSP2-4.5,35
Trinidad and Tobago,TTO,74,8.226351351351353,8.350000000000001,6.128049497887461,0.0847457627118644,0.27534118243030054,1.0,1.0,0.0,SSP2-4.5,36
Viet Nam,VNM,1250,8.165280000000001,8.75,5.855112208057296,0.17187193974624712,0.2736758488174182,0.9712,0.9712,0.0,SSP2-4.5,37
Kiribati,KIR,13,8.557692307692308,8.75,5.195221996735474,0.4312354312354312,0.26641282997679666,1.0,1.0,0.0,SSP2-4.5,38
China,CHN,338,8.493491124260355,8.850000000000001,5.331537131240199,0.03600357172234552,0.2650120951972399,1.0,1.0,0.0,SSP2-4.5,39
Madagascar,MDG,884,8.341289592760182,8.55,5.370540907863672,0.03871081520168325,0.25360319368309225,1.0,1.0,0.0,SSP2-4.5,40
Dominican Republic,DOM,142,8.508098591549297,8.6,4.9958639802783615,0.045056290922794284,0.2519915534687752,1.0,1.0,0.0,SSP2-4.5,41
United Arab Emirates,ARE,221,6.475113122171946,6.6000000000000005,7.169628001481173,0.2727860374919198,0.2519435571909246,1.0,0.0,0.0,SSP2-4.5,42
Mozambique,MOZ,1399,8.38820586132952,8.55,5.22339681833927,0.07692155170047965,0.251593423763764,1.0,1.0,0.0,SSP2-4.5,43
UnitedStatesVirginIslands,VIR,11,8.545454545454545,8.6,4.732661387735461,0.01515151515151515,0.24356960279312997,1.0,1.0,0.0,SSP2-4.5,44
Saint Lucia,LCA,16,7.800000000000001,7.800000000000001,6.255846287166664,0.10654761904761904,0.24276946631844726,1.0,1.0,0.0,SSP2-4.5,45
Vanuatu,VUT,7,7.535714285714286,7.6000000000000005,6.714108572658979,0.034192205923908855,0.24051071263128623,1.0,1.0,0.0,SSP2-4.5,46
Mauritius,MUS,26,8.353846153846154,9.200000000000001,5.007174446324926,0.023892959541255178,0.2395949914953251,1.0,1.0,0.0,SSP2-4.5,47
Sudan,SDN,40,7.016249999999999,7.050000000000001,6.800957787418232,0.23620720720720723,0.23693792685194523,1.0,1.0,0.0,SSP2-4.5,48
Guatemala,GTM,130,8.75576923076923,11.100000000000001,4.153287173538858,0.11658093679370274,0.23513772490812113,1.0,1.0,0.0,SSP2-4.5,49
British Virgin Islands,VGB,6,8.6,8.6,4.355550629371353,0.0,0.23208542643433228,1.0,1.0,0.0,SSP2-4.5,50
Offshore/Unassigned,UNK,28506,8.270400968217219,9.05,4.742387684712294,0.1014518103153354,0.22764353676666957,0.9983863046376201,0.9262962183399986,0.010559180523398583,SSP2-4.5,51
Turks and Caicos Islands,TCA,26,8.55,8.55,4.34689680901535,0.02724358974358974,0.2275989757273516,1.0,1.0,0.0,SSP2-4.5,52
Cambodia,KHM,311,8.168971061093249,8.200000000000001,5.073474864648404,0.1267416934619507,0.22644107629664642,1.0,1.0,0.0,SSP2-4.5,53
Indonesia,IDN,13953,8.096409374328102,8.45,5.5080248118237005,0.208608295646988,0.22459757296000943,1.0,0.9906830072385867,0.0,SSP2-4.5,54
Saint Kitts and Nevis,KNA,4,7.6000000000000005,7.6000000000000005,6.239473538942646,0.09615384615384616,0.22433904285534567,1.0,1.0,0.0,SSP2-4.5,55
Martinique,MTQ,73,7.402739726027399,7.800000000000001,6.057804655637111,0.11904761904761904,0.2137650893109149,1.0,1.0,0.0,SSP2-4.5,56
Haiti,HTI,112,8.692857142857145,8.850000000000001,3.7561550525687197,0.007355442176870748,0.21374802515405647,1.0,1.0,0.0,SSP2-4.5,57
U.R. of Tanzania: Mainland,TZA,414,8.177536231884059,8.350000000000001,4.731844156895131,0.03728784611860023,0.2131028256433724,1.0,1.0,0.0,SSP2-4.5,58
Dominica,DMA,9,7.0,7.0,6.057804655637111,0.11904761904761904,0.2083266332063881,1.0,1.0,0.0,SSP2-4.5,59
Brunei Darussalam,BRN,54,8.353703703703705,8.350000000000001,4.248880701149202,1.0,0.207312200690319,1.0,1.0,0.0,SSP2-4.5,60
PapuaNewGuinea,PNG,2223,7.017251461988304,8.4,5.652143736072878,0.1531180633099674,0.20674613999220098,1.0,0.4502923976608187,0.0,SSP2-4.5,61
Malaysia,MYS,2405,8.078274428274428,8.45,4.605195633535579,0.26754014101052626,0.20322731773328043,1.0,0.985031185031185,0.0,SSP2-4.5,62
Anguilla,AIA,7,7.95,7.95,4.951642007546186,0.027777777777777773,0.20290248102174085,1.0,1.0,0.0,SSP2-4.5,63
SaintMartin,MAF,7,7.95,7.95,4.951642007546186,0.027777777777777773,0.20290248102174085,1.0,1.0,0.0,SSP2-4.5,64
"China, Hong Kong SAR",HKG,15,8.203333333333335,9.600000000000001,4.406351337862601,0.0,0.20202290460756497,1.0,1.0,0.0,SSP2-4.5,65
Guadeloupe,GLP,100,7.0665,7.0,5.5363186896962375,0.04320135746606334,0.19066763466615877,1.0,1.0,0.0,SSP2-4.5,66
Antigua and Barbuda,ATG,72,7.337500000000001,7.65,5.483393055881991,0.0392156862745098,0.18974450928373787,1.0,1.0,0.0,SSP2-4.5,67
Bangladesh,BGD,2527,8.383676296003166,13.100000000000001,3.1670208706836482,0.020632911680289655,0.18095881213208326,1.0,0.9829837752275425,0.0,SSP2-4.5,68
Thailand,THA,1195,8.763389121338914,8.6,3.087561284898471,0.052438283928187515,0.16674447399442444,1.0,1.0,0.0,SSP2-4.5,69
Venezuela (Bolivarian Republic of),VEN,1269,8.177186761229315,8.45,3.492166951639977,0.032817525309577156,0.16099446677371462,1.0,1.0,0.0,SSP2-4.5,70
Bahrain,BHR,47,6.561702127659575,6.6000000000000005,4.53097433747461,0.12293144208037825,0.14842895056326813,1.0,0.0,0.0,SSP2-4.5,71
Eritrea,ERI,169,7.100295857988166,7.2,4.42781918639327,0.13529820606743684,0.14438216525322198,1.0,1.0,0.0,SSP2-4.5,72
Singapore,SGP,2,7.9,7.98,3.5597461106241424,0.125,0.1421442879010742,1.0,1.0,0.0,SSP2-4.5,73
Costa Rica,CRI,222,8.080405405405404,8.2,3.096610970013383,0.04774774774774775,0.13725923736501397,1.0,1.0,0.0,SSP2-4.5,74
Myanmar,MMR,2167,7.744185509921551,7.95,3.634031494177767,0.10849612880069733,0.13450423203818598,1.0,1.0,0.0,SSP2-4.5,75
Guyana,GUY,198,8.203030303030305,8.3,2.750895284007262,0.018278018278018275,0.13242166908703917,1.0,1.0,0.0,SSP2-4.5,76
NewCaledonia,NCL,421,7.5497624703087896,7.65,3.8723080719313074,0.019792576180059397,0.12808531182474622,1.0,1.0,0.0,SSP2-4.5,77
El Salvador,SLV,148,7.930743243243243,8.05,3.115852073378379,0.08848133848133848,0.12649346725281183,1.0,1.0,0.0,SSP2-4.5,78
Saudi Arabia,SAU,495,6.701919191919193,7.0,3.8504527570656886,0.12441558441558441,0.12173203135080217,1.0,0.13333333333333333,0.0,SSP2-4.5,79
Brazil,BRA,5377,8.154277478147666,8.25,2.58147338061228,0.09522500133071415,0.1215563314038714,1.0,1.0,0.0,SSP2-4.5,80
Egypt,EGY,88,6.921590909090909,7.0,3.766733058052482,0.28070887445887444,0.1184477004707961,1.0,0.25,0.0,SSP2-4.5,81
Suriname,SUR,265,8.126603773584906,8.15,2.35710244693256,0.0,0.11037780806522719,1.0,1.0,0.0,SSP2-4.5,82
Panama,PAN,793,7.942749054224464,8.5,2.6271822974721,0.03107336251019954,0.10764810378353634,1.0,1.0,0.0,SSP2-4.5,83
FrenchGuiana,GUF,261,8.228927203065133,8.3,1.9824428279215989,0.0,0.10230708786273479,1.0,1.0,0.0,SSP2-4.5,84
Colombia,COL,970,8.13221649484536,10.2,1.5240017504169008,0.002556793135599037,0.09919513300998481,1.0,0.7319587628865979,0.0,SSP2-4.5,85
Sao Tome and Principe,STP,3,8.45,8.45,1.5181906994575398,0.0,0.09906114321184029,1.0,1.0,0.0,SSP2-4.5,86
Iran (Islamic Republic of),IRN,214,6.535747663551402,6.65,3.125049405802624,0.14873632679830415,0.09327439646803304,1.0,0.018691588785046728,0.0,SSP2-4.5,87
India,IND,2440,7.023872950819672,8.0,2.7932169721967712,0.017617258652094715,0.09211157645072873,0.940983606557377,0.7598360655737705,0.0,SSP2-4.5,88
Sri Lanka,LKA,402,7.9144278606965175,8.05,2.227861400379674,0.048507462686567165,0.08856266094082041,1.0,1.0,0.0,SSP2-4.5,89
Qatar,QAT,121,6.6000000000000005,6.6000000000000005,2.9606693019358734,0.023875114784205693,0.08682575107690463,1.0,0.0,0.0,SSP2-4.5,90
Kenya,KEN,194,7.947938144329897,8.200000000000001,1.817698879025669,0.014526710402999063,0.07517116928231321,1.0,1.0,0.0,SSP2-4.5,91
Yemen,YEM,71,7.1633802816901415,7.800000000000001,2.3291464087602085,0.08732394366197184,0.06571064113456988,1.0,0.5211267605633803,0.0,SSP2-4.5,92
Ghana,GHA,188,8.207712765957448,8.8,1.0843668559003894,0.0,0.06344016096852269,1.0,1.0,0.0,SSP2-4.5,93
Benin,BEN,45,8.0,8.0,1.431712048546006,0.0,0.06291748034929996,1.0,1.0,0.0,SSP2-4.5,94
Nigeria,NGA,3179,7.899245045611828,8.100000000000001,1.5181906994575398,0.0,0.05916100494896292,1.0,1.0,0.0,SSP2-4.5,95
South Africa,ZAF,112,8.234375000000002,8.4,0.8973147240992067,0.0,0.05748418562893386,1.0,1.0,0.0,SSP2-4.5,96
C̫te d'Ivoire,CIV,274,8.038868613138687,8.25,1.11836139807555,0.0,0.05284205061911787,1.0,1.0,0.0,SSP2-4.5,97
Somalia,SOM,53,7.859433962264151,8.0,1.357807314541384,0.0,0.05226439110450551,1.0,1.0,0.0,SSP2-4.5,98
Senegal,SEN,708,7.816666666666667,7.9,1.4654973354660257,0.0,0.051056405632714616,1.0,1.0,0.0,SSP2-4.5,99
Togo,TGO,32,7.9734375,8.0,1.1644144002739927,0.0,0.05007517637329856,1.0,1.0,0.0,SSP2-4.5,100
New Zealand,NZL,269,8.174163568773233,8.3,0.776482358079408,0.0,0.048939975542193315,1.0,1.0,0.0,SSP2-4.5,101
Gambia,GMB,267,7.694382022471911,7.9,1.4781894615705762,0.0,0.04272316846525401,1.0,1.0,0.0,SSP2-4.5,102
Angola,AGO,266,8.026315789473685,8.15,0.8698805200400687,0.0,0.04176028643502232,1.0,1.0,0.0,SSP2-4.5,103
Liberia,LBR,266,8.06278195488722,8.25,0.7315451171008697,0.0,0.04043552775537062,1.0,1.0,0.0,SSP2-4.5,104
Oman,OMN,102,6.856372549019608,7.2,1.7305485440798096,0.065359477124183,0.03856800960406678,1.0,0.47058823529411764,0.0,SSP2-4.5,105
Guinea-Bissau,GNB,1221,7.75937755937756,7.75,1.2249590114505162,0.0,0.03728813214018728,1.0,1.0,0.0,SSP2-4.5,106
Congo,COG,91,7.981868131868132,8.05,0.8309527326246989,0.0,0.03703538417115359,1.0,1.0,0.0,SSP2-4.5,107
Sierra Leone,SLE,687,8.014919941775839,8.100000000000001,0.7063771153361292,0.0,0.03613778587980316,1.0,1.0,0.0,SSP2-4.5,108
D.R. of the Congo,COD,73,7.968493150684932,8.100000000000001,0.8309527326246989,0.0,0.03609836315824888,1.0,1.0,0.0,SSP2-4.5,109
Cameroon,CMR,931,7.739097744360904,7.9,1.201936781872149,0.0,0.03484956533173953,1.0,1.0,0.0,SSP2-4.5,110
Djibouti,DJI,31,7.251612903225807,7.300000000000001,1.6142887642069543,0.0,0.03400712859709026,1.0,1.0,0.0,SSP2-4.5,111
Bermuda,BMU,14,7.75,7.75,1.126410859208963,0.0,0.032638791832835065,1.0,1.0,0.0,SSP2-4.5,112
Gabon,GAB,764,7.955431937172776,8.100000000000001,0.7586861640836594,0.0,0.032235675177907666,1.0,1.0,0.0,SSP2-4.5,113
Guinea,GIN,882,7.821258503401361,7.9,0.9877424564111791,0.0,0.03210937274691995,1.0,1.0,0.0,SSP2-4.5,114
Equatorial Guinea,GNQ,86,7.840697674418604,7.85,0.7474252615727258,0.0,0.023769605191995665,1.0,1.0,0.0,SSP2-4.5,115
Mauritania,MRT,13,7.700000000000001,7.700000000000001,0.9784495629316108,0.0,0.023177177813821084,1.0,1.0,0.0,SSP2-4.5,116
Pakistan,PAK,69,6.383333333333334,6.800000000000001,1.1095472417861536,0.0,0.014206075941055269,1.0,0.0,0.0,SSP2-4.5,117
Ecuador,ECU,678,6.820353982300885,6.865000000000003,0.7337939429299493,0.0,0.0010713098127853253,1.0,0.08997050147492626,0.0,SSP2-4.5,118
Peru,PER,48,6.861458333333334,7.195000000000001,0.7325427872935973,0.0,0.0,1.0,0.1875,0.0,SSP2-4.5,119
Belize,BLZ,267,13.98370786516854,14.3,8.531756864782466,0.17431223398718976,0.9070815596320287,1.0,1.0,0.9887640449438202,SSP3-7.0,1
Samoa,WSM,10,12.600000000000001,12.600000000000001,11.67096200808456,0.19036925427169332,0.8639534883720931,1.0,1.0,1.0,SSP3-7.0,2
AmericanSamoa,ASM,5,12.600000000000001,12.600000000000001,10.083298806987099,0.13015873015873017,0.8639534883720931,1.0,1.0,1.0,SSP3-7.0,3
WallisandFutunaIslands,WLF,4,11.850000000000001,11.850000000000001,11.641190415118489,0.18717948717948718,0.788372093023256,1.0,1.0,1.0,SSP3-7.0,4
Guam,GUM,8,11.600000000000001,11.600000000000001,9.873381504119571,0.12181303116147309,0.7631782945736435,1.0,1.0,1.0,SSP3-7.0,5
MicronesiaFederatedStatesof,FSM,100,12.063500000000001,12.5,8.947842452256962,0.1707410210968873,0.7612520650710326,1.0,1.0,0.73,SSP3-7.0,6
Mayotte,MYT,41,12.05,12.05,7.808552258316752,0.06521739130434782,0.7061128557202593,1.0,1.0,0.0,SSP3-7.0,7
Palau,PLW,31,11.850000000000001,11.850000000000001,8.101891386804562,0.08670520231213873,0.7031937178649631,1.0,1.0,0.0,SSP3-7.0,8
Seychelles,SYC,30,12.56,12.65,6.617978833736119,0.05645718934309538,0.6868333908034294,1.0,1.0,0.0,SSP3-7.0,9
Comoros,COM,3,12.116666666666667,12.21,7.317084217179473,0.05720390228170604,0.6852110896020145,1.0,1.0,0.0,SSP3-7.0,10
Cayman Islands,CYM,35,11.664285714285715,11.75,7.898511567111082,0.08383233532934131,0.6745677743003823,1.0,1.0,0.0,SSP3-7.0,11
Fiji,FJI,319,11.479623824451412,11.55,8.196559917447695,0.09918619479190251,0.6727285001564821,1.0,1.0,0.006269592476489028,SSP3-7.0,12
Tuvalu,TUV,1,10.75,10.75,9.041772698550734,0.22058823529411764,0.6458208065934036,1.0,1.0,0.0,SSP3-7.0,13
Philippines,PHL,2535,12.545167652859961,15.65,6.207344184749841,0.06103863498293389,0.6393615960484834,1.0,1.0,0.29980276134122286,SSP3-7.0,14
Mexico,MEX,3762,12.45053163211058,13.05,5.9046235253322665,0.09195784931574079,0.632407050220142,1.0,1.0,0.23577884104199895,SSP3-7.0,15
United States,USA,1190,13.078865546218488,17.8,6.117367319673036,0.07641626108771367,0.6307886255679778,1.0,1.0,0.1865546218487395,SSP3-7.0,16
FrenchPolynesia,PYF,26,10.975000000000001,11.5,8.323790715099479,0.1461833185971117,0.630547537790551,1.0,1.0,0.0,SSP3-7.0,17
Honduras,HND,286,12.42972027972028,14.75,6.224737659633293,0.31886784058937323,0.6297327306027156,1.0,1.0,0.4405594405594406,SSP3-7.0,18
Japan,JPN,93,12.225806451612904,12.450000000000001,5.970338646953081,0.03201628513980992,0.6189993886586379,1.0,1.0,0.0,SSP3-7.0,19
Nicaragua,NIC,382,11.438350785340315,11.65,7.613074011421377,0.32794022595347827,0.6073461239618007,1.0,1.0,0.5,SSP3-7.0,20
Tonga,TON,10,12.000000000000002,12.350000000000001,6.047279460727937,0.04731018565658622,0.6036792434469843,1.0,1.0,0.0,SSP3-7.0,21
MarshallIslands,MHL,1,11.8,11.8,6.233594471112037,0.25,0.5972125520926536,1.0,1.0,0.0,SSP3-7.0,22
SolomonIslands,SLB,370,10.281621621621623,10.65,9.046200397356717,0.139933104144608,0.5968560468238312,1.0,1.0,0.0,SSP3-7.0,23
Aruba,ABW,12,11.65,11.75,6.46920534211342,0.09459140292867264,0.59655083154441,1.0,1.0,0.0,SSP3-7.0,24
Jamaica,JAM,58,11.00603448275862,11.075000000000001,7.547174628944787,0.09100526125395111,0.5942071396048896,1.0,1.0,0.0,SSP3-7.0,25
NetherlandsAntilles,ANT,31,11.600000000000001,11.600000000000001,6.405499669313687,0.10344827586206896,0.5886390415431567,1.0,1.0,0.0,SSP3-7.0,26
Vanuatu,VUT,7,11.35714285714286,11.370000000000001,6.714108572658979,0.034192205923908855,0.5831800726992943,1.0,1.0,0.0,SSP3-7.0,27
Cuba,CUB,1080,11.178425925925927,12.600000000000001,6.718270111511354,0.08649467453366733,0.569320495258254,1.0,1.0,0.16574074074074074,SSP3-7.0,28
Grenada,GRD,45,11.272222222222222,11.3,6.585915673049253,0.08571428571428572,0.5687682074741053,1.0,1.0,0.0,SSP3-7.0,29
St. Vincent and the Grenadines,VCT,1,11.0,11.0,6.585915673049252,0.08571428571428572,0.5442520616966521,1.0,1.0,0.0,SSP3-7.0,30
Australia,AUS,4049,10.900642133860213,11.65,7.47364657849032,0.15394710218471025,0.5387016345131902,1.0,1.0,0.0,SSP3-7.0,31
Trinidad and Tobago,TTO,74,11.142567567567568,11.25,6.128049497887461,0.0847457627118644,0.5333329455060957,1.0,1.0,0.0,SSP3-7.0,32
Barbados,BRB,4,10.900000000000002,10.900000000000002,6.500823452237059,0.06666666666666667,0.53090243662353,1.0,1.0,0.0,SSP3-7.0,33
Madagascar,MDG,884,11.531674208144796,11.7,5.370540907863672,0.03871081520168325,0.527318429438014,1.0,1.0,0.0,SSP3-7.0,34
Taiwan,TWN,57,11.420175438596493,11.5,5.43781888995581,0.025673917853042332,0.5215425294559314,1.0,1.0,0.0,SSP3-7.0,35
Guatemala,GTM,130,12.327692307692308,14.25,4.153287173538858,0.11658093679370274,0.520423117204596,1.0,1.0,0.0,SSP3-7.0,36
Mozambique,MOZ,1399,11.403931379556827,11.55,5.22339681833927,0.07692155170047965,0.5088038025243723,1.0,1.0,0.0,SSP3-7.0,37
TimorLeste,TLS,31,11.025806451612903,11.100000000000001,5.781958936002032,0.04577157802964255,0.5052085721826326,1.0,1.0,0.0,SSP3-7.0,38
Bahamas,BHS,780,10.83371794871795,11.2,6.0984879920100985,0.0769030069580219,0.5045675224767128,1.0,1.0,0.0,SSP3-7.0,39
Viet Nam,VNM,1250,10.863040000000002,11.450000000000001,5.855112208057296,0.17187193974624712,0.5043925483327095,1.0,0.9712,0.0,SSP3-7.0,40
NewCaledonia,NCL,421,12.229097387173399,12.350000000000001,3.8723080719313074,0.019792576180059397,0.5037283261130039,1.0,1.0,0.0,SSP3-7.0,41
PuertoRico,PRI,87,11.239655172413793,11.350000000000001,5.3913712046256785,0.05237289747561207,0.5032644418563856,1.0,1.0,0.0,SSP3-7.0,42
Kiribati,KIR,13,11.330769230769231,11.74,5.195221996735474,0.4312354312354312,0.5022649986526952,1.0,1.0,0.0,SSP3-7.0,43
U.R. of Tanzania: Mainland,TZA,414,11.594565217391306,11.785,4.731844156895131,0.03728784611860023,0.4987541290282177,1.0,1.0,0.0,SSP3-7.0,44
China,CHN,338,11.136834319526628,11.55,5.331537131240199,0.03600357172234552,0.49123207931717533,1.0,1.0,0.0,SSP3-7.0,45
Saint Lucia,LCA,16,10.5,10.5,6.255846287166664,0.10654761904761904,0.4828322545868232,1.0,1.0,0.0,SSP3-7.0,46
Dominican Republic,DOM,142,11.069366197183099,11.25,4.9958639802783615,0.045056290922794284,0.4686044696745389,1.0,1.0,0.0,SSP3-7.0,47
Cambodia,KHM,311,10.914308681672027,10.950000000000001,5.073474864648404,0.1267416934619507,0.459247036731737,1.0,1.0,0.0,SSP3-7.0,48
Sudan,SDN,40,9.945000000000002,10.0,6.800957787418232,0.23620720720720723,0.4588227258147919,1.0,1.0,0.0,SSP3-7.0,49
UnitedStatesVirginIslands,VIR,11,11.10909090909091,11.15,4.732661387735461,0.01515151515151515,0.45798408447858596,1.0,1.0,0.0,SSP3-7.0,50
Saint Kitts and Nevis,KNA,4,10.15,10.15,6.239473538942646,0.09615384615384616,0.45091990426312883,1.0,1.0,0.0,SSP3-7.0,51
Offshore/Unassigned,UNK,28506,11.032408966533362,11.900000000000002,4.742387684712294,0.1014518103153354,0.44586754440695314,1.0,0.9983863046376201,0.04367501578615028,SSP3-7.0,52
Brunei Darussalam,BRN,54,11.252777777777778,11.25,4.248880701149202,1.0,0.4448532493356107,1.0,1.0,0.0,SSP3-7.0,53
Indonesia,IDN,13953,10.70450440765427,11.15,5.5080248118237005,0.208608295646988,0.44415467470799247,1.0,1.0,0.0,SSP3-7.0,54
Mauritius,MUS,26,10.76923076923077,11.7,5.007174446324926,0.023892959541255178,0.4438970176242395,1.0,1.0,0.0,SSP3-7.0,55
British Virgin Islands,VGB,6,11.116666666666667,11.15,4.355550629371353,0.0,0.4392262261539209,1.0,1.0,0.0,SSP3-7.0,56
Malaysia,MYS,2405,10.889002079002081,11.350000000000001,4.605195633535579,0.26754014101052626,0.4333813149573018,1.0,1.0,0.0,SSP3-7.0,57
Martinique,MTQ,73,10.023287671232879,10.5,6.057804655637111,0.11904761904761904,0.4309407697516838,1.0,1.0,0.0,SSP3-7.0,58
Costa Rica,CRI,222,11.790315315315317,11.850000000000001,3.096610970013383,0.04774774774774775,0.426436109618484,1.0,1.0,0.0,SSP3-7.0,59
Haiti,HTI,112,11.257142857142858,11.450000000000001,3.7561550525687197,0.007355442176870748,0.4194708279048185,1.0,1.0,0.0,SSP3-7.0,60
Anguilla,AIA,7,10.5,10.5,4.951642007546186,0.027777777777777773,0.41806979319259824,1.0,1.0,0.0,SSP3-7.0,61
SaintMartin,MAF,7,10.5,10.5,4.951642007546186,0.027777777777777773,0.41806979319259824,1.0,1.0,0.0,SSP3-7.0,62
"China, Hong Kong SAR",HKG,15,10.806666666666668,12.25,4.406351337862601,0.0,0.41678777496760433,1.0,1.0,0.0,SSP3-7.0,63
United Arab Emirates,ARE,221,9.280090497737557,9.400000000000002,7.169628001481173,0.2727860374919198,0.41564127437880366,1.0,1.0,0.0,SSP3-7.0,64
El Salvador,SLV,148,11.607432432432432,11.75,3.115852073378379,0.08848133848133848,0.4132723659837,1.0,1.0,0.0,SSP3-7.0,65
