N,d,r,count_file,amp_file,n_unique_counts,n_matched,total_counts,subset_prob_sum,mean_ideal_prob_observed,xeb_fidelity,xeb_stat_se,xeb_boot_ci_low,xeb_boot_ci_high,mb_intercept,mb_slope,mb_fidelity_surrogate,mean_log_prob_ratio_to_uniform
40,8,12,data/results/N40_verification/N40_d8_XEB/N40_d8_r12_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r12_XEB_amplitudes.json,20,20,20,3.714567870809139e-11,1.85728393540457e-12,1.042105283058894,0.46420720455761655,0.2388510908566135,2.02284561116062,0.04999999999999999,-1.2784077964347429e-06,-70281.21186097467,0.04994187749045263
40,8,13,data/results/N40_verification/N40_d8_XEB/N40_d8_r13_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r13_XEB_amplitudes.json,20,20,20,3.546710168666282e-11,1.7733550843331409e-12,0.9498245353999775,0.30415116840019035,0.37154772412666937,1.5551803389904797,0.049999999999999996,-2.237762976088525e-06,-123022.32062079801,0.24392538233827593
40,8,14,data/results/N40_verification/N40_d8_XEB/N40_d8_r14_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r14_XEB_amplitudes.json,20,20,20,2.800406048929161e-11,1.4002030244645802e-12,0.539539506645929,0.24371949507854324,0.09620532948831162,1.023106826974932,0.049999999999999996,-2.755535759534297e-06,-151487.18041802658,0.08940805924130017
40,8,15,data/results/N40_verification/N40_d8_XEB/N40_d8_r15_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r15_XEB_amplitudes.json,20,20,20,3.1238372846613435e-11,1.5619186423306717e-12,0.7173477088826767,0.4692037397360209,-0.02285973966026711,1.7232241317986619,0.04999999999999999,-6.861736512675396e-07,-37722.795412108695,-0.213345152064788
40,8,16,data/results/N40_verification/N40_d8_XEB/N40_d8_r16_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r16_XEB_amplitudes.json,20,20,20,2.8673309868488497e-11,1.4336654934244248e-12,0.5763318803613715,0.28574915279535196,0.0388804611353486,1.1446500950267304,0.04999999999999999,5.067208725194276e-08,2785.727456859554,-0.15746330445876633
40,8,17,data/results/N40_verification/N40_d8_XEB/N40_d8_r17_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r17_XEB_amplitudes.json,20,20,20,3.04005717258781e-11,1.5200285862939048e-12,0.6712891051820633,0.2775766268777191,0.18306745924500523,1.1923125692766492,0.04999999999999998,3.0278742088569812e-06,166459.1450040654,0.19011246718167538
40,8,18,data/results/N40_verification/N40_d8_XEB/N40_d8_r18_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r18_XEB_amplitudes.json,20,20,20,2.2625244263398668e-11,1.1312622131699335e-12,0.24383595744395392,0.2390283390739236,-0.17342835165554127,0.7428038202897516,0.04999999999999999,9.483959930629014e-07,52138.621105441336,-0.18231579288209757
40,8,19,data/results/N40_verification/N40_d8_XEB/N40_d8_r19_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r19_XEB_amplitudes.json,20,20,20,3.13831019817879e-11,1.5691550990893947e-12,0.7253042772327909,0.333061053080186,0.12116746820061719,1.3773188600040558,0.04999999999999999,1.6678700456416084e-06,91692.12544011182,0.09659014955552747
40,8,20,data/results/N40_verification/N40_d8_XEB/N40_d8_r20_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r20_XEB_amplitudes.json,20,20,20,3.842893287532208e-11,1.9214466437661033e-12,1.1126529269720002,0.435695037997836,0.33015672232436355,1.9616376732643288,0.04999999999999998,1.9491667012939824e-06,107156.57262732615,0.25284511077126
40,8,21,data/results/N40_verification/N40_d8_XEB/N40_d8_r21_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r21_XEB_amplitudes.json,20,20,20,1.967939550137941e-11,9.839697750689704e-13,0.08188620906846822,0.28442481018871907,-0.39767183975452514,0.6583640213529396,0.049999999999999996,-6.305101397654237e-06,-346626.61505137716,-0.7074107993727783
40,8,22,data/results/N40_verification/N40_d8_XEB/N40_d8_r22_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r22_XEB_amplitudes.json,20,20,20,1.7924817400108933e-11,8.962408700054464e-13,-0.014572742140933181,0.16193139581913066,-0.31737556398881595,0.31775589718171093,0.04999999999999999,-1.8318307184281102e-06,-100705.95875144855,-0.42566231845141544
40,8,23,data/results/N40_verification/N40_d8_XEB/N40_d8_r23_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r23_XEB_amplitudes.json,20,20,20,2.409473727903542e-11,1.2047368639517712e-12,0.32462219032536543,0.2501140371568321,-0.11746183521296327,0.8398839758367709,0.049999999999999996,-7.2226570946668046e-06,-397069.7729512487,-0.10075439527789301
40,8,24,data/results/N40_verification/N40_d8_XEB/N40_d8_r24_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r24_XEB_amplitudes.json,20,20,20,2.873788966013496e-11,1.4368944830067478e-12,0.5798821919531032,0.39247076915619156,-0.07038818293051463,1.3898830887138813,0.04999999999999999,1.7095661800917227e-06,93984.39467317241,-0.07951467184008887
40,8,25,data/results/N40_verification/N40_d8_XEB/N40_d8_r25_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r25_XEB_amplitudes.json,20,20,20,2.6207433596747087e-11,1.3103716798373544e-12,0.44076889868954106,0.239557065972406,0.008141784664909002,0.9185213745767995,0.04999999999999998,2.6596884521804076e-06,146217.9189716955,-0.025316712745080565
40,8,26,data/results/N40_verification/N40_d8_XEB/N40_d8_r26_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r26_XEB_amplitudes.json,20,20,20,3.864899274500869e-11,1.9324496372504343e-12,1.1247508462483657,0.6396585184592468,0.07447286846215917,2.4287196981981967,0.04999999999999999,5.173528287704603e-07,28441.772544796353,0.0625462171985674
40,8,27,data/results/N40_verification/N40_d8_XEB/N40_d8_r27_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r27_XEB_amplitudes.json,20,20,20,2.4865651905282948e-11,1.2432825952641477e-12,0.3670036701044528,0.3004265089646432,-0.13909309275223047,1.0065371950949706,0.04999999999999999,1.4629994021527907e-06,80429.24270481648,-0.06514513174782804
40,8,28,data/results/N40_verification/N40_d8_XEB/N40_d8_r28_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r28_XEB_amplitudes.json,20,20,20,3.755889134120848e-11,1.8779445670604234e-12,1.0648218878017017,0.30966053942842975,0.53544003251471,1.7161748430218533,0.04999999999999999,1.6417224650659438e-06,90254.64699605416,0.5075822936327493
40,8,29,data/results/N40_verification/N40_d8_XEB/N40_d8_r29_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r29_XEB_amplitudes.json,20,20,20,3.639408221067634e-11,1.8197041105338167e-12,1.000785828643715,0.46702633032001645,0.17630200462274503,1.8952538400748735,0.04999999999999999,7.163725882739765e-07,39382.99953136131,0.24209304153480557
40,8,30,data/results/N40_verification/N40_d8_XEB/N40_d8_r30_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r30_XEB_amplitudes.json,20,20,20,2.439880313681796e-11,1.219940156840898e-12,0.3413383876374445,0.2952506948148118,-0.18455133973311122,0.9555948935925243,0.04999999999999998,2.714527302442505e-06,149232.71664754764,-0.3779507936483547
40,8,31,data/results/N40_verification/N40_d8_XEB/N40_d8_r31_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r31_XEB_amplitudes.json,20,20,20,4.40169024594964e-11,2.20084512297482e-12,1.4198548036449155,0.4446633950839223,0.602416757171333,2.273033065137625,0.04999999999999999,6.366385798556836e-07,34999.576062106185,0.5587743742403787
40,8,32,data/results/N40_verification/N40_d8_XEB/N40_d8_r32_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r32_XEB_amplitudes.json,20,20,20,1.4508503499236145e-11,7.254251749618072e-13,-0.20238658504805374,0.14114162402584748,-0.4563560437880907,0.09081213696420809,0.04999999999999998,4.603123569012782e-06,253059.39441096573,-0.8190339991305249
40,8,33,data/results/N40_verification/N40_d8_XEB/N40_d8_r33_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r33_XEB_amplitudes.json,20,20,20,2.998314724178278e-11,1.4991573620891388e-12,0.6483409514830032,0.33332480141239235,0.07518573200657475,1.3591602035437114,0.04999999999999999,1.9703303714704524e-06,108320.0576995984,0.03497260662183129
40,8,34,data/results/N40_verification/N40_d8_XEB/N40_d8_r34_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r34_XEB_amplitudes.json,20,20,20,2.133377106697218e-11,1.066688553348609e-12,0.17283646762235572,0.2063807177426996,-0.18874809147849425,0.6021876864592364,0.05,-1.0464861456905161e-05,-575311.8427466059,-0.15758024357844255
40,8,35,data/results/N40_verification/N40_d8_XEB/N40_d8_r35_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r35_XEB_amplitudes.json,20,20,20,2.3595094203087422e-11,1.179754710154371e-12,0.2971540217382356,0.20128552195321495,-0.06901576155711153,0.6888829180565215,0.04999999999999999,-1.1195102696325876e-06,-61545.72794378376,-0.0421876790105477
40,8,36,data/results/N40_verification/N40_d8_XEB/N40_d8_r36_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r36_XEB_amplitudes.json,20,20,20,3.5637839490722196e-11,1.7818919745361091e-12,0.9592109454431881,0.4198355272432578,0.2332931886704801,1.7707095569924465,0.04999999999999999,-9.638533854660426e-07,-52988.40023955885,-0.13993172609331123
40,8,37,data/results/N40_verification/N40_d8_XEB/N40_d8_r37_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r37_XEB_amplitudes.json,20,20,20,2.8647715378488298e-11,1.4323857689244146e-12,0.5749248083932605,0.3184494285260356,0.005333231518931836,1.2537843237491608,0.04999999999999999,1.805179411384579e-06,99240.787651959,-0.00196344706096635
40,8,38,data/results/N40_verification/N40_d8_XEB/N40_d8_r38_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r38_XEB_amplitudes.json,20,20,20,2.4637232166675685e-11,1.2318616083337844e-12,0.3544461621738406,0.259269836352112,-0.11763561058015526,0.8535609860712265,0.04999999999999999,2.2864388564277446e-06,125698.30544205828,-0.31804591382048525
40,8,39,data/results/N40_verification/N40_d8_XEB/N40_d8_r39_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r39_XEB_amplitudes.json,20,20,20,3.198169318783705e-11,1.5990846593918528e-12,0.7582121767995667,0.23536361013919627,0.3202120975661713,1.2166755628785602,0.04999999999999998,4.000521624212725e-06,219931.00214956104,0.3156423522440998
40,8,40,data/results/N40_verification/N40_d8_XEB/N40_d8_r40_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r40_XEB_amplitudes.json,20,20,20,2.6811985321519318e-11,1.340599266075966e-12,0.47400448123849626,0.2548090309843201,0.023278142945081903,0.9749996135783696,0.04999999999999998,2.928019411250548e-06,160969.56945119076,0.13346779628486696
40,8,41,data/results/N40_verification/N40_d8_XEB/N40_d8_r41_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r41_XEB_amplitudes.json,20,20,20,3.269121279398796e-11,1.6345606396993987e-12,0.7972184296544658,0.33971246942783195,0.21684262227259343,1.5160497508448363,0.04999999999999999,-9.610581963152214e-07,-52834.73309090078,0.2105919808849878
40,8,42,data/results/N40_verification/N40_d8_XEB/N40_d8_r42_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r42_XEB_amplitudes.json,20,20,20,3.1673710018914326e-11,1.5836855009457164e-12,0.7412806230300746,0.3578883852020711,0.11458792472061674,1.4296643073217838,0.04999999999999999,1.7735494510047959e-06,97501.9121907757,-0.014108562879242892
40,8,43,data/results/N40_verification/N40_d8_XEB/N40_d8_r43_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r43_XEB_amplitudes.json,20,20,20,3.3475828098028333e-11,1.6737914049014166e-12,0.8403531121606345,0.28060923370209007,0.3275747661384856,1.394008075740762,0.04999999999999999,8.868354098229426e-07,48754.292251190986,0.320571722120643
40,8,44,data/results/N40_verification/N40_d8_XEB/N40_d8_r44_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r44_XEB_amplitudes.json,20,20,20,2.6134680662725528e-11,1.3067340331362765e-12,0.43676926384396486,0.3041784514889638,-0.10424494561850117,1.0528934936994552,0.049999999999999996,-4.6713426980299385e-06,-256809.78069052147,-0.13999270528174285
40,8,45,data/results/N40_verification/N40_d8_XEB/N40_d8_r45_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r45_XEB_amplitudes.json,20,20,20,3.603435415969805e-11,1.8017177079849023e-12,0.9810095698993238,0.5352431023738993,0.07163803718644646,2.0905271816504736,0.04999999999999999,7.629299785276313e-07,41942.519128501226,0.09979455279644893
40,8,46,data/results/N40_verification/N40_d8_XEB/N40_d8_r46_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r46_XEB_amplitudes.json,20,20,20,3.4114380351894123e-11,1.7057190175947055e-12,0.8754578935640343,0.2924928196106258,0.3381761438046864,1.4342448884552361,0.04999999999999999,-1.546968313752726e-06,-85045.48243860768,0.17847218194963083
40,8,47,data/results/N40_verification/N40_d8_XEB/N40_d8_r47_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r47_XEB_amplitudes.json,20,20,20,2.4138542517023153e-11,1.2069271258511579e-12,0.3270304087516158,0.264323221927129,-0.13980569708507395,0.8713109394225116,0.049999999999999996,-2.8050603082515883e-06,-154209.8212767776,-0.07359685814407183
40,8,48,data/results/N40_verification/N40_d8_XEB/N40_d8_r48_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r48_XEB_amplitudes.json,20,20,20,3.05473359903074e-11,1.52736679951537e-12,0.679357555946164,0.2784612481895614,0.17945801974831999,1.225598336344051,0.04999999999999999,1.7645811656691543e-06,97008.87549038816,0.1992962116028035
40,8,49,data/results/N40_verification/N40_d8_XEB/N40_d8_r49_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r49_XEB_amplitudes.json,20,20,20,3.987302393052388e-11,1.993651196526194e-12,1.1920426723100856,0.3422229840128126,0.6047784399470217,1.889321957614242,0.04999999999999998,3.188431230775655e-06,175285.8606300988,0.5197676229961292
40,8,50,data/results/N40_verification/N40_d8_XEB/N40_d8_r50_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r50_XEB_amplitudes.json,20,20,20,4.245290963445834e-11,2.122645481722917e-12,1.3338733888005363,0.3589231637457137,0.7121564208279723,2.0867743911120966,0.04999999999999998,2.00273186409679e-06,110101.34859459622,0.612042790909497
40,10,1,data/results/N40_verification/N40_d10_XEB/N40_d10_r1_XEB_counts.json,data/amplitudes/N40_verification/N40_d10_XEB/N40_d10_r1_XEB_amplitudes.json,20,20,20,1.681137752117097e-11,8.405688760585483e-13,-0.07578474682702274,0.25604409808593476,-0.4904778871940778,0.49819381418907716,0.04999999999999999,1.926826781179932e-06,105928.42253087687,-0.8392132844050886
40,10,2,data/results/N40_verification/N40_d10_XEB/N40_d10_r2_XEB_counts.json,data/amplitudes/N40_verification/N40_d10_XEB/N40_d10_r2_XEB_amplitudes.json,20,20,20,2.3012388768278918e-11,1.150619438413946e-12,0.26511945168122475,0.2980813310402471,-0.22495468815476982,0.8893947348319691,0.04999999999999999,1.937835379244529e-06,106533.62660975373,-0.20532724560772872
40,10,3,data/results/N40_verification/N40_d10_XEB/N40_d10_r3_XEB_counts.json,data/amplitudes/N40_verification/N40_d10_XEB/N40_d10_r3_XEB_amplitudes.json,20,20,20,2.4224157549946303e-11,1.2112078774973152e-12,0.3317371449621871,0.2056022207106105,-0.054793847080495506,0.7586382429408034,0.049999999999999996,-3.1324213799687414e-06,-172206.68651848874,-0.08705846608082658
40,10,4,data/results/N40_verification/N40_d10_XEB/N40_d10_r4_XEB_counts.json,data/amplitudes/N40_verification/N40_d10_XEB/N40_d10_r4_XEB_amplitudes.json,20,20,20,2.0424080733203947e-11,1.0212040366601972e-12,0.12282571263967546,0.24735277898722083,-0.30788550315189245,0.5895593090721696,0.04999999999999998,3.225547506110532e-06,177326.3494456204,-0.39976381732703514
40,10,5,data/results/N40_verification/N40_d10_XEB/N40_d10_r5_XEB_counts.json,data/amplitudes/N40_verification/N40_d10_XEB/N40_d10_r5_XEB_amplitudes.json,20,20,20,2.587595909226689e-11,1.2937979546133444e-12,0.4225458950901777,0.2281768371825977,0.006922787970804034,0.8692845392861639,0.05,-8.332090286298212e-06,-458061.5076732173,-0.4616997234170216
40,10,6,data/results/N40_verification/N40_d10_XEB/N40_d10_r6_XEB_counts.json,data/amplitudes/N40_verification/N40_d10_XEB/N40_d10_r6_XEB_amplitudes.json,20,20,20,2.4810636048720668e-11,1.240531802436034e-12,0.36397914140433896,0.23685721124216558,-0.06149127107670116,0.8532813010520428,0.04999999999999998,3.753634258495743e-06,206358.22568172065,-0.25959654575877544
40,10,7,data/results/N40_verification/N40_d10_XEB/N40_d10_r7_XEB_counts.json,data/amplitudes/N40_verification/N40_d10_XEB/N40_d10_r7_XEB_amplitudes.json,20,20,20,2.8833101274884027e-11,1.4416550637442011e-12,0.5851165058288996,0.2644200723440652,0.10489520733300517,1.1248904573294167,0.04999999999999999,-7.931218123676659e-07,-43602.33274705118,0.12026839746376188
40,10,8,data/results/N40_verification/N40_d10_XEB/N40_d10_r8_XEB_counts.json,data/amplitudes/N40_verification/N40_d10_XEB/N40_d10_r8_XEB_amplitudes.json,20,20,20,2.8984674799058614e-11,1.4492337399529306e-12,0.593449348443547,0.3918069122672872,-0.087812547161504,1.383180186583807,0.049999999999999996,-2.5660992989240732e-06,-141072.800859743,-0.12729558133304564
40,10,9,data/results/N40_verification/N40_d10_XEB/N40_d10_r9_XEB_counts.json,data/amplitudes/N40_verification/N40_d10_XEB/N40_d10_r9_XEB_amplitudes.json,20,20,20,2.916704291193167e-11,1.4583521455965837e-12,0.603475141475522,0.3077046783528227,0.05533180551768857,1.1936227692737167,0.04999999999999998,2.366586812664093e-06,130104.48593327562,-0.086333408242489
40,10,10,data/results/N40_verification/N40_d10_XEB/N40_d10_r10_XEB_counts.json,data/amplitudes/N40_verification/N40_d10_XEB/N40_d10_r10_XEB_amplitudes.json,20,20,20,2.6476577706076925e-11,1.3238288853038464e-12,0.4555652525773197,0.2238316541793498,0.05281260047068792,0.9376172514713466,0.049999999999999996,-4.99642006531376e-06,-274681.09795329004,0.12899684266058256
40,10,11,data/results/N40_verification/N40_d10_XEB/N40_d10_r11_XEB_counts.json,data/amplitudes/N40_verification/N40_d10_XEB/N40_d10_r11_XEB_amplitudes.json,20,20,20,1.950405639193234e-11,9.752028195966169e-13,0.07224683958642109,0.2387705233662575,-0.332973733031084,0.5700403068511877,0.04999999999999999,-1.6579834240528304e-06,-91148.60267029768,-0.36512423415583967
40,10,12,data/results/N40_verification/N40_d10_XEB/N40_d10_r12_XEB_counts.json,data/amplitudes/N40_verification/N40_d10_XEB/N40_d10_r12_XEB_amplitudes.json,20,20,20,2.6089708991502675e-11,1.3044854495751337e-12,0.43429692007246246,0.2647102382922849,-0.050067876568267944,0.9428181785267611,0.04999999999999999,-9.725413355323265e-07,-53466.02534552966,-0.10737042283842599
40,10,13,data/results/N40_verification/N40_d10_XEB/N40_d10_r13_XEB_counts.json,data/amplitudes/N40_verification/N40_d10_XEB/N40_d10_r13_XEB_amplitudes.json,20,20,20,2.963082471408158e-11,1.4815412357040787e-12,0.628971815686258,0.4048939644742043,-0.0818856315486245,1.4139466613755913,0.04999999999999999,2.947215025385435e-07,16202.485949837126,-0.363723256755853
40,10,14,data/results/N40_verification/N40_d10_XEB/N40_d10_r14_XEB_counts.json,data/amplitudes/N40_verification/N40_d10_XEB/N40_d10_r14_XEB_amplitudes.json,20,20,20,2.221015003424036e-11,1.1105075017120177e-12,0.22101591086483974,0.29138333721799875,-0.23223355127049627,0.8264330582738606,0.04999999999999999,1.7619578000540647e-06,96864.65444050323,-0.15286412195518695
40,10,15,data/results/N40_verification/N40_d10_XEB/N40_d10_r15_XEB_counts.json,data/amplitudes/N40_verification/N40_d10_XEB/N40_d10_r15_XEB_amplitudes.json,20,20,20,2.5880383861100252e-11,1.2940191930550127e-12,0.422789149329303,0.21847026200411995,0.032983560790325495,0.8648695582767367,0.04999999999999998,5.274422979861748e-06,289964.46980834653,-0.06071504182082932
40,10,16,data/results/N40_verification/N40_d10_XEB/N40_d10_r16_XEB_counts.json,data/amplitudes/N40_verification/N40_d10_XEB/N40_d10_r16_XEB_amplitudes.json,20,20,20,2.221123491516006e-11,1.110561745758003e-12,0.22107555282413816,0.2186874576939441,-0.18582674793901943,0.6515195544697177,0.04999999999999998,2.871832978572564e-06,157880.6876485559,-0.26848349084336104
40,10,17,data/results/N40_verification/N40_d10_XEB/N40_d10_r17_XEB_counts.json,data/amplitudes/N40_verification/N40_d10_XEB/N40_d10_r17_XEB_amplitudes.json,20,20,20,3.3265929589857345e-11,1.663296479492867e-12,0.8288138196412924,0.2868790647751124,0.2943454284802627,1.4202805687593743,0.05,-5.634100797347562e-06,-309737.96693728387,0.22718779659715302
40,10,18,data/results/N40_verification/N40_d10_XEB/N40_d10_r18_XEB_counts.json,data/amplitudes/N40_verification/N40_d10_XEB/N40_d10_r18_XEB_amplitudes.json,20,20,20,2.458886367219124e-11,1.2294431836095619e-12,0.351787076068657,0.2652057668717509,-0.11131804851779126,0.9009129271684833,0.04999999999999999,4.5098510084639296e-07,24793.168116717054,-0.1566562504428874
40,10,19,data/results/N40_verification/N40_d10_XEB/N40_d10_r19_XEB_counts.json,data/amplitudes/N40_verification/N40_d10_XEB/N40_d10_r19_XEB_amplitudes.json,20,20,20,2.954402209364209e-11,1.4772011046821044e-12,0.624199791161526,0.3790833749057252,-0.01298743596877261,1.409655303781772,0.049999999999999996,-3.9618361065089374e-06,-217804.2433224686,0.0009226917384424938
40,10,20,data/results/N40_verification/N40_d10_XEB/N40_d10_r20_XEB_counts.json,data/amplitudes/N40_verification/N40_d10_XEB/N40_d10_r20_XEB_amplitudes.json,20,20,20,3.032661156912673e-11,1.5163305784563364e-12,0.6672231025650501,0.2932368656416068,0.15712515988058562,1.27640691268682,0.049999999999999996,-3.331596692984503e-06,-183156.46514982646,0.06688394868980513
40,10,21,data/results/N40_verification/N40_d10_XEB/N40_d10_r21_XEB_counts.json,data/amplitudes/N40_verification/N40_d10_XEB/N40_d10_r21_XEB_amplitudes.json,20,20,20,2.75637450786965e-11,1.3781872539348247e-12,0.5153329109540146,0.3516230261808097,-0.09894790543736665,1.2372050333846452,0.04999999999999999,1.96571747316546e-06,108066.46093339403,-0.16721963409698523
