source,mu_ev,log10_mu_ev,p_exclusion_growth_window,p_exclusion_kinematic,posterior_fraction_in_alpha_window,median_alpha_in_window,median_chi_sat_in_window,growth_time_proxy_s_median,fa_crit_GeV_median,fa_crit_GeV_q16,fa_crit_GeV_q84,quartic_lambda_crit_median
M33_X-7,4.1109825394960386e-20,-19.38605436778706,0.0,1.0,0.0,,,,,,,
M33_X-7,4.14634305764434e-20,-19.382334768359307,0.0,1.0,0.0,,,,,,,
M33_X-7,4.182007728445129e-20,-19.378615168931553,0.0,1.0,0.0,,,,,,,
M33_X-7,4.2179791680601825e-20,-19.3748955695038,0.0,1.0,0.0,,,,,,,
M33_X-7,4.2542600151541315e-20,-19.371175970076045,0.0,1.0,0.0,,,,,,,
M33_X-7,4.290852931088018e-20,-19.36745637064829,0.0,1.0,0.0,,,,,,,
M33_X-7,4.3277606001145157e-20,-19.363736771220537,0.0,1.0,0.0,,,,,,,
M33_X-7,4.364985729574835e-20,-19.360017171792784,0.0,1.0,0.0,,,,,,,
M33_X-7,4.402531050097318e-20,-19.35629757236503,0.0,1.0,0.0,,,,,,,
M33_X-7,4.440399315797739e-20,-19.352577972937276,0.0,1.0,0.0,,,,,,,
M33_X-7,4.4785933044813347e-20,-19.348858373509522,0.0,1.0,0.0,,,,,,,
M33_X-7,4.517115817846568e-20,-19.345138774081768,0.0,1.0,0.0,,,,,,,
M33_X-7,4.555969681690642e-20,-19.341419174654014,0.0,1.0,0.0,,,,,,,
M33_X-7,4.595157746116788e-20,-19.33769957522626,0.0,1.0,0.0,,,,,,,
M33_X-7,4.6346828857433336e-20,-19.333979975798506,0.0,1.0,0.0,,,,,,,
M33_X-7,4.6745479999145654e-20,-19.330260376370752,0.0,1.0,0.0,,,,,,,
M33_X-7,4.714756012913412e-20,-19.326540776943,0.0,1.0,0.0,,,,,,,
M33_X-7,4.7553098741759493e-20,-19.322821177515245,0.0,1.0,0.0,,,,,,,
M33_X-7,4.7962125585077614e-20,-19.31910157808749,0.0,1.0,0.0,,,,,,,
M33_X-7,4.837467066302148e-20,-19.315381978659737,0.0,1.0,0.0,,,,,,,
M33_X-7,4.879076423760221e-20,-19.311662379231983,0.0,1.0,0.0,,,,,,,
M33_X-7,4.9210436831128904e-20,-19.30794277980423,0.0,1.0,0.0,,,,,,,
M33_X-7,4.963371922844755e-20,-19.304223180376475,0.0,1.0,0.0,,,,,,,
M33_X-7,5.0060642479199273e-20,-19.30050358094872,0.0,1.0,0.0,,,,,,,
M33_X-7,5.049123790009794e-20,-19.296783981520967,0.0,1.0,0.0,,,,,,,
M33_X-7,5.092553707722738e-20,-19.293064382093213,0.0,1.0,0.0,,,,,,,
M33_X-7,5.1363571868358374e-20,-19.28934478266546,0.0,1.0,0.0,,,,,,,
M33_X-7,5.1805374405285555e-20,-19.285625183237705,0.0,1.0,0.0,,,,,,,
M33_X-7,5.2250977096184414e-20,-19.28190558380995,0.0,1.0,0.0,,,,,,,
M33_X-7,5.2700412627988595e-20,-19.278185984382198,0.0,1.0,0.0,,,,,,,
M33_X-7,5.3153713968787633e-20,-19.274466384954444,0.0,1.0,0.0,,,,,,,
M33_X-7,5.3610914370245275e-20,-19.27074678552669,0.0,1.0,0.0,,,,,,,
M33_X-7,5.407204737003868e-20,-19.267027186098936,0.0,1.0,0.0,,,,,,,
M33_X-7,5.453714679431852e-20,-19.263307586671182,0.0,1.0,0.0,,,,,,,
M33_X-7,5.50062467601903e-20,-19.259587987243428,0.0,1.0,0.0,,,,,,,
M33_X-7,5.5479381678217e-20,-19.255868387815674,0.0,1.0,0.0,,,,,,,
M33_X-7,5.595658625494324e-20,-19.25214878838792,0.0,1.0,0.0,,,,,,,
M33_X-7,5.643789549544113e-20,-19.248429188960166,0.0,1.0,0.0,,,,,,,
M33_X-7,5.692334470587809e-20,-19.244709589532413,0.0,1.0,0.0,,,,,,,
M33_X-7,5.741296949610671e-20,-19.24098999010466,0.0,1.0,0.0,,,,,,,
M33_X-7,5.790680578227683e-20,-19.237270390676905,0.0,1.0,0.0,,,,,,,
M33_X-7,5.840488978947026e-20,-19.23355079124915,0.0,1.0,0.0,,,,,,,
M33_X-7,5.890725805435792e-20,-19.229831191821397,0.0,1.0,0.0,,,,,,,
M33_X-7,5.941394742788009e-20,-19.226111592393643,0.0,1.0,0.0,,,,,,,
M33_X-7,5.99249950779495e-20,-19.22239199296589,0.0,1.0,0.0,,,,,,,
M33_X-7,6.044043849217779e-20,-19.218672393538135,0.0,1.0,0.0,,,,,,,
M33_X-7,6.09603154806254e-20,-19.21495279411038,0.0,1.0,0.0,,,,,,,
M33_X-7,6.148466417857514e-20,-19.211233194682627,0.0,1.0,0.0,,,,,,,
M33_X-7,6.20135230493295e-20,-19.207513595254873,0.0,1.0,0.0,,,,,,,
M33_X-7,6.254693088703215e-20,-19.20379399582712,0.0,1.0,0.0,,,,,,,
M33_X-7,6.308492681951368e-20,-19.200074396399366,0.0,1.0,0.0,,,,,,,
M33_X-7,6.362755031116178e-20,-19.19635479697161,0.0,1.0,0.0,,,,,,,
M33_X-7,6.41748411658161e-20,-19.192635197543858,0.0,1.0,0.0,,,,,,,
M33_X-7,6.472683952968812e-20,-19.188915598116104,0.0,1.0,0.0,,,,,,,
M33_X-7,6.528358589430594e-20,-19.18519599868835,0.0,1.0,0.0,,,,,,,
M33_X-7,6.58451210994846e-20,-19.181476399260596,0.0,1.0,0.0,,,,,,,
M33_X-7,6.641148633632184e-20,-19.177756799832842,0.0,1.0,0.0,,,,,,,
M33_X-7,6.698272315021964e-20,-19.17403720040509,0.0,1.0,0.0,,,,,,,
M33_X-7,6.755887344393175e-20,-19.170317600977334,0.0,1.0,0.0,,,,,,,
M33_X-7,6.813997948063747e-20,-19.16659800154958,0.0,1.0,0.0,,,,,,,
M33_X-7,6.872608388704183e-20,-19.162878402121827,0.0,1.0,0.0,,,,,,,
M33_X-7,6.931722965650242e-20,-19.159158802694073,0.0,1.0,0.0,,,,,,,
M33_X-7,6.991346015218319e-20,-19.15543920326632,0.0,1.0,0.0,,,,,,,
M33_X-7,7.051481911023532e-20,-19.151719603838565,0.0,1.0,0.0,,,,,,,
M33_X-7,7.112135064300543e-20,-19.14800000441081,0.0,1.0,0.0,,,,,,,
M33_X-7,7.173309924227144e-20,-19.144280404983057,0.0,1.0,0.0,,,,,,,
M33_X-7,7.235010978250683e-20,-19.1405608055553,0.0,1.0,0.0,,,,,,,
M33_X-7,7.297242752417001e-20,-19.136841206127546,0.0,1.0,0.0,,,,,,,
M33_X-7,7.360009811702793e-20,-19.133121606699792,0.0,1.0,0.0,,,,,,,
M33_X-7,7.423316760350232e-20,-19.129402007272038,0.0,1.0,0.0,,,,,,,
M33_X-7,7.487168242204772e-20,-19.125682407844284,0.0,1.0,0.0,,,,,,,
M33_X-7,7.551568941055787e-20,-19.12196280841653,0.0,1.0,0.0,,,,,,,
M33_X-7,7.616523580980161e-20,-19.118243208988776,0.0,1.0,0.0,,,,,,,
M33_X-7,7.682036926688809e-20,-19.114523609561022,0.0,1.0,0.0,,,,,,,
M33_X-7,7.748113783876191e-20,-19.11080401013327,0.0,1.0,0.0,,,,,,,
M33_X-7,7.814758999572837e-20,-19.107084410705514,0.0,1.0,0.0,,,,,,,
M33_X-7,7.881977462500893e-20,-19.10336481127776,0.0,1.0,0.0,,,,,,,
M33_X-7,7.949774103432731e-20,-19.099645211850007,0.0,1.0,0.0,,,,,,,
M33_X-7,8.018153895552643e-20,-19.095925612422253,0.0,1.0,0.0,,,,,,,
M33_X-7,8.087121854821652e-20,-19.0922060129945,0.0,1.0,0.0,,,,,,,
M33_X-7,8.156683040345442e-20,-19.088486413566745,0.0,1.0,0.0,,,,,,,
M33_X-7,8.22684255474548e-20,-19.08476681413899,0.0,1.0,0.0,,,,,,,
M33_X-7,8.297605544533309e-20,-19.081047214711237,0.0,1.0,0.0,,,,,,,
M33_X-7,8.368977200488065e-20,-19.077327615283483,0.0,1.0,0.0,,,,,,,
M33_X-7,8.440962758037248e-20,-19.07360801585573,0.0,1.0,0.0,,,,,,,
M33_X-7,8.513567497640765e-20,-19.069888416427975,0.0,1.0,0.0,,,,,,,
M33_X-7,8.58679674517827e-20,-19.06616881700022,0.0,1.0,0.0,,,,,,,
M33_X-7,8.660655872339846e-20,-19.062449217572468,0.0,1.0,0.0,,,,,,,
M33_X-7,8.735150297020036e-20,-19.058729618144714,0.0,1.0,0.0,,,,,,,
M33_X-7,8.81028548371528e-20,-19.05501001871696,0.0,1.0,0.0,,,,,,,
M33_X-7,8.886066943924746e-20,-19.051290419289206,0.0,1.0,0.0,,,,,,,
M33_X-7,8.962500236554639e-20,-19.047570819861452,0.0,1.0,0.0,,,,,,,
M33_X-7,9.039590968325953e-20,-19.043851220433698,0.0,1.0,0.0,,,,,,,
M33_X-7,9.117344794185767e-20,-19.040131621005944,0.0,1.0,0.0,,,,,,,
M33_X-7,9.19576741772205e-20,-19.03641202157819,0.0,1.0,0.0,,,,,,,
M33_X-7,9.274864591582046e-20,-19.032692422150436,0.0,1.0,0.0,,,,,,,
M33_X-7,9.354642117894255e-20,-19.028972822722682,0.0,1.0,0.0,,,,,,,
M33_X-7,9.43510584869405e-20,-19.02525322329493,0.0,1.0,0.0,,,,,,,
M33_X-7,9.516261686352945e-20,-19.021533623867175,0.0,1.0,0.0,,,,,,,
M33_X-7,9.598115584011562e-20,-19.01781402443942,0.0,1.0,0.0,,,,,,,
M33_X-7,9.68067354601632e-20,-19.014094425011667,0.0,1.0,0.0,,,,,,,
M33_X-7,9.76394162835988e-20,-19.010374825583913,0.0,1.0,0.0,,,,,,,
M33_X-7,9.84792593912538e-20,-19.00665522615616,0.0,1.0,0.0,,,,,,,
M33_X-7,9.932632638934487e-20,-19.002935626728405,0.0,1.0,0.0,,,,,,,
M33_X-7,1.0018067941399311e-19,-18.99921602730065,0.0,1.0,0.0,,,,,,,
M33_X-7,1.0104238113578198e-19,-18.995496427872897,0.0,1.0,0.0,,,,,,,
M33_X-7,1.0191149476435443e-19,-18.991776828445143,0.0,1.0,0.0,,,,,,,
M33_X-7,1.0278808405304971e-19,-18.98805722901739,0.0,1.0,0.0,,,,,,,
M33_X-7,1.0367221330357982e-19,-18.984337629589636,0.0,1.0,0.0,,,,,,,
M33_X-7,1.0456394737074646e-19,-18.98061803016188,0.0,1.0,0.0,,,,,,,
M33_X-7,1.0546335166719832e-19,-18.976898430734128,0.0,1.0,0.0,,,,,,,
M33_X-7,1.0637049216822946e-19,-18.973178831306374,0.0,1.0,0.0,,,,,,,
M33_X-7,1.0728543541661883e-19,-18.96945923187862,0.0,1.0,0.0,,,,,,,
M33_X-7,1.0820824852751149e-19,-18.965739632450866,0.0,1.0,0.0,,,,,,,
M33_X-7,1.0913899919334188e-19,-18.962020033023112,0.0,1.0,0.0,,,,,,,
M33_X-7,1.1007775568879923e-19,-18.958300433595358,0.0,1.0,0.0,,,,,,,
M33_X-7,1.110245868758359e-19,-18.954580834167604,0.0,1.0,0.0,,,,,,,
M33_X-7,1.1197956220871872e-19,-18.95086123473985,0.0,1.0,0.0,,,,,,,
M33_X-7,1.1294275173912371e-19,-18.947141635312096,0.0,1.0,0.0,,,,,,,
M33_X-7,1.139142261212747e-19,-18.943422035884343,0.0,1.0,0.0,,,,,,,
M33_X-7,1.1489405661712615e-19,-18.93970243645659,0.0,1.0,0.0,,,,,,,
M33_X-7,1.1588231510159053e-19,-18.935982837028835,0.0,1.0,0.0,,,,,,,
M33_X-7,1.1687907406781064e-19,-18.93226323760108,0.0,1.0,0.0,,,,,,,
M33_X-7,1.1788440663247733e-19,-18.928543638173327,0.0,1.0,0.0,,,,,,,
M33_X-7,1.188983865411929e-19,-18.924824038745573,0.0,1.0,0.0,,,,,,,
M33_X-7,1.1992108817388069e-19,-18.92110443931782,0.0,1.0,0.0,,,,,,,
M33_X-7,1.209525865502412e-19,-18.917384839890065,0.0,1.0,0.0,,,,,,,
M33_X-7,1.219929573352551e-19,-18.91366524046231,0.0,1.0,0.0,,,,,,,
M33_X-7,1.2304227684473349e-19,-18.909945641034557,0.0,1.0,0.0,,,,,,,
M33_X-7,1.2410062205091622e-19,-18.906226041606804,0.0,1.0,0.0,,,,,,,
M33_X-7,1.2516807058811797e-19,-18.90250644217905,0.0,1.0,0.0,,,,,,,
M33_X-7,1.262447007584231e-19,-18.898786842751296,0.0,1.0,0.0,,,,,,,
M33_X-7,1.2733059153742952e-19,-18.895067243323542,0.0,1.0,0.0,,,,,,,
M33_X-7,1.2842582258004182e-19,-18.891347643895788,0.0,1.0,0.0,,,,,,,
M33_X-7,1.295304742263144e-19,-18.887628044468034,0.0,1.0,0.0,,,,,,,
M33_X-7,1.3064462750734468e-19,-18.88390844504028,0.0,1.0,0.0,,,,,,,
M33_X-7,1.3176836415121715e-19,-18.880188845612526,0.0,1.0,0.0,,,,,,,
M33_X-7,1.3290176658899844e-19,-18.876469246184772,0.0,1.0,0.0,,,,,,,
M33_X-7,1.3404491796078406e-19,-18.87274964675702,0.0,1.0,0.0,,,,,,,
M33_X-7,1.3519790212179706e-19,-18.869030047329264,0.0,1.0,0.0,,,,,,,
M33_X-7,1.3636080364853917e-19,-18.86531044790151,0.0,1.0,0.0,,,,,,,
M33_X-7,1.3753370784499492e-19,-18.861590848473757,0.0,1.0,0.0,,,,,,,
M33_X-7,1.3871670074888895e-19,-18.857871249046003,0.0,1.0,0.0,,,,,,,
M33_X-7,1.3990986913799745e-19,-18.85415164961825,0.0,1.0,0.0,,,,,,,
M33_X-7,1.4111330053651347e-19,-18.850432050190495,0.0,1.0,0.0,,,,,,,
M33_X-7,1.4232708322146737e-19,-18.84671245076274,0.0,1.0,0.0,,,,,,,
M33_X-7,1.435513062292023e-19,-18.842992851334987,0.0,1.0,0.0,,,,,,,
M33_X-7,1.447860593619053e-19,-18.839273251907233,0.0,1.0,0.0,,,,,,,
M33_X-7,1.4603143319419488e-19,-18.83555365247948,0.0,1.0,0.0,,,,,,,
M33_X-7,1.4728751907976492e-19,-18.831834053051725,0.0,1.0,0.0,,,,,,,
M33_X-7,1.485544091580859e-19,-18.82811445362397,0.0,1.0,0.0,,,,,,,
M33_X-7,1.498321963611638e-19,-18.824394854196218,0.0,1.0,0.0,,,,,,,
M33_X-7,1.51120974420357e-19,-18.820675254768464,0.0,1.0,0.0,,,,,,,
M33_X-7,1.5242083787325193e-19,-18.81695565534071,0.0,1.0,0.0,,,,,,,
M33_X-7,1.537318820705978e-19,-18.813236055912956,0.0,1.0,0.0,,,,,,,
M33_X-7,1.5505420318330102e-19,-18.809516456485202,0.0,1.0,0.0,,,,,,,
M33_X-7,1.5638789820947978e-19,-18.805796857057448,0.0,1.0,0.0,,,,,,,
M33_X-7,1.5773306498157922e-19,-18.802077257629694,0.0,1.0,0.0,,,,,,,
M33_X-7,1.5908980217354796e-19,-18.79835765820194,0.0,1.0,0.0,,,,,,,
M33_X-7,1.6045820930807622e-19,-18.794638058774186,0.0,1.0,0.0,,,,,,,
M33_X-7,1.6183838676389624e-19,-18.790918459346432,0.0,1.0,0.0,,,,,,,
M33_X-7,1.6323043578314559e-19,-18.78719885991868,0.0,1.0,0.0,,,,,,,
M33_X-7,1.646344584787936e-19,-18.783479260490925,0.0,1.0,0.0,,,,,,,
M33_X-7,1.660505578421319e-19,-18.77975966106317,0.0,1.0,0.0,,,,,,,
M33_X-7,1.6747883775032924e-19,-18.776040061635417,0.0,1.0,0.0,,,,,,,
M33_X-7,1.6891940297405138e-19,-18.772320462207663,0.0,1.0,0.0,,,,,,,
M33_X-7,1.7037235918514648e-19,-18.76860086277991,0.0,1.0,0.0,,,,,,,
M33_X-7,1.718378129643965e-19,-18.764881263352155,0.0,1.0,0.0,,,,,,,
M33_X-7,1.7331587180933553e-19,-18.7611616639244,0.0,1.0,0.0,,,,,,,
M33_X-7,1.7480664414213508e-19,-18.757442064496647,0.0,1.0,0.0,,,,,,,
M33_X-7,1.763102393175574e-19,-18.753722465068893,0.0,1.0,0.0,,,,,,,
M33_X-7,1.7782676763097714e-19,-18.75000286564114,0.0,1.0,0.0,,,,,,,
M33_X-7,1.7935634032647193e-19,-18.746283266213386,0.0,1.0,0.0,,,,,,,
M33_X-7,1.8089906960498274e-19,-18.74256366678563,0.0,1.0,0.0,,,,,,,
M33_X-7,1.8245506863254415e-19,-18.738844067357878,0.0,1.0,0.0,,,,,,,
M33_X-7,1.8402445154858584e-19,-18.735124467930124,0.0,1.0,0.0,,,,,,,
M33_X-7,1.8560733347430493e-19,-18.73140486850237,0.0,1.0,0.0,,,,,,,
M33_X-7,1.8720383052111236e-19,-18.727685269074613,0.0,1.0,0.0,,,,,,,
M33_X-7,1.8881405979914398e-19,-18.72396566964686,0.0,1.0,0.0,,,,,,,
M33_X-7,1.9043813942586034e-19,-18.720246070219105,0.0,1.0,0.0,,,,,,,
M33_X-7,1.9207618853470487e-19,-18.71652647079135,0.0,1.0,0.0,,,,,,,
M33_X-7,1.9372832728384455e-19,-18.712806871363597,0.0,1.0,0.0,,,,,,,
