source,mu_ev,fa_crit_GeV_median,fa_crit_GeV_q16,fa_crit_GeV_q84,quartic_lambda_crit_median
M33_X-7,7.112135064300543e-20,,,,
M33_X-7,7.173309924227144e-20,,,,
M33_X-7,7.235010978250683e-20,,,,
M33_X-7,7.297242752417001e-20,,,,
M33_X-7,7.360009811702793e-20,,,,
M33_X-7,7.423316760350232e-20,,,,
M33_X-7,7.487168242204772e-20,,,,
M33_X-7,7.551568941055787e-20,,,,
M33_X-7,7.616523580980161e-20,,,,
M33_X-7,7.682036926688809e-20,,,,
M33_X-7,7.748113783876191e-20,,,,
M33_X-7,7.814758999572837e-20,,,,
M33_X-7,7.881977462500893e-20,,,,
M33_X-7,7.949774103432731e-20,,,,
M33_X-7,8.018153895552643e-20,,,,
M33_X-7,8.087121854821652e-20,,,,
M33_X-7,8.156683040345442e-20,,,,
M33_X-7,8.22684255474548e-20,,,,
M33_X-7,8.297605544533309e-20,,,,
M33_X-7,8.368977200488065e-20,,,,
M33_X-7,8.440962758037248e-20,,,,
M33_X-7,8.513567497640765e-20,,,,
M33_X-7,8.58679674517827e-20,,,,
M33_X-7,8.660655872339846e-20,,,,
M33_X-7,8.735150297020036e-20,,,,
M33_X-7,8.81028548371528e-20,,,,
M33_X-7,8.886066943924746e-20,,,,
M33_X-7,8.962500236554639e-20,,,,
M33_X-7,9.039590968325953e-20,,,,
M33_X-7,9.117344794185767e-20,,,,
M33_X-7,9.19576741772205e-20,,,,
M33_X-7,9.274864591582046e-20,,,,
M33_X-7,9.354642117894255e-20,,,,
M33_X-7,9.43510584869405e-20,,,,
M33_X-7,9.516261686352945e-20,,,,
M33_X-7,9.598115584011562e-20,,,,
M33_X-7,9.68067354601632e-20,,,,
M33_X-7,9.76394162835988e-20,,,,
M33_X-7,9.84792593912538e-20,,,,
M33_X-7,9.932632638934487e-20,,,,
M33_X-7,1.0018067941399311e-19,,,,
M33_X-7,1.0104238113578198e-19,,,,
M33_X-7,1.0191149476435443e-19,,,,
M33_X-7,1.0278808405304971e-19,,,,
M33_X-7,1.0367221330357982e-19,,,,
M33_X-7,1.0456394737074646e-19,,,,
M33_X-7,1.0546335166719832e-19,,,,
M33_X-7,1.0637049216822946e-19,,,,
M33_X-7,1.0728543541661883e-19,,,,
M33_X-7,1.0820824852751149e-19,,,,
M33_X-7,1.0913899919334188e-19,,,,
M33_X-7,1.1007775568879923e-19,,,,
M33_X-7,1.110245868758359e-19,,,,
M33_X-7,1.1197956220871872e-19,,,,
M33_X-7,1.1294275173912371e-19,,,,
M33_X-7,1.139142261212747e-19,,,,
M33_X-7,1.1489405661712615e-19,,,,
M33_X-7,1.1588231510159053e-19,,,,
M33_X-7,1.1687907406781064e-19,,,,
M33_X-7,1.1788440663247733e-19,,,,
M33_X-7,1.188983865411929e-19,,,,
M33_X-7,1.1992108817388069e-19,,,,
M33_X-7,1.209525865502412e-19,,,,
M33_X-7,1.219929573352551e-19,,,,
M33_X-7,1.2304227684473349e-19,,,,
M33_X-7,1.2410062205091622e-19,,,,
M33_X-7,1.2516807058811797e-19,,,,
M33_X-7,1.262447007584231e-19,,,,
M33_X-7,1.2733059153742952e-19,,,,
M33_X-7,1.2842582258004182e-19,,,,
M33_X-7,1.295304742263144e-19,,,,
M33_X-7,1.3064462750734468e-19,,,,
M33_X-7,1.3176836415121715e-19,,,,
M33_X-7,1.3290176658899844e-19,,,,
M33_X-7,1.3404491796078406e-19,,,,
M33_X-7,1.3519790212179706e-19,,,,
M33_X-7,1.3636080364853917e-19,,,,
M33_X-7,1.3753370784499492e-19,,,,
M33_X-7,1.3871670074888895e-19,,,,
M33_X-7,1.3990986913799745e-19,,,,
M33_X-7,1.4111330053651347e-19,,,,
M33_X-7,1.4232708322146737e-19,,,,
M33_X-7,1.435513062292023e-19,,,,
M33_X-7,1.447860593619053e-19,,,,
M33_X-7,1.4603143319419488e-19,,,,
M33_X-7,1.4728751907976492e-19,,,,
M33_X-7,1.485544091580859e-19,,,,
M33_X-7,1.498321963611638e-19,,,,
M33_X-7,1.51120974420357e-19,,,,
M33_X-7,1.5242083787325193e-19,,,,
M33_X-7,1.537318820705978e-19,,,,
M33_X-7,1.5505420318330102e-19,,,,
M33_X-7,1.5638789820947978e-19,,,,
M33_X-7,1.5773306498157922e-19,,,,
M33_X-7,1.5908980217354796e-19,,,,
M33_X-7,1.6045820930807622e-19,,,,
M33_X-7,1.6183838676389624e-19,,,,
M33_X-7,1.6323043578314559e-19,,,,
M33_X-7,1.646344584787936e-19,,,,
M33_X-7,1.660505578421319e-19,,,,
M33_X-7,1.6747883775032924e-19,,,,
M33_X-7,1.6891940297405138e-19,,,,
M33_X-7,1.7037235918514648e-19,,,,
M33_X-7,1.718378129643965e-19,,,,
M33_X-7,1.7331587180933553e-19,,,,
M33_X-7,1.7480664414213508e-19,,,,
M33_X-7,1.763102393175574e-19,,,,
M33_X-7,1.7782676763097714e-19,,,,
M33_X-7,1.7935634032647193e-19,,,,
M33_X-7,1.8089906960498274e-19,,,,
M33_X-7,1.8245506863254415e-19,,,,
M33_X-7,1.8402445154858584e-19,,,,
M33_X-7,1.8560733347430493e-19,,,,
M33_X-7,1.8720383052111236e-19,,,,
M33_X-7,1.8881405979914398e-19,,,,
M33_X-7,1.9043813942586034e-19,,,,
M33_X-7,1.9207618853470487e-19,,,,
M33_X-7,1.9372832728384455e-19,,,,
M33_X-7,1.9539467686498394e-19,,,,
M33_X-7,1.9707535951225512e-19,,,,
M33_X-7,1.9877049851118418e-19,,,,
M33_X-7,2.004802182077347e-19,,,,
M33_X-7,2.0220464401742913e-19,,,,
M33_X-7,2.0394390243454846e-19,,,,
M33_X-7,2.0569812104141135e-19,,,,
M33_X-7,2.0746742851773257e-19,,,,
M33_X-7,2.092519546500625e-19,,,,
M33_X-7,2.110518303413074e-19,,,,
M33_X-7,2.1286718762033174e-19,,,,
M33_X-7,2.146981596516431e-19,,,,
M33_X-7,2.1654488074516048e-19,,,,
M33_X-7,2.184074863660663e-19,,,,
M33_X-7,2.2028611314474364e-19,,,,
M33_X-7,2.221808988867985e-19,,,,
M33_X-7,2.240919825831685e-19,,,,
M33_X-7,2.2601950442031853e-19,,,,
M33_X-7,2.2796360579052393e-19,,,,
M33_X-7,2.2992442930224244e-19,,,,
M33_X-7,2.3190211879057495e-19,,,,
M33_X-7,2.338968193278166e-19,,,,
M33_X-7,2.3590867723409836e-19,,,,
M33_X-7,2.379378400881203e-19,,,,
M33_X-7,2.399844567379772e-19,,,,
M33_X-7,2.420486773120772e-19,,,,
M33_X-7,2.441306532301543e-19,,,,
M33_X-7,2.462305372143757e-19,,,,
M33_X-7,2.483484833005448e-19,,,,
M33_X-7,2.504846468494001e-19,,,,
M33_X-7,2.5263918455801195e-19,,,,
M33_X-7,2.5481225447127673e-19,,,,
M33_X-7,2.5700401599351023e-19,,,,
M33_X-7,2.592146299001407e-19,,,,
M33_X-7,2.614442583495023e-19,,,,
M33_X-7,2.6369306489473033e-19,,,,
M33_X-7,2.6596121449575844e-19,,,,
M33_X-7,2.6824887353141916e-19,,,,
M33_X-7,2.7055620981164865e-19,,,,
M33_X-7,2.7288339258979623e-19,,,,
M33_X-7,2.7523059257503976e-19,,,,
M33_X-7,2.7759798194490817e-19,,,,
M33_X-7,2.799857343579112e-19,,,,
M33_X-7,2.8239402496627806e-19,,,,
M33_X-7,2.8482303042880576e-19,,,,
M33_X-7,2.872729289238178e-19,,,,
M33_X-7,2.8974390016223413e-19,,,,
M33_X-7,2.9223612540075396e-19,,,,
M33_X-7,2.947497874551517e-19,,,,
M33_X-7,2.9728507071368713e-19,,,,
M33_X-7,2.9984216115063146e-19,,,,
M33_X-7,3.0242124633990905e-19,,,,
M33_X-7,3.050225154688568e-19,,,,
M33_X-7,3.0764615935210215e-19,,,,
M33_X-7,3.102923704455598e-19,,,,
M33_X-7,3.129613428605497e-19,,,,
M33_X-7,3.1565327237803526e-19,,,,
M33_X-7,3.183683564629856e-19,,,,
M33_X-7,3.2110679427885977e-19,,,,
M33_X-7,3.2386878670221667e-19,,,,
M33_X-7,3.2665453633745013e-19,,,,
M33_X-7,3.294642475316508e-19,,,,
M33_X-7,3.322981263895959e-19,,,,
M33_X-7,3.3515638078886814e-19,,,,
M33_X-7,3.380392203951042e-19,,,,
M33_X-7,3.409468566773746e-19,,,,
M33_X-7,3.438795029236962e-19,,,,
M33_X-7,3.4683737425667757e-19,,,,
M33_X-7,3.4982068764929927e-19,,,,
M33_X-7,3.528296619408298e-19,,,,
M33_X-7,3.5586451785287833e-19,,,,
M33_X-7,3.5892547800558575e-19,,,,
M33_X-7,3.620127669339547e-19,,,,
M33_X-7,3.6512661110432044e-19,,,,
M33_X-7,3.682672389309628e-19,,,,
M33_X-7,3.7143488079286175e-19,,,,
M33_X-7,3.7462976905059646e-19,,,,
M33_X-7,3.7785213806339007e-19,,,,
M33_X-7,3.8110222420630105e-19,,,,
M33_X-7,3.8438026588756225e-19,,,,
M33_X-7,3.8768650356606928e-19,,,,
M33_X-7,3.9102117976901906e-19,,,,
M33_X-7,3.943845391097006e-19,,,,
M33_X-7,3.9777682830543815e-19,,,,
M33_X-7,4.011982961956892e-19,,,,
M33_X-7,4.046491937602978e-19,,,,
M33_X-7,4.081297741379052e-19,,,,
M33_X-7,4.116402926445187e-19,,,,
M33_X-7,4.151810067922399e-19,,,,
M33_X-7,4.1875217630815496e-19,,,,
M33_X-7,4.22354063153386e-19,,,,
M33_X-7,4.259869315423077e-19,,,,
M33_X-7,4.2965104796192833e-19,,,,
M33_X-7,4.3334668119143776e-19,,,,
M33_X-7,4.370741023219237e-19,,,,
M33_X-7,4.408335847762572e-19,,,,
M33_X-7,4.4462540432915e-19,,,,
M33_X-7,4.48449839127383e-19,,,,
M33_X-7,4.523071697102102e-19,,,,
M33_X-7,4.561976790299373e-19,,,,
M33_X-7,4.601216524726775e-19,,,,
M33_X-7,4.640793778792858e-19,,,,
M33_X-7,4.680711455664735e-19,,,,
M33_X-7,4.7209724834810405e-19,,,,
M33_X-7,4.761579815566725e-19,,,,
M33_X-7,4.802536430649691e-19,,,,
M33_X-7,4.8438453330793e-19,,,,
M33_X-7,4.885509553046752e-19,,,,
M33_X-7,4.927532146807364e-19,,,,
M33_X-7,4.96991619690476e-19,,,,
M33_X-7,5.012664812396991e-19,,,,
M33_X-7,5.055781129084593e-19,,,,
M33_X-7,5.099268309740621e-19,,,,
M33_X-7,5.14312954434264e-19,,,,
M33_X-7,5.187368050306737e-19,,,,
M33_X-7,5.231987072723524e-19,,,,
M33_X-7,5.276989884596181e-19,,,,
M33_X-7,5.322379787080549e-19,,,,
M33_X-7,5.368160109727283e-19,,,,
M33_X-7,5.414334210726085e-19,,,,
M33_X-7,5.460905477152092e-19,,,,
M33_X-7,5.507877325214154e-19,,,,
M33_X-7,5.555253200505692e-19,,,,
M33_X-7,5.603036578257272e-19,,,,
M33_X-7,5.651230963591576e-19,,,,
M33_X-7,5.699839891780509e-19,,,,
M33_X-7,5.74886692850454e-19,,,,
M33_X-7,5.798315670114246e-19,,,,
M33_X-7,5.848189743894134e-19,,,,
M33_X-7,5.898492808328709e-19,,,,
M33_X-7,5.949228553370842e-19,,,,
M33_X-7,6.0004007007124495e-19,,,,
M33_X-7,6.052013004057487e-19,,,,
M33_X-7,6.10406924939731e-19,,,,
M33_X-7,6.156573255288384e-19,,,,
M33_X-7,6.2095288731324e-19,,,,
M33_X-7,6.262939987458787e-19,,,,
M33_X-7,6.31681051620966e-19,,,,
M33_X-7,6.371144411027222e-19,,,,
M33_X-7,6.425945657543632e-19,,,,
M33_X-7,6.481218275673367e-19,,,,
M33_X-7,6.536966319908103e-19,,,,
M33_X-7,6.59319387961413e-19,,,,
M33_X-7,6.649905079332323e-19,,,,
M33_X-7,6.7071040790807e-19,,,,
M33_X-7,6.764795074659571e-19,,,,
M33_X-7,6.822982297959324e-19,,,,
M33_X-7,6.8816700172708505e-19,,,,
M33_X-7,6.940862537598646e-19,,,,
M33_X-7,7.000564200976596e-19,,,,
M33_X-7,7.06077938678649e-19,,,,
M33_X-7,7.121512512079264e-19,,,,
M33_X-7,7.182768031899012e-19,,,,
M33_X-7,7.244550439609783e-19,,,,
M33_X-7,7.30686426722519e-19,,,,
M33_X-7,7.369714085740856e-19,,,,
M33_X-7,7.433104505469706e-19,,,,
M33_X-7,7.497040176380172e-19,,,,
M33_X-7,7.561525788437268e-19,,,,
M33_X-7,7.626566071946636e-19,,,,
M33_X-7,7.692165797901529e-19,,,,
M33_X-7,7.758329778332783e-19,,,,
M33_X-7,7.825062866661803e-19,,,,
M33_X-7,7.89236995805658e-19,,,,
M33_X-7,7.960255989790781e-19,,,,
M33_X-7,8.028725941605909e-19,,,,
M33_X-7,8.097784836076595e-19,,,,
M33_X-7,8.167437738979032e-19,,,,
M33_X-7,8.237689759662558e-19,,,,
M33_X-7,8.308546051424463e-19,,,,
M33_X-7,8.380011811887997e-19,,,,
M33_X-7,8.452092283383644e-19,,,,
M33_X-7,8.524792753333668e-19,,,,
M33_X-7,8.598118554639971e-19,,,,
M33_X-7,8.672075066075281e-19,,,,
M33_X-7,8.746667712677712e-19,,,,
M33_X-7,8.821901966148713e-19,,,,
M33_X-7,8.897783345254442e-19,,,,
M33_X-7,8.974317416230599e-19,,,,
M33_X-7,9.051509793190716e-19,,,,
M33_X-7,9.129366138537999e-19,,,,
M33_X-7,9.207892163380672e-19,,,,
M33_X-7,9.287093627950926e-19,,,,
M33_X-7,9.366976342027448e-19,,,,
M33_X-7,9.447546165361598e-19,,,,
M33_X-7,9.52880900810725e-19,,,,
M33_X-7,9.610770831254322e-19,,,,
M33_X-7,9.693437647066048e-19,,,,
M33_X-7,9.776815519519995e-19,,,,
M33_X-7,9.860910564752897e-19,,,,
M33_X-7,9.945728951509282e-19,,,,
M33_X-7,1.0031276901593995e-18,,,,
M33_X-7,1.0117560690328582e-18,,,,
M33_X-7,1.0204586647011621e-18,,,,
M33_X-7,1.0292361155382996e-18,,,,
M33_X-7,1.038089065409218e-18,,,,
M33_X-7,1.0470181637170537e-18,,,,
M33_X-7,1.0560240654507684e-18,,,,
M33_X-7,1.0651074312331959e-18,,,,
M33_X-7,1.0742689273695014e-18,,,,
M33_X-7,1.0835092258960582e-18,,,,
M33_X-7,1.0928290046297441e-18,,,,
M33_X-7,1.1022289472176632e-18,,,,
M33_X-7,1.1117097431872933e-18,,,,
M33_X-7,1.1212720879970665e-18,,,,
M33_X-7,1.130916683087384e-18,,,,
M33_X-7,1.1406442359320698e-18,,,,
M33_X-7,1.1504554600902674e-18,,,,
M33_X-7,1.1603510752587816e-18,,,,
M33_X-7,1.170331807324873e-18,,,,
M33_X-7,1.1803983884195033e-18,,,,
M33_X-7,1.1905515569710414e-18,,,,
M33_X-7,1.2007920577594306e-18,,,,
M33_X-7,1.2111206419708207e-18,,,,
M33_X-7,1.221538067252671e-18,,,,
M33_X-7,1.2320450977693281e-18,,,,
M33_X-7,1.2426425042580794e-18,,,,
M33_X-7,1.2533310640856908e-18,,,,
M33_X-7,1.2641115613054297e-18,,,,
M33_X-7,1.2749847867145792e-18,,,,
M33_X-7,1.2859515379124465e-18,,,,
M33_X-7,1.2970126193588696e-18,,,,
M33_X-7,1.3081688424332294e-18,,,,
M33_X-7,1.3194210254939665e-18,,,,
M33_X-7,1.3307699939386123e-18,,,,
M33_X-7,1.3422165802643352e-18,,,,
M33_X-7,1.3537616241290087e-18,,,,
M33_X-7,1.3654059724128027e-18,,,,
M33_X-7,1.3771504792803073e-18,,,,
M33_X-7,1.3889960062431998e-18,,,,
M33_X-7,1.4009434222233955e-18,,,,
M33_X-7,1.4129936036168556e-18,,,,
M33_X-7,1.425147434357828e-18,,,,
M33_X-7,1.4374058059837005e-18,,,,
M33_X-7,1.4497696177003983e-18,,,,
M33_X-7,1.4622397764483445e-18,,,,
M33_X-7,1.4748171969689894e-18,,,,
M33_X-7,1.4875028018719095e-18,,,,
M33_X-7,1.5002975217024853e-18,,,,
M33_X-7,1.5132022950101619e-18,,,,
M33_X-7,1.5262180684172943e-18,,,,
M33_X-7,1.5393457966885878e-18,,,,
M33_X-7,1.5525864428011329e-18,,,,
M33_X-7,1.5659409780150447e-18,,,,
M33_X-7,1.579410381944709e-18,,,,
M33_X-7,1.592995642630642e-18,,,,
M33_X-7,1.6066977566119658e-18,,,,
M33_X-7,1.6205177289995102e-18,,,,
M33_X-7,1.6344565735495425e-18,,,,
M33_X-7,1.6485153127381294e-18,,,,
M33_X-7,1.6626949778361416e-18,,,,
M33_X-7,1.6769966089849015e-18,,,,
M33_X-7,1.6914212552724824e-18,,,,
M33_X-7,1.705969974810663e-18,,,,
M33_X-7,1.720643834812546e-18,,,,
M33_X-7,1.7354439116708417e-18,,,,
M33_X-7,1.7503712910368264e-18,,,,
M33_X-7,1.76542706789998e-18,,,,
M33_X-7,1.780612346668309e-18,,,,
M33_X-7,1.795928241249358e-18,,,,
M33_X-7,1.8113758751319215e-18,,,,
M33_X-7,1.826956381468455e-18,,,,
M33_X-7,1.8426709031581997e-18,,,,
M33_X-7,1.858520592931015e-18,,,,
M33_X-7,1.8745066134319403e-18,,,,
M33_X-7,1.890630137306478e-18,,,,
M33_X-7,1.9068923472866126e-18,,,,
M33_X-7,1.92329443627757e-18,,,,
M33_X-7,1.9398376074453213e-18,,,,
M33_X-7,1.956523074304842e-18,,,,
M33_X-7,1.973352060809126e-18,,,,
M33_X-7,1.9903258014389717e-18,,,,
M33_X-7,2.007445541293533e-18,,,,
M33_X-7,2.024712536181655e-18,,,,
M33_X-7,2.042128052713993e-18,,,,
M33_X-7,2.0596933683959225e-18,,,,
M33_X-7,2.0774097717212524e-18,,,,
M33_X-7,2.095278562266739e-18,,,,
M33_X-7,2.1133010507874186e-18,,,,
M33_X-7,2.131478559312754e-18,,,,
M33_X-7,2.149812421243613e-18,,,,
M33_X-7,2.1683039814500812e-18,,,,
M33_X-7,2.1869545963701092e-18,,,,
M33_X-7,2.2057656341090187e-18,,,,
M33_X-7,2.2247384745398547e-18,,,,
M33_X-7,2.243874509404609e-18,,,,
M33_X-7,2.2631751424163074e-18,,,,
M33_X-7,2.2826417893619807e-18,,,,
M33_X-7,2.302275878206518e-18,,,,
M33_X-7,2.3220788491974135e-18,,,,
M33_X-7,2.342052154970417e-18,,,,
M33_X-7,2.362197260656089e-18,,,,
M33_X-7,2.3825156439872762e-18,,,,
M33_X-7,2.4030087954075087e-18,,,,
M33_X-7,2.4236782181803315e-18,,,,
M33_X-7,2.4445254284995745e-18,,,,
M33_X-7,2.4655519556005726e-18,,,,
M33_X-7,2.4867593418723426e-18,,,,
M33_X-7,2.508149142970723e-18,,,,
M33_X-7,2.5297229279324896e-18,,,,
M33_X-7,2.5514822792904494e-18,,,,
M33_X-7,2.573428793189528e-18,,,,
M33_X-7,2.5955640795038542e-18,,,,
M33_X-7,2.6178897619548497e-18,,,,
M33_X-7,2.640407478230338e-18,,,,
M33_X-7,2.6631188801046746e-18,,,,
M33_X-7,2.686025633559913e-18,,,,
M33_X-7,2.7091294189080117e-18,,,,
M33_X-7,2.7324319309140926e-18,,,,
M33_X-7,2.7559348789207583e-18,,,,
M33_X-7,2.7796399869734824e-18,,,,
M33_X-7,2.803548993947073e-18,,,,
M33_X-7,2.82766365367323e-18,,,,
M33_X-7,2.8519857350691926e-18,,,,
M33_X-7,2.876517022267502e-18,,,,
M33_X-7,2.9012593147468704e-18,,,,
M33_X-7,2.926214427464185e-18,,,,
M33_X-7,2.9513841909876406e-18,,,,
M33_X-7,2.97677045163102e-18,,,,
M33_X-7,3.002375071589131e-18,,,,
M33_X-7,3.0281999290744056e-18,,,,
M33_X-7,3.0542469184546737e-18,,,,
M33_X-7,3.0805179503921264e-18,,,,
