z,LCDM_dDVrd,EDE_dDVrd,w0wa_dDVrd,LCDM_dFAP,EDE_dFAP,w0wa_dFAP,LCDM_dmu,EDE_dmu,w0wa_dmu
1.2675757575757578,0.010491011477081535,0.013867497742613422,-0.05931443049276974,-0.012846732387164828,-0.0169640133568687,-0.03759710425491014,-0.00664743886024155,-0.08785431591455506,-0.0192097730134293
1.292727272727273,0.01059396715987293,0.014004352022786826,-0.058925155336675306,-0.013266272451118333,-0.017518816894346312,-0.03944776234795855,-0.006451043349130714,-0.0875943983925751,-0.01862243615377679
1.317878787878788,0.01069421401821491,0.014137617805454639,-0.05855121632743532,-0.01368900002455642,-0.018077857019255017,-0.04126814255583966,-0.0062589351465831555,-0.0873401405224854,-0.01803912898438398
1.3430303030303032,0.010791835293634922,0.0142674046833704,-0.05819244806935353,-0.014114813636666668,-0.018640998849001278,-0.04305646775091976,-0.006071002360563682,-0.08709139533754495,-0.01746098321174827
1.3681818181818184,0.010886911924378628,0.014393819263963659,-0.0578486323803038,-0.014543616848674557,-0.019208114162618806,-0.044811175877614406,-0.005887135593852122,-0.08684801909919315,-0.016888983113709344
1.3933333333333335,0.010979522551259224,0.014516965172089336,-0.05751950663473415,-0.014975318032159013,-0.019779081109484675,-0.04653090695783213,-0.005707227970532358,-0.0866098713366128,-0.0163239796168142
1.4184848484848487,0.011069743531909149,0.014636943064227248,-0.05720477120712586,-0.015409830153130688,-0.02035378392538867,-0.04821449034584013,-0.005531175151027412,-0.08637681487078197,-0.01576670319824558
1.4436363636363638,0.011157648962265121,0.014753850652564848,-0.05690409609455371,-0.015847070562320376,-0.02093211265655226,-0.04986093230015687,-0.00535887533676771,-0.086148715824649,-0.015217775697969671
1.468787878787879,0.011243310704232679,0.014867782737557844,-0.05661712679175712,-0.01628696079197356,-0.02151396289203511,-0.05146940392670185,-0.005190229265927826,-0.0859254436213206,-0.01467772112193444
1.4939393939393941,0.01132679841859785,0.014978831247714375,-0.056343489487029386,-0.01672942635939778,-0.02209923550486881,-0.053039229535767785,-0.0050251402013117286,-0.08570687097152785,-0.01414697551231825
1.5190909090909093,0.01140817960233087,0.0150870852854601,-0.05608279564232699,-0.017174396577404494,-0.022687836402133676,-0.05456987544506209,-0.004863513911246287,-0.08549287385179127,-0.013625895956153045
1.5442424242424244,0.011487519629542975,0.015192631178098326,-0.055834646016252765,-0.01762180437173866,-0.02327967628410965,-0.05606093925215738,-0.004705258644683852,-0.08528333147462064,-0.01311476879956075
1.5693939393939396,0.011564881795431248,0.015295552532948786,-0.05559863418407118,-0.018071586105512072,-0.023874670412546983,-0.0575121395919127,-0.004550285101089457,-0.08507812625161648,-0.012613817129867755
1.5945454545454547,0.011640327362608893,0.015395930295882376,-0.05537434960460752,-0.01852368141061378,-0.02447273838805808,-0.0589233063878325,-0.004398506395936863,-0.0848771437507736,-0.012123207584416207
1.6196969696969699,0.011713915609314007,0.015493842812541514,-0.05516138027982509,-0.01897803302605583,-0.025073803936533245,-0.06029437160065587,-0.004249838022616359,-0.08468027264859046,-0.011643056540208363
1.644848484848485,0.011785703879026999,0.015589365891626628,-0.05495931504902818,-0.019434586643123364,-0.02567779470449505,-0.0616253604727004,-0.004104197811088284,-0.0844874046779367,-0.011173435735337023
1.6700000000000002,0.011855747631094093,0.015682572869697653,-0.05476774555606301,-0.019893290757242,-0.026284642063224783,-0.06291638326253368,-0.003961505884142014,-0.0842984345724318,-0.010714377369041017
1.6951515151515153,0.011924100492010759,0.015773534677017143,-0.05458626792449284,-0.020354096526354226,-0.02689428092144386,-0.06416762746118776,-0.003821684611324372,-0.08411326000779695,-0.010265878724148081
1.7203030303030304,0.011990814307042186,0.01586231990400533,-0.05441448417261763,-0.020816957635728883,-0.027506649546416018,-0.06537935047860799,-0.0036846585615251115,-0.08393178154104675,-0.00982790635222841
1.7454545454545456,0.012055939191932596,0.01594899486795298,-0.054252003397254445,-0.02128183016891594,-0.028121689393144855,-0.0665518727866865,-0.003550354453984994,-0.08375390254767723,-0.009400399858840558
1.7706060606060607,0.01211952358445112,0.016033623679666098,-0.05409844275252795,-0.02174867248475154,-0.028739344941503653,-0.0676855715038105,-0.003418701108557798,-0.08357952915760336,-0.008983275323259932
1.7957575757575759,0.012181614295593945,0.016116268309775084,-0.053953428247397794,-0.022217445100144673,-0.02935956354098579,-0.06878087440439806,-0.0032896293952049405,-0.08340857019003778,-0.008576428384600376
1.820909090909091,0.012242256560259568,0.016196988654471944,-0.053816595383362587,-0.022688110578475307,-0.02998229526283991,-0.06983825433613822,-0.003163072183177462,-0.08324093708785085,-0.00817973702351793
1.8460606060606062,0.012301494087261888,0.016275842600477652,-0.053687589651658096,-0.023160633423398025,-0.030607492759322508,-0.07085822402697595,-0.003038964290006163,-0.08307654385150443,-0.007793064066454747
1.8712121212121213,0.012359369108555285,0.016352886089069818,-0.05356606690733634,-0.023634979977821047,-0.03123511112977173,-0.07184133126356951,-0.0029172424305201616,-0.08291530697303529,-0.007416259437242445
1.8963636363636365,0.012415922427572168,0.01642817317902967,-0.05345169363583191,-0.02411111832788304,-0.03186510779327412,-0.07278815442284436,-0.002797845166142565,-0.08275714537018786,-0.007049162178667245
1.9215151515151516,0.012471193466588204,0.01650175610839244,-0.0533441471260111,-0.024589018211686575,-0.03249744236761298,-0.07369929833826605,-0.002680712854498779,-0.08260198032098742,-0.006691602264993435
1.9466666666666668,0.012525220313058583,0.01657368535490833,-0.05324311556221206,-0.02506865093261057,-0.03313207655425421,-0.07457539048271578,-0.0025657875995364066,-0.08244973539884626,-0.006343402224473493
1.971818181818182,0.012578039764850502,0.016644009695131023,-0.05314829804646304,-0.025549989277018348,-0.033768974029125154,-0.07541707745017723,-0.002453013202291743,-0.08230033640847978,-0.006004378589274495
1.996969696969697,0.012629687374359877,0.016712776262081785,-0.053059404560829915,-0.026033007436099265,-0.034408100338890524,-0.07622502171881163,-0.002342335112331284,-0.0821537113226043,-0.005674343188978526
2.022121212121212,0.012680197491458989,0.016780030601439178,-0.0529761558787587,-0.02651768093173379,-0.03504942280251333,-0.07699989867859935,-0.002233700379946413,-0.08200979021970767,-0.005353104302194822
2.0472727272727274,0.012729603305261294,0.01684581672622154,-0.05289828343327019,-0.027003986546159542,-0.035692910417855384,-0.07774239390720394,-0.0021270576093428417,-0.08186850522277922,-0.005040467679641836
2.0724242424242423,0.012777936884702079,0.016910177169951357,-0.05282552914897343,-0.027491902255237566,-0.03633853377303575,-0.07845320067836514,-0.0020223569125690233,-0.0817297904393115,-0.004736237450885028
2.0975757575757576,0.012825229217908518,0.016973153038272182,-0.05275764524405435,-0.02798140716520381,-0.03698626496240509,-0.07913301768778291,-0.0019195498645103726,-0.0815935819024105,-0.004440216925992502
2.1227272727272726,0.01287151025038158,0.01703478405903014,-0.05269439400765963,-0.028472481452678444,-0.0376360775068334,-0.0797825469820741,-0.0018185894588214069,-0.08145981751320619,-0.0041522093020205375
2.147878787878788,0.01291680892198066,0.017095108630822198,-0.05263554755744948,-0.028965106307817123,-0.03828794627815224,-0.08040249207710337,-0.001719430064916594,-0.081328436984613,-0.003872018283828993
2.173030303030303,0.012961153202727838,0.017154163870012784,-0.05258088758150503,-0.02945926388042608,-0.038941847427528486,-0.0809935562526185,-0.0016220273859630652,-0.08119938178628416,-0.003599448627355173
2.1981818181818182,0.013004570127445492,0.017211985656246265,-0.05253020506824502,-0.02995493722890874,-0.03959775831757373,-0.08155644101084736,-0.0015263384179746708,-0.08107259509111486,-0.0033343066133681987
2.223333333333333,0.013047085829243743,0.017268608676465513,-0.05248330002753887,-0.030452110271870225,-0.04025565745801263,-0.08209184468729536,-0.0014323214098794779,-0.0809480217228824,-0.0030764004581840254
2.2484848484848485,0.013088725571877013,0.01732406646746676,-0.052439981205796515,-0.03095076774230776,-0.040915524444735674,-0.08260046120276954,-0.0013399358247099258,-0.08082560810545658,-0.002825540668183635
2.2736363636363635,0.013129513780994584,0.017378391457015807,-0.0524000657974143,-0.031450895144184976,-0.04157733990203294,-0.08308297894611094,-0.0012491423019085346,-0.08070530221325356,-0.0025815403434492623
2.298787878787879,0.013169474074308463,0.017431615003555834,-0.052363379154651835,-0.031952478711296806,-0.04224108542788141,-0.08354007977787603,-0.001159902620486264,-0.08058705352308237,-0.0023442154359472056
2.3239393939393937,0.013208629290701213,0.01748376743453628,-0.05232975449770705,-0.03245550536833797,-0.04290674354211976,-0.08397243814576694,-0.001072179663523798,-0.08047081296738412,-0.002113384967024956
2.349090909090909,0.01324700151830105,0.017534878083395267,-0.05229903262648994,-0.03295996269401247,-0.04357429763736498,-0.08438072030310906,-0.0009859373834331109,-0.08035653288878564,-0.0018888712083366954
2.374242424242424,0.013284612121560402,0.01758497532523884,-0.05227106163537598,-0.033465838886090005,-0.044243731932491315,-0.08476558362232645,-0.0009011407683772177,-0.08024416699595349,-0.001670499830183303
2.3993939393939394,0.01332148176734771,0.017634086611239663,-0.0522456966320064,-0.03397312272834174,-0.04491503142861575,-0.08512767599582016,-0.0008177558096775783,-0.08013367032079799,-0.0014581000208337969
2.424545454545455,0.013357630450099967,0.017682238501799397,-0.0522227994610277,-0.03448180355920982,-0.04558818186737401,-0.08546763531716373,-0.0007357494702517897,-0.08002499917697037,-0.0012515045799332825
2.4496969696969697,0.013393077516052232,0.017729456698507118,-0.05220223843350047,-0.03499187124214309,-0.04626316969142774,-0.0857860890360147,-0.000655089653861296,-0.07991811111952529,-0.0010505499888111558
2.474848484848485,0.013427841686575404,0.017775766074935362,-0.05218388806257046,-0.03550331613752267,-0.04693998200705973,-0.08608365378059446,-0.0005757451755670218,-0.07981296490603285,-0.0008550764605672612
2.5,0.013461941080654016,0.01782119070630328,-0.05216762880587267,-0.036016129076061,-0.047618606548752496,-0.0863609350419896,-0.0004976857328315987,-0.07970952045860002,-0.0006649279718544676
