s0,s1,s2
190.43978088859336,158.57735072264367,9.358081632484695e-07
191.0608647515852,157.91827345355233,9.72984050724096e-07
190.6488137917632,158.58194851337038,1.0038813189233424e-06
190.92603051757595,158.38901346417717,1.0115158420287323e-06
191.62721862679638,158.29092222326298,9.814767558484269e-07
189.9684254072052,158.43450106316018,9.589400308920784e-07
192.08892930770324,158.46603673285605,9.419786045122522e-07
191.19734438815766,158.2290118824983,9.601417537827758e-07
191.92870601600794,158.4801395320965,9.850941246092358e-07
191.06790875180621,158.5975596735787,1.0132495016621765e-06
189.3802171201846,157.13567765368455,1.010431541617869e-06
