l0,l1,l2,l3,l4,l5,l6,l7,l8,l9,l10,l11,l12,l13,l14,l15,l16,l17,l18,l19,l20,l21,l22
918.9003024335132,1540.6144458173403,1390.112961100702,-679.3034683618466,-138.3053911535332,-96.28214187030972,41.15326087812023,-309.14803025106625,498.0473812998411,-19.174997861603828,-13.830718344561967,-167.7532209388771,-23.199938253859173,83.41972450987745,-349.8577757699677,82.59511838827109,-77.89347449612289,145.70311842314402,900.0000011431472,900.000001131098,900.0000011202344,900.0000011321046,900.0000011445682
753.6606451660526,577.8768569194928,268.12846323601144,-468.83054195023436,-126.02022017522273,-95.69844292596927,42.42773427085551,-318.8862765915774,535.5332589977736,-17.326214027803122,-14.320435391629859,-169.1219071690203,-15.491854483735302,75.25470903054283,-347.5611131310471,72.471724688864,-68.21686173759915,151.63786373243138,900.0000011415505,900.0000011310646,900.0000011122145,900.000001125236,900.0000011443634
785.6522183017686,651.2834530912484,395.96130039171686,-4.811378661222113,-167.17889852644777,-124.4040348305956,132.7661185617557,-228.8698046835629,461.63155879672803,-57.11947032101025,-30.04416599296958,-166.7970185089605,-26.5963698268014,72.42679473887972,-319.7194443861149,71.82963979004583,-67.673431053868,141.36102849011513,900.0000011345957,900.0000011331789,900.0000011231538,900.0000011275897,900.000001126865
-47.88031612499097,360.17753843705094,459.5758045520415,-789.9087633720187,-198.50569446720797,-166.81692324814148,265.3061693376152,-96.23396913978375,505.68911855515427,41.510914807651965,21.542899193935302,-165.85786992094228,-20.823351061574062,37.93994300363821,-339.9909939738917,64.34266179970723,-68.79092674835312,156.2136353737865,900.0000011334943,900.0000011372667,900.0000011364035,900.0000011349671,900.0000011241362
634.7792355365387,789.7814249413913,-224.2177786251948,-226.77960588932697,-231.18999677268226,-163.8441129263169,330.5187311528022,-69.31214549183615,546.2109636027935,75.92336670389528,55.932002714968064,-186.20301998982586,16.172100407900544,51.3096048202978,-352.5248207495773,43.32323505568361,-96.96318692917572,157.12287108124457,900.0000011223765,900.0000011302764,900.0000011405633,900.0000011282286,900.0000011206877
1018.932873888147,437.5360667800844,-787.2941016371037,-699.5312052961518,-195.0146949782164,-130.19030352346846,251.80553874786668,-109.8097006909868,472.4407157611336,-12.514757688925743,24.024095514981575,-178.1201603246809,-15.763889059259785,59.858341764026974,-331.95173820829257,71.80224124290373,-79.10400910796898,146.2322545132373,900.0000011335115,900.0000011421564,900.0000011442597,900.0000011317228,900.0000011245971
469.5223375428099,-9.818194671263935,162.7890465197545,-295.75688238347436,-157.40835592766865,-110.1282649165236,101.61551100787659,-243.9693249389801,474.2113805209284,-37.72591617283583,-21.010191730802198,-175.21908648455923,-30.57833557097097,73.57253502926734,-325.35244577612764,74.28481114251743,-69.71802284661251,164.8816339997682,900.0000011386132,900.0000011371392,900.0000011218211,900.0000011266355,900.0000011324244
547.7742912173541,-188.0471267793051,-504.3417937096381,-459.01320292650945,-109.68985714160007,-71.49296688709615,5.3110598644321865,-325.35158587110755,541.4059477980371,4.345118374559187,-6.146579936177936,-148.9757711218279,-37.580751607899906,81.26336111095182,-329.1179717747217,53.24132979811192,-83.84430206848859,174.85288758399392,900.0000011426403,900.0000011309362,900.0000011086981,900.0000011302774,900.0000011570664
-258.81848503072905,-948.6914063911104,-1598.5953112611687,-481.718356820289,-105.5870083742348,-58.92592059943422,-3.5562659827133682,-309.8352755668705,513.1016031339592,-14.10908394711497,9.629688974949401,-138.2709566893293,-42.542488933687544,80.29582943894967,-341.30207725045136,50.42491766511663,-72.81489955488502,178.72071242182136,900.0000011463576,900.000001140769,900.0000011158515,900.0000011359829,900.0000011573068
-109.50346603634847,-150.37732400833372,-72.69821750843205,-257.50034161502117,-140.93635437722114,-119.83954937458331,144.8008299897343,-232.94421444384284,453.23898847506433,-55.71016996100561,-16.638719707786805,-169.9950086864366,-35.570787597688955,87.03043790530076,-321.5562370090295,65.73007744946489,-67.93715467964216,155.5876145806007,900.0000011351899,900.0000011354474,900.0000011160897,900.0000011218441,900.0000011290065
112.25204025974116,-331.08791925522945,-623.5248561344105,-645.8783314977323,-178.4788325040062,-143.45403015028748,294.72041635393674,-113.84618422295233,490.4683951567882,-4.899044176473574,50.78218754591126,-192.76206604445832,-12.879088867476844,47.96322836827413,-319.02019167343275,42.802529566795826,-80.8691610598299,163.21177781619193,900.0000011319977,900.000001138184,900.000001130148,900.0000011207968,900.0000011191001
526.6867795889696,-677.6266846193535,-399.1386078936677,-409.8830006672014,-172.71643724700533,-154.6572544317619,286.39321174657687,-15.82386153965579,522.8421264195993,48.99806985814095,63.85677742231426,-187.85245085755665,-21.1579008617134,51.86376554514502,-332.2461949272609,42.28185553325878,-78.6086062438946,162.04634878218044,900.0000011276771,900.0000011380789,900.0000011286597,900.0000011237249,900.000001116973
-353.7478499183308,-563.8660868661972,-664.7581387191443,-846.4046011228183,-157.61300425393614,-128.0275311722624,271.2447351980808,-98.21748171854169,469.26528455199383,-29.367601531054994,20.602811525219533,-176.7269803261613,-23.40691652369248,67.5498996156555,-321.7485636180221,37.78681660130335,-77.5761811390271,162.6060509509418,900.0000011370054,900.0000011397573,900.0000011274639,900.0000011191017,900.0000011251541
-763.5223099195529,-726.0650703371198,-335.7107443481204,-303.009279137698,-117.45605319506791,-92.77926794572156,102.74058019712278,-244.27793697865104,493.69507819866334,-56.630401251197426,-13.779569488495367,-162.2715960119525,-50.021662691522906,91.19989377060435,-318.48677218923075,47.912865480422056,-56.28582458685991,167.91983663589085,900.0000011372651,900.000001134552,900.0000011105024,900.0000011218584,900.0000011417308
-674.8802499292723,-904.4314269677989,-284.69722521862616,-480.72478596344115,-103.75913206697591,-82.64800599585811,-2.7900416453142602,-329.35521883114757,573.7458984123709,-29.78982431306301,21.851534145972455,-154.86778930281164,-57.88106102569494,102.70564186485423,-323.34122267794965,43.642312586817944,-55.6323076380846,153.34033830391985,900.0000011370074,900.0000011314545,900.0000011105241,900.0000011266127,900.0000011630643
210.1408430695232,-1211.8396663362246,-926.4921313526344,-419.71987791095887,-111.98166313706122,-89.21335503873378,31.763880756664093,-286.8157833513103,492.66251476713245,-48.78325409900398,25.863806505349935,-162.9364696733404,-48.719333916876806,98.26203818435468,-328.0755003585487,40.750017377597246,-46.99693402430988,160.4433171864762,900.0000011417142,900.0000011354019,900.0000011124092,900.000001128197,900.0000011491265
-318.3485653636152,-1036.2553773594075,-505.72916252716806,-453.2956094084478,-128.0265048496924,-108.1976798767435,172.04215294595224,-154.76090534176117,439.5266347464879,-48.35280532017517,-17.34439696355705,-174.377491526031,-36.99344267997047,87.43812822661464,-330.314492161111,46.72951428923452,-50.165069189215934,163.677108565418,900.0000011398399,900.0000011404264,900.0000011178222,900.0000011189358,900.0000011294703
-761.3904621411199,-723.6093042706261,-355.70530127020135,-109.59449159816836,-130.18097427574907,-169.69047887511383,313.13205487647656,-29.715163673833306,524.5573617210084,43.75116709910173,81.41375261141208,-202.91872016366972,-38.797124050007405,66.442637660015,-333.15061295415296,13.27478389152577,-52.249667034716055,171.80885872948974,900.0000011334458,900.0000011322576,900.0000011197807,900.000001119073,900.000001114235
-327.0719953599747,-891.7609050544114,-330.17603359072274,-158.54485628297064,-145.88604839976577,-202.33249804898455,325.1870801859428,-38.640098017471075,591.7269003940461,92.18364524363751,92.73463626445616,-205.1776019425866,-11.30149730816414,61.6885696102781,-339.35649880581826,17.54957524093721,-58.65963310695765,151.28459117528715,900.0000011290131,900.0000011326777,900.0000011183663,900.0000011188525,900.0000011138
-529.678210446226,-652.9027232405327,-615.7995945430986,-373.3749100189147,-161.4981800886654,-160.0828279481536,326.2261592542003,-34.409158558410404,495.97965969287384,23.382248293203627,74.97121876009784,-198.36065423702948,-23.016223767841968,50.43889518211207,-341.5139348091562,19.223640493727,-51.80628728114579,175.48743373854083,900.0000011327044,900.0000011342082,900.0000011212253,900.0000011169411,900.0000011176588
-342.57344431542134,-443.78080417948763,2.719494819414134,-47.336347767180186,-122.17923334670166,-121.7114416291858,175.21058851161334,-158.46404396342535,401.2620156803894,-47.232146544203914,-2.356089344846046,-184.88589399433639,-57.306245485127675,100.04481677840026,-335.49034853678603,72.61505883174871,-64.94317550604673,153.2084515714972,900.0000011346405,900.0000011347354,900.0000011151308,900.0000011197562,900.0000011233809
-852.2592914193549,-1208.5640473693636,-304.01259051028313,-260.22522315017994,-126.13672975894535,-99.2151923009777,81.14230412479587,-252.10822933508763,460.91524716127134,-59.9652117578855,2.02365446435759,-186.89325325308505,-41.54204761029205,101.13483095317189,-341.88862842112536,58.76892514029411,-38.89069023614303,167.02703647585435,900.0000011398613,900.0000011350832,900.0000011123075,900.0000011227777,900.000001143293
-583.2077804778427,-432.8411626506369,-194.64104273219343,-11.169343447142852,-147.13126919085752,-157.26635312931472,135.09772473291036,-186.26292846493084,414.40382266078177,-56.71948432341503,-11.566914421280904,-182.5895201647603,-55.42614843110544,100.87268755709525,-326.59412835413457,61.689294157086294,-44.92928353280444,137.69696649038758,900.0000011387777,900.0000011378016,900.0000011173319,900.0000011236567,900.0000011271856
-267.8752485390403,-1287.8502569490117,-609.9859849321449,-170.9872673257139,-174.12197647768014,-159.2726980840126,314.33343291732456,-60.380344217664586,470.75650379523387,12.734780003810991,46.61156936112136,-219.6395631458312,-22.23250164292232,75.03602561756325,-337.074973278836,12.988206815217271,-40.255204718409146,163.50999685934718,900.0000011382853,900.0000011429559,900.0000011265417,900.0000011235791,900.000001118012
-790.3139180372093,-733.7595252943173,-582.054052385668,-288.59870341803196,-197.58840351620285,-275.6357605240518,384.88689792796305,12.308034454107196,663.1786852562426,144.6391132158562,108.83015588411406,-258.117292154523,28.28406995879884,59.661834364873215,-372.0725364208211,-16.517487841572756,-59.040232023134934,166.78318514803797,900.0000011320802,900.0000011309244,900.0000011262246,900.000001122305,900.0000011166196
-246.0322405073547,-199.28876353804,127.35556360205372,337.08066259920946,-232.93052729542038,-279.4923688723109,393.46101530220244,46.38963591478757,715.0333379730569,189.37950606429885,129.341509204916,-264.1873621481288,39.532948128918356,65.38177026552898,-398.4874794889545,-7.0837589564401195,-34.9134729097236,149.66516212527168,900.0000011293835,900.0000011297801,900.0000011225461,900.000001125834,900.0000011257823
-194.46094307069797,-346.28494163824496,178.64864151195104,-117.99416071488788,-175.8408599054053,-261.23878810054504,361.12627968361335,15.481971239178378,616.2222079150655,150.95175781321456,110.4588555377917,-249.14784640778373,20.63743067673777,54.197441245475005,-387.25248404717246,-3.1163465035493503,-25.915335143323237,139.68961082821238,900.000001124432,900.0000011273505,900.0000011177583,900.000001122843,900.0000011169319
-354.917132086913,-86.9609308300887,342.56568926607935,264.8319856489277,-176.7014668447013,-192.75182655297337,309.119502389104,-75.22636549885932,458.7532483994341,25.137651660653876,30.800457088144515,-226.22041530395677,-0.24814292410404032,62.89140546229293,-350.29098090804337,44.166362657058656,-54.11219916025788,126.78789082372153,900.0000011271668,900.0000011287293,900.0000011146911,900.0000011200002,900.000001115662
-171.97469485709493,-255.1074191931097,315.8531756633337,632.2610810010008,-164.4146277346468,-169.86396228649238,227.10414692201905,-154.46225717034878,389.882304346361,-30.693579815623668,-5.107313062126776,-212.15150344564066,-30.364462846028058,69.3934002933663,-334.4379153244359,39.2856433040823,-17.784678693492978,156.99334300939978,900.0000011334116,900.0000011340921,900.0000011173234,900.0000011241391,900.0000011192636
-475.1071776399221,-286.3414324878895,454.1187463773355,307.4352348264468,-187.84557756552786,-207.75554173359774,284.73347716764044,-112.64477848252186,447.85281824358157,-1.4896119575214226,20.568187760264806,-218.8255386211311,-21.13619280894768,67.78423624242,-350.3678854769615,46.504562262075204,-32.006260246639215,122.64303132161048,900.0000011319601,900.0000011321144,900.0000011171147,900.0000011223495,900.0000011179964
-144.53127090942502,126.18648138063173,111.04025204471512,247.44088143251142,-220.72864446279408,-225.0802353246536,406.43231215810624,-25.93099927908684,605.3096869395935,151.96181925122028,98.72913759586625,-257.6284834906347,37.25829764536236,43.17379546849263,-388.1149345118502,31.979277182447486,-61.530621455708776,128.32254278738188,900.0000011220721,900.0000011249717,900.0000011213667,900.0000011222998,900.0000011193766
-31.836647590954424,553.8128997690644,569.6196877428723,191.3663056636779,-231.56916634562748,-309.5534730025519,509.6721033905782,117.0429333706154,822.4024489350534,272.748382669792,86.35388776428717,-377.28034307477583,87.08852173711979,68.58193198813865,-416.9180911737703,28.375007818483216,-14.584405792862931,137.46486330355046,900.0000011387621,900.0000011385098,900.0000011303077,900.0000011348934,900.000001134684
177.6570989692169,544.0857716467947,1282.8893436834846,955.6097176464766,-264.26875499950233,-320.54684006741326,548.0301576293544,154.8674674897458,936.9483391143172,348.4593920580868,122.53680155256946,-387.7191227845924,94.2183355473288,70.13080724207869,-378.0488439822099,43.21619573490245,-73.93336117556683,150.88367019829005,900.0000011475678,900.0000011467787,900.0000011355845,900.0000011412949,900.0000011379589
125.77103595618938,781.4086367625462,1422.316985185573,586.0024824705717,-236.62998660974088,-290.366904837815,458.38402763265896,84.85575199011693,801.4446484228304,270.3074981073481,68.4562176078932,-295.9543174435624,93.16177414218433,46.82661253928116,-400.53344848782376,34.25316269827173,-80.05978594034144,93.77137013179178,900.0000011344267,900.0000011349188,900.0000011281265,900.0000011403213,900.0000011398058
181.12688026079968,442.95249752562165,650.4539141711659,616.2945246080905,-246.64173387762406,-234.35941935825358,372.50609401009694,-37.81226782352052,619.8231300442671,152.117396203807,63.60816879114278,-251.86282268001153,48.785362849754925,57.27279999107047,-383.0810190639064,39.32831854089662,-64.29901812852165,124.57349217657917,900.0000011191598,900.0000011242189,900.0000011218979,900.0000011268969,900.0000011267005
679.6499355432862,948.6063097051547,607.6996625927235,429.8336468351792,-242.55112604713904,-222.15854911736886,326.9153946237688,-76.70223831789089,529.6125423967426,99.16132760529722,32.852082582613974,-240.36304459304725,17.175968807718494,41.479714898684,-361.02996383584275,63.27583567354259,-61.43843948272167,132.08190208327034,900.0000011226308,900.0000011283918,900.000001134106,900.0000011330205,900.0000011276695
263.0104605741169,679.2740811817185,812.6374693386367,179.62776833734523,-247.5556922452697,-240.64824287590824,342.7859371880807,-52.23116943307867,619.0588421889763,133.42172789486114,75.69177689145454,-240.25600669842402,31.42007160580557,40.27461366682479,-365.4071678037198,51.302224660265395,-82.12257799652062,106.13250643806698,900.0000011195399,900.000001124696,900.0000011259597,900.0000011320437,900.0000011258976
389.07192395476386,837.8061469664896,595.1425110695417,193.91965214575538,-285.2125154759938,-244.63236445139373,451.95105048706654,44.76503652419627,787.8761370782953,267.06644152509415,73.5127224566258,-309.36134211498694,89.75323198938476,42.71326837165354,-414.81509523037346,38.65337233562982,-43.62942222150941,102.6530872956838,900.0000011328626,900.0000011336926,900.0000011311747,900.0000011349637,900.000001135088
484.9190368699008,888.8274816078077,1358.0375269316014,546.4068182722489,-279.24424033966176,-295.4641481602246,614.8672892078071,325.6700504074834,1001.4291342357471,412.31119164636516,144.85994670672343,-374.59838540607444,152.41091695500828,70.90868968810429,-367.5607553780499,21.107156180679233,-105.38289066865653,148.00119636701186,900.000001140561,900.0000011404214,900.0000011250347,900.000001132142,900.0000011306795
-22.36134126472246,195.83723358719976,135.4965331186891,153.14568861579627,-295.01376060201005,-285.2035504144464,684.8414792463848,346.38064613353254,1156.2934948172078,477.27619359910705,150.5383014533235,-418.9178251125676,162.04430446669068,47.824689351785246,-367.8084414587229,42.85762959203871,-79.60813818126046,114.20454997030834,900.0000011205257,900.0000011247083,900.000001097812,900.0000011133168,900.0000011119122
467.6956192574822,701.8407011217943,331.8714775047318,-136.03528231727182,-271.59145699417604,-249.25954616389512,636.3457295470294,204.53981011465768,933.6962323393604,338.08947348661974,59.153128429866314,-369.0630024691404,148.6266221101635,20.67764911707795,-387.5721587457828,58.82310120324371,-92.04438260400896,147.68603513446362,900.0000011497597,900.0000011470751,900.0000011268463,900.0000011353987,900.0000011381463
479.3467412919878,743.4100555622027,386.3484161973607,-193.4347731749001,-281.58123207874223,-240.6166601593044,380.19830495054447,-17.68265309263076,778.7261941781505,226.44441710940382,71.21528114064725,-269.1797196562425,67.68071651723638,35.126805899794654,-383.13464935247333,49.2456551245965,-119.07992865601149,123.04503768171132,900.000001127072,900.000001130094,900.0000011313163,900.0000011331502,900.0000011300199
639.0747750688706,844.317580580493,89.43020667649482,-345.2985892182794,-227.59134356887213,-176.15186894404383,339.28242950400386,-56.27253934174017,668.4323730246559,171.88014974242623,63.45295813339728,-237.2645028403695,39.37522078873741,25.04384637408028,-396.6172159941819,69.23237018049865,-75.11732541816795,115.07511630473942,900.0000011184742,900.0000011247572,900.0000011350714,900.0000011296586,900.0000011221592
266.95062897183334,622.3024814473081,195.28093921945126,-299.2139058999041,-252.08945135892944,-238.23631721086377,382.4672442944612,6.990797450283758,721.2194256976715,195.47221265072466,77.27673827541662,-247.04785719086635,63.93704127660997,2.8306576100444536,-366.0291690834988,52.170460399658104,-112.3619162336256,134.0673860299908,900.000001123575,900.000001126735,900.0000011308374,900.0000011303622,900.0000011241829
497.24774019981965,159.67069479997443,101.22412877715792,-305.6762439106695,-228.4622859833491,-297.9383643552485,574.3449321110593,184.1783119155939,963.3424309103557,303.55749585358603,77.47008096514627,-327.8332555864898,86.49250656096994,13.798707207707666,-351.27609363057803,29.06032664206692,-102.5579725426021,135.14163570061604,900.0000011500027,900.0000011452668,900.0000011292339,900.0000011358345,900.000001136599
321.72205913684894,816.3567039028891,147.2660442954314,-372.2541427267429,-291.7153780980484,-261.96758382453413,759.0254386083642,433.95259396573636,1235.2802439375282,533.13780717623,134.27981781335623,-406.517373153524,206.94300381768855,69.84117153821614,-316.14253272816524,51.76323235280363,-142.63110693747612,112.59718728628991,900.000001078013,900.0000010947646,900.0000010866927,900.0000010862938,900.0000010905903
384.69989508836215,-186.44273805777135,-189.87347541730995,-117.94276976771356,-251.88036238752474,-332.2687616416684,771.1424269104324,435.53057274895747,1292.304381117704,572.6401900256747,145.72426691697495,-388.973603841461,198.29386571293153,48.60778059126739,-274.87889993365974,15.371671174740428,-34.48376716193515,134.11358292737958,900.0000010628795,900.0000011233536,900.0000010962606,900.0000010731694,900.0000010626937
438.3903984338752,183.36699684661704,-435.80711924229627,-313.01766225400985,-235.84288177783696,-246.05457916303837,655.0186297184993,293.824871026486,1060.794451025394,421.0908259428096,106.21856674720317,-374.7594664301261,113.74133289751552,57.09907090582984,-361.1153055401815,15.983041149891083,-78.92486437515078,185.21767798724065,900.0000011428855,900.0000011382482,900.0000011070027,900.0000011295865,900.0000011297288
410.34624085543095,284.0911957146904,-490.3826867004831,-403.33418996508726,-206.266842435714,-243.50988743098884,435.5952316687199,55.11021161235594,788.6074538532171,215.02590505485088,75.25748911953521,-293.49432489520416,39.78437449801693,51.67074850993416,-344.49180323155866,15.245407585493817,-96.52340049421548,150.15647280846036,900.0000011349566,900.0000011348612,900.0000011314327,900.0000011308899,900.0000011264276
355.12134490146735,12.70412110784843,-511.75421247485366,-380.7406093175375,-204.37407474812773,-220.0914782396269,392.09796372896625,-3.727260999450568,684.3043256143486,182.65525725088713,77.39195717389208,-246.29766911666638,47.97698959653611,3.5274643383026922,-360.81815568226597,14.925201452170665,-94.87911740437006,145.1666697043201,900.0000011247109,900.0000011300157,900.0000011322799,900.0000011242777,900.0000011186278
243.6238447459763,-194.5406402230452,-819.5757568619175,-670.3022344280292,-195.13203290008755,-225.0940182424439,379.3169974420182,24.836018699010324,781.241384432264,184.27980337297308,78.03111755176143,-264.3682372670874,94.89682594136914,33.48839706048021,-352.14845082205136,16.303509197412392,-108.904939398546,183.08826326184285,900.0000011405957,900.0000011394122,900.0000011356096,900.0000011355912,900.0000011306379
514.9096143541807,96.16180697621496,-305.7123872267237,-439.86494284115855,-213.19131179619225,-252.29871614961888,561.3029623643224,285.10798188600427,990.3922782907946,304.8706811349585,103.35786991753533,-370.81928426428846,91.90351803568437,54.82315611909765,-357.46718974269294,2.745851596922698,-74.45839449729287,180.3303114764343,900.0000011510881,900.0000011458777,900.0000011233125,900.0000011356046,900.0000011363326
-200.50055509966182,-562.1618068124843,-1014.1603452892216,-760.2929634124782,-216.6762083789256,-289.0541395862452,752.3026803517344,527.8118345782601,1284.7557081265581,567.7550001345135,143.13299045287064,-432.739089950923,143.02888818159562,88.21208642735628,-299.8391779113427,4.771872100264852,-73.32371591584153,167.7004421254741,900.0000011447474,900.0000011571402,900.0000010686304,900.0000010655589,900.0000010850595
30.781678750721056,-562.178292747085,-320.3368209673882,-277.62176230182286,-230.45413229740896,-246.2026668546759,775.699975688534,513.6512326889666,1253.5872396385776,513.1823860987431,171.73299864585928,-410.6429902117862,188.89848089246615,88.71986778028177,-335.66988151572355,35.79110727027838,-53.04442563488473,197.6679301053242,900.0000010812416,900.0000010996534,900.0000010441482,900.0000010598941,900.0000010765332
158.06893612377485,-151.47855344604625,-378.8362594300665,-260.2733963239225,-175.23299229317666,-255.25504345052693,639.6691324798387,336.5809740743853,1044.6042104283454,336.050434462128,105.57780840459827,-386.49147416638704,90.0081671266938,87.98351480448207,-344.11321481613373,-15.065004775639355,-42.19068955119026,202.3237932746373,900.0000011445809,900.000001139746,900.000001119659,900.0000011333226,900.0000011313656
-492.28334272604684,-654.9345601918535,-711.1506860434351,-752.6828566943806,-201.1636734443879,-268.80310583908374,365.9161011004667,52.89184612121121,794.9486662374309,201.5048886479044,104.09097613035037,-254.71150198582322,42.760330522595986,29.432851535810485,-393.19555343410207,-0.2268571932505094,-83.35186880723745,176.98586465446814,900.0000011397775,900.000001138473,900.0000011329331,900.000001132611,900.0000011248487
-436.6284798246365,-1144.5809940798251,-915.9015026001154,-347.75177088968456,-154.84819135435916,-176.37302134360772,369.78248018734246,14.03234730204149,637.1780186287461,137.2474112652527,82.4087242948998,-240.78359201299534,12.484970566891679,61.98988222682682,-373.3281275985178,2.1439356510236416,-75.76837138112396,143.10392023800333,900.0000011319677,900.0000011354388,900.0000011265414,900.0000011204288,900.0000011154459
-383.12979592772757,-547.6947583630772,-505.7398140635725,-404.7621078193027,-196.43795792006478,-235.58435764258172,391.940541912452,44.39888028886306,711.3922225982675,142.03934408595674,112.61826602289804,-244.7785098286836,24.53900273196377,46.302419832020085,-358.43162185511255,25.732344785712442,-56.88545465022031,139.74219401809654,900.0000011300831,900.0000011310524,900.0000011265579,900.0000011233839,900.0000011175783
-538.3569081944821,-699.8808699412995,-511.4426480359695,-275.0179629745857,-190.96453887778924,-294.863356426224,469.8024546105976,166.27973868456962,882.3669795346959,255.7019636952542,98.19047411254635,-338.7863191083334,51.45769707517772,82.11639959276066,-343.1879676937041,17.421519943251212,-57.94875417783676,194.68333396331627,900.0000011477345,900.0000011461942,900.0000011333935,900.0000011360714,900.0000011322168
