cell_id,vaccine_element,p_response_mean,p_response_std,p_response_median,n_reps
13,mut12,0.130022657485832,0.15082336009513167,0.06250159374872408,10
13,mut15,0.25978954174054314,0.36635046866566506,1.7999984690542092e-06,10
13,mut19,0.3462994026488125,0.32241017364282426,0.41169106481680323,10
13,mut20,0.2267415286478988,0.2940414998983941,0.055557161109825774,10
13,mut24,1.7999984690542092e-06,0.0,1.7999984690542092e-06,10
13,mut26,0.048547606812078294,0.12247955835718426,1.7999984690542092e-06,10
13,mut28,0.4322898879106626,0.40423823117569146,0.5011040403595266,10
13,mut33,0.28863726477817186,0.28785850225776083,0.25181687984917367,10
13,mut39,0.12943860145616193,0.23103476464425132,1.7999984690542092e-06,10
13,mut44,0.011112872220740398,0.0351362954690061,1.7999984690542092e-06,10
13,mut8,9.999999994736444e-08,0.0,9.999999994736443e-08,10
14,mut11,0.19800349467853748,0.29908686846675925,1.7999984690542092e-06,10
14,mut12,0.0979586267062074,0.13028342158414247,1.7999984690542092e-06,10
14,mut15,0.3511059641442519,0.31909414170041356,0.44530397940342564,10
14,mut19,0.4626183642102274,0.2693855966258631,0.5239736252417617,10
14,mut20,0.1405288968797807,0.18567080827708488,1.7999984690542092e-06,10
14,mut24,1.7999984690542092e-06,0.0,1.7999984690542092e-06,10
14,mut26,0.010001762998516668,0.031622659597560936,1.7999984690542092e-06,10
14,mut28,0.4517030583751135,0.35137463427277255,0.5095488485845197,10
14,mut33,0.24409624294195584,0.2202198626664144,0.19171624456618794,10
14,mut39,0.049757525789621226,0.15734142013482416,1.7999984690542092e-06,10
14,mut44,0.017357105948964207,0.05488229629263817,1.7999984690542092e-06,10
14,mut8,9.999999994736444e-08,0.0,9.999999994736443e-08,10
15,mut11,0.04973838712969374,0.1572808983780899,1.7999984690542092e-06,10
15,mut12,0.0348701908122992,0.08143555694446952,1.7999984690542092e-06,10
15,mut15,0.4297641891077612,0.3064655123494463,0.528606932518125,10
15,mut19,0.5131305558532047,0.38744594422544903,0.5644262013477185,10
15,mut20,0.18888831118619112,0.22591055657339282,0.10493971481371217,10
15,mut24,1.7999984690542092e-06,0.0,1.7999984690542092e-06,10
15,mut26,0.06556804622139341,0.09598457167196892,1.7999984690542092e-06,10
15,mut28,0.4129513212599094,0.3358235444780614,0.4579337224805783,10
15,mut33,0.18297051030868083,0.24038475349508015,0.08677832975094482,10
15,mut39,0.050756088448598316,0.10898193604536043,1.7999984690542092e-06,10
15,mut44,0.038212777270850644,0.08893523868788983,1.7999984690542092e-06,10
15,mut8,9.999999994736444e-08,0.0,9.999999994736443e-08,10
16,mut11,0.15518943386064496,0.2594139037729551,1.7999984690542092e-06,10
16,mut12,0.06659497256583546,0.10666995808970593,1.7999984690542092e-06,10
16,mut15,0.3658320812603077,0.32485451120204056,0.5110655631190428,10
16,mut19,0.4522640744189818,0.329909726588677,0.48147604640936376,10
16,mut20,0.20247131759767045,0.29224261638438404,1.7999984690542092e-06,10
16,mut24,1.7999984690542092e-06,0.0,1.7999984690542092e-06,10
16,mut26,0.02222394444301174,0.0468483939586748,1.7999984690542092e-06,10
16,mut28,0.3991575392081761,0.3413542209390004,0.4241948952101313,10
16,mut33,0.35764359753015873,0.2310847340840845,0.35762658523629853,10
16,mut39,0.07562451626238084,0.12351763592484126,1.7999984690542092e-06,10
16,mut44,0.030112803820824024,0.06614681243830932,1.7999984690542092e-06,10
16,mut8,9.999999994736444e-08,0.0,9.999999994736443e-08,10
17,mut11,0.12437930301597877,0.2007042539112043,1.7999984690542092e-06,10
17,mut12,0.05963000368507744,0.10597743262620458,1.7999984690542092e-06,10
17,mut15,0.5421473125360788,0.3297953191608322,0.6259511588640868,10
17,mut19,0.448807528589383,0.3761420134851539,0.4524301083782656,10
17,mut20,0.10455170344678824,0.23598550597768692,1.7999984690542092e-06,10
17,mut24,1.7999984690542092e-06,0.0,1.7999984690542092e-06,10
17,mut26,0.024870227812251587,0.07864087371903448,1.7999984690542092e-06,10
17,mut28,0.3127932383884322,0.36059349125638507,0.13846290307592055,10
17,mut33,0.15820680322762787,0.2144202682293796,1.7999984690542092e-06,10
17,mut39,0.03790953426179426,0.11987478120851273,1.7999984690542092e-06,10
17,mut44,0.0076940746138981385,0.024325108172251707,1.7999984690542092e-06,10
17,mut8,9.999999994736444e-08,0.0,9.999999994736443e-08,10
18,mut11,0.20968812303426154,0.3289902869987306,1.7999984690542092e-06,10
18,mut12,1.7999984690542092e-06,0.0,1.7999984690542092e-06,10
18,mut15,0.48084553186681467,0.28314334941789876,0.5143772975512874,10
18,mut19,0.20582257776929502,0.26703854146190603,1.7999984690542092e-06,10
18,mut20,0.17738386129672853,0.2241921069013993,0.10493971481371217,10
18,mut24,1.7999984690542092e-06,0.0,1.7999984690542092e-06,10
18,mut26,0.010001762998516668,0.031622659597560936,1.7999984690542092e-06,10
18,mut28,0.4213137915877814,0.33320080966686966,0.43859561093369404,10
18,mut33,0.26624217261603783,0.29539512620498587,0.17600127349904987,10
18,mut39,0.0777349142396508,0.15598594352948747,1.7999984690542092e-06,10
18,mut44,0.0076940746138981385,0.024325108172251707,1.7999984690542092e-06,10
18,mut8,9.999999994736444e-08,0.0,9.999999994736443e-08,10
19,mut11,0.19843492790173625,0.33388756089651983,1.7999984690542092e-06,10
19,mut12,0.057649022731932974,0.0978710875984741,1.7999984690542092e-06,10
19,mut15,0.5029118912733593,0.27272620429429933,0.5903062624961228,10
19,mut19,0.28655605485823804,0.34555688685695707,0.14883532743387223,10
19,mut20,0.14172585286340214,0.22852876649595785,1.7999984690542092e-06,10
19,mut24,1.7999984690542092e-06,0.0,1.7999984690542092e-06,10
19,mut26,0.05369128757025003,0.07561388829026108,1.7999984690542092e-06,10
19,mut28,0.3796248887651758,0.35316155140653877,0.42225709645232057,10
19,mut33,0.29581595544196065,0.28234040808234073,0.266847545843584,10
19,mut39,1.7999984690542092e-06,0.0,1.7999984690542092e-06,10
19,mut44,1.7999984690542092e-06,0.0,1.7999984690542092e-06,10
19,mut8,9.999999994736444e-08,0.0,9.999999994736443e-08,10
20,mut11,0.16207758445215334,0.2642592331279942,1.7999984690542092e-06,10
20,mut12,0.09558996879210921,0.1426683084001336,1.7999984690542092e-06,10
20,mut15,0.22833087676099567,0.31963639391877086,1.7999984690542092e-06,10
20,mut19,0.498910720925754,0.3077052871066126,0.5758313113103991,10
20,mut20,0.1285301763250746,0.21644002647639113,1.7999984690542092e-06,10
20,mut24,1.7999984690542092e-06,0.0,1.7999984690542092e-06,10
20,mut26,0.017357105948964207,0.05488229629263817,1.7999984690542092e-06,10
20,mut28,0.45884855820933534,0.3402189009483482,0.5260315924354253,10
20,mut33,0.23341611455174505,0.2247592569901758,0.2858222787842444,10
20,mut39,0.19020609231704272,0.21906526332033613,0.11718892499890973,10
20,mut44,0.02098938296151768,0.06636856474497914,1.7999984690542092e-06,10
20,mut8,9.999999994736444e-08,0.0,9.999999994736443e-08,10
21,mut11,0.3263476238695933,0.3403307369997128,0.32040233119290407,10
21,mut12,0.14588311031635767,0.19381488967812183,0.04545616818051908,10
21,mut15,0.23252156115746395,0.34383227021843693,1.7999984690542092e-06,10
21,mut19,0.17333610754996065,0.293512791905053,1.7999984690542092e-06,10
21,mut20,0.15698029433182442,0.2774581639166598,1.7999984690542092e-06,10
21,mut24,1.7999984690542092e-06,0.0,1.7999984690542092e-06,10
21,mut26,0.03008025659792768,0.06933423612901587,1.7999984690542092e-06,10
21,mut28,0.4851755177524901,0.35807188977552146,0.5955564964225506,10
21,mut33,0.02098938296151768,0.06636856474497914,1.7999984690542092e-06,10
21,mut39,0.02098938296151768,0.06636856474497914,1.7999984690542092e-06,10
21,mut44,1.7999984690542092e-06,0.0,1.7999984690542092e-06,10
21,mut8,0.011111191111111062,0.03513635520076214,9.999999994736443e-08,10
22,mut11,0.09215830637977183,0.1491991227127079,1.7999984690542092e-06,10
22,mut12,0.05492747756012993,0.1252134383130406,1.7999984690542092e-06,10
22,mut15,0.25401857812483974,0.34421897359081677,1.7999984690542092e-06,10
22,mut19,0.5314306274956838,0.29426114791710845,0.6698874663648815,10
22,mut20,0.10034658711636117,0.16262399949724513,1.7999984690542092e-06,10
22,mut24,1.7999984690542092e-06,0.0,1.7999984690542092e-06,10
22,mut26,0.05966922131779432,0.09883766351095706,1.7999984690542092e-06,10
22,mut28,0.558909132361005,0.32293561378905045,0.6460255400813166,10
22,mut33,0.1690451244641203,0.19231174572763526,0.08677832975094482,10
22,mut39,0.03300951001811482,0.10437954400844178,1.7999984690542092e-06,10
22,mut44,1.7999984690542092e-06,0.0,1.7999984690542092e-06,10
22,mut8,9.999999994736444e-08,0.0,9.999999994736443e-08,10
23,mut11,0.16374646290904732,0.305317307059131,1.7999984690542092e-06,10
23,mut12,0.10837767847654341,0.12735338793164486,0.050001614998707124,10
23,mut15,0.3742027837937013,0.39695921140406015,0.33513739207992127,10
23,mut19,0.17270819525012648,0.3346492771355962,1.7999984690542092e-06,10
23,mut20,0.10477143568299022,0.22656522805204052,1.7999984690542092e-06,10
23,mut24,1.7999984690542092e-06,0.0,1.7999984690542092e-06,10
23,mut26,0.028092605234962688,0.06365986441825625,1.7999984690542092e-06,10
23,mut28,0.5159598638209043,0.3796367684385847,0.6164925633683639,10
23,mut33,0.26751184675391143,0.30564842608504345,0.14883532743387223,10
23,mut39,0.10509458517320994,0.22225565015334459,1.7999984690542092e-06,10
23,mut44,0.017357105948964207,0.05488229629263817,1.7999984690542092e-06,10
23,mut8,9.999999994736444e-08,0.0,9.999999994736443e-08,10
24,mut11,0.1551760768889356,0.2830282325364545,1.7999984690542092e-06,10
24,mut12,0.028092605234962688,0.06365986441825623,1.7999984690542092e-06,10
24,mut15,0.28663951755494954,0.3122434445463557,0.22058651076844468,10
24,mut19,0.5469367233326443,0.2957501835230993,0.5404100821032265,10
24,mut20,0.17508507669514084,0.2121738537914836,0.08677832975094482,10
24,mut24,1.7999984690542092e-06,0.0,1.7999984690542092e-06,10
24,mut26,1.7999984690542092e-06,0.0,1.7999984690542092e-06,10
24,mut28,0.34166314474580634,0.3697925070533739,0.29515426149894436,10
24,mut33,0.2707863244632038,0.2597521560435389,0.29447838613033817,10
24,mut39,0.11789826117822388,0.20474151553383832,1.7999984690542092e-06,10
24,mut44,0.018805146836169483,0.040451676171536756,1.7999984690542092e-06,10
24,mut8,9.999999994736444e-08,0.0,9.999999994736443e-08,10
25,mut11,0.2909434182699087,0.3388046720161131,0.17195121346911563,10
25,mut12,0.03170034003138169,0.10023958500603267,1.7999984690542092e-06,10
25,mut15,0.27209732077181153,0.3620010157067373,1.7999984690542092e-06,10
25,mut19,0.3643628164671616,0.3454794365550487,0.40336922700742317,10
25,mut20,0.08552942340093103,0.1507859554690732,1.7999984690542092e-06,10
25,mut24,1.7999984690542092e-06,0.0,1.7999984690542092e-06,10
25,mut26,0.011112872220740398,0.0351362954690061,1.7999984690542092e-06,10
25,mut28,0.4835393894459107,0.37367017873010033,0.5635082538430431,10
25,mut33,0.38011014152548234,0.3533115803814097,0.4480077359596735,10
25,mut39,0.03757217160963478,0.11880794683021366,1.7999984690542092e-06,10
25,mut44,1.7999984690542092e-06,0.0,1.7999984690542092e-06,10
25,mut8,0.009090989090909033,0.02874791548325023,9.999999994736443e-08,10
26,mut11,0.11225352221357983,0.24332438168396878,1.7999984690542092e-06,10
26,mut12,0.024870227812251587,0.07864087371903447,1.7999984690542092e-06,10
26,mut15,0.3531180647477289,0.32490651203659254,0.4245274201185466,10
26,mut19,0.4413518151489349,0.4063102989254627,0.5519282049411359,10
26,mut20,0.24801278431676327,0.2714873252331929,0.17600127349904987,10
26,mut24,1.7999984690542092e-06,0.0,1.7999984690542092e-06,10
26,mut26,0.07229676712209546,0.1103205764288898,1.7999984690542092e-06,10
26,mut28,0.30366187696772995,0.32640013990414624,0.2541162823500868,10
26,mut33,0.2989869941616462,0.3302307541711122,0.22679577261713274,10
26,mut39,0.0737303619769079,0.15563135588099453,1.7999984690542092e-06,10
26,mut44,1.7999984690542092e-06,0.0,1.7999984690542092e-06,10
26,mut8,9.999999994736444e-08,0.0,9.999999994736443e-08,10
27,mut11,0.04537585178034419,0.14348535030114698,1.7999984690542092e-06,10
27,mut12,0.10466413848652392,0.11926187755368987,0.055557161109825774,10
27,mut15,0.38746033675121017,0.3516618857237761,0.5005454980992662,10
27,mut19,0.4174788082161173,0.30599479277686814,0.5261218573298649,10
27,mut20,0.20353764807662386,0.2895195097128754,1.7999984690542092e-06,10
27,mut24,1.7999984690542092e-06,0.0,1.7999984690542092e-06,10
27,mut26,0.04039597922263049,0.05357766900019366,1.7999984690542092e-06,10
27,mut28,0.5200214340356378,0.2892577120055121,0.6079595874917525,10
27,mut33,0.1952990830216538,0.3284350466993378,1.7999984690542092e-06,10
27,mut39,0.12824101617122907,0.1898104559985213,1.7999984690542092e-06,10
27,mut44,1.7999984690542092e-06,0.0,1.7999984690542092e-06,10
27,mut8,9.999999994736444e-08,0.0,9.999999994736443e-08,10
28,mut11,0.09706336926973637,0.20470268985577747,1.7999984690542092e-06,10
28,mut12,0.13958445935292924,0.17283228093772487,0.038463173075614476,10
28,mut15,0.27507916969456747,0.3665109920500474,1.7999984690542092e-06,10
28,mut19,0.26660504293955833,0.304084235606161,0.19947532298929999,10
28,mut20,0.051631139363431534,0.10632604548601404,1.7999984690542092e-06,10
28,mut24,1.7999984690542092e-06,0.0,1.7999984690542092e-06,10
28,mut26,1.7999984690542092e-06,0.0,1.7999984690542092e-06,10
28,mut28,0.46720924217554005,0.4200543049827897,0.6158193311282313,10
28,mut33,0.24179275851678522,0.27571207734569403,0.13950974059984267,10
28,mut39,0.02976850548554969,0.09413058777860661,1.7999984690542092e-06,10
28,mut44,0.012501758748520058,0.03952834030831255,1.7999984690542092e-06,10
28,mut8,0.011111191111111062,0.03513635520076213,9.999999994736443e-08,10
29,mut11,0.12455224185329901,0.22420392361274408,1.7999984690542092e-06,10
29,mut12,0.08457202140981124,0.14303509313236112,1.7999984690542092e-06,10
29,mut15,0.45482426886697125,0.3976497495054623,0.6600894548654281,10
29,mut19,0.3601188088973327,0.3940139985946252,0.29004900614162865,10
29,mut20,0.11095058656068021,0.18020293845328136,1.7999984690542092e-06,10
29,mut24,1.7999984690542092e-06,0.0,1.7999984690542092e-06,10
29,mut26,0.0202037458571504,0.04285479977707607,1.7999984690542092e-06,10
29,mut28,0.3927385857136995,0.36346524246925405,0.4741360040311975,10
29,mut33,0.3405530263940039,0.3574808263928179,0.31074315846374406,10
29,mut39,0.032100455183789026,0.07156210962736977,1.7999984690542092e-06,10
29,mut44,1.7999984690542092e-06,0.0,1.7999984690542092e-06,10
29,mut8,9.999999994736444e-08,0.0,9.999999994736443e-08,10
30,mut11,0.18076329720503373,0.25010017202727103,1.7999984690542092e-06,10
30,mut12,0.06341607162581323,0.1375210607154063,1.7999984690542092e-06,10
30,mut15,0.4479653445912112,0.3181298141886072,0.5776381099039233,10
30,mut19,0.2522198100491272,0.28564246797536114,0.16504035009669787,10
30,mut20,0.09209500018690715,0.19471675956669388,1.7999984690542092e-06,10
30,mut24,1.7999984690542092e-06,0.0,1.7999984690542092e-06,10
30,mut26,0.051314764079482975,0.075510489911348,1.7999984690542092e-06,10
30,mut28,0.42596553563761635,0.30742119804848583,0.580859450794363,10
30,mut33,0.2973819322654735,0.33024532146501995,0.1980011189992753,10
30,mut39,0.09544830944306308,0.15664811341048326,1.7999984690542092e-06,10
30,mut44,0.06817102483446894,0.08178963157008114,0.04545616818051908,10
30,mut8,9.999999994736444e-08,0.0,9.999999994736443e-08,10
31,mut11,0.1448977975575178,0.25836451981636527,1.7999984690542092e-06,10
31,mut12,1.7999984690542092e-06,0.0,1.7999984690542092e-06,10
31,mut15,0.4817356356566706,0.2656245156914444,0.5362677478422806,10
31,mut19,0.3506832308120631,0.2947259852071284,0.3498788031072608,10
31,mut20,0.1537930382128984,0.14741996554082934,0.1505568191102439,10
31,mut24,1.7999984690542092e-06,0.0,1.7999984690542092e-06,10
31,mut26,0.07072113918064005,0.1059310969714393,1.7999984690542092e-06,10
31,mut28,0.5844552278056634,0.1510574360412284,0.6296976045463214,10
31,mut33,0.22245036227221435,0.2282855478810354,0.2249781958210639,10
31,mut39,0.05946559001208825,0.13069303985835565,1.7999984690542092e-06,10
31,mut44,0.017357105948964207,0.05488229629263817,1.7999984690542092e-06,10
