target_tg,predicted_tg,acid_smiles,epoxide_smiles,acid_dist,epoxide_dist,z_acid,z_epoxide
450,449.99999671587375,O=C(O)CCN(CCC(=O)O)C(=O)C(=O)Nc1ccccc1,O=C(Nc1ccccc1)c1cccc(OCC2CO2)c1OCC1CO1,10.54398974806473,12.107448451786505,"[0.907870888710022, 0.037942931056022644, -3.1122207641601562, -1.1893233060836792, -0.06181196868419647, -0.38208597898483276, 1.3540277481079102, -2.2052507400512695, -0.5798090696334839, 0.6163309812545776, 2.0145621299743652, 2.394502639770508, 0.13591451942920685, 0.27326276898384094, 0.47375670075416565, -0.2621833086013794, 1.3334051370620728, -1.4485958814620972, -1.7505204677581787, 1.4783254861831665, 0.7234514355659485, 0.7598137259483337, -1.2785756587982178, 0.7696617245674133, -0.03619784116744995, 0.6528223752975464, 2.093916177749634, -0.36419206857681274, -0.053701069205999374, -1.0121179819107056, 1.5329116582870483, -0.1698414832353592]","[-0.9662466645240784, 0.2909296452999115, 1.7449767589569092, 0.925150454044342, -0.13644647598266602, -0.9002740979194641, -0.9517247676849365, 0.10287940502166748, 2.1158037185668945, 0.30201518535614014, 1.6393932104110718, 0.2268013209104538, -1.785072684288025, -0.9947816729545593, 1.3493330478668213, 2.996586799621582, 1.2816498279571533, -0.32642847299575806, 1.5192289352416992, -0.4864368736743927, 0.46449658274650574, 1.216717004776001, 0.6102677583694458, -2.1166577339172363, -0.4928376376628876, 0.40738797187805176, 0.37178337574005127, 2.0579493045806885, -0.3359103202819824, 0.8408015966415405, -1.7867552042007446, -0.3224914073944092]"
450,450.0000092221723,O=C(O)CCN(CCC(=O)O)C(=O)C(=O)Nc1ccccc1,O=C(Nc1ccccc1)c1cccc(OCC2CO2)c1OCC1CO1,11.036214745958834,11.049986423159499,"[1.1521743535995483, 1.5957398414611816, 2.427515983581543, -0.03378510847687721, 0.14098261296749115, 1.10982084274292, -1.0418742895126343, 0.4274914562702179, 1.0172595977783203, -0.14905007183551788, 0.32263660430908203, 0.5544077157974243, -0.04964533820748329, -0.3818000555038452, 0.08400659263134003, 0.023498818278312683, 0.3601846992969513, 0.5665303468704224, -2.139763832092285, -0.9640228152275085, -1.1077051162719727, 0.3277587294578552, 0.07066139578819275, 1.9087432622909546, -1.427627682685852, 0.36496198177337646, -1.5149468183517456, -0.2515106201171875, 0.38827213644981384, -1.0838836431503296, -0.20469476282596588, -0.24348178505897522]","[-0.9192950129508972, 0.024947382509708405, 0.13144022226333618, 1.563839316368103, 0.06248857453465462, 0.6262667775154114, 1.176906943321228, 0.5473478436470032, -0.08842501789331436, -1.053250789642334, 0.12254785746335983, -2.3063135147094727, 0.9912092685699463, -1.3726043701171875, -0.18925181031227112, 2.226893424987793, 0.18085329234600067, -0.4893091320991516, -1.4682785272598267, 1.0205860137939453, -1.802788257598877, -2.082732915878296, -0.6415711641311646, 1.5013177394866943, 2.5281169414520264, -0.7719454169273376, -1.147227168083191, 0.9563907980918884, 2.084394931793213, 1.8648016452789307, -0.7831721901893616, 2.552983283996582]"
450,450.0000163686287,O=C(O)CCN(CCC(=O)O)C(=O)C(=O)Nc1ccccc1,O=C(Nc1ccccc1)c1cccc(OCC2CO2)c1OCC1CO1,11.524101786227483,11.593629308639052,"[-3.5194830894470215, 0.7482782602310181, -0.20366472005844116, 1.3707671165466309, 0.22023019194602966, -0.4019894301891327, 0.4359407126903534, 1.589491605758667, -2.78355073928833, -1.3756266832351685, 0.09239485114812851, -0.8879563212394714, 0.3043079078197479, 0.9778003692626953, 2.968637228012085, 1.7700425386428833, -0.42867401242256165, -1.0641404390335083, 0.24778923392295837, -0.5936837792396545, 0.5099482536315918, -0.9641172289848328, 0.5699556469917297, -0.1522037237882614, -0.6505364179611206, -0.2625238299369812, -0.23246154189109802, -2.3280112743377686, -0.26347967982292175, 0.2088862806558609, 1.5920997858047485, 0.6333990097045898]","[-0.137700155377388, -0.09467275440692902, 1.3581339120864868, 1.5497922897338867, -0.9662852883338928, 0.28452759981155396, -0.015740690752863884, 2.0518546104431152, 1.5399656295776367, -0.5931944251060486, 1.274449110031128, 1.3889930248260498, -2.047792911529541, 0.32327136397361755, -2.0812604427337646, 0.12138739228248596, -0.7848404049873352, -0.3732128441333771, 0.03132462874054909, -0.3110702931880951, 2.0775835514068604, -1.9399404525756836, -0.7797454595565796, 0.05955979600548744, 0.19688452780246735, -0.46431100368499756, 0.30623140931129456, -2.3829843997955322, -2.5857956409454346, 0.6318329572677612, -0.2592589259147644, 0.39968734979629517]"
450,450.00001994185686,O=C(O)CCN(CCC(=O)O)C(=O)C(=O)Nc1ccccc1,O=C(Nc1ccccc1)c1cccc(OCC2CO2)c1OCC1CO1,11.806141527898474,11.214319450996378,"[0.3658659756183624, -0.4025331735610962, -1.8592573404312134, -1.5029423236846924, -1.4301472902297974, 0.8609790802001953, -0.22035472095012665, -1.5115628242492676, -1.8107184171676636, -0.5100486278533936, 0.6070282459259033, 0.2666158378124237, 0.932723343372345, -0.39029592275619507, -1.1154733896255493, 1.4066410064697266, -0.6572316884994507, -0.8538779020309448, -0.541593611240387, -1.949715256690979, 0.8837751746177673, 1.6043187379837036, 1.506752848625183, 1.275964617729187, 1.6319408416748047, 2.024423599243164, -0.9115249514579773, -0.666181206703186, 0.34681811928749084, 1.1757086515426636, 1.1297634840011597, -0.8253006339073181]","[2.2740116119384766, 1.3397016525268555, -1.8717982769012451, 1.8209725618362427, -0.04802414029836655, 0.6145169734954834, -1.2462960481643677, -0.8520057797431946, -0.41077685356140137, -0.40068763494491577, -1.135049819946289, 1.9499608278274536, -2.6639058589935303, -0.5006575584411621, 0.06820027530193329, 0.7375705242156982, -1.7798397541046143, -0.5394944548606873, 0.5598686337471008, -0.3582487106323242, 1.1631648540496826, -0.37879329919815063, -0.3541598320007324, -0.2703854441642761, -1.089263916015625, 0.2009907364845276, -1.671294093132019, 1.7022911310195923, -0.5315419435501099, 0.680298388004303, 0.5419842600822449, 0.5642702579498291]"
450,450.00002351508505,O=C(O)CCN(CCC(=O)O)C(=O)C(=O)Nc1ccccc1,O=C(NCc1ccccc1OCC1CO1)c1ccc(C(=O)NCc2ccccc2OCC2CO2)cc1,11.398540541521628,12.10175908510586,"[1.3757387399673462, -0.12989336252212524, 0.7452132701873779, -1.9525924921035767, -1.4815034866333008, -0.08614205569028854, -0.29525429010391235, 1.1350491046905518, -0.48800569772720337, -1.1946110725402832, -1.1322444677352905, -0.8097299933433533, -1.4196231365203857, -2.3238162994384766, -1.3206491470336914, 1.2328506708145142, 0.9375706315040588, -1.0797827243804932, 1.4000177383422852, 1.7653199434280396, 0.07873189449310303, -0.4042586088180542, -1.2506091594696045, -0.11054061353206635, 0.4707214832305908, -0.04325871542096138, -1.1558789014816284, 0.8440685272216797, 0.22829149663448334, -0.7438001036643982, -0.2514136731624603, 1.24577796459198]","[-0.001483522355556488, 0.730413019657135, -1.6343145370483398, -0.9633792042732239, 0.5809175968170166, 0.6222058534622192, 0.18387578427791595, -1.155372142791748, -0.05155576393008232, -0.7520129084587097, -0.660151481628418, -0.6727612018585205, -0.31791427731513977, -0.910375714302063, 0.23886436223983765, 0.6938191056251526, 0.14007601141929626, -1.643391728401184, 0.9009431004524231, -0.2469700127840042, -1.1772041320800781, 0.13505956530570984, 1.3439611196517944, 0.1181471049785614, -0.04131094738841057, 0.5886452198028564, 1.3804428577423096, 0.16978858411312103, 0.8835330605506897, -1.1475502252578735, -0.3054026663303375, 1.4001699686050415]"
500,499.9999998980488,O=C(O)CCN(CCC(=O)O)C(=O)C(=O)Nc1ccccc1,O=C(CCCCC(=O)NCc1ccc(OCC2CO2)cc1)NCc1ccc(OCC2CO2)cc1,10.729653544284723,12.612102140297859,"[-1.774427056312561, 0.514979898929596, 0.3973959684371948, -2.3499441146850586, 0.8353649377822876, -2.7688071727752686, -0.9475362300872803, 1.1603281497955322, -1.146178960800171, 0.21684281527996063, 0.3534310758113861, -1.3074934482574463, 3.243502616882324, -1.7943226099014282, 0.5941151976585388, 0.8123573660850525, 0.010877110995352268, 0.6049727201461792, -1.0689888000488281, 0.3892925977706909, 0.2351193130016327, 0.8009874224662781, 0.19480043649673462, -2.1058058738708496, 1.611810564994812, 0.2948000431060791, -0.5412293672561646, -0.6969819068908691, -1.5841448307037354, 1.1421877145767212, 0.06462197750806808, 0.287973552942276]","[-1.5482569932937622, 0.4554784893989563, 0.3191823959350586, -0.2155819684267044, -1.1243607997894287, -1.4270663261413574, 0.5574151873588562, 1.061627745628357, 0.41008466482162476, 1.1228158473968506, -0.7480021715164185, -0.7662274241447449, -0.17229469120502472, -2.0150718688964844, 0.4902171790599823, 0.5843813419342041, -0.2794386148452759, -0.7478268146514893, 0.8457038402557373, 0.5527517199516296, 0.003968962002545595, -0.5098894834518433, -1.3750406503677368, 1.8638592958450317, -2.668189764022827, 0.4786534011363983, -2.55180025100708, 0.4544590711593628, -1.129198431968689, -3.0453813076019287, 0.6966050267219543, 1.512740135192871]"
500,499.99999632482064,O=C(O)CCN(CCC(=O)O)C(=O)C(=O)Nc1ccccc1,O=C(Nc1ccccc1)c1cccc(OCC2CO2)c1OCC1CO1,10.978023552134093,11.894451252709533,"[-0.08206328749656677, -0.8301917314529419, 1.6028437614440918, -0.055125802755355835, 1.2337003946304321, -1.8029645681381226, -0.059070415794849396, -1.606379508972168, 2.1965672969818115, 0.45080482959747314, 0.697060763835907, 0.8245526552200317, -0.5385625958442688, 0.5600114464759827, 0.31603798270225525, -1.193922519683838, 0.9580726027488708, -0.4993496537208557, 1.4755709171295166, 1.0414236783981323, 0.013385800644755363, 0.48476719856262207, -0.12177703529596329, 0.46050676703453064, 0.3962562680244446, -0.021072911098599434, -1.1361759901046753, -0.18469125032424927, 0.5235893130302429, 0.8022748231887817, -0.281024694442749, 0.07029270380735397]","[0.32720327377319336, 0.4953642189502716, 0.30883100628852844, 0.07761038094758987, 0.26100918650627136, -1.0159318447113037, -2.0759150981903076, 0.09642410278320312, 1.8854957818984985, -0.1557834893465042, 1.4801872968673706, 0.9984296560287476, 0.93052738904953, -0.6431106328964233, -0.13751287758350372, -1.1505895853042603, -0.12826178967952728, -0.4979868233203888, -0.8876907825469971, 1.1044228076934814, 0.10643793642520905, -1.297627329826355, 0.6555359363555908, -0.41384613513946533, -1.9036227464675903, 0.5063737630844116, 1.4539563655853271, -0.3517264127731323, 0.889542281627655, 1.1447429656982422, -0.05173226073384285, -0.36152833700180054]"
500,499.99999275159246,O=C(O)CCN(CCC(=O)O)C(=O)C(=O)Nc1ccccc1,O=C(Nc1ccccc1)c1cccc(OCC2CO2)c1OCC1CO1,10.537013595417971,11.601581264538083,"[1.696114420890808, 0.00789402425289154, 0.6912537217140198, -1.1089309453964233, -0.8820026516914368, -0.10756876319646835, 0.46344152092933655, -1.7347514629364014, 0.10910296440124512, 0.5493571758270264, -1.7801697254180908, -0.7692413926124573, -0.035940393805503845, -2.494467258453369, 0.42449769377708435, -1.294831395149231, -1.6452536582946777, -0.11296697705984116, 1.2159035205841064, -0.3401317596435547, 0.4173527657985687, -1.1755489110946655, -0.46588751673698425, -0.2464250922203064, 0.6063539385795593, -1.0641980171203613, -0.009269319474697113, 0.8144637942314148, -0.729233980178833, 0.6803715229034424, 1.2080256938934326, -1.2580126523971558]","[-0.037256792187690735, 0.39280974864959717, -0.13357281684875488, 0.22598297894001007, -1.233823299407959, 0.22090797126293182, 1.7519280910491943, 2.5026888847351074, 0.5163892507553101, -0.7988383173942566, 1.713060736656189, -0.6429639458656311, -1.9306769371032715, -0.0962224081158638, 0.49920889735221863, 0.04323243349790573, -1.7868720293045044, -0.6544099450111389, -3.2741994857788086, -1.3166687488555908, -0.1920434683561325, 0.5298709273338318, 0.6816658973693848, -0.9179206490516663, -2.1823678016662598, 0.8656871914863586, -1.0832732915878296, 0.4644884765148163, -0.337714821100235, -2.035708427429199, 0.8949165344238281, -0.20677395164966583]"
500,500.0000106177333,O=C(O)CCN(CCC(=O)O)C(=O)C(=O)Nc1ccccc1,COc1ccccc1C(=O)NCCc1ccc(OCC2CO2)c(OCC2CO2)c1,11.806842775381853,11.648364759099538,"[0.11230120807886124, -1.1257721185684204, 2.677804946899414, -0.07659658044576645, -0.9538783431053162, -0.115021251142025, 0.17502887547016144, 0.12255056202411652, -1.7553672790527344, -1.1211836338043213, -0.06906753033399582, -0.8567292094230652, 0.6153919100761414, -0.051983792334795, -2.4720542430877686, 1.761640191078186, -1.2972573041915894, 1.8753092288970947, -0.24452732503414154, -0.4611411690711975, -0.6839615702629089, 0.4952491521835327, -1.4616096019744873, -0.7975338697433472, 2.194870710372925, -0.3248816430568695, 2.1695735454559326, -0.25592759251594543, -0.5045954585075378, -1.6975072622299194, 0.1735692024230957, 1.0398653745651245]","[0.3256596028804779, 2.283134937286377, 1.4310418367385864, -1.8455579280853271, -1.0109926462173462, 0.3538978397846222, 0.5087715983390808, -0.030280988663434982, 0.24233952164649963, -2.4361023902893066, 1.0226818323135376, -0.30613216757774353, -0.492764949798584, 0.4426112174987793, 0.7789261937141418, -0.9904606342315674, -0.4273824393749237, 0.37694650888442993, -0.7995319366455078, -0.5868860483169556, -1.8952304124832153, 1.9822626113891602, -0.4437854290008545, -0.44896480441093445, -0.8088986277580261, 0.09632275253534317, -0.8444562554359436, 0.582904040813446, -1.7759151458740234, -1.4667365550994873, 0.5011802911758423, 0.6231542825698853]"
500,499.9999891783643,O=C(O)CCN(CCC(=O)O)C(=O)C(=O)Nc1ccccc1,O=C(Nc1ccccc1)c1cccc(OCC2CO2)c1OCC1CO1,11.722343708728435,11.334731020233004,"[-2.044373035430908, -2.267481803894043, 0.06758881360292435, 0.2039872705936432, -1.2319939136505127, -1.253556251525879, -0.26629671454429626, 0.31378257274627686, 1.0532699823379517, -1.9162108898162842, 0.31395387649536133, 0.365299791097641, 0.28609952330589294, -2.8521173000335693, -0.5585609674453735, -1.2868694067001343, -0.5947081446647644, -1.2817589044570923, 1.4242918491363525, -2.168109655380249, 0.4342602789402008, 0.755835771560669, 0.1710272878408432, -0.023031363263726234, 0.8233331441879272, -0.3992643356323242, 0.8441624045372009, 2.0231451988220215, 0.3031286299228668, -0.1541200578212738, 1.4843519926071167, 0.7964988946914673]","[0.8932926654815674, -1.6356687545776367, -0.8722195625305176, -0.3790176212787628, -0.46494460105895996, 1.5480817556381226, 0.08436184376478195, -2.5294508934020996, -0.16004712879657745, -0.3474975526332855, -1.1515058279037476, 0.22997769713401794, 0.8645446300506592, 0.43586215376853943, 0.16556628048419952, -0.5822199583053589, 0.6972372531890869, 0.578802227973938, -0.812827467918396, -0.3926846385002136, 0.661904513835907, -0.31476011872291565, -0.1875677853822708, 1.8373442888259888, 1.435347318649292, -1.201882004737854, -1.7983485460281372, -0.874961793422699, -1.118640661239624, 0.3106020987033844, 0.25637516379356384, -0.006602426525205374]"
