ISO3,Country,n_points,mean_scenario_risk,high_risk_share,slr_ge_4_share,slr_ge_7_share,baseline_tc_hazard,future_tc_hazard,scenario,Mang_Ha_2020,Risk_Pop_2020,Risk_Stock_2020,Ben_Pop_2020,Ben_Stock_2020,risk_pop_proxy,risk_stock_proxy
GIN,Guinea,772,0.21300874310238097,0.0,1.0,0.9870466321243523,0.12121748918155352,0.06339737491184462,ssp245,253417.0,7795.0,9351624.0,21210.0,30338541.0,1660.4031524830596,1991977.6742060604
GLP,Guadeloupe,33,0.355566248616082,0.9090909090909091,1.0,0.9090909090909091,0.2340265266792163,0.2691305056810987,ssp245,3415.0,2631.0,0.0,1016.0,0.0,935.4948001089117,0.0
GMB,Gambia,163,0.24405255333751696,0.0,1.0,1.0,0.10588132613922145,0.10905776592339808,ssp245,74425.0,2784.0,1684971.0,1687.0,1323843.0,679.4423084916473,411221.4748496693
GNB,Guinea-Bissau,814,0.2505142843514176,0.0012285012285012285,1.0,0.9938574938574939,0.11505137802553743,0.11850291936630357,ssp245,297832.0,2443.0,1774430.0,2711.0,1585206.0,612.0063966705131,444520.0615816859
GNQ,Equatorial Guinea,55,0.1763839285714286,0.0,1.0,1.0,,0.0,ssp245,33795.0,3803.0,8258813.0,1290.0,13360149.0,670.7880803571429,1456721.8822767858
GRD,Grenada,8,0.3214344547872392,0.0,1.0,0.125,0.20335992144367662,0.2338639096602281,ssp245,209.0,1594.0,36869182.0,623.0,18227371.0,512.3665209308593,11851025.414621493
GTM,Guatemala,59,0.30243056825761566,0.06779661016949153,1.0,0.6949152542372882,0.17496234152986784,0.201206692759348,ssp245,29554.0,1684.0,7753412.0,996.0,4470789.0,509.2930769458248,2344868.7970954166
GUF,FrenchGuiana,112,0.3389632163542048,0.4375,1.0,0.9821428571428571,0.20839897873033864,0.2396588255398894,ssp245,83100.0,3484.0,0.0,6074.0,0.0,1180.9478457780494,0.0
GUY,Guyana,59,0.3360968127699405,0.6271186440677966,1.0,1.0,0.19173213322786933,0.22049195321204976,ssp245,38703.0,56761.0,34969608.0,33613.0,14078963.0,19077.191189634596,11753173.792614214
HKG,"China, Hong Kong SAR",1,0.3144739157267961,0.0,1.0,1.0,0.1922704032552845,0.20765203551570727,ssp245,546.0,57102.0,243074683.0,18509.0,54590872.0,17957.08953583151,76440647.37705968
HND,Honduras,99,0.40505608075638144,0.98989898989899,1.0,0.9494949494949495,0.28090731040593364,0.32304340696682365,ssp245,85226.0,6683.0,22392815.0,2721.0,8215556.0,2706.989787694897,9070345.88100271
HTI,Haiti,42,0.2815983696681802,0.047619047619047616,1.0,0.9761904761904762,0.12150667413270042,0.1397326752526055,ssp245,18837.0,29641.0,75816106.0,32354.0,88657453.0,8346.857275334529,21349691.844189934
IDN,Indonesia,7679,0.2944534772650744,0.2919650996223467,0.9997395494204975,0.7912488605287147,0.22204575247214156,0.1801854370282555,ssp245,2913232.0,783119.0,2608833271.0,489596.0,1550664018.0,230592.11266234782,768180028.2507683
IND,India,1215,0.23356370380052663,0.05102880658436214,0.9415637860082304,0.31275720164609055,0.11535382535106788,0.11454207620970853,ssp245,492571.0,1210902.0,1698438651.0,1144050.0,1587476843.0,282822.7560594653,396693622.00553
IRN,Iran (Islamic Republic of),29,0.25685155035895785,0.06896551724137931,1.0,0.9310344827586207,0.11501683755396491,0.12076767943166317,ssp245,10286.0,60448.0,331228543.0,2788.0,26222184.0,15526.162516098284,85076564.79268873
JAM,Jamaica,22,0.35665315799947195,0.7727272727272727,1.0,1.0,0.22836193787962608,0.26261622856157,ssp245,9767.0,9981.0,163076058.0,2804.0,40149921.0,3559.7551699927294,58161591.079805054
JPN,Japan,13,0.3384248399366977,0.3076923076923077,1.0,1.0,0.20250621656677462,0.2187067138921166,ssp245,1016.0,33178.0,1273881731.0,2485.0,392369031.0,11228.259339419756,431113220.9119584
KEN,Kenya,115,0.2615945551346626,0.008695652173913044,1.0,0.9826086956521739,0.12504258421910425,0.13379556511444154,ssp245,56260.0,15358.0,16215720.0,34183.0,28889528.0,4017.5691777581487,4241944.059588252
KHM,Cambodia,94,0.3358752772195516,0.13829787234042554,1.0,1.0,0.22711635092967522,0.24528565900404925,ssp245,69351.0,92456.0,115114355.0,71430.0,109160155.0,31053.684630610864,38664065.89757488
KNA,Saint Kitts and Nevis,1,0.33334027401601907,0.0,1.0,1.0,0.18443988308981082,0.21210586555328242,ssp245,35.0,0.0,0.0,0.0,0.0,0.0,0.0
LBR,Liberia,63,0.1699263038548753,0.0,1.0,0.6825396825396826,,0.0,ssp245,19726.0,11220.0,7794388.0,5823.0,5240208.0,1906.573129251701,1324471.5436507938
LCA,Saint Lucia,2,0.3275727928369848,0.5,1.0,0.0,0.216538219101361,0.24901895196656515,ssp245,162.0,1108.0,24666533.0,1933.0,31297014.0,362.9506544633792,8080085.10441565
LKA,Sri Lanka,89,0.25778967435833217,0.011235955056179775,1.0,1.0,0.10275001640024169,0.10788751722025376,ssp245,18119.0,45376.0,164516359.0,3985.0,18904169.0,11697.46426368368,42410618.61322847
MDG,Madagascar,564,0.311656145883612,0.20390070921985815,1.0,0.9663120567375887,0.1918625602493172,0.2052929394667694,ssp245,275833.0,103671.0,31719761.0,20020.0,13838664.0,32309.704299899942,9885658.461609308
MEX,Mexico,2222,0.3546715303305853,0.40279027902790276,1.0,0.9657965796579658,0.191556450959122,0.21590301789634972,ssp245,1004711.0,104691.0,1239455750.0,161141.0,1364288402.0,37130.91718183931,439599667.62954336
MMR,Myanmar,1137,0.24916202381576652,0.05716798592788039,1.0,0.7977132805628848,0.11473909525586873,0.12047605001866216,ssp245,546707.0,469825.0,172667784.0,63024.0,65783025.0,117062.5478392425,43022254.50922363
MOZ,Mozambique,660,0.33685285476429694,0.47878787878787876,1.0,0.9833333333333333,0.2154681801014343,0.2302016330832187,ssp245,304897.0,41997.0,23362062.0,28845.0,22122480.0,14146.809341536178,7869577.2778805
MTQ,Martinique,21,0.3671688265495102,0.9047619047619048,1.0,1.0,0.2349437410969118,0.27018530226144855,ssp245,1944.0,2384.0,0.0,620.0,0.0,875.3304824940324,0.0
MYS,Malaysia,1339,0.3274897532174553,0.3704256908140403,1.0,0.9044062733383121,0.22612283517618087,0.23139990584208095,ssp245,579537.0,106284.0,342518762.0,22448.0,106584340.0,34806.92093096402,112171384.83972831
MYT,Mayotte,11,0.3915602042624975,1.0,1.0,0.9090909090909091,0.3018920684610597,0.3230245132533339,ssp245,675.0,2167.0,0.0,1335.0,0.0,848.5109626368321,0.0
NCL,NewCaledonia,85,0.23502101245215418,0.0,1.0,0.6235294117647059,0.1111396209924569,0.09780286647336207,ssp245,33481.0,5427.0,0.0,1384.0,0.0,1275.4590345778406,0.0
NGA,Nigeria,2592,0.1782966304287919,0.0,1.0,0.9926697530864198,,0.0,ssp245,887472.0,133742.0,192628973.0,94983.0,86226425.0,23845.747946807485,34345096.80885874
NIC,Nicaragua,141,0.40464547012145996,0.9787234042553191,1.0,0.9929078014184397,0.28208895208078283,0.3244022948929002,ssp245,86057.0,5268.0,19362943.0,8175.0,16184777.0,2131.672336599851,7835127.173170032
NZL,New Zealand,44,0.1674107142857143,0.0,1.0,0.6136363636363636,,0.0,ssp245,29676.0,23126.0,1361281995.0,1186.0,230904478.0,3871.540178571429,227893191.12723216
PAK,Pakistan,16,0.25847243142089993,0.0,1.0,1.0,0.10542547261587076,0.1106967462466643,ssp245,82083.0,42299.0,23958274.0,21578.0,18389322.0,10933.125376672646,6192553.33342813
PAN,Panama,513,0.2789982102859693,0.009746588693957114,1.0,0.9746588693957114,0.13258469517588886,0.15247239945227217,ssp245,152860.0,8837.0,29974273.0,4742.0,14958912.0,2465.5071842971106,8362768.521623051
PER,Peru,24,0.15110677083333332,0.0,1.0,0.041666666666666664,,0.0,ssp245,11845.0,8188.0,66437364.0,659.0,5598405.0,1237.2622395833332,10039135.536718749
PHL,Philippines,599,0.3328712145393348,0.3622704507512521,1.0,0.9081803005008348,0.20477686898972405,0.22115901850890196,ssp245,274939.0,817650.0,1465017667.0,327137.0,545975346.0,272172.14856808714,487662210.1358728
PLW,Palau,15,0.42125705677486974,1.0,1.0,0.4666666666666667,0.32985411786202273,0.3562424472909846,ssp245,5687.0,584.0,0.0,253.0,0.0,246.01412115652394,0.0
PNG,PapuaNewGuinea,1034,0.276114543047869,0.058027079303675046,1.0,0.4332688588007737,0.19754518819832004,0.17383976561452164,ssp245,461059.0,22150.0,107732071.677141,8133.0,39556882.119647,6115.937128510298,29746391.742734052
PRI,PuertoRico,18,0.2770511935273003,0.0,1.0,1.0,0.12272453696792823,0.14113321751311744,ssp245,8200.0,14668.0,753682843.679039,17258.0,886764283.897794,4063.786906658441,208808731.38232744
PYF,FrenchPolynesia,3,0.3872089554545644,1.0,1.0,0.0,0.35080076338107546,0.36132478628250775,ssp245,126.0,1753.0,0.0,122.0,0.0,678.7772989118514,0.0
QAT,Qatar,3,0.2529763159703193,0.0,1.0,1.0,0.10590715252419151,0.1112025101504011,ssp245,460.0,3051.0,53392981.0,6533.0,70418287.0,771.8307400254441,13507159.632053254
SAU,Saudi Arabia,8,0.2921996655900695,0.0,1.0,0.75,0.17767348073781072,0.18655715477470125,ssp245,6127.0,82993.0,535581663.0,17490.0,112569887.0,24250.526846316636,156496782.82477328
SEN,Senegal,374,0.24540395598897563,0.0,1.0,0.9973262032085561,0.10588132613922145,0.10789137270496603,ssp245,232995.0,30551.0,34984208.0,32980.0,43091067.0,7497.336259419195,8585263.040341169
SLB,SolomonIslands,125,0.3635683142434942,0.704,1.0,0.992,0.31121444160957307,0.27386870861642426,ssp245,51928.0,12568.0,15205621.486379,4837.0,5852131.693954,4569.326573412235,5528282.170827467
SLE,Sierra Leone,514,0.17378578376876044,0.0,1.0,0.9610894941634242,,0.0,ssp245,172741.0,10778.0,6624940.0,6660.0,3760047.0,1873.0631774597,1151320.390321012
SLV,El Salvador,119,0.32291651127825033,0.5462184873949579,1.0,0.9495798319327731,0.18514317160597335,0.21291464734686932,ssp245,51920.0,2324.0,15254762.0,1222.0,2186078.0,750.4579722106538,4926014.525420025
SOM,Somalia,4,0.1773995535714286,0.0,1.0,1.0,,0.0,ssp245,5886.0,21804.0,11893090.909091,2039.0,1112181.818182,3868.019866071429,2109829.017857159
SUR,Suriname,116,0.32651776833147134,0.28448275862068967,1.0,1.0,0.1880061771385868,0.21620710370937482,ssp245,85438.0,4230.0,50073326.0,69710.0,595114322.0,1381.1701600421238,16349830.65845424
SYC,Seychelles,4,0.3394118922977563,0.0,1.0,1.0,0.2346143919947115,0.25103739943434134,ssp245,227.0,5287.0,33278197.0,652.0,13548792.0,1794.4706745782375,11295015.816027516
TCA,Turks and Caicos Islands,8,0.2989974871924259,0.0,1.0,1.0,0.1461833840046417,0.16811089160533793,ssp245,15037.0,827.0,44163526.0,1641.0,66776159.0,247.27092190813624,13204783.29955737
THA,Thailand,694,0.25501739609715757,0.05475504322766571,0.9985590778097982,0.9365994236311239,0.1196744877457164,0.1266458185441527,ssp245,264930.0,124711.0,814801338.0,23646.0,204952563.0,31803.474484672617,207788515.55323997
TLS,TimorLeste,7,0.27342001003765354,0.0,1.0,1.0,0.1824424151541606,0.16054932533566132,ssp245,1344.0,2188.0,0.0,3698.0,0.0,598.2429819623859,0.0
TON,Tonga,4,0.27525238333612223,0.25,1.0,0.25,0.16420513234760103,0.1691312863180291,ssp245,1039.0,896.0,11031140.544791,1404.0,17285403.264382,246.62613546916552,3036347.7258694526
TTO,Trinidad and Tobago,26,0.30944386950874203,0.0,1.0,0.8846153846153846,0.17170245454506386,0.1974578227268234,ssp245,11169.0,3000.0,16320282.0,567.0,6924440.0,928.3316085262261,5050211.213553871
TWN,Taiwan,9,0.2851196506431234,0.0,1.0,1.0,0.16042277227196466,0.17325659405372182,ssp245,167.0,389704.0,4891052614.0,70762.0,263254022.0,111112.26833422776,1394535212.5808156
TZA,U.R. of Tanzania: Mainland,201,0.3105723058919983,0.1044776119402985,1.0,0.9651741293532339,0.19001063124458675,0.20331137543170788,ssp245,120155.0,19894.0,27388931.0,10681.0,15160642.0,6178.525453415415,8506243.456586834
USA,United States,486,0.3371495758922878,0.4012345679012346,1.0,0.9917695473251029,0.1772522638430283,0.2034206793383725,ssp245,231525.0,329242.0,21150953450.0,64247.0,2352552635.0,111003.80066592862,7131034985.385021
VEN,Venezuela (Bolivarian Republic of),634,0.288654241048132,0.02365930599369085,1.0,0.9211356466876972,0.1447643743774491,0.16621644531240387,ssp245,300542.0,128871.0,578987661.0,19847.0,123343160.0,37199.16069811382,167127243.86218813
VIR,UnitedStatesVirginIslands,4,0.3099126249887955,0.0,1.0,1.0,0.1552652030508147,0.1785549835084369,ssp245,274.0,1395.0,0.0,257.0,0.0,432.32811185936976,0.0
VNM,Viet Nam,226,0.3406791631987776,0.3053097345132743,1.0,0.9601769911504425,0.21923787243063944,0.23677690222509062,ssp245,186363.0,2467538.0,4746241695.0,3673309.0,7391633755.0,840638.7810011853,1616945648.9917479
VUT,Vanuatu,4,0.31902792966770266,0.25,1.0,1.0,0.22273303785054493,0.19600507330847955,ssp245,1532.0,5656.0,50318275.816529,1607.0,14296582.25551,1804.4219702005262,16052935.358195677
WSM,Samoa,2,0.5181381471087453,1.0,1.0,1.0,0.47712459366132104,0.49143833147116067,ssp245,231.0,543.0,0.0,2568.0,0.0,281.3490138800487,0.0
YEM,Yemen,1,0.24827618240145632,0.0,1.0,1.0,0.1167896234426099,0.1226291046147404,ssp245,1566.0,50926.0,369260678.0,6239.0,35634167.0,12643.712864976565,91678631.44481343
ZAF,South Africa,3,0.20427797493420496,0.0,1.0,1.0,0.11278775904181382,0.040227634058246926,ssp245,2654.0,8866.0,86491602.0,1603.0,22566767.0,1811.1285257666611,17668329.305375233
,,9264,0.27696945118268684,0.19440846286701208,0.9981649395509499,0.8523316062176166,0.19047818142978284,0.1496179767921346,ssp245,,,,,,0.0,0.0
ABW,Aruba,2,0.43548670404199447,1.0,1.0,1.0,0.24025745927215128,0.3003458498361163,ssp370,43.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,Angola,106,0.27022769792510715,0.0,1.0,1.0,0.10612475889402662,0.015614636364563492,ssp370,51756.0,11775.0,41409776.0,6739.0,41700883.0,3181.931143068137,11190068.440074353
ANT,NetherlandsAntilles,3,0.38177171275303845,0.0,1.0,1.0,0.18582401275154078,0.2322985983407011,ssp370,228.0,458.0,0.0,6468.0,0.0,174.8514444408916,0.0
ARE,United Arab Emirates,3,0.49515397905629244,1.0,1.0,1.0,0.3172674917105156,0.3606379578273431,ssp370,7393.0,249755.0,570497070.0,111891.0,352075128.0,123667.18203920432,282483894.2504562
ATG,Antigua and Barbuda,14,0.40080918150759864,0.0,1.0,1.0,0.1784368718172567,0.2230639334587526,ssp370,869.0,1050.0,37536879.0,452.0,13802800.0,420.84964058297857,15045125.748339768
AUS,Australia,1573,0.4158647788448173,0.4589955499046408,1.0,1.0,0.2649324119399638,0.24274350173103276,ssp370,988392.0,98148.0,5895729369.0,111606.0,5565606181.0,40816.29631406113,2451826190.1680794
BEN,Benin,1,0.24062500000000003,0.0,1.0,1.0,,0.0,ssp370,2970.0,70975.0,102402912.0,7469.0,6886351.0,17078.359375000004,24640700.700000003
BGD,Bangladesh,2130,0.36969345903628287,0.2802816901408451,1.0,1.0,0.15008373740001069,0.17060018430259216,ssp370,531711.0,657059.0,1352366845.0,621358.0,1286290673.0,242910.41450092098,499961176.8140346
BHS,Bahamas,197,0.41221067166880804,0.27918781725888325,1.0,1.0,0.19449737980284187,0.2431411744915326,ssp370,145902.0,6953.0,358419473.0,2378.0,149169432.0,2866.1008001132222,147744331.7045102
BLZ,Belize,84,0.5922617952460351,1.0,1.0,1.0,0.34017345397769383,0.4252508348175151,ssp370,68012.0,3252.0,14005376.0,5925.0,20171289.0,1926.035358140106,8294849.132855734
BMU,Bermuda,2,0.34251039259149524,0.0,1.0,1.0,0.08736950370467363,0.1092206165812125,ssp370,21.0,0.0,0.0,0.0,0.0,0.0,0.0
BRA,Brazil,2870,0.2776847706207128,0.0024390243902439024,1.0,1.0,0.1372122796424395,0.0407574930871024,ssp370,1138408.0,348868.0,2319344780.0,265511.0,1002668479.0,96875.33055690683,644046723.2246475
BRB,Barbados,1,0.44318216624137,1.0,1.0,1.0,0.25560315156595936,0.3195294997726058,ssp370,11.0,0.0,0.0,0.0,0.0,0.0,0.0
BRN,Brunei Darussalam,37,0.6586289651323767,1.0,1.0,1.0,0.4724154543763932,0.5530662207475312,ssp370,18707.0,4636.0,56058429.0,1602.0,9281843.0,3053.4038823536985,36921705.079216816
CHN,China,27,0.3725403211282973,0.0,1.0,1.0,0.16332182013733917,0.19120412127118575,ssp370,24926.0,16077932.0,124137014007.0,764842.0,7632534942.0,5989677.950358927,46246043062.07572
CIV,C̫te d'Ivoire,12,0.2027715773809524,0.0,1.0,1.0,,0.0,ssp370,6453.0,82261.0,98886688.0,32548.0,12765872.0,16680.192726934525,20051409.707738098
CMR,Cameroon,748,0.2497012867647059,0.0,1.0,1.0,,0.0,ssp370,211303.0,9922.0,13652327.0,159861.0,88430743.0,2477.536167279412,3409003.619232537
COD,D.R. of the Congo,61,0.26316598360655735,0.0,1.0,1.0,,0.0,ssp370,36328.0,0.0,0.0,0.004043,5.0,0.0,0.0
COG,Congo,21,0.2635416666666667,0.0,1.0,1.0,,0.0,ssp370,2500.0,1001.0,9054302.0,1510.0,2081811.0,263.8052083333333,2386185.8395833336
COL,Colombia,500,0.2874989141306036,0.01,1.0,1.0,0.11138697680494354,0.048457211176943245,ssp370,289936.0,71822.0,242069107.0,15055.0,85285326.0,20648.74701068821,69594605.40706488
CRI,Costa Rica,109,0.33718886035193624,0.009174311926605505,1.0,0.9908256880733946,0.096765892702673,0.12096704246761153,ssp370,37034.0,4394.0,36007873.0,2729.0,16020972.0,1481.6078523864078,12141453.660567256
CUB,Cuba,553,0.4416324404469872,0.484629294755877,1.0,0.9981916817359855,0.21878532503787296,0.27350353482984496,ssp370,342417.0,29447.0,287496675.522528,9227.0,90084960.269174,13004.750473842432,126967858.43140964
CYM,Cayman Islands,21,0.4848156518834972,1.0,1.0,1.0,0.26595877102487353,0.3324750596581944,ssp370,4432.0,0.0,0.0,0.0,0.0,0.0,0.0
DMA,Dominica,2,0.3913459614418132,0.0,1.0,1.0,0.16605091810596914,0.20758025272427202,ssp370,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DOM,Dominican Republic,63,0.4022350670972219,0.2857142857142857,1.0,1.0,0.1964724954250356,0.245610266530837,ssp370,19270.0,42807.0,211021863.0,6554.0,15004277.0,17218.476517230778,84880393.22278577
ECU,Ecuador,487,0.2399998166617776,0.0,1.0,1.0,,0.0,ssp370,162785.0,30509.0,143295722.0,16398.0,145772481.0,7322.154406534173,34390947.008417055
ERI,Eritrea,6,0.4329966910633137,0.3333333333333333,1.0,1.0,0.18747206981625344,0.21309950176013528,ssp370,7175.0,4570.0,4847504.23871,6838.0,7253224.066586,1978.7948781593434,2098953.2952768174
FJI,Fiji,121,0.47644441406591037,0.8181818181818182,1.0,1.0,0.3257866922445669,0.3096770458454297,ssp370,48811.0,5564.0,27088891.0,3911.0,18594698.0,2650.936719862725,12906350.800190313
FSM,MicronesiaFederatedStatesof,24,0.5230105824730752,0.9166666666666666,1.0,1.0,0.30835400052249257,0.36099619549169254,ssp370,8711.0,2962.0,0.0,420.0,0.0,1549.1573452852488,0.0
GAB,Gabon,569,0.2585201952046196,0.0,1.0,1.0,,0.0,ssp370,194197.0,2162.0,5069257.0,1557.0,3320704.0,558.9206620323876,1310505.3091823843
GHA,Ghana,22,0.24386160714285712,0.0,1.0,1.0,,0.0,ssp370,18391.0,59157.0,249967863.0,18397.0,109352669.0,14426.121093749998,60957564.80524553
GIN,Guinea,772,0.2855790235749322,0.0,1.0,1.0,0.12121748918155352,0.06856887728086715,ssp370,253417.0,7795.0,9351624.0,21210.0,30338541.0,2226.0884887665966,2670627.650759902
GLP,Guadeloupe,33,0.4454297615786772,0.9090909090909091,1.0,1.0,0.2340265266792163,0.2925565610016883,ssp370,3415.0,2631.0,0.0,1016.0,0.0,1171.9257027134997,0.0
GMB,Gambia,163,0.31895741875330635,0.0,1.0,1.0,0.10588132613922145,0.1179539149456155,ssp370,74425.0,2784.0,1684971.0,1687.0,1323843.0,887.9774538092049,537434.0008341774
GNB,Guinea-Bissau,814,0.32550804248095755,0.0012285012285012285,1.0,1.0,0.11505137802553743,0.12816953614800924,ssp370,297832.0,2443.0,1774430.0,2711.0,1585206.0,795.2161477809793,577591.2358194855
GNQ,Equatorial Guinea,55,0.25473214285714285,0.0,1.0,1.0,,0.0,ssp370,33795.0,3803.0,8258813.0,1290.0,13360149.0,968.7463392857143,2103785.1329464284
GRD,Grenada,8,0.40398908083157686,0.0,1.0,1.0,0.20335992144367662,0.25422023779674013,ssp370,209.0,1594.0,36869182.0,623.0,18227371.0,643.9585948455335,14894746.94719212
GTM,Guatemala,59,0.3883700022055931,0.05084745762711865,1.0,1.0,0.17496234152986784,0.21872042314648776,ssp370,29554.0,1684.0,7753412.0,996.0,4470789.0,654.0150837142188,3011192.635540872
GUF,FrenchGuiana,112,0.4217865336895884,0.4375,1.0,1.0,0.20839897873033864,0.26051956331079634,ssp370,83100.0,3484.0,0.0,6074.0,0.0,1469.504283374526,0.0
