lon,lat,tc_records,mean_wind,p90_wind,intense_share,major_share,freq_norm,wind_norm,baseline_tc_hazard
-179.5,15.5,14,46.91182109287807,61.341839981079104,0.14285714285714285,0.35714285714285715,0.1,0.47087309984895603,0.24843256067652475
-179.5,16.5,12,40.289145151774086,48.04396476745605,0.0,0.08333333333333333,0.08571428571428572,0.4043985977504612,0.15633774467571054
-179.5,17.5,10,41.54447441101074,50.30854988098144,0.1,0.1,0.07142857142857142,0.4169988500079374,0.1663925696448415
-179.5,18.5,4,42.56256103515625,45.51289939880371,0.0,0.0,0.02857142857142857,0.4272178010837662,0.11966159312808441
-179.5,19.5,2,35.34233283996582,35.60572853088379,0.0,0.0,0.014285714285714285,0.35474542306298856,0.09511492719431856
-179.5,20.5,2,41.793466567993164,47.97914619445801,0.0,0.0,0.014285714285714285,0.419498085937497,0.11130309291294567
-179.5,21.5,2,40.27328300476074,41.29599876403809,0.0,0.0,0.014285714285714285,0.4042393829052382,0.10748841715488097
-178.5,-27.5,1,35.913368225097656,35.913368225097656,0.0,0.0,0.007142857142857143,0.36047713834618167,0.09333357030083113
-178.5,-23.5,2,34.2491397857666,34.92203254699707,0.0,0.0,0.014285714285714285,0.3437725980868488,0.09237172095028362
-178.5,-22.5,6,40.81430753072103,49.19375038146973,0.0,0.16666666666666666,0.04285714285714286,0.40966986694312835,0.1550365143548297
-178.5,-21.5,9,37.15775044759115,40.08653945922852,0.0,0.1111111111111111,0.06428571428571428,0.3729675107267883,0.14439267133249073
-178.5,-20.5,18,39.990624321831596,46.76351470947266,0.0,0.05555555555555555,0.12857142857142856,0.40140222231054373,0.16931880954588988
-178.5,-19.5,23,39.07809415070907,45.459398651123045,0.0,0.043478260869565216,0.16428571428571428,0.3922427844466533,0.1806849197141478
-178.5,-18.5,36,41.625128746032715,55.08928298950195,0.08333333333333333,0.16666666666666666,0.2571428571428571,0.41780841049532214,0.26183305500478293
-178.5,-17.5,45,44.952840847439234,54.127784729003906,0.08888888888888889,0.26666666666666666,0.32142857142857145,0.4512100153806216,0.3196675832102348
-178.5,-16.5,65,45.18943299513597,59.28972244262696,0.1076923076923077,0.26153846153846155,0.4642857142857143,0.45358478735473273,0.38540169134417773
-178.5,-15.5,79,45.179096946233436,58.96253356933594,0.06329113924050633,0.34177215189873417,0.5642857142857143,0.4534810402122526,0.44198237578543204
-178.5,-14.5,87,45.341418123793325,60.14369888305664,0.10344827586206896,0.22988505747126436,0.6214285714285714,0.4551103241383111,0.4497422772578947
-178.5,-13.5,89,47.42391620593125,61.40614547729492,0.1348314606741573,0.33707865168539325,0.6357142857142857,0.4760132075591949,0.4859736068657217
-178.5,-12.5,95,48.503987804212066,63.19641189575196,0.16842105263157894,0.3894736842105263,0.6785714285714286,0.4868543271255064,0.5218075667437826
-178.5,-11.5,98,49.504358603029836,61.97975120544434,0.16326530612244897,0.45918367346938777,0.7,0.4968954572301148,0.5473871296136511
-178.5,-10.5,65,49.76062780526968,69.80702362060548,0.23076923076923078,0.4153846153846154,0.4642857142857143,0.49946773583374404,0.4399493515408536
-178.5,-9.5,52,49.60718514369084,68.71743316650391,0.25,0.38461538461538464,0.37142857142857144,0.49792756919720155,0.3935478263652345
-178.5,-8.5,33,49.56033024643407,72.06748962402345,0.21212121212121213,0.3333333333333333,0.2357142857142857,0.49745726746513447,0.31831453331650006
-178.5,-7.5,18,50.691926108466255,71.63484344482423,0.16666666666666666,0.3888888888888889,0.12857142857142856,0.5088155571012671,0.2795054765769041
-178.5,-6.5,5,43.36149291992187,58.234082031250004,0.2,0.2,0.03571428571428571,0.43523700657150355,0.18488068021430448
-178.5,-5.5,3,56.47399648030599,72.09012908935547,0.6666666666666666,0.6666666666666666,0.02142857142857143,0.5668525579276179,0.3513559966247616
-178.5,-4.5,1,36.78792190551758,36.78792190551758,0.0,0.0,0.007142857142857143,0.36925539066915875,0.0955281333815754
-178.5,4.5,2,39.52219581604004,40.23624458312988,0.0,0.0,0.014285714285714285,0.39670041416408547,0.10560367496959279
-178.5,7.5,10,50.9994499206543,65.50986862182617,0.3,0.5,0.07142857142857142,0.5119022991494102,0.2901184319302097
-178.5,8.5,6,48.00795555114746,58.08334922790527,0.0,0.5,0.04285714285714286,0.4818754488985631,0.23975457651035506
-178.5,9.5,17,41.570136575137866,54.679270172119146,0.058823529411764705,0.17647058823529413,0.12142857142857143,0.41725643162574433,0.20013343563752856
-178.5,10.5,24,49.297709941864014,61.43958511352539,0.125,0.4583333333333333,0.17142857142857143,0.49482124025460794,0.3050148338731758
-178.5,11.5,35,47.23437750680106,57.12905426025391,0.05714285714285714,0.42857142857142855,0.25,0.4741107302577047,0.32245625399299765
-178.5,12.5,24,45.222024281819664,57.18564529418945,0.041666666666666664,0.20833333333333334,0.17142857142857143,0.45391191940442305,0.2364541703272963
-178.5,13.5,15,44.5550043741862,57.2720703125,0.06666666666666667,0.2,0.10714285714285714,0.44721676828363194,0.20668514445186034
-178.5,14.5,12,40.53607908884684,45.79790267944336,0.0,0.08333333333333333,0.08571428571428572,0.40687717448652844,0.15695738885972735
-178.5,15.5,13,38.176130734957184,45.23098526000977,0.0,0.0,0.09285714285714286,0.38318940942024826,0.13758306664077635
-178.5,16.5,9,40.21412150065104,47.66533432006836,0.0,0.1111111111111111,0.06428571428571428,0.40364555473607144,0.1520621823348115
-178.5,17.5,7,40.6095096043178,49.01009368896485,0.0,0.14285714285714285,0.05,0.4076142265479878,0.15297498520842553
-178.5,18.5,9,42.56913418240018,50.439218902587896,0.1111111111111111,0.1111111111111111,0.06428571428571428,0.4272837784461113,0.16908284937343257
-178.5,19.5,4,40.372313499450684,44.95627098083496,0.0,0.0,0.02857142857142857,0.4052333924091947,0.11416549095944153
-178.5,20.5,3,39.792277018229164,43.62797470092774,0.0,0.0,0.02142857142857143,0.3994113294498925,0.10949568950533027
-178.5,21.5,1,43.41910934448242,43.41910934448242,0.0,0.0,0.007142857142857143,0.4358153261464637,0.11216811725090163
-178.5,22.5,1,36.11399841308594,36.11399841308594,0.0,0.0,0.007142857142857143,0.362490945449391,0.09383702207663346
-178.5,24.5,1,38.783966064453125,38.783966064453125,0.0,0.0,0.007142857142857143,0.38929050076843547,0.10053691090639458
-177.5,-25.5,1,34.46263122558594,34.46263122558594,0.0,0.0,0.007142857142857143,0.34591549882523454,0.08969316042059435
-177.5,-24.5,3,41.34932963053385,44.899681854248044,0.0,0.0,0.02142857142857143,0.4150401021793129,0.11340288268768538
-177.5,-23.5,5,40.283058166503906,44.92643356323242,0.0,0.0,0.03571428571428571,0.4043375001943201,0.11715580362000859
-177.5,-22.5,9,38.289527893066406,44.62702560424805,0.1111111111111111,0.1111111111111111,0.06428571428571428,0.38432762299006973,0.15834381050942217
-177.5,-21.5,14,37.31265531267439,39.4409122467041,0.0,0.0,0.1,0.3745223540968425,0.13863058852421062
-177.5,-20.5,18,39.819999906751846,47.18947257995605,0.0,0.05555555555555555,0.12857142857142856,0.3996895953997391,0.1688906528181887
-177.5,-19.5,25,39.2817431640625,43.942814636230466,0.0,0.08,0.17857142857142858,0.3942868927324744,0.1949288660402615
-177.5,-18.5,36,42.626151614718964,55.52141571044922,0.05555555555555555,0.25,0.2571428571428571,0.427856085691405,0.27823386269269246
-177.5,-17.5,47,43.874010694787856,55.77195053100586,0.02127659574468085,0.2553191489361702,0.3357142857142857,0.44038135671090733,0.3143582571108575
-177.5,-16.5,47,45.36239713303586,59.089088439941406,0.0851063829787234,0.2765957446808511,0.3357142857142857,0.4553208990186645,0.32873144056013726
-177.5,-15.5,86,44.97937291167503,57.95216751098633,0.06976744186046512,0.26744186046511625,0.6142857142857143,0.45147632854095204,0.4497627698428792
-177.5,-14.5,71,47.64697453673457,66.9292221069336,0.18309859154929578,0.352112676056338,0.5071428571428571,0.47825213508802705,0.43650971385248966
-177.5,-13.5,100,45.15011341094971,62.09961700439454,0.14,0.27,0.7142857142857143,0.45319012063621206,0.5027261015876244
-177.5,-12.5,93,47.775846624887116,62.570848846435545,0.16129032258064516,0.3655913978494624,0.6642857142857143,0.47954567684826394,0.5080623024685944
-177.5,-11.5,81,47.8145620557997,64.2592544555664,0.16049382716049382,0.38271604938271603,0.5785714285714286,0.47993427943373385,0.47293330530816896
-177.5,-10.5,73,49.62549549259552,67.59593963623047,0.1643835616438356,0.3835616438356164,0.5214285714285715,0.4981113576442753,0.4523213814854328
-177.5,-9.5,46,47.31580377661663,70.45059204101562,0.17391304347826086,0.30434782608695654,0.32857142857142857,0.47492803896975166,0.3448500221647982
-177.5,-8.5,44,48.11248085715554,68.14639892578126,0.20454545454545456,0.29545454545454547,0.3142857142857143,0.4829246120669517,0.34170517899076386
-177.5,-7.5,18,56.807813220553925,79.50687637329102,0.3333333333333333,0.6111111111111112,0.12857142857142856,0.5702032128286676,0.35596350161986534
-177.5,-6.5,9,50.523587968614365,62.795144653320314,0.2222222222222222,0.5555555555555556,0.06428571428571428,0.507125878468286,0.28904337437897626
-177.5,-5.5,5,45.13221054077148,53.47135467529297,0.0,0.2,0.03571428571428571,0.453010422219467,0.16932403412629535
-177.5,-4.5,3,56.30594380696615,69.84200592041016,0.6666666666666666,0.6666666666666666,0.02142857142857143,0.5651657446385586,0.3509342933024968
-177.5,5.5,1,53.244998931884766,53.244998931884766,0.0,1.0,0.007142857142857143,0.5344417913104036,0.33682473354188663
-177.5,6.5,4,42.495683670043945,51.06992874145508,0.0,0.25,0.02857142857142857,0.42654652566775086,0.16949377427408058
-177.5,7.5,5,46.40494613647461,58.48204345703125,0.2,0.4,0.03571428571428571,0.4657853889821157,0.23251777581695754
-177.5,8.5,12,52.805149714152016,72.54695205688476,0.3333333333333333,0.5833333333333334,0.08571428571428572,0.5300268451455573,0.3210781398578179
-177.5,9.5,18,48.378926806979706,65.51089782714844,0.2777777777777778,0.4444444444444444,0.12857142857142856,0.4855990388406962,0.2959235692339836
-177.5,10.5,16,47.03822684288025,60.15656089782715,0.125,0.375,0.11428571428571428,0.4721418859663062,0.25696404292014796
-177.5,11.5,23,45.72136124320652,60.81762008666992,0.21739130434782608,0.2608695652173913,0.16428571428571428,0.45892396833792914,0.26257260699131457
-177.5,12.5,26,41.31503281226525,51.97689247131348,0.0,0.11538461538461539,0.18571428571428572,0.41469585101282935,0.210322314401559
-177.5,13.5,20,42.008761405944824,55.33158721923829,0.05,0.15,0.14285714285714285,0.421659088119166,0.20470048631550578
-177.5,14.5,11,47.13293179598722,56.645477294921875,0.0,0.2727272727272727,0.07857142857142857,0.4730924782435115,0.20817571696347528
-177.5,15.5,12,40.62224801381429,51.377566528320315,0.0,0.16666666666666666,0.08571428571428572,0.4077420871645024,0.1738402836958875
-177.5,16.5,4,42.392794609069824,46.211002349853516,0.0,0.0,0.02857142857142857,0.42551378615875773,0.11923558939683229
-177.5,17.5,5,40.557770538330075,45.95737991333008,0.0,0.0,0.03571428571428571,0.40709490042042823,0.11784515367653563
-177.5,18.5,1,54.134986877441406,54.134986877441406,0.0,1.0,0.007142857142857143,0.5433749636535271,0.3390580266276675
-177.5,19.5,3,46.594947814941406,60.659172821044926,0.3333333333333333,0.3333333333333333,0.02142857142857143,0.4676925133962167,0.22656598549191131
-177.5,22.5,1,34.80731201171875,34.80731201171875,0.0,0.0,0.007142857142857143,0.3493752005900286,0.09055808586179286
-177.5,23.5,1,40.10608673095703,40.10608673095703,0.0,0.0,0.007142857142857143,0.40256116564794436,0.1038545771262718
-177.5,24.5,1,39.612220764160156,39.612220764160156,0.0,0.0,0.007142857142857143,0.39760403132064687,0.10261529354444743
-176.5,-24.5,2,38.52931594848633,39.49441299438477,0.0,0.0,0.014285714285714285,0.38673447359471347,0.10311218982724979
-176.5,-23.5,3,35.2205810546875,36.58934707641602,0.0,0.0,0.02142857142857143,0.35352335068953195,0.09802369481524013
-176.5,-22.5,2,39.200666427612305,43.47672996520996,0.0,0.0,0.014285714285714285,0.3934730924295112,0.10479684453594922
-176.5,-21.5,7,41.382645743233816,46.63438873291016,0.0,0.14285714285714285,0.05,0.4153745096036355,0.15491505597233746
-176.5,-20.5,11,39.92229184237394,47.025367736816406,0.0,0.09090909090909091,0.07857142857142857,0.40071634131780015,0.15371804636841108
-176.5,-19.5,23,41.57561028521994,56.30800094604493,0.08695652173913043,0.17391304347826086,0.16428571428571428,0.4173113734884556,0.22173467567025054
-176.5,-18.5,39,41.39496994018555,50.09659957885742,0.02564102564102564,0.10256410256410256,0.2785714285714286,0.4154982125997379,0.25230861908400043
-176.5,-17.5,50,43.80916259765625,58.85810317993164,0.08,0.24,0.35714285714285715,0.43973044988605375,0.3266468981857992
-176.5,-16.5,72,45.15693267186483,61.30171432495117,0.125,0.2777777777777778,0.5142857142857142,0.45325856834194966,0.4127987690696144
-176.5,-15.5,90,44.88150486416287,58.4074504852295,0.06666666666666667,0.26666666666666666,0.6428571428571429,0.45049398699388277,0.461909211034185
-176.5,-14.5,101,45.83761101902121,62.28378677368164,0.12871287128712872,0.25742574257425743,0.7214285714285714,0.4600908147962287,0.5040219964854786
-176.5,-13.5,98,47.00725567097567,60.625732803344725,0.11224489795918367,0.32653061224489793,0.7,0.47183101567005836,0.5094883661624126
-176.5,-12.5,99,47.46570984040848,64.34774017333984,0.16161616161616163,0.29292929292929293,0.7071428571428572,0.47643270733050597,0.512069937294387
-176.5,-11.5,94,49.41386608367271,64.70836486816407,0.1702127659574468,0.39361702127659576,0.6714285714285714,0.4959871468701637,0.521884324711462
-176.5,-10.5,67,46.594768581105704,59.266056823730466,0.08955223880597014,0.2835820895522388,0.4785714285714286,0.4676907143530364,0.3979514632364467
-176.5,-9.5,41,45.53761793927448,64.39815521240234,0.12195121951219512,0.3170731707317073,0.29285714285714287,0.45707966178398673,0.32166538582927195
-176.5,-8.5,46,46.38219891423764,60.09739875793457,0.13043478260869565,0.32608695652173914,0.32857142857142857,0.4655570658260722,0.3425072788788783
-176.5,-7.5,19,49.33359708284077,62.429891967773436,0.15789473684210525,0.42105263157894735,0.1357142857142857,0.4951814541393554,0.2848667921062674
-176.5,-6.5,9,53.67656029595269,67.23994445800781,0.3333333333333333,0.5555555555555556,0.06428571428571428,0.5387735489045371,0.3080664030991501
-176.5,-5.5,3,45.61750411987305,46.20534210205078,0.0,0.0,0.02142857142857143,0.4578815119918281,0.12411323514081417
-176.5,5.5,2,63.62648582458496,72.78771171569824,0.5,1.0,0.014285714285714285,0.6386450134477163,0.4160898247905005
-176.5,6.5,2,52.17238235473633,53.23625259399414,0.0,1.0,0.014285714285714285,0.5236755008346766,0.3373474466372406
-176.5,7.5,8,51.02710151672363,59.39569854736328,0.125,0.5,0.05714285714285714,0.5121798495077977,0.2662592480912352
-176.5,8.5,6,46.920762379964195,49.947410583496094,0.0,0.16666666666666666,0.04285714285714286,0.4709628471976796,0.1703597594184675
-176.5,9.5,15,51.34841512044271,61.688063049316405,0.3333333333333333,0.6,0.10714285714285714,0.5154050053231581,0.33039887037840854
-176.5,10.5,19,46.96742409153988,62.85996627807617,0.15789473684210525,0.3157894736842105,0.1357142857142857,0.47143120984619846,0.25787659945403085
-176.5,11.5,28,44.24277319226946,58.84832801818848,0.10714285714285714,0.17857142857142858,0.2,0.44408277644375943,0.2474492655395113
-176.5,12.5,31,42.11590686921151,49.45354461669922,0.06451612903225806,0.06451612903225806,0.22142857142857142,0.42273455087562667,0.2246813335714412
-176.5,13.5,21,45.14053962344215,54.114410400390625,0.09523809523809523,0.2857142857142857,0.15,0.45309402462254306,0.2474401728223024
-176.5,14.5,22,43.13639987598766,55.46997299194336,0.045454545454545456,0.22727272727272727,0.15714285714285714,0.4329776557963141,0.22895869966336427
-176.5,15.5,12,40.23298422495524,46.77225914001465,0.0,0.0,0.08571428571428572,0.40383488760053493,0.1395301504715623
-176.5,16.5,2,45.91159439086914,52.59731521606445,0.0,0.5,0.014285714285714285,0.46083341610284484,0.22163692545428265
-176.5,17.5,3,46.4834836324056,58.18880920410156,0.3333333333333333,0.3333333333333333,0.02142857142857143,0.4665737018913542,0.22628628261569567
-176.5,18.5,7,39.85621534075056,45.7577751159668,0.0,0.0,0.05,0.400053104495572,0.12251327612389301
-176.5,19.5,5,43.148512268066405,58.400759887695315,0.2,0.2,0.03571428571428571,0.43309923282043805,0.1843462367765381
-176.5,20.5,4,37.987863540649414,43.333198165893556,0.0,0.0,0.02857142857142857,0.38129969473174674,0.10818206654007954
-176.5,21.5,1,34.26714324951172,34.26714324951172,0.0,0.0,0.007142857142857143,0.34395330620229153,0.0892026122648586
-176.5,22.5,2,36.7622013092041,37.00501899719238,0.0,0.0,0.014285714285714285,0.36899722254364276,0.09867787706448211
-175.5,-34.5,1,33.855587005615234,33.855587005615234,0.0,0.0,0.007142857142857143,0.339822348166319,0.08816987275586546
-175.5,-24.5,1,34.514076232910156,34.514076232910156,0.0,0.0,0.007142857142857143,0.34643187336594033,0.0898222540557708
-175.5,-23.5,1,37.760223388671875,37.760223388671875,0.0,0.0,0.007142857142857143,0.3790147775932811,0.09796798011260599
-175.5,-22.5,5,38.775735473632814,40.08036651611328,0.0,0.0,0.03571428571428571,0.38920788696827036,0.11337340031349616
-175.5,-21.5,5,38.659471130371095,40.376686096191406,0.0,0.0,0.03571428571428571,0.3880408942905578,0.11308165214406803
-175.5,-20.5,9,45.136212242974175,57.46550064086914,0.0,0.3333333333333333,0.06428571428571428,0.45305058893815237,0.20885788532977617
-175.5,-19.5,26,41.55642597491924,48.74618148803711,0.0,0.11538461538461539,0.18571428571428572,0.4171188127340592,0.21092805483186647
-175.5,-18.5,29,40.86427280820649,52.85505065917969,0.0,0.1724137931034483,0.20714285714285716,0.4101713888313495,0.23023989154281277
-175.5,-17.5,52,43.108267490680404,56.86669006347656,0.057692307692307696,0.17307692307692307,0.37142857142857144,0.4326952795600656,0.3157012924174889
-175.5,-16.5,52,45.87231812110314,58.569498443603514,0.07692307692307693,0.28846153846153844,0.37142857142857144,0.4604391841488432,0.34763726856468335
-175.5,-15.5,68,45.63500438017004,58.32668228149414,0.07352941176470588,0.3235294117647059,0.4857142857142857,0.45805716924883144,0.40514454441304815
-175.5,-14.5,84,46.68816007886614,62.3053955078125,0.11904761904761904,0.3333333333333333,0.6,0.46862812294271633,0.46572845930710766
-175.5,-13.5,86,45.767190977584484,58.93475532531738,0.09302325581395349,0.3372093023255814,0.6142857142857143,0.4593839800916634,0.46801875249799896
-175.5,-12.5,101,47.8059974519333,62.0368537902832,0.16831683168316833,0.37623762376237624,0.7214285714285714,0.47984831300826586,0.5366841433157157
-175.5,-11.5,91,49.07477724683154,64.49590301513672,0.18681318681318682,0.43956043956043955,0.65,0.492583573783298,0.5222393000392311
-175.5,-10.5,75,46.49466542561849,63.42791366577149,0.13333333333333333,0.30666666666666664,0.5357142857142857,0.46668593811474873,0.4324095797667824
-175.5,-9.5,49,47.666741896648794,62.75399169921876,0.16326530612244897,0.3469387755102041,0.35,0.47845054814942184,0.36282692275164113
-175.5,-8.5,42,49.85432079860142,64.57306518554688,0.19047619047619047,0.47619047619047616,0.3,0.5004081706575574,0.3743877569501036
-175.5,-7.5,14,52.51706041608538,71.90132598876954,0.2857142857142857,0.42857142857142855,0.1,0.5271351752497037,0.29106950809814025
-175.5,-6.5,10,57.842074966430665,69.22930297851562,0.6,0.7,0.07142857142857142,0.5805845202047334,0.37728898719404047
-175.5,-5.5,2,50.08373832702637,59.37871971130371,0.5,0.5,0.014285714285714285,0.5027109280490316,0.2821063034408293
-175.5,-3.5,1,42.071266174316406,42.071266174316406,0.0,0.0,0.007142857142857143,0.42228647399660185,0.10878590421343617
-175.5,5.5,5,43.78333740234375,50.1027717590332,0.0,0.2,0.03571428571428571,0.43947123185768244,0.1659392365358492
-175.5,6.5,5,43.856387329101565,53.311875915527345,0.0,0.2,0.03571428571428571,0.4402044637948544,0.16612254452014216
-175.5,7.5,6,49.311214447021484,59.86332702636719,0.16666666666666666,0.3333333333333333,0.04285714285714286,0.4949567904860269,0.22635824524055437
-175.5,8.5,12,49.01798057556152,65.59217758178711,0.3333333333333333,0.4166666666666667,0.08571428571428572,0.49201348240677556,0.27824146583978915
-175.5,9.5,14,52.491705485752654,73.9277244567871,0.42857142857142855,0.5,0.1,0.5268806774629179,0.3195773122228724
-175.5,10.5,13,49.8916130065918,59.269143676757814,0.07692307692307693,0.6153846153846154,0.09285714285714286,0.5007824877735328,0.29775056699832825
-175.5,11.5,27,43.33584721883138,50.17273788452149,0.0,0.1111111111111111,0.19285714285714287,0.4349795901999163,0.2177528340579156
-175.5,12.5,16,44.030978202819824,54.50796127319336,0.125,0.125,0.11428571428571428,0.4419569036703026,0.1994177973461471
-175.5,13.5,21,43.09133638654436,51.07918930053711,0.0,0.19047619047619047,0.15,0.4325253351558051,0.2137265718841894
-175.5,14.5,15,38.38132858276367,45.04887084960937,0.0,0.06666666666666667,0.10714285714285714,0.38524906398977943,0.1578598850450639
-175.5,15.5,8,44.741233348846436,58.91109046936035,0.125,0.25,0.05714285714285714,0.44908602452943713,0.200485791846645
-175.5,16.5,11,37.9295206936923,45.18365478515625,0.0,0.09090909090909091,0.07857142857142857,0.3807140837586336,0.14871748197861945
-175.5,17.5,1,33.88645553588867,33.88645553588867,0.0,0.0,0.007142857142857143,0.340132188206612,0.08824733276593871
-175.5,18.5,2,34.43691062927246,34.84434928894043,0.0,0.0,0.014285714285714285,0.3456573306997185,0.09284290410350104
-175.5,19.5,2,43.76121520996094,44.9650146484375,0.0,0.0,0.014285714285714285,0.4392491823814508,0.11624086702393412
-175.5,20.5,3,37.61274719238281,38.26849212646484,0.0,0.0,0.02142857142857143,0.3775344988046347,0.10402648184401582
-175.5,21.5,2,41.227577209472656,46.458448791503905,0.0,0.0,0.014285714285714285,0.413818023424244,0.10988307728463242
-175.5,22.5,1,35.73331069946289,35.73331069946289,0.0,0.0,0.007142857142857143,0.3586698274537114,0.09288174257771356
-175.5,23.5,2,37.973716735839844,38.848271179199216,0.0,0.0,0.014285714285714285,0.38115769747650374,0.10171799579769736
-175.5,24.5,2,35.28059959411621,35.67980766296387,0.0,0.0,0.014285714285714285,0.3541257812720764,0.09496001674659052
-174.5,-28.5,1,34.334022521972656,34.334022521972656,0.0,0.0,0.007142857142857143,0.34462460076314383,0.08937043590507167
-174.5,-27.5,1,33.58293151855469,33.58293151855469,0.0,0.0,0.007142857142857143,0.33708559373231733,0.08748568414736504
-174.5,-24.5,2,34.87933158874512,36.15515403747558,0.0,0.0,0.014285714285714285,0.35009809048631024,0.09395309405014898
-174.5,-23.5,2,44.29880905151367,50.55033798217774,0.0,0.5,0.014285714285714285,0.4446452312393808,0.21758987923841663
-174.5,-22.5,3,40.87947082519531,45.501583099365234,0.0,0.0,0.02142857142857143,0.41032393753238827,0.11222384152595422
-174.5,-21.5,4,36.64259147644043,38.95167503356934,0.0,0.0,0.02857142857142857,0.3677966498220181,0.10480630531264738
-174.5,-20.5,24,41.27559264500936,50.53439178466797,0.041666666666666664,0.16666666666666666,0.17142857142857143,0.41429997395281126,0.21821785063105997
-174.5,-19.5,30,41.850912475585936,48.41899795532227,0.0,0.1,0.21428571428571427,0.4200746939640388,0.22144724491958112
