hex_id,lat,lon,theo_pv,theo_wind,grid_dist_km,road_dist_km,ocean_dist_km,waterbody_dist_km,lcoh_production,lcoe_mix,pv_cf,wind_cf,scenario,wacc,conversion_cost,shipping_cost,reconversion_cost,total_efficiency,lcoh_delivered,eu_production_cost,cost_difference,competitive
hex_010,-24.550423709209024,17.12012686421263,0.8357975881257154,0.6099661340085155,46.7952772915371,13.82117256875169,422.19778623486286,93.77986407537722,2.182134251671286,0.027512831112366798,0.2669746985157144,0.38079051752238435,Optimistic_DeRisked,0.05,0.25,0.35,0.6,0.616,4.742425733232607,1.7935494639302387,2.9488762693023682,False
hex_011,-17.878820133816777,22.657494744809725,0.7308695675118385,0.4141781416959909,231.6544290023153,110.00540957137534,116.02705300250128,149.13229337870234,3.4872385105742705,0.05298783916903166,0.2538586959389798,0.32596987967487745,Optimistic_DeRisked,0.05,0.25,0.35,0.6,0.616,6.861101478204984,1.7935494639302387,5.067552014274745,False
hex_012,-21.273618559032023,20.803711428031487,0.6224313676662078,0.4932756168940916,147.35997922659678,28.395464916490816,64.01349026105385,200.5449427652568,2.8527654747987086,0.04060323036260177,0.24030392095827596,0.34811717273034565,Optimistic_DeRisked,0.05,0.25,0.35,0.6,0.616,5.831112783764136,1.7935494639302387,4.037563319833898,False
hex_013,-19.12686064075004,15.373132979348576,0.6366712785996519,0.7448842446679098,89.98310211103508,5.452094184965394,375.6895757349587,286.9088608288561,2.4106444525444233,0.031973240438719325,0.24208390982495648,0.4185675885070147,Optimistic_DeRisked,0.05,0.25,0.35,0.6,0.616,5.113383851533154,1.7935494639302387,3.3198343876029153,False
hex_014,-23.67902961407203,22.651637219532816,0.6580547713998388,0.4965604043407861,149.7742954129471,67.02744385758652,77.44509931477738,89.50163693020623,2.949056701786864,0.042482788847355554,0.24475684642497986,0.3490369132154201,Optimistic_DeRisked,0.05,0.25,0.35,0.6,0.616,5.98742971069296,1.7935494639302387,4.193880246762721,False
hex_015,-26.27313533858268,22.266701004955227,0.7997160744053764,0.660627335270063,10.586948402275889,45.13975177963021,88.8780555894052,277.818486647048,2.0721677478972995,0.025366337795457158,0.26246450930067206,0.3949756538756176,Optimistic_DeRisked,0.05,0.25,0.35,0.6,0.616,4.56390868165146,1.7935494639302387,2.7703592177212215,False
hex_016,-22.344982555809985,16.42469730642244,0.7642425736070565,0.4099573479985184,239.8470072441541,99.74497943275716,273.7284282691712,12.333549958945614,3.4933206381399984,0.0531065593767711,0.2580303217008821,0.3247880574395851,Optimistic_DeRisked,0.05,0.25,0.35,0.6,0.616,6.870975061915581,1.7935494639302387,5.077425597985342,False
hex_017,-28.23419292674989,15.036593455023418,0.8190485354067768,0.5191843663198555,123.16434205101056,97.18192517565193,394.8072979684844,168.7834224864133,2.8248560241395806,0.040058451295681856,0.2648810669258471,0.3553716225695595,Optimistic_DeRisked,0.05,0.25,0.35,0.6,0.616,5.785805233992825,1.7935494639302387,3.9922557700625863,False
hex_018,-19.06842593608901,20.554937055649656,0.7072747353663466,0.4074966917634128,196.7701306763201,38.73952824590312,96.43125291441224,192.0226579459201,3.137436967706503,0.046159881125066235,0.25090934192079334,0.32409907369375557,Optimistic_DeRisked,0.05,0.25,0.35,0.6,0.616,6.2932418306923745,1.7935494639302387,4.499692366762136,False
hex_019,-21.420027210535224,12.956534770530338,0.7658539691076715,0.4991450386149156,25.268849980997448,114.39502801329964,146.5424160760417,36.23973410647223,2.3928706183732342,0.0316263037356781,0.25823174613845895,0.34976061081217635,Optimistic_DeRisked,0.05,0.25,0.35,0.6,0.616,5.084530224631873,1.7935494639302387,3.2909807607016344,False
hex_020,-19.902947118975515,13.798714834651516,0.8125590393967337,0.6760462206186093,124.23129105534927,35.61922273867412,352.0581288261181,46.40018113385423,2.621043230290671,0.03608012348782026,0.26406987992459174,0.39929294177321056,Optimistic_DeRisked,0.05,0.25,0.35,0.6,0.616,5.454940308913427,1.7935494639302387,3.6613908449831882,False
hex_021,-24.74568838244158,11.103071776514078,0.7190653460279761,0.2909019365211477,125.22321361685762,62.29179837857403,437.6036274668256,128.63872419830963,2.8869526705167576,0.041270547996737864,0.25238316825349705,0.2914525422259214,Optimistic_DeRisked,0.05,0.25,0.35,0.6,0.616,5.886611478111619,1.7935494639302387,4.09306201418138,False
hex_022,-17.35162370726116,22.016941285029937,0.7956775237557412,0.6151635465318787,234.7674814688708,31.45984577754473,230.32612192903065,290.0384140822386,3.2015750332224617,0.04741182534684921,0.26195969046946765,0.38224579302892603,Optimistic_DeRisked,0.05,0.25,0.35,0.6,0.616,6.39736206691958,1.7935494639302387,4.603812602989342,False
hex_023,-18.282546544133627,20.30791199228845,0.6838074058933349,0.5856603403498417,145.07337283213846,112.38918483582664,73.31490112255034,180.83255320414,2.998407809545813,0.043446098758566275,0.24797592573666688,0.3739848952979557,Optimistic_DeRisked,0.05,0.25,0.35,0.6,0.616,6.067545145366578,1.7935494639302387,4.27399568143634,False
hex_024,-19.659398035114855,20.87231530076869,0.7136946153434929,0.4608775066454809,121.00490325895368,20.58833029226016,16.13196659160868,280.2418503720623,2.6768960170850575,0.03717034304987285,0.2517118269179366,0.3390457018607346,Optimistic_DeRisked,0.05,0.25,0.35,0.6,0.616,5.545610417345872,1.7935494639302387,3.752060953415633,False
hex_025,-26.66433550577639,21.93020643430755,0.711826210600167,0.3330913218417318,70.40903745751393,6.344363707687149,111.04865319949631,242.2864701058264,2.4422272687897926,0.03258972183690221,0.2514782763250209,0.3032655701156849,Optimistic_DeRisked,0.05,0.25,0.35,0.6,0.616,5.164654657126286,1.7935494639302387,3.3711051931960476,False
hex_026,-23.39934795527559,17.42482085753676,0.630416035441096,0.5608194261570805,86.23440434892528,52.77655014036152,68.00177582606926,142.877572458811,2.573275036371767,0.035147711294208024,0.241302004430137,0.3670294393239825,Optimistic_DeRisked,0.05,0.25,0.35,0.6,0.616,5.377394539564556,1.7935494639302387,3.5838450756343176,False
hex_027,-28.47435481055325,18.962376743340517,0.7986972480785581,0.4705760936404297,132.56473860552677,119.0926921226446,308.1698163896573,236.50521752939528,2.955212027356604,0.04260293784496309,0.26233715600981977,0.3417613062193203,Optimistic_DeRisked,0.05,0.25,0.35,0.6,0.616,5.997422122332149,1.7935494639302387,4.20387265840191,False
hex_028,-27.148526095189425,12.957157973787204,0.7030597659797276,0.5849014317032056,112.53330777473644,107.10959468433477,63.60630203655369,10.261851273211382,2.8114173484715885,0.03979613480366399,0.25038247074746595,0.37377240087689756,Optimistic_DeRisked,0.05,0.25,0.35,0.6,0.616,5.763989202064266,1.7935494639302387,3.9704397381340275,False
hex_029,-20.803412561090543,12.603421029503629,0.7512494118727687,0.5532778218285165,10.294959570680955,90.08435431537696,232.78516991307853,37.19747904589181,2.23828545515487,0.02860887562480913,0.2564061764840961,0.3649177901119846,Optimistic_DeRisked,0.05,0.25,0.35,0.6,0.616,4.833580284342321,1.7935494639302387,3.040030820412082,False
hex_000,-19.71252741732844,21.42667018270944,0.6634168884306757,0.6221119988358864,148.1040023836202,99.3287389791286,401.9486959865509,209.80741851465152,3.437529627181712,0.0483105954826456,0.24542711105383447,0.3841913596740482,Moderate_Standard,0.08,0.25,0.35,0.6,0.616,6.78040523893135,1.7935494639302387,4.9868557750011115,False
hex_001,-23.73345872297537,24.54513625407894,0.8468278354591481,0.6169796764044917,164.2124173809309,107.64313184893224,403.1165214670598,176.4293997201662,3.4650591907287907,0.04884795933566666,0.2683534794323935,0.38275430939325766,Moderate_Standard,0.08,0.25,0.35,0.6,0.616,6.825096088845439,1.7935494639302387,5.0315466249152,False
hex_002,-18.69682496106341,15.561555013934129,0.5817130228384195,0.649807766345918,25.688858679272823,17.689641590834682,238.2976785700376,63.933817239716994,2.630299567215367,0.03255385257038962,0.23521412785480245,0.391946174576857,Moderate_Standard,0.08,0.25,0.35,0.6,0.616,5.469966829895076,1.7935494639302387,3.676417365964837,False
hex_003,-20.631583651287634,16.186435884488162,0.7165114970014225,0.5352271773235865,106.87281353179937,66.93030108114688,149.00878280554892,242.2167352237675,3.1559995850981166,0.0428152643308637,0.25206393712517783,0.3598636096506042,Moderate_Standard,0.08,0.25,0.35,0.6,0.616,6.323375949834604,1.7935494639302387,4.5298264859043655,False
hex_004,-27.86987182534821,17.57378135786131,0.7662753065105006,0.486505253193377,15.195472596163658,13.920513195117785,349.6854701288347,216.0451032366615,2.5519608754311665,0.031024718946974297,0.2582844133138126,0.34622147089414557,Moderate_Standard,0.08,0.25,0.35,0.6,0.616,5.342793628946698,1.7935494639302387,3.549244165016459,False
hex_005,-17.292531780358928,13.65259902718,0.8086222331359278,0.5380422683640402,126.02775071490714,80.99657107173759,301.13095579381485,223.0002811550848,3.249891311071132,0.044647985708715365,0.263577779141991,0.3606518351419312,Moderate_Standard,0.08,0.25,0.35,0.6,0.616,6.475797582907681,1.7935494639302387,4.6822481189774425,False
hex_006,-19.866323576115764,12.818901074696605,0.8211226579792855,0.2968998349062955,85.8159970215324,34.46682027684199,174.40940070443244,43.66203670940741,3.053356856940724,0.04081172759505875,0.2651403322474107,0.2931319537737627,Moderate_Standard,0.08,0.25,0.35,0.6,0.616,6.1567481443842915,1.7935494639302387,4.363198680454053,False
hex_007,-19.567228336676557,17.65986896716307,0.8293347235199925,0.3329331291365369,40.40842627218149,79.4712935283363,51.56533394706672,41.50737207685166,2.908976505763865,0.037993492512026966,0.26616684043999905,0.3032212761582303,Moderate_Standard,0.08,0.25,0.35,0.6,0.616,5.922364457408871,1.7935494639302387,4.128814993478632,False
hex_008,-27.46263640789345,14.176730886712376,0.7151274927751562,0.3515950581468396,30.333727092025157,87.51235910013904,338.58742899357145,278.63095254691973,2.9141842991424505,0.038095146136533885,0.25189093659689454,0.3084466162811151,Moderate_Standard,0.08,0.25,0.35,0.6,0.616,5.930818667439042,1.7935494639302387,4.1372692035088035,False
hex_009,-23.5953687452532,20.377395925555145,0.7037648207335433,0.4004129758597777,148.97292018353946,92.4690515382012,125.48262700606044,122.28556717835748,3.510946313384021,0.049743653922030014,0.2504706025916929,0.3221156332407377,Moderate_Standard,0.08,0.25,0.35,0.6,0.616,6.899588171077956,1.7935494639302387,5.106038707147717,False
hex_010,-24.550423709209024,17.12012686421263,0.8357975881257154,0.6099661340085155,46.7952772915371,13.82117256875169,422.19778623486286,93.77986407537722,2.6303450243937907,0.03255473987267116,0.2669746985157144,0.38079051752238435,Moderate_Standard,0.08,0.25,0.35,0.6,0.616,5.470040624015893,1.7935494639302387,3.6764911600856545,False
hex_011,-17.878820133816777,22.657494744809725,0.7308695675118385,0.4141781416959909,231.6544290023153,110.00540957137534,116.02705300250128,149.13229337870234,3.9597746993447243,0.05850456836270441,0.2538586959389798,0.32596987967487745,Moderate_Standard,0.08,0.25,0.35,0.6,0.616,7.628205680754422,1.7935494639302387,5.834656216824183,False
hex_012,-21.273618559032023,20.803711428031487,0.6224313676662078,0.4932756168940916,147.35997922659678,28.395464916490816,64.01349026105385,200.5449427652568,3.3280301043729765,0.04617321740980242,0.24030392095827596,0.34811717273034565,Moderate_Standard,0.08,0.25,0.35,0.6,0.616,6.602646273332754,1.7935494639302387,4.809096809402515,False
hex_013,-19.12686064075004,15.373132979348576,0.6366712785996519,0.7448842446679098,89.98310211103508,5.452094184965394,375.6895757349587,286.9088608288561,2.867218383139303,0.03717839402235834,0.24208390982495648,0.4185675885070147,Moderate_Standard,0.08,0.25,0.35,0.6,0.616,5.854575297304063,1.7935494639302387,4.061025833373824,False
hex_014,-23.67902961407203,22.651637219532816,0.6580547713998388,0.4965604043407861,149.7742954129471,67.02744385758652,77.44509931477738,89.50163693020623,3.4207336086691496,0.047982745271439434,0.24475684642497986,0.3490369132154201,Moderate_Standard,0.08,0.25,0.35,0.6,0.616,6.753138975112255,1.7935494639302387,4.959589511182016,False
hex_015,-26.27313533858268,22.266701004955227,0.7997160744053764,0.660627335270063,10.586948402275889,45.13975177963021,88.8780555894052,277.818486647048,2.519813230958125,0.030397212373176184,0.26246450930067206,0.3949756538756176,Moderate_Standard,0.08,0.25,0.35,0.6,0.616,5.29060589441254,1.7935494639302387,3.497056430482301,False
hex_016,-22.344982555809985,16.42469730642244,0.7642425736070565,0.4099573479985184,239.8470072441541,99.74497943275716,273.7284282691712,12.333549958945614,3.963467961210988,0.05857665905979364,0.2580303217008821,0.3247880574395851,Moderate_Standard,0.08,0.25,0.35,0.6,0.616,7.634201235732123,1.7935494639302387,5.840651771801884,False
hex_017,-28.23419292674989,15.036593455023418,0.8190485354067768,0.5191843663198555,123.16434205101056,97.18192517565193,394.8072979684844,168.7834224864133,3.28110428262358,0.045257247916195585,0.2648810669258471,0.3553716225695595,Moderate_Standard,0.08,0.25,0.35,0.6,0.616,6.526467991272045,1.7935494639302387,4.732918527341806,False
hex_018,-19.06842593608901,20.554937055649656,0.7072747353663466,0.4074966917634128,196.7701306763201,38.73952824590312,96.43125291441224,192.0226579459201,3.612636745907397,0.051728602304618426,0.25090934192079334,0.32409907369375557,Moderate_Standard,0.08,0.25,0.35,0.6,0.616,7.064670042057462,1.7935494639302387,5.271120578127223,False
hex_019,-21.420027210535224,12.956534770530338,0.7658539691076715,0.4991450386149156,25.268849980997448,114.39502801329964,146.5424160760417,36.23973410647223,2.8549967219468617,0.03693983306815153,0.25823174613845895,0.34976061081217635,Moderate_Standard,0.08,0.25,0.35,0.6,0.616,5.8347349382254245,1.7935494639302387,4.041185474295186,False
hex_020,-19.902947118975515,13.798714834651516,0.8125590393967337,0.6760462206186093,124.23129105534927,35.61922273867412,352.0581288261181,46.40018113385423,3.0666918346187315,0.04107201995213698,0.26406987992459174,0.39929294177321056,Moderate_Standard,0.08,0.25,0.35,0.6,0.616,6.178395835420018,1.7935494639302387,4.384846371489779,False
hex_021,-24.74568838244158,11.103071776514078,0.7190653460279761,0.2909019365211477,125.22321361685762,62.29179837857403,437.6036274668256,128.63872419830963,3.3735356005168,0.04706146283002719,0.25238316825349705,0.2914525422259214,Moderate_Standard,0.08,0.25,0.35,0.6,0.616,6.676518832007791,1.7935494639302387,4.8829693680775526,False
hex_022,-17.35162370726116,22.016941285029937,0.7956775237557412,0.6151635465318787,234.7674814688708,31.45984577754473,230.32612192903065,290.0384140822386,3.6525678401811486,0.05250803807873071,0.26195969046946765,0.38224579302892603,Moderate_Standard,0.08,0.25,0.35,0.6,0.616,7.129493247047319,1.7935494639302387,5.33594378311708,False
hex_023,-18.282546544133627,20.30791199228845,0.6838074058933349,0.5856603403498417,145.07337283213846,112.38918483582664,73.31490112255034,180.83255320414,3.4609031319512416,0.04876683506523402,0.24797592573666688,0.3739848952979557,Moderate_Standard,0.08,0.25,0.35,0.6,0.616,6.818349240180586,1.7935494639302387,5.024799776250347,False
hex_024,-19.659398035114855,20.87231530076869,0.7136946153434929,0.4608775066454809,121.00490325895368,20.58833029226016,16.13196659160868,280.2418503720623,3.146658057036088,0.042632922191514794,0.2517118269179366,0.3390457018607346,Moderate_Standard,0.08,0.25,0.35,0.6,0.616,6.30821113155209,1.7935494639302387,4.514661667621851,False
hex_025,-26.66433550577639,21.93020643430755,0.711826210600167,0.3330913218417318,70.40903745751393,6.344363707687149,111.04865319949631,242.2864701058264,2.924638550197137,0.038299208094057804,0.2514782763250209,0.3032655701156849,Moderate_Standard,0.08,0.25,0.35,0.6,0.616,5.947789854216131,1.7935494639302387,4.154240390285892,False
hex_026,-23.39934795527559,17.42482085753676,0.630416035441096,0.5608194261570805,86.23440434892528,52.77655014036152,68.00177582606926,142.877572458811,3.0424740117193205,0.04059929968533165,0.241302004430137,0.3670294393239825,Moderate_Standard,0.08,0.25,0.35,0.6,0.616,6.139081187856039,1.7935494639302387,4.3455317239258004,False
hex_027,-28.47435481055325,18.962376743340517,0.7986972480785581,0.4705760936404297,132.56473860552677,119.0926921226446,308.1698163896573,236.50521752939528,3.4170852258143767,0.04791153059109102,0.26233715600981977,0.3417613062193203,Moderate_Standard,0.08,0.25,0.35,0.6,0.616,6.747216275672689,1.7935494639302387,4.95366681174245,False
hex_028,-27.148526095189425,12.957157973787204,0.7030597659797276,0.5849014317032056,112.53330777473644,107.10959468433477,63.60630203655369,10.261851273211382,3.272269539147946,0.04508479796847299,0.25038247074746595,0.37377240087689756,Moderate_Standard,0.08,0.25,0.35,0.6,0.616,6.512125875240171,1.7935494639302387,4.718576411309932,False
hex_029,-20.803412561090543,12.603421029503629,0.7512494118727687,0.5532778218285165,10.294959570680955,90.08435431537696,232.78516991307853,37.19747904589181,2.697357600986555,0.03386279316952692,0.2564061764840961,0.3649177901119846,Moderate_Standard,0.08,0.25,0.35,0.6,0.616,5.578827274328822,1.7935494639302387,3.7852778103985836,False
hex_000,-19.71252741732844,21.42667018270944,0.6634168884306757,0.6221119988358864,148.1040023836202,99.3287389791286,401.9486959865509,209.80741851465152,4.1242433600084505,0.05619829342497092,0.24542711105383447,0.3841913596740482,High_Risk,0.12,0.25,0.35,0.6,0.616,7.895200259753977,1.7935494639302387,6.101650795823739,False
hex_001,-23.73345872297537,24.54513625407894,0.8468278354591481,0.6169796764044917,164.2124173809309,107.64313184893224,403.1165214670598,176.4293997201662,4.129647485006167,0.05630377934834977,0.2683534794323935,0.38275430939325766,High_Risk,0.12,0.25,0.35,0.6,0.616,7.903973189945075,1.7935494639302387,6.110423726014837,False
hex_002,-18.69682496106341,15.561555013934129,0.5817130228384195,0.649807766345918,25.688858679272823,17.689641590834682,238.2976785700376,63.933817239716994,3.3257730985112524,0.0406125375699205,0.23521412785480245,0.391946174576857,High_Risk,0.12,0.25,0.35,0.6,0.616,6.598982302778007,1.7935494639302387,4.805432838847768,False
hex_003,-20.631583651287634,16.186435884488162,0.7165114970014225,0.5352271773235865,106.87281353179937,66.93030108114688,149.00878280554892,242.2167352237675,3.845130728748072,0.0507501489709395,0.25206393712517783,0.3598636096506042,High_Risk,0.12,0.25,0.35,0.6,0.616,7.442095338876739,1.7935494639302387,5.6485458749465005,False
hex_004,-27.86987182534821,17.57378135786131,0.7662753065105006,0.486505253193377,15.195472596163658,13.920513195117785,349.6854701288347,216.0451032366615,3.2407232964593837,0.03895240629863778,0.2582844133138126,0.34622147089414557,High_Risk,0.12,0.25,0.35,0.6,0.616,6.460914442304194,1.7935494639302387,4.667364978373955,False
hex_005,-17.292531780358928,13.65259902718,0.8086222331359278,0.5380422683640402,126.02775071490714,80.99657107173759,301.13095579381485,223.0002811550848,3.927423221413912,0.05235645888784029,0.263577779141991,0.3606518351419312,High_Risk,0.12,0.25,0.35,0.6,0.616,7.575687047749857,1.7935494639302387,5.782137583819618,False
hex_006,-19.866323576115764,12.818901074696605,0.8211226579792855,0.2968998349062955,85.8159970215324,34.46682027684199,174.40940070443244,43.66203670940741,3.7635423840230753,0.04915758368351464,0.2651403322474107,0.2931319537737627,High_Risk,0.12,0.25,0.35,0.6,0.616,7.309646727310186,1.7935494639302387,5.516097263379947,False
hex_007,-19.567228336676557,17.65986896716307,0.8293347235199925,0.3329331291365369,40.40842627218149,79.4712935283363,51.56533394706672,41.50737207685166,3.6121536620794292,0.046202548570500525,0.26616684043999905,0.3032212761582303,High_Risk,0.12,0.25,0.35,0.6,0.616,7.063885815064008,1.7935494639302387,5.2703363511337695,False
hex_008,-27.46263640789345,14.176730886712376,0.7151274927751562,0.3515950581468396,30.333727092025157,87.51235910013904,338.58742899357145,278.63095254691973,3.628230916863384,0.04651636885907622,0.25189093659689454,0.3084466162811151,High_Risk,0.12,0.25,0.35,0.6,0.616,7.08998525464835,1.7935494639302387,5.296435790718111,False
hex_009,-23.5953687452532,20.377395925555145,0.7037648207335433,0.4004129758597777,148.97292018353946,92.4690515382012,125.48262700606044,122.28556717835748,4.219110326091551,0.058050051021187606,0.2504706025916929,0.3221156332407377,High_Risk,0.12,0.25,0.35,0.6,0.616,8.049205074823947,1.7935494639302387,6.255655610893708,False
hex_010,-24.550423709209024,17.12012686421263,0.8357975881257154,0.6099661340085155,46.7952772915371,13.82117256875169,422.19778623486286,93.77986407537722,3.2969049540380433,0.04004904526038339,0.2669746985157144,0.38079051752238435,High_Risk,0.12,0.25,0.35,0.6,0.616,6.55211843187994,1.7935494639302387,4.758568967949701,False
hex_011,-17.878820133816777,22.657494744809725,0.7308695675118385,0.4141781416959909,231.6544290023153,110.00540957137534,116.02705300250128,149.13229337870234,4.662511664943263,0.06670503210988468,0.2538586959389798,0.32596987967487745,High_Risk,0.12,0.25,0.35,0.6,0.616,8.769012443089713,1.7935494639302387,6.975462979159474,False
hex_012,-21.273618559032023,20.803711428031487,0.6224313676662078,0.4932756168940916,147.35997922659678,28.395464916490816,64.01349026105385,200.5449427652568,4.034800059013996,0.054452403165319414,0.24030392095827596,0.34811717273034565,High_Risk,0.12,0.25,0.35,0.6,0.616,7.7500000958019415,1.7935494639302387,5.956450631871703,False
hex_013,-19.12686064075004,15.373132979348576,0.6366712785996519,0.7448842446679098,89.98310211103508,5.452094184965394,375.6895757349587,286.9088608288561,3.5461767209657418,0.04491471038059371,0.24208390982495648,0.4185675885070147,High_Risk,0.12,0.25,0.35,0.6,0.616,6.956780391178151,1.7935494639302387,5.163230927247913,False
hex_014,-23.67902961407203,22.651637219532816,0.6580547713998388,0.4965604043407861,149.7742954129471,67.02744385758652,77.44509931477738,89.50163693020623,4.122173690671734,0.05615789447395394,0.24475684642497986,0.3490369132154201,High_Risk,0.12,0.25,0.35,0.6,0.616,7.891840406934633,1.7935494639302387,6.098290943004394,False
hex_015,-26.27313533858268,22.266701004955227,0.7997160744053764,0.660627335270063,10.586948402275889,45.13975177963021,88.8780555894052,277.818486647048,3.185523944422253,0.037874941469084177,0.26246450930067206,0.3949756538756176,High_Risk,0.12,0.25,0.35,0.6,0.616,6.371305104581579,1.7935494639302387,4.577755640651341,False
hex_016,-22.344982555809985,16.42469730642244,0.7642425736070565,0.4099573479985184,239.8470072441541,99.74497943275716,273.7284282691712,12.333549958945614,4.662657700721608,0.06670788265811063,0.2580303217008821,0.3247880574395851,High_Risk,0.12,0.25,0.35,0.6,0.616,8.769249514158455,1.7935494639302387,6.975700050228216,False
hex_017,-28.23419292674989,15.036593455023418,0.8190485354067768,0.5191843663198555,123.16434205101056,97.18192517565193,394.8072979684844,168.7834224864133,3.9596218966065075,0.05298496155676482,0.2648810669258471,0.3553716225695595,High_Risk,0.12,0.25,0.35,0.6,0.616,7.627957624361213,1.7935494639302387,5.834408160430974,False
hex_018,-19.06842593608901,20.554937055649656,0.7072747353663466,0.4074966917634128,196.7701306763201,38.73952824590312,96.43125291441224,192.0226579459201,4.319331928252993,0.060006328540855386,0.25090934192079334,0.32409907369375557,High_Risk,0.12,0.25,0.35,0.6,0.616,8.211902480930183,1.7935494639302387,6.418353016999944,False
hex_019,-21.420027210535224,12.956534770530338,0.7658539691076715,0.4991450386149156,25.268849980997448,114.39502801329964,146.5424160760417,36.23973410647223,3.5422496990205135,0.04483805679908025,0.25823174613845895,0.34976061081217635,High_Risk,0.12,0.25,0.35,0.6,0.616,6.950405355552781,1.7935494639302387,5.156855891622542,False
hex_020,-19.902947118975515,13.798714834651516,0.8125590393967337,0.6760462206186093,124.23129105534927,35.61922273867412,352.0581288261181,46.40018113385423,3.729433666527215,0.04849179790656842,0.26406987992459174,0.39929294177321056,High_Risk,0.12,0.25,0.35,0.6,0.616,7.254275432674049,1.7935494639302387,5.4607259687438106,False
hex_021,-24.74568838244158,11.103071776514078,0.7190653460279761,0.2909019365211477,125.22321361685762,62.29179837857403,437.6036274668256,128.63872419830963,4.097174005109189,0.055669912623633994,0.25238316825349705,0.2914525422259214,High_Risk,0.12,0.25,0.35,0.6,0.616,7.8512565018006315,1.7935494639302387,6.057707037870393,False
hex_022,-17.35162370726116,22.016941285029937,0.7956775237557412,0.6151635465318787,234.7674814688708,31.45984577754473,230.32612192903065,290.0384140822386,4.323259115756498,0.06008298535398687,0.26195969046946765,0.38224579302892603,High_Risk,0.12,0.25,0.35,0.6,0.616,8.21827778531899,1.7935494639302387,6.424728321388752,False
