file,region_folder,region,method,n_rows,unit,min_start,max_end,mean_duration_years,author
data/glambie/input/11_central_europe/central_europe_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,11_central_europe,central_europe,glaciological,301,mwe,1999.6666666666667,2024.75,0.08333333333333308,Zemp et al.
data/glambie/input/11_central_europe/central_europe_glaciological_WGMS-beta_WGMS.csv,11_central_europe,central_europe,glaciological,25,mwe,1999.75,2024.75,1.0,WGMS
data/glambie/input/11_central_europe/central_europe_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,11_central_europe,central_europe,gravimetry,1,Gt,2003.0,2010.9166666666667,7.9166666666667425,Jacob et al.
data/glambie/input/11_central_europe/central_europe_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,11_central_europe,central_europe,gravimetry,248,Gt,2002.25,2022.9166666666667,0.08333333333333363,Sasgen et al.
data/glambie/input/11_central_europe/central_europe_gravimetry_Wouters_Wouters_et_al.csv,11_central_europe,central_europe,gravimetry,236,Gt,2002.1666666666667,2021.8333333333333,0.08333333333333269,Wouters et al.
data/glambie/input/12_caucasus_middle_east/caucasus_middle_east_combined_DUS-combined_Dussaillant_et_al.csv,12_caucasus_middle_east,caucasus_middle_east,combined,25,mwe,1999.75,2024.75,1.0,Dussaillant et al.
data/glambie/input/12_caucasus_middle_east/caucasus_middle_east_combined_Huss_Huss_et_al.csv,12_caucasus_middle_east,caucasus_middle_east,combined,31,mwe,1990.75,2021.75,1.0,Huss et al.
data/glambie/input/12_caucasus_middle_east/caucasus_middle_east_demdiff_ETH_Hugonnet_et_al.csv,12_caucasus_middle_east,caucasus_middle_east,demdiff,4,m,2000.0,2020.0,5.0,Hugonnet et al.
data/glambie/input/12_caucasus_middle_east/caucasus_middle_east_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,12_caucasus_middle_east,caucasus_middle_east,glaciological,301,mwe,1999.6666666666667,2024.75,0.08333333333333308,Zemp et al.
data/glambie/input/12_caucasus_middle_east/caucasus_middle_east_glaciological_WGMS-beta_WGMS.csv,12_caucasus_middle_east,caucasus_middle_east,glaciological,25,mwe,1999.75,2024.75,1.0,WGMS
data/glambie/input/12_caucasus_middle_east/caucasus_middle_east_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,12_caucasus_middle_east,caucasus_middle_east,gravimetry,1,Gt,2003.0,2010.9166666666667,7.9166666666667425,Jacob et al.
data/glambie/input/12_caucasus_middle_east/caucasus_middle_east_gravimetry_Wouters_Wouters_et_al.csv,12_caucasus_middle_east,caucasus_middle_east,gravimetry,236,Gt,2002.1666666666667,2021.8333333333333,0.08333333333333269,Wouters et al.
data/glambie/input/13_central_asia/central_asia_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,13_central_asia,central_asia,altimetry,100,m,2011.0,2019.3333333333333,0.08333333333333258,Jakob et al.
data/glambie/input/13_central_asia/central_asia_altimetry_Ke_Ke_et_al.csv,13_central_asia,central_asia,altimetry,1,m,2000.0833333333333,2021.1666666666667,21.083333333333485,Ke et al.
data/glambie/input/13_central_asia/central_asia_altimetry_Treichler_ICESat_Treichler_et_al.csv,13_central_asia,central_asia,altimetry,1,m,2003.8333333333333,2008.8333333333333,5.0,Treichler et al.
data/glambie/input/13_central_asia/central_asia_altimetry_Treichler_snowfall_Treichler_et_al.csv,13_central_asia,central_asia,altimetry,1,m,2003.8333333333333,2008.8333333333333,5.0,Treichler et al.
data/glambie/input/13_central_asia/central_asia_combined_DUS-combined_Dussaillant_et_al.csv,13_central_asia,central_asia,combined,25,mwe,1999.75,2024.75,1.0,Dussaillant et al.
data/glambie/input/13_central_asia/central_asia_combined_Huss_Huss_et_al.csv,13_central_asia,central_asia,combined,31,mwe,1990.75,2021.75,1.0,Huss et al.
data/glambie/input/13_central_asia/central_asia_combined_Miles2021_Miles_et_al.csv,13_central_asia,central_asia,combined,1,mwe,2000.0,2017.0,17.0,Miles et al.
data/glambie/input/13_central_asia/central_asia_demdiff_Brun_et_al_2017_Brun_et_al.csv,13_central_asia,central_asia,demdiff,1,m,2000.6666666666667,2016.6666666666667,16.0,Brun et al.
data/glambie/input/13_central_asia/central_asia_demdiff_ETH_Hugonnet_et_al.csv,13_central_asia,central_asia,demdiff,4,m,2000.0,2020.0,5.0,Hugonnet et al.
data/glambie/input/13_central_asia/central_asia_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,13_central_asia,central_asia,glaciological,301,mwe,1999.6666666666667,2024.75,0.08333333333333308,Zemp et al.
data/glambie/input/13_central_asia/central_asia_glaciological_WGMS-beta_WGMS.csv,13_central_asia,central_asia,glaciological,25,mwe,1999.75,2024.75,1.0,WGMS
data/glambie/input/13_central_asia/central_asia_gravimetry_Harig_Group_Harig_et_al.csv,13_central_asia,central_asia,gravimetry,251,Gt,2002.25,2023.1666666666667,0.08333333333333363,Harig et al.
data/glambie/input/13_central_asia/central_asia_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,13_central_asia,central_asia,gravimetry,1,Gt,2003.0,2010.9166666666667,7.9166666666667425,Jacob et al.
data/glambie/input/13_central_asia/central_asia_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,13_central_asia,central_asia,gravimetry,248,Gt,2002.25,2022.9166666666667,0.08333333333333363,Sasgen et al.
data/glambie/input/13_central_asia/central_asia_gravimetry_Wouters_Wouters_et_al.csv,13_central_asia,central_asia,gravimetry,236,Gt,2002.1666666666667,2021.8333333333333,0.08333333333333269,Wouters et al.
data/glambie/input/14_south_asia_west/south_asia_west_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,14_south_asia_west,south_asia_west,altimetry,100,m,2011.0,2019.3333333333333,0.08333333333333258,Jakob et al.
data/glambie/input/14_south_asia_west/south_asia_west_altimetry_Ke_Ke_et_al.csv,14_south_asia_west,south_asia_west,altimetry,1,m,2000.0833333333333,2021.1666666666667,21.083333333333485,Ke et al.
data/glambie/input/14_south_asia_west/south_asia_west_altimetry_Treichler_ICESat_Treichler_et_al.csv,14_south_asia_west,south_asia_west,altimetry,1,m,2003.8333333333333,2008.8333333333333,5.0,Treichler et al.
data/glambie/input/14_south_asia_west/south_asia_west_altimetry_Treichler_snowfall_Treichler_et_al.csv,14_south_asia_west,south_asia_west,altimetry,1,m,2003.8333333333333,2008.8333333333333,5.0,Treichler et al.
data/glambie/input/14_south_asia_west/south_asia_west_combined_DUS-combined_Dussaillant_et_al.csv,14_south_asia_west,south_asia_west,combined,25,mwe,1999.75,2024.75,1.0,Dussaillant et al.
data/glambie/input/14_south_asia_west/south_asia_west_combined_Huss_Huss_et_al.csv,14_south_asia_west,south_asia_west,combined,31,mwe,1990.75,2021.75,1.0,Huss et al.
data/glambie/input/14_south_asia_west/south_asia_west_combined_Miles2021_Miles_et_al.csv,14_south_asia_west,south_asia_west,combined,1,mwe,2000.0,2017.0,17.0,Miles et al.
data/glambie/input/14_south_asia_west/south_asia_west_demdiff_Brun_et_al_2017_Brun_et_al.csv,14_south_asia_west,south_asia_west,demdiff,1,m,2000.6666666666667,2016.6666666666667,16.0,Brun et al.
data/glambie/input/14_south_asia_west/south_asia_west_demdiff_ETH_Hugonnet_et_al.csv,14_south_asia_west,south_asia_west,demdiff,4,m,2000.0,2020.0,5.0,Hugonnet et al.
data/glambie/input/14_south_asia_west/south_asia_west_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,14_south_asia_west,south_asia_west,glaciological,301,mwe,1999.6666666666667,2024.75,0.08333333333333308,Zemp et al.
data/glambie/input/14_south_asia_west/south_asia_west_glaciological_WGMS-beta_WGMS.csv,14_south_asia_west,south_asia_west,glaciological,25,mwe,1999.75,2024.75,1.0,WGMS
data/glambie/input/14_south_asia_west/south_asia_west_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,14_south_asia_west,south_asia_west,gravimetry,1,Gt,2003.0,2010.9166666666667,7.9166666666667425,Jacob et al.
data/glambie/input/14_south_asia_west/south_asia_west_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,14_south_asia_west,south_asia_west,gravimetry,248,Gt,2002.25,2022.9166666666667,0.08333333333333363,Sasgen et al.
data/glambie/input/14_south_asia_west/south_asia_west_gravimetry_Wouters_Wouters_et_al.csv,14_south_asia_west,south_asia_west,gravimetry,236,Gt,2002.1666666666667,2021.8333333333333,0.08333333333333269,Wouters et al.
data/glambie/input/15_south_asia_east/south_asia_east_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,15_south_asia_east,south_asia_east,altimetry,100,m,2011.0,2019.3333333333333,0.08333333333333258,Jakob et al.
data/glambie/input/15_south_asia_east/south_asia_east_altimetry_Ke_Ke_et_al.csv,15_south_asia_east,south_asia_east,altimetry,1,m,2000.0833333333333,2021.1666666666667,21.083333333333485,Ke et al.
data/glambie/input/15_south_asia_east/south_asia_east_altimetry_Treichler_ICESat_Treichler_et_al.csv,15_south_asia_east,south_asia_east,altimetry,1,m,2003.8333333333333,2008.8333333333333,5.0,Treichler et al.
data/glambie/input/15_south_asia_east/south_asia_east_altimetry_Treichler_snowfall_Treichler_et_al.csv,15_south_asia_east,south_asia_east,altimetry,1,m,2003.8333333333333,2008.8333333333333,5.0,Treichler et al.
data/glambie/input/15_south_asia_east/south_asia_east_combined_DUS-combined_Dussaillant_et_al.csv,15_south_asia_east,south_asia_east,combined,25,mwe,1999.75,2024.75,1.0,Dussaillant et al.
data/glambie/input/15_south_asia_east/south_asia_east_combined_Huss_Huss_et_al.csv,15_south_asia_east,south_asia_east,combined,31,mwe,1990.75,2021.75,1.0,Huss et al.
data/glambie/input/15_south_asia_east/south_asia_east_combined_Miles2021_Miles_et_al.csv,15_south_asia_east,south_asia_east,combined,1,mwe,2000.0,2017.0,17.0,Miles et al.
data/glambie/input/15_south_asia_east/south_asia_east_demdiff_Brun_et_al_2017_Brun_et_al.csv,15_south_asia_east,south_asia_east,demdiff,1,m,2000.6666666666667,2016.6666666666667,16.0,Brun et al.
data/glambie/input/15_south_asia_east/south_asia_east_demdiff_ETH_Hugonnet_et_al.csv,15_south_asia_east,south_asia_east,demdiff,4,m,2000.0,2020.0,5.0,Hugonnet et al.
data/glambie/input/15_south_asia_east/south_asia_east_demdiff_MountCryo_King_et_al.csv,15_south_asia_east,south_asia_east,demdiff,1,m,2000.1666666666667,2015.5,15.333333333333258,King et al.
data/glambie/input/15_south_asia_east/south_asia_east_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,15_south_asia_east,south_asia_east,glaciological,301,mwe,1999.6666666666667,2024.75,0.08333333333333308,Zemp et al.
data/glambie/input/15_south_asia_east/south_asia_east_glaciological_WGMS-beta_WGMS.csv,15_south_asia_east,south_asia_east,glaciological,25,mwe,1999.75,2024.75,1.0,WGMS
data/glambie/input/15_south_asia_east/south_asia_east_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,15_south_asia_east,south_asia_east,gravimetry,1,Gt,2003.0,2010.9166666666667,7.9166666666667425,Jacob et al.
data/glambie/input/15_south_asia_east/south_asia_east_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,15_south_asia_east,south_asia_east,gravimetry,248,Gt,2002.25,2022.9166666666667,0.08333333333333363,Sasgen et al.
data/glambie/input/15_south_asia_east/south_asia_east_gravimetry_Wouters_Wouters_et_al.csv,15_south_asia_east,south_asia_east,gravimetry,236,Gt,2002.1666666666667,2021.8333333333333,0.08333333333333269,Wouters et al.
data/glambie/input/16_low_latitudes/low_latitudes_combined_DUS-combined_Dussaillant_et_al.csv,16_low_latitudes,low_latitudes,combined,24,mwe,2000.0,2024.0,1.0,Dussaillant et al.
data/glambie/input/16_low_latitudes/low_latitudes_combined_Huss_Huss_et_al.csv,16_low_latitudes,low_latitudes,combined,31,mwe,1990.25,2021.25,1.0,Huss et al.
data/glambie/input/16_low_latitudes/low_latitudes_demdiff_Dussaillant2019_Dussaillant_et_al.csv,16_low_latitudes,low_latitudes,demdiff,1,m,2000.25,2018.25,18.0,Dussaillant et al.
data/glambie/input/16_low_latitudes/low_latitudes_demdiff_ETH_Hugonnet_et_al.csv,16_low_latitudes,low_latitudes,demdiff,4,m,2000.0,2020.0,5.0,Hugonnet et al.
data/glambie/input/16_low_latitudes/low_latitudes_demdiff_FAU-GLACIER_Braun_et_al.csv,16_low_latitudes,low_latitudes,demdiff,1,m,2000.1666666666667,2012.9166666666667,12.75,Braun et al.
data/glambie/input/16_low_latitudes/low_latitudes_demdiff_Seehaus_Seehaus_et_al.csv,16_low_latitudes,low_latitudes,demdiff,1,m,2000.1666666666667,2016.75,16.583333333333258,Seehaus et al.
data/glambie/input/16_low_latitudes/low_latitudes_glaciological_WGMS-beta_WGMS.csv,16_low_latitudes,low_latitudes,glaciological,25,mwe,2000.0,2025.0,1.0,WGMS
data/glambie/input/16_low_latitudes/low_latitudes_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,16_low_latitudes,low_latitudes,gravimetry,1,Gt,2003.0,2010.9166666666667,7.9166666666667425,Jacob et al.
data/glambie/input/16_low_latitudes/low_latitudes_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,16_low_latitudes,low_latitudes,gravimetry,248,Gt,2002.25,2022.9166666666667,0.08333333333333363,Sasgen et al.
data/glambie/input/16_low_latitudes/low_latitudes_gravimetry_Wouters_Wouters_et_al.csv,16_low_latitudes,low_latitudes,gravimetry,236,Gt,2002.1666666666667,2021.8333333333333,0.08333333333333269,Wouters et al.
data/glambie/input/17_southern_andes/southern_andes_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,17_southern_andes,southern_andes,altimetry,120,m,2010.6666666666667,2020.6666666666667,0.08333333333333333,Jakob et al.
data/glambie/input/17_southern_andes/southern_andes_combined_DUS-combined_Dussaillant_et_al.csv,17_southern_andes,southern_andes,combined,25,mwe,1999.25,2024.25,1.0,Dussaillant et al.
data/glambie/input/17_southern_andes/southern_andes_combined_Huss_Huss_et_al.csv,17_southern_andes,southern_andes,combined,31,mwe,1990.25,2021.25,1.0,Huss et al.
data/glambie/input/17_southern_andes/southern_andes_demdiff_DLR-IMF_Krieger_et_al.csv,17_southern_andes,southern_andes,demdiff,2,m,2000.1666666666667,2016.1666666666667,8.0,Krieger et al.
data/glambie/input/17_southern_andes/southern_andes_demdiff_Dussaillant2019_Dussaillant_et_al.csv,17_southern_andes,southern_andes,demdiff,1,m,2000.25,2018.25,18.0,Dussaillant et al.
data/glambie/input/17_southern_andes/southern_andes_demdiff_ETH_Hugonnet_et_al.csv,17_southern_andes,southern_andes,demdiff,4,m,2000.0,2020.0,5.0,Hugonnet et al.
data/glambie/input/17_southern_andes/southern_andes_demdiff_FAU-GLACIER_Braun_et_al.csv,17_southern_andes,southern_andes,demdiff,1,m,2000.1666666666667,2012.75,12.583333333333258,Braun et al.
data/glambie/input/17_southern_andes/southern_andes_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,17_southern_andes,southern_andes,glaciological,301,mwe,1999.1666666666667,2024.25,0.08333333333333308,Zemp et al.
data/glambie/input/17_southern_andes/southern_andes_glaciological_WGMS-beta_WGMS.csv,17_southern_andes,southern_andes,glaciological,25,mwe,1999.25,2024.25,1.0,WGMS
data/glambie/input/17_southern_andes/southern_andes_gravimetry_Harig_Group_Harig_et_al.csv,17_southern_andes,southern_andes,gravimetry,251,Gt,2002.25,2023.1666666666667,0.08333333333333363,Harig et al.
data/glambie/input/17_southern_andes/southern_andes_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,17_southern_andes,southern_andes,gravimetry,1,Gt,2003.0,2010.9166666666667,7.9166666666667425,Jacob et al.
data/glambie/input/17_southern_andes/southern_andes_gravimetry_Richter_Richter_et_al.csv,17_southern_andes,southern_andes,gravimetry,184,Gt,2002.1666666666667,2017.5,0.08333333333333293,Richter et al.
data/glambie/input/17_southern_andes/southern_andes_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,17_southern_andes,southern_andes,gravimetry,248,Gt,2002.25,2022.9166666666667,0.08333333333333363,Sasgen et al.
data/glambie/input/17_southern_andes/southern_andes_gravimetry_Velicogna_Sutterley_et_al.csv,17_southern_andes,southern_andes,gravimetry,251,gt,2002.25,2023.1666666666667,0.08333333333333363,Sutterley et al.
data/glambie/input/17_southern_andes/southern_andes_gravimetry_Wouters_Wouters_et_al.csv,17_southern_andes,southern_andes,gravimetry,236,Gt,2002.1666666666667,2021.8333333333333,0.08333333333333269,Wouters et al.
data/glambie/input/18_new_zealand/new_zealand_combined_DUS-combined_Dussaillant_et_al.csv,18_new_zealand,new_zealand,combined,25,mwe,1999.25,2024.25,1.0,Dussaillant et al.
data/glambie/input/18_new_zealand/new_zealand_combined_Huss_Huss_et_al.csv,18_new_zealand,new_zealand,combined,31,mwe,1990.25,2021.25,1.0,Huss et al.
data/glambie/input/18_new_zealand/new_zealand_demdiff_ETH_Hugonnet_et_al.csv,18_new_zealand,new_zealand,demdiff,4,m,2000.0,2020.0,5.0,Hugonnet et al.
data/glambie/input/18_new_zealand/new_zealand_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,18_new_zealand,new_zealand,glaciological,301,mwe,1999.1666666666667,2024.25,0.08333333333333308,Zemp et al.
data/glambie/input/18_new_zealand/new_zealand_glaciological_WGMS-beta_WGMS.csv,18_new_zealand,new_zealand,glaciological,24,mwe,2000.25,2024.25,1.0,WGMS
data/glambie/input/18_new_zealand/new_zealand_gravimetry_Harig_Group_Harig_et_al.csv,18_new_zealand,new_zealand,gravimetry,251,Gt,2002.25,2023.1666666666667,0.08333333333333363,Harig et al.
data/glambie/input/18_new_zealand/new_zealand_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,18_new_zealand,new_zealand,gravimetry,1,Gt,2003.0,2010.9166666666667,7.9166666666667425,Jacob et al.
data/glambie/input/18_new_zealand/new_zealand_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,18_new_zealand,new_zealand,gravimetry,248,Gt,2002.25,2022.9166666666667,0.08333333333333363,Sasgen et al.
data/glambie/input/18_new_zealand/new_zealand_gravimetry_Wouters_Wouters_et_al.csv,18_new_zealand,new_zealand,gravimetry,236,Gt,2002.1666666666667,2021.8333333333333,0.08333333333333269,Wouters et al.
data/glambie/input/19_antarctic_and_subantarctic/antarctic_and_subantarctic_altimetry_Gardner2013_icesat_Gardner_et_al.csv,19_antarctic_and_subantarctic,antarctic_and_subantarctic,altimetry,1,m,2003.75,2009.75,6.0,Gardner et al.
data/glambie/input/19_antarctic_and_subantarctic/antarctic_and_subantarctic_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,19_antarctic_and_subantarctic,antarctic_and_subantarctic,altimetry,120,m,2010.6666666666667,2020.6666666666667,0.08333333333333333,Jakob et al.
data/glambie/input/19_antarctic_and_subantarctic/antarctic_and_subantarctic_altimetry_Khan_Khan_et_al.csv,19_antarctic_and_subantarctic,antarctic_and_subantarctic,altimetry,3,m,2003.0833333333333,2023.3333333333333,6.75,Khan et al.
data/glambie/input/19_antarctic_and_subantarctic/antarctic_and_subantarctic_combined_DUS-combined_Dussaillant_et_al.csv,19_antarctic_and_subantarctic,antarctic_and_subantarctic,combined,25,mwe,1999.25,2024.25,1.0,Dussaillant et al.
data/glambie/input/19_antarctic_and_subantarctic/antarctic_and_subantarctic_combined_Huss_Huss_et_al.csv,19_antarctic_and_subantarctic,antarctic_and_subantarctic,combined,31,mwe,1990.25,2021.25,1.0,Huss et al.
data/glambie/input/19_antarctic_and_subantarctic/antarctic_and_subantarctic_demdiff_ETH_Hugonnet_et_al.csv,19_antarctic_and_subantarctic,antarctic_and_subantarctic,demdiff,4,m,2000.0,2020.0,5.0,Hugonnet et al.
data/glambie/input/19_antarctic_and_subantarctic/antarctic_and_subantarctic_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,19_antarctic_and_subantarctic,antarctic_and_subantarctic,glaciological,301,mwe,1999.1666666666667,2024.25,0.08333333333333308,Zemp et al.
data/glambie/input/19_antarctic_and_subantarctic/antarctic_and_subantarctic_glaciological_WGMS-beta_WGMS.csv,19_antarctic_and_subantarctic,antarctic_and_subantarctic,glaciological,25,mwe,1999.25,2024.25,1.0,WGMS
data/glambie/input/1_alaska/alaska_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,1_alaska,alaska,altimetry,120,m,2010.6666666666667,2020.6666666666667,0.08333333333333333,Jakob et al.
data/glambie/input/1_alaska/alaska_combined_ArcticInSituvGRACE_Box_et_al.csv,1_alaska,alaska,combined,52,Gt,1970.75,2022.75,1.0,Box et al.
data/glambie/input/1_alaska/alaska_combined_Box2018_Box_et_al.csv,1_alaska,alaska,combined,13,Gt,2002.75,2015.75,1.0,Box et al.
data/glambie/input/1_alaska/alaska_combined_DUS-combined_Dussaillant_et_al.csv,1_alaska,alaska,combined,25,mwe,1999.75,2024.75,1.0,Dussaillant et al.
data/glambie/input/1_alaska/alaska_combined_Huss_Huss_et_al.csv,1_alaska,alaska,combined,31,mwe,1990.75,2021.75,1.0,Huss et al.
data/glambie/input/1_alaska/alaska_demdiff_ETH_Hugonnet_et_al.csv,1_alaska,alaska,demdiff,4,m,2000.0,2020.0,5.0,Hugonnet et al.
data/glambie/input/1_alaska/alaska_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,1_alaska,alaska,glaciological,301,mwe,1999.6666666666667,2024.75,0.08333333333333308,Zemp et al.
data/glambie/input/1_alaska/alaska_glaciological_WGMS-beta_WGMS.csv,1_alaska,alaska,glaciological,25,mwe,1999.75,2024.75,1.0,WGMS
data/glambie/input/1_alaska/alaska_gravimetry_Harig_Group_Harig_et_al.csv,1_alaska,alaska,gravimetry,251,Gt,2002.25,2023.1666666666667,0.08333333333333363,Harig et al.
data/glambie/input/1_alaska/alaska_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,1_alaska,alaska,gravimetry,1,Gt,2003.0,2010.9166666666667,7.9166666666667425,Jacob et al.
data/glambie/input/1_alaska/alaska_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,1_alaska,alaska,gravimetry,248,Gt,2002.25,2022.9166666666667,0.08333333333333363,Sasgen et al.
data/glambie/input/1_alaska/alaska_gravimetry_Velicogna_Sutterley_et_al.csv,1_alaska,alaska,gravimetry,251,gt,2002.25,2023.1666666666667,0.08333333333333363,Sutterley et al.
data/glambie/input/1_alaska/alaska_gravimetry_Wouters_Wouters_et_al.csv,1_alaska,alaska,gravimetry,236,Gt,2002.1666666666667,2021.8333333333333,0.08333333333333269,Wouters et al.
data/glambie/input/2_western_canada_us/western_canada_us_altimetry_Menounos_WNA_alt1_Menounos_et_al.csv,2_western_canada_us,western_canada_us,altimetry,1,m,2013.0,2020.6666666666667,7.6666666666667425,Menounos et al.
data/glambie/input/2_western_canada_us/western_canada_us_altimetry_Menounos_WNA_is2gedi_Menounos_et_al.csv,2_western_canada_us,western_canada_us,altimetry,1,m,2019.0,2023.0,4.0,Menounos et al.
data/glambie/input/2_western_canada_us/western_canada_us_combined_DUS-combined_Dussaillant_et_al.csv,2_western_canada_us,western_canada_us,combined,25,mwe,1999.75,2024.75,1.0,Dussaillant et al.
data/glambie/input/2_western_canada_us/western_canada_us_combined_Huss_Huss_et_al.csv,2_western_canada_us,western_canada_us,combined,31,mwe,1990.75,2021.75,1.0,Huss et al.
data/glambie/input/2_western_canada_us/western_canada_us_demdiff_ETH_Hugonnet_et_al.csv,2_western_canada_us,western_canada_us,demdiff,4,m,2000.0,2020.0,5.0,Hugonnet et al.
data/glambie/input/2_western_canada_us/western_canada_us_glaciological_Menounos_WNA_glac_Menounos_et_al.csv,2_western_canada_us,western_canada_us,glaciological,1,mwe,2015.75,2016.75,1.0,Menounos et al.
data/glambie/input/2_western_canada_us/western_canada_us_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,2_western_canada_us,western_canada_us,glaciological,301,mwe,1999.6666666666667,2024.75,0.08333333333333308,Zemp et al.
data/glambie/input/2_western_canada_us/western_canada_us_glaciological_WGMS-beta_WGMS.csv,2_western_canada_us,western_canada_us,glaciological,25,mwe,1999.75,2024.75,1.0,WGMS
data/glambie/input/2_western_canada_us/western_canada_us_gravimetry_Harig_Group_Harig_et_al.csv,2_western_canada_us,western_canada_us,gravimetry,251,Gt,2002.25,2023.1666666666667,0.08333333333333363,Harig et al.
data/glambie/input/2_western_canada_us/western_canada_us_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,2_western_canada_us,western_canada_us,gravimetry,1,Gt,2003.0,2010.9166666666667,7.9166666666667425,Jacob et al.
data/glambie/input/2_western_canada_us/western_canada_us_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,2_western_canada_us,western_canada_us,gravimetry,248,Gt,2002.25,2022.9166666666667,0.08333333333333363,Sasgen et al.
data/glambie/input/2_western_canada_us/western_canada_us_gravimetry_Wouters_Wouters_et_al.csv,2_western_canada_us,western_canada_us,gravimetry,236,Gt,2002.1666666666667,2021.8333333333333,0.08333333333333269,Wouters et al.
data/glambie/input/3_arctic_canada_north/arctic_canada_north_altimetry_Gardner2013_icesat_Gardner_et_al.csv,3_arctic_canada_north,arctic_canada_north,altimetry,1,m,2003.75,2009.75,6.0,Gardner et al.
