feature,variance,cv,age_corr,age_corr_abs,dpt_corr,dpt_corr_abs,traj_score,laplacian_score,mi_age,mi_dpt,mi_combined,kw_stat_phase,kw_pval_phase,mw_stat_state,mw_pval_state,composite_score,norm_variance,norm_cv,norm_age_corr,norm_dpt_corr,norm_lap,norm_mi,norm_kw,norm_mw,protein,compartment
Int_Med_pCHK1_cell,0.0037384254,0.7264126,0.050714029650198375,0.050714029650198375,0.5703233227236304,0.5703233227236304,0.31051867618691437,0.30078658126492136,0.030778849807060027,0.22332077077149037,0.3381874870155081,25.690597719886885,1.1071274465281633e-05,431314.5,0.6795157096463964,0.6226141078838174,0.41908713692946054,0.7385892116182573,0.32365145228215764,0.941908713692946,0.8713692946058091,0.8298755186721991,0.3319502074688797,0.49377593360995853,pCHK1,cell
Int_Med_p14ARF_nuc,0.009769213,0.49152878,0.1009676982165501,0.1009676982165501,-0.39347962631095523,0.39347962631095523,0.24722366226375267,0.467044329555602,0.03931507811027757,0.13912900171080267,0.2291826341296842,51.940350827036056,3.0840466635804395e-11,526896.0,5.24586946203501e-11,0.6190871369294606,0.7759336099585062,0.34854771784232363,0.5601659751037344,0.7053941908713692,0.4024896265560166,0.7012448132780082,0.5103734439834025,0.8962655601659751,p14ARF,nuc
Int_Med_Fra1_cyto,0.0049609193,0.47897834,-0.14575576650308933,0.14575576650308933,0.28945424601186953,0.28945424601186953,0.21760500625747942,0.4015147393619647,0.04432176268323129,0.09646369055658166,0.17456807541613223,144.74362126156396,3.5853513688769194e-31,455996.5,0.16462692786429345,0.6171161825726141,0.5207468879668049,0.32157676348547715,0.7116182572614108,0.5622406639004149,0.6701244813278009,0.5103734439834025,0.7821576763485477,0.6701244813278009,Fra1,cyto
Int_MeanEdge_CDK2_cell,0.012188418,0.42699653,-0.1908493565087633,0.1908493565087633,0.12518573103210306,0.12518573103210306,0.1580175437704332,0.3327697977706302,0.0,0.10667095423088213,0.14803939176648456,79.48120170415919,3.96563884623131e-17,506916.0,3.301820151609942e-07,0.6159751037344399,0.8464730290456431,0.18257261410788383,0.8008298755186722,0.24481327800829877,0.8008298755186722,0.3775933609958506,0.6390041493775933,0.8464730290456431,CDK2,cell
Int_Med_Cdt1_nuc,0.0077581573,0.97973347,-0.5046733847071078,0.5046733847071078,-0.16375333210498286,0.16375333210498286,0.3342133584060453,0.636026344502697,0.3079668365089736,0.0733537257059993,0.38456407019139427,1403.1015505877401,6.254078427669298e-304,384390.5,0.00012389892796090113,0.6124481327800829,0.6929460580912863,0.8713692946058091,0.9543568464730291,0.3319502074688797,0.10373443983402486,0.9004149377593361,0.9626556016597511,0.1203319502074689,Cdt1,nuc
Int_Med_p21_nuc,0.011806693,0.98753077,-0.22669044155715593,0.22669044155715593,0.10210523779879803,0.10210523779879803,0.16439783967797697,0.4680572607770148,0.2867666384285341,0.06465278567068733,0.35302361775579594,1551.5828391499015,0.0,96315.5,1.726983264766381e-136,0.6099585062240664,0.8381742738589212,0.8796680497925311,0.8298755186721991,0.1908713692946058,0.39834024896265563,0.8630705394190872,0.983402489626556,0.0,p21,nuc
Int_MeanEdge_Fra1_cell,0.0031830303,1.6171626,-0.23031404301665187,0.23031404301665187,0.0757896182930585,0.0757896182930585,0.15305183065485517,0.3379728526590653,0.04134748221940843,0.10266744240359493,0.18044686121661824,99.21918204050408,2.287594508463314e-21,451601.0,0.28567605828403564,0.6080912863070539,0.37344398340248963,0.970954356846473,0.8340248962655602,0.13692946058091282,0.7966804979253113,0.5477178423236515,0.6887966804979253,0.6431535269709543,Fra1,cell
Int_Med_CDK2_cell,0.008838555,0.43073672,-0.13665014731929784,0.13665014731929784,0.18014152808566972,0.18014152808566972,0.15839583770248378,0.34425952990614933,0.012215751797692853,0.08753397304625476,0.13269684327286457,108.64883739362666,2.143387951292371e-23,545699.0,2.0814732867067452e-15,0.6006224066390042,0.7302904564315353,0.19917012448132776,0.6887966804979253,0.3609958506224067,0.7842323651452282,0.2863070539419087,0.7261410788381742,0.9253112033195021,CDK2,cell
Int_MeanEdge_pERK_cell,0.013470189,0.4869842,-0.23287717648141512,0.23287717648141512,0.3134435046078908,0.3134435046078908,0.27316034054465294,0.3704316318824041,0.03291569603831501,0.0829230700749175,0.1453036271151166,83.96545102310711,4.327202975448752e-18,370122.0,1.0619498065173747e-06,0.5995850622406639,0.8796680497925311,0.3319502074688797,0.8381742738589212,0.6141078838174274,0.7302904564315353,0.3568464730290456,0.6514522821576764,0.0705394190871369,pERK,cell
Int_Med_pH2AX_cell,0.009096426,0.56849766,0.0657626283914205,0.0657626283914205,0.34090896168843876,0.34090896168843876,0.20333579503992963,0.24561028073518568,0.008692820055141048,0.1186622874297889,0.17266252421148937,21.87780762163255,6.9163456591648e-05,447180.5,0.45622768790332646,0.5902489626556017,0.7385892116182573,0.5601659751037344,0.39419087136929465,0.6680497925311204,0.9543568464730291,0.5020746887966805,0.2904564315352697,0.6182572614107884,pH2AX,cell
Int_MeanEdge_pS6_cell,0.0057822876,0.834044,-0.09196464653274017,0.09196464653274017,0.40814307955089557,0.40814307955089557,0.25005386304181787,0.37105609916773696,0.008657117071575904,0.1400576502262778,0.20232251677873206,42.41582650050927,3.2743384083062276e-09,413774.5,0.09037911239982291,0.5898340248962656,0.5601659751037344,0.8298755186721991,0.5103734439834025,0.7261410788381742,0.7219917012448133,0.6224066390041494,0.4564315352697096,0.34024896265560167,pS6,cell
Int_Med_YAP_cell,0.011011273,0.49517345,0.025633598053227194,0.025633598053227194,0.5408099963951178,0.5408099963951178,0.2832217972241725,0.29183931253269124,0.019472511582511842,0.21490090662661654,0.31612126018694164,23.084858039693145,3.8771271572464324e-05,411307.0,0.06099644810564075,0.587344398340249,0.8049792531120332,0.3568464730290456,0.18257261410788383,0.8962655601659751,0.8879668049792531,0.8174273858921162,0.30290456431535273,0.31950207468879666,YAP,cell
Int_Med_pRB_nuc,0.026878322,0.3689525,0.2582264626136358,0.2582264626136358,-0.10521608425907977,0.10521608425907977,0.1817212734363578,0.5328156091755432,0.10091351735624876,0.03486780483501484,0.1410447487199707,1070.305926024236,1.0072108968684962e-231,858808.0,3.3986955215440135e-208,0.5842323651452282,0.991701244813278,0.07468879668049788,0.8630705394190872,0.19917012448132776,0.23236514522821572,0.3319502074688797,0.946058091286307,0.995850622406639,pRB,nuc
Int_Med_cJun_cyto,0.0021635897,0.45367628,-0.1071843575033122,0.1071843575033122,0.5322853778810014,0.5322853778810014,0.3197348676921568,0.4197986033772439,0.026954906606960094,0.2512864597836044,0.37348765709709325,20.456182558133655,0.0001365225835492363,421554.0,0.2594980972766404,0.5810165975103734,0.2385892116182573,0.2551867219917012,0.5912863070539419,0.8775933609958506,0.607883817427386,0.8962655601659751,0.2634854771784232,0.4253112033195021,cJun,cyto
Int_Med_CDK2_ring,0.008563544,0.38352987,-0.1475608326528131,0.1475608326528131,0.14607232247990248,0.14607232247990248,0.1468165775663578,0.3569167544252002,0.024716170035469887,0.0727156345837594,0.12360913479883724,103.3611088422451,2.942262469681124e-22,539333.5,7.91289041937203e-14,0.5803941908713693,0.7240663900414938,0.09751037344398339,0.7199170124481328,0.3049792531120332,0.7655601659751037,0.24481327800829877,0.7157676348547718,0.9024896265560166,CDK2,ring
Int_Med_CDK2_cyto,0.008563544,0.38352987,-0.1475608326528131,0.1475608326528131,0.14607232247990248,0.14607232247990248,0.1468165775663578,0.3569167544252002,0.02491576548927288,0.07162846761953556,0.12228361032261657,103.3611088422451,2.942262469681124e-22,539333.5,7.91289041937203e-14,0.5797717842323652,0.7240663900414938,0.09751037344398339,0.7199170124481328,0.3049792531120332,0.7655601659751037,0.2406639004149378,0.7157676348547718,0.9024896265560166,CDK2,cyto
