feature,spearman_pt,pearson_pt,spearman_age,overall_var,trajectory_var,dynamic_ratio,autocorrelation,f_stat_phase,p_anova,f_stat_batch,p_batch,batch_confound_ratio,dynamism_score
Int_MeanEdge_pS6_cell,0.37166803982172414,0.42658383,-0.09196464653274018,0.005782294,0.0012652492,0.2188144,0.22368525077945411,16.432026,1.3909128e-10,3.2418732e-10,0.99998564,1.9728993e-11,0.6714583333333333
Int_Med_GSK3b_cell,0.4148272790118941,0.47877398,0.002208635052129933,0.009597359,0.0024134535,0.2514706,0.2565899464640618,10.697961,5.456034e-07,3.5028796e-05,0.9952781,3.2743433e-06,0.6699999999999999
Int_Med_p21_cell,0.38370621177477743,0.42878243,-0.037143232133353896,0.0024339892,0.0005929533,0.24361378,0.31199999111214166,19.650494,1.3297713e-12,1.6502396e-05,0.99675906,8.3979546e-07,0.66875
Int_Med_cycD1_cell,0.2832622934290969,0.3961232,0.015994824819345235,0.0038254024,0.0010944833,0.28610933,0.2638451145555013,150.61691,0.0,0.0007617697,0.97798306,5.0576637e-06,0.6639583333333333
Int_Med_p38_cyto,0.48298753746412404,0.51254296,-0.03685551653615735,0.017262192,0.0047957115,0.2778159,0.2799208751457873,12.692546,3.0800496e-08,0.0032530348,0.9545212,0.0002562949,0.6585416666666666
Int_Med_p38_ring,0.48298753746412404,0.51254296,-0.03685551653615735,0.017262192,0.0047957115,0.2778159,0.2799208751457873,12.692546,3.0800496e-08,0.0032530348,0.9545212,0.0002562949,0.6585416666666666
Int_Med_pp21_nuc,0.4403985913693314,0.32140476,0.48406344714421334,0.0018224801,0.00031710323,0.17399544,0.1581056178917385,134.66693,0.0,4.6424084e-05,0.9945642,3.4473263e-07,0.6504166666666666
Int_Med_p38_nuc,0.3678258372330759,0.34522152,0.20726432061059424,0.0041427584,0.00073236244,0.17678136,0.1725981775424182,37.472733,9.912982e-24,1.104027e-05,0.99734914,2.9462143e-07,0.6404166666666666
Int_MeanEdge_ERK_cell,0.43528001232081437,0.49511018,-0.09640514762218498,0.00799267,0.0021265964,0.26606834,0.26582747768443044,16.776508,8.4552906e-11,0.027105471,0.8692414,0.0016156802,0.6389583333333332
Int_Med_YAP_cyto,0.43007091722640695,0.46506587,0.017320961051890734,0.017683866,0.0042158864,0.23840299,0.22654891402933608,7.574754,4.810841e-05,4.2557203e-05,0.99479544,5.618295e-06,0.6377083333333333
Int_Med_YAP_ring,0.43007091722640695,0.46506587,0.017320961051890734,0.017683866,0.0042158864,0.23840299,0.22654891402933608,7.574754,4.810841e-05,4.2557203e-05,0.99479544,5.618295e-06,0.6377083333333333
Int_Med_p21_ring,0.3516307142304931,0.3943339,-0.04899299173364124,0.004562824,0.0009096833,0.19936848,0.20132055775534619,20.941698,2.0601881e-13,1.3110371e-06,0.9990865,6.2604144e-08,0.6372916666666666
Int_Med_p21_cyto,0.3516307142304931,0.3943339,-0.04899299173364124,0.004562824,0.0009096833,0.19936848,0.20132055775534619,20.941698,2.0601881e-13,1.3110371e-06,0.9990865,6.2604144e-08,0.6372916666666666
Int_Med_Cdt1_nuc,-0.31120882053499604,-0.27465212,-0.5046733847071077,0.0077581513,0.0012383409,0.15961803,0.1502867024849881,408.20706,0.0,2.780112e-06,0.99866974,6.8105437e-09,0.6270833333333333
Int_Med_p27_ring,0.4082085994034093,0.38383836,-0.025685647733713974,0.0012719289,0.00025282567,0.19877343,0.18392154348619827,39.667023,4.3253524e-25,0.00020421248,0.9885994,5.1481675e-06,0.6264583333333332
Int_Med_p27_cyto,0.4082085994034093,0.38383836,-0.025685647733713974,0.0012719289,0.00025282567,0.19877343,0.18392154348619827,39.667023,4.3253524e-25,0.00020421248,0.9885994,5.1481675e-06,0.6264583333333332
Int_Med_p27_cell,0.4256717345894809,0.3451981,-0.024158415798324062,0.0005342401,9.2781556e-05,0.17367014,0.2838765608641391,20.670513,3.0477086e-13,2.913102e-06,0.99863833,1.4093031e-07,0.6147916666666666
Int_Med_pCHK1_nuc,0.355685541505902,0.34603012,0.3293488779009708,0.0069970377,0.0010797719,0.15431844,0.14855015640554106,58.75946,8.13832e-37,7.947455e-05,0.99288774,1.3525405e-06,0.6122916666666667
Int_Med_cycD1_ring,0.24816938020411802,0.34728655,0.01653630703430416,0.0032522362,0.00078760326,0.24217284,0.20252388124306234,164.85886,0.0,0.00081920315,0.9771683,4.9691184e-06,0.6102083333333332
Int_Med_cycD1_cyto,0.24816938020411802,0.34728655,0.01653630703430416,0.0032522362,0.00078760326,0.24217284,0.20252388124306234,164.85886,0.0,0.00081920315,0.9771683,4.9691184e-06,0.6102083333333332
Int_MeanEdge_YAP_cell,0.3532837662517907,0.4318376,-0.12364819655305123,0.017278593,0.003548684,0.20538038,0.20100885063701115,14.318551,2.9461154e-09,0.00018778381,0.9890676,1.3114722e-05,0.6062500000000001
Int_Med_pp65_cell,0.3542492914921256,0.36011416,0.05186009216987226,0.0025820688,0.0005117866,0.19820797,0.23439931222916496,23.159073,8.394568e-15,0.00024463574,0.98752207,1.0563279e-05,0.605625
Int_Med_GSK3b_nuc,0.36166935539306855,0.34250286,0.31112700357368656,0.0063704615,0.0009606747,0.15080144,0.12742606610832943,46.930485,1.4179236e-29,3.3181163e-06,0.9985467,7.070279e-08,0.6035416666666666
Int_Med_Cdh1_cell,0.3510664743759322,0.4162325,-0.07070545787489889,0.002907006,0.0006793635,0.23369868,0.287892076276678,42.654736,6.1381502e-27,0.08381019,0.77222055,0.0019648508,0.60125
Int_Med_pp65_nuc,0.22010539416818592,0.27011377,0.08693845415683658,0.008369571,0.0015360707,0.1835304,0.19625046911009483,110.958534,0.0,7.0767914e-05,0.9932886,6.37787e-07,0.6000000000000001
Int_Med_pCHK1_cell,0.5073634673514449,0.48210385,0.05071402965019837,0.0037384138,0.0009354789,0.2502342,0.2433180835703518,5.9216886,0.00050446886,0.0003869978,0.9843062,6.535261e-05,0.5983333333333333
Int_Med_CDK4_cell,0.4186950520194963,0.4598218,0.09828133808582998,0.006381061,0.001453363,0.22776197,0.19787465486237688,17.57739,2.657961e-11,0.07540136,0.78364944,0.0042896788,0.5960416666666667
Int_Med_Fra1_ring,0.3060829719776239,0.36677548,-0.14575576650308933,0.004960953,0.0009482456,0.19114183,0.20822720562396033,39.557526,5.0563603e-25,0.0015526771,0.96857107,3.9251117e-05,0.5960416666666666
Int_Med_Fra1_cyto,0.3060829719776239,0.36677548,-0.14575576650308933,0.004960953,0.0009482456,0.19114183,0.20822720562396033,39.557526,5.0563603e-25,0.0015526771,0.96857107,3.9251117e-05,0.5960416666666666
Int_Med_pH2AX_cell,0.42624529667067396,0.45346546,0.0657626283914205,0.009096446,0.0022080676,0.24273957,0.2602190640698384,5.219736,0.0013581058,0.0007472702,0.9781935,0.00014316244,0.5864583333333334
Int_Med_AKT_cell,0.3712089825718715,0.41553643,-0.07227270445232711,0.009883864,0.0018588471,0.18806887,0.23124756433680163,16.203146,1.9360764e-10,0.0064015044,0.9362356,0.00039507786,0.5858333333333334
Int_Med_pp21_cell,0.3704357438770836,0.43145868,0.03504531501333939,0.004225148,0.0008777788,0.20775102,0.24749920200722594,17.422068,3.326726e-11,0.01073558,0.9174843,0.00061620586,0.5814583333333334
Int_Med_BP1_nuc,0.3168896791384701,0.33755097,0.2680758638404665,0.013557215,0.0018624903,0.13738,0.15215464176814336,42.783512,5.110778e-27,0.00039835833,0.9840776,9.311025e-06,0.5702083333333334
Int_Med_CDK6_nuc,0.2782343050761889,0.3108038,0.26021632619122337,0.0041714357,0.00064592395,0.15484452,0.18678971685183327,77.59647,0.0,0.0001069432,0.99174964,1.3781967e-06,0.561875
Int_Med_cJun_cyto,0.3699837405653978,0.41380695,-0.1071843575033122,0.0021635955,0.00040010482,0.18492588,0.20248250658765343,8.605529,1.1015739e-05,2.6669188e-06,0.9986971,3.099076e-07,0.56125
Int_Med_cJun_ring,0.3699837405653978,0.41380695,-0.1071843575033122,0.0021635955,0.00040010482,0.18492588,0.20248250658765343,8.605529,1.1015739e-05,2.6669188e-06,0.9986971,3.099076e-07,0.56125
Int_Med_cMyc_cell,0.34378219722896464,0.3694558,0.04451298652166649,0.0014068608,0.00027134846,0.19287513,0.3150406727751133,21.066973,1.7192946e-13,0.0027291386,0.95834035,0.00012954584,0.5539583333333333
Int_Std_PCNA_nuc,0.2183261022524054,0.17081559,0.5537299982861966,0.02346997,0.0035267982,0.15026854,0.1077704364561758,813.2899,0.0,5.5087123e-05,0.99407864,6.773369e-08,0.5485416666666666
Int_MeanEdge_AKT_cell,0.29184749854249137,0.3970085,-0.18263115063609164,0.0095207365,0.0016396191,0.17221558,0.22389896106794321,25.812132,1.8318586e-16,0.0066508823,0.9350081,0.00025766497,0.5466666666666666
Int_MeanEdge_S6_cell,0.33072705121506596,0.39193225,-0.14149742010444838,0.011213971,0.0019458825,0.17352304,0.19530695767790085,15.528366,5.1324317e-10,0.0012597304,0.97168946,8.112447e-05,0.5462500000000001
Int_Med_GSK3b_ring,0.3658402938968334,0.41724366,-0.021715186490916544,0.0047890567,0.0009329916,0.19481741,0.19438894303729687,7.244528,7.7053424e-05,9.662338e-05,0.9921578,1.333743e-05,0.543125
Int_Med_GSK3b_cyto,0.3658402938968334,0.41724366,-0.021715186490916544,0.0047890567,0.0009329916,0.19481741,0.19438894303729687,7.244528,7.7053424e-05,9.662338e-05,0.9921578,1.333743e-05,0.543125
Int_Med_cMyc_nuc,0.1407794389627655,0.22473451,-0.005860143167957815,0.0070613557,0.0013730081,0.19443974,0.18906119664991874,189.30545,0.0,0.0008155003,0.97722,4.307854e-06,0.5352083333333333
Int_Med_p16_nuc,0.305061757792019,0.29423437,0.32422814445949905,0.013392027,0.0016079298,0.1200662,0.10744996303443548,64.22398,3.88703e-40,2.5430334e-05,0.99597675,3.959632e-07,0.5264583333333334
Int_Med_cJun_cell,0.40089097386558054,0.32631588,-0.07105082382683355,0.0004944607,8.290335e-05,0.16766419,0.4866728328150591,5.7688637,0.0006261478,6.6756205e-05,0.9934816,1.1571812e-05,0.5227083333333333
Int_Med_pCHK1_cyto,0.466368609738302,0.43174556,0.01866619100179283,0.0034302154,0.00069967326,0.20397356,0.1898642951593933,3.5535736,0.013827439,0.00043330825,0.9833939,0.00012193591,0.515625
Int_Med_pCHK1_ring,0.466368609738302,0.43174556,0.01866619100179283,0.0034302154,0.00069967326,0.20397356,0.1898642951593933,3.5535736,0.013827439,0.00043330825,0.9833939,0.00012193591,0.515625
Int_Med_p27_nuc,-0.24927216601922,-0.15377514,-0.4947794690043613,0.016722517,0.002003428,0.11980422,0.11665105180727506,419.9212,0.0,0.0010664257,0.97395116,2.5395852e-06,0.514375
Int_Med_p53_nuc,0.3196893807623522,0.3129423,0.29796223528395205,0.009108933,0.001101649,0.12094162,0.10657520842336275,58.98498,5.9325453e-37,0.0003505816,0.9850628,5.943574e-06,0.5127083333333333
Int_Med_Fra1_cell,0.3365270961274897,0.29825878,-0.11327101455998688,0.00086191046,0.00014263115,0.16548257,0.417326089362174,11.777202,1.1529007e-07,0.00025737204,0.9872014,2.1853411e-05,0.5118750000000001
Int_Med_cycD1_nuc,0.05616771699435643,0.20109704,-0.15777634535034174,0.012135798,0.0020183884,0.1663169,0.16922367501539365,447.41864,0.0,0.00042919445,0.9834729,9.592682e-07,0.5054166666666666
Int_Med_BP1_cell,0.3161225034800629,0.3339024,-0.04571271175415492,0.0021089644,0.00038207672,0.18116793,0.3762498848001632,6.2765584,0.00030516955,3.862172e-05,0.99504197,6.153328e-06,0.5052083333333334
Int_Med_CDK4_ring,0.368993926971859,0.39595768,0.08634106449394835,0.009219062,0.001609039,0.17453393,0.14789595534433947,14.325866,2.91516e-09,0.12306575,0.7257597,0.008590458,0.5035416666666667
Int_Med_CDK4_cyto,0.368993926971859,0.39595768,0.08634106449394835,0.009219062,0.001609039,0.17453393,0.14789595534433947,14.325866,2.91516e-09,0.12306575,0.7257597,0.008590458,0.5035416666666667
Int_Med_p16_cell,0.3746943816519235,0.41955876,-0.0470697013474235,0.005893241,0.0011737489,0.19916865,0.1832469077162965,4.7447176,0.002645078,0.0019974534,0.96435535,0.00042098467,0.5025000000000001
Int_Med_RB_cell,0.3901526833422284,0.29063562,-0.06324483684459589,0.0016239038,0.00024867046,0.15313128,0.4433246215909617,3.84021,0.009313423,3.74009e-05,0.99512094,9.739285e-06,0.5010416666666666
Int_Med_CDK2_cell,0.2300476310004268,0.30595112,-0.13665014731929784,0.00883854,0.0012404203,0.14034222,0.12934802484394006,31.936646,2.7449077e-20,3.1370404e-05,0.9955315,9.822699e-07,0.5004166666666667
Int_MeanEdge_p38_cell,0.3407231208642223,0.38184702,-0.15884155318256,0.007337312,0.0011668475,0.15902929,0.14438488352681506,19.76184,1.132209e-12,0.0039305394,0.9500147,0.0001988954,0.4972916666666667
Int_Med_Cdt1_cell,0.21531192175621128,0.31253952,-0.021134028369449512,0.0029060317,0.00055306003,0.19031452,0.2027003465473007,22.385927,2.561422e-14,0.0005397489,0.9814665,2.411108e-05,0.495625
Int_Med_Skp2_cell,0.438673251761669,0.33142072,0.11302957756603871,0.0011707399,0.00017043544,0.14557925,0.3163013641360319,11.608426,1.470372e-07,0.057664137,0.81024444,0.004967438,0.49333333333333335
Int_Med_PCNA_cell,0.2312963128420378,0.2998394,-0.25491389892986577,0.0013938991,0.00019263427,0.13819814,0.31299466521088604,29.240826,1.3181261e-18,6.6223845e-05,0.9935076,2.2647735e-06,0.49270833333333336
Int_Med_AKT_ring,0.32326132743294117,0.34776184,-0.0935730414438983,0.013659475,0.0018415384,0.13481764,0.14350439389114777,21.535837,8.737041e-14,0.007925571,0.92906797,0.0003680178,0.48583333333333323
Int_Med_AKT_cyto,0.32326132743294117,0.34776184,-0.0935730414438983,0.013659475,0.0018415384,0.13481764,0.14350439389114777,21.535837,8.737041e-14,0.007925571,0.92906797,0.0003680178,0.48583333333333323
Int_Med_E2F1_nuc,0.13392952238079528,0.118187755,0.42886615522800786,0.0055323876,0.00092338416,0.16690518,0.14728793932172424,730.7373,0.0,0.0033647192,0.95374787,4.604554e-06,0.48354166666666676
Int_Med_pp38_cell,0.3729305819077637,0.40303272,0.04607951551245458,0.0022628584,0.00046723845,0.20648152,0.21084308026865684,3.5503986,0.013887939,0.001396236,0.97019565,0.00039326175,0.47479166666666656
Int_Med_pH2AX_ring,0.3727387684855041,0.39639425,0.02813812094666046,0.007374803,0.0014049616,0.19050835,0.18690976090161432,2.3097432,0.07443301,0.0014872228,0.96924037,0.000643891,0.466875
Int_Med_pH2AX_cyto,0.3727387684855041,0.39639425,0.02813812094666046,0.007374803,0.0014049616,0.19050835,0.18690976090161432,2.3097432,0.07443301,0.0014872228,0.96924037,0.000643891,0.466875
Int_Med_Cdh1_cyto,0.2848586172713289,0.3417976,-0.0944384466312921,0.0022131116,0.00036567688,0.16523202,0.16473238088258757,41.462215,3.350288e-26,0.13648207,0.711832,0.0032917217,0.4637500000000001
Int_Med_Cdh1_ring,0.2848586172713289,0.3417976,-0.0944384466312921,0.0022131116,0.00036567688,0.16523202,0.16473238088258757,41.462215,3.350288e-26,0.13648207,0.711832,0.0032917217,0.4637500000000001
Int_Med_Bcl2_cell,0.3380775161599459,0.38100606,-0.016893271554785802,0.005860786,0.00097064034,0.16561607,0.2075247268555315,6.641572,0.00018176138,0.0047489973,0.9450639,0.0007150411,0.4589583333333333
Int_Med_cMyc_cyto,0.30141329948821755,0.35163516,0.03383750528771295,0.0040392005,0.00064179406,0.15889136,0.12560063496533727,29.867176,5.3580645e-19,0.015613236,0.9005699,0.0005227557,0.4554166666666667
Int_Med_cMyc_ring,0.30141329948821755,0.35163516,0.03383750528771295,0.0040392005,0.00064179406,0.15889136,0.12560063496533727,29.867176,5.3580645e-19,0.015613236,0.9005699,0.0005227557,0.4554166666666667
Int_Med_Bcl2_nuc,0.31098138245177903,0.31667933,0.061877869499514807,0.0041758637,0.0005074965,0.1215309,0.08982145710185702,47.7363,4.5280046e-30,0.000779978,0.9777216,1.6339305e-05,0.455
Int_Med_CDK6_cell,0.36240425460214537,0.38093388,-0.024208970597518368,0.0034764046,0.00056894036,0.1636577,0.17233348089575962,4.4024315,0.004266812,0.0002182318,0.9882146,4.9570743e-05,0.44999999999999996
Int_Med_Skp2_ring,0.39043884386445693,0.3329085,0.10010103323701744,0.00089741393,0.000117319054,0.13073015,0.16002507600010973,22.156582,3.5663963e-14,0.18712828,0.6653512,0.008445719,0.4458333333333332
Int_Med_Skp2_cyto,0.39043884386445693,0.3329085,0.10010103323701744,0.00089741393,0.000117319054,0.13073015,0.16002507600010973,22.156582,3.5663963e-14,0.18712828,0.6653512,0.008445719,0.4458333333333332
Int_MeanEdge_pH2AX_cell,0.25271333953113456,0.331311,-0.14883763862002602,0.004900344,0.00073103345,0.14918002,0.17351898622271303,8.348634,1.5913996e-05,3.5457393e-05,0.99524933,4.2470892e-06,0.44166666666666665
Int_Med_pp53_nuc,0.2842453400614652,0.2712309,0.3704153269125632,0.002665842,0.000322421,0.120945275,0.08007556444438384,77.691605,0.0,0.00020741805,0.9885103,2.6697614e-06,0.4370833333333333
Int_MeanEdge_p27_cell,0.20539381653081523,0.26144448,-0.17931421544369522,0.0011889901,0.00016892204,0.14207186,0.22223929975676163,20.897442,2.1961423e-13,0.00011191001,0.99156034,5.3552017e-06,0.42874999999999996
Int_MeanEdge_cycA_cell,0.3802579458720891,0.3047374,0.03378840063731623,0.00253234,0.0003271435,0.12918626,0.11692492737294673,10.213185,1.0958631e-06,0.0007694549,0.9778723,7.533937e-05,0.42770833333333336
Int_Med_AKT_nuc,0.3184096647961909,0.279105,0.16672144984083062,0.02118696,0.0020770128,0.098032594,0.059153699454267995,27.070276,2.9923765e-17,0.0021254073,0.96323216,7.851443e-05,0.42208333333333337
Int_Med_DNA_ring,0.3655225345336391,0.38616782,-0.049456909424832496,0.002360562,0.00038597122,0.16350818,0.16097231403397985,7.5408306,5.0495222e-05,0.004805538,0.9447383,0.00063726906,0.41979166666666673
Int_Med_DNA_cyto,0.3655225345336391,0.38616782,-0.049456909424832496,0.002360562,0.00038597122,0.16350818,0.16097231403397985,7.5408306,5.0495222e-05,0.004805538,0.9447383,0.00063726906,0.41979166666666673
Int_Med_pp53_cell,0.34353776361605304,0.36987692,0.0144844728112777,0.0022200865,0.00039406537,0.17750001,0.16785574053544136,3.3767514,0.017625501,0.0002092911,0.9884586,6.198001e-05,0.41874999999999996
Int_MeanEdge_CDK2_cell,0.1850423576252692,0.27358416,-0.19084935650876333,0.012188426,0.0014614763,0.119906895,0.11432561382510428,22.859192,1.293882e-14,4.0319657e-05,0.99493414,1.7638268e-06,0.41291666666666665
Int_Med_DNA_cell,0.3990774964150775,0.2238082,-0.028943728751336665,0.0013890187,0.00017307223,0.12460036,0.3243833154298614,2.5351212,0.055135965,0.00030149217,0.9861479,0.00011892614,0.411875
Int_Med_pAKT_ring,-0.2614101517108113,-0.2426628,-0.24997320120585825,0.012575393,0.0013988846,0.111239836,0.07589131734910591,30.830915,1.3421486e-19,0.0010115313,0.9746302,3.2808995e-05,0.410625
Int_Med_pAKT_cyto,-0.2614101517108113,-0.2426628,-0.24997320120585825,0.012575393,0.0013988846,0.111239836,0.07589131734910591,30.830915,1.3421486e-19,0.0010115313,0.9746302,3.2808995e-05,0.410625
Int_Med_pRB_cell,0.3786329606823995,0.22635588,-0.05814899491813319,0.0011773182,0.00013385892,0.11369817,0.3350504031481224,3.6118193,0.01276262,0.00026699246,0.9869644,7.3921874e-05,0.4077083333333334
Int_Med_CDK4_nuc,0.1707553859317884,0.22941571,0.163320444142171,0.007908524,0.000782837,0.098986484,0.10912165993346544,109.29625,0.0,1.1068219e-05,0.99734575,1.0126806e-07,0.40687500000000004
Int_MeanEdge_pGSK3b_cell,0.234027463430639,0.32242706,-0.18913191256818476,0.007405837,0.00092504895,0.12490809,0.14620098839331283,20.441051,4.245077e-13,0.0036860188,0.9515925,0.00018032432,0.39625000000000005
Int_Med_pp65_cyto,0.29618765539288083,0.2786152,0.04625381596583965,0.0017437553,0.00021983494,0.12606983,0.10521257895273459,23.09398,9.221049e-15,0.00085839315,0.9766288,3.716956e-05,0.39187500000000003
Int_Med_pp65_ring,0.29618765539288083,0.2786152,0.04625381596583965,0.0017437553,0.00021983494,0.12606983,0.10521257895273459,23.09398,9.221049e-15,0.00085839315,0.9766288,3.716956e-05,0.39187500000000003
Int_Med_cFos_cell,0.19056048387068922,0.25124288,0.11223505652981727,0.0033046221,0.00043043756,0.13025318,0.11317005871784247,25.547157,2.683397e-16,4.2283198e-05,0.99481225,1.6551038e-06,0.39166666666666666
Int_MeanEdge_Bcl2_cell,0.2687713537528856,0.33399615,-0.10733214947020464,0.0036452266,0.0004975216,0.13648579,0.15673905780873296,11.354882,2.1187343e-07,0.0020781625,0.96364284,0.00018301929,0.38812500000000005
Int_Med_PCNA_cyto,0.19182129446441815,0.25944313,-0.2745114406756147,0.003017713,0.0002745835,0.09099059,0.1253601869236597,56.264706,2.6988624e-35,1.4251235e-06,0.9990476,2.5328907e-08,0.38729166666666665
Int_Med_PCNA_ring,0.19182129446441815,0.25944313,-0.2745114406756147,0.003017713,0.0002745835,0.09099059,0.1253601869236597,56.264706,2.6988624e-35,1.4251235e-06,0.9990476,2.5328907e-08,0.38729166666666665
Int_Med_CDK2_cyto,0.20022651940018724,0.25018033,-0.1475608326528131,0.008563544,0.00091130927,0.106417306,0.0888204177280727,33.131065,4.949916e-21,0.0001028295,0.9919099,3.1037184e-06,0.386875
Int_Med_CDK2_ring,0.20022651940018724,0.25018033,-0.1475608326528131,0.008563544,0.00091130927,0.106417306,0.0888204177280727,33.131065,4.949916e-21,0.0001028295,0.9919099,3.1037184e-06,0.386875
Int_MeanEdge_cycD1_cell,0.17408351032744177,0.25270718,-0.0728479788376462,0.0062189605,0.0008318254,0.13375634,0.10857783665802158,31.07127,9.504504e-20,0.0012990558,0.97125113,4.1808904e-05,0.384375
Int_Med_pAKT_cell,-0.24309492818638634,-0.20979919,-0.24059667631057924,0.012742521,0.0013225608,0.10379114,0.0782587509097226,25.726866,2.0712903e-16,0.0009072118,0.97597355,3.526321e-05,0.3839583333333333
