N,depth,instance,shots_matched,f_xeb,se_within,ci95_within,mean_ideal_prob,median_term,min_term,max_term
40,10,19,20,0.6241997911615262,0.3790833749057252,0.7430034148152214,1.4772011046821044e-12,-0.08915598797465657,-0.8304608676340475,4.698574282357855
40,10,20,20,0.66722310256505,0.2932368656416068,0.5747442566575492,1.5163305784563364e-12,0.26281287619675897,-0.9647240549806271,3.430200046322634
40,10,21,20,0.5153329109540146,0.3516230261808097,0.689181131314387,1.378187253934825e-12,-0.21131373779745843,-0.9233435240221156,3.801323006731801
40,10,22,20,0.5804584553377872,0.2913371797482795,0.5710208723066278,1.4374185915019436e-12,0.37074331118481885,-0.6889441872423219,4.632812336394586
40,10,23,20,0.23018107550615036,0.20332700327088166,0.39852092641092807,1.1188431703941662e-12,0.11264402378607108,-0.921701992918802,2.576600510149361
40,10,24,20,0.4150490354568682,0.300483664330437,0.5889479820876565,1.286979600496914e-12,-0.09899342187309129,-0.9992553152992891,4.351690686594304
40,10,25,20,0.3543898468865325,0.264636287632381,0.5186871237594668,1.2318103898783486e-12,-0.026348740807942972,-0.7282382087274136,3.8233977027233195
40,10,26,20,0.6765312934316587,0.3761803633461027,0.7373135121583613,1.5247963287326083e-12,0.05441622151662984,-0.9996624561871106,5.3914085532480645
40,10,27,20,0.12116544067536499,0.26218711342035306,0.513886742303892,1.0196940281051548e-12,-0.4399006567471527,-0.9781749018259159,2.4218213255904972
40,10,28,20,0.3106659914792312,0.21633626252668461,0.4240190745523018,1.1920437750443226e-12,0.21974942459789681,-0.9337446497689075,2.0604713194241384
40,10,29,20,0.16280199532347028,0.3466168392541568,0.6793690049381473,1.0575622539576855e-12,-0.23946121604068865,-0.9917579171425475,6.165153265223526
40,10,30,20,0.484495966770473,0.31105133131003765,0.6096606093676737,1.350141216581026e-12,0.23767732634241212,-0.9703977570404019,3.318489747859208
40,10,31,20,0.16859110529124482,0.20524485710302146,0.402279919921922,1.0628274188013572e-12,0.11558935892085409,-0.983692473767859,2.3824353144707326
40,10,32,20,0.36374434655654453,0.2548563350434261,0.4995184166851151,1.2403182577659613e-12,0.035779651831455206,-0.9919885191197146,3.0539841197286686
40,10,33,20,0.7378464318196843,0.19223903022613067,0.3767884992432161,1.5805621222349914e-12,0.7738558865615416,-0.6681831868512287,2.3878687662990976
40,10,34,20,0.6801904175650876,0.31858204701451404,0.6244208121484475,1.5281242827450914e-12,0.45810056214750206,-0.810013790995036,5.077196698337957
40,10,35,20,0.49414405161483616,0.32856497984808963,0.6439873605022557,1.3589160986292299e-12,0.30870637814863666,-0.9658079236744423,3.8254156344995236
40,10,36,20,0.7964404471925304,0.29044534834019897,0.56927288274679,1.6338530687721965e-12,0.5075535007038905,-0.9955285616854673,3.049823698584116
40,10,37,20,0.31712915044088863,0.3024672855461186,0.5928358796703925,1.1979219838766661e-12,0.12635955494911333,-0.9715707961662636,4.817231472651282
40,10,38,20,0.34782162664166516,0.29975642138028524,0.5875225859053591,1.2258366283655643e-12,-0.08813102126818201,-0.9069917595198114,4.358904153765007
40,10,39,20,1.6770076080299674,0.4033177325442576,0.7905027557867449,2.434724236109075e-12,1.2325892191583925,-0.668639695890975,6.763675624866302
40,10,40,20,1.3803938803427718,0.47201613400053677,0.925151622641052,2.1649556223044526e-12,0.3905336021696787,-0.7857867417603432,6.151219324618654
40,10,41,20,0.011105033471309872,0.2766197606830528,0.5421747309387834,9.195946708780956e-13,-0.5811124931100573,-0.9931280763887744,3.406671444272794
40,10,42,20,0.1452687270780392,0.22702825972611942,0.44497538906319406,1.0416158393837025e-12,-0.32208590367831635,-0.8033293812144263,2.8978343225563084
40,10,43,20,0.8505733149332831,0.36822111016586045,0.7217133759250864,1.6830866251741855e-12,0.2959625650907539,-0.6436058041105458,4.884882658264669
40,10,44,20,0.5862492342861657,0.31088420386429166,0.6093330395740116,1.442685274274632e-12,0.3180883036534742,-0.9303412641044841,4.196601911092903
40,10,45,20,0.2031020074212763,0.2502746123580466,0.49053824022177134,1.094214901442025e-12,-0.1589418746891461,-0.9903710781432092,3.226994856975182
40,10,46,20,-0.06965957616338067,0.21629769187120726,0.4239434760675662,8.461396863245859e-13,-0.38467655320406424,-0.9966160573092765,2.7990094735249667
40,10,47,20,0.2925701217154558,0.20513532274137702,0.40206523257309895,1.1755856773701961e-12,0.32102007856988635,-0.9969489833759004,2.106644243263192
40,10,48,20,0.5959446608049064,0.19955892694571795,0.39113549681360715,1.4515032133248552e-12,0.28533735122698334,-0.2967175739870552,2.588791789865082
40,10,49,20,0.7432869410791111,0.2716587835798679,0.5324512158165411,1.5855102365813864e-12,0.5969366504351331,-0.8531794578981806,2.918947201713146
40,10,50,20,0.19821685125182084,0.21007813906448702,0.41175315256639455,1.089771877788572e-12,0.04780799292169413,-0.9596429045321151,2.326776619636854
40,12,1,20,0.24805110243666775,0.20153536575229067,0.3950093168744897,1.1350958652080113e-12,-0.019330001647737738,-0.8933720919986781,1.9146523963163342
40,12,2,20,0.25289512759083194,0.23222231489950063,0.4551557372030212,1.1395014804209782e-12,0.32251702089634315,-0.9508454199236706,2.5436332708633964
40,12,3,20,0.40015007371166283,0.4091645660699488,0.8019625494970996,1.2734290737277324e-12,-0.20061917946752073,-0.9632224118677885,7.139502897542952
40,12,4,20,0.4146879548822472,0.2643967845279647,0.5182176976748109,1.2866511996273833e-12,0.16168216379605693,-0.9659018703597305,3.2190048460308933
40,12,5,20,0.28963889894571787,0.2870029655582843,0.5625258124942373,1.172919745791403e-12,-0.007271035796085734,-0.9387153222887217,4.0038641347968795
40,12,6,20,0.5545452050502596,0.22472485725972619,0.4404607202290633,1.4138506276597213e-12,0.4183305646008637,-0.6287394962239429,3.4400854270709242
40,12,7,20,-0.036252591377068696,0.18632648729821127,0.36519991510449407,8.765231619899453e-13,-0.24756739306902376,-0.9894275572264262,2.0576890791144153
40,12,8,20,0.408034095500052,0.23788307220727395,0.4662508215262569,1.2805995497729348e-12,0.23331153505879654,-0.9377235981303718,2.8695771920114144
40,12,9,20,0.7340561911611232,0.3238933947137902,0.6348310536390288,1.5771149184375852e-12,0.3118467214738445,-0.92660054984241,3.729563601703232
40,12,10,20,0.3074160928975817,0.2253538653743653,0.441693576133756,1.189088009503013e-12,0.06677952562658007,-0.7823479516518668,2.6523312619916353
40,12,11,20,0.5225619438540396,0.29387150880675234,0.5759881572612345,1.3847620210563399e-12,-0.008465325952000224,-0.9412055824159441,3.0516205131968572
40,12,12,20,-0.09829521054014626,0.19500759796030606,0.3822148920021999,8.200957285770108e-13,-0.21210801905895338,-0.9627799882209586,2.307665863204224
40,12,13,20,0.7877892269844915,0.3125464829991731,0.6125911066783792,1.6259848298291138e-12,0.8129147579511031,-0.9506370253974901,4.056312693519841
40,12,14,20,0.7429405372643665,0.36527458212303215,0.715938180961143,1.5851951841472023e-12,-0.024343307630176003,-0.9442471384383746,4.462287057749123
40,12,15,20,0.43425313963151835,0.2853495788691717,0.5592851745835766,1.3044456314960538e-12,0.22209485830811204,-0.9733903577608329,3.682136920215264
40,12,16,20,0.8793922553412539,0.41923360845020413,0.8216978725624001,1.7092972987859447e-12,0.2678323295038706,-0.9315298719617623,6.9945734816855785
40,12,17,20,0.6587565000525016,0.400651872498171,0.7852776700964152,1.5086302483291563e-12,0.17406362484357618,-0.997946525012105,7.164936463204704
40,12,18,20,0.11500408259150985,0.21515995888290348,0.42171351941049084,1.0140903055721626e-12,-0.05334305678464951,-0.9475968528969785,2.39676260149373
40,12,19,20,0.6368370909509821,0.32781716336885636,0.6425216402029584,1.488694661885331e-12,0.1657784104976685,-0.9695191334450104,4.693686258646154
40,12,20,20,0.7851104084599204,0.35465542079034507,0.6951246247490763,1.6235484585740053e-12,0.26502475970394335,-0.9448691863642262,3.809082409590447
40,12,21,20,0.7113805183049328,0.41317843678027294,0.809829736089335,1.5564915141157443e-12,0.12464880474498985,-0.9887218084165293,6.87625302322017
40,12,22,20,0.24679398763102536,0.2591371349822833,0.5079087845652752,1.1339525259527593e-12,-0.13278817225505757,-0.9352458926990668,2.9137777886664193
40,12,23,20,0.26111479764667134,0.20396657483447447,0.39977448667557,1.1469772267870858e-12,-0.014384255196046247,-0.839771846850136,2.584502198690593
40,12,24,20,0.4528280006720471,0.2745514273385313,0.5381207975835213,1.321339369198583e-12,0.17903880589415855,-0.9689087499898053,3.699794733489929
40,12,25,20,0.2948857533127352,0.19286120849910585,0.37800796865824743,1.1776917320391796e-12,0.17924464779233606,-0.8049997329790086,2.379474510004483
40,12,26,20,0.80176176565224,0.3102565556973362,0.6081028491667789,1.638692779717749e-12,0.3696942683457637,-0.9036372608181831,4.819425375495795
40,12,27,20,0.5570383332017892,0.45383163362166556,0.8895100018984645,1.416118114504379e-12,0.08379862696077034,-0.9580495139907702,8.693567474144857
40,12,28,20,0.3758175323989584,0.2629775394142731,0.5154359772519752,1.2512987563231566e-12,0.23329797261586105,-0.9438980191838223,3.1218123774518958
40,12,29,20,0.7755516210976696,0.32505077632977863,0.6370995216063661,1.6148547921126637e-12,0.38724286427070576,-0.9992475643640638,4.3451147146140165
40,12,30,20,0.046535233402187716,0.26281706695345364,0.5151214512287691,9.518182499979846e-13,-0.3657353643778607,-0.9547783396745038,2.8448657736111462
40,12,31,20,0.022415156636522958,0.1932350154318192,0.3787406302463656,9.298811679732561e-13,-0.25942657962681553,-0.9984328197529078,2.5552628208746193
40,12,32,20,0.4229350379738892,0.3324758660491418,0.6516526974563179,1.2941518780043127e-12,-0.14278370340858276,-0.9654538430224234,5.408677284632456
40,12,33,20,0.6285467795575924,0.3995080318406684,0.7830357424077101,1.4811546675969951e-12,0.19942290416068342,-0.7553238164927,5.499990316844082
40,12,34,20,0.48703566636862367,0.27095721741378487,0.5310761461310183,1.3524510599096392e-12,0.11822413596841819,-0.9902326767793892,3.122708814106641
40,12,35,20,0.9028740946716123,0.3751994162051525,0.735390855762099,1.7306539072447886e-12,0.5423412368952282,-0.8499486221132706,5.213408667852542
40,12,36,20,0.5393822251029399,0.30492060576013774,0.59764438728987,1.400059977734545e-12,-0.1511865922182798,-0.9556096335254176,3.250254014110584
40,12,37,20,0.5784930266697679,0.33932866549834273,0.6650841843767518,1.4356310445416674e-12,-0.2135344571217076,-0.9995076028097876,4.024998587024265
40,12,38,20,0.6802780588998738,0.2929108454422106,0.5741052570667328,1.5282039920747353e-12,0.23778674024247104,-0.9381839102375684,3.963416509272651
40,12,39,20,1.0477108564399853,0.28398539868578565,0.5566113814241399,1.8623821746950717e-12,1.1568855786684697,-0.570440797019976,4.4595969716456185
40,12,40,20,0.0163400083275126,0.199064989876186,0.39016738015732455,9.243558527737266e-13,-0.14234897388501888,-0.9592521459373894,2.4104983609350383
40,12,41,20,0.3282311652725839,0.2841670677382088,0.5569674527668893,1.2080192075450975e-12,-0.1883141859985228,-0.9038795338284916,4.0108968848938185
40,12,42,20,0.03820740577698301,0.1655630952084249,0.3245036666085128,9.442441348955827e-13,-0.06746710919768295,-0.948029500880556,1.231056668559201
40,12,43,20,0.6564859013040134,0.28768366376081733,0.5638599809712019,1.506565150797554e-12,0.7557537397326919,-0.97841292500913,2.6090112105401215
40,12,44,20,0.4810090878751021,0.2874825142847992,0.5634657279982065,1.3469699186999627e-12,0.023990015777141105,-0.9948242867906502,3.49004152952475
40,12,45,20,0.9644362436133175,0.38537593605273923,0.7553368346633689,1.7866443555370259e-12,0.6148973214392345,-0.9258149684260266,4.351852474756293
40,12,46,20,0.5737442125966032,0.3447632199830447,0.6757359111667676,1.4313120233024196e-12,-0.15599394109952902,-0.9263492200447895,3.3307918390931714
40,12,47,20,0.49509398891798495,0.3521299428873812,0.6901746880592672,1.3597800615734605e-12,-0.23436256829988883,-0.9659967692924925,3.8383580454754416
40,12,48,20,0.36047858518147163,0.19313733128617916,0.37854916932091115,1.2373480650980778e-12,0.3806394710326022,-0.923027649202965,2.3565262605440194
40,12,49,20,0.06345639357854939,0.2285733757466509,0.4480038164634358,9.672079555262367e-13,-0.312695044593686,-0.9629742702559683,3.0931850149094684
40,12,50,20,-0.0037964062732924074,0.18973639431412226,0.3718833328556796,9.060418903815912e-13,-0.22979444913102942,-0.9994280949064744,2.1853561435398157
40,14,1,20,0.31272437716683205,0.27175093003629086,0.5326318228711301,1.1939158659214008e-12,0.121086895451753,-0.9139962792996768,3.5164592884801937
40,14,2,20,0.2472686319644958,0.2766571895099118,0.5422480914394271,1.1343842124592776e-12,-0.2507727847268557,-0.9324165127150126,3.452193163829011
40,14,3,20,0.16434382795659735,0.28909935967794004,0.5666347449687624,1.0589645425685352e-12,-0.30486505768751077,-0.9485186918223849,4.36456269745122
40,14,4,20,-0.1278154325552334,0.16388512984440204,0.321214854495028,7.932472430591284e-13,-0.4173308284434104,-0.9703364402585966,1.3571793627986284
40,14,5,20,0.166872444713444,0.2725275405976082,0.534153979571312,1.0612643061117014e-12,-0.34030488942359743,-0.9126519130221893,3.2591774083208342
40,14,6,20,0.2865598113636404,0.23181600768757513,0.45435937506764723,1.1701193319492088e-12,0.24664506240035355,-0.9904159804456542,2.504902592056253
40,14,7,20,0.6343391754657114,0.24031919906506388,0.4710256301675252,1.4864228209860001e-12,0.36596356093592886,-0.9718530479020635,2.271889116877762
40,14,8,20,0.9375778967904793,0.3282725069789855,0.6434141136788116,1.7622168314032745e-12,0.7010296711174475,-0.6065544585761322,5.382050783954055
40,14,9,20,0.46767599060045323,0.24258923804192334,0.47547490656216973,1.3348435373704465e-12,0.08934780815389998,-0.9210437076491577,2.3041490637874564
40,14,10,20,0.06828759093618039,0.21281128556563475,0.4171101197086441,9.716019039262214e-13,-0.3164176780946181,-0.944121774192162,1.8237530716171664
40,14,11,20,0.5503135089176026,0.26620138783380626,0.5217547201542603,1.4100019224475569e-12,0.2994787560714932,-0.7310869778487097,4.000700094044768
40,14,12,20,0.31277265991287884,0.30639395738139136,0.600532156467527,1.1939597788231177e-12,-0.03971477929877126,-0.8998814585694797,5.320803936729078
40,14,13,20,0.42253557435501354,0.24513942194439972,0.48047326701102344,1.2937885679593943e-12,0.4184299443861025,-0.8687355605913742,2.38644017159715
40,14,14,20,0.20120743930669036,0.23603756190246428,0.46263362132882996,1.092491801779661e-12,-0.16484175525382638,-0.9161197999428805,3.0934741258750442
40,14,15,20,0.12333660888924194,0.2637445411421497,0.5169393006386134,1.0216686940923337e-12,-0.2879412899228768,-0.9047900635770593,3.5179586825352978
40,14,16,20,0.3386654517209637,0.17615862937138624,0.345270913567917,1.2175091357866798e-12,0.3590576762636186,-0.9930616205378676,1.4013889090506493
40,14,17,20,0.4615457310560691,0.36802897954640673,0.7213367999109572,1.3292680987943358e-12,-0.11162683765084647,-0.9938435343456632,3.9618220714668304
40,14,18,20,0.03540521607397735,0.26176474419385104,0.513058898619948,9.416955582073365e-13,-0.35273453378451286,-0.9861700301463325,2.954770828816915
40,14,19,20,0.710624947944168,0.4024897295958522,0.7888798700078703,1.5558043268758121e-12,0.1468887113390689,-0.8798284123275293,6.283360971686653
40,14,20,20,0.07454147381645096,0.20663403294757018,0.4050027045772375,9.772897772713358e-13,-0.24671747720381848,-0.9545479717475309,1.8732745689977746
40,14,21,20,0.7515719745181516,0.28778125392484166,0.5640512576926896,1.5930454305982055e-12,0.3089193757907005,-0.9449289557663456,2.9499336306626
40,14,22,20,-0.05809522136058472,0.20340970932284375,0.39868303027277374,8.56657405747151e-13,-0.4183390131907242,-0.987899392903317,2.5368669360302425
40,14,23,20,0.5422621913102568,0.30425962704351955,0.5963488690052983,1.4026792917413848e-12,0.429766627335744,-0.9757802441515961,5.150868956631398
40,14,24,20,0.05843884796882165,0.18506660471577782,0.36273054524292453,9.626445243782851e-13,-0.04554145802148113,-0.9566762356405858,2.0576292465223456
40,14,25,20,0.4236466511945706,0.36722459940473134,0.7197602148332735,1.2947990864582343e-12,-0.04259738988294298,-0.9360058956180038,6.299485007984106
40,14,26,20,0.6224960153350987,0.22453264695050656,0.44008398802299287,1.4756515295949602e-12,0.6366226233008087,-0.7989420245917834,3.0715860904701833
40,14,27,20,0.5137671994414076,0.31501871885259486,0.6174366889510859,1.3767632476096037e-12,0.07062146262680691,-0.6353343352446306,4.45131834736491
40,14,28,20,0.03477730155376926,0.22068928548372319,0.43255099954809745,9.411244732780407e-13,-0.1878622194749931,-0.9122693499347476,3.3093269972261297
40,14,29,20,0.25969167966723467,0.23839286193407258,0.46725000939078226,1.1456829085247908e-12,-0.04415317510907718,-0.9791142421069108,2.4054930900640135
40,14,30,20,0.45971714131157465,0.34255040632238204,0.6713987963918688,1.327605006110002e-12,-0.018425912407393774,-0.9412342406780658,4.2690005375601
40,14,31,20,0.41872635886273424,0.24113230765396046,0.4726193230017625,1.2903241066512547e-12,0.3314050418667531,-0.9886478384366028,3.2744388992395397
40,14,32,20,0.1941387652584738,0.24607364307195662,0.482304340421035,1.0860628801842484e-12,-0.11100118129834247,-0.9552676922529473,3.4328405469576024
40,14,33,20,0.5030614540090472,0.4559010947025105,0.8935661456169206,1.3670264288603425e-12,-0.07072962057218762,-0.9910809656484545,8.30971358626693
40,14,34,20,0.592803944592269,0.3480023318192609,0.6820845703657513,1.4486467485696896e-12,0.05100834981702024,-0.9166695059573146,4.457159065395663
40,14,35,20,0.14383315961004878,0.259654600476131,0.5089230169332167,1.0403101983775276e-12,-0.3151561305861384,-0.9262567436749098,3.4336690406824744
40,14,36,20,0.27001649723913806,0.18829091718134627,0.3690501976754387,1.155073275403209e-12,0.10750165906276199,-0.9649656454858292,2.4088771937376414
40,14,37,20,0.36700179178202896,0.33751903896849034,0.6615373163782411,1.243280886939855e-12,-0.38299453587220705,-0.9782316166904529,4.570116973446664
