lattice_a,lattice_b,mean_axis,anisotropy,pseudo_volume,stability_score
5.1234,5.789,5.4562,0.6655999999999995,29.659362599999998,0.6780999189258269
5.5678,5.2345,5.4011499999999995,0.3333000000000004,29.1446491,0.7849168885760419
5.9012,5.6789,5.79005,0.2223000000000006,33.51232468,0.6947919878404222
5.3456,5.1234,5.234500000000001,0.22219999999999995,27.38764704,0.7107209339624229
5.789,5.5678,5.6784,0.22119999999999962,32.231994199999995,0.7711012875660683
5.2345,5.9012,5.56785,0.6667000000000005,30.8898314,0.6751764724942922
5.6789,5.3456,5.51225,0.3332999999999995,30.35712784,0.8088556379777972
5.1234,5.789,5.4562,0.6655999999999995,29.659362599999998,0.6780999189258269
5.5678,5.2345,5.4011499999999995,0.3333000000000004,29.1446491,0.7849168885760419
5.9012,5.6789,5.79005,0.2223000000000006,33.51232468,0.6947919878404222
5.3456,5.1234,5.234500000000001,0.22219999999999995,27.38764704,0.7107209339624229
5.789,5.5678,5.6784,0.22119999999999962,32.231994199999995,0.7711012875660683
5.2345,5.9012,5.56785,0.6667000000000005,30.8898314,0.6751764724942922
5.6789,5.3456,5.51225,0.3332999999999995,30.35712784,0.8088556379777972
5.1234,5.789,5.4562,0.6655999999999995,29.659362599999998,0.6780999189258269
5.5678,5.2345,5.4011499999999995,0.3333000000000004,29.1446491,0.7849168885760419
5.9012,5.6789,5.79005,0.2223000000000006,33.51232468,0.6947919878404222
5.3456,5.1234,5.234500000000001,0.22219999999999995,27.38764704,0.7107209339624229
5.789,5.5678,5.6784,0.22119999999999962,32.231994199999995,0.7711012875660683
5.2345,5.9012,5.56785,0.6667000000000005,30.8898314,0.6751764724942922
5.6789,5.3456,5.51225,0.3332999999999995,30.35712784,0.8088556379777972
5.1234,5.789,5.4562,0.6655999999999995,29.659362599999998,0.6780999189258269
5.5678,5.2345,5.4011499999999995,0.3333000000000004,29.1446491,0.7849168885760419
5.9012,5.6789,5.79005,0.2223000000000006,33.51232468,0.6947919878404222
5.3456,5.1234,5.234500000000001,0.22219999999999995,27.38764704,0.7107209339624229
5.789,5.5678,5.6784,0.22119999999999962,32.231994199999995,0.7711012875660683
5.2345,5.9012,5.56785,0.6667000000000005,30.8898314,0.6751764724942922
5.6789,5.3456,5.51225,0.3332999999999995,30.35712784,0.8088556379777972
5.1234,5.789,5.4562,0.6655999999999995,29.659362599999998,0.6780999189258269
5.5678,5.2345,5.4011499999999995,0.3333000000000004,29.1446491,0.7849168885760419
5.9012,5.6789,5.79005,0.2223000000000006,33.51232468,0.6947919878404222
5.3456,5.1234,5.234500000000001,0.22219999999999995,27.38764704,0.7107209339624229
5.789,5.5678,5.6784,0.22119999999999962,32.231994199999995,0.7711012875660683
5.2345,5.9012,5.56785,0.6667000000000005,30.8898314,0.6751764724942922
5.6789,5.3456,5.51225,0.3332999999999995,30.35712784,0.8088556379777972
5.1234,5.789,5.4562,0.6655999999999995,29.659362599999998,0.6780999189258269
5.5678,5.2345,5.4011499999999995,0.3333000000000004,29.1446491,0.7849168885760419
5.9012,5.6789,5.79005,0.2223000000000006,33.51232468,0.6947919878404222
5.3456,5.1234,5.234500000000001,0.22219999999999995,27.38764704,0.7107209339624229
5.789,5.5678,5.6784,0.22119999999999962,32.231994199999995,0.7711012875660683
5.2345,5.9012,5.56785,0.6667000000000005,30.8898314,0.6751764724942922
5.6789,5.3456,5.51225,0.3332999999999995,30.35712784,0.8088556379777972
5.1234,5.789,5.4562,0.6655999999999995,29.659362599999998,0.6780999189258269
5.5678,5.2345,5.4011499999999995,0.3333000000000004,29.1446491,0.7849168885760419
5.9012,5.6789,5.79005,0.2223000000000006,33.51232468,0.6947919878404222
5.3456,5.1234,5.234500000000001,0.22219999999999995,27.38764704,0.7107209339624229
5.789,5.5678,5.6784,0.22119999999999962,32.231994199999995,0.7711012875660683
5.2345,5.9012,5.56785,0.6667000000000005,30.8898314,0.6751764724942922
5.6789,5.3456,5.51225,0.3332999999999995,30.35712784,0.8088556379777972
5.1234,5.789,5.4562,0.6655999999999995,29.659362599999998,0.6780999189258269
5.5678,5.2345,5.4011499999999995,0.3333000000000004,29.1446491,0.7849168885760419
5.9012,5.6789,5.79005,0.2223000000000006,33.51232468,0.6947919878404222
5.3456,5.1234,5.234500000000001,0.22219999999999995,27.38764704,0.7107209339624229
5.789,5.5678,5.6784,0.22119999999999962,32.231994199999995,0.7711012875660683
5.2345,5.9012,5.56785,0.6667000000000005,30.8898314,0.6751764724942922
5.6789,5.3456,5.51225,0.3332999999999995,30.35712784,0.8088556379777972
5.1234,5.789,5.4562,0.6655999999999995,29.659362599999998,0.6780999189258269
5.5678,5.2345,5.4011499999999995,0.3333000000000004,29.1446491,0.7849168885760419
5.9012,5.6789,5.79005,0.2223000000000006,33.51232468,0.6947919878404222
5.3456,5.1234,5.234500000000001,0.22219999999999995,27.38764704,0.7107209339624229
5.789,5.5678,5.6784,0.22119999999999962,32.231994199999995,0.7711012875660683
5.2345,5.9012,5.56785,0.6667000000000005,30.8898314,0.6751764724942922
5.6789,5.3456,5.51225,0.3332999999999995,30.35712784,0.8088556379777972
5.1234,5.789,5.4562,0.6655999999999995,29.659362599999998,0.6780999189258269
5.5678,5.2345,5.4011499999999995,0.3333000000000004,29.1446491,0.7849168885760419
5.9012,5.6789,5.79005,0.2223000000000006,33.51232468,0.6947919878404222
5.3456,5.1234,5.234500000000001,0.22219999999999995,27.38764704,0.7107209339624229
5.789,5.5678,5.6784,0.22119999999999962,32.231994199999995,0.7711012875660683
5.2345,5.9012,5.56785,0.6667000000000005,30.8898314,0.6751764724942922
5.6789,5.3456,5.51225,0.3332999999999995,30.35712784,0.8088556379777972
5.1234,5.789,5.4562,0.6655999999999995,29.659362599999998,0.6780999189258269
5.5678,5.2345,5.4011499999999995,0.3333000000000004,29.1446491,0.7849168885760419
5.9012,5.6789,5.79005,0.2223000000000006,33.51232468,0.6947919878404222
