hour,Bus1,Bus2,Bus3,Bus4,Bus5,Bus6,Bus7,Bus8,Bus9,Bus10,Bus11,Bus12,Bus13,Bus14,Bus15,Bus16,Bus17,Bus18,Bus19,Bus20
30,0.0,0.0,1692.1391,4270.3689,5503.2644,869.33798,470.232878,2034.93064,604.96428,896.79109,798.83464,635.7138600000001,375.424174,1965.146271,957.71222,862.5550800000001,753.359991,557.84326,638.19778,390.249666
31,0.0,0.0,5205.0084,0.0,5999.0099,782.83949,395.46211,1966.675994,530.88162,965.3662300000001,829.90535,647.68785,506.30947,2008.2843,943.66179,870.1750000000001,759.11843,491.34465,581.84263,436.839805
32,0.0,0.0,1732.5687,2544.1357,7262.2087,751.96786,499.17156,2043.0100699999998,548.1294700000001,856.0691400000001,814.93177,678.1745900000001,369.072043,1961.015775,812.72335,827.91931,774.5862,558.68354,650.54535,382.93453
33,0.0,0.0,2082.5621,4800.502,5289.0178,866.0667699999999,466.416852,2014.64277,565.50004,841.3977490000001,908.4531000000001,626.68173,436.82384,1970.845644,912.8985,727.8040350000001,809.43786,409.036453,632.4079,488.00882
34,0.0,0.0,2305.2722,4014.2606,6255.4513,690.74405,496.34358,2034.13086,532.37301,851.6137030000001,803.79778,633.44516,380.35634699999997,2069.60121,852.64588,764.63286,838.11716,551.80068,599.07104,382.93453
35,0.0,0.0,2928.4419,5352.7895,4110.3984,643.3954219999999,395.46211,2143.33342,617.31078,824.0082480000001,855.91728,593.16756,420.09502,1989.188051,888.66936,765.3001200000001,771.760923,480.49842,560.407451,533.9367
36,0.0,0.0,1827.0973,5403.9319,4478.8945,764.80429,550.60502,2146.0277699999997,552.50539,875.354411,820.0925100000001,619.48064,357.298567,2091.18958,886.27745,787.58959,754.6565400000001,621.50295,640.74652,451.306505
37,0.0,0.0,1431.926,3578.4201,5984.6779,706.68369,441.605172,2130.9401900000003,554.7940100000001,949.6789200000001,801.7672,580.85797,372.476266,2092.24648,854.37676,784.3758200000001,773.752389,597.5777800000001,662.12073,467.18297
38,0.0,0.0,1288.4456,6153.6372,3293.3726,669.471609,508.01704,2053.77227,540.5919700000001,885.518496,847.01677,619.98946,380.40443899999997,1993.8121390000001,820.02309,708.995536,812.75359,577.92463,547.339174,457.015421
39,0.0,0.0,1474.1674,4144.9205,5452.3545,744.7163499999999,406.169774,2099.17702,555.06336,859.341031,884.65251,560.42949,327.76106,2056.70407,816.5375,746.104725,830.74337,624.99759,534.3805,485.07752
40,0.0,0.0,1815.2332,5786.5596,4086.6677,710.52622,495.76923,2180.81734,494.17647,861.5783120000001,872.79942,587.09611,415.94372,2160.0249400000002,796.03128,762.8086040000001,820.77814,494.45777,584.4731400000001,581.67452
41,0.0,0.0,3117.1674,6359.0917,2580.8021,659.690133,420.676062,2130.85205,409.06811200000004,818.44347,866.08929,555.68215,356.030973,2060.0356,790.15773,812.3608300000001,804.87615,620.98741,538.502258,397.562406
42,0.0,0.0,3144.656,5120.9981,3570.7003,614.192987,451.43979,2241.69369,482.98057000000006,933.1776100000001,835.3801900000001,602.17596,374.657414,2093.48695,817.65768,776.11414,856.51031,570.89111,547.571225,596.68909
43,0.0,0.0,1508.7011,5884.0409,3741.1749,713.1204399999999,588.46648,2145.66705,420.06365600000004,893.48278,904.95372,532.11069,342.27293499999996,2146.09025,774.09876,783.3248900000001,897.03459,502.27375,591.3496,560.06695
44,0.0,0.0,3829.6126,3334.7109,3259.8982,694.4691399999999,493.9936,2134.18429,416.61915600000003,897.74459,835.6359600000001,435.167477,327.76106,2166.96158,832.71353,752.6433430000001,925.17869,560.09036,504.23286,492.3432
45,0.0,975.2841,5658.7738,2574.2156,979.42191,650.804356,525.54499,2106.04551,463.78644,1076.647,948.94796,576.63124,398.20187899999996,2118.43615,861.80631,825.0481000000001,873.66836,436.83432500000004,624.97673,507.44532
46,0.0,1154.7626,5846.4021,1765.918,1778.1579,743.3816899999999,569.45322,2123.50634,488.99442,942.75027,913.44888,458.774418,537.88757,2102.70198,747.635769,782.4422900000001,885.51208,439.64705000000004,567.45834,652.3428799999999
47,0.0,0.0,4119.9447,4788.0476,2258.5175,596.34804,561.88636,2103.04785,422.116641,901.3974400000001,833.17616,462.922577,466.79316,2203.56838,778.40871,727.516702,862.85517,439.30604,549.49099,527.19049
48,0.0,2491.4652,2831.8488,3721.0421,2477.4197,596.34804,555.3994700000001,2138.5721,431.96454400000005,928.9442100000001,885.7392600000001,458.59270200000003,437.47569999999996,2217.57816,782.059,850.34969,908.98344,432.5402,573.182816,521.23689
49,0.0,693.22118,4511.8382,2818.1669,3262.3823,612.094513,576.28306,2142.3200500000003,498.70291000000003,1018.8053400000001,857.26671,551.24112,436.49373,2176.11132,772.35901,825.46235,867.80562,396.048487,584.51108,638.60438
50,0.0,1640.2736,2995.8739,2997.5586,2951.2771,646.32691,687.51289,2045.5229199999999,424.36478900000003,977.7619900000001,903.17992,424.35784,462.03171999999995,2126.39984,745.476677,779.3420900000001,936.86887,500.78014,509.543164,599.8321
51,0.0,2143.6211,4673.9145,1476.2327,1609.1254,664.33389,572.70849,2007.83584,542.84054,910.2522100000001,945.43523,632.32466,499.35033999999996,2075.2302600000003,773.12898,788.7408300000001,815.26388,418.504335,681.31269,535.4792
52,0.0,0.0,1205.6236,4974.5184,3530.726,645.229743,592.64549,1971.635616,443.14571,1037.3198200000002,774.889575,527.17474,423.60492,2066.3217400000003,755.94767,838.80587,881.36238,442.14972,619.60702,590.99492
53,0.0,970.70117,2512.2213,2629.5942,3997.6785,681.46701,640.71988,2077.61472,362.27532,966.0602600000001,863.89971,486.16366800000003,548.33725,2125.03722,678.42867,858.18379,907.74569,390.49714700000004,650.93012,525.03141
54,0.0,1225.1945,2694.6765,2626.5784,4208.6065,609.159462,647.52908,1985.7908459999999,461.59062,1099.97496,839.14405,474.567746,537.46474,2109.9680399999997,771.88656,855.4727200000001,893.9387,362.02233,687.60702,625.96957
55,0.0,865.96511,1934.9671,3304.5847,5010.562,752.91838,654.047,1926.0984899999999,449.71626000000003,1065.73391,869.47067,495.529545,545.5732499999999,2148.55671,773.62348,871.05394,1010.34509,426.200055,599.97685,617.18246
56,0.0,0.0,2661.1933,3164.8923,5057.5592,686.5345199999999,627.39657,2038.81306,503.16067,993.2431100000001,835.32141,512.78697,538.26969,2099.95894,693.601507,949.44027,883.22427,362.02233,685.2211500000001,582.62963
57,0.0,0.0,2167.0316,3053.8875,4982.9203,757.11295,537.37897,2134.20277,481.44550000000004,1081.90634,776.080121,525.8864,522.5712599999999,1981.022669,737.789599,925.8445200000001,804.89197,409.6308,657.94757,564.94054
58,0.0,1005.7957,1585.0549,2223.4017,4753.1411,729.44488,673.5955799999999,2000.357093,450.86973,1021.8124300000001,787.25026,529.5605,558.92205,2097.54944,775.7127800000001,888.31829,839.24202,362.02233,722.49858,624.8651600000001
59,0.0,0.0,2278.754,3702.8128,3454.6037,746.41108,530.38604,2034.83323,407.25021100000004,1059.92756,753.6702210000001,515.48951,556.9189,1984.1132870000001,738.133187,930.91799,743.934011,519.44161,581.47783,526.08568
60,0.0,0.0,821.99968,3246.0889,5823.5251,763.27627,597.0943199999999,1990.563664,469.11178,1038.72537,838.5046,511.24065,509.98968,2004.4181010000002,810.53982,835.72451,817.51274,471.4724,689.23877,455.89257299999997
61,0.0,0.0,1198.5553,3514.5515,5859.729,768.08401,537.1177,1976.552169,448.30908,967.7646900000001,778.1649170000001,524.27963,497.68125999999995,2026.4982100000002,884.42862,909.0985000000001,769.004894,438.40004,668.93824,526.18548
62,0.0,0.0,1407.8642,3387.9185,6155.7114,788.1949199999999,563.26445,2024.04836,473.00062,971.99237,865.88825,533.22954,528.45998,2105.13196,737.120577,979.83027,846.1068300000001,504.72447,723.99923,596.83511
63,0.0,411.28117,1696.0044,3818.6764,4808.1853,832.09193,573.50926,1961.829037,542.31393,1048.38245,763.00109,610.93941,596.22785,2153.38906,718.163098,876.9331300000001,763.3378680000001,408.678329,727.5414000000001,430.96392000000003
64,0.0,0.0,1275.8948,3640.9794,5168.8493,784.0347399999999,562.9111800000001,1989.6505459999998,606.65952,971.6521,727.403638,595.0940800000001,450.73879999999997,2022.12652,813.56823,842.2664500000001,776.4673680000001,488.43755,668.61992,453.390917
65,0.0,0.0,607.70761,2018.0567,6878.1762,817.03828,557.1151600000001,1993.995326,552.36583,958.6988100000001,711.12238,429.199129,431.88035,1978.01844,845.73159,847.2707200000001,743.2241300000001,482.10585000000003,666.66431,482.87298
66,0.0,0.0,572.52863,2448.9864,6418.7836,783.1189099999999,605.52881,1947.7899189999998,481.28073000000006,920.8143600000001,711.12238,619.2087,504.87039,2010.8863700000002,809.24559,819.14273,856.01163,496.50508,693.3603800000001,450.979309
67,0.0,0.0,857.72386,2134.9851,6963.5329,864.1313299999999,536.24504,2035.66083,570.53143,978.87167,711.12238,605.50788,489.56071,2027.18981,904.19494,826.7990100000001,748.5787700000001,558.19455,649.1074100000001,397.409859
68,0.0,0.0,1255.7454,2901.5437,6519.0087,761.2256199999999,490.24142,1983.6452909999998,613.97973,1049.6170900000002,780.069568,603.14382,485.293,1967.113344,774.7093,838.75945,853.44551,542.30351,729.62181,496.85665
69,0.0,0.0,1475.515,3129.3182,6469.0471,886.34602,539.94173,1962.2676900000001,527.99413,881.8444390000001,797.19412,591.72448,477.89367,2074.93304,885.52941,777.28713,801.37073,530.79535,661.32766,552.5229899999999
70,0.0,0.0,1363.9954,2371.76,7136.3762,793.8505,541.14838,2035.6960100000001,554.50779,925.34817,711.12238,673.03029,443.31359,2000.342013,828.76156,837.87962,785.306797,443.63187,525.561146,443.699107
71,0.0,0.0,1022.6386,3540.8678,5691.0807,722.19466,411.108777,1973.717296,562.9970900000001,984.1007900000001,830.81722,668.35006,517.70585,2018.94903,951.93712,871.2350000000001,781.863048,487.50136,642.34982,387.734506
72,0.0,0.0,730.04267,2867.4842,6127.7285,796.3772899999999,494.25797,2030.55368,522.37662,899.5373900000001,770.85162,584.85998,352.122304,2034.02079,971.09384,769.49314,786.97155,537.39969,598.62391,382.93453
73,0.0,0.0,729.70894,3635.7518,5359.1908,750.60681,492.61302,2039.68889,591.71372,917.07027,812.2132,644.7104400000001,380.16301899999996,2029.7553,837.09698,879.5964200000001,710.63517,554.95767,557.965559,448.99690499999997
74,0.0,0.0,1044.5131,4102.6918,5146.955,819.94767,437.264726,2105.68746,549.30227,833.371747,896.05988,574.9335,406.55021,2059.68333,850.28602,818.1688700000001,765.561649,499.10256000000004,566.403506,495.33533
75,0.0,0.0,1459.1582,4577.3144,5007.8168,737.26162,517.0612,2086.36878,570.83737,901.2339900000001,871.3334600000001,552.01749,327.76106,1996.8381,921.3969,833.6498200000001,829.85622,679.96972,622.51241,469.47575
76,0.0,0.0,1683.9731,4510.8349,5256.1914,738.46357,438.537887,2072.36294,498.5824,865.226943,824.32533,585.52508,386.15644899999995,2010.4289899999999,858.0194,739.4526470000001,794.33189,637.34286,672.51676,452.579565
77,0.0,0.0,1989.1958,5004.9592,4260.3047,656.284378,451.766683,2124.97402,512.9216,920.1928200000001,804.41578,654.31718,471.51279,1994.417938,872.39213,806.24728,736.574122,592.08216,611.30997,431.467212
78,0.0,0.0,1244.8651,3717.3482,5694.4011,717.46985,437.976343,2163.32179,561.67686,928.23758,752.317592,651.79236,384.427797,2082.67003,871.60854,701.2534780000001,814.9213500000001,564.33676,555.650762,415.616226
79,0.0,0.0,974.28797,5947.8123,3245.0163,607.791376,450.22002299999997,2130.46206,496.814,997.9942800000001,834.34596,621.49065,391.431064,2110.8441000000003,768.51931,794.01764,913.86384,547.21678,600.0742,522.10807
80,0.0,0.0,1073.3162,5479.7558,3661.8773,638.5177279999999,399.043966,2110.6857,591.06466,898.8393900000001,869.36967,622.74075,327.76106,2105.66798,856.5942600000001,753.2216800000001,902.2778500000001,505.723,546.802017,536.8282899999999
81,0.0,0.0,3701.7442,3986.8509,3132.8655,744.54331,395.46211,2050.83745,473.60119000000003,889.152672,839.19952,602.1051199999999,347.08624199999997,2176.8197600000003,814.36544,768.99631,848.0106000000001,551.18592,528.848585,425.002101
82,0.0,0.0,1846.8767,4972.5175,4764.3871,734.9574299999999,546.7994,2067.95788,493.54118000000005,887.182755,889.44259,533.4234,360.68526399999996,2102.33169,814.73452,689.50358,909.5109600000001,552.8295800000001,504.23286,593.05705
83,0.0,0.0,4038.1765,4657.5666,3285.5105,706.6656899999999,433.227088,2109.15161,517.77274,865.897462,905.94124,575.93003,366.75749199999996,2144.55034,901.29813,694.9877,853.84622,469.28767000000005,504.23286,553.4178899999999
84,0.0,0.0,9000.0,1935.7059,835.83719,627.5822089999999,435.52126599999997,2095.47915,389.425859,907.9260400000001,895.45759,583.07831,451.5087,2063.82321,755.43635,771.34202,796.38513,538.51561,534.842257,605.46396
85,0.0,0.0,5650.5924,4277.6026,1246.6267,665.110355,395.46211,2116.4559,362.27532,884.8633470000001,877.2065,569.6387500000001,421.57128,2104.97657,847.7318,697.4533980000001,843.72393,503.68858,562.491209,478.52494
86,0.0,0.0,4022.7215,3804.0681,2878.9873,660.098091,474.33988999999997,2126.79785,364.520009,917.6784200000001,919.48215,580.63031,345.709498,2163.52616,781.85089,772.99543,975.2324000000001,405.15364900000003,551.694865,486.63505
87,0.0,0.0,4698.1455,4444.8259,1638.3935,596.522834,451.33565999999996,2146.96364,495.63152,985.53006,932.79542,546.4971800000001,422.36704,2174.01664,770.711,689.50358,889.1398300000001,446.3116,539.308838,555.71041
88,0.0,0.0,3491.2862,5328.1784,2583.52,725.28634,610.86027,2111.89929,397.84710800000005,880.2557380000001,854.14153,519.41702,444.67801,2118.00641,813.54098,806.41291,894.90257,457.3852,517.9636840000001,595.28231
89,0.0,0.0,4216.8439,4359.466,3578.768,691.27018,590.33215,2133.24037,547.6855400000001,998.8002100000001,975.53137,547.18883,487.24536,2128.57315,781.01309,711.2624870000001,894.69724,561.38698,602.25348,665.53904
90,0.0,3652.9872,4068.9421,2746.3351,2052.9628,635.311124,516.07748,2104.3230599999997,387.424663,1018.92246,894.82189,485.450594,520.2451,2054.0253700000003,783.42041,810.3288600000001,1005.83929,484.21994,513.872173,615.07047
91,0.0,3368.7876,3103.499,1724.5859,4080.1864,648.356102,673.07179,1993.379728,422.345544,958.2061600000001,894.02192,437.192986,401.704453,2108.20164,795.2755099999999,824.53926,991.17831,379.700312,627.53686,570.05414
92,0.0,0.0,1799.9344,4749.174,5111.6752,659.763884,618.59929,2035.31192,489.38083000000006,868.5925450000001,920.53072,469.18226000000004,423.16420999999997,2165.16179,723.556029,769.44326,1018.38888,461.77495,548.546792,531.61282
93,0.0,3072.7379,2850.1627,2638.5969,2630.0183,596.34804,561.22167,2064.4950799999997,513.43278,954.16363,887.71372,437.767512,411.82867,2142.57022,704.195918,844.6384,895.44366,362.02233,571.649252,643.47901
94,0.0,643.0548,5337.7794,2531.3772,2761.5048,646.4453629999999,459.15659,2000.1697789999998,518.73231,1058.34453,913.73999,440.611426,473.51090999999997,2130.7428600000003,678.42867,839.7910300000001,912.5913800000001,477.14369,546.996386,531.11754
95,0.0,238.56358,4270.4054,2476.2101,4903.7718,631.6177309999999,703.89843,2079.38999,480.22345,1000.16001,869.7923000000001,468.19728200000003,518.30058,2099.01324,687.6486620000001,810.78141,814.9867300000001,394.317143,606.5313,656.53558
96,0.0,1442.0573,3144.0416,2726.512,5297.0673,623.80626,523.5397800000001,2114.70867,476.68152000000003,957.83891,813.73056,438.526473,553.16568,2086.81572,875.9321600000001,797.7254300000001,956.42679,409.61899400000004,691.57925,555.13364
97,0.0,2562.7245,4425.6798,2456.7286,3479.4324,669.07547,512.77535,2088.1790300000002,462.17498,987.61095,851.15788,467.083441,507.66391999999996,2042.73499,791.96402,759.690858,814.89106,478.66202,679.5002400000001,641.73425
98,341.67345,3412.822,2851.9613,2143.0159,3878.1541,783.12199,646.5146500000001,2006.17794,479.77409,1058.35736,764.6953920000001,424.35784,501.80463,2099.57359,678.42867,883.99436,873.96777,362.02233,712.99162,587.77714
99,644.86445,2905.9591,1781.171,2325.7219,4317.1635,736.0224499999999,716.02085,2081.76976,422.65351300000003,1045.49209,816.43061,506.2176,530.25022,2074.40591,678.42867,795.7857200000001,797.49129,362.02233,699.74177,537.5687
100,0.0,828.41122,4075.4335,3032.5202,3552.868,686.55662,660.2308,2006.04181,419.49746000000005,1006.34891,799.02991,504.05504,484.19029,2066.78217,767.27733,884.9615000000001,811.76251,387.515215,627.01153,508.21179
101,0.0,1502.0396,3045.1034,2746.975,4268.0551,755.02086,614.60158,1974.315727,471.04067000000003,998.40229,780.77531,472.607671,632.05502,2005.054971,777.9258,871.7053000000001,788.06622,473.31607,673.01867,506.306
102,0.0,3401.1904,1467.9036,2830.0248,4456.431,807.52163,610.04206,1954.416232,473.86533000000003,993.9465500000001,776.2599700000001,556.70319,447.13436,1932.73071,786.58038,921.9273700000001,788.38806,362.02233,656.54755,533.5885
103,0.0,1603.3287,2358.8633,3923.4086,4944.9241,794.58133,615.52053,1965.371501,470.98913000000005,962.6204200000001,711.12238,581.47732,535.0038099999999,2066.58518,755.96331,874.29969,781.059157,362.02233,766.58629,504.75595
104,0.0,1565.5921,1761.736,3851.5494,5902.7717,761.51654,602.15731,1958.0908399999998,539.6017400000001,1083.24005,742.050618,465.412366,623.54608,1979.42476,772.79813,872.66814,770.459703,421.256537,643.11708,460.09208
105,0.0,1001.5499,1384.8141,3971.4115,6363.9108,735.5329099999999,568.6425899999999,1984.688974,563.28371,978.7512,769.721835,518.92632,517.73126,1953.0958970000002,806.37519,923.7853700000001,830.25134,481.08097,748.87374,470.79596
106,0.0,0.0,2615.7843,2054.5915,7353.7823,811.08374,549.39387,1984.559232,530.0364,1046.9586,770.271142,529.70346,501.45376999999996,2025.16687,805.49024,900.35284,725.1166450000001,523.9444100000001,748.37444,472.9536
107,0.0,0.0,1719.3935,4393.8999,5401.7846,802.9002899999999,530.11869,1978.730899,608.72343,1052.43562,711.12238,531.83839,485.33234,1966.670525,701.49543,894.2538400000001,784.411557,451.73265000000004,793.06162,382.93453
108,0.0,0.0,1751.1068,2552.8056,7268.5377,833.64031,484.32561,2004.1129700000001,485.91793,1015.81016,824.99476,630.3139100000001,485.29359,2036.66163,812.03115,895.3100300000001,828.71439,465.55303000000004,677.3146300000001,474.67377
109,0.0,0.0,2373.1924,3479.5593,6285.7439,824.76721,496.73027,2047.04187,540.2151,933.33087,720.645802,588.26295,553.12483,2013.58311,791.55728,787.1723400000001,738.121691,555.07335,728.08341,395.962861
110,0.0,42.987097,2366.6158,3921.5571,6432.5676,847.9942599999999,415.075607,2041.6682700000001,519.53697,963.8564,816.30402,592.7440300000001,363.341436,2017.6747,852.80065,892.77687,725.474973,414.911059,799.7887499999999,382.93453
111,115.01798,0.0,2397.1707,3342.7823,7094.3432,769.5862,484.23471,1927.913135,465.99174000000005,931.2130000000001,794.61129,512.51238,539.57969,1932.73071,1002.29745,875.6333000000001,749.112924,499.50872000000004,646.78628,382.93453
112,0.0,0.0,2554.3241,4781.8142,5190.901,861.35354,429.858188,1926.0984899999999,557.4964,876.239718,747.7818950000001,649.78008,380.454246,2050.59955,879.2816,783.5585100000001,820.58903,538.2711400000001,591.78362,382.93453
113,0.0,0.0,1870.0019,3368.4069,6549.133,802.82376,415.175124,2067.92292,556.17403,927.14256,876.96709,559.798,427.08865,2008.66049,851.80467,811.1218200000001,773.945348,560.08277,564.513912,382.93453
114,0.0,0.0,1577.9453,3532.6429,6148.5975,892.54827,471.54888,1963.5137789999999,636.86972,842.207518,737.711302,626.87253,408.00716,1984.134305,918.6968899999999,810.09423,741.930423,519.85953,683.46685,398.676621
115,0.0,0.0,1603.7879,3445.6364,6256.513,748.6427799999999,525.66295,2031.7051999999999,590.00255,951.73427,853.41797,638.17516,448.4717,2018.01412,900.3030200000001,794.1237500000001,798.45401,553.48139,542.570141,534.62261
116,0.0,0.0,1904.7715,4139.1004,5806.5712,862.8212799999999,496.94315,1995.707923,502.9081,861.4652430000001,868.20443,691.07536,329.474689,1932.73071,899.09078,806.6392700000001,726.302065,432.28898100000004,606.83867,415.102131
117,0.0,0.0,2226.8802,2775.3171,7430.9688,777.60356,395.46211,1975.31424,640.96651,888.427954,795.76507,554.6718000000001,423.80706999999995,2050.73976,908.65831,851.16744,823.86681,527.16367,636.13266,456.22425699999997
118,0.0,0.0,2298.3998,5940.7101,4323.4414,725.77403,396.26219199999997,2103.36248,602.07933,887.67929,910.19443,464.608107,494.40837999999997,1989.614467,979.67976,824.1293300000001,819.64755,584.47081,612.6764800000001,474.67134
