region,region_folder,data_group,dataset_id,year,unit,annual_change,annual_error,n_segments
north_asia,10_north_asia,demdiff,ETH_Hugonnet_et_al,2012,m,-0.652,0.20400000000000001,1
north_asia,10_north_asia,demdiff,ETH_Hugonnet_et_al,2013,m,-0.652,0.20400000000000001,1
north_asia,10_north_asia,demdiff,ETH_Hugonnet_et_al,2014,m,-0.652,0.20400000000000001,1
north_asia,10_north_asia,demdiff,ETH_Hugonnet_et_al,2015,m,-0.6990000000000001,0.22999999999999998,1
north_asia,10_north_asia,demdiff,ETH_Hugonnet_et_al,2016,m,-0.6990000000000001,0.22999999999999998,1
north_asia,10_north_asia,demdiff,ETH_Hugonnet_et_al,2017,m,-0.6990000000000001,0.22999999999999998,1
north_asia,10_north_asia,demdiff,ETH_Hugonnet_et_al,2018,m,-0.6990000000000001,0.22999999999999998,1
north_asia,10_north_asia,demdiff,ETH_Hugonnet_et_al,2019,m,-0.6990000000000001,0.22999999999999998,1
north_asia,10_north_asia,glaciological,UZH_GlaciolSineWave_Zemp_et_al,2000,mwe,-0.521825255133764,0.40598285883635693,12
north_asia,10_north_asia,glaciological,UZH_GlaciolSineWave_Zemp_et_al,2001,mwe,-0.2845861852763817,0.1699187716911274,12
north_asia,10_north_asia,glaciological,UZH_GlaciolSineWave_Zemp_et_al,2002,mwe,-0.3981919809982393,0.1901759862280777,12
north_asia,10_north_asia,glaciological,UZH_GlaciolSineWave_Zemp_et_al,2003,mwe,-0.2542992955115507,0.16804533825056886,12
north_asia,10_north_asia,glaciological,UZH_GlaciolSineWave_Zemp_et_al,2004,mwe,-0.15929450969290138,0.19009434926102065,12
north_asia,10_north_asia,glaciological,UZH_GlaciolSineWave_Zemp_et_al,2005,mwe,0.08667817619736318,0.14624631454243947,12
north_asia,10_north_asia,glaciological,UZH_GlaciolSineWave_Zemp_et_al,2006,mwe,-0.3496113539216371,0.22775772601499333,12
north_asia,10_north_asia,glaciological,UZH_GlaciolSineWave_Zemp_et_al,2007,mwe,-0.48762603328212417,0.22988123195758783,12
north_asia,10_north_asia,glaciological,UZH_GlaciolSineWave_Zemp_et_al,2008,mwe,-0.7394893780483938,0.2947280027003548,12
north_asia,10_north_asia,glaciological,UZH_GlaciolSineWave_Zemp_et_al,2009,mwe,0.1287217101589886,0.16482064920734082,12
north_asia,10_north_asia,glaciological,UZH_GlaciolSineWave_Zemp_et_al,2010,mwe,-1.3313839619964714,0.3871618784765373,12
north_asia,10_north_asia,glaciological,UZH_GlaciolSineWave_Zemp_et_al,2011,mwe,-0.9092942137531965,0.2806501164632016,12
north_asia,10_north_asia,glaciological,UZH_GlaciolSineWave_Zemp_et_al,2012,mwe,-0.761544532093605,0.25023333596246733,12
north_asia,10_north_asia,glaciological,UZH_GlaciolSineWave_Zemp_et_al,2013,mwe,-0.5109487885916357,0.15846884943136993,12
north_asia,10_north_asia,glaciological,UZH_GlaciolSineWave_Zemp_et_al,2014,mwe,-0.1705955534401869,0.08877517727322817,12
north_asia,10_north_asia,glaciological,UZH_GlaciolSineWave_Zemp_et_al,2015,mwe,-0.7903293232154787,0.2700997069245971,12
north_asia,10_north_asia,glaciological,UZH_GlaciolSineWave_Zemp_et_al,2016,mwe,-0.7855691280856426,0.283698844187982,12
north_asia,10_north_asia,glaciological,UZH_GlaciolSineWave_Zemp_et_al,2017,mwe,-0.7130008741178638,0.25130583955763447,12
north_asia,10_north_asia,glaciological,UZH_GlaciolSineWave_Zemp_et_al,2018,mwe,-0.6406040474861305,0.23317442759969095,12
north_asia,10_north_asia,glaciological,UZH_GlaciolSineWave_Zemp_et_al,2019,mwe,-0.35041580077940543,0.20488129872649014,12
north_asia,10_north_asia,glaciological,UZH_GlaciolSineWave_Zemp_et_al,2020,mwe,-0.5518256433914801,0.26716150966306074,12
north_asia,10_north_asia,glaciological,UZH_GlaciolSineWave_Zemp_et_al,2021,mwe,-0.7022329501249449,0.3247116938788182,12
north_asia,10_north_asia,glaciological,UZH_GlaciolSineWave_Zemp_et_al,2022,mwe,-0.8010570831007016,0.3746492847710179,12
north_asia,10_north_asia,glaciological,UZH_GlaciolSineWave_Zemp_et_al,2023,mwe,-0.8759423325857978,0.4390026863454294,12
north_asia,10_north_asia,glaciological,WGMS-beta_WGMS,2000,mwe,0.2825,0.32254102280135677,2
north_asia,10_north_asia,glaciological,WGMS-beta_WGMS,2001,mwe,0.06783333333333333,0.32246077108657006,2
north_asia,10_north_asia,glaciological,WGMS-beta_WGMS,2002,mwe,0.1903333333333333,0.32246077108657006,2
north_asia,10_north_asia,glaciological,WGMS-beta_WGMS,2003,mwe,0.41641666666666666,0.32246077108657006,2
north_asia,10_north_asia,glaciological,WGMS-beta_WGMS,2004,mwe,0.29841666666666666,0.32246077108657006,2
north_asia,10_north_asia,glaciological,WGMS-beta_WGMS,2005,mwe,0.2441666666666667,0.32261452445565025,2
north_asia,10_north_asia,glaciological,WGMS-beta_WGMS,2006,mwe,-0.037666666666666626,0.3239950213965415,2
north_asia,10_north_asia,glaciological,WGMS-beta_WGMS,2007,mwe,-0.12541666666666662,0.32388440410596914,2
north_asia,10_north_asia,glaciological,WGMS-beta_WGMS,2008,mwe,-0.11083333333333334,0.3228463626707684,2
north_asia,10_north_asia,glaciological,WGMS-beta_WGMS,2009,mwe,0.6966666666666668,0.32247910612897907,2
north_asia,10_north_asia,glaciological,WGMS-beta_WGMS,2010,mwe,0.18616666666666662,0.32247910612897907,2
north_asia,10_north_asia,glaciological,WGMS-beta_WGMS,2011,mwe,-0.06216666666666673,0.32247910612897907,2
north_asia,10_north_asia,glaciological,WGMS-beta_WGMS,2012,mwe,-0.21087500000000003,0.33043054607387173,2
north_asia,10_north_asia,glaciological,WGMS-beta_WGMS,2013,mwe,0.056875,0.3948524949637047,2
north_asia,10_north_asia,glaciological,WGMS-beta_WGMS,2014,mwe,-0.12925,0.3948618513707691,2
north_asia,10_north_asia,glaciological,WGMS-beta_WGMS,2015,mwe,-0.072125,0.39494604905980685,2
north_asia,10_north_asia,glaciological,WGMS-beta_WGMS,2016,mwe,0.23750000000000004,0.39494604905980685,2
north_asia,10_north_asia,glaciological,WGMS-beta_WGMS,2017,mwe,-0.227375,0.39494604905980685,2
north_asia,10_north_asia,glaciological,WGMS-beta_WGMS,2018,mwe,0.15741666666666665,0.38831792358712935,2
north_asia,10_north_asia,glaciological,WGMS-beta_WGMS,2019,mwe,0.16099999999999995,0.3225821971060172,2
north_asia,10_north_asia,glaciological,WGMS-beta_WGMS,2020,mwe,0.07191666666666668,0.32247910612897907,2
north_asia,10_north_asia,glaciological,WGMS-beta_WGMS,2021,mwe,-0.13874999999999998,0.32247910612897907,2
north_asia,10_north_asia,glaciological,WGMS-beta_WGMS,2022,mwe,-0.3531666666666667,0.3224772726716495,2
north_asia,10_north_asia,glaciological,WGMS-beta_WGMS,2023,mwe,-0.1898333333333333,0.3262672897736617,2
north_asia,10_north_asia,gravimetry,Jacob_2012_dmdt_Jacob_et_al,2003,Gt,2.999999999999971,5.999999999999942,1
north_asia,10_north_asia,gravimetry,Jacob_2012_dmdt_Jacob_et_al,2004,Gt,2.999999999999971,5.999999999999942,1
north_asia,10_north_asia,gravimetry,Jacob_2012_dmdt_Jacob_et_al,2005,Gt,2.999999999999971,5.999999999999942,1
north_asia,10_north_asia,gravimetry,Jacob_2012_dmdt_Jacob_et_al,2006,Gt,2.999999999999971,5.999999999999942,1
north_asia,10_north_asia,gravimetry,Jacob_2012_dmdt_Jacob_et_al,2007,Gt,2.999999999999971,5.999999999999942,1
north_asia,10_north_asia,gravimetry,Jacob_2012_dmdt_Jacob_et_al,2008,Gt,2.999999999999971,5.999999999999942,1
north_asia,10_north_asia,gravimetry,Jacob_2012_dmdt_Jacob_et_al,2009,Gt,2.999999999999971,5.999999999999942,1
north_asia,10_north_asia,gravimetry,Jacob_2012_dmdt_Jacob_et_al,2010,Gt,2.750000000000201,5.500000000000402,1
north_asia,10_north_asia,gravimetry,Sasgen_AWIarc_RL01_2_Sasgen_et_al,2002,Gt,-46.864516129035664,103.21449257409328,9
north_asia,10_north_asia,gravimetry,Sasgen_AWIarc_RL01_2_Sasgen_et_al,2003,Gt,21.332040364688496,143.23269151892666,12
north_asia,10_north_asia,gravimetry,Sasgen_AWIarc_RL01_2_Sasgen_et_al,2004,Gt,46.43069288702856,154.3904538322573,12
north_asia,10_north_asia,gravimetry,Sasgen_AWIarc_RL01_2_Sasgen_et_al,2005,Gt,9.741782877316819,119.04126133328867,12
north_asia,10_north_asia,gravimetry,Sasgen_AWIarc_RL01_2_Sasgen_et_al,2006,Gt,-21.383870967740325,117.53989633900004,12
north_asia,10_north_asia,gravimetry,Sasgen_AWIarc_RL01_2_Sasgen_et_al,2007,Gt,-8.212925431430733,107.17147878832162,12
north_asia,10_north_asia,gravimetry,Sasgen_AWIarc_RL01_2_Sasgen_et_al,2008,Gt,14.699391280002569,113.97492269634422,12
north_asia,10_north_asia,gravimetry,Sasgen_AWIarc_RL01_2_Sasgen_et_al,2009,Gt,27.633856732068175,136.1294028514428,12
north_asia,10_north_asia,gravimetry,Sasgen_AWIarc_RL01_2_Sasgen_et_al,2010,Gt,3.8753665689202847,142.29946446579308,12
north_asia,10_north_asia,gravimetry,Sasgen_AWIarc_RL01_2_Sasgen_et_al,2011,Gt,-20.465267873812856,134.96229699378927,12
north_asia,10_north_asia,gravimetry,Sasgen_AWIarc_RL01_2_Sasgen_et_al,2012,Gt,-9.653496468634971,198.73221412022806,12
north_asia,10_north_asia,gravimetry,Sasgen_AWIarc_RL01_2_Sasgen_et_al,2013,Gt,-0.8730538393371035,113.61542543913272,12
north_asia,10_north_asia,gravimetry,Sasgen_AWIarc_RL01_2_Sasgen_et_al,2014,Gt,18.691044776146462,86.90749406201435,12
north_asia,10_north_asia,gravimetry,Sasgen_AWIarc_RL01_2_Sasgen_et_al,2015,Gt,32.735537502091,155.11837071802515,12
north_asia,10_north_asia,gravimetry,Sasgen_AWIarc_RL01_2_Sasgen_et_al,2016,Gt,5.020829105160658,109.3580605320312,12
north_asia,10_north_asia,gravimetry,Sasgen_AWIarc_RL01_2_Sasgen_et_al,2017,Gt,-69.57735747507705,110.87239055652604,12
north_asia,10_north_asia,gravimetry,Sasgen_AWIarc_RL01_2_Sasgen_et_al,2018,Gt,45.70252673681793,70.85644665498882,12
north_asia,10_north_asia,gravimetry,Sasgen_AWIarc_RL01_2_Sasgen_et_al,2019,Gt,-58.977393989131144,112.69423540202654,12
north_asia,10_north_asia,gravimetry,Sasgen_AWIarc_RL01_2_Sasgen_et_al,2020,Gt,53.69197133159638,118.11076801123124,12
north_asia,10_north_asia,gravimetry,Sasgen_AWIarc_RL01_2_Sasgen_et_al,2021,Gt,54.62703556075327,122.31120661861812,12
north_asia,10_north_asia,gravimetry,Sasgen_AWIarc_RL01_2_Sasgen_et_al,2022,Gt,-58.18419354839074,129.3232445335139,11
north_asia,10_north_asia,gravimetry,Wouters_Wouters_et_al,2002,Gt,-27.1471790434847,50.10161286113932,10
north_asia,10_north_asia,gravimetry,Wouters_Wouters_et_al,2003,Gt,4.278836335035107,45.03767494425747,12
north_asia,10_north_asia,gravimetry,Wouters_Wouters_et_al,2004,Gt,-4.135650220836801,44.862467842563525,12
north_asia,10_north_asia,gravimetry,Wouters_Wouters_et_al,2005,Gt,17.826820014564,39.69008710060186,12
north_asia,10_north_asia,gravimetry,Wouters_Wouters_et_al,2006,Gt,-9.046666596394397,39.37403180120957,12
north_asia,10_north_asia,gravimetry,Wouters_Wouters_et_al,2007,Gt,-14.7637020530405,38.43141825078917,12
north_asia,10_north_asia,gravimetry,Wouters_Wouters_et_al,2008,Gt,-2.8337975677842095,36.84810364145619,12
north_asia,10_north_asia,gravimetry,Wouters_Wouters_et_al,2009,Gt,38.32775927551427,37.623818994246925,12
north_asia,10_north_asia,gravimetry,Wouters_Wouters_et_al,2010,Gt,3.5183827338431115,37.15647321163375,12
north_asia,10_north_asia,gravimetry,Wouters_Wouters_et_al,2011,Gt,-25.28891247117078,31.115013388796292,12
north_asia,10_north_asia,gravimetry,Wouters_Wouters_et_al,2012,Gt,36.81170083894739,31.635793936761985,12
north_asia,10_north_asia,gravimetry,Wouters_Wouters_et_al,2013,Gt,5.463596627589009,25.80485162376526,12
north_asia,10_north_asia,gravimetry,Wouters_Wouters_et_al,2014,Gt,-9.992498872541224,26.548113962084752,12
north_asia,10_north_asia,gravimetry,Wouters_Wouters_et_al,2015,Gt,1.7611882179042233,32.66471660227653,12
north_asia,10_north_asia,gravimetry,Wouters_Wouters_et_al,2016,Gt,23.80388151201331,21.492134544995018,12
north_asia,10_north_asia,gravimetry,Wouters_Wouters_et_al,2017,Gt,-23.52975085145215,24.784745678699807,12
north_asia,10_north_asia,gravimetry,Wouters_Wouters_et_al,2018,Gt,-1.4687335057401611,18.260419524832756,12
north_asia,10_north_asia,gravimetry,Wouters_Wouters_et_al,2019,Gt,-6.814638597339599,32.30493309866425,12
north_asia,10_north_asia,gravimetry,Wouters_Wouters_et_al,2020,Gt,3.498699599058999,34.32614707411883,12
north_asia,10_north_asia,gravimetry,Wouters_Wouters_et_al,2021,Gt,-53.55195133059512,30.41956101938266,10
central_europe,11_central_europe,combined,DUS-combined_Dussaillant_et_al,2000,mwe,-0.2536396314029162,0.226395694463057,2
central_europe,11_central_europe,combined,DUS-combined_Dussaillant_et_al,2001,mwe,0.16514162688594228,0.2252241668931053,2
central_europe,11_central_europe,combined,DUS-combined_Dussaillant_et_al,2002,mwe,-0.8112030265171731,0.22456566059453542,2
central_europe,11_central_europe,combined,DUS-combined_Dussaillant_et_al,2003,mwe,-1.6685087523252726,0.2247449889629893,2
central_europe,11_central_europe,combined,DUS-combined_Dussaillant_et_al,2004,mwe,-0.719384270173024,0.22587798745914311,2
central_europe,11_central_europe,combined,DUS-combined_Dussaillant_et_al,2005,mwe,-1.0109005878207782,0.22490054842012874,2
central_europe,11_central_europe,combined,DUS-combined_Dussaillant_et_al,2006,mwe,-1.0943441339782707,0.22467694796877782,2
central_europe,11_central_europe,combined,DUS-combined_Dussaillant_et_al,2007,mwe,-0.8831056645320184,0.22302618956407025,2
central_europe,11_central_europe,combined,DUS-combined_Dussaillant_et_al,2008,mwe,-0.8471102591605499,0.22415960725147394,2
central_europe,11_central_europe,combined,DUS-combined_Dussaillant_et_al,2009,mwe,-0.668409526149064,0.22360785669507935,2
central_europe,11_central_europe,combined,DUS-combined_Dussaillant_et_al,2010,mwe,-0.6566742186766522,0.22325659560493907,2
central_europe,11_central_europe,combined,DUS-combined_Dussaillant_et_al,2011,mwe,-1.2516120855015556,0.2221646950817786,2
central_europe,11_central_europe,combined,DUS-combined_Dussaillant_et_al,2012,mwe,-1.0011358029035995,0.22229339374976426,2
central_europe,11_central_europe,combined,DUS-combined_Dussaillant_et_al,2013,mwe,-0.14541523078530563,0.22051861633863729,2
central_europe,11_central_europe,combined,DUS-combined_Dussaillant_et_al,2014,mwe,-0.42861780373603714,0.22083895711013415,2
central_europe,11_central_europe,combined,DUS-combined_Dussaillant_et_al,2015,mwe,-1.2037844875456456,0.22085211432008736,2
central_europe,11_central_europe,combined,DUS-combined_Dussaillant_et_al,2016,mwe,-0.7904182848605874,0.22135353060254215,2
central_europe,11_central_europe,combined,DUS-combined_Dussaillant_et_al,2017,mwe,-1.3850863815016612,0.22167389852250902,2
central_europe,11_central_europe,combined,DUS-combined_Dussaillant_et_al,2018,mwe,-1.1215316941572198,0.22010597642074284,2
central_europe,11_central_europe,combined,DUS-combined_Dussaillant_et_al,2019,mwe,-0.7989361892659015,0.22103846535726576,2
central_europe,11_central_europe,combined,DUS-combined_Dussaillant_et_al,2020,mwe,-0.5495354421455647,0.22074500314939977,2
central_europe,11_central_europe,combined,DUS-combined_Dussaillant_et_al,2021,mwe,-1.0961799284241671,0.22121468320621987,2
central_europe,11_central_europe,combined,DUS-combined_Dussaillant_et_al,2022,mwe,-2.8311827935686287,0.22252775303471894,2
central_europe,11_central_europe,combined,DUS-combined_Dussaillant_et_al,2023,mwe,-1.9118978968021234,0.22945221378866565,2
central_europe,11_central_europe,combined,Huss_Huss_et_al,2000,mwe,-0.33375000000000005,0.2242816658244717,2
central_europe,11_central_europe,combined,Huss_Huss_et_al,2001,mwe,0.20245,0.16014444456489899,2
central_europe,11_central_europe,combined,Huss_Huss_et_al,2002,mwe,-0.885025,0.1825019263596963,2
central_europe,11_central_europe,combined,Huss_Huss_et_al,2003,mwe,-1.620475,0.16279006611276992,2
central_europe,11_central_europe,combined,Huss_Huss_et_al,2004,mwe,-0.806825,0.12319521094588051,2
central_europe,11_central_europe,combined,Huss_Huss_et_al,2005,mwe,-1.196625,0.11195200143365013,2
central_europe,11_central_europe,combined,Huss_Huss_et_al,2006,mwe,-1.133225,0.18618985270416863,2
central_europe,11_central_europe,combined,Huss_Huss_et_al,2007,mwe,-0.990375,0.14535742585090036,2
central_europe,11_central_europe,combined,Huss_Huss_et_al,2008,mwe,-0.9316249999999999,0.12076375956800947,2
central_europe,11_central_europe,combined,Huss_Huss_et_al,2009,mwe,-0.721025,0.23142307577249074,2
central_europe,11_central_europe,combined,Huss_Huss_et_al,2010,mwe,-0.5905,0.10392324090404417,2
central_europe,11_central_europe,combined,Huss_Huss_et_al,2011,mwe,-1.273225,0.1238497880498792,2
central_europe,11_central_europe,combined,Huss_Huss_et_al,2012,mwe,-1.0810499999999998,0.10409440727051573,2
central_europe,11_central_europe,combined,Huss_Huss_et_al,2013,mwe,-0.22297499999999998,0.10444309754598434,2
central_europe,11_central_europe,combined,Huss_Huss_et_al,2014,mwe,-0.4605,0.10575869940576993,2
central_europe,11_central_europe,combined,Huss_Huss_et_al,2015,mwe,-1.3937249999999999,0.12715575095134313,2
central_europe,11_central_europe,combined,Huss_Huss_et_al,2016,mwe,-0.920625,0.12864078863253287,2
central_europe,11_central_europe,combined,Huss_Huss_et_al,2017,mwe,-1.3386500000000001,0.14721888678087472,2
central_europe,11_central_europe,combined,Huss_Huss_et_al,2018,mwe,-1.215525,0.11590943123835955,2
central_europe,11_central_europe,combined,Huss_Huss_et_al,2019,mwe,-0.85965,0.11306821502968904,2
central_europe,11_central_europe,combined,Huss_Huss_et_al,2020,mwe,-0.6100249999999999,0.1631033740454194,2
central_europe,11_central_europe,combined,Huss_Huss_et_al,2021,mwe,-0.42135,0.1677,1
central_europe,11_central_europe,demdiff,ETH_Hugonnet_et_al,2000,m,-0.9710000000000001,0.268,1
central_europe,11_central_europe,demdiff,ETH_Hugonnet_et_al,2001,m,-0.9710000000000001,0.268,1
central_europe,11_central_europe,demdiff,ETH_Hugonnet_et_al,2002,m,-0.9710000000000001,0.268,1
central_europe,11_central_europe,demdiff,ETH_Hugonnet_et_al,2003,m,-0.9710000000000001,0.268,1
central_europe,11_central_europe,demdiff,ETH_Hugonnet_et_al,2004,m,-0.9710000000000001,0.268,1
central_europe,11_central_europe,demdiff,ETH_Hugonnet_et_al,2005,m,-0.9910000000000001,0.22599999999999998,1
central_europe,11_central_europe,demdiff,ETH_Hugonnet_et_al,2006,m,-0.9910000000000001,0.22599999999999998,1
central_europe,11_central_europe,demdiff,ETH_Hugonnet_et_al,2007,m,-0.9910000000000001,0.22599999999999998,1
central_europe,11_central_europe,demdiff,ETH_Hugonnet_et_al,2008,m,-0.9910000000000001,0.22599999999999998,1
central_europe,11_central_europe,demdiff,ETH_Hugonnet_et_al,2009,m,-0.9910000000000001,0.22599999999999998,1
central_europe,11_central_europe,demdiff,ETH_Hugonnet_et_al,2010,m,-1.004,0.23199999999999998,1
central_europe,11_central_europe,demdiff,ETH_Hugonnet_et_al,2011,m,-1.004,0.23199999999999998,1
central_europe,11_central_europe,demdiff,ETH_Hugonnet_et_al,2012,m,-1.004,0.23199999999999998,1
central_europe,11_central_europe,demdiff,ETH_Hugonnet_et_al,2013,m,-1.004,0.23199999999999998,1
central_europe,11_central_europe,demdiff,ETH_Hugonnet_et_al,2014,m,-1.004,0.23199999999999998,1
central_europe,11_central_europe,demdiff,ETH_Hugonnet_et_al,2015,m,-1.111,0.26,1
central_europe,11_central_europe,demdiff,ETH_Hugonnet_et_al,2016,m,-1.111,0.26,1
central_europe,11_central_europe,demdiff,ETH_Hugonnet_et_al,2017,m,-1.111,0.26,1
central_europe,11_central_europe,demdiff,ETH_Hugonnet_et_al,2018,m,-1.111,0.26,1
central_europe,11_central_europe,demdiff,ETH_Hugonnet_et_al,2019,m,-1.111,0.26,1
central_europe,11_central_europe,demdiff,FAU-GLACIER_Braun_et_al,2000,m,-0.5314685314684898,0.1412587412587302,1
central_europe,11_central_europe,demdiff,FAU-GLACIER_Braun_et_al,2001,m,-0.6377622377622458,0.1695104895104917,1
central_europe,11_central_europe,demdiff,FAU-GLACIER_Braun_et_al,2002,m,-0.6377622377622458,0.1695104895104917,1
central_europe,11_central_europe,demdiff,FAU-GLACIER_Braun_et_al,2003,m,-0.6377622377622458,0.1695104895104917,1
central_europe,11_central_europe,demdiff,FAU-GLACIER_Braun_et_al,2004,m,-0.6377622377622458,0.1695104895104917,1
central_europe,11_central_europe,demdiff,FAU-GLACIER_Braun_et_al,2005,m,-0.6377622377622458,0.1695104895104917,1
