scenario,hour,demand_MWh,load_shed_MWh,storage_charge_MWh,storage_discharge_MWh,wind_curtailment_MWh,gas_MWh,nuclear_MWh,onshore wind_MWh
baseline_2025,43,92487.6830730848,68559.38966088681,0.0,0.0,14581.250006239214,8047.356581977324,2400.0,13480.936830220673
baseline_2025,44,74425.06130097854,51531.10078624152,0.0,0.0,13115.114167701366,8047.356581977324,2400.0,12446.603932759705
baseline_2025,45,68405.17651583963,45222.65638348692,0.0,0.0,8719.588835702762,8047.356581977324,2400.0,12735.163550375382
baseline_2025,46,77505.14232967069,54003.96457527135,0.0,0.0,12036.140852473345,8047.356581977324,2400.0,13053.821172422011
baseline_2025,47,93317.21351106753,69714.67900158161,0.0,0.0,13823.188239534433,8047.356581977324,2400.0,13155.177927508603
baseline_2025,48,102359.1715221246,78118.42954042109,0.0,0.0,10893.830790709719,8047.356581977324,2400.0,13793.385399726196
baseline_2025,49,96348.42516060165,72108.70688440077,0.0,0.0,12453.067398659794,8047.356581977324,2400.0,13792.361694223531
baseline_2025,50,78516.64012689084,55162.35512232789,0.0,0.0,11275.593550802138,8047.356581977324,2400.0,12906.928422585606
baseline_2025,51,61156.623514545514,38390.988263411935,0.0,0.0,9512.422347879203,8047.356581977324,2400.0,12318.278669156249
baseline_2025,52,56269.32728591783,33947.62432845096,0.0,0.0,13158.214255484183,8047.356581977324,2400.0,11874.346375489544
baseline_2025,53,66432.70145556775,43560.114279185436,0.0,0.0,10469.800750542352,8047.356581977324,2400.0,12425.23059440499
baseline_2025,54,82845.20399878778,59128.061567790115,0.0,0.0,10461.870569655212,8047.356581977324,2400.0,13269.785849020354
baseline_2025,55,92033.68615819892,67711.5811014856,0.0,0.0,13376.89688351497,8047.356581977324,2400.0,13874.748474735992
baseline_2025,56,86117.94812314052,62242.67924785961,0.0,0.0,12157.434686029652,8047.356581977324,2400.0,13427.912293303592
baseline_2025,57,68816.06177926638,45713.570323492575,0.0,0.0,10715.75429678222,8047.356581977324,2400.0,12655.13487379648
baseline_2025,58,52617.72243935958,29988.307843395727,0.0,0.0,10776.296699665152,8047.356581977324,2400.0,12182.05801398653
baseline_2025,59,49277.935345286154,27212.77452057419,0.0,0.0,6777.873280255915,8047.356581977324,2400.0,11617.804242734646
baseline_2025,60,60869.52900018201,38174.610058488135,0.0,0.0,12885.643194882563,8047.356581977324,2400.0,12247.562359716541
baseline_2025,61,78207.47610465094,54914.132809870025,0.0,0.0,11573.467920379175,8047.356581977324,2400.0,12845.986712803577
baseline_2025,62,87844.79651734792,63651.47552119574,0.0,0.0,12020.547668502053,8047.356581977324,2400.0,13745.964414174861
baseline_2025,63,82313.05079525964,58571.60179277351,0.0,0.0,5202.605158386206,8047.356581977324,2400.0,13294.092420508801
baseline_2025,64,65809.86636295488,42971.12120655153,0.0,0.0,8976.360256380358,8047.356581977324,2400.0,12391.388574426044
baseline_2025,65,51002.76627633094,29001.522479354837,0.0,0.0,9067.493973226688,8047.356581977324,2400.0,11553.887214998778
baseline_2025,66,49383.00170011338,27232.83778632951,0.0,0.0,13559.822237095053,8047.356581977324,2400.0,11702.807331806553
baseline_2025,67,62514.39617427728,39655.04867696944,0.0,0.0,16234.858387879227,8047.356581977324,2400.0,12411.990915330507
baseline_2025,68,80840.71314971328,57194.39014554143,0.0,0.0,8010.970615244125,8047.356581977324,2400.0,13198.966422194515
baseline_2025,69,90959.67878398545,66936.8258500975,0.0,0.0,11487.865827242382,8047.356581977324,2400.0,13575.4963519106
baseline_2025,70,85824.92187058726,62409.59110513929,0.0,0.0,13215.966219111178,8047.356581977324,2400.0,12967.974183470626
baseline_2025,71,70107.65485829388,47040.50600771784,0.0,0.0,11181.2596010507,8047.356581977324,2400.0,12619.792268598709
baseline_2025,72,56635.503636314985,34378.77398566576,0.0,0.0,12399.374913879345,8047.356581977324,2400.0,11809.373068671897
baseline_2025,73,56620.13790111874,34247.70287326347,0.0,0.0,13131.47844173067,8047.356581977324,2400.0,11925.078445877945
baseline_2025,74,71114.8301651387,48143.011462104725,0.0,0.0,11520.587853819803,8047.356581977324,2400.0,12524.46212105666
baseline_2025,75,90206.55415287826,66244.69079757962,0.0,0.0,12205.163464019934,8047.356581977324,2400.0,13514.506773321324
baseline_2025,76,100557.82680782866,76532.97466014672,0.0,0.0,11444.297116820193,8047.356581977324,2400.0,13577.495565704625
baseline_2025,77,95555.64859477608,71660.31275869951,0.0,0.0,11459.80975397841,8047.356581977324,2400.0,13447.979254099242
baseline_2025,78,80339.74298166155,57079.85127957789,0.0,0.0,12744.98725365274,8047.356581977324,2400.0,12812.53512010634
baseline_2025,79,67881.41898237847,44927.10902171265,0.0,0.0,16689.66037563556,8047.356581977324,2400.0,12506.953378688508
baseline_2025,80,69098.82128232636,46218.73394570688,0.0,0.0,18059.494641799392,8047.356581977324,2400.0,12432.730754642143
baseline_2025,81,84535.28396292054,61258.60703438161,0.0,0.0,10157.314477993848,8047.356581977324,2400.0,12829.320346561606
baseline_2025,82,103937.29134829603,79673.3198310735,0.0,0.0,15913.69235016941,8047.356581977324,2400.0,13816.614935245194
baseline_2025,83,114053.45174477737,89469.23397247138,0.0,0.0,14200.631373681474,8047.356581977324,2400.0,14136.86119032865
baseline_2025,84,108716.05971383514,84492.72897729138,0.0,0.0,12173.012918650384,8047.356581977324,2400.0,13775.974154566446
baseline_2025,85,93528.76260335391,70022.76686325738,0.0,0.0,14168.330279870343,8047.356581977324,2400.0,13058.639158119198
baseline_2025,86,81590.99056926269,58358.8690154849,0.0,0.0,14517.360902161083,8047.356581977324,2400.0,12784.76497180045
baseline_2025,87,83514.80138557771,60091.09113618749,0.0,0.0,15384.42306824293,8047.356581977324,2400.0,12976.353667412915
baseline_2025,88,99335.7908797986,75184.9268624621,0.0,0.0,12608.457917124171,8047.356581977324,2400.0,13703.507435359172
baseline_2025,89,118477.49677507053,93006.39933257282,0.0,0.0,12211.784450589534,8047.356581977324,2400.0,15023.740860520375
baseline_2025,90,127796.44843802482,102445.86835581632,0.0,0.0,10046.206048648186,8047.356581977324,2400.0,14903.223500231172
baseline_2025,91,121582.06440183186,96580.24073090457,0.0,0.0,9122.374232119557,8047.356581977324,2400.0,14554.467088949981
baseline_2025,92,105897.09353348776,81533.29973250427,0.0,0.0,15297.062222274788,8047.356581977324,2400.0,13916.437219006155
baseline_2025,93,93953.64653007101,70171.16084893889,0.0,0.0,9430.219523227306,8047.356581977324,2400.0,13335.129099154801
baseline_2025,94,96045.74790747778,72144.50926657829,0.0,0.0,10838.555324903407,8047.356581977324,2400.0,13453.882058922174
baseline_2025,95,111704.23495190934,86993.89014988729,0.0,0.0,12362.192912612798,8047.356581977324,2400.0,14262.988220044717
baseline_2025,96,130047.63779090691,104562.7296793992,0.0,0.0,9452.152430539682,8047.356581977324,2400.0,15037.551529530403
baseline_2025,97,138061.90147690583,112382.4377415416,0.0,0.0,9825.989125338667,8047.356581977324,2400.0,15232.107153386909
baseline_2025,98,130504.44865901559,105013.26255072135,0.0,0.0,7661.805478320026,8047.356581977324,2400.0,15043.829526316898
baseline_2025,99,113891.2361448858,89116.05464891013,0.0,0.0,5776.0431045702335,8047.356581977324,2400.0,14327.824913998362
baseline_2025,100,101530.91737152975,77422.2115160504,0.0,0.0,8692.171254909761,8047.356581977324,2400.0,13661.34927350204
baseline_2025,101,103387.33641723628,79030.95108518525,0.0,0.0,8973.985871237364,8047.356581977324,2400.0,13909.028750073696
baseline_2025,102,118489.50562010826,93732.28160171263,0.0,0.0,4749.46224362932,8047.356581977324,2400.0,14309.867436418303
baseline_2025,103,135668.45240185832,110089.96939857841,0.0,0.0,7797.996891564317,8047.356581977324,2400.0,15131.126421302573
baseline_2025,104,142059.8827621259,116282.80155418332,0.0,0.0,7074.258191047274,8047.356581977324,2400.0,15329.724625965231
baseline_2025,105,132898.38010933058,107325.15656393902,0.0,0.0,6253.228454790101,8047.356581977324,2400.0,15125.86696341426
baseline_2025,106,115145.42415738237,90196.40680262407,0.0,0.0,9389.6658412051,8047.356581977324,2400.0,14501.660772780993
baseline_2025,107,102188.70425681712,77997.86410882806,0.0,0.0,11027.643412709673,8047.356581977324,2400.0,13743.483566011744
baseline_2025,108,103648.89640831499,79121.77841962616,0.0,0.0,12155.028208624866,8047.356581977324,2400.0,14079.761406711494
baseline_2025,109,118055.45606544595,93203.28748183452,0.0,0.0,9310.897707174194,8047.356581977324,2400.0,14404.812001634105
baseline_2025,110,133968.38372878337,108557.77360204022,0.0,0.0,6896.592683295669,8047.356581977324,2400.0,14963.253544765816
baseline_2025,111,138691.79150469476,113227.83127007267,0.0,0.0,7932.16052395503,8047.356581977324,2400.0,15016.60365264478
baseline_2025,112,127944.3730277552,102941.25322044716,0.0,0.0,6388.567988253006,8047.356581977324,2400.0,14555.76322533071
baseline_2025,113,109123.24847957572,84749.55091807114,0.0,0.0,8462.48292439192,8047.356581977324,2400.0,13926.340979527264
baseline_2025,114,95675.93147498724,71780.60768044215,0.0,0.0,10200.194091615485,8047.356581977324,2400.0,13447.967212567779
baseline_2025,115,96865.81793219052,72630.49892578025,0.0,0.0,14295.272075759529,8047.356581977324,2400.0,13787.96242443295
baseline_2025,116,110724.16345752699,86446.12752356009,0.0,0.0,14092.485956362494,8047.356581977324,2400.0,13830.679351989576
baseline_2025,117,125555.1840756704,100416.04674890693,0.0,0.0,15780.792478201958,8047.356581977324,2400.0,14691.780744786136
baseline_2025,118,128848.19814809348,103416.38885185814,0.0,0.0,11293.814106648855,8047.356581977324,2400.0,14984.452714258005
baseline_2025,119,116810.68653688175,92286.62579272324,0.0,0.0,11705.59725194986,8047.356581977324,2400.0,14076.704162181193
baseline_2025,120,97263.35196354464,73313.92560010792,0.0,0.0,10077.060118468595,8047.356581977324,2400.0,13502.069781459386
baseline_2025,121,83692.71428987775,60355.267142140736,0.0,0.0,16155.202684566699,8047.356581977324,2400.0,12890.090565759678
baseline_2025,122,84989.80715061749,61384.470360575826,0.0,0.0,12701.449491398493,8047.356581977324,2400.0,13157.980208064339
baseline_2025,123,98688.32676251652,74500.8972000403,0.0,0.0,13462.694583762604,8047.356581977324,2400.0,13740.0729804989
baseline_2025,124,112850.94963468138,88346.94859877166,0.0,0.0,13509.938632523688,8047.356581977324,2400.0,14056.644453932395
baseline_2025,125,115167.44877496785,90432.5050464747,0.0,0.0,14546.270993319165,8047.356581977324,2400.0,14287.587146515827
baseline_2025,126,102336.8650318425,78045.03784864566,0.0,0.0,11961.202493531531,8047.356581977324,2400.0,13844.47060121951
baseline_2025,127,82589.69784764646,59169.176081462836,0.0,0.0,15689.50205883619,8047.356581977324,2400.0,12973.165184206311
baseline_2025,128,69429.56219455296,46450.07823729752,0.0,0.0,12811.158213136428,8047.356581977324,2400.0,12532.127375278109
baseline_2025,129,71359.63267112595,48491.20597791015,0.0,0.0,14846.152014513562,8047.356581977324,2400.0,12421.070111238469
baseline_2025,130,85416.55086329441,61710.69640865712,0.0,0.0,10170.570851867982,8047.356581977324,2400.0,13258.497872659977
baseline_2025,131,99435.30706257214,75342.23691276554,0.0,0.0,7265.84689326206,8047.356581977324,2400.0,13645.71356782931
baseline_2025,132,101320.47061430072,77001.80107667089,0.0,0.0,11721.42259033978,8047.356581977324,2400.0,13871.312955652502
baseline_2025,133,88264.21046624168,64422.34825626743,0.0,0.0,13033.832941501712,8047.356581977324,2400.0,13394.50562799691
baseline_2025,134,68892.06500471015,45982.66649796536,0.0,0.0,12564.402823668352,8047.356581977324,2400.0,12462.041924767469
baseline_2025,135,56702.53622268754,34527.034775449865,0.0,0.0,9717.040011128784,8047.356581977324,2400.0,11728.144865260341
baseline_2025,136,59795.83986745348,37514.27386688526,0.0,0.0,13418.939134881624,8047.356581977324,2400.0,11834.209418590883
baseline_2025,137,74712.7407283401,51303.02246593595,0.0,0.0,9875.273847521672,8047.356581977324,2400.0,12962.361680426813
baseline_2025,138,89074.80974788018,65624.25108423391,0.0,0.0,9625.316046779239,8047.356581977324,2400.0,13003.202081668942
baseline_2025,139,91015.66282535729,67203.053179604,0.0,0.0,11026.68877809844,8047.356581977324,2400.0,13365.253063775948
baseline_2025,140,78221.79973499008,54836.819778475474,0.0,0.0,8475.963985163055,8047.356581977324,2400.0,12937.623374537281
baseline_2025,141,59698.93163280251,37183.94363455641,0.0,0.0,7012.681885276117,8047.356581977324,2400.0,12067.63141626878
baseline_2025,142,48918.813019062276,26734.16459760378,0.0,0.0,7286.101022413689,8047.356581977324,2400.0,11737.291839481179
baseline_2025,143,53564.85005496858,31004.92456812885,0.0,0.0,9679.178190036451,8047.356581977324,2400.0,12112.568904862395
baseline_2025,144,69684.59771934318,46827.06317317036,0.0,0.0,10580.636640197865,8047.356581977324,2400.0,12410.177964195496
baseline_2025,145,84701.66794013423,61207.24862368971,0.0,0.0,13783.485658438,8047.356581977324,2400.0,13047.062734467185
baseline_2025,146,86993.63964775874,63175.34515747129,0.0,0.0,7602.260370887045,8047.356581977324,2400.0,13370.93790831013
baseline_2025,147,74742.93040102781,51339.46068288886,0.0,0.0,10761.174028166673,8047.356581977324,2400.0,12956.113136161643
baseline_2025,148,57321.191076417315,34618.61207062007,0.0,0.0,14249.328968469834,8047.356581977324,2400.0,12255.222423819914
baseline_2025,149,48153.08393059395,26018.76198765442,0.0,0.0,13762.379728482989,8047.356581977324,2400.0,11686.965360962204
baseline_2025,150,54493.27025809043,32444.59391705408,0.0,0.0,12423.560706110606,8047.356581977324,2400.0,11601.319759059013
baseline_2025,151,71900.8519040033,48529.37968325933,0.0,0.0,14291.973417065215,8047.356581977324,2400.0,12924.11563876665
baseline_2025,152,87618.67213695297,63805.13958078495,0.0,0.0,13732.447385639716,8047.356581977324,2400.0,13366.17597419072
baseline_2025,153,90284.3439445648,66236.96224191773,0.0,0.0,13457.867681888489,8047.356581977324,2400.0,13600.025120669738
baseline_2025,154,78578.62909424723,55385.22010289004,0.0,0.0,13302.842332487824,8047.356581977324,2400.0,12746.052409379861
baseline_2025,155,62225.94137619687,39766.413294254584,0.0,0.0,14481.560068424998,8047.356581977324,2400.0,12012.171499964952
baseline_2025,156,54585.17079372586,32195.988993342544,0.0,0.0,11566.336508828972,8047.356581977324,2400.0,11941.825218406007
baseline_2025,157,62472.518275436116,39688.330026100724,0.0,0.0,13392.777042051166,8047.356581977324,2400.0,12336.831667358065
baseline_2025,158,80965.69922625553,57677.0831169056,0.0,0.0,13855.116173828306,8047.356581977324,2400.0,12841.259527372611
baseline_2025,159,97145.84969868608,72585.27080064408,0.0,0.0,12533.649599239427,8047.356581977324,2400.0,14113.222316064677
baseline_2025,160,99927.9223673037,76249.72853708579,0.0,0.0,12765.783970448934,8047.356581977324,2400.0,13230.837248240587
baseline_2025,161,88494.32528680332,64822.753519512946,0.0,0.0,16541.323042075877,8047.356581977324,2400.0,13224.215185313024
baseline_2025,162,72910.1094677018,49544.5540528016,0.0,0.0,18517.616635750215,8047.356581977324,2400.0,12918.198832922875
baseline_2025,163,66451.31678324127,43637.40060244332,0.0,0.0,12957.108074784337,8047.356581977324,2400.0,12366.559598820635
baseline_2025,164,75488.0560063963,52115.43083123544,0.0,0.0,16112.905097630039,8047.356581977324,2400.0,12925.268593183526
baseline_2025,165,94625.81105969734,70896.42070275992,0.0,0.0,13212.714350202456,8047.356581977324,2400.0,13282.03377496011
baseline_2025,166,110804.64385184164,86369.84935895143,0.0,0.0,10837.408068005567,8047.356581977324,2400.0,13987.437910912893
baseline_2025,167,113235.03081712822,88577.31318984012,0.0,0.0,17185.293816880094,8047.356581977324,2400.0,14210.361045310792
high_renewable_2035,0,126823.23451518359,98959.55452583074,0.0,0.0,34983.836868421495,6840.253094680726,2400.0,18623.426894672113
high_renewable_2035,1,113797.38762655781,86437.83361985066,0.0,0.0,27037.155001144845,6840.253094680726,2400.0,18119.300912026418
high_renewable_2035,2,96665.14958417119,69944.51143488353,0.0,0.0,28338.45509799571,6840.253094680726,2400.0,17480.38505460693
high_renewable_2035,3,90185.03981525316,64053.51826606392,0.0,0.0,29969.344920401218,6840.253094680726,2400.0,16891.268454508518
high_renewable_2035,4,100985.14313995338,74082.70320837451,0.0,0.0,24137.81781034552,6840.253094680726,2400.0,17662.186836898145
high_renewable_2035,5,122506.6158530116,93969.30577069262,0.0,0.0,27517.116168427165,6840.253094680726,2400.0,19297.056987638243
high_renewable_2035,6,139988.44793982335,112240.2363138754,0.0,0.0,22454.96442741469,6840.253094680726,2400.0,18507.95853126722
high_renewable_2035,7,141697.92344074044,113340.63868237061,0.0,0.0,27278.68018216048,6840.253094680726,2400.0,19117.031663689144
high_renewable_2035,8,127855.47784473225,100475.44916563311,0.0,0.0,32591.271840548303,6840.253094680726,2400.0,18139.775584418414
high_renewable_2035,9,110458.23465410121,83568.8825917758,0.0,0.0,33711.04051055577,6840.253094680726,2400.0,17649.09896764471
high_renewable_2035,10,104136.63668666621,77639.03914069645,0.0,0.0,18906.62949694271,6840.253094680726,2400.0,17257.34445128905
high_renewable_2035,11,115006.37106504348,87406.93138059774,0.0,0.0,21995.276436012646,6840.253094680726,2400.0,18359.186589765
high_renewable_2035,12,136004.2536827144,108566.6673022773,0.0,0.0,20916.392928039546,6840.253094680726,2400.0,18197.333285756366
high_renewable_2035,13,152259.572058319,123130.42588613088,0.0,0.0,22259.571420408876,6840.253094680726,2400.0,19888.89307750738
high_renewable_2035,14,152410.95509147315,123490.73408223796,0.0,0.0,21522.948125394265,6840.253094680726,2400.0,19679.967914554458
high_renewable_2035,15,137251.65650813605,108752.05177183915,0.0,0.0,25312.514017834474,6840.253094680726,2400.0,19259.351641616184
high_renewable_2035,16,119120.39568832489,91561.51055646066,0.0,0.0,17306.492518951112,6840.253094680726,2400.0,18318.63203718351
high_renewable_2035,17,112501.62484388053,85110.5316767185,0.0,0.0,23976.456059723132,6840.253094680726,2400.0,18150.84007248131
high_renewable_2035,18,122992.60693748808,95222.67663615424,0.0,0.0,16541.934542829837,6840.253094680726,2400.0,18529.677206653112
high_renewable_2035,19,143038.26518471874,114235.56989181173,0.0,0.0,18939.46800469001,6840.253094680726,2400.0,19562.44219822627
high_renewable_2035,20,157681.49014223024,128182.56382632603,0.0,0.0,20018.700301806966,6840.253094680726,2400.0,20258.673221223482
high_renewable_2035,21,155950.38831404372,127409.9217184502,0.0,0.0,16500.49625870483,6840.253094680726,2400.0,19300.213500912785
high_renewable_2035,22,139211.74360328633,110711.91346237736,0.0,0.0,26087.759987595306,6840.253094680726,2400.0,19259.577046228253
high_renewable_2035,23,120130.01421600718,92483.87237561896,0.0,0.0,27037.137209950313,6840.253094680726,2400.0,18405.8887457075
high_renewable_2035,24,113024.53089017571,86679.01560844813,0.0,0.0,23866.541146216507,6840.253094680726,2400.0,17105.26218704685
high_renewable_2035,25,122967.33585687629,95695.9903655793,0.0,0.0,27883.62780753574,6840.253094680726,2400.0,18031.092396616277
high_renewable_2035,26,141923.02785079312,113309.40025368438,0.0,0.0,32378.901684992932,6840.253094680726,2400.0,19373.37450242801
high_renewable_2035,27,154869.88956451067,126467.81381928053,0.0,0.0,26966.81336694886,6840.253094680726,2400.0,19161.822650549395
high_renewable_2035,28,151241.39422505765,122325.07440463056,0.0,0.0,21919.86375269457,6840.253094680726,2400.0,19676.06672574634
high_renewable_2035,29,132976.0196261153,105598.84286959966,0.0,0.0,28134.42490469548,6840.253094680726,2400.0,18136.92366183492
high_renewable_2035,30,113045.8739753944,85733.86879068197,0.0,0.0,30029.754059572835,6840.253094680726,2400.0,18071.75209003172
high_renewable_2035,31,105584.47440894385,78736.45211168262,0.0,0.0,31586.277012124585,6840.253094680726,2400.0,17607.769202580504
high_renewable_2035,32,115130.78018804787,88245.10399924914,0.0,0.0,34596.0615743056,6840.253094680726,2400.0,17645.423094117996
high_renewable_2035,33,133179.50070322055,105319.19799575821,0.0,0.0,32010.91559842351,6840.253094680726,2400.0,18620.049612781597
high_renewable_2035,34,144664.3848322682,116703.49720107457,0.0,0.0,29324.21121212413,6840.253094680726,2400.0,18720.634536512905
high_renewable_2035,35,139437.79803476104,111680.74982449166,0.0,0.0,22498.772316356288,6840.253094680726,2400.0,18516.795115588644
high_renewable_2035,36,120005.50344755039,92225.38969742422,0.0,0.0,20950.466487020585,6840.253094680726,2400.0,18539.86065544544
high_renewable_2035,37,99627.0086635803,72915.7851106015,0.0,0.0,27240.132874029412,6840.253094680726,2400.0,17470.970458298074
high_renewable_2035,38,92227.90825388406,66433.42471943589,0.0,0.0,31781.72755866751,6840.253094680726,2400.0,16554.23043976743
high_renewable_2035,39,101805.34697922175,75437.97961603844,0.0,0.0,32736.350697966045,6840.253094680726,2400.0,17127.114268502584
high_renewable_2035,40,119393.68649822632,91818.48003475645,0.0,0.0,39357.221088329854,6840.253094680726,2400.0,18334.95336878914
high_renewable_2035,41,129900.79438818851,102953.04810827473,0.0,0.0,28856.60241051139,6840.253094680726,2400.0,17707.49318523304
high_renewable_2035,42,123609.4588225389,95912.41690393156,0.0,0.0,31755.632934278357,6840.253094680726,2400.0,18456.788823926625
high_renewable_2035,43,103586.20504185498,76676.32911726192,0.0,0.0,32842.31347571543,6840.253094680726,2400.0,17669.622829912358
high_renewable_2035,44,83356.06865709597,57825.39920422005,0.0,0.0,29720.676222634727,6840.253094680726,2400.0,16290.4163581952
high_renewable_2035,45,76613.79769774037,50402.883112824966,0.0,0.0,21647.89280470596,6840.253094680726,2400.0,16970.661490234703
high_renewable_2035,46,86805.75940923116,60264.39178218215,0.0,0.0,27860.817112443336,6840.253094680726,2400.0,17301.11453236831
high_renewable_2035,47,104515.27913239566,78213.93242555353,0.0,0.0,31499.965488516067,6840.253094680726,2400.0,17061.093612161396
high_renewable_2035,48,114642.27210477956,87433.73278710328,0.0,0.0,26468.702919789088,6840.253094680726,2400.0,17968.286222995554
high_renewable_2035,49,107910.23617987381,80542.94586995481,0.0,0.0,29114.73515195171,6840.253094680726,2400.0,18127.037215238266
high_renewable_2035,50,87938.63694211774,61688.70121737405,0.0,0.0,26518.85692203499,6840.253094680726,2400.0,17009.682630062962
high_renewable_2035,51,68495.41833629098,42841.231458105016,0.0,0.0,22881.328047158582,6840.253094680726,2400.0,16413.93378350523
high_renewable_2035,52,63021.64656022798,38035.960216421976,0.0,0.0,29313.175886627425,6840.253094680726,2400.0,15745.43324912528
